"","Subject","Word","Affix","LogRT","PC1","PC2","PrevError","Rank","Sex","ResidSemRating","ResidFamSize","LogWordFreq","LogAffixFreq","LogCUP","LogUP","LogCUPtoEnd"
"24","2s09","arkiv","iv",6.624025386,0.0505963550936002,0.620244624189996,"CORRECT",1.67255996994139,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"25","2s13","arkiv","iv",6.500388364,-0.0559960463264136,-0.280410412647341,"CORRECT",1.23944454950967,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"26","2s03","arkiv","iv",7.485278342,-1.13421867449756,0.980498264306536,"ERROR",-1.21242918649365,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"27","2s14","arkiv","iv",6.581692674,-2.4742856047075,-4.28699479885053,"CORRECT",0.923784158347563,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"28","2s04","arkiv","iv",6.84114528,-0.277280129404408,0.876871232068334,"CORRECT",-0.412266799594367,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"29","2s02","arkiv","iv",6.535705604,0.460031846581507,-1.24325303855592,"CORRECT",-0.162674862396424,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"30","2s15","arkiv","iv",6.708633384,0.0548900113264565,-0.14726500529297,"CORRECT",-1.35924797308068,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"31","2s06","arkiv","iv",6.421378336,0.886981817386936,-0.487640331969488,"CORRECT",0.395236526634272,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"32","2s10","arkiv","iv",6.546369255,0.895181254493519,-0.472125793597012,"ERROR",1.07794388426394,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"33","2s08","arkiv","iv",6.819656038,-1.33790827346521,-0.284733825846746,"CORRECT",-0.845382220026091,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"34","2s21","arkiv","iv",6.762821988,0.0145527601112553,-0.758105779894739,"CORRECT",-1.2050882471643,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"35","2s01","arkiv","iv",6.560634548,0.180820712614449,0.554453078711005,"CORRECT",1.26880830682707,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"36","2s18","arkiv","iv",6.49971185,0.459257308213026,1.04898013662711,"CORRECT",-0.214061437701883,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"37","2s20","arkiv","iv",7.008577512,0.121205654225517,-1.42845319314609,"CORRECT",0.343849951328813,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"38","2s12","arkiv","iv",6.766997841,0.615564914843992,0.678435189057547,"CORRECT",-0.3168345883128,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"39","2s19","arkiv","iv",6.702267444,0.0593213401986575,0.983478709556426,"CORRECT",1.63585527329463,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"40","2s16","arkiv","iv",6.425938144,0.45570156800014,0.302199549528955,"CORRECT",1.50371836536631,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"41","2s22","arkiv","iv",6.790085987,-1.48527628301537,-0.186277718234032,"CORRECT",-1.19774730783495,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"42","2s05","arkiv","iv",6.551080335,0.765531028960085,-1.22891181538428,"CORRECT",-1.37392985173938,"F",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"43","2s17","arkiv","iv",6.81044009,-0.0244705733099515,-0.220900151650959,"CORRECT",0.527373434562595,"M",-2.94303349553961,0.0777431852867317,5.361292166,11.00428079,5.908082938,5.605802066,3.93182563272433
"44","2s06","baroner","er",6.804514737,-0.592867274141338,0.105716370676998,"CORRECT",-0.962837249295711,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"45","2s09","baroner","er",6.724757494,0.0367728506073124,-0.739879827411244,"CORRECT",1.67990090927074,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"46","2s05","baroner","er",6.56240172,1.05187878115646,-0.217991426838186,"CORRECT",0.0428714388254114,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"47","2s02","baroner","er",6.77485226,0.905912641814876,-0.514618142053528,"CORRECT",1.02655730895848,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"48","2s04","baroner","er",6.763249603,-0.19274874064942,0.339536793758751,"CORRECT",-1.05092852124793,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"49","2s20","baroner","er",6.581969736,0.917846693299297,0.118876673946413,"CORRECT",-0.265448013007342,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"50","2s12","baroner","er",6.515142228,0.200732310549916,1.76042153091071,"ERROR",0.204372104071139,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"51","2s03","baroner","er",6.562415845,-0.456794558688416,1.83008546888066,"CORRECT",1.47435460804891,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"52","2s22","baroner","er",6.681130676,0.0501825568167205,1.09405569242241,"CORRECT",0.681533160478971,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"53","2s07","baroner","er",6.658088065,-0.63762267189121,2.2890009959303,"ERROR",-0.177356741055126,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"54","2s18","baroner","er",6.59963918,0.865379983574778,0.557472589078658,"CORRECT",-0.412266799594367,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"55","2s13","baroner","er",6.560917505,1.21883648643954,-0.448350769810909,"CORRECT",-1.4767030023503,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"56","2s01","baroner","er",6.816834452,0.158052673252651,0.130128720295781,"CORRECT",-0.962837249295711,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"57","2s11","baroner","er",6.630472282,0.614586348868446,0.608370682074926,"CORRECT",-0.0745835904442088,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"58","2s14","baroner","er",6.828690426,-2.48477532747336,-1.40803199997989,"CORRECT",-0.830700341367389,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"59","2s08","baroner","er",6.767481205,0.00431010371803146,-0.301856493345756,"CORRECT",0.468645919927785,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"60","2s10","baroner","er",6.392988566,1.10908145553779,-0.231286256247999,"CORRECT",1.70926466658815,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"61","2s21","baroner","er",6.897492799,-0.19607319485165,0.737577286729431,"CORRECT",1.18805797420421,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"62","2s19","baroner","er",6.676755952,-0.271743920627647,-0.645024844327946,"CORRECT",-0.705904372768417,"F",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"63","2s15","baroner","er",6.744200519,0.974246409094713,0.00688439991469369,"CORRECT",-1.38861173039808,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"64","2s16","baroner","er",6.455890148,1.49254936435263,-0.118263413978172,"CORRECT",-1.24179294381106,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"65","2s17","baroner","er",7.091999985,-0.201978165102002,-0.270445387551435,"CORRECT",1.26146736749772,"M",1.60856836507778,-0.659319556597463,2.890371758,13.97439971,6.228511004,5.986452005,4.02535169073515
"66","2s11","basere","ere",6.685736095,0.653751162386678,0.869910764236602,"CORRECT",-1.68224930357213,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"67","2s17","basere","ere",7.16495237,-0.0424763263162513,0.136767942587985,"CORRECT",-0.170015801725775,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"68","2s05","basere","ere",6.515601185,1.35536559356098,0.165373197691454,"CORRECT",0.637487524502864,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"69","2s18","basere","ere",6.840803181,0.16182557999568,-1.20546320397391,"CORRECT",0.204372104071139,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"70","2s20","basere","ere",6.445338794,-1.0982823861494,-2.38526348213869,"CORRECT",1.65053715195334,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"71","2s12","basere","ere",6.624596295,-0.45323699100767,-1.74498233981451,"CORRECT",-0.566426525510743,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"72","2s01","basere","ere",6.687769237,-0.638397620278627,1.1247076086108,"CORRECT",-0.515039950205284,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"73","2s14","basere","ere",6.746400378,-1.12997751256542,0.386779999925008,"CORRECT",-0.559085586181392,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"74","2s15","basere","ere",6.78769841,-0.0392707011554463,0.823208319712976,"CORRECT",-1.15370167185884,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"75","2s04","basere","ere",6.972999801,-0.441958443915639,-0.415161287662202,"CORRECT",0.688874099808322,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"76","2s07","basere","ere",6.561256949,-0.703008053901751,-0.10441552348674,"CORRECT",-1.18306542917625,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"77","2s02","basere","ere",6.946918298,-0.182783967279293,-0.261749950817566,"CORRECT",0.439282162610379,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"78","2s21","basere","ere",6.739312958,0.145924507369734,-0.0416998498742582,"CORRECT",-1.60149897094927,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"79","2s19","basere","ere",6.576344213,0.910411991755712,-0.208122087597231,"CORRECT",0.461304980598433,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"80","2s13","basere","ere",6.779569573,0.751982719938347,-0.0218261044897659,"CORRECT",-0.463653374899826,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"81","2s08","basere","ere",6.960954755,-1.48338049487862,1.85724640436293,"CORRECT",-0.184697680384478,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"82","2s10","basere","ere",6.673891976,0.606658816312107,0.659928311679515,"ERROR",-0.280129891666044,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"83","2s16","basere","ere",6.57546628,0.698381190662621,-1.64034527743849,"CORRECT",-0.515039950205284,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"84","2s22","basere","ere",6.919911097,-2.30981158723345,-0.537873403170827,"CORRECT",-0.214061437701883,"F",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"85","2s03","basere","ere",6.7538579,-1.05639622858788,0.735943599801981,"CORRECT",-1.41797548771549,"M",-1.43427774173884,1.55022718512507,4.615120517,12.46962082,5.762051383,5.480638923,5.5834963087817
"86","2s17","blokere","ere",6.399293526,-0.508512210807842,-1.07075689268506,"CORRECT",0.0502123781547626,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"87","2s20","blokere","ere",6.952307906,-1.33861354774169,2.91747676635368,"CORRECT",1.67990090927074,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"88","2s05","blokere","ere",6.456942325,1.31735735360896,-0.89349580979515,"CORRECT",0.329168072670111,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"89","2s08","blokere","ere",6.998135143,-2.44743456527317,1.81819539925613,"CORRECT",-1.41063454838614,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"90","2s15","blokere","ere",6.778022377,0.646490394791398,0.278135516675841,"CORRECT",-1.54277145631446,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"91","2s04","blokere","ere",6.800760095,-2.08343615047139,-2.53722235456753,"CORRECT",0.843033825724699,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"92","2s11","blokere","ere",6.659140062,0.171118514498116,-1.21171871070894,"CORRECT",0.938466037006265,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"93","2s13","blokere","ere",6.619126091,0.613386534310984,-1.2273515013228,"CORRECT",0.380554647975569,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"94","2s21","blokere","ere",6.696725558,-0.0990414267304966,-0.430781165189609,"CORRECT",-0.37556210294761,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"95","2s09","blokere","ere",6.493935366,0.844450440232118,-0.166238736650648,"CORRECT",1.01921636962913,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"96","2s02","blokere","ere",6.746412129,0.524877238318531,0.743464990256014,"CORRECT",1.7312874845762,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"97","2s03","blokere","ere",6.578195099,-0.240636347261497,0.775264697474547,"CORRECT",1.48169554737826,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"98","2s22","blokere","ere",6.960101019,-2.07720303520811,-0.605738930958528,"CORRECT",-1.46936206302095,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"99","2s01","blokere","ere",6.565405805,0.958993680671823,0.25766580474998,"CORRECT",1.18071703487486,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"100","2s14","blokere","ere",6.750083407,-0.386137828301538,-0.634164712604294,"CORRECT",1.28349018548577,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"101","2s18","blokere","ere",6.74222004,-0.307278960083638,-1.12638802762896,"CORRECT",-1.16838355051755,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"102","2s19","blokere","ere",6.612484485,-0.126402972325765,-0.8028906628648,"CORRECT",0.101598953460221,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"103","2s06","blokere","ere",6.633107885,0.413721525774958,1.77813213404578,"CORRECT",0.0942580141308702,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"104","2s07","blokere","ere",6.580653007,0.244577377597325,-0.39811979676216,"CORRECT",0.813670068407294,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"105","2s12","blokere","ere",6.561426627,0.00562418421639209,-0.61125412284676,"CORRECT",0.175008346753734,"F",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"106","2s10","blokere","ere",6.414180009,0.777453252457717,-0.741264145166996,"CORRECT",-0.0305379544681012,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"107","2s16","blokere","ere",6.462904644,0.745639173525355,-0.300997038527944,"CORRECT",0.160326468095032,"M",-2.00844532633681,0.446436642276471,5.733341277,12.46962082,5.874930731,5.288267031,5.52942908751142
"108","2s05","blomster","er",6.398128936,0.634123971901908,-0.46031917928614,"CORRECT",-1.65288554625473,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"109","2s22","blomster","er",6.785983047,-0.400216975712424,-1.09923307054597,"CORRECT",0.439282162610379,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"110","2s20","blomster","er",6.574140955,-1.16121438484137,-3.07424266731575,"CORRECT",0.630146585173512,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"111","2s07","blomster","er",6.724613386,0.478198235648802,0.443673313524798,"CORRECT",1.70926466658815,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"112","2s03","blomster","er",6.757699537,-0.560301601884183,-1.59722261494077,"CORRECT",-1.40329360905679,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"113","2s02","blomster","er",6.9668069,-1.22011593374219,1.62590207108552,"CORRECT",0.696215039137674,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"114","2s12","blomster","er",6.528147958,0.193639091499188,0.229211373731723,"CORRECT",-1.38127079106873,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"115","2s15","blomster","er",6.799223072,0.159190782134233,0.379487172861842,"CORRECT",-1.08763321789468,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"116","2s01","blomster","er",6.793387654,-0.427600124337583,0.0147570445508874,"CORRECT",1.07060294493459,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"117","2s18","blomster","er",6.40496396,0.786947582477446,-0.22228303064814,"CORRECT",1.18071703487486,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"118","2s06","blomster","er",6.375586842,0.878478748113136,1.19866442293838,"CORRECT",1.17337609554551,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"119","2s04","blomster","er",6.669053829,-1.20930554095295,-0.473193629878372,"CORRECT",0.387895587304921,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"120","2s09","blomster","er",6.588981497,0.215988052175837,0.0345670686895194,"CORRECT",-1.22711106515236,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"121","2s21","blomster","er",6.785305119,-0.759901121219613,-0.140766282357876,"CORRECT",0.593441888526756,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"122","2s10","blomster","er",6.60787916,-0.701607953425474,0.278422820851238,"CORRECT",0.901761340359509,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"123","2s14","blomster","er",6.476756955,1.13134878410441,-0.107614691537154,"CORRECT",0.439282162610379,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"124","2s08","blomster","er",6.962281342,-1.28885743636831,-1.13121250976114,"CORRECT",1.33487676079123,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"125","2s13","blomster","er",7.008215809,-0.071007440230244,0.958342570672697,"CORRECT",-0.691222494109715,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"126","2s19","blomster","er",6.726137474,0.422772192409837,0.70013969034301,"CORRECT",-1.14636073252949,"F",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"127","2s17","blomster","er",6.829069151,0.362446786524317,0.539762273802842,"ERROR",0.505350616574541,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"128","2s11","blomster","er",6.735102825,-1.1480563202132,-0.682037678614028,"CORRECT",1.51840024402501,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"129","2s16","blomster","er",6.09964608,1.75493758183467,0.643686548742428,"CORRECT",0.916443219018211,"M",2.31597503574083,0.649999255264811,7.531552381,13.97439971,6.063785209,5.583496309,4.18965474202643
"130","2s05","brikker","er",6.502190166,0.90001191814948,0.0662401749214528,"CORRECT",-1.49872582033835,"F",1.50150927900736,-1.02445277685409,5.455321115,13.97439971,5.723585102,5.370638028,4.07753744390572
"131","2s22","brikker","er",7.23221277,-0.886732047011734,2.47040917118052,"CORRECT",-0.228743316360585,"F",1.50150927900736,-1.02445277685409,5.455321115,13.97439971,5.723585102,5.370638028,4.07753744390572
