"","Subject","Rating","Trial","Sex","Word","Frequency","Class"
"70","A1",1,70,"F","blueberry",2.484907,"plant"
"71","A1",3,71,"F","chicken",6.59987,"animal"
"72","A1",7,72,"F","elephant",6.063785,"animal"
"73","A1",1,73,"F","banana",5.023881,"plant"
"74","A1",3,74,"F","stork",3.044522,"animal"
"75","A1",1,75,"F","orange",6.378426,"plant"
"76","A1",5,76,"F","crocodile",4.615121,"animal"
"77","A1",4,77,"F","swan",4.962845,"animal"
"78","A1",5,78,"F","monkey",5.783825,"animal"
"79","A1",1,79,"F","avocado",3.433987,"plant"
"80","A1",5,80,"F","goose",5.267858,"animal"
"81","A1",3,81,"F","apple",6.304449,"plant"
"82","A2",2,1,"M","bat",5.918894,"animal"
"83","A2",2,2,"M","mouse",5.805135,"animal"
"84","A2",4,3,"M","goat",6.228511,"animal"
"85","A2",5,4,"M","pig",6.660575,"animal"
"86","A2",2,5,"M","bunny",3.332205,"animal"
"87","A2",1,6,"M","cherry",4.997212,"plant"
"88","A2",5,7,"M","lion",6.098074,"animal"
"89","A2",4,8,"M","reindeer",4.043051,"animal"
"90","A2",3,9,"M","swan",4.962845,"animal"
"91","A2",1,10,"M","leek",3.332205,"plant"
"92","A2",5,11,"M","donkey",5.541264,"animal"
"93","A2",1,12,"M","blueberry",2.484907,"plant"
"94","A2",1,13,"M","cucumber",4.454347,"plant"
"95","A2",5,14,"M","horse",7.77191,"animal"
"96","A2",4,15,"M","sheep",6.577861,"animal"
"97","A2",7,16,"M","elephant",6.063785,"animal"
"98","A2",2,17,"M","beaver",3.951244,"animal"
"99","A2",1,18,"M","apricot",3.828641,"plant"
"100","A2",2,19,"M","squirrel",4.70953,"animal"
"101","A2",1,20,"M","potato",6.461468,"plant"
"102","A2",1,21,"M","butterfly",5.214936,"animal"
"103","A2",1,22,"M","beetroot",3.555348,"plant"
"104","A2",1,23,"M","carrot",4.976734,"plant"
"105","A2",2,24,"M","pigeon",5.26269,"animal"
"106","A2",1,25,"M","paprika",2.484907,"plant"
"107","A2",1,26,"M","pineapple",3.988984,"plant"
"108","A2",1,27,"M","wasp",4.682131,"animal"
"109","A2",1,28,"M","orange",6.378426,"plant"
"110","A2",1,29,"M","melon",4.127134,"plant"
"111","A2",1,30,"M","pear",4.727388,"plant"
"112","A2",1,31,"M","strawberry",4.75359,"plant"
"113","A2",1,32,"M","spider",4.844187,"animal"
"114","A2",3,33,"M","monkey",5.783825,"animal"
"115","A2",3,34,"M","fox",5.652489,"animal"
"116","A2",1,35,"M","clove",3.663562,"plant"
"117","A2",1,36,"M","blackberry",4.060443,"plant"
"118","A2",4,37,"M","crocodile",4.615121,"animal"
"119","A2",1,38,"M","grape",5.192957,"plant"
"120","A2",3,39,"M","snake",6.120297,"animal"
"121","A2",3,40,"M","vulture",4.248495,"animal"
"122","A2",1,41,"M","mustard",4.442651,"plant"
"123","A2",1,42,"M","olive",5.587249,"plant"
"124","A2",1,43,"M","bee",5.700444,"animal"
"125","A2",1,44,"M","walnut",4.49981,"plant"
"126","A2",2,45,"M","mole",4.60517,"animal"
"127","A2",2,46,"M","stork",3.044522,"animal"
"128","A2",1,47,"M","gherkin",2.079442,"plant"
"129","A2",3,48,"M","gull",4.418841,"animal"
"130","A2",2,49,"M","cat",7.086738,"animal"
"131","A2",1,50,"M","tomato",5.545177,"plant"
"132","A2",2,51,"M","woodpecker",2.890372,"animal"
"133","A2",1,52,"M","asparagus",3.663562,"plant"
"134","A2",1,53,"M","radish",3.044522,"plant"
"135","A2",2,54,"M","frog",5.129899,"animal"
"136","A2",1,55,"M","lemon",5.631212,"plant"
"137","A2",1,56,"M","broccoli",2.833213,"plant"
"138","A2",1,57,"M","apple",6.304449,"plant"
"139","A2",1,58,"M","mushroom",5.537334,"plant"
"140","A2",1,59,"M","peanut",4.59512,"plant"
"141","A2",2,60,"M","badger",5.056246,"animal"
"142","A2",1,61,"M","almond",4.204693,"plant"
"143","A2",5,62,"M","camel",6.109248,"animal"
"144","A2",2,63,"M","chicken",6.59987,"animal"
"145","A2",2,64,"M","magpie",2.995732,"animal"
"146","A2",2,65,"M","owl",4.859812,"animal"
"147","A2",1,66,"M","ant",5.347108,"animal"
"148","A2",1,67,"M","eggplant",1.791759,"plant"
"149","A2",4,68,"M","dolphin",4.007333,"animal"
"150","A2",4,69,"M","shark",5.880533,"animal"
"151","A2",1,70,"M","lettuce",4.812184,"plant"
"152","A2",5,71,"M","eagle",5.117994,"animal"
"153","A2",3,72,"M","goose",5.267858,"animal"
"154","A2",2,73,"M","banana",5.023881,"plant"
"155","A2",1,74,"M","kiwi",3.044522,"plant"
"156","A2",1,75,"M","avocado",3.433987,"plant"
"157","A2",3,76,"M","tortoise",4.624973,"animal"
"158","A2",2,77,"M","dog",7.667626,"animal"
"159","A2",1,78,"M","hedgehog",3.637586,"animal"
"160","A2",3,79,"M","whale",5.298317,"animal"
"161","A2",4,80,"M","moose",2.70805,"animal"
"162","A2",5,81,"M","squid",3.970292,"animal"
"163","G",5,1,"F","donkey",5.541264,"animal"
"164","G",2,2,"F","goose",5.267858,"animal"
"165","G",2,3,"F","owl",4.859812,"animal"
"166","G",2,4,"F","hedgehog",3.637586,"animal"
"167","G",3,5,"F","vulture",4.248495,"animal"
"168","G",1,6,"F","olive",5.587249,"plant"
"169","G",1,7,"F","carrot",4.976734,"plant"
"170","G",1,8,"F","kiwi",3.044522,"plant"
"171","G",1,9,"F","blackberry",4.060443,"plant"
"172","G",1,10,"F","blueberry",2.484907,"plant"
"173","G",5,11,"F","dolphin",4.007333,"animal"
"174","G",2,12,"F","melon",4.127134,"plant"
"175","G",2,13,"F","gull",4.418841,"animal"
"176","G",2,14,"F","squid",3.970292,"animal"
"177","G",1,15,"F","tomato",5.545177,"plant"
"178","G",1,16,"F","mushroom",5.537334,"plant"
"179","G",3,17,"F","dog",7.667626,"animal"
"180","G",5,18,"F","shark",5.880533,"animal"
"181","G",7,19,"F","elephant",6.063785,"animal"
"182","G",1,20,"F","orange",6.378426,"plant"
"183","G",1,21,"F","leek",3.332205,"plant"
"184","G",5,22,"F","lion",6.098074,"animal"
"185","G",5,23,"F","crocodile",4.615121,"animal"
"186","G",4,24,"F","pig",6.660575,"animal"
"187","G",2,25,"F","pineapple",3.988984,"plant"
"188","G",3,26,"F","swan",4.962845,"animal"
"189","G",1,27,"F","apricot",3.828641,"plant"
"190","G",1,28,"F","frog",5.129899,"animal"
"191","G",1,29,"F","lettuce",4.812184,"plant"
"192","G",1,30,"F","ant",5.347108,"animal"
"193","G",1,31,"F","cherry",4.997212,"plant"
"194","G",1,32,"F","clove",3.663562,"plant"
"195","G",1,33,"F","wasp",4.682131,"animal"
"196","G",2,34,"F","avocado",3.433987,"plant"
"197","G",2,35,"F","squirrel",4.70953,"animal"
"198","G",1,36,"F","bat",5.918894,"animal"
"199","G",1,37,"F","radish",3.044522,"plant"
"200","G",1,38,"F","butterfly",5.214936,"animal"
"201","G",1,39,"F","paprika",2.484907,"plant"
"202","G",5,40,"F","sheep",6.577861,"animal"
"203","G",2,41,"F","cat",7.086738,"animal"
"204","G",5,42,"F","reindeer",4.043051,"animal"
"205","G",2,43,"F","cucumber",4.454347,"plant"
"206","G",2,44,"F","bunny",3.332205,"animal"
"207","G",1,45,"F","snake",6.120297,"animal"
"208","G",1,46,"F","beetroot",3.555348,"plant"
"209","G",6,47,"F","moose",2.70805,"animal"
"210","G",7,48,"F","whale",5.298317,"animal"
"211","G",1,49,"F","pear",4.727388,"plant"
"212","G",1,50,"F","mole",4.60517,"animal"
"213","G",2,51,"F","monkey",5.783825,"animal"
"214","G",2,52,"F","gherkin",2.079442,"plant"
"215","G",1,53,"F","peanut",4.59512,"plant"
"216","G",2,54,"F","badger",5.056246,"animal"
"217","G",1,55,"F","potato",6.461468,"plant"
"218","G",1,56,"F","bee",5.700444,"animal"
"219","G",6,57,"F","camel",6.109248,"animal"
"220","G",1,58,"F","walnut",4.49981,"plant"
"221","G",1,59,"F","mouse",5.805135,"animal"
"222","G",1,60,"F","eggplant",1.791759,"plant"
"223","G",1,61,"F","tortoise",4.624973,"animal"
"224","G",1,62,"F","woodpecker",2.890372,"animal"
"225","G",3,63,"F","fox",5.652489,"animal"
"226","G",1,64,"F","magpie",2.995732,"animal"
"227","G",1,65,"F","banana",5.023881,"plant"
"228","G",1,66,"F","grape",5.192957,"plant"
"229","G",1,67,"F","almond",4.204693,"plant"
"230","G",1,68,"F","lemon",5.631212,"plant"
"231","G",1,69,"F","strawberry",4.75359,"plant"
"232","G",5,70,"F","goat",6.228511,"animal"
"233","G",6,71,"F","horse",7.77191,"animal"
"234","G",1,72,"F","broccoli",2.833213,"plant"
"235","G",1,73,"F","asparagus",3.663562,"plant"
"236","G",1,74,"F","apple",6.304449,"plant"
"237","G",3,75,"F","eagle",5.117994,"animal"
"238","G",2,76,"F","pigeon",5.26269,"animal"
"239","G",2,77,"F","chicken",6.59987,"animal"
"240","G",1,78,"F","spider",4.844187,"animal"
"241","G",1,79,"F","mustard",4.442651,"plant"
"242","G",3,80,"F","stork",3.044522,"animal"
"243","G",2,81,"F","beaver",3.951244,"animal"
"244","H",1,1,"F","spider",4.844187,"animal"
"245","H",3,2,"F","melon",4.127134,"plant"
"246","H",2,3,"F","banana",5.023881,"plant"
"247","H",5,4,"F","badger",5.056246,"animal"
"248","H",1,5,"F","butterfly",5.214936,"animal"
"249","H",2,6,"F","pigeon",5.26269,"animal"
"250","H",2,7,"F","grape",5.192957,"plant"
"251","H",2,8,"F","broccoli",2.833213,"plant"
"252","H",2,9,"F","woodpecker",2.890372,"animal"
"253","H",2,10,"F","squid",3.970292,"animal"
"254","H",4,11,"F","swan",4.962845,"animal"
"255","H",1,12,"F","mushroom",5.537334,"plant"
"256","H",1,13,"F","asparagus",3.663562,"plant"
"257","H",3,14,"F","goose",5.267858,"animal"
"258","H",4,15,"F","vulture",4.248495,"animal"
"259","H",2,16,"F","bunny",3.332205,"animal"
"260","H",6,17,"F","lion",6.098074,"animal"
"261","H",2,18,"F","leek",3.332205,"plant"
"262","H",1,19,"F","mole",4.60517,"animal"
"263","H",2,20,"F","beetroot",3.555348,"plant"
"264","H",1,21,"F","frog",5.129899,"animal"
"265","H",6,22,"F","moose",2.70805,"animal"
"266","H",4,23,"F","stork",3.044522,"animal"
"267","H",2,24,"F","hedgehog",3.637586,"animal"
"268","H",6,25,"F","shark",5.880533,"animal"
"269","H",1,26,"F","pear",4.727388,"plant"
"270","H",1,27,"F","radish",3.044522,"plant"
"271","H",6,28,"F","horse",7.77191,"animal"
"272","H",4,29,"F","owl",4.859812,"animal"
"273","H",1,30,"F","apricot",3.828641,"plant"
"274","H",2,31,"F","snake",6.120297,"animal"
"275","H",1,32,"F","bee",5.700444,"animal"
"276","H",1,33,"F","blueberry",2.484907,"plant"
"277","H",7,34,"F","camel",6.109248,"animal"
"278","H",1,35,"F","cucumber",4.454347,"plant"
"279","H",3,36,"F","chicken",6.59987,"animal"
"280","H",6,37,"F","crocodile",4.615121,"animal"
"281","H",1,38,"F","potato",6.461468,"plant"
"282","H",1,39,"F","peanut",4.59512,"plant"
"283","H",7,40,"F","whale",5.298317,"animal"
"284","H",3,41,"F","monkey",5.783825,"animal"
"285","H",3,42,"F","beaver",3.951244,"animal"
"286","H",1,43,"F","orange",6.378426,"plant"
"287","H",1,44,"F","bat",5.918894,"animal"
"288","H",1,45,"F","ant",5.347108,"animal"
"289","H",5,46,"F","dolphin",4.007333,"animal"
"290","H",7,47,"F","elephant",6.063785,"animal"
"291","H",5,48,"F","pig",6.660575,"animal"
"292","H",2,49,"F","magpie",2.995732,"animal"
"293","H",2,50,"F","mustard",4.442651,"plant"
"294","H",6,51,"F","reindeer",4.043051,"animal"
"295","H",1,52,"F","wasp",4.682131,"animal"
"296","H",1,53,"F","mouse",5.805135,"animal"
"297","H",1,54,"F","olive",5.587249,"plant"
"298","H",3,55,"F","sheep",6.577861,"animal"
"299","H",1,56,"F","paprika",2.484907,"plant"
"300","H",2,57,"F","avocado",3.433987,"plant"
"301","H",4,58,"F","donkey",5.541264,"animal"
"302","H",1,59,"F","eggplant",1.791759,"plant"
"303","H",1,60,"F","carrot",4.976734,"plant"
"304","H",2,61,"F","cat",7.086738,"animal"
"305","H",4,62,"F","dog",7.667626,"animal"
"306","H",1,63,"F","almond",4.204693,"plant"
"307","H",2,64,"F","apple",6.304449,"plant"
"308","H",2,65,"F","lettuce",4.812184,"plant"
"309","H",1,66,"F","strawberry",4.75359,"plant"
"310","H",2,67,"F","lemon",5.631212,"plant"
"311","H",1,68,"F","walnut",4.49981,"plant"
"312","H",1,69,"F","blackberry",4.060443,"plant"
"313","H",2,70,"F","gull",4.418841,"animal"
"314","H",1,71,"F","clove",3.663562,"plant"
"315","H",1,72,"F","gherkin",2.079442,"plant"
"316","H",3,73,"F","fox",5.652489,"animal"
"317","H",3,74,"F","pineapple",3.988984,"plant"
"318","H",1,75,"F","cherry",4.997212,"plant"
"319","H",2,76,"F","tomato",5.545177,"plant"
"320","H",4,77,"F","goat",6.228511,"animal"
"321","H",3,78,"F","eagle",5.117994,"animal"
"322","H",2,79,"F","tortoise",4.624973,"animal"
"323","H",2,80,"F","kiwi",3.044522,"plant"
"324","H",2,81,"F","squirrel",4.70953,"animal"
"325","I1",1,1,"M","frog",5.129899,"animal"
"326","I1",1,2,"M","beetroot",3.555348,"plant"
"327","I1",2,3,"M","leek",3.332205,"plant"
"328","I1",1,4,"M","owl",4.859812,"animal"
"329","I1",1,5,"M","peanut",4.59512,"plant"
"330","I1",1,6,"M","walnut",4.49981,"plant"
"331","I1",1,7,"M","apple",6.304449,"plant"
"332","I1",1,8,"M","spider",4.844187,"animal"
"333","I1",2,9,"M","swan",4.962845,"animal"
"334","I1",1,10,"M","butterfly",5.214936,"animal"
"335","I1",4,11,"M","goat",6.228511,"animal"
"336","I1",3,12,"M","fox",5.652489,"animal"
"337","I1",2,13,"M","melon",4.127134,"plant"
"338","I1",5,14,"M","donkey",5.541264,"animal"
"339","I1",1,15,"M","asparagus",3.663562,"plant"
"340","I1",1,16,"M","pigeon",5.26269,"animal"
"341","I1",1,17,"M","bunny",3.332205,"animal"
"342","I1",1,18,"M","clove",3.663562,"plant"
"343","I1",1,19,"M","paprika",2.484907,"plant"
"344","I1",1,20,"M","olive",5.587249,"plant"
"345","I1",7,21,"M","horse",7.77191,"animal"
"346","I1",2,22,"M","pineapple",3.988984,"plant"
"347","I1",7,23,"M","moose",2.70805,"animal"
"348","I1",1,24,"M","banana",5.023881,"plant"
"349","I1",1,25,"M","lemon",5.631212,"plant"
"350","I1",7,26,"M","lion",6.098074,"animal"
"351","I1",7,27,"M","pig",6.660575,"animal"
"352","I1",1,28,"M","grape",5.192957,"plant"
"353","I1",1,29,"M","pear",4.727388,"plant"
"354","I1",1,30,"M","mustard",4.442651,"plant"
"355","I1",1,31,"M","ant",5.347108,"animal"
"356","I1",1,32,"M","wasp",4.682131,"animal"
"357","I1",6,33,"M","sheep",6.577861,"animal"
"358","I1",2,34,"M","woodpecker",2.890372,"animal"
"359","I1",2,35,"M","orange",6.378426,"plant"
"360","I1",7,36,"M","vulture",4.248495,"animal"
"361","I1",1,37,"M","strawberry",4.75359,"plant"
"362","I1",3,38,"M","dog",7.667626,"animal"
"363","I1",2,39,"M","chicken",6.59987,"animal"
"364","I1",1,40,"M","mushroom",5.537334,"plant"
"365","I1",3,41,"M","monkey",5.783825,"animal"
"366","I1",1,42,"M","tomato",5.545177,"plant"
"367","I1",1,43,"M","mole",4.60517,"animal"
"368","I1",2,44,"M","badger",5.056246,"animal"
"369","I1",1,45,"M","potato",6.461468,"plant"
"370","I1",5,46,"M","snake",6.120297,"animal"
"371","I1",7,47,"M","camel",6.109248,"animal"
"372","I1",2,48,"M","radish",3.044522,"plant"
"373","I1",2,49,"M","magpie",2.995732,"animal"
"374","I1",1,50,"M","mouse",5.805135,"animal"
"375","I1",2,51,"M","gull",4.418841,"animal"
"376","I1",7,52,"M","crocodile",4.615121,"animal"
"377","I1",1,53,"M","bee",5.700444,"animal"
"378","I1",1,54,"M","almond",4.204693,"plant"
"379","I1",1,55,"M","broccoli",2.833213,"plant"
"380","I1",1,56,"M","carrot",4.976734,"plant"
"381","I1",1,57,"M","gherkin",2.079442,"plant"
"382","I1",7,58,"M","shark",5.880533,"animal"
"383","I1",1,59,"M","avocado",3.433987,"plant"
"384","I1",1,60,"M","blueberry",2.484907,"plant"
"385","I1",7,61,"M","dolphin",4.007333,"animal"
"386","I1",2,62,"M","cat",7.086738,"animal"
"387","I1",3,63,"M","beaver",3.951244,"animal"
"388","I1",7,64,"M","elephant",6.063785,"animal"
"389","I1",1,65,"M","apricot",3.828641,"plant"
"390","I1",2,66,"M","tortoise",4.624973,"animal"
"391","I1",3,67,"M","goose",5.267858,"animal"
"392","I1",2,68,"M","squid",3.970292,"animal"
"393","I1",1,69,"M","lettuce",4.812184,"plant"
"394","I1",2,70,"M","squirrel",4.70953,"animal"
"395","I1",1,71,"M","cherry",4.997212,"plant"
"396","I1",7,72,"M","whale",5.298317,"animal"
"397","I1",5,73,"M","eagle",5.117994,"animal"
"398","I1",2,74,"M","eggplant",1.791759,"plant"
"399","I1",2,75,"M","hedgehog",3.637586,"animal"
"400","I1",2,76,"M","kiwi",3.044522,"plant"
"401","I1",2,77,"M","bat",5.918894,"animal"
"402","I1",1,78,"M","blackberry",4.060443,"plant"
"403","I1",1,79,"M","stork",3.044522,"animal"
"404","I1",7,80,"M","reindeer",4.043051,"animal"
"405","I1",1,81,"M","cucumber",4.454347,"plant"
"406","I2",3,1,"F","squid",3.970292,"animal"
"407","I2",1,2,"F","pear",4.727388,"plant"
"408","I2",1,3,"F","asparagus",3.663562,"plant"
"409","I2",1,4,"F","leek",3.332205,"plant"
"410","I2",5,5,"F","donkey",5.541264,"animal"
"411","I2",1,6,"F","pigeon",5.26269,"animal"
"412","I2",3,7,"F","eagle",5.117994,"animal"
"413","I2",2,8,"F","squirrel",4.70953,"animal"
"414","I2",2,9,"F","woodpecker",2.890372,"animal"
"415","I2",2,10,"F","bunny",3.332205,"animal"
"416","I2",2,11,"F","fox",5.652489,"animal"
"417","I2",3,12,"F","sheep",6.577861,"animal"
"418","I2",7,13,"F","shark",5.880533,"animal"
"419","I2",1,14,"F","badger",5.056246,"animal"
"420","I2",7,15,"F","moose",2.70805,"animal"
"421","I2",1,16,"F","radish",3.044522,"plant"
"422","I2",1,17,"F","cherry",4.997212,"plant"
"423","I2",4,18,"F","tortoise",4.624973,"animal"
"424","I2",1,19,"F","mouse",5.805135,"animal"
"425","I2",2,20,"F","pineapple",3.988984,"plant"
"426","I2",7,21,"F","whale",5.298317,"animal"
"427","I2",1,22,"F","ant",5.347108,"animal"
"428","I2",1,23,"F","wasp",4.682131,"animal"
"429","I2",2,24,"F","goose",5.267858,"animal"
"430","I2",2,25,"F","orange",6.378426,"plant"
"431","I2",1,26,"F","paprika",2.484907,"plant"
"432","I2",1,27,"F","blueberry",2.484907,"plant"
"433","I2",2,28,"F","eggplant",1.791759,"plant"
"434","I2",2,29,"F","chicken",6.59987,"animal"
"435","I2",2,30,"F","gull",4.418841,"animal"
"436","I2",1,31,"F","butterfly",5.214936,"animal"
"437","I2",5,32,"F","goat",6.228511,"animal"
"438","I2",1,33,"F","lemon",5.631212,"plant"
"439","I2",1,34,"F","walnut",4.49981,"plant"
"440","I2",2,35,"F","snake",6.120297,"animal"
"441","I2",3,36,"F","pig",6.660575,"animal"
"442","I2",4,37,"F","crocodile",4.615121,"animal"
"443","I2",1,38,"F","melon",4.127134,"plant"
"444","I2",1,39,"F","owl",4.859812,"animal"
"445","I2",1,40,"F","lettuce",4.812184,"plant"
"446","I2",5,41,"F","horse",7.77191,"animal"
"447","I2",1,42,"F","frog",5.129899,"animal"
"448","I2",1,43,"F","carrot",4.976734,"plant"
"449","I2",1,44,"F","hedgehog",3.637586,"animal"
"450","I2",5,45,"F","camel",6.109248,"animal"
"451","I2",1,46,"F","kiwi",3.044522,"plant"
"452","I2",1,47,"F","gherkin",2.079442,"plant"
"453","I2",1,48,"F","olive",5.587249,"plant"
"454","I2",1,49,"F","beetroot",3.555348,"plant"
"455","I2",1,50,"F","almond",4.204693,"plant"
"456","I2",1,51,"F","grape",5.192957,"plant"
"457","I2",1,52,"F","broccoli",2.833213,"plant"
"458","I2",1,53,"F","peanut",4.59512,"plant"
"459","I2",1,54,"F","bee",5.700444,"animal"
"460","I2",2,55,"F","swan",4.962845,"animal"
"461","I2",1,56,"F","strawberry",4.75359,"plant"
"462","I2",1,57,"F","potato",6.461468,"plant"
"463","I2",1,58,"F","cucumber",4.454347,"plant"
"464","I2",4,59,"F","dolphin",4.007333,"animal"
"465","I2",3,60,"F","cat",7.086738,"animal"
"466","I2",1,61,"F","apricot",3.828641,"plant"
"467","I2",1,62,"F","spider",4.844187,"animal"
"468","I2",2,63,"F","dog",7.667626,"animal"
"469","I2",1,64,"F","mustard",4.442651,"plant"
"470","I2",1,65,"F","mole",4.60517,"animal"
"471","I2",1,66,"F","apple",6.304449,"plant"
"472","I2",1,67,"F","blackberry",4.060443,"plant"
"473","I2",2,68,"F","beaver",3.951244,"animal"
"474","I2",1,69,"F","tomato",5.545177,"plant"
"475","I2",3,70,"F","vulture",4.248495,"animal"
"476","I2",6,71,"F","reindeer",4.043051,"animal"
"477","I2",1,72,"F","clove",3.663562,"plant"
"478","I2",1,73,"F","banana",5.023881,"plant"
"479","I2",1,74,"F","magpie",2.995732,"animal"
"480","I2",1,75,"F","bat",5.918894,"animal"
"481","I2",7,76,"F","elephant",6.063785,"animal"
"482","I2",1,77,"F","avocado",3.433987,"plant"
"483","I2",2,78,"F","monkey",5.783825,"animal"
"484","I2",6,79,"F","lion",6.098074,"animal"
"485","I2",3,80,"F","stork",3.044522,"animal"
"486","I2",1,81,"F","mushroom",5.537334,"plant"
"487","J",2,1,"F","bat",5.918894,"animal"
"488","J",2,2,"F","mouse",5.805135,"animal"
"489","J",4,3,"F","goat",6.228511,"animal"
"490","J",4,4,"F","pig",6.660575,"animal"
"491","J",3,5,"F","bunny",3.332205,"animal"
"492","J",1,6,"F","cherry",4.997212,"plant"
"493","J",5,7,"F","lion",6.098074,"animal"
"494","J",4,8,"F","reindeer",4.043051,"animal"
"495","J",3,9,"F","swan",4.962845,"animal"
"496","J",2,10,"F","leek",3.332205,"plant"
"497","J",5,11,"F","donkey",5.541264,"animal"
"498","J",1,12,"F","blueberry",2.484907,"plant"
"499","J",2,13,"F","cucumber",4.454347,"plant"
"500","J",5,14,"F","horse",7.77191,"animal"
"501","J",4,15,"F","sheep",6.577861,"animal"
"502","J",7,16,"F","elephant",6.063785,"animal"
"503","J",3,17,"F","beaver",3.951244,"animal"
"504","J",2,18,"F","apricot",3.828641,"plant"
"505","J",2,19,"F","squirrel",4.70953,"animal"
"506","J",1,20,"F","potato",6.461468,"plant"
"507","J",1,21,"F","butterfly",5.214936,"animal"
"508","J",1,22,"F","beetroot",3.555348,"plant"
"509","J",1,23,"F","carrot",4.976734,"plant"
"510","J",2,24,"F","pigeon",5.26269,"animal"
"511","J",1,25,"F","paprika",2.484907,"plant"
"512","J",2,26,"F","pineapple",3.988984,"plant"
"513","J",1,27,"F","wasp",4.682131,"animal"
"514","J",2,28,"F","orange",6.378426,"plant"
"515","J",3,29,"F","melon",4.127134,"plant"
"516","J",2,30,"F","pear",4.727388,"plant"
"517","J",1,31,"F","strawberry",4.75359,"plant"
"518","J",1,32,"F","spider",4.844187,"animal"
"519","J",3,33,"F","monkey",5.783825,"animal"
"520","J",3,34,"F","fox",5.652489,"animal"
"521","J",1,35,"F","clove",3.663562,"plant"
"522","J",1,36,"F","blackberry",4.060443,"plant"
"523","J",3,37,"F","crocodile",4.615121,"animal"
"524","J",1,38,"F","grape",5.192957,"plant"
"525","J",2,39,"F","snake",6.120297,"animal"
"526","J",3,40,"F","vulture",4.248495,"animal"
