"","Subject","Word","RT","RootFrequency","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","RT4WordsBack","RT3WordsBack","RT2WordsBack","RT1WordBack","RT1WordLater","RT2WordsLater","RTtoPrime"
"50","PP002","beschutheid",5.73979291217923,5.21493575760899,"baseheid",2.95,0,4.78749174278205,11,0.693147,0,5.6970934865054,5.60947179518496,5.73009978297357,5.6970934865054,5.76832099579377,5.76832099579377,5.65948221575962
"51","PP002","coulantheid",5.52146091786225,1.6094379124341,"heidheid",2.5,0,1.79175946922805,11,0,1,5.50938833662798,5.5683445037611,5.57972982598622,5.49306144334055,5.54126354515843,5.51745289646471,5.54517744447956
"52","PP002","onattentheid",5.93489419561959,5.94803498918065,"baseheid",2.73,0,1.6094379124341,12,0,0,5.80211837537706,6.10479323241498,6.42971947803914,5.97126183979046,5.82008293035236,5.80814248998044,5.68017260901707
"53","PP002","kalkrijkheid",5.78382518232974,6.16961073249146,"heidheid",2.09,0,3.13549421592915,12,3.4012,3,5.8406416573734,5.8111409929767,5.84354441703136,5.75574221358691,5.87493073085203,5.8348107370626,6.75925527066369
"54","PP002","visrijkheid",5.78074351579233,8.04044688130311,"baseheid",2.18,0,3.04452243772342,11,4.63473,4,5.7037824746562,5.70044357339069,5.66988092298052,5.7037824746562,5.78996017089725,5.75890177387728,5.75574221358691
"55","PP002","bebrildheid",5.59471137960184,7.34213173058472,"heidheid",1.41,0,3.61091791264422,11,2.89037,3,5.61677109766657,5.61312810638807,5.54517744447956,5.63478960316925,5.5834963087817,5.51745289646471,5.75574221358691
"56","PP002","pipsheid",5.62040086571715,3.29583686600433,"baseheid",1.86,0,3.3322045101752,8,0,0,5.61677109766657,5.65248918026865,5.62040086571715,5.66296048013595,5.69035945432406,5.56452040732269,6.15909538849193
"57","PP002","beuheid",5.73657229747919,5.06259503302697,"heidheid",1.73,0,5.06890420222023,7,0,0,5.62401750618734,5.67675380226828,5.6937321388027,5.62401750618734,5.63478960316925,5.61677109766657,5.69035945432406
"58","PP002","markantheid",5.68697535633982,5.15905529921453,"baseheid",2.73,0,5.16478597392351,11,0,0,5.76205138278018,5.68357976733868,5.71042701737487,5.6937321388027,6.20455776256869,5.8664680569333,5.8348107370626
"59","PP002","riantheid",5.48479693349065,4.52178857704904,"heidheid",2.36,0,4.53259949315326,9,0,0,5.51342874616498,5.23110861685459,5.48479693349065,5.4553211153577,5.91079664404053,5.53733426701854,5.40267738187228
"60","PP002","labielheid",5.70711026474888,4.36944785246702,"baseheid",3.23,0,4.38202663467388,10,0.693147,0,5.63478960316925,5.7268477475872,5.65948221575962,5.65248918026865,5.64544689764324,5.61677109766657,5.8636311755981
"61","PP002","tactvolheid",5.8805329864007,5.24174701505964,"heidheid",2.55,0,4.75359019110636,11,2.48491,1,5.77765232322266,5.82304589548302,5.79605775076537,5.79301360838414,5.83773044716594,5.79909265446053,5.82008293035236
"62","PP002","bezweetheid",5.71702770140622,6.46769872610435,"baseheid",3.36,0,4.75359019110636,11,2.94444,1,5.79605775076537,5.71042701737487,5.71373280550937,5.77455154554441,5.77765232322266,5.74300318780948,5.90536184805457
"63","PP002","ovaalheid",5.98645200528444,5.85793315448346,"heidheid",2.23,0,5.86078622346587,9,0.693147,1,6.06145691892802,6.1527326947041,5.96100533962327,5.83773044716594,6.07764224334903,5.85220247977447,6.42486902390539
"64","PP002","banaalheid",5.73009978297357,5.73657229747919,"baseheid",2.64,0,5.73979291217923,10,0.693147,0,5.82600010738045,5.63121178182137,5.73009978297357,5.70711026474888,5.79909265446053,5.74939298590825,5.81413053182507
"65","PP002","ludiekheid",5.73009978297357,4.12713438504509,"heidheid",2.05,0,4.14313472639153,10,0,0,5.82894561761021,5.75890177387728,5.7268477475872,5.77455154554441,5.76205138278018,5.78996017089725,5.72031177660741
"66","PP002","aftandsheid",5.60947179518496,4.18965474202643,"baseheid",2.05,0,4.20469261939097,11,0,0,5.5683445037611,5.61312810638807,5.62762111369064,5.56452040732269,5.61677109766657,6.03787091992214,5.55682806169954
"67","PP002","dementheid",5.73979291217923,3.80666248977032,"heidheid",3.23,0,3.8286413964891,10,1.09861,0,5.71373280550937,5.68357976733868,5.7037824746562,5.70711026474888,5.67332326717149,5.71373280550937,5.66988092298052
"68","PP002","onwelheid",5.85793315448346,3.95124371858143,"baseheid",2,0,3.97029191355212,9,4.96284,1,6.03787091992214,6.0330862217988,5.94542060860658,5.89989735358249,5.73657229747919,5.91350300563827,6.19236248947487
"69","PP002","basaalheid",6.01126717440416,3.52636052461616,"heidheid",2.14,0,3.55534806148941,10,0,0,5.84932477994686,5.8805329864007,5.84932477994686,6.04500531403601,6.37161184723186,6.12905021006055,5.62401750618734
"70","PP002","jofelheid",5.58724865840025,3.29583686600433,"baseheid",2.64,0,3.3322045101752,9,0,0,5.51745289646471,5.65248918026865,5.64544689764324,5.57972982598622,5.61677109766657,5.64190707093811,5.6970934865054
"71","PP002","onbelastheid",5.8171111599632,6.74523634948436,"heidheid",2.55,0,3.17805383034795,12,4.63473,6,5.95583736946483,5.92692602597041,5.83773044716594,5.83773044716594,6.07073772800249,5.96357934361845,5.57594910314632
"72","PP002","geurloosheid",5.51745289646471,7.9885429827377,"baseheid",2.95,0,2.56494935746154,12,2.70805,1,5.51745289646471,5.50938833662798,5.5683445037611,5.52942908751142,5.52942908751142,5.56068163101553,5.59098698051086
"73","PP002","erkendheid",5.96357934361845,7.59588991771854,"heidheid",4.73,0,6.5191472879404,10,0,0,5.85507192220243,5.90263333340137,5.76832099579377,5.95583736946483,5.95324333428778,5.8171111599632,6.36990098282823
"74","PP002","royaalheid",5.61312810638807,6.08904487544685,"baseheid",3.36,0,6.0913098820777,10,0.693147,0,5.57594910314632,5.63478960316925,5.56452040732269,5.59098698051086,5.66296048013595,5.62040086571715,5.8171111599632
"75","PP002","contentheid",5.55295958492162,4.48863636973214,"heidheid",2.5,0,4.49980967033027,11,0,1,5.54126354515843,5.59471137960184,5.57972982598622,5.52942908751142,5.61677109766657,5.5683445037611,6.37161184723186
"76","PP002","koketheid",5.73009978297357,4.77912349311153,"baseheid",2,0,4.78749174278205,9,1.09861,0,5.73334127689775,5.7268477475872,5.66642668811243,5.66642668811243,5.80814248998044,5.80211837537706,5.73979291217923
"77","PP002","summierheid",5.66296048013595,5.29330482472449,"heidheid",2.14,0,5.29831736654804,11,0.693147,0,5.71042701737487,5.70711026474888,5.61312810638807,5.65248918026865,6.3919171133926,5.79301360838414,6.05678401322862
"78","PP002","ontroerdheid",5.55682806169954,6.289715570909,"baseheid",3.32,0,5.54907608489522,12,0,1,5.60947179518496,5.62401750618734,5.61677109766657,5.59471137960184,5.71373280550937,6.18208490671663,5.68017260901707
"79","PP002","antiekheid",5.87211778947542,6.74405918631135,"heidheid",2.23,0,6.74523634948436,10,1.38629,2,5.85220247977447,5.8171111599632,5.75890177387728,5.8171111599632,5.85793315448346,5.80814248998044,5.8636311755981
"80","PP002","enormheid",5.68697535633982,8.42441979126388,"baseheid",3,0,8.42463920980563,9,0.693147,0,5.73979291217923,5.78382518232974,5.73979291217923,5.70711026474888,5.73657229747919,5.68017260901707,5.63835466933375
"81","PP031","lobbigheid",5.47646355193151,2.89037175789616,"baseheid",1.82,0,0,10,1.09861,3,5.23644196282995,5.38449506278909,5.33753807970132,5.56068163101553,5.42053499927229,5.25749537202778,5.51342874616498
"82","PP031","tembaarheid",6.39692965521615,5.25749537202778,"heidheid",3.73,0,0,11,1.79176,0,5.50125821054473,6.62140565176413,5.68697535633982,5.64544689764324,5.52942908751142,5.42934562895444,5.78074351579233
"83","PP031","pitloosheid",5.73009978297357,4.77912349311153,"baseheid",1.86,0,0,11,2.70805,4,5.62401750618734,5.59471137960184,6.01615715969835,5.50125821054473,5.89164421182577,5.66988092298052,6.83625927727707
"84","PP031","tilbaarheid",6.15697898558556,7.25417784645652,"heidheid",3.18,0,0,11,2.48491,1,6.03548143252476,5.88887795833288,5.86078622346587,6.7900972355139,5.8111409929767,6.37331978957701,7.2152399787301
"85","PP031","blusbaarheid",6.28599809450886,4.99721227376411,"baseheid",2.91,0,0,12,2.30259,0,5.9427993751267,5.88887795833288,5.62040086571715,5.85793315448346,6.04025471127741,5.72031177660741,5.94017125272043
"86","PP031","saprijkheid",5.4380793089232,6.10255859461357,"heidheid",1.95,0,0,11,3.55535,2,5.87493073085203,5.71702770140622,5.4510384535657,6.09807428216624,5.57215403217776,5.47227067367148,6.57786135772105
"87","PP031","ondiepheid",5.24702407216049,9.3805049984995,"baseheid",2.77,0,5.66296048013595,10,3.80666,1,5.42053499927229,5.37527840768417,5.40267738187228,5.31320597904179,5.45958551414416,5.54907608489522,5.52942908751142
"88","PP031","kortafheid",5.4380793089232,9.59940505871657,"heidheid",2.36,0,5.86929691313377,10,4.07754,1,5.48893772615669,5.42053499927229,5.35658627467201,5.46383180502561,6.04263283368238,5.26269018890489,7.11232744471091
"89","PP031","gammelheid",5.81413053182507,4.90527477843843,"baseheid",2.55,0,4.91265488573605,10,0,0,6.0137151560428,5.40717177146012,6.16120732169508,5.8348107370626,5.55295958492162,5.48893772615669,5.42934562895444
"90","PP031","beschutheid",5.86929691313377,5.21493575760899,"heidheid",2.95,0,4.78749174278205,11,0.693147,0,5.63478960316925,5.7037824746562,5.75257263882563,5.78689738136671,6.40522845803084,5.79605775076537,7.32514895795557
"91","PP031","coulantheid",6.29341927884648,1.6094379124341,"baseheid",2.5,0,1.79175946922805,11,0,1,6.39024066706535,6.44571981938558,6.8501261661455,6.14418563412565,5.51342874616498,5.65599181081985,6.35437004079735
"92","PP031","onattentheid",6.94505106372583,5.94803498918065,"heidheid",2.73,0,1.6094379124341,12,0,0,5.51342874616498,5.67675380226828,5.61677109766657,6.06610809010375,5.56452040732269,5.68357976733868,6.33505425149806
"93","PP031","kalkrijkheid",6.94889722231331,6.16961073249146,"baseheid",2.09,0,3.13549421592915,12,3.4012,3,5.66642668811243,5.72358510195238,5.81413053182507,5.72358510195238,6.32256523992728,5.59471137960184,5.92157841964382
"94","PP031","visrijkheid",6.24416690066374,8.04044688130311,"heidheid",2.18,0,3.04452243772342,11,4.63473,4,5.73657229747919,6.29156913955832,6.2709884318583,5.65948221575962,5.90536184805457,5.78996017089725,6.67834211465433
"95","PP031","bebrildheid",5.85793315448346,7.34213173058472,"baseheid",1.41,0,3.61091791264422,11,2.89037,3,5.4971682252932,5.62762111369064,5.54907608489522,5.91079664404053,5.76832099579377,6.27852142416584,5.4424177105218
"96","PP031","pipsheid",6.19031540585315,3.29583686600433,"heidheid",1.86,0,3.3322045101752,8,0,0,5.89715386763674,6.08904487544685,5.60947179518496,5.82894561761021,5.87211778947542,6.05678401322862,6.62539236800796
"97","PP031","beuheid",5.78074351579233,5.06259503302697,"baseheid",1.73,0,5.06890420222023,7,0,0,5.76205138278018,5.76832099579377,6.88448665204278,5.97635090929793,6.15060276844628,5.70711026474888,6.77536609093639
"98","PP031","markantheid",5.72358510195238,5.15905529921453,"heidheid",2.73,0,5.16478597392351,11,0,0,5.66988092298052,6.00635315960173,5.82600010738045,5.57215403217776,5.88887795833288,5.64897423816121,5.50125821054473
"99","PP031","riantheid",5.53338948872752,4.52178857704904,"baseheid",2.36,0,4.53259949315326,9,0,0,5.95583736946483,6.04500531403601,5.38449506278909,6.0282785202307,5.73979291217923,5.53733426701854,5.40267738187228
"100","PP031","labielheid",5.82600010738045,4.36944785246702,"heidheid",3.23,0,4.38202663467388,10,0.693147,0,5.5834963087817,5.41164605185504,5.15329159449778,5.92958914338989,5.79605775076537,5.48063892334199,5.46806014113513
"101","PP031","tactvolheid",5.8348107370626,5.24174701505964,"baseheid",2.55,0,4.75359019110636,11,2.48491,1,5.71702770140622,5.8805329864007,5.56068163101553,5.73657229747919,6.18620862390049,6.61472560020376,5.73009978297357
"102","PP031","bezweetheid",5.52146091786225,6.46769872610435,"heidheid",3.36,0,4.75359019110636,11,2.94444,1,5.71702770140622,5.54517744447956,5.73009978297357,5.68357976733868,5.71702770140622,6.21260609575152,5.83773044716594
"103","PP031","ovaalheid",5.64190707093811,5.85793315448346,"baseheid",2.23,0,5.86078622346587,9,0.693147,1,6.18620862390049,6.40357419793482,6.40025744530882,5.6970934865054,5.8805329864007,6.06378520868761,5.71042701737487
"104","PP031","banaalheid",6.0282785202307,5.73657229747919,"heidheid",2.64,0,5.73979291217923,10,0.693147,0,5.82894561761021,6.05443934626937,5.75890177387728,5.82894561761021,6.19847871649231,5.84354441703136,6.40191719672719
"105","PP031","ludiekheid",5.77765232322266,4.12713438504509,"baseheid",2.05,0,4.14313472639153,10,0,0,5.78996017089725,6.4393503711001,5.89989735358249,5.76519110278484,6.30627528694802,5.62040086571715,5.59471137960184
"106","PP031","aftandsheid",6.68461172766793,4.18965474202643,"heidheid",2.05,0,4.20469261939097,11,0,0,5.46806014113513,5.37989735354046,5.57215403217776,5.62040086571715,5.53733426701854,5.72031177660741,5.44673737166631
"107","PP031","dementheid",5.6970934865054,3.80666248977032,"baseheid",3.23,0,3.8286413964891,10,1.09861,0,5.42934562895444,5.71702770140622,6.5875500148248,5.77455154554441,5.37527840768417,5.92692602597041,5.96870755998537
"108","PP031","onwelheid",5.73334127689775,3.95124371858143,"heidheid",2,0,3.97029191355212,9,4.96284,1,5.68697535633982,6.3135480462771,5.97126183979046,7.07918439460967,5.82304589548302,6.37672694789863,5.82600010738045
"109","PP031","basaalheid",5.96100533962327,3.52636052461616,"baseheid",2.14,0,3.55534806148941,10,0,0,6.00388706710654,5.35185813347607,7.1731917424866,5.63835466933375,5.93224518744801,5.63478960316925,5.70044357339069
"110","PP031","jofelheid",5.66296048013595,3.29583686600433,"heidheid",2.64,0,3.3322045101752,9,0,0,5.47227067367148,5.32787616878958,5.65948221575962,6.24610676548156,5.66988092298052,5.61312810638807,5.37989735354046
"111","PP031","onbelastheid",5.8111409929767,6.74523634948436,"baseheid",2.55,0,3.17805383034795,12,4.63473,6,5.57215403217776,5.55682806169954,5.57594910314632,5.62762111369064,6.02102334934953,5.73009978297357,5.66988092298052
"112","PP031","geurloosheid",5.77144112313002,7.9885429827377,"baseheid",2.95,0,2.56494935746154,12,2.70805,1,5.71042701737487,6.01126717440416,6.16751649088834,5.51745289646471,5.87493073085203,6.37161184723186,6.8001700683022
"113","PP031","erkendheid",6.20657592672493,7.59588991771854,"baseheid",4.73,0,6.5191472879404,10,0,0,5.71373280550937,5.71042701737487,6.18826412308259,6.55677835615804,5.56452040732269,5.605802066296,5.63478960316925
"114","PP031","royaalheid",7.04664727784876,6.08904487544685,"heidheid",3.36,0,6.0913098820777,10,0.693147,0,5.79909265446053,6.44730586254121,6.62804137617953,5.74620319054015,5.87211778947542,5.87211778947542,6.68336094576627
"115","PP031","contentheid",5.56068163101553,4.48863636973214,"baseheid",2.5,0,4.49980967033027,11,0,1,5.36129216570943,5.73009978297357,5.78074351579233,6.05443934626937,5.65248918026865,5.48893772615669,5.4553211153577
"116","PP031","koketheid",6.20455776256869,4.77912349311153,"heidheid",2,0,4.78749174278205,9,1.09861,0,5.25227342804663,5.90536184805457,6.02586597382531,5.7037824746562,5.54907608489522,6.20253551718792,6.61873898351722
"117","PP031","summierheid",5.89164421182577,5.29330482472449,"baseheid",2.14,0,5.29831736654804,11,0.693147,0,6.02586597382531,5.56452040732269,5.55295958492162,5.5683445037611,7.1739583197568,5.8406416573734,5.91079664404053
"118","PP031","ontroerdheid",5.78382518232974,6.289715570909,"heidheid",3.32,0,5.54907608489522,12,0,1,5.46383180502561,5.78074351579233,5.4553211153577,5.4249500174814,6.24027584517077,5.47227067367148,6.06842558824411
"119","PP031","antiekheid",5.52545293913178,6.74405918631135,"baseheid",2.23,0,6.74523634948436,10,1.38629,2,5.44673737166631,5.59471137960184,5.66988092298052,5.60947179518496,5.37989735354046,5.47646355193151,5.5834963087817
"120","PP031","enormheid",5.91889385427315,8.42441979126388,"heidheid",3,0,8.42463920980563,9,0.693147,0,6.36990098282823,6.92362862813843,6.42971947803914,5.78074351579233,5.75890177387728,5.64897423816121,6.30444880242198
"121","PP028","lobbigheid",6.16541785423142,2.89037175789616,"heidheid",1.82,0,0,10,1.09861,3,5.77455154554441,5.96357934361845,6.4393503711001,6.04973345523196,5.79301360838414,5.86078622346587,5.76205138278018
"122","PP028","tembaarheid",6.46614472423762,5.25749537202778,"baseheid",3.73,0,0,11,1.79176,0,6.70196036600254,6.69084227741856,6.25958146406492,5.90263333340137,6.90875477931522,6.77078942390898,6.1246833908942
