"","Subject","Word","Trial","RT","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","ResponseToPrime","RTtoPrime"
"86","pp12","gammelheid",119,6.92657703322272,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.75460409948796
"87","pp12","onattentheid",143,6.70563909486,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.92165818415113
"88","pp12","tembaarheid",144,6.76272950693188,"heid",3.73,0,0,11,1.02667222131998,0,"correct",7.06731984865348
"89","pp12","erkendheid",147,6.45833828334479,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.46146817635372
"90","pp12","riantheid",165,6.77992190747225,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",7.0335064842877
"91","pp12","kortafheid",179,6.87109129461055,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.7428806357919
"92","pp12","labielheid",265,6.92165818415113,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.84587987526405
"93","pp12","ontroerdheid",282,6.67329796776765,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.8112443786013
"94","pp13","enormheid",79,6.81563999007433,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.38519439899773
"95","pp13","markantheid",83,6.99393297522319,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.70196036600254
"96","pp13","ontroerdheid",89,6.4150969591716,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.71538338633468
"97","pp13","lobbigheid",92,6.85118492749374,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.67582322163485
"98","pp13","contentheid",95,6.69579891705849,"heid",2.5,0,4.49980967033027,11,0,1,"correct",7.45182223652793
"99","pp13","riantheid",96,6.78558764500793,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.62007320653036
"100","pp13","tembaarheid",111,7.00033446027523,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",7.18538701558042
"101","pp13","onattentheid",115,6.67834211465433,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.72623340235875
"102","pp13","bebrildheid",130,6.86380339145295,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"incorrect",6.55677835615804
"103","pp13","geurloosheid",143,6.75343791859778,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.46146817635372
"104","pp13","erkendheid",172,7.20117088328168,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.87005341179813
"105","pp13","labielheid",196,6.53378883793334,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"incorrect",7.46737106691756
"106","pp13","visrijkheid",200,6.83410873881384,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.42162226780652
"107","pp13","ondiepheid",206,7.33302301438648,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.50578406012823
"108","pp13","onwelheid",207,6.8627579130514,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.66949808985788
"109","pp13","blusbaarheid",209,7.0825485693553,"heid",2.91,0,0,12,1.19470700912477,0,"correct",7.35436233042148
"110","pp13","tilbaarheid",215,7.03878354138854,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.34035930372775
"111","pp13","koketheid",228,6.85224256905188,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"incorrect",6.63987583382654
"112","pp13","ludiekheid",232,6.72262979485545,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.3135480462771
"113","pp13","pipsheid",242,6.5694814204143,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.53813982376767
"114","pp13","banaalheid",252,6.67834211465433,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.88243747099785
"115","pp13","bezweetheid",257,6.9027427371586,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.33327962813969
"116","pp13","beschutheid",264,6.95368421087054,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"incorrect",6.39526159811545
"117","pp13","tactvolheid",274,6.36818718635049,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.80128303447162
"118","pp13","jofelheid",275,6.42162226780652,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.4707995037826
"119","pp13","pitloosheid",309,6.41836493593621,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.50128967054039
"120","pp13","onbelastheid",317,6.57228254269401,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",7.07326971745971
"121","pp13","saprijkheid",333,7.10496544826984,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",7.0992017435531
"122","pp13","beuheid",337,6.79570577517351,"heid",1.73,0,5.06890420222023,7,0,0,"incorrect",6.30627528694802
"123","pp13","dementheid",343,6.77308037565554,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"incorrect",6.24416690066374
"124","pp13","royaalheid",344,6.44730586254121,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.42162226780652
"125","pp14","riantheid",68,6.61069604471776,"heid",2.36,0,4.53259949315326,9,0,0,"incorrect",6.88448665204278
"126","pp14","beuheid",73,6.24610676548156,"heid",1.73,0,5.06890420222023,7,0,0,"correct",7.05012252026906
"127","pp14","ovaalheid",81,6.38519439899773,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",7.00124562206948
"128","pp14","aftandsheid",88,6.31716468674728,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.4377516497364
"129","pp14","beschutheid",101,6.22455842927536,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.25382881157547
"130","pp14","tactvolheid",103,6.19847871649231,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.69208374250663
"131","pp14","tembaarheid",105,6.21260609575152,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.4393503711001
"132","pp14","summierheid",130,6.61472560020376,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.94215670569947
"133","pp14","tilbaarheid",131,6.88653164253051,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.49526555593701
"134","pp14","pitloosheid",135,6.45519856334012,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.64248680136726
"135","pp14","labielheid",163,6.33859407820318,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.3026189757449
"136","pp14","contentheid",164,6.16961073249146,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.34212141872115
"137","pp14","dementheid",180,6.25382881157547,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.74758652682932
"138","pp14","enormheid",181,6.38519439899773,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.26530121273771
"139","pp14","bebrildheid",185,6.71052310945243,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"incorrect",7.09672137849476
"140","pp14","royaalheid",192,6.45362499889269,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.23832462503951
"141","pp14","jofelheid",196,6.60934924316738,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.33505425149806
"142","pp14","blusbaarheid",206,6.49828214947643,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.62539236800796
"143","pp14","basaalheid",214,6.06842558824411,"heid",2.14,0,3.55534806148941,10,0,0,"correct",6.5424719605068
"144","pp14","kalkrijkheid",222,6.19031540585315,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.56103066589657
"145","pp14","kortafheid",224,6.21260609575152,"baseheid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.27664348934164
"146","pp14","ontroerdheid",243,6.25958146406492,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.20455776256869
"147","pp14","lobbigheid",249,6.45362499889269,"heid",1.82,0,0,10,0.741275220811803,3,"incorrect",6.38856140554563
"148","pp14","banaalheid",250,6.42162226780652,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.16541785423142
"149","pp14","erkendheid",253,6.25766758788264,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.33859407820318
"150","pp14","coulantheid",256,6.33150184989369,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.5366915975913
"151","pp14","geurloosheid",261,6.60800062529609,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.35957386867238
"152","pp14","antiekheid",271,6.30078579466324,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.35957386867238
"153","pp14","ludiekheid",273,6.5792512120101,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.33505425149806
"154","pp14","ondiepheid",278,6.17378610390194,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.38856140554563
"155","pp14","markantheid",279,6.2841341610708,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.25958146406492
"156","pp14","pipsheid",285,6.29341927884648,"baseheid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.6945620585211
"157","pp14","bezweetheid",297,6.23048144757848,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.13339804299665
"158","pp14","onbelastheid",303,6.4831073514572,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.88141130364254
"159","pp14","koketheid",307,6.22653666928747,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.97728134163075
"160","pp14","onattentheid",310,6.37331978957701,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.67582322163485
"161","pp14","onwelheid",320,6.23048144757848,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.289715570909
"162","pp14","visrijkheid",336,6.26149168432104,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.11589212548303
"163","pp14","gammelheid",338,6.20859002609663,"heid",2.55,0,4.91265488573605,10,0,0,"correct",6.75460409948796
"164","pp15","koketheid",69,6.46458830368996,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.53378883793334
"165","pp15","bezweetheid",78,6.68959926917897,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.64509096950564
"166","pp15","ondiepheid",88,6.42648845745769,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.35610766069589
"167","pp15","royaalheid",97,6.39526159811545,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.46925031679577
"168","pp15","antiekheid",101,6.76041469108343,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.63725803128446
"169","pp15","beschutheid",110,6.75460409948796,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"incorrect",6.48004456192665
"170","pp15","gammelheid",119,6.77764659363512,"heid",2.55,0,4.91265488573605,10,0,0,"correct",6.65672652417839
"171","pp15","tactvolheid",131,6.45362499889269,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.53233429222235
"172","pp15","onattentheid",143,6.4831073514572,"baseheid",2.73,0,1.6094379124341,12,0,0,"incorrect",6.94889722231331
"173","pp15","tembaarheid",144,6.69084227741856,"baseheid",3.73,0,0,11,1.02667222131998,0,"incorrect",6.7428806357919
"174","pp15","contentheid",146,6.53813982376767,"heid",2.5,0,4.49980967033027,11,0,1,"correct",7.0647590277918
"175","pp15","erkendheid",147,6.33682573114644,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.56103066589657
"176","pp15","riantheid",165,7.30988148582479,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.6945620585211
"177","pp15","beuheid",169,6.59850902861452,"heid",1.73,0,5.06890420222023,7,0,0,"correct",6.87626461189077
"178","pp15","dementheid",173,6.52209279817015,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.59030104819669
"179","pp15","banaalheid",176,6.89568269774787,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.70808408385307
"180","pp15","blusbaarheid",189,6.49072353450251,"heid",2.91,0,0,12,1.19470700912477,0,"correct",7.0833878476253
"181","pp15","basaalheid",200,6.68835471394676,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.37842618365159
"182","pp15","ludiekheid",238,6.78219205600679,"heid",2.05,0,4.14313472639153,10,0,0,"correct",6.84800527457636
"183","pp15","ovaalheid",248,6.60123011872888,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.61338421837956
"184","pp15","visrijkheid",253,6.51767127291227,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.4707995037826
"185","pp15","pitloosheid",272,6.50128967054039,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.6682282484174
"186","pp15","jofelheid",274,6.52649485957079,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.66185474054531
"187","pp15","kalkrijkheid",276,6.53958595561767,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.93147180559945
"188","pp15","coulantheid",281,6.77536609093639,"heid",2.5,0,1.79175946922805,11,0,1,"incorrect",6.87832646829133
"189","pp15","ontroerdheid",282,6.4723462945009,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.27852142416584
"190","pp15","markantheid",319,7.14677217945264,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.67076632084587
"191","pp15","summierheid",320,6.70563909486,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"incorrect",6.61472560020376
"192","pp15","enormheid",326,6.44888939414686,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.49526555593701
"193","pp15","onwelheid",329,6.41345895716736,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.50578406012823
"194","pp15","tilbaarheid",331,6.39526159811545,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.34738920965601
"195","pp15","geurloosheid",332,6.41836493593621,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.46302945692067
"196","pp15","pipsheid",344,6.78219205600679,"baseheid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.3279367837292
"197","pp15","aftandsheid",346,6.40191719672719,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.52209279817015
"198","pp16","enormheid",79,6.30991827822652,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.25958146406492
"199","pp16","basaalheid",81,6.61069604471776,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.56807791141198
"200","pp16","markantheid",83,6.29710931993394,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.26720054854136
"201","pp16","ontroerdheid",89,6.52209279817015,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.46458830368996
"202","pp16","lobbigheid",92,6.44094654063292,"baseheid",1.82,0,0,10,0.741275220811803,3,"correct",6.43133108193348
"203","pp16","contentheid",95,6.45204895443723,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.3026189757449
"204","pp16","riantheid",96,6.3261494731551,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.27476202124194
"205","pp16","tembaarheid",111,6.42486902390539,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.84694313958538
"206","pp16","onattentheid",115,6.23244801655052,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.48768401848461
"207","pp16","bebrildheid",130,6.26339826259162,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"incorrect",6.36302810354046
"208","pp16","aftandsheid",139,6.73459165997295,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.89972310728487
"209","pp16","geurloosheid",143,6.49526555593701,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.30078579466324
"210","pp16","ovaalheid",157,6.26339826259162,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.24222326545517
"211","pp16","erkendheid",172,6.32076829425058,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.35610766069589
"212","pp16","coulantheid",174,6.33505425149806,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.62539236800796
"213","pp16","labielheid",196,6.36818718635049,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.40522845803084
"214","pp16","visrijkheid",200,6.41673228251233,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.36302810354046
"215","pp16","ondiepheid",206,6.46925031679577,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.34035930372775
"216","pp16","onwelheid",207,6.41673228251233,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.4425401664682
"217","pp16","blusbaarheid",209,6.67456139181443,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.71417052990947
"218","pp16","tilbaarheid",215,6.5206211275587,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.46302945692067
