"","Year","Month","Day","MaxT","MinT"
"242",51,8,25,105,71
"243",51,8,26,98,70
"244",51,8,27,73,68
"245",51,8,28,82,68
"246",51,8,29,76,68
"247",51,8,30,90,66
"248",51,8,31,92,67
"249",52,7,1,106,68
"250",52,7,2,106,69
"251",52,7,3,101,73
"252",52,7,4,99,81
"253",52,7,5,98,75
"254",52,7,6,106,74
"255",52,7,7,96,76
"256",52,7,8,104,80
"257",52,7,9,106,78
"258",52,7,10,107,74
"259",52,7,11,106,71
"260",52,7,12,105,71
"261",52,7,13,104,71
"262",52,7,14,108,71
"263",52,7,15,107,74
"264",52,7,16,107,75
"265",52,7,17,108,78
"266",52,7,18,112,77
"267",52,7,19,112,76
"268",52,7,20,103,84
"269",52,7,21,105,81
"270",52,7,22,107,82
"271",52,7,23,106,81
"272",52,7,24,103,73
"273",52,7,25,102,81
"274",52,7,26,102,74
"275",52,7,27,102,72
"276",52,7,28,97,73
"277",52,7,29,96,75
"278",52,7,30,100,79
"279",52,7,31,105,76
"280",52,8,1,110,77
"281",52,8,2,110,77
"282",52,8,3,108,76
"283",52,8,4,105,81
"284",52,8,5,104,82
"285",52,8,6,106,82
"286",52,8,7,108,82
"287",52,8,8,109,82
"288",52,8,9,104,80
"289",52,8,10,107,80
"290",52,8,11,109,76
"291",52,8,12,100,83
"292",52,8,13,101,83
"293",52,8,14,101,78
"294",52,8,15,100,75
"295",52,8,16,97,75
"296",52,8,17,103,78
"297",52,8,18,104,80
"298",52,8,19,102,79
"299",52,8,20,101,80
"300",52,8,21,105,75
"301",52,8,22,109,81
"302",52,8,23,107,83
"303",52,8,24,97,71
"304",52,8,25,100,79
"305",52,8,26,100,75
"306",52,8,27,92,73
"307",52,8,28,101,72
"308",52,8,29,104,74
"309",52,8,30,106,77
"310",52,8,31,105,75
"311",53,7,1,111,81
"312",53,7,2,112,79
"313",53,7,3,107,83
"314",53,7,4,100,85
"315",53,7,5,106,79
"316",53,7,6,100,82
"317",53,7,7,102,83
"318",53,7,8,104,80
"319",53,7,9,100,79
"320",53,7,10,105,80
"321",53,7,11,107,82
"322",53,7,12,104,79
"323",53,7,13,101,78
"324",53,7,14,93,82
"325",53,7,15,100,77
"326",53,7,16,100,74
"327",53,7,17,87,72
"328",53,7,18,97,72
"329",53,7,19,102,79
"330",53,7,20,107,80
"331",53,7,21,108,80
"332",53,7,22,108,82
"333",53,7,23,108,83
"334",53,7,24,102,85
"335",53,7,25,102,80
"336",53,7,26,105,84
"337",53,7,27,102,81
"338",53,7,28,99,79
"339",53,7,29,101,75
"340",53,7,30,88,75
"341",53,7,31,95,77
"342",53,8,1,100,78
"343",53,8,2,101,72
"344",53,8,3,103,71
"345",53,8,4,103,71
"346",53,8,5,104,69
"347",53,8,6,108,72
"348",53,8,7,108,78
"349",53,8,8,106,80
"350",53,8,9,101,81
"351",53,8,10,97,81
"352",53,8,11,102,79
"353",53,8,12,106,81
"354",53,8,13,106,82
"355",53,8,14,108,81
"356",53,8,15,104,78
"357",53,8,16,105,77
"358",53,8,17,108,78
"359",53,8,18,108,80
"360",53,8,19,102,81
"361",53,8,20,105,79
"362",53,8,21,103,76
"363",53,8,22,100,80
"364",53,8,23,102,76
"365",53,8,24,104,75
"366",53,8,25,100,76
"367",53,8,26,96,77
"368",53,8,27,96,76
"369",53,8,28,95,74
"370",53,8,29,95,72
"371",53,8,30,97,70
"372",53,8,31,97,64
"373",54,7,1,105,79
"374",54,7,2,103,81
"375",54,7,3,104,81
"376",54,7,4,106,77
"377",54,7,5,107,80
"378",54,7,6,111,80
"379",54,7,7,106,85
"380",54,7,8,105,82
"381",54,7,9,101,80
"382",54,7,10,105,79
"383",54,7,11,104,78
"384",54,7,12,104,77
"385",54,7,13,96,75
"386",54,7,14,108,78
"387",54,7,15,110,81
"388",54,7,16,103,86
"389",54,7,17,101,81
"390",54,7,18,100,81
"391",54,7,19,103,83
"392",54,7,20,105,78
"393",54,7,21,90,78
"394",54,7,22,90,76
"395",54,7,23,82,75
"396",54,7,24,92,75
"397",54,7,25,98,77
"398",54,7,26,103,79
"399",54,7,27,109,80
"400",54,7,28,112,81
"401",54,7,29,106,84
"402",54,7,30,107,84
"403",54,7,31,109,85
"404",54,8,1,101,82
"405",54,8,2,101,81
"406",54,8,3,100,75
"407",54,8,4,92,77
"408",54,8,5,91,77
"409",54,8,6,99,76
"410",54,8,7,100,78
"411",54,8,8,102,79
"412",54,8,9,105,79
"413",54,8,10,97,76
"414",54,8,11,102,79
"415",54,8,12,91,76
"416",54,8,13,97,72
"417",54,8,14,100,77
"418",54,8,15,102,80
"419",54,8,16,105,78
"420",54,8,17,105,74
"421",54,8,18,102,75
"422",54,8,19,96,76
"423",54,8,20,95,81
"424",54,8,21,96,81
"425",54,8,22,98,76
"426",54,8,23,100,75
"427",54,8,24,99,74
"428",54,8,25,100,75
"429",54,8,26,98,72
"430",54,8,27,101,67
"431",54,8,28,104,73
"432",54,8,29,108,79
"433",54,8,30,106,84
"434",54,8,31,105,81
"435",55,7,1,99,67
"436",55,7,2,101,69
"437",55,7,3,101,69
"438",55,7,4,100,69
"439",55,7,5,103,68
"440",55,7,6,103,71
"441",55,7,7,104,71
"442",55,7,8,105,67
"443",55,7,9,106,69
"444",55,7,10,103,72
"445",55,7,11,101,76
"446",55,7,12,104,80
"447",55,7,13,101,80
"448",55,7,14,106,79
"449",55,7,15,107,84
"450",55,7,16,104,78
"451",55,7,17,95,76
"452",55,7,18,100,77
"453",55,7,19,98,75
"454",55,7,20,97,76
"455",55,7,21,100,77
"456",55,7,22,100,73
"457",55,7,23,92,72
"458",55,7,24,80,72
"459",55,7,25,83,72
"460",55,7,26,93,73
"461",55,7,27,96,75
"462",55,7,28,100,77
"463",55,7,29,98,80
"464",55,7,30,96,79
"465",55,7,31,97,77
"466",55,8,1,98,78
"467",55,8,2,98,76
"468",55,8,3,97,75
"469",55,8,4,92,75
"470",55,8,5,98,77
"471",55,8,6,97,74
"472",55,8,7,91,73
"473",55,8,8,95,77
"474",55,8,9,98,75
"475",55,8,10,100,80
"476",55,8,11,101,77
"477",55,8,12,103,74
"478",55,8,13,95,74
"479",55,8,14,96,78
"480",55,8,15,99,78
"481",55,8,16,98,79
"482",55,8,17,93,79
"483",55,8,18,95,78
"484",55,8,19,96,76
"485",55,8,20,93,75
"486",55,8,21,95,75
"487",55,8,22,100,79
"488",55,8,23,94,76
"489",55,8,24,90,74
"490",55,8,25,95,75
"491",55,8,26,98,76
"492",55,8,27,100,76
"493",55,8,28,100,75
"494",55,8,29,102,72
"495",55,8,30,101,75
"496",55,8,31,100,78
"497",56,7,1,98,77
"498",56,7,2,97,74
"499",56,7,3,97,68
"500",56,7,4,98,67
"501",56,7,5,102,66
"502",56,7,6,106,70
"503",56,7,7,108,73
"504",56,7,8,110,73
"505",56,7,9,108,78
"506",56,7,10,104,80
"507",56,7,11,106,79
"508",56,7,12,101,80
"509",56,7,13,94,73
"510",56,7,14,98,77
"511",56,7,15,101,79
"512",56,7,16,100,83
"513",56,7,17,96,81
"514",56,7,18,99,79
"515",56,7,19,99,80
"516",56,7,20,100,82
"517",56,7,21,102,79
"518",56,7,22,102,78
"519",56,7,23,102,80
"520",56,7,24,96,75
"521",56,7,25,97,75
"522",56,7,26,97,70
"523",56,7,27,100,79
"524",56,7,28,103,79
"525",56,7,29,99,73
"526",56,7,30,87,73
"527",56,7,31,89,74
"528",56,8,1,97,72
"529",56,8,2,99,73
"530",56,8,3,97,66
"531",56,8,4,98,68
"532",56,8,5,102,69
"533",56,8,6,103,72
"534",56,8,7,105,69
"535",56,8,8,104,72
"536",56,8,9,105,73
"537",56,8,10,105,79
"538",56,8,11,100,81
"539",56,8,12,95,73
"540",56,8,13,95,76
"541",56,8,14,100,74
"542",56,8,15,93,78
"543",56,8,16,93,75
"544",56,8,17,98,70
"545",56,8,18,95,69
"546",56,8,19,100,71
"547",56,8,20,103,71
"548",56,8,21,101,75
"549",56,8,22,103,75
"550",56,8,23,102,74
"551",56,8,24,105,76
"552",56,8,25,103,77
"553",56,8,26,100,75
"554",56,8,27,95,73
"555",56,8,28,94,67
"556",56,8,29,96,66
"557",56,8,30,94,65
"558",56,8,31,97,63
"559",57,7,1,108,73
"560",57,7,2,109,79
"561",57,7,3,108,86
"562",57,7,4,111,79
"563",57,7,5,106,86
"564",57,7,6,106,83
"565",57,7,7,99,80
"566",57,7,8,100,81
"567",57,7,9,103,80
"568",57,7,10,99,78
"569",57,7,11,103,79
"570",57,7,12,104,84
"571",57,7,13,107,82
"572",57,7,14,107,83
"573",57,7,15,107,81
"574",57,7,16,102,84
"575",57,7,17,87,71
"576",57,7,18,95,77
"577",57,7,19,97,75
"578",57,7,20,101,77
"579",57,7,21,103,80
"580",57,7,22,101,75
"581",57,7,23,104,76
"582",57,7,24,105,79
"583",57,7,25,99,75
"584",57,7,26,96,78
"585",57,7,27,102,77
"586",57,7,28,101,80
"587",57,7,29,105,84
"588",57,7,30,110,83
"589",57,7,31,112,84
"590",57,8,1,106,83
"591",57,8,2,100,81
"592",57,8,3,100,82
"593",57,8,4,101,82
"594",57,8,5,95,79
"595",57,8,6,100,77
"596",57,8,7,104,76
"597",57,8,8,105,72
"598",57,8,9,100,77
"599",57,8,10,99,81
"600",57,8,11,98,77
"601",57,8,12,94,73
"602",57,8,13,99,77
"603",57,8,14,102,77
"604",57,8,15,102,82
"605",57,8,16,99,82
"606",57,8,17,99,77
"607",57,8,18,99,77
"608",57,8,19,91,76
"609",57,8,20,94,75
"610",57,8,21,97,72
"611",57,8,22,101,74
"612",57,8,23,100,78
"613",57,8,24,100,78
"614",57,8,25,103,79
"615",57,8,26,101,78
"616",57,8,27,98,74
"617",57,8,28,100,76
"618",57,8,29,98,74
"619",57,8,30,95,72
"620",57,8,31,95,63
"621",58,7,1,108,80
"622",58,7,2,106,81
"623",58,7,3,106,79
"624",58,7,4,106,78
"625",58,7,5,106,80
"626",58,7,6,108,82
"627",58,7,7,111,77
"628",58,7,8,114,84
"629",58,7,9,116,82
"630",58,7,10,115,83
"631",58,7,11,118,83
"632",58,7,12,111,87
"633",58,7,13,111,87
"634",58,7,14,112,84
"635",58,7,15,109,84
"636",58,7,16,106,82
"637",58,7,17,106,82
"638",58,7,18,103,85
"639",58,7,19,104,80
"640",58,7,20,104,73
"641",58,7,21,107,74
"642",58,7,22,106,74
"643",58,7,23,100,83
"644",58,7,24,102,78
"645",58,7,25,106,81
"646",58,7,26,107,82
"647",58,7,27,109,79
"648",58,7,28,106,76
"649",58,7,29,90,73
"650",58,7,30,99,77
"651",58,7,31,101,77
"652",58,8,1,106,82
"653",58,8,2,110,86
"654",58,8,3,106,85
"655",58,8,4,108,86
"656",58,8,5,102,87
"657",58,8,6,104,79
"658",58,8,7,102,77
"659",58,8,8,104,83
"660",58,8,9,110,84
"661",58,8,10,109,79
"662",58,8,11,101,77
"663",58,8,12,104,82
"664",58,8,13,104,79
"665",58,8,14,105,84
"666",58,8,15,100,79
"667",58,8,16,104,82
"668",58,8,17,97,78
"669",58,8,18,105,79
"670",58,8,19,101,81
"671",58,8,20,98,83
"672",58,8,21,102,80
"673",58,8,22,104,83
"674",58,8,23,103,81
"675",58,8,24,102,80
"676",58,8,25,107,82
"677",58,8,26,109,80
"678",58,8,27,106,82
"679",58,8,28,100,80
"680",58,8,29,101,78
"681",58,8,30,105,80
"682",58,8,31,107,81
"683",59,7,1,103,81
"684",59,7,2,106,83
"685",59,7,3,104,81
"686",59,7,4,103,80
"687",59,7,5,107,83
"688",59,7,6,108,83
"689",59,7,7,108,82
"690",59,7,8,108,81
"691",59,7,9,106,84
"692",59,7,10,109,84
"693",59,7,11,109,85
"694",59,7,12,106,79
"695",59,7,13,108,83
"696",59,7,14,105,81
"697",59,7,15,105,86
"698",59,7,16,107,84
"699",59,7,17,107,84
"700",59,7,18,103,80
"701",59,7,19,106,80
"702",59,7,20,104,79
"703",59,7,21,103,83
"704",59,7,22,106,86
"705",59,7,23,111,82
"706",59,7,24,108,83
"707",59,7,25,110,83
"708",59,7,26,108,80
"709",59,7,27,103,78
"710",59,7,28,106,84
"711",59,7,29,103,79
"712",59,7,30,100,78
"713",59,7,31,106,80
"714",59,8,1,105,80
"715",59,8,2,96,75
"716",59,8,3,98,78
"717",59,8,4,93,76
"718",59,8,5,97,73
"719",59,8,6,98,76
"720",59,8,7,100,81
"721",59,8,8,104,80
"722",59,8,9,97,78
"723",59,8,10,103,80
"724",59,8,11,91,74
"725",59,8,12,98,77
"726",59,8,13,100,82
"727",59,8,14,98,77
"728",59,8,15,98,79
"729",59,8,16,99,79
"730",59,8,17,96,76
"731",59,8,18,93,76
"732",59,8,19,96,79
"733",59,8,20,96,76
"734",59,8,21,95,77
"735",59,8,22,98,76
"736",59,8,23,97,78
"737",59,8,24,95,76
"738",59,8,25,98,76
"739",59,8,26,100,78
"740",59,8,27,101,79
"741",59,8,28,102,79
"742",59,8,29,101,81
"743",59,8,30,105,79
"744",59,8,31,105,77
"745",60,7,1,110,77
"746",60,7,2,109,84
"747",60,7,3,105,82
"748",60,7,4,103,76
"749",60,7,5,104,78
"750",60,7,6,105,81
"751",60,7,7,106,81
"752",60,7,8,99,81
"753",60,7,9,102,77
"754",60,7,10,100,78
"755",60,7,11,103,74
"756",60,7,12,107,73
"757",60,7,13,110,74
"758",60,7,14,107,80
"759",60,7,15,109,79
"760",60,7,16,110,80
"761",60,7,17,112,81
"762",60,7,18,111,83
"763",60,7,19,107,81
"764",60,7,20,106,81
"765",60,7,21,106,82
"766",60,7,22,102,83
"767",60,7,23,101,75
"768",60,7,24,106,80
"769",60,7,25,107,81
"770",60,7,26,104,78
"771",60,7,27,103,80
"772",60,7,28,101,82
"773",60,7,29,104,83
"774",60,7,30,100,77
"775",60,7,31,105,80
"776",60,8,1,109,80
"777",60,8,2,109,80
"778",60,8,3,105,80
"779",60,8,4,103,86
"780",60,8,5,103,81
"781",60,8,6,106,82
"782",60,8,7,105,84
"783",60,8,8,104,82
"784",60,8,9,100,73
"785",60,8,10,96,75
"786",60,8,11,102,79
"787",60,8,12,107,81
"788",60,8,13,108,83
"789",60,8,14,105,84
"790",60,8,15,104,76
"791",60,8,16,99,74
"792",60,8,17,103,78
"793",60,8,18,107,76
"794",60,8,19,102,75
"795",60,8,20,100,80
"796",60,8,21,89,77
"797",60,8,22,88,72
"798",60,8,23,93,74
"799",60,8,24,98,76
"800",60,8,25,98,74
"801",60,8,26,98,75
"802",60,8,27,98,73
"803",60,8,28,100,72
"804",60,8,29,102,73
"805",60,8,30,104,79
"806",60,8,31,101,81
"807",61,7,1,106,76
"808",61,7,2,104,76
"809",61,7,3,95,72
"810",61,7,4,101,67
"811",61,7,5,102,69
"812",61,7,6,105,67
"813",61,7,7,107,72
"814",61,7,8,111,78
"815",61,7,9,110,82
"816",61,7,10,111,81
"817",61,7,11,112,79
"818",61,7,12,107,83
"819",61,7,13,107,82
"820",61,7,14,111,83
"821",61,7,15,108,80
"822",61,7,16,109,83
"823",61,7,17,105,84
"824",61,7,18,108,82
"825",61,7,19,114,81
"826",61,7,20,107,81
"827",61,7,21,104,80
"828",61,7,22,103,79
"829",61,7,23,99,74
"830",61,7,24,101,79
"831",61,7,25,106,76
"832",61,7,26,109,83
"833",61,7,27,106,83
"834",61,7,28,107,74
"835",61,7,29,97,73
"836",61,7,30,95,79
"837",61,7,31,99,77
"838",61,8,1,106,76
"839",61,8,2,103,83
"840",61,8,3,102,77
"841",61,8,4,103,75
"842",61,8,5,105,73
"843",61,8,6,110,83
"844",61,8,7,109,79
"845",61,8,8,110,78
"846",61,8,9,104,75
"847",61,8,10,101,79
"848",61,8,11,104,75
"849",61,8,12,106,76
"850",61,8,13,106,78
"851",61,8,14,99,72
"852",61,8,15,85,71
"853",61,8,16,95,73
"854",61,8,17,102,75
"855",61,8,18,103,77
"856",61,8,19,104,74
"857",61,8,20,104,76
"858",61,8,21,105,82
"859",61,8,22,100,76
"860",61,8,23,93,71
"861",61,8,24,99,74
"862",61,8,25,103,76
"863",61,8,26,105,73
"864",61,8,27,106,74
"865",61,8,28,103,73
"866",61,8,29,90,71
"867",61,8,30,94,71
"868",61,8,31,96,69
"869",62,7,1,106,67
"870",62,7,2,104,73
"871",62,7,3,97,82
"872",62,7,4,97,76
"873",62,7,5,105,74
"874",62,7,6,107,73
"875",62,7,7,110,72
"876",62,7,8,108,74
"877",62,7,9,108,76
"878",62,7,10,108,78
"879",62,7,11,112,78
"880",62,7,12,105,76
"881",62,7,13,97,72
"882",62,7,14,101,68
"883",62,7,15,105,68
"884",62,7,16,106,70
"885",62,7,17,108,72
"886",62,7,18,103,73
"887",62,7,19,104,76
"888",62,7,20,109,76
"889",62,7,21,98,75
"890",62,7,22,105,77
"891",62,7,23,107,82
"892",62,7,24,108,80
"893",62,7,25,107,78
"894",62,7,26,105,82
"895",62,7,27,102,80
"896",62,7,28,107,78
"897",62,7,29,107,77
"898",62,7,30,104,74
"899",62,7,31,107,78
"900",62,8,1,106,77
"901",62,8,2,103,80
"902",62,8,3,107,76
"903",62,8,4,104,68
"904",62,8,5,105,71
"905",62,8,6,107,72
"906",62,8,7,110,72
"907",62,8,8,107,77
"908",62,8,9,109,76
"909",62,8,10,111,75
"910",62,8,11,113,75
"911",62,8,12,111,76
"912",62,8,13,113,80
"913",62,8,14,112,81
"914",62,8,15,111,86
"915",62,8,16,111,86
"916",62,8,17,107,84
"917",62,8,18,106,81
"918",62,8,19,103,79
"919",62,8,20,106,76
"920",62,8,21,107,80
"921",62,8,22,103,77
"922",62,8,23,102,75
"923",62,8,24,108,73
"924",62,8,25,108,70
"925",62,8,26,106,79
"926",62,8,27,108,77
"927",62,8,28,109,77
"928",62,8,29,107,72
"929",62,8,30,104,70
"930",62,8,31,103,62
"931",63,7,1,109,70
"932",63,7,2,111,74
"933",63,7,3,105,80
"934",63,7,4,104,77
"935",63,7,5,105,71
"936",63,7,6,105,69
"937",63,7,7,103,71
"938",63,7,8,100,76
"939",63,7,9,105,74
"940",63,7,10,103,85
"941",63,7,11,103,79
"942",63,7,12,107,77
"943",63,7,13,111,74
"944",63,7,14,111,78
"945",63,7,15,108,77
"946",63,7,16,104,82
"947",63,7,17,107,82
"948",63,7,18,111,77
"949",63,7,19,106,85
"950",63,7,20,105,77
"951",63,7,21,111,80
"952",63,7,22,108,80
"953",63,7,23,111,78
"954",63,7,24,112,82
"955",63,7,25,111,80
"956",63,7,26,106,82
"957",63,7,27,105,79
"958",63,7,28,103,75
"959",63,7,29,103,79
"960",63,7,30,104,78
"961",63,7,31,98,82
"962",63,8,1,97,78
"963",63,8,2,100,79
"964",63,8,3,102,76
"965",63,8,4,94,77
"966",63,8,5,100,73
"967",63,8,6,93,69
"968",63,8,7,98,72
"969",63,8,8,101,75
"970",63,8,9,105,75
"971",63,8,10,107,76
"972",63,8,11,105,79
"973",63,8,12,106,82
"974",63,8,13,104,80
"975",63,8,14,102,78
"976",63,8,15,99,77
"977",63,8,16,97,72
"978",63,8,17,90,73
"979",63,8,18,98,75
"980",63,8,19,103,80
"981",63,8,20,101,77
"982",63,8,21,90,77
"983",63,8,22,91,75
"984",63,8,23,95,73
"985",63,8,24,98,75
"986",63,8,25,103,71
"987",63,8,26,93,71
"988",63,8,27,97,73
"989",63,8,28,100,75
"990",63,8,29,102,77
"991",63,8,30,94,75
"992",63,8,31,95,73
"993",64,7,1,108,73
"994",64,7,2,111,74
"995",64,7,3,112,72
"996",64,7,4,109,73
"997",64,7,5,110,73
"998",64,7,6,109,72
"999",64,7,7,105,77
"1000",64,7,8,97,80
"1001",64,7,9,102,73
"1002",64,7,10,105,79
"1003",64,7,11,110,79
"1004",64,7,12,109,81
"1005",64,7,13,103,80
"1006",64,7,14,102,72
"1007",64,7,15,96,72
"1008",64,7,16,103,75
"1009",64,7,17,109,76
"1010",64,7,18,110,78
"1011",64,7,19,108,82
"1012",64,7,20,106,82
"1013",64,7,21,104,84
"1014",64,7,22,105,85
"1015",64,7,23,107,79
"1016",64,7,24,100,76
"1017",64,7,25,98,74
"1018",64,7,26,96,80
"1019",64,7,27,103,76
"1020",64,7,28,111,78
"1021",64,7,29,101,86
"1022",64,7,30,95,73
"1023",64,7,31,83,73
"1024",64,8,1,87,72
"1025",64,8,2,81,71
"1026",64,8,3,96,70
"1027",64,8,4,102,76
"1028",64,8,5,98,75
"1029",64,8,6,102,77
"1030",64,8,7,108,77
"1031",64,8,8,105,79
"1032",64,8,9,101,81
"1033",64,8,10,103,81
"1034",64,8,11,101,80
"1035",64,8,12,91,71
"1036",64,8,13,95,70
"1037",64,8,14,95,70
"1038",64,8,15,99,73
"1039",64,8,16,103,78
"1040",64,8,17,102,75
"1041",64,8,18,101,75
"1042",64,8,19,103,78
"1043",64,8,20,101,75
"1044",64,8,21,100,72
"1045",64,8,22,102,71
"1046",64,8,23,105,69
"1047",64,8,24,102,72
"1048",64,8,25,100,77
"1049",64,8,26,98,68
"1050",64,8,27,91,67
"1051",64,8,28,93,71
"1052",64,8,29,96,75
"1053",64,8,30,96,69
"1054",64,8,31,100,69
"1055",65,7,1,108,72
"1056",65,7,2,110,70
"1057",65,7,3,112,73
"1058",65,7,4,113,74
"1059",65,7,5,110,75
"1060",65,7,6,112,84
"1061",65,7,7,110,82
"1062",65,7,8,109,78
"1063",65,7,9,106,80
"1064",65,7,10,105,81
"1065",65,7,11,101,80
"1066",65,7,12,106,77
"1067",65,7,13,106,75
"1068",65,7,14,105,80
