"","id","time","event"
"109",72,7,"Start"
"110",72,7,"LowPartTime"
"111",72,10,"Stop"
"112",73,0,"FullTime"
"113",74,0,"FullTime"
"114",75,0,"NoActivity"
"115",76,0,"NoActivity"
"116",77,0,"NoActivity"
"117",77,11,"Start"
"118",77,11,"FullTime"
"119",78,0,"FullTime"
"120",79,0,"NoActivity"
"121",79,6,"Start"
"122",79,6,"FullTime"
"123",79,7,"Stop"
"124",80,0,"FullTime"
"125",81,0,"NoActivity"
"126",82,0,"NoActivity"
"127",83,0,"FullTime"
"128",84,0,"LowPartTime"
"129",85,0,"NoActivity"
"130",86,0,"FullTime"
"131",87,0,"FullTime"
"132",88,0,"NoActivity"
"133",89,0,"FullTime"
"134",90,0,"PartTime"
"135",91,0,"FullTime"
"136",92,0,"PartTime"
"137",93,0,"NoActivity"
"138",94,0,"FullTime"
"139",95,0,"PartTime"
"140",96,0,"NoActivity"
"141",97,0,"NoActivity"
"142",98,0,"NoActivity"
"143",99,0,"NoActivity"
"144",99,6,"Start"
"145",99,6,"FullTime"
"146",99,7,"Stop"
"147",100,0,"NoActivity"
"148",101,0,"FullTime"
"149",102,0,"FullTime"
"150",103,0,"NoActivity"
"151",104,0,"FullTime"
"152",105,0,"LowPartTime"
"153",106,0,"NoActivity"
"154",107,0,"FullTime"
"155",107,9,"Stop"
"156",108,0,"FullTime"
"157",109,0,"NoActivity"
"158",110,0,"FullTime"
"159",111,0,"LowPartTime"
"160",111,1,"Stop"
"161",111,2,"Start"
"162",111,2,"LowPartTime"
"163",111,3,"Stop"
"164",111,4,"Start"
"165",111,4,"LowPartTime"
"166",111,5,"Stop"
"167",111,6,"Start"
"168",111,6,"LowPartTime"
"169",111,7,"Stop"
"170",112,0,"LowPartTime"
"171",112,10,"Stop"
"172",113,0,"FullTime"
"173",114,0,"FullTime"
"174",115,0,"FullTime"
"175",116,0,"FullTime"
"176",117,0,"LowPartTime"
"177",118,0,"FullTime"
"178",119,0,"FullTime"
"179",120,0,"FullTime"
"180",121,0,"PartTime"
"181",122,0,"NoActivity"
"182",123,0,"FullTime"
"183",124,0,"NoActivity"
"184",125,0,"FullTime"
"185",126,0,"FullTime"
"186",127,0,"PartTime"
"187",128,0,"FullTime"
"188",129,0,"PartTime"
"189",130,0,"NoActivity"
"190",130,5,"Start"
"191",130,5,"LowPartTime"
"192",130,11,"Stop"
"193",131,0,"PartTime"
"194",132,0,"FullTime"
"195",133,0,"FullTime"
"196",134,0,"NoActivity"
"197",134,6,"Start"
"198",134,6,"FullTime"
"199",134,8,"Decrease"
"200",134,8,"LowPartTime"
"201",134,9,"Increase"
"202",134,9,"FullTime"
"203",135,0,"NoActivity"
"204",135,11,"Start"
"205",135,11,"LowPartTime"
"206",136,0,"NoActivity"
"207",137,0,"FullTime"
"208",138,0,"PartTime"
"209",139,0,"FullTime"
"210",140,0,"NoActivity"
"211",141,0,"NoActivity"
"212",142,0,"PartTime"
"213",143,0,"PartTime"
"214",144,0,"FullTime"
"215",145,0,"LowPartTime"
"216",145,7,"Increase"
"217",145,7,"PartTime"
"218",146,0,"FullTime"
"219",147,0,"NoActivity"
"220",148,0,"LowPartTime"
"221",149,0,"FullTime"
"222",150,0,"FullTime"
"223",151,0,"FullTime"
"224",152,0,"NoActivity"
"225",153,0,"FullTime"
"226",154,0,"FullTime"
"227",155,0,"PartTime"
"228",155,9,"Increase"
"229",155,9,"FullTime"
"230",156,0,"LowPartTime"
"231",157,0,"NoActivity"
"232",158,0,"FullTime"
"233",159,0,"FullTime"
"234",159,8,"Decrease"
"235",159,8,"LowPartTime"
"236",160,0,"PartTime"
"237",160,10,"Decrease"
"238",160,10,"LowPartTime"
"239",161,0,"NoActivity"
"240",162,0,"NoActivity"
"241",163,0,"FullTime"
"242",164,0,"FullTime"
"243",165,0,"NoActivity"
"244",166,0,"NoActivity"
"245",167,0,"NoActivity"
"246",168,0,"FullTime"
"247",168,6,"Stop"
"248",168,10,"Start"
"249",168,10,"PartTime"
"250",169,0,"PartTime"
"251",169,10,"Increase"
"252",169,10,"FullTime"
"253",170,0,"FullTime"
"254",170,8,"Stop"
"255",171,0,"NoActivity"
"256",172,0,"FullTime"
"257",173,0,"PartTime"
"258",174,0,"FullTime"
"259",175,0,"PartTime"
"260",176,0,"LowPartTime"
"261",176,6,"Stop"
"262",176,8,"Start"
"263",176,8,"LowPartTime"
"264",177,0,"FullTime"
"265",177,9,"Stop"
"266",178,0,"PartTime"
"267",178,11,"Increase"
"268",178,11,"FullTime"
"269",179,0,"FullTime"
"270",180,0,"PartTime"
"271",180,8,"Decrease"
"272",180,8,"LowPartTime"
"273",181,0,"NoActivity"
"274",182,0,"FullTime"
"275",183,0,"FullTime"
"276",184,0,"FullTime"
"277",185,0,"PartTime"
"278",186,0,"NoActivity"
"279",187,0,"NoActivity"
"280",188,0,"FullTime"
"281",189,0,"LowPartTime"
"282",190,0,"NoActivity"
"283",190,9,"Start"
"284",190,9,"LowPartTime"
"285",191,0,"NoActivity"
"286",192,0,"FullTime"
"287",192,6,"Stop"
"288",192,10,"Start"
"289",192,10,"FullTime"
"290",192,11,"Stop"
"291",193,0,"FullTime"
"292",194,0,"LowPartTime"
"293",194,11,"Increase"
"294",194,11,"PartTime"
"295",195,0,"NoActivity"
"296",196,0,"NoActivity"
"297",197,0,"PartTime"
"298",197,2,"Stop"
"299",197,6,"Start"
"300",197,6,"PartTime"
"301",198,0,"LowPartTime"
"302",198,9,"Stop"
"303",199,0,"FullTime"
"304",200,0,"NoActivity"
"305",201,0,"FullTime"
"306",202,0,"NoActivity"
"307",203,0,"FullTime"
"308",204,0,"FullTime"
"309",205,0,"FullTime"
"310",206,0,"NoActivity"
"311",206,6,"Start"
"312",206,6,"LowPartTime"
"313",207,0,"FullTime"
"314",208,0,"PartTime"
"315",209,0,"NoActivity"
"316",210,0,"FullTime"
"317",211,0,"LowPartTime"
"318",211,7,"Stop"
"319",212,0,"FullTime"
"320",213,0,"NoActivity"
"321",213,11,"Start"
"322",213,11,"LowPartTime"
"323",214,0,"NoActivity"
"324",214,9,"Start"
"325",214,9,"LowPartTime"
"326",215,0,"NoActivity"
"327",216,0,"FullTime"
"328",217,0,"PartTime"
"329",218,0,"FullTime"
"330",219,0,"LowPartTime"
"331",219,9,"Stop"
"332",220,0,"NoActivity"
"333",220,6,"Start"
"334",220,6,"FullTime"
"335",220,7,"Decrease"
"336",220,7,"PartTime"
"337",220,8,"Stop"
"338",221,0,"LowPartTime"
"339",221,8,"Increase"
"340",221,8,"PartTime"
"341",222,0,"FullTime"
"342",223,0,"FullTime"
"343",224,0,"FullTime"
"344",225,0,"PartTime"
"345",226,0,"FullTime"
"346",226,10,"Decrease"
"347",226,10,"PartTime"
"348",227,0,"NoActivity"
"349",228,0,"FullTime"
"350",229,0,"NoActivity"
"351",230,0,"FullTime"
"352",231,0,"NoActivity"
"353",232,0,"FullTime"
"354",233,0,"FullTime"
"355",234,0,"FullTime"
"356",234,6,"Stop"
"357",234,9,"Start"
"358",234,9,"PartTime"
"359",234,10,"Stop"
"360",234,11,"Start"
"361",234,11,"LowPartTime"
"362",235,0,"FullTime"
"363",236,0,"NoActivity"
"364",237,0,"NoActivity"
"365",237,7,"Start"
"366",237,7,"PartTime"
"367",237,10,"Increase"
"368",237,10,"FullTime"
"369",238,0,"NoActivity"
"370",238,9,"Start"
"371",238,9,"LowPartTime"
"372",239,0,"NoActivity"
"373",240,0,"FullTime"
"374",241,0,"PartTime"
"375",242,0,"FullTime"
"376",243,0,"NoActivity"
"377",243,7,"Start"
"378",243,7,"PartTime"
"379",243,8,"Stop"
"380",244,0,"PartTime"
"381",245,0,"FullTime"
"382",246,0,"FullTime"
"383",247,0,"FullTime"
"384",248,0,"FullTime"
"385",249,0,"FullTime"
"386",250,0,"FullTime"
"387",251,0,"NoActivity"
"388",252,0,"NoActivity"
"389",253,0,"FullTime"
"390",254,0,"FullTime"
"391",255,0,"FullTime"
"392",255,8,"Decrease"
"393",255,8,"PartTime"
"394",256,0,"FullTime"
"395",257,0,"NoActivity"
"396",258,0,"LowPartTime"
"397",258,9,"Stop"
"398",259,0,"NoActivity"
"399",260,0,"PartTime"
"400",261,0,"PartTime"
"401",262,0,"NoActivity"
"402",263,0,"FullTime"
"403",263,10,"Stop"
"404",264,0,"FullTime"
"405",265,0,"FullTime"
"406",265,9,"Decrease"
"407",265,9,"PartTime"
"408",266,0,"FullTime"
"409",267,0,"NoActivity"
"410",268,0,"NoActivity"
"411",268,11,"Start"
"412",268,11,"FullTime"
"413",269,0,"FullTime"
"414",270,0,"NoActivity"
"415",271,0,"NoActivity"
"416",271,8,"Start"
"417",271,8,"PartTime"
"418",272,0,"FullTime"
"419",273,0,"FullTime"
"420",274,0,"PartTime"
"421",275,0,"FullTime"
"422",276,0,"LowPartTime"
"423",276,1,"Stop"
"424",276,8,"Start"
"425",276,8,"PartTime"
"426",277,0,"NoActivity"
"427",278,0,"FullTime"
"428",279,0,"FullTime"
"429",280,0,"FullTime"
"430",281,0,"NoActivity"
"431",282,0,"FullTime"
"432",282,10,"Decrease"
"433",282,10,"PartTime"
"434",283,0,"FullTime"
"435",284,0,"FullTime"
"436",285,0,"FullTime"
"437",286,0,"FullTime"
"438",287,0,"NoActivity"
"439",288,0,"NoActivity"
"440",289,0,"LowPartTime"
"441",290,0,"FullTime"
"442",291,0,"NoActivity"
"443",291,1,"Start"
"444",291,1,"PartTime"
"445",291,2,"Stop"
"446",291,3,"Start"
"447",291,3,"PartTime"
"448",291,4,"Stop"
"449",291,6,"Start"
"450",291,6,"FullTime"
"451",291,7,"Stop"
"452",292,0,"FullTime"
"453",293,0,"PartTime"
"454",294,0,"LowPartTime"
"455",294,10,"Stop"
"456",295,0,"PartTime"
"457",296,0,"PartTime"
"458",297,0,"NoActivity"
"459",298,0,"NoActivity"
"460",299,0,"PartTime"
"461",300,0,"FullTime"
"462",301,0,"PartTime"
"463",302,0,"FullTime"
"464",303,0,"PartTime"
"465",304,0,"NoActivity"
"466",305,0,"NoActivity"
"467",306,0,"NoActivity"
"468",307,0,"NoActivity"
"469",308,0,"NoActivity"
"470",309,0,"PartTime"
"471",310,0,"NoActivity"
"472",311,0,"NoActivity"
"473",312,0,"PartTime"
"474",313,0,"NoActivity"
"475",314,0,"NoActivity"
"476",314,1,"Start"
"477",314,1,"LowPartTime"
"478",314,2,"Stop"
"479",315,0,"PartTime"
"480",316,0,"NoActivity"
"481",317,0,"FullTime"
"482",318,0,"NoActivity"
"483",319,0,"NoActivity"
"484",320,0,"PartTime"
"485",321,0,"PartTime"
"486",322,0,"PartTime"
"487",322,10,"Increase"
"488",322,10,"FullTime"
"489",323,0,"NoActivity"
"490",324,0,"FullTime"
"491",325,0,"PartTime"
"492",326,0,"NoActivity"
"493",326,6,"Start"
"494",326,6,"LowPartTime"
"495",326,7,"Stop"
"496",327,0,"NoActivity"
"497",327,10,"Start"
"498",327,10,"LowPartTime"
"499",328,0,"LowPartTime"
"500",329,0,"FullTime"
"501",330,0,"LowPartTime"
"502",330,10,"Increase"
"503",330,10,"PartTime"
"504",331,0,"PartTime"
"505",331,1,"Stop"
"506",331,6,"Start"
"507",331,6,"PartTime"
"508",332,0,"LowPartTime"
"509",333,0,"FullTime"
"510",334,0,"FullTime"
"511",335,0,"NoActivity"
"512",336,0,"PartTime"
"513",337,0,"NoActivity"
"514",337,10,"Start"
"515",337,10,"PartTime"
"516",338,0,"PartTime"
"517",339,0,"NoActivity"
"518",340,0,"NoActivity"
"519",341,0,"NoActivity"
"520",341,6,"Start"
"521",341,6,"FullTime"
"522",342,0,"LowPartTime"
"523",343,0,"NoActivity"
"524",344,0,"LowPartTime"
"525",344,10,"Stop"
"526",345,0,"NoActivity"
"527",345,5,"Start"
"528",345,5,"LowPartTime"
"529",345,7,"Stop"
"530",346,0,"PartTime"
"531",346,9,"Increase"
"532",346,9,"FullTime"
"533",347,0,"LowPartTime"
"534",348,0,"FullTime"
"535",349,0,"PartTime"
"536",350,0,"FullTime"
"537",351,0,"FullTime"
"538",352,0,"FullTime"
"539",353,0,"FullTime"
"540",354,0,"NoActivity"
"541",355,0,"FullTime"
"542",356,0,"NoActivity"
"543",357,0,"NoActivity"
"544",358,0,"PartTime"
"545",359,0,"PartTime"
"546",360,0,"FullTime"
"547",360,11,"Decrease"
"548",360,11,"PartTime"
"549",361,0,"FullTime"
"550",361,2,"Decrease"
"551",361,2,"PartTime"
"552",361,3,"Stop"
"553",361,8,"Start"
"554",361,8,"FullTime"
"555",362,0,"FullTime"
"556",362,11,"Stop"
"557",363,0,"NoActivity"
"558",363,11,"Start"
"559",363,11,"LowPartTime"
"560",364,0,"FullTime"
"561",365,0,"FullTime"
"562",366,0,"FullTime"
"563",367,0,"PartTime"
"564",367,9,"Increase"
"565",367,9,"FullTime"
"566",368,0,"FullTime"
"567",368,9,"Decrease"
"568",368,9,"PartTime"
"569",369,0,"FullTime"
"570",370,0,"FullTime"
"571",371,0,"FullTime"
"572",372,0,"PartTime"
"573",373,0,"NoActivity"
"574",373,7,"Start"
"575",373,7,"LowPartTime"
"576",373,10,"Stop"
"577",374,0,"NoActivity"
"578",375,0,"FullTime"
"579",376,0,"FullTime"
"580",377,0,"NoActivity"
"581",377,2,"Start"
"582",377,2,"FullTime"
"583",378,0,"PartTime"
"584",379,0,"NoActivity"
"585",380,0,"NoActivity"
"586",380,6,"Start"
"587",380,6,"PartTime"
"588",380,8,"Stop"
"589",381,0,"PartTime"
"590",381,11,"Increase"
"591",381,11,"FullTime"
"592",382,0,"NoActivity"
"593",382,10,"Start"
"594",382,10,"LowPartTime"
"595",383,0,"NoActivity"
"596",383,4,"Start"
"597",383,4,"PartTime"
"598",384,0,"PartTime"
"599",384,6,"Stop"
"600",384,8,"Start"
"601",384,8,"PartTime"
"602",385,0,"NoActivity"
"603",386,0,"FullTime"
"604",387,0,"NoActivity"
"605",387,9,"Start"
"606",387,9,"LowPartTime"
"607",388,0,"NoActivity"
"608",388,6,"Start"
"609",388,6,"LowPartTime"
"610",388,8,"Stop"
"611",389,0,"FullTime"
"612",390,0,"LowPartTime"
"613",391,0,"FullTime"
"614",392,0,"NoActivity"
"615",392,10,"Start"
"616",392,10,"PartTime"
"617",393,0,"PartTime"
"618",393,11,"Decrease"
"619",393,11,"LowPartTime"
"620",394,0,"NoActivity"
"621",395,0,"LowPartTime"
"622",396,0,"PartTime"
"623",397,0,"FullTime"
"624",398,0,"FullTime"
"625",399,0,"FullTime"
"626",400,0,"PartTime"
"627",400,10,"Decrease"
"628",400,10,"LowPartTime"
"629",401,0,"FullTime"
"630",402,0,"NoActivity"
"631",402,1,"Start"
"632",402,1,"PartTime"
"633",402,9,"Decrease"
"634",402,9,"LowPartTime"
"635",403,0,"NoActivity"
"636",404,0,"FullTime"
"637",405,0,"FullTime"
"638",406,0,"FullTime"
"639",407,0,"PartTime"
"640",408,0,"FullTime"
"641",409,0,"LowPartTime"
"642",409,8,"Increase"
"643",409,8,"PartTime"
"644",410,0,"FullTime"
"645",411,0,"LowPartTime"
"646",411,11,"Increase"
"647",411,11,"FullTime"
"648",412,0,"LowPartTime"
"649",412,9,"Stop"
"650",413,0,"FullTime"
"651",414,0,"FullTime"
"652",415,0,"FullTime"
"653",416,0,"PartTime"
"654",417,0,"PartTime"
"655",418,0,"PartTime"
"656",419,0,"NoActivity"
"657",420,0,"FullTime"
"658",421,0,"NoActivity"
"659",422,0,"NoActivity"
"660",423,0,"FullTime"
"661",424,0,"LowPartTime"
"662",424,3,"Stop"
"663",424,4,"Start"
"664",424,4,"LowPartTime"
"665",424,8,"Increase"
"666",424,8,"PartTime"
"667",425,0,"PartTime"
"668",426,0,"NoActivity"
"669",427,0,"PartTime"
"670",428,0,"LowPartTime"
"671",429,0,"NoActivity"
"672",430,0,"FullTime"
"673",431,0,"FullTime"
"674",432,0,"PartTime"
"675",433,0,"FullTime"
"676",434,0,"FullTime"
"677",434,10,"Decrease"
"678",434,10,"PartTime"
"679",435,0,"NoActivity"
"680",436,0,"PartTime"
"681",436,9,"Stop"
"682",437,0,"FullTime"
"683",438,0,"FullTime"
"684",439,0,"FullTime"
"685",440,0,"FullTime"
"686",441,0,"FullTime"
"687",442,0,"FullTime"
"688",443,0,"FullTime"
"689",444,0,"LowPartTime"
"690",445,0,"FullTime"
"691",446,0,"PartTime"
"692",446,1,"Stop"
"693",446,7,"Start"
"694",446,7,"PartTime"
"695",447,0,"NoActivity"
"696",448,0,"LowPartTime"
"697",449,0,"NoActivity"
"698",450,0,"PartTime"
"699",451,0,"FullTime"
"700",452,0,"FullTime"
"701",453,0,"FullTime"
"702",454,0,"NoActivity"
"703",455,0,"PartTime"
"704",456,0,"FullTime"
"705",457,0,"PartTime"
"706",458,0,"FullTime"
"707",459,0,"NoActivity"
"708",460,0,"PartTime"
"709",461,0,"NoActivity"
"710",462,0,"LowPartTime"
"711",463,0,"NoActivity"
"712",463,9,"Start"
"713",463,9,"LowPartTime"
"714",464,0,"NoActivity"
"715",465,0,"PartTime"
"716",466,0,"FullTime"
"717",467,0,"PartTime"
"718",467,10,"Stop"
"719",468,0,"FullTime"
"720",469,0,"FullTime"
"721",470,0,"FullTime"
"722",471,0,"NoActivity"
"723",471,5,"Start"
"724",471,5,"LowPartTime"
"725",471,9,"Stop"
"726",472,0,"NoActivity"
"727",473,0,"FullTime"
"728",474,0,"LowPartTime"
"729",475,0,"PartTime"
"730",476,0,"LowPartTime"
"731",477,0,"NoActivity"
"732",478,0,"FullTime"
"733",479,0,"NoActivity"
"734",479,1,"Start"
"735",479,1,"LowPartTime"
"736",479,5,"Increase"
"737",479,5,"PartTime"
"738",480,0,"FullTime"
"739",480,9,"Stop"
"740",481,0,"LowPartTime"
"741",481,8,"Stop"
"742",482,0,"NoActivity"
"743",483,0,"NoActivity"
"744",484,0,"LowPartTime"
"745",485,0,"FullTime"
"746",486,0,"PartTime"
"747",486,9,"Stop"
"748",487,0,"NoActivity"
"749",488,0,"FullTime"
"750",489,0,"FullTime"
"751",490,0,"PartTime"
"752",490,6,"Stop"
"753",490,8,"Start"
"754",490,8,"LowPartTime"
"755",491,0,"NoActivity"
"756",492,0,"PartTime"
"757",493,0,"FullTime"
"758",494,0,"NoActivity"
"759",495,0,"FullTime"
"760",496,0,"NoActivity"
"761",497,0,"NoActivity"
"762",497,10,"Start"
"763",497,10,"FullTime"
"764",498,0,"LowPartTime"
"765",499,0,"FullTime"
"766",500,0,"PartTime"
"767",501,0,"PartTime"
"768",502,0,"FullTime"
"769",503,0,"FullTime"
"770",503,2,"Decrease"
"771",503,2,"PartTime"
"772",504,0,"FullTime"
"773",505,0,"NoActivity"
"774",506,0,"NoActivity"
"775",507,0,"LowPartTime"
"776",508,0,"FullTime"
"777",509,0,"NoActivity"
"778",510,0,"NoActivity"
"779",510,10,"Start"
"780",510,10,"LowPartTime"
"781",511,0,"FullTime"
"782",512,0,"NoActivity"
"783",513,0,"PartTime"
"784",514,0,"NoActivity"
"785",515,0,"FullTime"
"786",516,0,"FullTime"
"787",517,0,"NoActivity"
"788",518,0,"NoActivity"
"789",519,0,"NoActivity"
"790",520,0,"NoActivity"
"791",521,0,"NoActivity"
"792",522,0,"NoActivity"
"793",522,9,"Start"
"794",522,9,"PartTime"
"795",523,0,"PartTime"
"796",524,0,"NoActivity"
"797",525,0,"FullTime"
"798",526,0,"LowPartTime"
"799",527,0,"FullTime"
"800",528,0,"NoActivity"
"801",528,6,"Start"
"802",528,6,"LowPartTime"
"803",528,8,"Stop"
"804",529,0,"FullTime"
"805",530,0,"PartTime"
"806",531,0,"FullTime"
"807",532,0,"PartTime"
"808",533,0,"FullTime"
"809",534,0,"FullTime"
"810",535,0,"LowPartTime"
"811",536,0,"FullTime"
"812",537,0,"FullTime"
"813",538,0,"FullTime"
"814",538,8,"Decrease"
"815",538,8,"PartTime"
"816",539,0,"NoActivity"
"817",540,0,"FullTime"
"818",541,0,"FullTime"
"819",542,0,"NoActivity"
"820",543,0,"NoActivity"
"821",544,0,"NoActivity"
"822",545,0,"PartTime"
"823",546,0,"NoActivity"
"824",547,0,"PartTime"
"825",548,0,"NoActivity"
"826",549,0,"LowPartTime"
"827",550,0,"NoActivity"
"828",551,0,"FullTime"
"829",552,0,"NoActivity"
"830",553,0,"NoActivity"
"831",554,0,"FullTime"
"832",555,0,"LowPartTime"
"833",555,11,"Increase"
"834",555,11,"PartTime"
"835",556,0,"PartTime"
"836",557,0,"LowPartTime"
"837",557,9,"Increase"
"838",557,9,"PartTime"
"839",558,0,"NoActivity"
"840",558,11,"Start"
"841",558,11,"FullTime"
"842",559,0,"FullTime"
"843",560,0,"FullTime"
"844",561,0,"FullTime"
"845",561,6,"Stop"
"846",562,0,"NoActivity"
"847",563,0,"FullTime"
"848",564,0,"FullTime"
"849",565,0,"FullTime"
"850",566,0,"LowPartTime"
"851",567,0,"FullTime"
"852",568,0,"FullTime"
"853",569,0,"FullTime"
"854",570,0,"LowPartTime"
"855",571,0,"FullTime"
"856",572,0,"FullTime"
"857",573,0,"FullTime"
"858",574,0,"PartTime"
"859",575,0,"NoActivity"
"860",575,4,"Start"
"861",575,4,"PartTime"
"862",575,6,"Stop"
"863",575,8,"Start"
"864",575,8,"LowPartTime"
"865",576,0,"LowPartTime"
"866",576,9,"Stop"
"867",577,0,"FullTime"
"868",578,0,"FullTime"
"869",579,0,"FullTime"
"870",580,0,"FullTime"
"871",581,0,"LowPartTime"
"872",582,0,"PartTime"
"873",582,1,"Stop"
"874",582,7,"Start"
"875",582,7,"LowPartTime"
"876",583,0,"NoActivity"
"877",583,10,"Start"
"878",583,10,"PartTime"
"879",584,0,"NoActivity"
"880",584,11,"Start"
"881",584,11,"LowPartTime"
"882",585,0,"FullTime"
"883",586,0,"NoActivity"
"884",587,0,"FullTime"
"885",587,9,"Decrease"
"886",587,9,"PartTime"
"887",588,0,"FullTime"
"888",589,0,"FullTime"
"889",590,0,"PartTime"
"890",591,0,"LowPartTime"
"891",592,0,"NoActivity"
"892",593,0,"NoActivity"
"893",594,0,"PartTime"
"894",595,0,"FullTime"
"895",596,0,"PartTime"
"896",597,0,"NoActivity"
"897",597,11,"Start"
"898",597,11,"LowPartTime"
"899",598,0,"PartTime"
"900",599,0,"FullTime"
"901",600,0,"FullTime"
"902",600,11,"Stop"
"903",601,0,"FullTime"
"904",602,0,"FullTime"
"905",603,0,"LowPartTime"
"906",604,0,"LowPartTime"
"907",605,0,"PartTime"
"908",605,3,"Increase"
"909",605,3,"FullTime"
"910",606,0,"NoActivity"
"911",607,0,"PartTime"
"912",608,0,"FullTime"
"913",609,0,"FullTime"
"914",610,0,"NoActivity"
"915",611,0,"PartTime"
"916",611,11,"Increase"
"917",611,11,"FullTime"
"918",612,0,"FullTime"
"919",613,0,"NoActivity"
"920",614,0,"FullTime"
"921",615,0,"FullTime"
"922",616,0,"NoActivity"
"923",617,0,"FullTime"
"924",618,0,"PartTime"
"925",618,9,"Decrease"
"926",618,9,"LowPartTime"
"927",619,0,"PartTime"
"928",620,0,"FullTime"
"929",621,0,"FullTime"
"930",622,0,"FullTime"
"931",623,0,"PartTime"
"932",624,0,"NoActivity"
"933",625,0,"NoActivity"
"934",625,8,"Start"
"935",625,8,"FullTime"
"936",626,0,"FullTime"
"937",627,0,"NoActivity"
"938",627,6,"Start"
"939",627,6,"LowPartTime"
"940",627,8,"Stop"
"941",628,0,"FullTime"
"942",629,0,"LowPartTime"
"943",630,0,"PartTime"
"944",631,0,"PartTime"
"945",631,10,"Increase"
"946",631,10,"FullTime"
"947",632,0,"FullTime"
"948",633,0,"NoActivity"
"949",634,0,"FullTime"
"950",635,0,"NoActivity"
"951",636,0,"FullTime"
"952",637,0,"NoActivity"
"953",637,7,"Start"
"954",637,7,"FullTime"
"955",638,0,"PartTime"
"956",639,0,"FullTime"
"957",640,0,"NoActivity"
"958",641,0,"NoActivity"
"959",641,9,"Start"
"960",641,9,"PartTime"
"961",641,10,"Stop"
"962",642,0,"NoActivity"
"963",643,0,"FullTime"
"964",644,0,"NoActivity"
"965",645,0,"NoActivity"
"966",646,0,"FullTime"
"967",647,0,"FullTime"
"968",648,0,"NoActivity"
"969",649,0,"FullTime"
"970",650,0,"NoActivity"
"971",651,0,"FullTime"
"972",652,0,"FullTime"
"973",653,0,"FullTime"
"974",654,0,"NoActivity"
"975",655,0,"NoActivity"
"976",656,0,"PartTime"
"977",656,10,"Decrease"
"978",656,10,"LowPartTime"
"979",657,0,"NoActivity"
"980",658,0,"NoActivity"
"981",659,0,"FullTime"
"982",660,0,"NoActivity"
"983",661,0,"LowPartTime"
"984",662,0,"FullTime"
