"","home","favorite","underdog","spread","favorite.name","underdog.name","week"
"86",0,14,33,3,"BUF","NYJ",7
"87",1,20,17,10.5,"CLE","NO",7
"88",1,29,17,5,"DAL","LAN",7
"89",0,14,28,0,"DEN","KC",7
"90",1,13,10,7,"MIA","WAS",7
"91",1,38,10,3.5,"NE","HOU",7
"92",1,18,16,4,"LAA","TB",7
"93",0,23,35,3.5,"PHA","MIN",7
"94",0,7,34,1,"PIT","CIN",7
"95",0,43,14,5,"SD","IND",7
"96",0,13,3,1,"SF","GB",7
"97",1,0,32,1.5,"SEA","NYG",7
"98",1,48,17,6,"DET","CHI",7
"99",1,24,27,8,"ATL","NYG",8
"100",1,9,7,5.5,"BUF","DEN",8
"101",0,7,17,6,"CIN","NO",8
"102",1,42,28,7,"CLE","IND",8
"103",1,28,27,6,"DAL","MIA",8
"104",1,31,27,5,"DET","GB",8
"105",0,17,30,2.5,"MIN","PHX",8
"106",0,22,24,3,"NE","WAS",8
"107",1,3,19,9,"NYJ","SEA",8
"108",1,17,28,2,"LAA","KC",8
"109",1,20,10,9,"PHA","TB",8
"110",0,17,20,9.5,"SD","CHI",8
"111",1,20,17,0,"SF","LAN",8
"112",1,26,13,5.5,"PIT","HOU",8
"113",0,41,10,6.5,"ATL","NO",9
"114",1,22,13,4,"BUF","CLE",9
"115",1,34,21,4,"CIN","HOU",9
"116",1,34,24,4,"GB","SEA",9
"117",1,20,13,6.5,"LAN","DET",9
"118",1,27,10,7.5,"MIA","IND",9
"119",1,7,26,2,"NYG","NYJ",9
"120",1,27,17,1,"LAA","NE",9
"121",1,14,17,3,"PHA","DAL",9
"122",1,14,17,4.5,"PIT","SF",9
"123",1,22,20,6,"SD","KC",9
"124",1,20,10,6,"TB","CHI",9
"125",1,42,21,3.5,"WAS","PHX",9
"126",1,19,17,5.5,"DEN","MIN",9
"127",0,14,17,2.5,"ATL","SF",10
"128",1,23,20,4,"DEN","CLE",10
"129",1,26,24,3,"GB","NYG",10
"130",1,17,16,0,"HOU","LAA",10
"131",1,13,16,8,"KC","CHI",10
"132",1,13,21,11,"LAN","NO",10
"133",1,25,10,4,"MIN","TB",10
"134",1,27,30,2.5,"NE","MIA",10
"135",0,41,14,3.5,"NYJ","IND",10
"136",0,52,10,4.5,"PHA","PHX",10
"137",0,21,24,5,"PIT","SEA",10
"138",1,17,40,4,"SD","CIN",10
"139",1,33,31,2.5,"WAS","DET",10
"140",1,27,14,3.5,"DAL","BUF",10
"141",1,20,34,5,"ATL","PIT",11
"142",0,0,24,5.5,"BUF","PHX",11
"143",1,24,10,3.5,"CIN","LAN",11
"144",0,24,27,3.5,"DAL","DET",11
"145",0,24,7,1,"DEN","TB",11
"146",1,21,17,3,"GB","CHI",11
"147",1,23,10,5.5,"KC","HOU",11
"148",1,17,33,5,"MIA","LAA",11
"149",1,20,10,8.5,"MIN","NO",11
"150",1,6,17,2.5,"NE","NYJ",11
"151",1,27,30,1.5,"NYG","WAS",11
"152",1,38,13,14,"PHA","IND",11
"153",1,12,15,3,"SF","CLE",11
"154",0,23,44,6,"SD","SEA",11
"155",1,20,17,7,"BUF","NE",12
"156",1,38,21,3.5,"CIN","DEN",12
"157",1,10,32,2.5,"CLE","PIT",12
"158",1,24,10,7,"DAL","WAS",12
"159",0,23,7,2,"DET","CHI",12
"160",1,24,27,5.5,"HOU","NO",12
"161",1,40,13,7,"KC","SEA",12
"162",1,31,33,3,"LAN","SF",12
"163",1,16,15,2.5,"NYJ","MIA",12
"164",1,21,55,3,"LAA","SD",12
"165",1,10,20,9.5,"PHA","NYG",12
"166",0,35,24,2.5,"PHX","IND",12
"167",1,37,3,3,"TB","GB",12
"168",1,31,30,5,"ATL","MIN",12
"169",1,10,9,13.5,"DAL","CHI",13
"170",1,27,10,2.5,"DET","KC",13
"171",0,31,27,4,"ATL","HOU",13
"172",1,21,14,5,"BUF","WAS",13
"173",0,41,21,2,"CIN","CLE",13
"174",1,23,35,7,"MIN","GB",13
"175",1,20,27,4,"NE","PHX",13
"176",1,25,0,11.5,"NYJ","IND",13
"177",1,24,0,6.5,"PIT","LAN",13
"178",1,34,17,4,"SD","DEN",13
"179",1,17,10,5,"SF","NYG",13
"180",1,31,32,1,"SEA","LAA",13
"181",0,31,14,1,"TB","NO",13
"182",0,10,13,2.5,"PHA","MIA",13
"183",1,17,13,2.5,"HOU","CLE",14
"184",0,23,24,2.5,"ATL","TB",14
"185",1,3,21,7.5,"CIN","SF",14
"186",0,37,13,13,"DAL","IND",14
"187",1,16,13,3.5,"DEN","KC",14
"188",0,17,31,2.5,"DET","GB",14
"189",1,24,14,6,"MIA","NE",14
"190",0,9,10,3.5,"MIN","CHI",14
"191",1,10,7,3.5,"NYG","LAN",14
"192",0,23,27,9,"NYJ","SEA",14
"193",0,13,15,4,"PHA","WAS",14
"194",1,30,3,6.5,"PHX","NO",14
"195",1,27,28,4,"SD","BUF",14
"196",0,27,30,4,"PIT","LAA",14
"197",0,14,13,2,"NYJ","CLE",15
"198",1,45,7,4,"DET","MIN",15
"199",0,19,10,3.5,"BUF","NE",15
"200",1,21,10,3.5,"DAL","PHA",15
"201",1,23,13,9.5,"DEN","SEA",15
"202",0,35,7,3,"GB","NO",15
"203",1,7,17,2,"KC","MIA",15
"204",1,6,23,6.5,"LAA","CHI",15
"205",1,10,17,1,"PIT","CIN",15
"206",1,10,20,4,"PHX","NYG",15
"207",0,24,23,2.5,"SD","TB",15
"208",1,28,6,7,"SF","HOU",15
"209",1,38,14,13,"WAS","IND",15
"210",1,21,16,3.5,"LAN","ATL",15
"211",1,16,6,3,"MIA","BUF",16
"212",0,10,13,3,"DAL","NYG",16
"213",1,28,30,2,"ATL","CIN",16
"214",0,24,35,3,"DEN","CHI",16
"215",1,17,20,6,"DET","TB",16
"216",1,21,20,1,"HOU","PIT",16
"217",1,6,10,3,"MIN","KC",16
"218",0,21,23,6,"NE","IND",16
"219",1,28,3,3.5,"NYJ","GB",16
"220",1,38,0,8.5,"PHA","PHX",16
"221",0,21,17,6.5,"SF","NO",16
"222",1,42,21,1,"SEA","CLE",16
"223",0,30,7,2,"WAS","LAN",16
"224",1,23,10,8,"SD","LAA",16
"225",1,17,22,4,"SF","PHA",1
"226",1,10,20,2,"CIN","LAA",1
"227",1,6,16,4,"NYG","LAN",1
"228",1,29,41,3,"SD","NYJ",1
"229",1,10,14,7,"PIT","DEN",1
"230",1,23,29,6,"NE","IND",1
"231",0,12,0,4.5,"MIA","BUF",1
"232",1,21,27,1.5,"CLE","MIN",1
"233",1,0,11,3,"TB","DET",1
"234",1,28,17,2.5,"NO","PHX",1
"235",1,17,20,1,"CHI","ATL",1
"236",0,41,38,4.5,"GB","HOU",1
"237",1,17,13,2,"KC","SEA",1
"238",0,31,30,2.5,"DAL","WAS",1
"239",1,17,48,3.5,"MIN","SF",2
"240",1,13,16,3,"ATL","NYG",2
"241",1,6,10,6.5,"CIN","BUF",2
"242",1,26,31,3.5,"DET","CLE",2
"243",1,17,10,3,"CHI","TB",2
"244",1,13,23,0,"PHA","WAS",2
"245",0,34,17,6,"DAL","PHX",2
"246",1,21,25,1.5,"GB","PIT",2
"247",0,17,10,2.5,"DEN","IND",2
"248",1,34,24,9.5,"MIA","NE",2
"249",1,10,17,8,"NYJ","SEA",2
"250",1,20,6,10,"LAA","HOU",2
"251",1,30,27,3,"LAN","NO",2
"252",0,17,14,4,"SD","KC",2
"253",1,17,7,3.5,"CLE","CIN",3
"254",0,42,27,3.5,"SF","PHX",3
"255",1,27,12,7,"WAS","KC",3
"256",1,14,30,3,"DET","ATL",3
"257",0,13,23,6.5,"NYJ","NE",3
"258",1,28,23,5.5,"BUF","IND",3
"259",0,40,28,5.5,"PIT","HOU",3
"260",1,34,31,3,"NO","CHI",3
"261",1,27,24,3,"GB","LAN",3
"262",1,28,13,8,"DAL","NYG",3
"263",1,10,13,2.5,"DEN","PHA",3
"264",0,19,16,1.5,"MIN","TB",3
"265",0,31,34,3,"SD","SEA",3
"266",1,27,14,2,"LAA","MIA",3
"267",1,24,20,4.5,"SF","ATL",4
"268",1,30,13,7,"BUF","HOU",4
"269",1,21,20,8,"DAL","NO",4
"270",1,20,17,3,"MIN","DET",4
"271",1,17,23,2,"TB","CIN",4
"272",1,11,14,6,"PHA","PHX",4
"273",1,14,6,7.5,"MIA","KC",4
"274",1,23,28,8,"PIT","NE",4
"275",0,19,22,2,"CHI","IND",4
"276",0,22,7,3.5,"LAA","DEN",4
"277",1,27,24,5.5,"NYJ","LAN",4
"278",0,27,17,2,"WAS","SEA",4
"279",1,24,30,7,"SD","CLE",4
"280",1,27,3,2,"NYG","GB",4
"281",0,33,13,3,"SF","NE",5
"282",1,24,28,3.5,"ATL","PHA",5
"283",1,31,14,1.5,"CHI","DEN",5
"284",0,37,24,4,"DAL","MIN",5
"285",1,55,14,6,"GB","TB",5
"286",1,9,24,3,"CLE","SEA",5
"287",1,17,10,11,"PIT","HOU",5
"288",1,37,35,2,"WAS","LAA",5
"289",1,31,34,6,"CIN","IND",5
"290",1,21,10,4.5,"LAN","DET",5
"291",0,7,17,2.5,"MIA","NO",5
"292",1,38,14,2.5,"KC","PHX",5
"293",1,34,41,2,"NYG","SD",5
"294",0,34,10,1,"NYJ","BUF",5
"295",1,7,10,4.5,"SF","LAN",6
"296",1,17,19,2,"ATL","NO",6
"297",0,38,14,7,"WAS","PHX",6
"298",0,14,38,1.5,"GB","DET",6
"299",1,14,23,2,"CHI","MIN",6
"300",0,7,10,2,"NYJ","CLE",6
"301",1,35,38,6,"MIA","BUF",6
"302",0,26,14,1.5,"DEN","HOU",6
"303",1,12,7,1,"IND","NE",6
"304",1,27,24,14,"DAL","TB",6
"305",1,13,17,2,"NYG","PHA",6
"306",1,28,21,3.5,"SD","SEA",6
"307",1,21,20,9,"LAA","KC",6
"308",0,24,14,1,"PIT","CIN",6
"309",1,31,17,3,"DET","CHI",7
"310",0,21,37,4,"SD","NE",7
"311",1,27,34,3,"TB","PHX",7
"312",1,14,32,3.5,"NYJ","MIA",7
"313",1,44,17,2,"PIT","CLE",7
"314",1,34,14,9,"MIN","HOU",7
"315",0,30,7,1,"BUF","IND",7
"316",1,24,17,2,"DEN","CIN",7
"317",1,27,21,3.5,"LAN","ATL",7
"318",0,36,38,3,"LAA","SEA",7
"319",1,38,17,2,"KC","NYG",7
"320",1,37,7,7.5,"DAL","PHA",7
"321",1,13,32,1,"NO","SF",7
"322",0,47,48,3.5,"WAS","GB",7
"323",0,45,35,1,"SF","LAN",8
"324",1,38,40,4,"DAL","LAA",8
"325",1,0,31,4,"BUF","NE",8
"326",0,21,28,0,"CLE","CIN",8
"327",1,38,17,7,"WAS","DET",8
"328",1,21,27,3.5,"NYJ","ATL",8
"329",1,6,7,4.5,"PHA","CHI",8
"330",1,17,20,2,"GB","MIN",8
"331",0,13,10,4,"KC","HOU",8
"332",0,21,7,3.5,"MIA","IND",8
"333",0,24,21,3,"NO","TB",8
"334",0,6,14,2,"SD","DEN",8
"335",1,21,27,1,"SEA","PIT",8
"336",1,20,20,2,"PHX","NYG",8
"337",1,13,27,6,"SF","NYJ",9
"338",1,24,13,3,"ATL","NE",9
"339",1,27,21,2.5,"BUF","NO",9
"340",1,25,19,9,"CLE","HOU",9
"341",1,17,38,2.5,"CHI","DET",9
"342",0,31,41,3.5,"MIN","PHX",9
"343",1,17,12,10.5,"PIT","TB",9
"344",1,21,22,5,"PHA","IND",9
"345",1,30,14,3,"MIA","LAN",9
"346",0,38,20,7,"DAL","NYG",9
"347",1,34,14,1,"CIN","GB",9
"348",1,27,24,2.5,"DEN","KC",9
"349",1,21,34,7,"LAA","SEA",9
"350",0,27,24,4.5,"WAS","SD",9
"351",1,17,20,2,"SF","MIA",10
"352",0,28,20,3.5,"LAA","KC",10
"353",1,27,10,1,"NO","ATL",10
"354",1,26,3,5,"PIT","SD",10
"355",1,35,21,2,"GB","CLE",10
"356",1,21,7,0,"NE","BUF",10
"357",0,27,20,6.5,"DAL","PHA",10
"358",0,55,14,4,"CIN","HOU",10
"359",1,12,17,7,"MIN","TB",10
"360",1,21,14,7,"LAN","CHI",10
"361",1,27,19,3,"SEA","DEN",10
"362",1,45,7,10,"WAS","PHX",10
"363",1,14,17,6.5,"NYJ","IND",10
"364",1,16,9,5,"DET","NYG",10
"365",0,15,20,2.5,"CIN","KC",11
"366",0,17,27,6.5,"DET","HOU",11
"367",1,17,14,1,"CHI","PHA",11
"368",1,21,29,2.5,"MIN","GB",11
"369",0,28,33,3,"SEA","PHX",11
"370",1,20,0,4,"CLE","TB",11
"371",0,6,17,3,"MIA","NE",11
"372",1,17,24,3.5,"NYJ","BUF",11
"373",0,24,13,3.5,"PIT","IND",11
"374",1,27,0,4,"SF","NO",11
"375",1,22,20,7,"LAA","DEN",11
"376",0,33,17,8,"WAS","NYG",11
"377",0,23,24,9,"DAL","SD",11
"378",1,13,36,1.5,"ATL","LAN",11
"379",1,37,0,9,"MIA","IND",12
"380",0,27,0,1,"CHI","TB",12
"381",1,0,30,5,"NE","CLE",12
"382",1,20,23,4,"GB","DET",12
"383",1,38,10,9,"CIN","HOU",12
"384",0,27,24,2.5,"LAA","BUF",12
"385",1,14,17,7,"PIT","MIN",12
"386",1,0,23,5.5,"PHA","NYG",12
"387",1,44,14,0,"PHX","SD",12
"388",1,41,21,9,"DAL","KC",12
"389",0,24,28,3.5,"SF","ATL",12
"390",1,38,27,1.5,"DEN","SEA",12
"391",0,42,20,3,"WAS","LAN",12
"392",1,28,31,3,"NO","NYJ",12
"393",0,3,45,5.5,"PIT","DET",13
"394",1,35,17,10,"DAL","PHX",13
"395",0,3,13,5,"SF","CHI",13
"396",1,27,12,9.5,"LAA","NYG",13
"397",1,33,24,2,"TB","HOU",13
"398",1,26,3,3,"NYJ","NE",13
"399",1,41,23,6,"CLE","IND",13
"400",1,17,16,2.5,"NO","MIN",13
"401",1,28,24,15,"WAS","PHA",13
"402",1,47,41,2.5,"ATL","GB",13
"403",1,31,7,2.5,"SD","DEN",13
"404",1,41,17,4,"LAN","BUF",13
"405",1,51,48,3.5,"SEA","KC",13
"406",1,38,14,5.5,"MIA","CIN",13
"407",0,42,10,1.5,"LAA","SD",14
"408",1,35,21,10,"SF","TB",14
"409",0,9,13,4.5,"LAN","PHA",14
"410",1,37,21,9.5,"WAS","ATL",14
"411",0,0,7,1,"NO","NE",14
"412",0,10,6,0,"PHX","NYG",14
"413",1,10,23,4,"PIT","CIN",14
"414",0,24,17,9,"MIA","HOU",14
"415",1,9,14,1,"KC","BUF",14
"416",1,31,28,2.5,"GB","CHI",14
"417",0,10,6,4,"NYJ","IND",14
"418",0,6,27,1.5,"CLE","DEN",14
"419",0,35,10,6,"DAL","SEA",14
"420",1,13,2,3,"DET","MIN",14
"421",1,7,34,2.5,"NYJ","PIT",15
"422",1,31,24,8,"MIA","ATL",15
"423",0,23,10,2,"SF","BUF",15
"424",1,24,34,9,"LAA","PHX",15
"425",1,13,19,2,"MIN","CHI",15
"426",0,27,34,6.5,"CLE","HOU",15
"427",1,17,9,3,"CIN","DET",15
"428",1,17,20,1,"PHA","NO",15
"429",0,17,12,3,"SEA","NYG",15
"430",1,10,31,2.5,"DAL","WAS",15
"431",1,7,21,6.5,"LAN","NE",15
"432",1,41,38,4,"SD","KC",15
"433",1,21,19,8.5,"DEN","IND",15
"434",0,12,9,4,"GB","TB",15
"435",1,34,14,8,"MIA","NYJ",16
"436",1,31,22,15.5,"WAS","NYG",16
"437",0,14,20,3,"CIN","MIN",16
"438",0,17,48,0,"DEN","KC",16
"439",1,23,21,2.5,"CHI","GB",16
"440",1,24,26,3,"NO","LAN",16
"441",1,31,7,6,"PHX","PHA",16
"442",1,30,17,3,"CLE","PIT",16
"443",1,31,14,2.5,"ATL","BUF",16
"444",1,20,10,4.5,"IND","HOU",16
"445",1,30,14,8.5,"LAA","SD",16
"446",1,24,6,3,"SEA","NE",16
"447",1,23,20,9,"DET","TB",16
"448",1,42,17,1,"SF","DAL",16
"449",1,28,27,2,"NYG","PHA",1
"450",0,23,14,2,"NYJ","IND",1
"451",1,28,36,6,"NO","ATL",1
"452",1,17,35,4.5,"WAS","MIA",1
"453",0,42,13,3,"SD","MIN",1
"454",1,27,37,6.5,"PIT","KC",1
"455",0,30,27,2,"SF","DET",1
"456",1,34,14,6,"CHI","TB",1
"457",1,24,23,3,"GB","PHX",1
"458",0,21,17,3,"NE","BUF",1
"459",1,20,17,1,"DEN","CIN",1
"460",0,24,14,6,"LAA","HOU",1
"461",1,33,0,4.5,"SEA","CLE",1
"462",1,13,20,2,"LAN","DAL",1
"463",1,17,23,0,"NYJ","PIT",2
"464",0,7,28,5,"DAL","NYG",2
"465",1,27,0,5,"CHI","DEN",2
"466",1,37,7,7,"PHX","BUF",2
"467",1,24,27,3,"ATL","DET",2
"468",1,28,7,6,"MIA","NE",2
"469",1,19,17,4.5,"PHA","MIN",2
"470",1,22,27,4.5,"CIN","KC",2
"471",1,17,13,7,"NO","TB",2
"472",1,31,17,2,"SEA","SD",2
"473",1,20,17,6,"LAN","CLE",2
"474",1,28,7,7,"LAA","GB",2
"475",1,21,35,6,"HOU","IND",2
"476",1,37,31,2.5,"SF","WAS",2
"477",1,30,14,6,"WAS","NYG",3
"478",0,23,43,3,"CIN","NYJ",3
"479",1,38,23,3,"NE","SEA",3
"480",0,34,33,5.5,"PHX","IND",3
"481",0,20,27,2,"ATL","MIN",3
"482",1,7,9,1.5,"GB","CHI",3
"483",0,22,20,4,"LAA","KC",3
"484",1,23,17,8,"DAL","PHA",3
"485",1,30,20,5.5,"SF","NO",3
"486",1,24,14,3.5,"PIT","LAN",3
"487",0,17,21,3.5,"DET","TB",3
"488",1,31,14,10.5,"SD","HOU",3
"489",1,14,24,4.5,"CLE","DEN",3
"490",0,21,17,8.5,"MIA","BUF",3
"491",0,21,9,4,"SF","PHA",4
"492",1,14,24,6,"CIN","LAN",4
"493",0,28,26,1.5,"NYJ","BUF",4
"494",1,28,29,6,"DET","MIN",4
"495",1,42,10,9,"ATL","HOU",4
"496",0,10,20,2.5,"PIT","CLE",4
"497",0,26,10,1,"WAS","NE",4
"498",1,34,24,1,"NO","PHX",4
"499",1,21,0,0,"DEN","KC",4
"500",1,44,7,11,"MIA","IND",4
"501",1,17,14,6,"NYG","TB",4
"502",1,20,6,6.5,"DAL","GB",4
"503",1,38,9,4,"SEA","CHI",4
"504",1,33,30,5.5,"LAA","SD",4
"505",1,14,5,5.5,"SF","ATL",5
"506",1,31,17,3,"IND","BUF",5
"507",1,10,6,5,"KC","CLE",5
"508",0,23,14,2.5,"DAL","CHI",5
"509",0,36,28,4,"MIA","PHX",5
"510",1,21,28,1,"NYJ","NE",5
"511",0,20,12,2,"SEA","MIN",5
"512",1,27,24,5,"SD","DET",5
"513",1,30,27,3,"TB","GB",5
"514",0,13,16,4,"LAA","DEN",5
"515",0,27,10,5.5,"NO","HOU",5
"516",1,33,12,3,"LAN","NYG",5
"517",1,20,0,9.5,"WAS","PHA",5
"518",1,38,17,5.5,"PIT","CIN",5
"519",1,35,31,3,"TB","MIN",6
"520",1,20,7,3,"CHI","NO",6
"521",1,16,17,5,"KC","NYJ",6
"522",1,20,31,6.5,"DAL","PHX",6
"523",1,17,27,1,"BUF","PHA",6
"524",1,7,28,3,"DET","DEN",6
"525",0,31,7,5,"MIA","PIT",6
"526",0,17,16,2.5,"NE","CLE",6
"527",0,35,7,7.5,"WAS","IND",6
"528",0,34,28,3,"SD","GB",6
"529",1,13,3,7,"CIN","HOU",6
"530",1,28,30,3,"LAN","ATL",6
"531",1,28,14,5,"LAA","SEA",6
"532",0,31,10,3.5,"SF","NYG",6
"533",1,28,10,17,"MIA","HOU",7
"534",1,10,28,3.5,"NO","LAN",7
"535",1,20,24,1,"CLE","NYJ",7
"536",1,16,7,6,"PHA","IND",7
"537",0,13,31,2.5,"SD","KC",7
"538",1,38,21,3,"PHX","CHI",7
"539",1,13,7,3.5,"DET","TB",7
"540",1,7,19,5,"ATL","NYG",7
"541",1,20,14,7.5,"NE","CIN",7
"542",1,23,20,10,"LAA","MIN",7
"543",1,17,20,9,"SF","PIT",7
"544",1,31,28,11,"SEA","BUF",7
"545",1,34,14,5.5,"WAS","DAL",7
"546",1,17,14,6.5,"DEN","GB",7
"547",1,12,9,3,"CIN","CLE",8
"548",0,37,7,3,"DEN","BUF",8
"549",0,44,24,4,"MIA","NE",8
"550",1,9,44,1,"TB","CHI",8
"551",1,14,16,2,"MIN","DET",8
"552",0,24,26,3.5,"WAS","PHX",8
"553",0,10,24,0,"NYG","PHA",8
"554",0,30,24,1,"SEA","GB",8
"555",0,16,17,4.5,"PIT","IND",8
"556",1,28,7,2,"NYJ","KC",8
"557",0,44,37,3,"LAA","SD",8
"558",0,34,21,10,"SF","HOU",8
"559",1,30,27,6,"DAL","NO",8
"560",1,10,24,1,"ATL","LAN",8
"561",0,31,13,4,"CIN","HOU",9
"562",1,22,3,10,"DAL","IND",9
"563",1,30,20,3,"NE","NYJ",9
"564",1,24,20,6,"KC","TB",9
"565",1,14,16,1.5,"CLE","NO",9
"566",1,16,7,7,"CHI","MIN",9
"567",0,34,14,3.5,"PHX","PHA",9
"568",1,41,9,2.5,"GB","DET",9
"569",1,19,22,6,"LAA","DEN",9
"570",1,35,10,3,"PIT","ATL",9
"571",0,33,0,3.5,"SF","LAN",9
"572",0,13,37,6,"WAS","NYG",9
"573",1,38,7,18,"MIA","BUF",9
"574",0,24,0,0,"SEA","SD",9
"575",1,35,7,13.5,"PIT","HOU",10
"576",1,13,23,2,"NO","GB",10
"577",1,7,19,7,"DAL","NYG",10
"578",1,23,23,3,"DET","PHA",10
"579",0,6,17,2,"LAA","CHI",10
"580",0,38,10,4.5,"SD","IND",10
"581",0,13,10,1.5,"CLE","BUF",10
"582",1,27,24,2,"MIN","TB",10
"583",1,45,0,5.5,"SEA","KC",10
"584",1,13,16,6,"PHX","LAN",10
"585",1,26,19,5,"DEN","NE",10
"586",0,31,17,7,"MIA","NYJ",10
"587",1,23,17,10,"SF","CIN",10
"588",1,27,14,10.5,"WAS","ATL",10
"589",1,38,10,13.5,"NE","BUF",11
"590",1,5,9,9,"NYJ","IND",11
"591",1,28,14,10,"WAS","DET",11
"592",1,16,17,13.5,"KC","HOU",11
"593",1,45,17,6.5,"GB","MIN",11
"594",1,13,17,1,"ATL","NO",11
"595",1,24,23,15,"MIA","PHA",11
"596",0,20,22,1,"PIT","CIN",11
"597",0,41,7,6.5,"SF","CLE",11
"598",1,17,24,4.5,"PHX","DAL",11
"599",1,29,13,3,"LAN","CHI",11
"600",0,16,13,0,"DEN","SD",11
"601",0,17,20,3,"NYG","TB",11
"602",1,17,14,3.5,"SEA","LAA",11
"603",1,24,17,12,"SF","TB",12
"604",0,50,17,7,"NE","IND",12
"605",1,31,6,3,"GB","LAN",12
"606",0,3,14,9.5,"DAL","BUF",12
"607",1,7,23,3,"ATL","CLE",12
"608",0,10,16,1,"PHX","NYG",12
"609",0,26,6,4,"SEA","CIN",12
"610",0,10,16,7,"WAS","PHA",12
"611",1,16,14,7,"CHI","DET",12
"612",1,42,21,9.5,"DEN","MIN",12
"613",0,20,31,4.5,"NYJ","HOU",12
"614",0,28,34,7.5,"MIA","SD",12
"615",1,17,7,9.5,"LAA","KC",12
"616",1,27,24,1,"NO","PIT",12
"617",0,28,31,4,"GB","DET",13
"618",1,20,17,2,"DAL","NE",13
"619",1,35,14,6.5,"CIN","ATL",13
"620",1,41,14,13.5,"WAS","BUF",13
"621",1,27,10,6.5,"CLE","HOU",13
"622",1,28,27,7,"NYG","KC",13
"623",0,34,33,3,"LAN","TB",13
"624",1,17,16,4.5,"PHX","PHA",13
"625",1,52,24,2.5,"PIT","SD",13
"626",0,34,3,4,"CHI","MIN",13
"627",1,21,7,14.5,"LAA","IND",13
"628",0,35,3,7.5,"SF","NO",13
