"","Item 1","Item 2","Item 3","Item 4","Item 5","Item 6"
"164",0,0,0,1,0,0
"165",0,0,0,1,0,0
"166",0,0,0,1,0,0
"167",0,0,0,1,0,0
"168",0,0,1,0,0,0
"169",0,0,1,0,0,0
"170",0,0,1,0,0,0
"171",0,0,1,0,0,0
"172",0,0,1,0,0,0
"173",0,0,1,0,0,0
"174",0,0,1,0,0,0
"175",0,0,1,0,0,0
"176",0,0,1,0,0,0
"177",0,0,1,0,0,0
"178",0,0,1,0,0,0
"179",0,0,1,0,0,0
"180",0,1,0,0,0,0
"181",0,1,0,0,0,0
"182",0,1,0,0,0,0
"183",0,1,0,0,0,0
"184",0,1,0,0,0,0
"185",0,1,0,0,0,0
"186",0,1,0,0,0,0
"187",0,1,0,0,0,0
"188",0,1,0,0,0,0
"189",0,1,0,0,0,0
"190",0,1,0,0,0,0
"191",0,1,0,0,0,0
"192",0,1,0,0,0,0
"193",0,1,0,0,0,0
"194",0,1,0,0,0,0
"195",0,1,0,0,0,0
"196",0,1,0,0,0,0
"197",0,1,0,0,0,0
"198",0,1,0,0,0,0
"199",0,1,0,0,0,0
"200",0,1,0,0,0,0
"201",0,1,0,0,0,0
"202",0,1,0,0,0,0
"203",0,1,0,0,0,0
"204",0,1,0,0,0,0
"205",0,1,0,0,0,0
"206",0,1,0,0,0,0
"207",0,1,0,0,0,0
"208",0,1,0,0,0,0
"209",0,1,0,0,0,0
"210",0,1,0,0,0,0
"211",0,1,0,0,0,0
"212",0,1,0,0,0,0
"213",0,1,0,0,0,0
"214",0,1,0,0,0,0
"215",0,1,0,0,0,0
"216",0,1,0,0,0,0
"217",0,1,0,0,0,0
"218",0,1,0,0,0,0
"219",0,1,0,0,0,0
"220",0,1,0,0,0,0
"221",0,1,0,0,0,0
"222",0,1,0,0,0,0
"223",0,1,0,0,0,0
"224",0,1,0,0,0,0
"225",0,1,0,0,0,0
"226",0,1,0,0,0,0
"227",0,1,0,0,0,0
"228",0,1,0,0,0,0
"229",0,1,0,0,0,0
"230",0,1,0,0,0,0
"231",0,1,0,0,0,0
"232",0,1,0,0,0,0
"233",0,1,0,0,0,0
"234",0,1,0,0,0,0
"235",0,1,0,0,0,0
"236",0,1,0,0,0,0
"237",0,1,0,0,0,0
"238",0,1,0,0,0,0
"239",0,1,0,0,0,0
"240",0,1,0,0,0,0
"241",0,1,0,0,0,0
"242",0,1,0,0,0,0
"243",0,1,0,0,0,0
"244",0,1,0,0,0,0
"245",0,1,0,0,0,0
"246",0,1,0,0,0,0
"247",0,1,0,0,0,0
"248",0,1,0,0,0,0
"249",0,1,0,0,0,0
"250",0,1,0,0,0,0
"251",0,1,0,0,0,0
"252",0,1,0,0,0,0
"253",0,1,0,0,0,0
"254",0,1,0,0,0,0
"255",0,1,0,0,0,0
"256",0,1,0,0,0,0
"257",0,1,0,0,0,0
"258",0,1,0,0,0,0
"259",0,1,0,0,0,0
"260",0,1,0,0,0,0
"261",0,1,0,0,0,0
"262",0,1,0,0,0,0
"263",0,1,0,0,0,0
"264",0,1,0,0,0,0
"265",0,1,0,0,0,0
"266",0,1,0,0,0,0
"267",0,1,0,0,0,0
"268",0,1,0,0,0,0
"269",0,1,0,0,0,0
"270",0,1,0,0,0,0
"271",0,1,0,0,0,0
"272",0,1,0,0,0,0
"273",0,1,0,0,0,0
"274",0,1,0,0,0,0
"275",0,1,0,0,0,0
"276",0,1,0,0,0,0
"277",0,1,0,0,0,0
"278",0,1,0,0,0,0
"279",0,1,0,0,0,0
"280",0,1,0,0,0,0
"281",0,1,0,0,0,0
"282",0,1,0,0,0,0
"283",0,1,0,0,0,0
"284",0,1,0,0,0,0
"285",0,1,0,0,0,0
"286",0,1,0,0,0,0
"287",0,1,0,0,0,0
"288",0,1,0,0,0,0
"289",0,1,0,0,0,0
"290",0,1,0,0,0,0
"291",0,1,0,0,0,0
"292",0,1,0,0,0,0
"293",0,1,0,0,0,0
"294",0,1,0,0,0,0
"295",0,1,0,0,0,0
"296",0,1,0,0,0,0
"297",0,1,0,0,0,0
"298",0,1,0,0,0,0
"299",0,1,0,0,0,0
"300",0,1,0,0,0,0
"301",0,1,0,0,0,0
"302",0,1,0,0,0,0
"303",0,1,0,0,0,0
"304",0,1,0,0,0,0
"305",0,1,0,0,0,0
"306",0,1,0,0,0,0
"307",0,1,0,0,0,0
"308",0,1,0,0,0,0
"309",0,1,0,0,0,0
"310",0,1,0,0,0,0
"311",0,1,0,0,0,0
"312",0,1,0,0,0,0
"313",0,1,0,0,0,0
"314",0,1,0,0,0,0
"315",0,1,0,0,0,0
"316",0,1,0,0,0,0
"317",0,1,0,0,0,0
"318",0,1,0,0,0,0
"319",0,1,0,0,0,0
"320",0,1,0,0,0,0
"321",0,1,0,0,0,0
"322",0,1,0,0,0,0
"323",0,1,0,0,0,0
"324",0,1,0,0,0,0
"325",0,1,0,0,0,0
"326",0,1,0,0,0,0
"327",0,1,0,0,0,0
"328",0,1,0,0,0,0
"329",0,1,0,0,0,0
"330",0,1,0,0,0,0
"331",0,1,0,0,0,0
"332",0,1,0,0,0,0
"333",0,1,0,0,0,0
"334",0,1,0,0,0,0
"335",0,1,0,0,0,0
"336",0,1,0,0,0,0
"337",0,1,0,0,0,0
"338",0,1,0,0,0,0
"339",0,1,0,0,0,0
"340",0,1,0,0,0,0
"341",0,1,0,0,0,0
"342",0,1,0,0,0,0
"343",0,1,0,0,0,0
"344",0,1,0,0,0,0
"345",0,1,0,0,0,0
"346",0,1,0,0,0,0
"347",0,1,0,0,0,0
"348",0,1,0,0,0,0
"349",0,1,0,0,0,0
"350",0,1,0,0,0,0
"351",0,1,0,0,0,0
"352",1,0,0,0,0,0
"353",1,0,0,0,0,0
"354",1,0,0,0,0,0
"355",1,0,0,0,0,0
"356",1,0,0,0,0,0
"357",1,0,0,0,0,0
"358",1,0,0,0,0,0
"359",1,0,0,0,0,0
"360",1,0,0,0,0,0
"361",1,0,0,0,0,0
"362",1,0,0,0,0,0
"363",1,0,0,0,0,0
"364",1,0,0,0,0,0
"365",1,0,0,0,0,0
"366",1,0,0,0,0,0
"367",1,0,0,0,0,0
"368",1,0,0,0,0,0
"369",1,0,0,0,0,0
"370",1,0,0,0,0,0
"371",1,0,0,0,0,0
"372",1,0,0,0,0,0
"373",1,0,0,0,0,0
"374",1,0,0,0,0,0
"375",1,0,0,0,0,0
"376",1,0,0,0,0,0
"377",1,0,0,0,0,0
"378",1,0,0,0,0,0
"379",1,0,0,0,0,0
"380",1,0,0,0,0,0
"381",1,0,0,0,0,0
"382",1,0,0,0,0,0
"383",1,0,0,0,0,0
"384",1,0,0,0,0,0
"385",1,0,0,0,0,0
"386",1,0,0,0,0,0
"387",1,0,0,0,0,0
"388",1,0,0,0,0,0
"389",1,0,0,0,0,0
"390",1,0,0,0,0,0
"391",1,0,0,0,0,0
"392",1,0,0,0,0,0
"393",1,0,0,0,0,0
"394",1,0,0,0,0,0
"395",1,0,0,0,0,0
"396",1,0,0,0,0,0
"397",1,0,0,0,0,0
"398",1,0,0,0,0,0
"399",1,0,0,0,0,0
"400",1,0,0,0,0,0
"401",1,0,0,0,0,0
"402",1,0,0,0,0,0
"403",1,0,0,0,0,0
"404",1,0,0,0,0,0
"405",1,0,0,0,0,0
"406",1,0,0,0,0,0
"407",1,0,0,0,0,0
"408",1,0,0,0,0,0
"409",1,0,0,0,0,0
"410",1,0,0,0,0,0
"411",1,0,0,0,0,0
"412",1,0,0,0,0,0
"413",1,0,0,0,0,0
"414",1,0,0,0,0,0
"415",1,0,0,0,0,0
"416",1,0,0,0,0,0
"417",0,0,1,0,0,1
"418",0,1,0,0,0,1
"419",0,1,0,0,0,1
"420",0,1,0,0,0,1
"421",0,1,0,0,0,1
"422",1,0,0,0,0,1
"423",1,0,0,0,0,1
"424",1,0,0,0,0,1
"425",1,0,0,0,0,1
"426",1,0,0,0,0,1
"427",1,0,0,0,0,1
"428",1,0,0,0,0,1
"429",1,0,0,0,0,1
"430",1,0,0,0,0,1
"431",1,0,0,0,0,1
"432",1,0,0,0,0,1
"433",0,0,1,0,1,0
"434",0,0,1,0,1,0
"435",0,1,0,0,1,0
"436",0,1,0,0,1,0
"437",0,1,0,0,1,0
"438",0,1,0,0,1,0
"439",0,1,0,0,1,0
"440",0,1,0,0,1,0
"441",0,1,0,0,1,0
"442",0,1,0,0,1,0
"443",0,1,0,0,1,0
"444",0,1,0,0,1,0
"445",0,1,0,0,1,0
"446",0,1,0,0,1,0
"447",0,1,0,0,1,0
"448",0,1,0,0,1,0
"449",0,1,0,0,1,0
"450",0,1,0,0,1,0
"451",0,1,0,0,1,0
"452",0,1,0,0,1,0
"453",0,1,0,0,1,0
"454",0,1,0,0,1,0
"455",0,1,0,0,1,0
"456",0,1,0,0,1,0
"457",0,1,0,0,1,0
"458",0,1,0,0,1,0
"459",0,1,0,0,1,0
"460",0,1,0,0,1,0
"461",0,1,0,0,1,0
"462",0,1,0,0,1,0
"463",0,1,0,0,1,0
"464",0,1,0,0,1,0
"465",0,1,0,0,1,0
"466",0,1,0,0,1,0
"467",0,1,0,0,1,0
"468",0,1,0,0,1,0
"469",0,1,0,0,1,0
"470",0,1,0,0,1,0
"471",0,1,0,0,1,0
"472",0,1,0,0,1,0
"473",1,0,0,0,1,0
"474",1,0,0,0,1,0
"475",1,0,0,0,1,0
"476",1,0,0,0,1,0
"477",1,0,0,0,1,0
"478",1,0,0,0,1,0
"479",1,0,0,0,1,0
"480",1,0,0,0,1,0
"481",1,0,0,0,1,0
"482",1,0,0,0,1,0
"483",1,0,0,0,1,0
"484",1,0,0,0,1,0
"485",1,0,0,0,1,0
"486",1,0,0,0,1,0
"487",1,0,0,0,1,0
"488",1,0,0,0,1,0
"489",1,0,0,0,1,0
"490",1,0,0,0,1,0
"491",1,0,0,0,1,0
"492",1,0,0,0,1,0
"493",1,0,0,0,1,0
"494",1,0,0,0,1,0
"495",1,0,0,0,1,0
"496",1,0,0,0,1,0
"497",1,0,0,0,1,0
"498",1,0,0,0,1,0
"499",1,0,0,0,1,0
"500",1,0,0,0,1,0
"501",1,0,0,0,1,0
"502",1,0,0,0,1,0
"503",1,0,0,0,1,0
"504",1,0,0,0,1,0
"505",1,0,0,0,1,0
"506",1,0,0,0,1,0
"507",0,0,1,1,0,0
"508",0,1,0,1,0,0
"509",0,1,0,1,0,0
"510",0,1,0,1,0,0
"511",0,1,0,1,0,0
"512",0,1,0,1,0,0
"513",0,1,0,1,0,0
"514",0,1,0,1,0,0
"515",0,1,0,1,0,0
"516",0,1,0,1,0,0
"517",0,1,0,1,0,0
"518",0,1,0,1,0,0
"519",0,1,0,1,0,0
"520",0,1,0,1,0,0
"521",0,1,0,1,0,0
"522",0,1,0,1,0,0
"523",0,1,0,1,0,0
"524",0,1,0,1,0,0
"525",0,1,0,1,0,0
"526",0,1,0,1,0,0
"527",0,1,0,1,0,0
"528",0,1,0,1,0,0
"529",0,1,0,1,0,0
"530",0,1,0,1,0,0
"531",0,1,0,1,0,0
"532",0,1,0,1,0,0
"533",0,1,0,1,0,0
"534",0,1,0,1,0,0
"535",0,1,0,1,0,0
"536",0,1,0,1,0,0
"537",0,1,0,1,0,0
"538",0,1,0,1,0,0
"539",0,1,0,1,0,0
"540",0,1,0,1,0,0
"541",0,1,0,1,0,0
"542",0,1,0,1,0,0
"543",0,1,0,1,0,0
"544",0,1,0,1,0,0
"545",0,1,0,1,0,0
"546",0,1,0,1,0,0
"547",0,1,0,1,0,0
"548",0,1,0,1,0,0
"549",0,1,0,1,0,0
"550",0,1,0,1,0,0
"551",0,1,0,1,0,0
"552",0,1,0,1,0,0
"553",1,0,0,1,0,0
"554",1,0,0,1,0,0
"555",1,0,0,1,0,0
"556",1,0,0,1,0,0
"557",1,0,0,1,0,0
"558",1,0,0,1,0,0
"559",1,0,0,1,0,0
"560",1,0,0,1,0,0
"561",1,0,0,1,0,0
"562",1,0,0,1,0,0
"563",1,0,0,1,0,0
"564",1,0,0,1,0,0
"565",1,0,0,1,0,0
"566",1,0,0,1,0,0
"567",1,0,0,1,0,0
"568",1,0,0,1,0,0
"569",1,0,0,1,0,0
"570",1,0,0,1,0,0
"571",1,0,0,1,0,0
"572",1,0,0,1,0,0
"573",0,1,1,0,0,0
"574",0,1,1,0,0,0
"575",0,1,1,0,0,0
"576",0,1,1,0,0,0
"577",0,1,1,0,0,0
"578",0,1,1,0,0,0
"579",0,1,1,0,0,0
"580",0,1,1,0,0,0
"581",0,1,1,0,0,0
"582",0,1,1,0,0,0
"583",0,1,1,0,0,0
"584",0,1,1,0,0,0
"585",0,1,1,0,0,0
"586",0,1,1,0,0,0
"587",0,1,1,0,0,0
"588",0,1,1,0,0,0
"589",0,1,1,0,0,0
"590",0,1,1,0,0,0
"591",0,1,1,0,0,0
"592",0,1,1,0,0,0
"593",0,1,1,0,0,0
"594",1,0,1,0,0,0
"595",1,0,1,0,0,0
"596",1,0,1,0,0,0
"597",1,0,1,0,0,0
"598",1,0,1,0,0,0
"599",1,0,1,0,0,0
"600",1,0,1,0,0,0
"601",1,0,1,0,0,0
"602",1,0,1,0,0,0
"603",1,0,1,0,0,0
"604",1,0,1,0,0,0
"605",1,0,1,0,0,0
"606",1,0,1,0,0,0
"607",1,0,1,0,0,0
"608",1,0,1,0,0,0
"609",1,0,1,0,0,0
"610",1,0,1,0,0,0
"611",1,0,1,0,0,0
"612",1,0,1,0,0,0
"613",1,0,1,0,0,0
"614",1,0,1,0,0,0
"615",1,0,1,0,0,0
"616",1,0,1,0,0,0
"617",1,0,1,0,0,0
"618",1,1,0,0,0,0
"619",1,1,0,0,0,0
"620",1,1,0,0,0,0
"621",1,1,0,0,0,0
"622",1,1,0,0,0,0
"623",1,1,0,0,0,0
"624",1,1,0,0,0,0
"625",1,1,0,0,0,0
"626",1,1,0,0,0,0
"627",1,1,0,0,0,0
"628",1,1,0,0,0,0
"629",1,1,0,0,0,0
"630",1,1,0,0,0,0
"631",1,1,0,0,0,0
"632",1,1,0,0,0,0
"633",1,1,0,0,0,0
"634",1,1,0,0,0,0
"635",1,1,0,0,0,0
"636",1,1,0,0,0,0
"637",1,1,0,0,0,0
"638",1,1,0,0,0,0
"639",1,1,0,0,0,0
"640",1,1,0,0,0,0
"641",1,1,0,0,0,0
"642",1,1,0,0,0,0
"643",1,1,0,0,0,0
"644",1,1,0,0,0,0
"645",1,1,0,0,0,0
"646",1,1,0,0,0,0
"647",1,1,0,0,0,0
"648",1,1,0,0,0,0
"649",1,1,0,0,0,0
"650",1,1,0,0,0,0
"651",1,1,0,0,0,0
"652",1,1,0,0,0,0
"653",1,1,0,0,0,0
"654",1,1,0,0,0,0
"655",1,1,0,0,0,0
"656",1,1,0,0,0,0
"657",1,1,0,0,0,0
"658",1,1,0,0,0,0
"659",1,1,0,0,0,0
"660",1,1,0,0,0,0
"661",1,1,0,0,0,0
"662",1,1,0,0,0,0
"663",1,1,0,0,0,0
"664",1,1,0,0,0,0
"665",1,1,0,0,0,0
"666",1,1,0,0,0,0
"667",1,1,0,0,0,0
"668",1,1,0,0,0,0
"669",1,1,0,0,0,0
"670",1,1,0,0,0,0
"671",1,1,0,0,0,0
"672",1,1,0,0,0,0
"673",0,0,1,0,1,1
"674",0,0,1,0,1,1
"675",0,1,0,0,1,1
"676",0,1,0,0,1,1
"677",0,1,0,0,1,1
"678",0,1,0,0,1,1
"679",0,1,0,0,1,1
"680",0,1,0,0,1,1
"681",0,1,0,0,1,1
"682",0,1,0,0,1,1
"683",0,1,0,0,1,1
"684",0,1,0,0,1,1
"685",0,1,0,0,1,1
"686",1,0,0,0,1,1
"687",1,0,0,0,1,1
"688",1,0,0,0,1,1
"689",1,0,0,0,1,1
"690",1,0,0,0,1,1
"691",1,0,0,0,1,1
"692",1,0,0,0,1,1
"693",1,0,0,0,1,1
"694",1,0,0,0,1,1
"695",1,0,0,0,1,1
"696",0,1,0,1,0,1
"697",1,0,0,1,0,1
"698",0,1,1,0,0,1
"699",0,1,1,0,0,1
"700",1,0,1,0,0,1
"701",1,0,1,0,0,1
"702",1,0,1,0,0,1
"703",1,0,1,0,0,1
"704",1,0,1,0,0,1
"705",1,0,1,0,0,1
"706",1,0,1,0,0,1
"707",1,0,1,0,0,1
"708",1,1,0,0,0,1
"709",1,1,0,0,0,1
"710",1,1,0,0,0,1
"711",1,1,0,0,0,1
"712",1,1,0,0,0,1
"713",1,1,0,0,0,1
"714",1,1,0,0,0,1
"715",1,1,0,0,0,1
"716",1,1,0,0,0,1
"717",1,1,0,0,0,1
"718",1,1,1,0,0,0
"719",1,1,1,0,0,0
"720",1,1,1,0,0,0
"721",1,1,1,0,0,0
"722",1,1,1,0,0,0
"723",1,1,1,0,0,0
"724",1,1,1,0,0,0
"725",1,1,1,0,0,0
"726",1,1,1,0,0,0
"727",1,1,1,0,0,0
"728",1,1,1,0,0,0
"729",1,1,1,0,0,0
"730",1,1,1,0,0,0
"731",1,1,0,1,0,0
"732",1,1,0,1,0,0
"733",1,1,0,1,0,0
"734",1,1,0,1,0,0
"735",1,1,0,1,0,0
"736",1,0,1,1,0,0
"737",1,0,1,1,0,0
"738",0,1,1,1,0,0
"739",0,1,1,1,0,0
"740",0,1,1,1,0,0
"741",0,1,1,1,0,0
"742",0,1,1,1,0,0
"743",0,1,1,1,0,0
"744",0,1,1,1,0,0
"745",0,1,1,1,0,0
"746",0,1,1,1,0,0
"747",0,1,1,1,0,0
"748",0,1,1,1,0,0
"749",0,1,1,1,0,0
"750",0,1,1,1,0,0
"751",1,1,0,0,1,0
"752",1,1,0,0,1,0
"753",1,1,0,0,1,0
"754",1,1,0,0,1,0
"755",1,1,0,0,1,0
"756",1,1,0,0,1,0
"757",1,1,0,0,1,0
"758",1,1,0,0,1,0
"759",1,1,0,0,1,0
"760",1,1,0,0,1,0
"761",1,1,0,0,1,0
"762",1,1,0,0,1,0
"763",1,1,0,0,1,0
"764",1,1,0,0,1,0
"765",1,1,0,0,1,0
"766",1,1,0,0,1,0
"767",1,1,0,0,1,0
"768",1,1,0,0,1,0
"769",1,1,0,0,1,0
"770",1,1,0,0,1,0
"771",1,1,0,0,1,0
"772",1,1,0,0,1,0
"773",1,1,0,0,1,0
"774",1,1,0,0,1,0
"775",1,1,0,0,1,0
"776",1,1,0,0,1,0
"777",1,0,1,0,1,0
"778",1,0,1,0,1,0
"779",1,0,1,0,1,0
"780",1,0,1,0,1,0
"781",1,0,1,0,1,0
"782",1,0,1,0,1,0
"783",1,0,1,0,1,0
"784",1,0,1,0,1,0
"785",1,0,1,0,1,0
"786",1,0,1,0,1,0
"787",1,0,1,0,1,0
"788",1,0,1,0,1,0
"789",1,0,1,0,1,0
"790",1,0,1,0,1,0
"791",1,0,1,0,1,0
"792",1,0,1,0,1,0
"793",1,0,1,0,1,0
"794",1,0,1,0,1,0
"795",1,0,1,0,1,0
"796",1,0,1,0,1,0
"797",1,0,1,0,1,0
"798",1,0,1,0,1,0
"799",1,0,1,0,1,0
"800",1,0,1,0,1,0
"801",1,0,1,0,1,0
"802",1,0,1,0,1,0
"803",1,0,1,0,1,0
"804",1,0,1,0,1,0
"805",1,0,1,0,1,0
"806",1,0,1,0,1,0
"807",1,0,1,0,1,0
"808",0,1,1,0,1,0
"809",0,1,1,0,1,0
"810",0,1,1,0,1,0
"811",0,1,1,0,1,0
"812",0,1,1,0,1,0
"813",0,1,1,0,1,0
"814",0,1,1,0,1,0
"815",0,1,1,0,1,0
"816",0,1,1,0,1,0
"817",0,1,1,0,1,0
"818",0,1,1,0,1,0
"819",0,1,1,0,1,0
"820",0,1,1,0,1,0
"821",0,1,1,0,1,0
"822",0,1,1,0,1,0
"823",0,1,1,0,1,0
"824",0,1,1,0,1,0
"825",0,1,1,0,1,0
"826",0,1,1,0,1,0
"827",0,1,1,0,1,0
"828",0,1,1,0,1,0
"829",0,1,1,0,1,0
"830",0,1,1,0,1,0
"831",0,1,1,0,1,0
"832",0,1,1,0,1,0
"833",0,1,1,0,1,0
"834",0,1,1,0,1,0
"835",0,1,1,0,1,0
"836",1,0,0,1,1,0
"837",1,0,0,1,1,0
"838",1,0,0,1,1,0
"839",1,0,0,1,1,0
"840",1,0,0,1,1,0
"841",0,1,0,1,1,0
"842",0,1,0,1,1,0
"843",0,1,0,1,1,0
"844",0,1,0,1,1,0
"845",0,1,0,1,1,0
"846",0,1,0,1,1,0
"847",0,1,0,1,1,0
"848",0,1,0,1,1,0
"849",0,1,0,1,1,0
"850",0,1,0,1,1,0
"851",0,1,0,1,1,0
"852",0,1,0,1,1,0
"853",0,1,0,1,1,0
"854",0,1,0,1,1,0
"855",0,1,0,1,1,0
"856",0,1,0,1,1,0
"857",0,1,0,1,1,0
"858",0,1,0,1,1,0
"859",0,1,0,1,1,0
"860",0,1,0,1,1,0
"861",0,1,0,1,1,0
"862",0,1,0,1,1,0
"863",0,0,1,1,1,0
"864",1,1,1,1,0,0
"865",1,1,1,1,0,0
"866",1,1,1,1,0,0
"867",1,1,1,0,1,0
"868",1,1,1,0,1,0
"869",1,1,1,0,1,0
"870",1,1,1,0,1,0
"871",1,1,1,0,1,0
"872",1,1,1,0,1,0
"873",1,1,0,1,1,0
"874",1,1,0,1,1,0
"875",1,1,0,1,1,0
"876",1,1,0,1,1,0
"877",1,0,1,1,1,0
"878",1,0,1,1,1,0
"879",1,0,1,1,1,0
"880",1,0,1,1,1,0
"881",1,0,1,1,1,0
"882",1,0,1,1,1,0
"883",1,0,1,1,1,0
"884",1,0,1,1,1,0
"885",0,1,1,1,1,0
"886",0,1,1,1,1,0
"887",0,1,1,1,1,0
"888",0,1,1,1,1,0
"889",0,1,1,1,1,0
"890",0,1,1,1,1,0
"891",0,1,1,1,1,0
"892",0,1,1,1,1,0
"893",0,1,1,1,1,0
"894",0,1,1,1,1,0
"895",0,1,1,1,1,0
"896",0,1,1,1,1,0
"897",0,1,1,1,1,0
"898",0,1,1,1,1,0
"899",0,1,1,1,1,0
"900",0,1,1,1,1,0
"901",0,1,1,1,1,0
"902",0,1,1,1,1,0
"903",0,1,1,1,1,0
"904",0,1,1,1,1,0
"905",0,1,1,1,1,0
"906",0,1,1,1,1,0
"907",0,1,1,1,1,0
"908",0,1,1,1,1,0
"909",0,1,1,1,1,0
"910",0,1,1,1,1,0
"911",0,1,1,1,1,0
"912",0,1,1,1,1,0
"913",0,1,1,1,1,0
"914",0,1,1,1,1,0
"915",0,1,1,1,1,0
"916",0,1,1,1,1,0
"917",0,1,1,1,1,0
"918",0,1,1,1,1,0
"919",0,1,1,1,1,0
"920",1,1,1,0,0,1
"921",1,0,1,1,0,1
"922",0,1,1,1,0,1
"923",0,1,1,1,0,1
"924",0,1,1,1,0,1
"925",1,1,0,0,1,1
"926",1,1,0,0,1,1
"927",1,1,0,0,1,1
"928",1,0,1,0,1,1
