"","Year","Latitude","Longitude","Sea.Surface.Temp","Air.Temp","Humidity","UWind","VWind"
"57",1997,0,-110,28.78,26.77,89.8,-5,0.1
"58",1997,0,-110,28.83,27.15,86.3,-1.4,0.5
"59",1997,0,-110,29.08,27.31,86.8,0.2,1.6
"60",1997,0,-110,28.91,27.49,86.1,-5.6,1.5
"61",1997,0,-110,28.74,27.31,88.9,-6.4,-0.9
"62",1997,0,-110,28.65,27.74,89.3,-7.2,-4
"63",1997,0,-110,28.57,27.6,90.4,-7.9,-2.3
"64",1997,0,-110,28.51,28.37,88,-5.4,-6.2
"65",1997,0,-110,28.59,28.28,88.1,0.1,-4.4
"66",1997,0,-110,28.48,26.42,90.2,0.8,2.2
"67",1997,0,-110,28.63,27.63,81.9,0.1,2.4
"68",1997,0,-110,29,28.1,82.3,-0.4,0.9
"69",1997,0,-110,29.09,27.28,87.1,-2.4,-1
"70",1997,0,-110,28.78,27.42,88.2,-1.9,-1.4
"71",1997,0,-110,28.76,27.33,89.6,-3.1,-0.4
"72",1997,0,-110,28.78,26.91,88.5,-2.9,1.6
"73",1997,0,-110,29.03,28.08,86.8,-3.9,-1.7
"74",1997,0,-110,28.78,26.98,91.3,-3.9,-3.7
"75",1997,0,-110,28.76,27.64,85.8,-2.4,-2.4
"76",1997,0,-110,28.73,27.13,89.6,-1.9,-0.8
"77",1997,0,-110,28.66,26.83,92.1,-1.5,3.9
"78",1997,0,-110,28.7,27.06,89.9,1.8,0.8
"79",1997,0,-110,28.83,27.68,86,0.8,-0.7
"80",1997,0,-110,28.89,27.87,86.7,-3.6,-0.8
"81",1997,0,-110,28.82,27.84,86.7,-3.7,-0.4
"82",1997,0,-110,28.9,26.9,90.9,-2.8,-1.7
"83",1997,0,-110,29.04,27.55,89,-4.1,-1.6
"84",1997,0,-110,29.06,27.52,88,-1.3,-0.7
"85",1997,0,-110,29,27.28,90.1,-3.1,0.5
"86",1997,0,-110,29.04,27.81,87.6,-2.8,-1.5
"87",1997,0,-110,29.22,28.4,85.3,-2.9,-1.7
"88",1997,0,-110,29.33,27.67,89.7,-0.9,2.1
"89",1997,0,-110,29.29,27.95,88.2,-0.3,0.3
"90",1997,0,-110,29.41,27.78,89.9,-2.5,-1.5
"91",1997,0,-110,29.33,28.3,89.1,-3.1,-1.2
"92",1997,0,-110,29.55,28.33,87.6,-3.3,-1.3
"93",1997,0,-95,26.79,26.39,79.4,-4.5,4.9
"94",1997,0,-95,26.68,26.19,77.7,-3.6,6
"95",1997,0,-95,26.62,26.15,78.4,-2.6,6.1
"96",1997,0,-95,26.59,26.39,80.5,-2.4,5
"97",1997,0,-95,26.64,26.27,81.9,-2.9,6.9
"98",1997,0,-95,26.69,26.35,78.4,-2.3,6.4
"99",1997,0,-95,26.85,26.15,75.9,-1.2,4.5
"100",1997,0,-95,26.91,25.83,78.4,0.9,4
"101",1997,0,-95,27.03,26.27,73.8,0.2,5.1
"102",1997,0,-95,27.24,26.31,73.5,-1.1,3.9
"103",1997,0,-95,27.46,26.59,75.6,-0.6,3.4
"104",1997,0,-95,27.49,26.87,78.7,-1.9,5.4
"105",1997,0,-95,27.4,26.63,81.6,-2.8,5.3
"106",1997,0,-95,27.62,26.67,79.4,-3,5.3
"107",1997,0,-95,27.73,26.79,78,-3.6,6
"108",1997,0,-95,27.69,NA,79.8,-0.6,4.2
"109",1997,0,-95,27.63,NA,74.5,-3.9,5.8
"110",1997,0,-95,27.51,NA,76.3,-2.8,5.3
"111",1997,0,-95,27.54,NA,81.6,-2.3,5.6
"112",1997,0,-95,27.47,NA,81.9,-4.6,6.1
"113",1997,0,-95,27.44,NA,74.2,-4.4,6.5
"114",1997,0,-95,27.45,NA,72.1,-2.6,6.1
"115",1997,0,-95,27.52,NA,72.4,-0.1,4.9
"116",1997,0,-95,27.49,NA,81.6,1.3,2.7
"117",1997,0,-95,27.6,NA,74.5,-1,5.5
"118",1997,0,-95,27.59,NA,73.8,-0.7,6.2
"119",1997,0,-95,27.56,NA,75.6,-1.6,6.1
"120",1997,0,-95,27.53,NA,75.9,-2.2,7.2
"121",1997,0,-95,27.55,NA,76.6,-2.7,6.5
"122",1997,0,-95,27.6,NA,80.2,0.1,6.1
"123",1997,0,-95,27.6,NA,81.9,-1.2,4.9
"124",1997,0,-95,27.61,NA,83,-2.9,4.3
"125",1997,0,-95,27.7,NA,80.9,-5.3,4.6
"126",1997,0,-95,27.75,NA,78.4,-4.4,5.1
"127",1997,0,-95,27.81,NA,83,-4.7,2.7
"128",1997,0,-95,27.87,NA,84.4,-4.5,2.4
"129",1997,0,-95,27.97,NA,84,-4.1,2.8
"130",1997,0,-95,28.03,NA,83.3,-2.9,3.5
"131",1997,0,-95,27.97,NA,83,-3.5,4.4
"132",1997,0,-95,28.14,NA,82.3,-4.1,4.7
"133",1997,0,-95,28.02,NA,85.1,-1.5,1.4
"134",1997,0,-95,27.93,NA,79.4,-3.4,4.2
"135",1997,0,-95,28,NA,79.8,-3,4.1
"136",1997,0,-95,28.01,NA,84.4,-2.1,4.4
"137",1997,0,-95,27.91,NA,87.5,0.2,1.3
"138",1997,0,-95,27.89,NA,83.3,-0.1,2.2
"139",1997,0,-95,28.15,NA,82.3,-2,2.8
"140",1997,0,-95,28.47,NA,81.6,-2.3,1.3
"141",1997,0,-95,28.61,NA,79.1,-4,0.9
"142",1997,0,-95,28.74,NA,78.7,-4.6,-0.8
"143",1997,0,-95,28.74,NA,80.5,-4.7,1.2
"144",1997,0,-95,28.83,NA,80.5,-4,1.1
"145",1997,0,-95,28.79,NA,85.1,-4.9,0.1
"146",1997,0,-95,28.33,NA,88.9,-1.6,1
"147",1997,0,-95,28.21,NA,84.7,2.1,-0.6
"148",1997,0,-95,28.41,NA,79.4,-2.3,1.5
"149",1997,0,-95,28.74,NA,73.8,-1.5,0.2
"150",1997,0,-95,28.93,NA,82.3,0.6,2.6
"151",1997,0,-95,28.55,NA,84.4,1.6,-1
"152",1997,0,-95,28.75,NA,84,0.2,2.7
"153",1997,0,-95,28.75,NA,81.9,-3.4,2.1
"154",1997,0,-95,28.95,NA,80.5,-5.2,-3.4
"155",1997,0,-95,28.83,NA,79.1,-5.3,-4.4
"156",1997,0,-95,28.72,NA,80.2,-5.2,-3.4
"157",1997,0,-95,28.54,NA,82.6,-2.7,-1.6
"158",1997,0,-95,28.25,NA,84.7,1.9,1.8
"159",1997,0,-95,28.36,NA,86.1,4.3,1.1
"160",1997,0,-95,28.21,NA,85.8,2.7,1.6
"161",1997,0,-95,28.14,NA,86.5,-1.9,-2.2
"162",1997,0,-95,28.61,NA,80.5,-2.9,-1.8
"163",1997,0,-95,28.92,NA,80.9,-3,-0.6
"164",1997,0,-95,28.91,NA,80.5,-2.2,-2.9
"165",1997,0,-95,29.23,NA,78.4,0.1,-2.5
"166",1997,0,-95,29.35,NA,79.1,-2.7,-1.8
"167",1997,0,-95,29.39,NA,77.3,-3.2,-4.4
"168",1997,0,-95,29.24,NA,80.5,-2.9,-3.4
"169",1997,0,-95,29.14,NA,79.4,-1.5,0
"170",1997,0,-95,29.14,NA,82.3,-1.3,-4.1
"171",1997,0,-95,29,NA,75.6,-0.7,-2.8
"172",1997,0,-95,29.38,NA,77,-2.3,-1.3
"173",1997,0,-95,29.57,NA,79.1,-2,1.7
"174",1997,0,-95,29.65,NA,77,-2,0.8
"175",1997,0,-95,29.89,NA,74.5,-3,-0.2
"176",1997,0,-95,30.17,NA,77.7,-1.4,0.7
"177",1997,0,-95,29.95,NA,78,0.9,-4
"178",1997,0,-95,29.63,NA,76.3,-0.4,-3.9
"179",1997,0,-95,29.56,NA,79.1,-2.3,0.4
"180",1997,0,-95,29.44,NA,83,-0.2,2
"181",1997,0,-95,29.48,NA,84,1.9,-1.2
"182",1997,0,-95,29.43,NA,81.2,-0.4,0.5
"183",1997,0,-95,29.38,NA,79.8,-3.9,2.6
"184",1997,0,-95,29.21,NA,79.4,-4.1,-1.1
"185",1997,-5,-95,26.6,25.47,82.3,-6.8,5.1
"186",1997,-5,-95,26.65,25.63,79.9,-5.8,5.2
"187",1997,-5,-95,26.67,25.2,85.7,-5.2,5.3
"188",1997,-5,-95,26.59,25.47,85.2,-5.4,4.1
"189",1997,-5,-95,26.48,25.82,81.9,-5.1,5
"190",1997,-5,-95,26.55,25.78,79,-3.4,4.4
"191",1997,-5,-95,26.64,25.74,77.4,-3.2,4.2
"192",1997,-5,-95,26.83,25.74,76.1,-1.1,3.7
"193",1997,-5,-95,26.83,25.86,78.2,-3.1,3.6
"194",1997,-5,-95,26.78,25.86,81.5,-4.9,3.6
"195",1997,-5,-95,26.82,26.01,81.1,-4.8,4
"196",1997,-5,-95,26.82,25.97,82.8,-5.5,4.7
"197",1997,-5,-95,26.8,26.13,84,-5.5,6.1
"198",1997,-5,-95,26.78,25.78,84,-6.5,3.7
"199",1997,-5,-95,26.77,26.09,80.7,-6.3,4.6
"200",1997,-5,-95,26.81,25.97,79,-4.6,4
"201",1997,-5,-95,26.89,26.05,79.4,-6,3.2
"202",1997,-5,-95,26.91,26.13,79.9,-5.8,4
"203",1997,-5,-95,26.9,26.32,82.8,-5.5,5.9
"204",1997,-5,-95,26.89,26.05,81.1,-6.5,4.9
"205",1997,-5,-95,26.9,25.82,80.7,-5.4,4.1
"206",1997,-5,-95,26.93,26.2,78.2,-5.3,2.7
"207",1997,-5,-95,27.05,26.44,79,-3,4.4
"208",1997,-5,-95,27.11,26.36,81.1,-3.6,4
"209",1997,-5,-95,27.11,26.13,79.9,-4.1,3.9
"210",1997,-5,-95,27.12,26.28,79.4,-4,4.5
"211",1997,-5,-95,27.11,26.44,77.8,-5.2,4.1
"212",1997,-5,-95,27.14,26.47,72.8,-5.1,3.7
"213",1997,-5,-95,27.16,26.47,77,-5.7,3.5
"214",1997,-5,-95,27.19,26.51,79,-5.2,4.1
"215",1997,-5,-95,27.23,26.67,83.2,-5.1,4.7
"216",1997,-5,-95,27.28,26.67,84,-6.1,4.6
"217",1997,-5,-95,27.33,26.67,81.9,-6,4.2
"218",1997,-5,-95,27.4,26.67,80.7,-6,2.8
"219",1997,-5,-95,27.53,26.98,78.6,-5.1,3.7
"220",1997,-5,-95,27.57,26.98,82.3,-5.3,4.7
"221",1997,-5,-95,27.59,26.86,82.8,-4.2,5.5
"222",1997,-5,-95,27.61,27.05,84,-4.1,5.1
"223",1997,-5,-95,27.57,27.05,85.7,-4.9,4.8
"224",1997,-5,-95,27.56,27.13,86.9,-5.5,3.7
"225",1997,-5,-95,27.56,27.09,83.6,-5,5.2
"226",1997,-5,-95,27.6,26.86,84,-5.2,4.1
"227",1997,-5,-95,27.61,26.86,85.2,-4.7,3.8
"228",1997,-5,-95,27.56,27.01,83.2,-5.5,5.1
"229",1997,-5,-95,27.57,26.98,82.3,-4.9,6
"230",1997,-5,-95,27.6,26.94,78.6,-5,5.2
"231",1997,-5,-95,27.62,26.86,85.2,-4.4,5.5
"232",1997,-5,-95,27.61,26.98,84.8,-3.5,5.8
"233",1997,-5,-95,27.59,26.71,86.5,-4.9,5
"234",1997,-5,-95,27.66,26.74,90.6,-4.7,2.6
"235",1997,-5,-95,27.68,27.17,88.1,-6.6,3.1
"236",1997,-5,-95,27.64,26.94,87.7,-7.9,4.5
"237",1997,-5,-95,27.6,27.21,81.5,-6.9,3.7
"238",1997,-5,-95,27.63,27.13,79.4,-4.7,4.8
"239",1997,-5,-95,27.66,27.05,81.9,-4.3,3.7
"240",1997,-5,-95,27.65,27.13,86.9,-5.5,3.9
"241",1997,-5,-95,27.59,27.28,86.9,-5.9,4.8
"242",1997,-5,-95,27.6,27.09,84.8,-5.2,5.3
"243",1997,-5,-95,27.6,27.05,77,-4.3,5.1
"244",1997,-5,-95,27.55,27.05,79,-5.3,3.5
"245",1997,-5,-95,27.55,26.86,87.3,-6.1,3.8
"246",1997,-5,-95,27.66,26.9,91.9,-6.3,2.4
"247",1997,-5,-95,27.71,27.4,91,-6.1,3.6
"248",1997,-5,-95,27.8,27.4,88.1,-7.1,3.7
"249",1997,-5,-95,27.91,27.36,82.8,-5.2,4.5
"250",1997,-5,-95,28.11,27.32,81.9,-2.6,4.3
"251",1997,-5,-95,28.21,27.67,83.6,-2.6,4.3
"252",1997,-5,-95,28.28,27.63,83.6,-3.7,3.7
"253",1997,-5,-95,28.32,27.48,86.9,-4.9,2.8
"254",1997,-5,-95,28.35,27.48,88.6,-5.7,3.5
"255",1997,-5,-95,28.39,27.63,90.2,-6.7,3.5
"256",1997,-5,-95,28.36,27.13,90.6,-4.5,4.6
"257",1997,-5,-95,28.23,26.74,91,-3.1,5
"258",1997,-5,-95,28.26,27.63,83.2,-5.2,4.1
"259",1997,-5,-95,28.31,27.36,85.7,-3.7,2.6
"260",1997,-5,-95,28.43,27.75,88.1,-4,2.9
"261",1997,-5,-95,28.6,27.67,89,-0.8,3.1
"262",1997,-5,-95,28.63,27.09,92.7,-3.3,1.4
"263",1997,-5,-95,28.05,25.66,94.8,-1,0.8
"264",1997,-5,-95,28.33,27.21,88.1,-4.6,4
"265",1997,-5,-95,28.47,27.48,83.6,-4.2,5.7
"266",1997,-5,-95,28.35,26.9,89.4,-4.4,5.2
"267",1997,-5,-95,28.24,27.28,90.6,-3.5,6
"268",1997,-5,-95,28.16,27.28,91.9,-4.5,6.2
"269",1997,-5,-95,27.95,26.55,94.8,-1.7,5
"270",1997,-5,-95,28.11,26.71,90.6,-0.5,3.4
"271",1997,-5,-95,28.26,27.79,88.1,-2.6,5.3
"272",1997,-5,-95,28.32,27.56,92.7,-3.6,3
"273",1997,-5,-95,28.4,27.59,92.7,-3.5,1.4
"274",1997,-5,-95,28.61,27.79,89,-3.8,1.8
"275",1997,-5,-95,28.58,28.17,87.3,-4.3,5.7
"276",1997,-5,-95,28.94,28.1,90.2,-4.5,4.6
"277",1997,-2,-110,27.55,27.19,75.5,-6.8,4.6
"278",1997,-2,-110,27.53,26.87,75.1,-5.2,4.9
"279",1997,-2,-110,27.51,26.99,73.6,-5.7,4.2
"280",1997,-2,-110,27.57,26.99,73.6,-4.7,1.8
"281",1997,-2,-110,27.64,26.95,75.1,-3.6,3.7
"282",1997,-2,-110,27.66,26.99,74,-4.4,2.4
"283",1997,-2,-110,27.78,26.99,74.4,-1.8,3.3
"284",1997,-2,-110,27.75,27.11,75.9,-3.7,4.3
"285",1997,-2,-110,27.71,26.87,75.5,-4.3,4.4
"286",1997,-2,-110,27.82,27.15,74.7,-3.5,3.1
"287",1997,-2,-110,28,27.23,76.7,-4.5,3
"288",1997,-2,-110,28.07,27.27,79,-4.8,2.6
"289",1997,-2,-110,28.07,26.91,82.9,-3.8,3.5
"290",1997,-2,-110,27.96,25.89,86.4,-2.6,3.4
"291",1997,-2,-110,28.01,26.83,82.5,-4.2,1.5
"292",1997,-2,-110,28.24,27.15,82.9,-4.4,2.8
"293",1997,-2,-110,28.26,26.76,83.7,-5.9,4.4
"294",1997,-2,-110,28.18,27.27,77.8,-6.1,5.5
"295",1997,-2,-110,28.12,27.31,77.1,-7.4,4.6
"296",1997,-2,-110,28.05,27.35,77.1,-6.5,6.5
"297",1997,-2,-110,27.99,27.11,78.6,-5.2,7.3
"298",1997,-2,-110,27.93,26.99,74.4,-3.2,5.9
"299",1997,-2,-110,28,27.31,74.7,-2.3,2.9
"300",1997,-2,-110,28.03,27.7,78.2,-5.1,2.9
"301",1997,-2,-110,28.05,27.86,80.2,-5.8,1.5
"302",1997,-2,-110,28.07,27.51,79.4,-5.4,4.6
"303",1997,-2,-110,28.08,27.63,77.8,-4.5,4.4
"304",1997,-2,-110,28.08,27.59,77.1,-5.3,4.3
"305",1997,-2,-110,28.07,27.55,77.5,-6.9,4.4
"306",1997,-2,-110,28.09,27.74,71.6,-5.4,3.9
"307",1997,-2,-110,28.13,27.35,74.7,-3.6,4.7
"308",1997,-2,-110,28.1,27.47,81.3,-4.8,5.1
"309",1997,-2,-110,28.07,27.43,83.7,-5.9,4.4
"310",1997,-2,-110,28.1,27.82,82.9,-6.8,4.6
"311",1997,-2,-110,28.1,27.74,78.6,-6,5
"312",1997,-2,-110,28.08,27.07,83.7,-1.7,6.1
"313",1997,-2,-110,28.05,26.12,85.6,0.7,3
"314",1997,-2,-110,28.12,26.68,86.8,-4,5
"315",1997,-2,-110,28.17,27.7,81.7,-4.8,5.1
"316",1997,-2,-110,28.28,27.31,81.7,-5.2,3.7
"317",1997,-2,-110,28.26,27.03,82.9,-4.2,4.6
"318",1997,-2,-110,28.36,27.82,79.4,-3.2,5.9
"319",1997,-2,-110,28.37,27.82,76.3,-2.4,5.8
"320",1997,-2,-110,28.34,27.67,75.9,-4.7,4.5
"321",1997,-2,-110,28.37,27.78,78.6,-3.8,3.7
"322",1997,-2,-110,28.3,26.36,85.2,-1.5,3.9
"323",1997,-2,-110,28.29,27.51,82.1,-3.3,4.1
"324",1997,-2,-110,28.35,27.27,84.4,-3.6,4.9
"325",1997,-2,-110,28.31,27.82,80.2,-4.5,6.6
"326",1997,-2,-110,28.3,27.63,82.1,-4.9,5.3
"327",1997,-2,-110,28.27,27.51,84,-5.6,4.6
"328",1997,-2,-110,28.25,27.27,87.5,-5.6,3.6
"329",1997,-2,-110,28.24,27.15,87.5,-4.5,1.1
"330",1997,-2,-110,28.3,26.79,87.5,-5.9,2
"331",1997,-2,-110,28.34,27.59,83.7,-4.6,2.4
"332",1997,-2,-110,28.38,28.14,80.9,-6.6,2.7
"333",1997,-2,-110,28.43,27.98,81.3,-6,5
"334",1997,-2,-110,28.41,26.83,87.1,-4.9,3.3
"335",1997,-2,-110,28.51,27.23,84.4,-3,2.6
"336",1997,-2,-110,28.56,27.9,82.5,-6.5,4.1
"337",1997,-2,-110,28.45,27.78,81.7,-7.6,2.6
"338",1997,-2,-110,28.43,27.74,86.8,-7.5,0.8
"339",1997,-2,-110,28.47,27.94,86.8,-8.1,1.9
"340",1997,-2,-110,28.52,27.9,86.8,-7.6,-1.5
"341",1997,-2,-110,28.45,26.52,89.5,-2.6,0.6
"342",1997,-2,-110,28.48,27.03,84.4,-1.3,1.2
"343",1997,-2,-110,28.44,27.82,80.2,-1.1,2.8
"344",1997,-2,-110,28.61,27.78,83.7,-3.3,2.2
"345",1997,-2,-110,28.67,28.06,80.9,-4.8,4.7
"346",1997,-2,-110,28.79,27.55,85.2,-4.3,0.9
"347",1997,-2,-110,28.81,27.67,83.3,-3.2,1.6
"348",1997,-2,-110,28.57,26.76,83.7,-3.5,-0.1
"349",1997,-2,-110,28.81,27.7,84.4,-3.7,0.8
"350",1997,-2,-110,28.77,27.82,83.7,-4.7,2.2
"351",1997,-2,-110,28.87,26.36,89.9,-2,1.4
"352",1997,-2,-110,28.89,27.07,86.8,-3,4.8
"353",1997,-2,-110,28.93,27.7,82.5,-2.1,6.1
"354",1997,-2,-110,28.95,27.27,86.4,-1.8,1.6
"355",1997,-2,-110,29.12,27.43,85.6,0.4,-0.9
"356",1997,-2,-110,29.1,27.51,81.3,-2.6,-0.9
"357",1997,-2,-110,29.13,27.78,81.3,-3.5,2.3
"358",1997,-2,-110,29.28,28.5,79.8,-4.9,0.8
"359",1997,-2,-110,29.01,27.59,86.8,-6.8,3.7
"360",1997,-2,-110,28.77,26.79,89.1,-4.3,0.7
"361",1997,-2,-110,28.71,27.11,84.8,-3.1,0.9
"362",1997,-2,-110,29.03,27.78,83.7,-3.8,0.4
"363",1997,-2,-110,28.99,27.43,86.4,-1.3,3
"364",1997,-2,-110,28.92,27.47,86,-1.4,3.4
"365",1997,-2,-110,28.91,27.19,89.5,-4,3.8
"366",1997,-2,-110,28.88,27.07,89.5,-3.5,1
"367",1997,-2,-110,29.08,28.18,85.6,-3.2,0.5
"368",1997,-2,-110,29.32,27.9,87.1,-5,2.5
"369",1993,0,-110,23.59,23.1,81.2,-2.2,3.4
"370",1993,0,-110,23.57,23.15,81.7,-2.5,4.6
"371",1993,0,-110,23.67,23.15,82,-5.8,4
"372",1993,0,-110,23.43,23.2,80.8,-6.7,2.8
"373",1993,0,-110,23.42,23.13,83.5,-5.7,3.1
"374",1993,0,-110,23.43,22.99,81.6,-5.6,4.2
"375",1993,0,-110,23.49,22.9,80.7,-5.3,4.1
"376",1993,0,-110,23.49,22.83,81.5,-6.2,2.5
"377",1993,0,-110,23.24,22.66,85.9,-5.3,3.7
"378",1993,0,-110,22.75,22.38,88.6,-3.6,4.8
"379",1993,0,-110,22.33,22.21,88.7,-2.2,4.6
"380",1993,0,-110,22.28,22.09,87.5,-2.8,2.5
"381",1993,0,-110,22.23,22.22,87.5,-2.4,3.4
"382",1993,0,-110,22.24,22.11,88.3,-2.8,2.6
"383",1993,0,-110,22.46,22.32,84.2,-5.2,2.4
"384",1993,0,-110,22.49,22.18,85.5,-4.4,2.3
"385",1993,0,-110,22.51,22.47,85.3,-4.1,3.6
"386",1993,0,-110,22.52,22.24,85.6,-4.3,2.4
"387",1993,0,-110,22.49,22.27,86.2,-4.2,2.7
"388",1993,0,-110,22.38,22.06,87.2,-4.6,2.3
"389",1993,0,-110,22.39,22.09,87.5,-5,2.3
"390",1993,0,-110,22.82,22.37,86,-4.6,2.7
"391",1993,0,-110,23.41,22.7,81.1,-5.9,1.8
"392",1993,0,-110,23.93,22.73,79.9,-4.8,2.7
"393",1993,0,-110,24.67,22.94,80.3,-5.1,4.9
"394",1993,0,-110,23.97,22.92,81.6,-4.4,2.5
"395",1993,0,-110,23.1,23.02,84.4,-2.8,4
"396",1993,0,-110,23.48,22.73,86.7,-3.3,4
"397",1993,0,-110,24.2,22.98,82.9,-7.2,3.7
"398",1993,0,-110,23.82,22.71,82.8,-7,3.1
"399",1993,0,-110,23,22.83,79.9,-4.4,2.4
"400",1993,0,-110,22.91,22.83,83.4,-1.5,5.3
"401",1993,0,-110,22.8,22.52,88.7,-2.3,3.3
"402",1993,0,-110,22.82,22.46,89.1,-4.5,2.8
"403",1993,0,-110,22.75,22.53,88.3,-4,1.8
"404",1993,0,-110,22.71,22.59,91.9,-4.6,2.2
"405",1993,0,-110,22.85,22.66,90.3,-3.8,2.3
"406",1993,0,-110,22.84,22.73,89.3,-3.4,2.9
"407",1993,0,-110,22.89,22.94,90.2,-2.8,3.4
"408",1993,0,-110,22.76,22.69,89.4,-4.3,1.9
"409",1993,0,-110,23.01,22.93,88.8,-3.5,2.1
"410",1993,0,-110,23.2,22.98,87.5,-3.4,3.4
"411",1993,0,-110,23.36,23.3,85.4,-3.4,4.8
"412",1993,0,-110,23.32,23.17,85.9,-3.9,4.1
"413",1993,0,-110,23.37,23.22,84.5,-4.3,3
"414",1993,0,-110,23.39,23.06,82.7,-5.2,1.5
"415",1993,0,-110,23.33,22.95,81.4,-4.1,2.8
"416",1993,0,-110,23.29,22.99,86.1,-4.1,3
"417",1993,0,-110,23.24,22.99,86.7,-4.9,2.4
"418",1993,0,-110,23.18,22.88,87.5,-3.6,2.4
"419",1993,0,-110,22.93,22.84,86.4,-2.3,3.3
"420",1993,0,-110,23.5,23.14,86.8,-4.4,3.1
"421",1993,0,-110,23.78,23.49,88.4,-4.4,3.8
"422",1993,0,-110,24.1,23.68,85.7,-5.5,2.7
"423",1993,0,-110,23.98,23.43,85.6,-3.8,4.1
"424",1993,0,-110,23.6,23.03,86.4,-2,4.9
"425",1993,0,-110,23.37,23.17,87.9,-3.2,4.1
"426",1993,0,-110,23.43,23.13,88.6,-3,3.3
"427",1993,0,-110,23.4,23.14,89.3,-2.1,1.9
"428",1993,0,-110,23.44,22.97,90.4,-1.7,2.2
"429",1993,0,-110,23.4,23.23,90.1,-3.4,3.5
"430",1993,0,-110,23.37,23.21,89.9,-4.3,2.6
"431",1993,0,-110,23.45,23.16,90,-4.1,1.1
"432",1993,0,-110,23.71,23.14,87.7,-3,1.6
"433",1993,0,-110,24.29,23.39,85.8,-3,2.9
"434",1993,0,-110,24.08,23.53,87.8,-3.4,2
"435",1993,0,-110,24.25,23.71,87.2,-3.2,3.1
"436",1993,0,-110,24.19,23.82,87.1,-4.2,3.5
"437",1993,0,-110,24.19,23.85,86.2,-4.2,1.3
"438",1993,0,-110,24.14,23.8,85.9,-3.2,2.6
