"","dtime","lat","lon","lc"
"1574",2002-09-12 00:16:39,77.755,14.606,-1
"1575",2002-09-12 01:08:27,77.761,14.552,1
"1576",2002-09-12 01:12:01,77.819,14.304,-2
"1577",2002-09-12 01:18:42,77.716,14.999,-2
"1578",2002-09-12 02:03:04,77.759,14.639,-2
"1579",2002-09-12 03:02:02,77.763,14.61,-2
"1580",2002-09-12 03:11:24,77.665,14.185,-2
"1581",2002-09-12 03:13:24,77.77,14.667,-1
"1582",2002-09-12 05:18:52,77.797,14.777,-2
"1583",2002-09-12 06:10:01,77.775,15.003,1
"1584",2002-09-12 08:03:50,77.779,15.058,-1
"1585",2002-09-12 08:18:30,77.76,15.097,2
"1586",2002-09-12 09:05:52,77.753,15.181,-1
"1587",2002-09-12 10:22:58,77.945,15.127,-2
"1588",2002-09-12 11:16:53,77.724,15.212,1
"1589",2002-09-12 11:23:32,77.932,16.448,-2
"1590",2002-09-12 11:25:04,77.667,15.011,-2
"1591",2002-09-12 11:26:43,77.716,15.193,0
"1592",2002-09-12 12:06:02,77.719,15.225,1
"1593",2002-09-12 13:01:24,77.722,15.026,-2
"1594",2002-09-12 13:04:46,77.71,15.097,3
"1595",2002-09-12 13:07:43,77.71,15.107,-1
"1596",2002-09-12 15:12:45,77.688,14.838,-1
"1597",2002-09-12 17:11:35,77.736,14.831,-1
"1598",2002-09-12 18:10:13,77.721,14.585,-2
"1599",2002-09-12 18:13:19,77.739,14.65,-2
"1600",2002-09-12 20:19:35,77.748,14.603,-1
"1601",2002-09-12 20:22:16,77.845,14.112,-2
"1602",2002-09-12 21:05:31,77.756,14.473,-1
"1603",2002-09-12 22:02:16,77.748,14.395,-1
"1604",2002-09-12 23:16:08,77.761,14.152,3
"1605",2002-09-12 23:16:09,77.768,14.136,-2
"1606",2002-09-12 23:17:31,77.761,14.153,-1
"1607",2002-09-12 23:18:50,77.765,14.141,3
"1608",2002-09-12 23:21:25,77.767,14.136,-2
"1609",2002-09-13 00:05:08,77.76,14.024,-1
"1610",2002-09-13 01:00:51,77.746,13.939,-2
"1611",2002-09-13 01:01:54,77.742,13.942,-2
"1612",2002-09-13 01:02:16,77.736,13.943,1
"1613",2002-09-13 02:04:19,77.724,13.911,-2
"1614",2002-09-13 03:27:32,77.722,13.569,-2
"1615",2002-09-13 04:21:47,77.749,13.439,-2
"1616",2002-09-13 04:21:47,77.737,13.455,-2
"1617",2002-09-13 05:06:06,77.758,13.26,-2
"1618",2002-09-13 06:03:36,77.833,13.286,-2
"1619",2002-09-13 06:05:38,77.835,13.114,-2
"1620",2002-09-13 06:27:38,77.762,13.12,-2
"1621",2002-09-13 07:43:41,77.777,12.944,-2
"1622",2002-09-13 07:43:41,77.8,13.06,-2
"1623",2002-09-13 08:09:10,77.805,12.993,-2
"1624",2002-09-13 08:31:06,77.822,12.96,-1
"1625",2002-09-13 09:21:52,77.865,12.948,-2
"1626",2002-09-13 09:23:54,77.886,12.871,-1
"1627",2002-09-13 10:12:33,77.889,12.862,-2
"1628",2002-09-13 11:02:27,77.926,12.859,-2
"1629",2002-09-13 11:04:07,77.922,12.842,-2
"1630",2002-09-13 13:19:43,78.027,12.764,-2
"1631",2002-09-13 13:32:38,78.03,12.858,-2
"1632",2002-09-13 14:25:45,78.046,12.855,-1
"1633",2002-09-13 14:28:48,78.047,12.849,-1
"1634",2002-09-13 15:04:10,78.074,12.87,-1
"1635",2002-09-13 15:15:47,78.071,12.856,-1
"1636",2002-09-13 16:06:47,78.084,12.854,-1
"1637",2002-09-13 16:06:51,78.081,12.698,-2
"1638",2002-09-13 16:13:48,78.129,12.706,-2
"1639",2002-09-13 18:24:54,78.213,12.68,-2
"1640",2002-09-13 20:04:07,78.259,12.099,-9
"1641",2002-09-13 21:13:12,78.245,12.793,1
"1642",2002-09-13 21:16:17,78.299,13.095,-2
"1643",2002-09-13 21:18:12,78.257,12.825,2
"1644",2002-09-13 22:05:56,78.279,12.779,1
"1645",2002-09-13 22:19:24,78.292,12.681,-2
"1646",2002-09-13 23:03:45,78.319,12.812,3
"1647",2002-09-14 00:01:30,78.395,12.612,-2
"1648",2002-09-14 01:08:56,78.356,12.694,2
"1649",2002-09-14 02:18:36,78.387,12.552,-2
"1650",2002-09-14 02:20:39,78.34,12.736,-9
"1651",2002-09-14 03:11:40,78.421,12.443,-1
"1652",2002-09-14 04:06:12,78.437,12.355,2
"1653",2002-09-14 06:16:45,78.484,12.197,2
"1654",2002-09-14 08:01:04,78.55,12.266,-2
"1655",2002-09-14 08:11:13,78.844,12.489,-2
"1656",2002-09-14 09:02:02,78.604,13.112,-2
"1657",2002-09-14 09:03:35,78.559,12.048,-1
"1658",2002-09-14 09:07:14,78.558,11.947,-2
"1659",2002-09-14 09:09:44,78.563,12.044,2
"1660",2002-09-14 11:20:07,78.683,11.737,-2
"1661",2002-09-14 11:22:16,78.624,11.737,-1
"1662",2002-09-14 12:19:19,78.643,11.708,-1
"1663",2002-09-14 12:24:04,78.655,11.765,-2
"1664",2002-09-14 13:07:04,78.673,11.765,-1
"1665",2002-09-14 13:18:04,78.676,11.772,-2
"1666",2002-09-14 13:19:35,78.684,11.722,-1
"1667",2002-09-14 14:01:58,78.699,11.752,-1
"1668",2002-09-14 14:03:13,78.707,11.777,-1
"1669",2002-09-14 14:15:21,78.725,11.715,1
"1670",2002-09-14 15:04:05,78.771,11.73,-1
"1671",2002-09-14 16:01:14,78.683,11.632,-2
"1672",2002-09-14 18:11:22,78.742,11.626,-2
"1673",2002-09-14 19:06:13,78.761,11.362,-1
"1674",2002-09-14 19:07:58,78.753,11.415,-2
"1675",2002-09-14 19:27:09,78.754,11.321,-2
"1676",2002-09-14 20:07:37,78.79,11.152,-2
"1677",2002-09-14 21:06:15,78.799,11.347,-1
"1678",2002-09-14 23:15:18,78.863,11.296,-9
"1679",2002-09-15 00:10:26,78.888,11.421,-2
"1680",2002-09-15 00:11:38,78.86,11.468,2
"1681",2002-09-15 00:13:20,78.859,11.502,1
"1682",2002-09-15 00:15:28,78.859,11.53,-2
"1683",2002-09-15 01:14:28,78.851,11.687,0
"1684",2002-09-15 01:17:51,78.855,11.659,-1
"1685",2002-09-15 02:00:49,78.847,11.975,-9
"1686",2002-09-15 02:12:20,78.858,11.805,0
"1687",2002-09-15 02:14:45,79.153,10.804,-2
"1688",2002-09-15 03:01:49,78.818,11.921,1
"1689",2002-09-15 04:21:43,78.821,12.007,2
"1690",2002-09-15 06:02:06,78.812,11.959,2
"1691",2002-09-15 06:11:26,78.868,12.249,-1
"1692",2002-09-15 07:01:26,78.843,11.961,1
"1693",2002-09-15 07:11:26,79.403,14.101,-9
"1694",2002-09-15 10:15:46,78.82,12.019,1
"1695",2002-09-15 10:17:46,78.824,11.982,-1
"1696",2002-09-15 10:18:36,78.76,11.823,0
"1697",2002-09-15 10:38:06,78.852,11.998,-1
"1698",2002-09-15 12:00:06,78.919,12.578,-2
"1699",2002-09-15 12:01:26,78.826,12.02,1
"1700",2002-09-15 13:02:59,78.836,11.986,0
"1701",2002-09-15 13:03:19,78.839,12.04,0
"1702",2002-09-15 20:57:05,78.812,11.974,-1
"1703",2002-09-15 21:28:25,78.814,12.039,-1
"1704",2002-09-15 21:30:25,78.823,11.978,-1
"1705",2002-09-15 21:31:05,78.822,11.719,-2
"1706",2002-09-15 23:11:32,78.819,11.994,-1
"1707",2002-09-15 23:22:13,78.63,12.217,-2
"1708",2002-09-16 00:17:46,78.821,11.994,-1
"1709",2002-09-16 02:05:07,81.152,5.172,-2
"1710",2002-09-16 04:07:25,78.828,12.064,1
"1711",2002-09-16 05:20:55,78.803,11.989,1
"1712",2002-09-16 07:03:36,78.845,12.078,-1
"1713",2002-09-16 07:04:51,78.828,12.029,0
"1714",2002-09-16 08:08:05,78.811,11.965,0
"1715",2002-09-16 08:09:25,78.753,11.551,-2
"1716",2002-09-16 09:10:05,78.827,11.944,-1
"1717",2002-09-16 10:26:35,78.819,12.028,3
"1718",2002-09-16 11:00:53,78.804,11.957,-2
"1719",2002-09-16 12:06:45,78.814,11.944,-2
"1720",2002-09-16 13:12:22,78.855,12.183,-1
"1721",2002-09-16 16:10:05,78.837,12.008,2
"1722",2002-09-16 19:01:25,78.825,12.022,1
"1723",2002-09-16 20:00:05,78.86,12.311,-2
"1724",2002-09-16 20:03:25,78.877,12.124,-2
"1725",2002-09-16 21:06:45,78.822,11.955,-2
"1726",2002-09-16 21:12:05,78.757,12.42,-2
"1727",2002-09-17 02:52:24,78.825,11.989,2
"1728",2002-09-17 02:55:04,78.825,11.897,-1
"1729",2002-09-17 03:28:24,78.835,11.971,1
"1730",2002-09-17 03:44:24,78.816,11.994,1
"1731",2002-09-17 03:57:04,78.827,12.039,1
"1732",2002-09-17 04:11:44,78.823,11.989,3
"1733",2002-09-17 10:12:24,78.82,11.984,2
"1734",2002-09-17 10:57:33,78.215,10.159,-2
"1735",2002-09-17 11:16:10,79.454,15.788,-2
"1736",2002-09-17 11:54:29,78.989,12.176,-2
"1737",2002-09-17 13:00:04,78.464,17.783,-2
"1738",2002-09-17 19:19:29,78.845,16.958,-2
"1739",2002-09-17 21:04:41,78.813,11.927,1
"1740",2002-09-17 21:07:21,78.806,11.97,0
"1741",2002-09-17 22:09:44,78.843,13.44,-2
"1742",2002-09-17 23:01:24,78.834,12.046,0
"1743",2002-09-17 23:06:44,78.783,12.233,-2
"1744",2002-09-18 03:15:48,78.784,12.035,0
"1745",2002-09-18 04:00:04,78.845,12.169,-2
"1746",2002-09-18 04:01:24,78.821,12.003,2
"1747",2002-09-18 04:02:44,78.822,11.98,-1
"1748",2002-09-18 04:10:44,78.821,11.991,2
"1749",2002-09-18 04:12:04,78.825,12.047,-2
"1750",2002-09-18 05:00:04,78.4,10.736,-2
"1751",2002-09-18 07:14:03,78.775,11.432,-2
"1752",2002-09-18 07:20:03,78.805,11.999,1
"1753",2002-09-18 07:22:03,78.811,11.947,0
"1754",2002-09-18 07:22:43,78.811,11.955,-1
"1755",2002-09-18 09:02:03,78.821,11.998,-1
"1756",2002-09-18 09:02:43,78.826,11.986,2
"1757",2002-09-18 09:04:03,78.82,11.976,2
"1758",2002-09-18 09:10:03,78.816,11.989,-1
"1759",2002-09-18 10:02:03,78.819,11.983,-1
"1760",2002-09-18 15:48:03,78.823,11.988,2
"1761",2002-09-18 15:52:43,78.82,12.008,-1
"1762",2002-09-18 19:11:31,78.827,11.914,-1
"1763",2002-09-18 19:13:08,78.821,11.875,-2
"1764",2002-09-18 19:16:00,78.852,11.875,-2
"1765",2002-09-18 20:18:23,78.839,11.872,-1
"1766",2002-09-18 21:02:33,78.821,11.896,-2
"1767",2002-09-18 22:01:57,78.83,11.986,-2
"1768",2002-09-19 00:16:01,78.828,11.897,2
"1769",2002-09-19 00:18:57,78.827,11.881,-1
"1770",2002-09-19 00:20:29,78.83,12.011,-2
"1771",2002-09-19 02:01:23,78.819,11.996,2
"1772",2002-09-19 02:02:03,78.826,11.961,-1
"1773",2002-09-19 02:03:23,78.822,12.015,2
"1774",2002-09-19 02:06:43,78.823,12.041,-1
"1775",2002-09-19 03:02:43,78.846,11.954,1
"1776",2002-09-19 06:16:43,78.823,11.993,2
"1777",2002-09-19 06:23:23,78.824,11.994,0
"1778",2002-09-19 07:00:03,78.825,12.045,-2
"1779",2002-09-19 07:01:23,78.815,11.974,2
"1780",2002-09-19 07:02:03,78.807,11.939,-2
"1781",2002-09-19 07:09:23,78.824,11.984,1
"1782",2002-09-19 07:10:03,78.82,11.99,2
"1783",2002-09-19 08:04:43,78.823,12.023,-1
"1784",2002-09-19 08:06:43,78.82,11.982,2
"1785",2002-09-19 11:27:03,78.827,11.948,1
"1786",2002-09-19 12:01:03,78.824,12.014,2
"1787",2002-09-19 12:07:43,78.825,12,-1
"1788",2002-09-19 12:09:43,78.823,11.992,3
"1789",2002-09-19 12:10:23,78.824,12.005,1
"1790",2002-09-19 13:09:23,78.848,11.979,-2
"1791",2002-09-19 15:34:53,78.812,11.909,-1
"1792",2002-09-19 16:36:56,78.861,12.127,-2
"1793",2002-09-19 17:06:02,78.829,11.942,-1
"1794",2002-09-19 17:12:50,78.825,11.924,-1
"1795",2002-09-19 17:18:48,78.774,12.123,-2
"1796",2002-09-19 18:21:20,78.837,11.872,-2
"1797",2002-09-19 20:04:40,78.812,11.907,-1
"1798",2002-09-19 22:14:56,78.82,11.892,-1
"1799",2002-09-19 22:20:35,78.858,11.841,-1
"1800",2002-09-19 23:15:50,78.836,11.842,-2
"1801",2002-09-20 00:03:11,78.817,12.022,-2
"1802",2002-09-20 00:04:18,78.989,13.417,-2
"1803",2002-09-20 00:06:07,78.809,11.987,-1
"1804",2002-09-20 01:08:38,78.826,11.962,-1
"1805",2002-09-20 01:10:51,78.83,11.934,-2
"1806",2002-09-20 05:01:02,78.839,11.953,0
"1807",2002-09-20 05:04:02,78.824,11.975,0
"1808",2002-09-20 05:04:22,78.845,12.245,-2
"1809",2002-09-20 06:10:02,78.824,12.011,-1
"1810",2002-09-20 09:58:42,78.82,11.992,3
"1811",2002-09-20 10:04:42,78.827,11.975,0
"1812",2002-09-20 10:14:42,78.819,12.031,0
"1813",2002-09-20 10:17:22,78.81,11.973,1
"1814",2002-09-20 11:16:03,78.917,11.845,-2
"1815",2002-09-20 13:00:32,78.857,12.785,-2
"1816",2002-09-20 15:01:24,78.91,12.562,-2
"1817",2002-09-20 15:10:35,78.809,11.713,-1
"1818",2002-09-20 15:19:06,78.926,12.223,-2
"1819",2002-09-20 15:20:53,78.821,11.902,2
"1820",2002-09-20 15:23:14,78.811,11.774,-2
"1821",2002-09-20 17:08:00,78.816,11.963,2
"1822",2002-09-20 20:06:42,78.754,10.795,-2
"1823",2002-09-20 20:08:02,78.825,11.886,1
"1824",2002-09-20 21:49:17,78.792,11.972,0
"1825",2002-09-20 22:09:20,78.782,12.018,-9
"1826",2002-09-20 23:13:43,78.826,11.882,1
"1827",2002-09-21 00:00:31,78.895,11.342,-2
"1828",2002-09-21 01:12:06,78.823,11.888,3
"1829",2002-09-21 01:14:48,78.824,11.882,2
"1830",2002-09-21 03:04:02,78.816,12.038,1
"1831",2002-09-21 03:05:22,78.814,12.01,-1
"1832",2002-09-21 03:12:02,79.219,13.731,-2
"1833",2002-09-21 08:21:01,78.811,11.997,1
"1834",2002-09-21 08:49:01,78.826,11.967,-1
"1835",2002-09-21 09:19:01,78.742,11.238,-1
"1836",2002-09-21 10:04:05,78.82,11.996,0
"1837",2002-09-21 10:04:28,78.808,11.945,1
"1838",2002-09-21 11:27:39,79.556,17.408,-2
"1839",2002-09-21 12:12:55,78.828,11.921,1
"1840",2002-09-21 12:12:59,78.938,12.181,-2
"1841",2002-09-21 13:06:02,78.83,11.883,-1
"1842",2002-09-21 15:06:39,78.82,11.937,2
"1843",2002-09-21 18:07:35,78.852,12.09,-2
"1844",2002-09-21 20:11:25,78.816,11.946,2
"1845",2002-09-21 20:17:56,78.818,11.924,2
"1846",2002-09-21 21:20:59,78.834,11.907,-1
"1847",2002-09-21 23:04:26,78.832,11.888,3
"1848",2002-09-21 23:06:04,78.832,11.899,-1
"1849",2002-09-21 23:08:30,78.826,11.89,1
"1850",2002-09-21 23:16:39,78.827,12.013,-1
"1851",2002-09-22 04:08:08,78.832,12.013,2
"1852",2002-09-22 04:11:40,78.824,12.022,-1
"1853",2002-09-22 08:08:11,78.829,11.866,2
"1854",2002-09-22 08:11:20,78.825,11.873,2
"1855",2002-09-22 08:24:07,78.827,12.155,-2
"1856",2002-09-22 09:07:44,78.827,12.039,0
"1857",2002-09-22 09:08:22,78.823,12.011,3
"1858",2002-09-22 09:09:32,78.821,12.007,3
"1859",2002-09-22 11:02:47,78.895,12.233,-2
"1860",2002-09-22 11:03:43,78.845,12.067,-1
"1861",2002-09-22 14:11:57,78.664,12.15,-2
"1862",2002-09-22 15:02:01,78.849,11.664,-2
"1863",2002-09-22 16:05:19,78.833,12.015,-1
"1864",2002-09-22 18:15:30,78.837,11.755,-1
"1865",2002-09-22 19:22:27,78.841,11.828,-1
"1866",2002-09-22 20:07:12,78.838,11.863,-1
"1867",2002-09-22 21:04:04,78.79,11.965,-2
"1868",2002-09-22 21:10:20,78.82,11.886,3
"1869",2002-09-22 21:11:45,78.814,11.85,0
"1870",2002-09-22 21:12:35,78.826,11.96,-1
"1871",2002-09-22 22:03:04,78.822,11.999,2
"1872",2002-09-23 02:04:20,78.828,11.862,1
"1873",2002-09-23 02:18:23,78.819,11.936,3
"1874",2002-09-23 02:21:01,78.823,11.976,-2
"1875",2002-09-23 04:00:45,78.831,12.005,-2
"1876",2002-09-23 06:08:42,78.973,11.177,-9
"1877",2002-09-23 07:07:37,78.763,11.872,-2
"1878",2002-09-23 09:02:41,78.83,12.003,1
"1879",2002-09-23 12:09:21,78.828,11.956,-1
"1880",2002-09-23 13:00:01,78.741,9.473,-2
"1881",2002-09-23 17:25:20,78.808,12.119,-2
"1882",2002-09-23 17:30:21,78.843,11.443,-1
"1883",2002-09-23 18:15:27,78.805,12.004,-1
"1884",2002-09-23 19:14:12,78.802,11.796,-2
"1885",2002-09-24 00:06:01,78.84,11.785,-1
"1886",2002-09-24 01:02:41,78.835,12.006,0
"1887",2002-09-24 05:17:20,78.813,12.021,1
"1888",2002-09-24 05:20:00,78.844,11.86,0
"1889",2002-09-24 05:21:20,78.83,12.003,2
"1890",2002-09-24 05:58:00,78.829,11.931,2
"1891",2002-09-24 06:04:00,78.839,11.879,-2
"1892",2002-09-24 06:06:00,78.824,11.998,3
"1893",2002-09-24 07:00:40,78.85,11.903,-1
"1894",2002-09-24 07:03:20,78.811,11.95,1
"1895",2002-09-24 11:00:32,79.087,12.409,-2
"1896",2002-09-24 11:14:01,78.825,12.542,-2
"1897",2002-09-24 11:59:34,79.213,13.017,-2
"1898",2002-09-24 12:08:36,78.82,11.805,-1
"1899",2002-09-24 12:41:53,78.846,11.842,-1
"1900",2002-09-24 13:39:09,78.845,11.771,-1
"1901",2002-09-24 14:19:51,78.839,11.8,-2
"1902",2002-09-24 15:06:50,78.846,11.794,-1
"1903",2002-09-24 15:17:34,78.836,11.734,-2
"1904",2002-09-24 16:03:36,78.834,11.844,1
"1905",2002-09-24 17:02:10,78.811,11.824,-1
"1906",2002-09-24 18:04:54,78.82,11.972,3
"1907",2002-09-24 22:25:20,78.822,11.979,3
"1908",2002-09-24 22:28:00,78.839,12.404,-2
"1909",2002-09-24 23:07:20,78.821,11.991,2
"1910",2002-09-25 00:06:43,78.814,11.91,1
"1911",2002-09-25 02:10:21,79.498,11.725,-9
"1912",2002-09-25 03:02:12,78.75,12.182,-2
"1913",2002-09-25 03:13:39,78.821,11.88,2
"1914",2002-09-25 04:03:30,78.826,11.906,2
"1915",2002-09-25 04:10:50,78.821,11.902,3
"1916",2002-09-25 05:09:28,78.82,11.972,2
"1917",2002-09-25 07:12:00,78.882,12.849,-2
"1918",2002-09-25 13:02:20,78.817,12.022,3
"1919",2002-09-25 13:17:40,78.82,12.001,1
"1920",2002-09-25 13:36:20,78.832,11.994,0
"1921",2002-09-25 13:58:20,78.953,12.546,-1
"1922",2002-09-25 14:10:34,78.821,11.996,2
"1923",2002-09-25 14:26:28,78.827,12.176,-2
"1924",2002-09-25 14:59:48,78.806,12.565,-2
"1925",2002-09-25 15:19:42,78.895,12.157,-2
"1926",2002-09-25 16:12:28,78.718,12.098,-2
"1927",2002-09-25 16:23:59,78.94,11.893,-2
"1928",2002-09-25 18:19:20,78.886,11.955,-2
"1929",2002-09-25 18:20:35,78.824,11.901,-1
"1930",2002-09-25 19:08:49,78.78,11.7,-2
"1931",2002-09-25 19:15:20,78.822,11.883,-2
"1932",2002-09-25 20:00:08,78.905,12.07,-2
"1933",2002-09-25 20:02:42,78.805,12.006,-1
"1934",2002-09-25 22:09:59,78.828,12.087,-1
"1935",2002-09-26 00:42:15,78.967,11.955,-1
"1936",2002-09-26 01:10:39,78.819,11.958,-1
"1937",2002-09-26 01:36:53,78.822,11.924,2
"1938",2002-09-26 01:39:40,78.712,12.368,-2
"1939",2002-09-26 02:07:39,78.827,11.888,2
"1940",2002-09-26 03:15:37,78.827,11.899,-1
"1941",2002-09-26 04:59:59,79.221,12.041,-2
"1942",2002-09-26 05:08:39,78.852,12.095,-1
"1943",2002-09-26 10:01:59,78.82,11.982,2
"1944",2002-09-26 10:10:39,78.822,11.968,-2
"1945",2002-09-26 10:55:19,78.819,11.624,-2
"1946",2002-09-26 10:57:19,78.819,11.98,3
"1947",2002-09-26 11:11:59,78.624,11.015,-2
"1948",2002-09-26 12:40:32,78.82,12.178,-2
"1949",2002-09-26 12:52:09,78.842,11.1,-2
"1950",2002-09-26 14:18:52,78.851,11.928,-1
"1951",2002-09-26 16:02:43,78.83,12.046,-2
"1952",2002-09-26 16:14:21,78.712,12.207,-1
"1953",2002-09-26 16:15:11,78.808,11.957,0
"1954",2002-09-26 19:03:47,78.82,11.886,-2
"1955",2002-09-26 19:25:12,78.83,11.9,-2
"1956",2002-09-26 20:18:24,78.848,11.848,-2
"1957",2002-09-26 21:05:59,78.829,11.913,2
"1958",2002-09-26 21:09:15,78.817,11.972,-1
"1959",2002-09-26 21:10:25,78.799,11.955,-1
"1960",2002-09-27 00:12:52,78.813,11.92,1
"1961",2002-09-27 00:23:21,79.362,13.084,-2
"1962",2002-09-27 00:27:27,78.826,11.912,1
"1963",2002-09-27 00:47:57,78.829,11.878,-1
"1964",2002-09-27 01:19:53,78.943,11.056,-2
"1965",2002-09-27 02:09:15,78.792,11.823,1
"1966",2002-09-27 02:12:57,78.82,11.931,1
"1967",2002-09-27 02:14:21,78.816,11.956,-1
"1968",2002-09-27 03:03:36,78.818,11.952,1
"1969",2002-09-27 04:05:39,78.809,10.929,-2
"1970",2002-09-27 07:10:39,78.827,12.011,0
"1971",2002-09-27 07:11:19,78.806,12.108,-1
"1972",2002-09-27 09:47:34,78.81,12,-2
"1973",2002-09-27 10:23:15,78.812,11.922,1
"1974",2002-09-27 10:34:45,78.822,11.903,2
"1975",2002-09-27 10:38:39,78.826,11.866,-1
"1976",2002-09-27 12:18:15,78.836,11.76,-2
"1977",2002-09-27 14:09:05,78.848,12.171,-1
"1978",2002-09-27 17:21:34,78.828,11.941,-2
"1979",2002-09-27 17:29:37,78.819,11.959,-2
"1980",2002-09-27 18:22:38,78.821,11.951,-2
"1981",2002-09-27 20:06:54,78.805,11.886,-2
"1982",2002-09-27 21:00:59,78.836,11.884,-2
"1983",2002-09-27 22:15:03,78.81,11.982,-1
"1984",2002-09-27 23:59:24,78.808,11.912,-2
"1985",2002-09-28 00:08:44,78.819,11.946,2
"1986",2002-09-28 00:10:43,78.817,11.921,-1
"1987",2002-09-28 00:14:53,78.828,11.952,-1
"1988",2002-09-28 00:27:15,78.841,11.981,-1
"1989",2002-09-28 01:10:53,78.853,11.804,-1
"1990",2002-09-28 01:13:06,78.803,12.117,-2
"1991",2002-09-28 02:07:03,78.845,11.838,3
"1992",2002-09-28 02:09:00,78.845,11.838,1
"1993",2002-09-28 03:18:06,78.848,11.387,-2
"1994",2002-09-28 05:58:37,78.993,12.829,-1
"1995",2002-09-28 06:44:39,78.855,11.876,1
"1996",2002-09-28 06:45:39,78.481,10.671,-2
"1997",2002-09-28 07:01:39,78.805,11.991,0
"1998",2002-09-28 07:09:19,78.845,12.001,-1
"1999",2002-09-28 11:55:18,78.832,11.778,-2
"2000",2002-09-28 12:09:58,78.824,12.016,2
"2001",2002-09-28 13:02:38,78.815,12.158,-2
"2002",2002-09-28 15:12:16,78.824,11.904,-1
"2003",2002-09-28 15:14:50,78.809,11.877,-1
