"","time","cangas"
"162",1973.41666666667,7.3397
"163",1973.5,7.5012
"164",1973.58333333333,7.7788
"165",1973.66666666667,7.7562
"166",1973.75,8.5947
"167",1973.83333333333,8.8666
"168",1973.91666666667,9.1641
"169",1974,9.0422
"170",1974.08333333333,8.0621
"171",1974.16666666667,8.8666
"172",1974.25,8.2462
"173",1974.33333333333,7.8751
"174",1974.41666666667,7.3284
"175",1974.5,7.4672
"176",1974.58333333333,7.7618
"177",1974.66666666667,7.2151
"178",1974.75,8.1159
"179",1974.83333333333,8.2717
"180",1974.91666666667,8.8383
"181",1975,8.8185
"182",1975.08333333333,7.9176
"183",1975.16666666667,8.8751
"184",1975.25,8.1839
"185",1975.33333333333,7.776
"186",1975.41666666667,7.4927
"187",1975.5,7.8808
"188",1975.58333333333,7.5437
"189",1975.66666666667,7.3681
"190",1975.75,8.2009
"191",1975.83333333333,8.4785
"192",1975.91666666667,9.0394
"193",1976,9.0394
"194",1976.08333333333,8.4332
"195",1976.16666666667,8.9289
"196",1976.25,8.2406
"197",1976.33333333333,7.9828
"198",1976.41666666667,7.5324
"199",1976.5,7.4417
"200",1976.58333333333,7.2774
"201",1976.66666666667,7.065
"202",1976.75,8.3284
"203",1976.83333333333,8.5947
"204",1976.91666666667,9.2094
"205",1977,9.4275
"206",1977.08333333333,8.436
"207",1977.16666666667,9.3907
"208",1977.25,8.5975
"209",1977.33333333333,8.4672
"210",1977.41666666667,7.6287
"211",1977.5,7.4927
"212",1977.58333333333,7.7193
"213",1977.66666666667,7.8751
"214",1977.75,8.4757
"215",1977.83333333333,9.0111
"216",1977.91666666667,9.9147
"217",1978,9.8836
"218",1978.08333333333,8.5493
"219",1978.16666666667,8.9176
"220",1978.25,8.2066
"221",1978.33333333333,7.6315
"222",1978.41666666667,6.9885
"223",1978.5,7.3794
"224",1978.58333333333,7.5154
"225",1978.66666666667,7.2094
"226",1978.75,8.1301
"227",1978.83333333333,9.1414
"228",1978.91666666667,10.079
"229",1979,10.3861
"230",1979.08333333333,9.2797
"231",1979.16666666667,9.3695
"232",1979.25,9.0704
"233",1979.33333333333,8.4779
"234",1979.41666666667,7.8664
"235",1979.5,7.9503
"236",1979.58333333333,7.7068
"237",1979.66666666667,7.2012
"238",1979.75,8.8276
"239",1979.83333333333,9.2797
"240",1979.91666666667,10.1472
"241",1980,10.4667
"242",1980.08333333333,8.8772
"243",1980.16666666667,9.28
"244",1980.25,7.7422
"245",1980.33333333333,7.634
"246",1980.41666666667,6.8241
"247",1980.5,6.96
"248",1980.58333333333,7.0926
"249",1980.66666666667,6.8148
"250",1980.75,8.0561
"251",1980.83333333333,8.9385
"252",1980.91666666667,10.0549
"253",1981,9.7207
"254",1981.08333333333,8.834
"255",1981.16666666667,8.8871
"256",1981.25,8.0279
"257",1981.33333333333,7.309
"258",1981.41666666667,7.0312
"259",1981.5,7.1871
"260",1981.58333333333,6.944
"261",1981.66666666667,7.0846
"262",1981.75,8.2945
"263",1981.83333333333,8.6364
"264",1981.91666666667,9.8766
"265",1982,10.5737
"266",1982.08333333333,9.1005
"267",1982.16666666667,9.1274
"268",1982.25,8.1889
"269",1982.33333333333,7.3363
"270",1982.41666666667,6.9345
"271",1982.5,6.8699
"272",1982.58333333333,6.8529
"273",1982.66666666667,6.8667
"274",1982.75,7.9197
"275",1982.83333333333,9.0446
"276",1982.91666666667,9.9246
"277",1983,9.8926
"278",1983.08333333333,8.5378
"279",1983.16666666667,8.4436
"280",1983.25,7.6013
"281",1983.33333333333,6.9464
"282",1983.41666666667,6.4744
"283",1983.5,6.5638
"284",1983.58333333333,6.5996
"285",1983.66666666667,7.0979
"286",1983.75,7.8357
"287",1983.83333333333,8.7917
"288",1983.91666666667,10.7124
"289",1984,10.5179
"290",1984.08333333333,8.62
"291",1984.16666666667,8.9368
"292",1984.25,7.9969
"293",1984.33333333333,7.692
"294",1984.41666666667,6.953
"295",1984.5,7.2329
"296",1984.58333333333,7.2987
"297",1984.66666666667,7.3991
"298",1984.75,8.5917
"299",1984.83333333333,9.7111
"300",1984.91666666667,10.7278
"301",1985,10.8878
"302",1985.08333333333,10.109
"303",1985.16666666667,10.0308
"304",1985.25,8.7854
"305",1985.33333333333,8.1684
"306",1985.41666666667,7.4509
"307",1985.5,7.3972
"308",1985.58333333333,7.46
"309",1985.66666666667,7.9639
"310",1985.75,8.9585
"311",1985.83333333333,10.1481
"312",1985.91666666667,11.3796
"313",1986,11.0386
"314",1986.08333333333,9.7654
"315",1986.16666666667,9.3167
"316",1986.25,8.1464
"317",1986.33333333333,7.8331
"318",1986.41666666667,7.3008
"319",1986.5,7.4569
"320",1986.58333333333,7.4211
"321",1986.66666666667,7.7622
"322",1986.75,9.048
"323",1986.83333333333,9.9553
"324",1986.91666666667,10.7079
"325",1987,10.8455
"326",1987.08333333333,9.3094
"327",1987.16666666667,10.102
"328",1987.25,8.9196
"329",1987.33333333333,8.315
"330",1987.41666666667,7.4219
"331",1987.5,7.9237
"332",1987.58333333333,8.6236
"333",1987.66666666667,8.5844
"334",1987.75,10.3569
"335",1987.83333333333,11.0081
"336",1987.91666666667,12.1456
"337",1988,12.6596
"338",1988.08333333333,11.4703
"339",1988.16666666667,11.32
"340",1988.25,10.2638
"341",1988.33333333333,9.7286
"342",1988.41666666667,8.9138
"343",1988.5,9.8172
"344",1988.58333333333,9.9253
"345",1988.66666666667,9.8777
"346",1988.75,10.867
"347",1988.83333333333,11.5952
"348",1988.91666666667,12.4078
"349",1989,12.3457
"350",1989.08333333333,11.5028
"351",1989.16666666667,12.1695
"352",1989.25,11.2916
"353",1989.33333333333,10.5054
"354",1989.41666666667,9.854
"355",1989.5,10.4084
"356",1989.58333333333,10.3725
"357",1989.66666666667,10.4122
"358",1989.75,11.3239
"359",1989.83333333333,11.6377
"360",1989.91666666667,12.908
"361",1990,12.508
"362",1990.08333333333,11.1611
"363",1990.16666666667,11.5871
"364",1990.25,11.1003
"365",1990.33333333333,10.9631
"366",1990.41666666667,10.1271
"367",1990.5,10.5513
"368",1990.58333333333,10.4668
"369",1990.66666666667,10.271
"370",1990.75,11.992
"371",1990.83333333333,12.135
"372",1990.91666666667,13.4248
"373",1991,13.25
"374",1991.08333333333,11.341
"375",1991.16666666667,12.4856
"376",1991.25,11.9009
"377",1991.33333333333,11.3834
"378",1991.41666666667,10.8104
"379",1991.5,10.6474
"380",1991.58333333333,10.5999
"381",1991.66666666667,10.7973
"382",1991.75,12.4401
"383",1991.83333333333,12.9722
"384",1991.91666666667,13.8099
"385",1992,13.2705
"386",1992.08333333333,12.7163
"387",1992.16666666667,13.1994
"388",1992.25,12.7235
"389",1992.33333333333,12.5501
"390",1992.41666666667,11.5166
"391",1992.5,12.1364
"392",1992.58333333333,12.6521
"393",1992.66666666667,12.3929
"394",1992.75,13.382
"395",1992.83333333333,14.0785
"396",1992.91666666667,14.7586
"397",1993,14.3785
"398",1993.08333333333,13.3347
"399",1993.16666666667,14.7308
"400",1993.25,14.2616
"401",1993.33333333333,13.2363
"402",1993.41666666667,13.0995
"403",1993.5,14.0387
"404",1993.58333333333,13.9153
"405",1993.66666666667,13.4265
"406",1993.75,14.4461
"407",1993.83333333333,14.5121
"408",1993.91666666667,15.2108
"409",1994,15.8034
"410",1994.08333333333,14.1257
"411",1994.16666666667,15.3173
"412",1994.25,14.7663
"413",1994.33333333333,14.7614
"414",1994.41666666667,14.3623
"415",1994.5,14.8726
"416",1994.58333333333,15.1548
"417",1994.66666666667,14.3091
"418",1994.75,15.4411
"419",1994.83333333333,15.7134
"420",1994.91666666667,16.4601
"421",1995,16.7395
"422",1995.08333333333,14.7929
"423",1995.16666666667,16.5547
"424",1995.25,15.922
"425",1995.33333333333,15.6568
"426",1995.41666666667,15.0057
"427",1995.5,15.3499
"428",1995.58333333333,15.5324
"429",1995.66666666667,15.0938
"430",1995.75,16.2678
"431",1995.83333333333,16.1945
"432",1995.91666666667,16.9076
"433",1996,17.1467
"434",1996.08333333333,15.6931
"435",1996.16666666667,16.7081
"436",1996.25,16.0887
"437",1996.33333333333,16.4114
"438",1996.41666666667,15.367
"439",1996.5,16.1433
"440",1996.58333333333,16.0633
"441",1996.66666666667,15.519
"442",1996.75,16.2804
"443",1996.83333333333,16.2668
"444",1996.91666666667,17.2538
"445",1997,17.2706
"446",1997.08333333333,15.227
"447",1997.16666666667,16.6409
"448",1997.25,16.6364
"449",1997.33333333333,16.5376
"450",1997.41666666667,15.5824
"451",1997.5,16.3594
"452",1997.58333333333,16.352
"453",1997.66666666667,16.3419
"454",1997.75,16.78
"455",1997.83333333333,16.3885
"456",1997.91666666667,17.3255
"457",1998,17.9166
"458",1998.08333333333,15.8428
"459",1998.16666666667,17.4344
"460",1998.25,16.7057
"461",1998.33333333333,16.7056
"462",1998.41666666667,15.7834
"463",1998.5,16.7918
"464",1998.58333333333,16.7767
"465",1998.66666666667,16.3921
"466",1998.75,17.1515
"467",1998.83333333333,17.0122
"468",1998.91666666667,17.8951
"469",1999,18.4914
"470",1999.08333333333,16.2204
"471",1999.16666666667,17.7152
"472",1999.25,17.2472
"473",1999.33333333333,17.6876
"474",1999.41666666667,16.241
"475",1999.5,17.5451
"476",1999.58333333333,17.2933
"477",1999.66666666667,16.7712
"478",1999.75,17.5667
"479",1999.83333333333,17.3221
"480",1999.91666666667,18.2621
"481",2000,18.5308
"482",2000.08333333333,17.3892
"483",2000.16666666667,18.0225
"484",2000.25,17.2604
"485",2000.33333333333,17.8613
"486",2000.41666666667,17.0309
"487",2000.5,17.6762
"488",2000.58333333333,17.9805
"489",2000.66666666667,17.2073
"490",2000.75,18.2651
"491",2000.83333333333,18.3323
"492",2000.91666666667,19.436
"493",2001,19.2651
"494",2001.08333333333,17.479
"495",2001.16666666667,18.6182
"496",2001.25,17.8869
"497",2001.33333333333,18.5423
"498",2001.41666666667,17.7207
"499",2001.5,18.5664
"500",2001.58333333333,18.4185
"501",2001.66666666667,17.4745
"502",2001.75,18.622
"503",2001.83333333333,18.1237
"504",2001.91666666667,18.7519
"505",2002,19.3208
"506",2002.08333333333,17.2603
"507",2002.16666666667,19.2879
"508",2002.25,18.2366
"509",2002.33333333333,18.2397
"510",2002.41666666667,17.5083
"511",2002.5,18.096
"512",2002.58333333333,17.793
"513",2002.66666666667,17.166
"514",2002.75,18.1118
"515",2002.83333333333,18.1348
"516",2002.91666666667,19.1301
"517",2003,19.235
"518",2003.08333333333,17.2456
"519",2003.16666666667,18.4135
"520",2003.25,17.4468
"521",2003.33333333333,17.5597
"522",2003.41666666667,16.8482
"523",2003.5,17.3844
"524",2003.58333333333,17.5883
"525",2003.66666666667,16.9053
"526",2003.75,17.792
"527",2003.83333333333,17.72
"528",2003.91666666667,19.144
"529",2004,19.2439
"530",2004.08333333333,17.7823
"531",2004.16666666667,18.3332
"532",2004.25,17.8475
"533",2004.33333333333,18.0935
"534",2004.41666666667,17.1657
"535",2004.5,17.8783
"536",2004.58333333333,17.6412
"537",2004.66666666667,16.9067
"538",2004.75,17.8268
"539",2004.83333333333,17.8322
"540",2004.91666666667,19.4526
"541",2005,19.5284
"542",2005.08333333333,16.9441
