"","time","vehicles"
"821",35.1666666666667,207
"822",35.2083333333333,406
"823",35.25,1245
"824",35.2916666666667,4158
"825",35.3333333333333,5323
"826",35.375,4448
"827",35.4166666666667,3561
"828",35.4583333333333,3207
"829",35.5,3012
"830",35.5416666666667,2964
"831",35.5833333333333,2793
"832",35.625,2807
"833",35.6666666666667,3159
"834",35.7083333333333,3646
"835",35.75,4116
"836",35.7916666666667,3939
"837",35.8333333333333,2871
"838",35.875,1988
"839",35.9166666666667,1645
"840",35.9583333333333,1245
"841",36,925
"842",36.0416666666667,529
"843",36.0833333333333,311
"844",36.125,233
"845",36.1666666666667,215
"846",36.2083333333333,295
"847",36.25,789
"848",36.2916666666667,1829
"849",36.3333333333333,1982
"850",36.375,2874
"851",36.4166666666667,2890
"852",36.4583333333333,2874
"853",36.5,2923
"854",36.5416666666667,3143
"855",36.5833333333333,2909
"856",36.625,2761
"857",36.6666666666667,2569
"858",36.7083333333333,2500
"859",36.75,3155
"860",36.7916666666667,3290
"861",36.8333333333333,2635
"862",36.875,1835
"863",36.9166666666667,1456
"864",36.9583333333333,1313
"865",37,1164
"866",37.0416666666667,872
"867",37.0833333333333,545
"868",37.125,291
"869",37.1666666666667,220
"870",37.2083333333333,169
"871",37.25,403
"872",37.2916666666667,917
"873",37.3333333333333,1112
"874",37.375,1475
"875",37.4166666666667,2296
"876",37.4583333333333,2645
"877",37.5,2803
"878",37.5416666666667,2911
"879",37.5833333333333,2762
"880",37.625,2643
"881",37.6666666666667,2888
"882",37.7083333333333,3148
"883",37.75,3947
"884",37.7916666666667,2972
"885",37.8333333333333,2381
"886",37.875,1929
"887",37.9166666666667,1678
"888",37.9583333333333,1257
"889",38,775
"890",38.0416666666667,318
"891",38.0833333333333,207
"892",38.125,174
"893",38.1666666666667,209
"894",38.2083333333333,368
"895",38.25,1256
"896",38.2916666666667,4108
"897",38.3333333333333,5411
"898",38.375,4672
"899",38.4166666666667,3371
"900",38.4583333333333,3044
"901",38.5,2653
"902",38.5416666666667,2602
"903",38.5833333333333,2553
"904",38.625,2497
"905",38.6666666666667,2769
"906",38.7083333333333,3117
"907",38.75,3875
"908",38.7916666666667,3222
"909",38.8333333333333,2216
"910",38.875,1334
"911",38.9166666666667,1097
"912",38.9583333333333,936
"913",39,595
"914",39.0416666666667,293
"915",39.0833333333333,193
"916",39.125,226
"917",39.1666666666667,199
"918",39.2083333333333,412
"919",39.25,1278
"920",39.2916666666667,4193
"921",39.3333333333333,5450
"922",39.375,4355
"923",39.4166666666667,3670
"924",39.4583333333333,2986
"925",39.5,2682
"926",39.5416666666667,2598
"927",39.5833333333333,2505
"928",39.625,2399
"929",39.6666666666667,2687
"930",39.7083333333333,3180
"931",39.75,3932
"932",39.7916666666667,3012
"933",39.8333333333333,2250
"934",39.875,1357
"935",39.9166666666667,1134
"936",39.9583333333333,1031
"937",40,604
"938",40.0416666666667,326
"939",40.0833333333333,221
"940",40.125,177
"941",40.1666666666667,230
"942",40.2083333333333,397
"943",40.25,1215
"944",40.2916666666667,4193
"945",40.3333333333333,5447
"946",40.375,4608
"947",40.4166666666667,3552
"948",40.4583333333333,3054
"949",40.5,2784
"950",40.5416666666667,2805
"951",40.5833333333333,2781
"952",40.625,2703
"953",40.6666666666667,2966
"954",40.7083333333333,3357
"955",40.75,3984
"956",40.7916666666667,3155
"957",40.8333333333333,2118
"958",40.875,1475
"959",40.9166666666667,1239
"960",40.9583333333333,1191
"961",41,678
"962",41.0416666666667,358
"963",41.0833333333333,248
"964",41.125,222
"965",41.1666666666667,234
"966",41.2083333333333,419
"967",41.25,1242
"968",41.2916666666667,4235
"969",41.3333333333333,5461
"970",41.375,4630
"971",41.4166666666667,3398
"972",41.4583333333333,3080
"973",41.5,2904
"974",41.5416666666667,2709
"975",41.5833333333333,2778
"976",41.625,2716
"977",41.6666666666667,3016
"978",41.7083333333333,3434
"979",41.75,4203
"980",41.7916666666667,3414
"981",41.8333333333333,2396
"982",41.875,1597
"983",41.9166666666667,1411
"984",41.9583333333333,1117
"985",42,760
"986",42.0416666666667,405
"987",42.0833333333333,237
"988",42.125,228
"989",42.1666666666667,213
"990",42.2083333333333,414
"991",42.25,1307
"992",42.2916666666667,4172
"993",42.3333333333333,5507
"994",42.375,4363
"995",42.4166666666667,3625
"996",42.4583333333333,3079
"997",42.5,2991
"998",42.5416666666667,2898
"999",42.5833333333333,2734
"1000",42.625,2757
"1001",42.6666666666667,2984
"1002",42.7083333333333,3467
"1003",42.75,4017
"1004",42.7916666666667,3680
"1005",42.8333333333333,2813
"1006",42.875,1985
"1007",42.9166666666667,1559
"1008",42.9583333333333,1265
"1009",43,980
"1010",43.0416666666667,585
"1011",43.0833333333333,348
"1012",43.125,247
"1013",43.1666666666667,204
"1014",43.2083333333333,335
"1015",43.25,906
"1016",43.2916666666667,1900
"1017",43.3333333333333,2109
"1018",43.375,3098
"1019",43.4166666666667,2661
"1020",43.4583333333333,2741
"1021",43.5,2885
"1022",43.5416666666667,2822
"1023",43.5833333333333,2517
"1024",43.625,2217
"1025",43.6666666666667,2171
"1026",43.7083333333333,2072
"1027",43.75,2380
"1028",43.7916666666667,2726
"1029",43.8333333333333,2553
"1030",43.875,1951
"1031",43.9166666666667,1546
"1032",43.9583333333333,1453
"1033",44,2527
"1034",44.0416666666667,1133
"1035",44.0833333333333,622
"1036",44.125,346
"1037",44.1666666666667,182
"1038",44.2083333333333,199
"1039",44.25,359
"1040",44.2916666666667,937
"1041",44.3333333333333,1308
"1042",44.375,1514
"1043",44.4166666666667,1863
"1044",44.4583333333333,1975
"1045",44.5,2209
"1046",44.5416666666667,2422
"1047",44.5833333333333,2363
"1048",44.625,2184
"1049",44.6666666666667,2437
"1050",44.7083333333333,2893
"1051",44.75,2918
"1052",44.7916666666667,2873
"1053",44.8333333333333,2401
"1054",44.875,2181
"1055",44.9166666666667,1876
"1056",44.9583333333333,1345
"1057",45,797
"1058",45.0416666666667,350
"1059",45.0833333333333,179
"1060",45.125,189
"1061",45.1666666666667,216
"1062",45.2083333333333,418
"1063",45.25,1305
"1064",45.2916666666667,3550
"1065",45.3333333333333,5052
"1066",45.375,4501
"1067",45.4166666666667,3562
"1068",45.4583333333333,3012
"1069",45.5,2685
"1070",45.5416666666667,2852
"1071",45.5833333333333,2781
"1072",45.625,2693
"1073",45.6666666666667,2887
"1074",45.7083333333333,3452
"1075",45.75,4102
"1076",45.7916666666667,3019
"1077",45.8333333333333,2233
"1078",45.875,1465
"1079",45.9166666666667,1166
"1080",45.9583333333333,969
"1081",46,606
"1082",46.0416666666667,344
"1083",46.0833333333333,215
"1084",46.125,176
"1085",46.1666666666667,183
"1086",46.2083333333333,388
"1087",46.25,1295
"1088",46.2916666666667,4229
"1089",46.3333333333333,5508
"1090",46.375,4579
"1091",46.4166666666667,3684
"1092",46.4583333333333,2865
"1093",46.5,2943
"1094",46.5416666666667,2801
"1095",46.5833333333333,2761
"1096",46.625,2613
"1097",46.6666666666667,2900
"1098",46.7083333333333,3587
"1099",46.75,4042
"1100",46.7916666666667,3133
"1101",46.8333333333333,2094
"1102",46.875,1521
"1103",46.9166666666667,1215
"1104",46.9583333333333,1120
"1105",47,1976
"1106",47.0416666666667,459
"1107",47.0833333333333,219
"1108",47.125,210
"1109",47.1666666666667,217
"1110",47.2083333333333,401
"1111",47.25,1299
"1112",47.2916666666667,4291
"1113",47.3333333333333,5512
"1114",47.375,4593
"1115",47.4166666666667,3584
"1116",47.4583333333333,3023
"1117",47.5,2858
"1118",47.5416666666667,2800
"1119",47.5833333333333,2768
"1120",47.625,2647
"1121",47.6666666666667,2924
"1122",47.7083333333333,3495
"1123",47.75,4041
"1124",47.7916666666667,3285
"1125",47.8333333333333,2434
