"","time","mcopper"
"91",1967.5,355.9
"92",1967.58333333333,372.7
"93",1967.66666666667,378.3
"94",1967.75,406.3
"95",1967.83333333333,515.3
"96",1967.91666666667,551.3
"97",1968,586.4
"98",1968.08333333333,715.8
"99",1968.16666666667,708
"100",1968.25,522.4
"101",1968.33333333333,456.5
"102",1968.41666666667,473
"103",1968.5,439.9
"104",1968.58333333333,439.9
"105",1968.66666666667,462.3
"106",1968.75,449.7
"107",1968.83333333333,458
"108",1968.91666666667,493.4
"109",1969,523.8
"110",1969.08333333333,535
"111",1969.16666666667,532.4
"112",1969.25,578.1
"113",1969.33333333333,579.6
"114",1969.41666666667,617
"115",1969.5,605.4
"116",1969.58333333333,669
"117",1969.66666666667,657.6
"118",1969.75,647.4
"119",1969.83333333333,679.4
"120",1969.91666666667,707.8
"121",1970,677.2
"122",1970.08333333333,690.1
"123",1970.16666666667,730.4
"124",1970.25,725.2
"125",1970.33333333333,665.9
"126",1970.41666666667,607
"127",1970.5,567.8
"128",1970.58333333333,527.5
"129",1970.66666666667,519.3
"130",1970.75,475.8
"131",1970.83333333333,451.9
"132",1970.91666666667,435.4
"133",1971,420.7
"134",1971.08333333333,424.9
"135",1971.16666666667,476.5
"136",1971.25,521.2
"137",1971.33333333333,464.1
"138",1971.41666666667,447.2
"139",1971.5,464.4
"140",1971.58333333333,451
"141",1971.66666666667,427.5
"142",1971.75,417.7
"143",1971.83333333333,406.4
"144",1971.91666666667,410.7
"145",1972,418.9
"146",1972.08333333333,426.9
"147",1972.16666666667,442.2
"148",1972.25,433.5
"149",1972.33333333333,423.3
"150",1972.41666666667,412.4
"151",1972.5,423.2
"152",1972.58333333333,427
"153",1972.66666666667,434.2
"154",1972.75,428.7
"155",1972.83333333333,427.8
"156",1972.91666666667,435.7
"157",1973,474.7
"158",1973.08333333333,511.8
"159",1973.16666666667,610.2
"160",1973.25,638.8
"161",1973.33333333333,613
"162",1973.41666666667,678.4
"163",1973.5,795.4
"164",1973.58333333333,843.5
"165",1973.66666666667,799.6
"166",1973.75,849.6
"167",1973.83333333333,950.4
"168",1973.91666666667,959.9
"169",1974,913.2
"170",1974.08333333333,1006.5
"171",1974.16666666667,1172
"172",1974.25,1267.7
"173",1974.33333333333,1190.6
"174",1974.41666666667,1020.1
"175",1974.5,802.8
"176",1974.58333333333,767.9
"177",1974.66666666667,630.1
"178",1974.75,599.2
"179",1974.83333333333,608.2
"180",1974.91666666667,553.2
"181",1975,512.4
"182",1975.08333333333,528.7
"183",1975.16666666667,554.5
"184",1975.25,560.5
"185",1975.33333333333,539.7
"186",1975.41666666667,522.5
"187",1975.5,559.3
"188",1975.58333333333,603.7
"189",1975.66666666667,580.2
"190",1975.75,573.1
"191",1975.83333333333,575.1
"192",1975.91666666667,568.9
"193",1976,587.8
"194",1976.08333333333,601.6
"195",1976.16666666667,683.7
"196",1976.25,817.9
"197",1976.33333333333,836
"198",1976.41666666667,878
"199",1976.5,922.1
"200",1976.58333333333,862.2
"201",1976.66666666667,844.9
"202",1976.75,784.8
"203",1976.83333333333,780.3
"204",1976.91666666667,767.3
"205",1977,814.8
"206",1977.08333333333,833.4
"207",1977.16666666667,881
"208",1977.25,830.4
"209",1977.33333333333,797.9
"210",1977.41666666667,763.1
"211",1977.5,724.4
"212",1977.58333333333,665.8
"213",1977.66666666667,685.6
"214",1977.75,682.9
"215",1977.83333333333,650.2
"216",1977.91666666667,679.1
"217",1978,651.2
"218",1978.08333333333,627
"219",1978.16666666667,657.6
"220",1978.25,694.4
"221",1978.33333333333,716
"222",1978.41666666667,725
"223",1978.5,705.4
"224",1978.58333333333,734.6
"225",1978.66666666667,735.8
"226",1978.75,750.1
"227",1978.83333333333,749.3
"228",1978.91666666667,771.7
"229",1979,827.1
"230",1979.08333333333,969.7
"231",1979.16666666667,1005.5
"232",1979.25,1012.3
"233",1979.33333333333,935.3
"234",1979.41666666667,888.8
"235",1979.5,802.4
"236",1979.58333333333,883.2
"237",1979.66666666667,953.6
"238",1979.75,967.6
"239",1979.83333333333,978.3
"240",1979.91666666667,1005.6
"241",1980,1147.9
"242",1980.08333333333,1220.2
"243",1980.16666666667,1045.5
"244",1980.25,937.1
"245",1980.33333333333,888.9
"246",1980.41666666667,858.5
"247",1980.5,916.7
"248",1980.58333333333,877.9
"249",1980.66666666667,857.6
"250",1980.75,846.2
"251",1980.83333333333,839.5
"252",1980.91666666667,800.4
"253",1981,777.4
"254",1981.08333333333,784.9
"255",1981.16666666667,814.3
"256",1981.25,837
"257",1981.33333333333,834
"258",1981.41666666667,861
"259",1981.5,897.3
"260",1981.58333333333,981.4
"261",1981.66666666667,942.2
"262",1981.75,904.9
"263",1981.83333333333,867.7
"264",1981.91666666667,869.3
"265",1982,853.6
"266",1982.08333333333,863.8
"267",1982.16666666667,836.3
"268",1982.25,858.5
"269",1982.33333333333,843.6
"270",1982.41666666667,740.4
"271",1982.5,829.9
"272",1982.58333333333,841
"273",1982.66666666667,832.7
"274",1982.75,861.4
"275",1982.83333333333,884.3
"276",1982.91666666667,911.4
"277",1983,997.3
"278",1983.08333333333,1074.3
"279",1983.16666666667,1071.9
"280",1983.25,1090
"281",1983.33333333333,1122.8
"282",1983.41666666667,1098.6
"283",1983.5,1115.6
"284",1983.58333333333,1091
"285",1983.66666666667,1041
"286",1983.75,958.4
"287",1983.83333333333,940.4
"288",1983.91666666667,986.7
"289",1984,978
"290",1984.08333333333,991.5
"291",1984.16666666667,1030.9
"292",1984.25,1078.1
"293",1984.33333333333,1022.3
"294",1984.41666666667,991.2
"295",1984.5,1007.9
"296",1984.58333333333,1018.2
"297",1984.66666666667,1029.3
"298",1984.75,1043.5
"299",1984.83333333333,1085.1
"300",1984.91666666667,1113.5
"301",1985,1205.5
"302",1985.08333333333,1269.8
"303",1985.16666666667,1234.7
"304",1985.25,1212.7
"305",1985.33333333333,1225.3
"306",1985.41666666667,1118
"307",1985.5,1067.5
"308",1985.58333333333,1025.7
"309",1985.66666666667,1001.4
"310",1985.75,973.8
"311",1985.83333333333,950.9
"312",1985.91666666667,962.4
"313",1986,995.4
"314",1986.08333333333,982.8
"315",1986.16666666667,984.4
"316",1986.25,957.3
"317",1986.33333333333,932.3
"318",1986.41666666667,937
"319",1986.5,891.7
"320",1986.58333333333,876.5
"321",1986.66666666667,916.1
"322",1986.75,922.9
"323",1986.83333333333,915
"324",1986.91666666667,927.6
"325",1987,893.8
"326",1987.08333333333,902.7
"327",1987.16666666667,920.1
"328",1987.25,909.3
"329",1987.33333333333,911.9
"330",1987.41666666667,964.6
"331",1987.5,1052.8
"332",1987.58333333333,1097.5
"333",1987.66666666667,1100.7
"334",1987.75,1182.7
"335",1987.83333333333,1419.9
"336",1987.91666666667,1566.6
"337",1988,1476.8
"338",1988.08333333333,1324.3
"339",1988.16666666667,1286.3
"340",1988.25,1216.5
"341",1988.33333333333,1307.1
"342",1988.41666666667,1428.8
"343",1988.5,1297.5
"344",1988.58333333333,1296.2
"345",1988.66666666667,1445.7
"346",1988.75,1689.4
"347",1988.83333333333,1826.2
"348",1988.91666666667,1915.3
"349",1989,1912.6
"350",1989.08333333333,1765
"351",1989.16666666667,1904.1
"352",1989.25,1832.3
"353",1989.33333333333,1679.1
"354",1989.41666666667,1638.8
"355",1989.5,1539.1
"356",1989.58333333333,1731.5
"357",1989.66666666667,1834.9
"358",1989.75,1801.8
"359",1989.83333333333,1647.3
"360",1989.91666666667,1514.1
"361",1990,1432.7
"362",1990.08333333333,1390.9
"363",1990.16666666667,1615.7
"364",1990.25,1639.6
"365",1990.33333333333,1633.7
"366",1990.41666666667,1510.5
"367",1990.5,1529.6
"368",1990.58333333333,1554.4
"369",1990.66666666667,1611.6
"370",1990.75,1409.6
"371",1990.83333333333,1315.9
"372",1990.91666666667,1292.7
"373",1991,1265.1
"374",1991.08333333333,1246.5
"375",1991.16666666667,1322.5
"376",1991.25,1412.3
"377",1991.33333333333,1336.8
"378",1991.41666666667,1344.8
"379",1991.5,1353.8
"380",1991.58333333333,1325.6
"381",1991.66666666667,1346.1
"382",1991.75,1371.2
"383",1991.83333333333,1336.8
"384",1991.91666666667,1216.4
"385",1992,1182.2
"386",1992.08333333333,1240.5
"387",1992.16666666667,1291.7
"388",1992.25,1260.9
"389",1992.33333333333,1224.6
"390",1992.41666666667,1239.1
"391",1992.5,1313.8
"392",1992.58333333333,1297.2
"393",1992.66666666667,1307
"394",1992.75,1360.3
"395",1992.83333333333,1413.2
"396",1992.91666666667,1422.5
"397",1993,1472.3
"398",1993.08333333333,1536.7
"399",1993.16666666667,1472.3
"400",1993.25,1261.9
"401",1993.33333333333,1159
"402",1993.41666666667,1228.5
"403",1993.5,1287.5
"404",1993.58333333333,1305
"405",1993.66666666667,1219.7
"406",1993.75,1108.7
"407",1993.83333333333,1100.3
"408",1993.91666666667,1156.4
"409",1994,1208.4
"410",1994.08333333333,1261
"411",1994.16666666667,1284
"412",1994.25,1268.1
"413",1994.33333333333,1430.5
"414",1994.41666666667,1549.9
"415",1994.5,1589.5
"416",1994.58333333333,1560
"417",1994.66666666667,1601
"418",1994.75,1586.2
"419",1994.83333333333,1763.6
"420",1994.91666666667,1914.4
"421",1995,1910.5
"422",1995.08333333333,1830.3
"423",1995.16666666667,1826.8
"424",1995.25,1805.7
"425",1995.33333333333,1745.9
"426",1995.41666666667,1876.8
"427",1995.5,1927.4
"428",1995.58333333333,1936.6
"429",1995.66666666667,1870.3
"430",1995.75,1782.7
"431",1995.83333333333,1904.8
"432",1995.91666666667,1898.7
"433",1996,1708.7
"434",1996.08333333333,1650.2
"435",1996.16666666667,1676.5
"436",1996.25,1713.5
"437",1996.33333333333,1757.3
"438",1996.41666666667,1407.7
"439",1996.5,1276.6
"440",1996.58333333333,1294.9
"441",1996.66666666667,1244.3
"442",1996.75,1236.2
"443",1996.83333333333,1343.7
"444",1996.91666666667,1366.9
"445",1997,1469.2
"446",1997.08333333333,1480.3
"447",1997.16666666667,1506.4
"448",1997.25,1466.8
"449",1997.33333333333,1540
"450",1997.41666666667,1588
"451",1997.5,1466.7
"452",1997.58333333333,1403.6
"453",1997.66666666667,1315.4
"454",1997.75,1256.4
"455",1997.83333333333,1135
"456",1997.91666666667,1061.5
"457",1998,1032.1
"458",1998.08333333333,1014.4
"459",1998.16666666667,1051.4
"460",1998.25,1078.1
"461",1998.33333333333,1057.8
"462",1998.41666666667,1005.6
"463",1998.5,1004.2
"464",1998.58333333333,991.8
"465",1998.66666666667,979.1
"466",1998.75,935.6
"467",1998.83333333333,946.9
"468",1998.91666666667,881.9
"469",1999,866.7
"470",1999.08333333333,866.5
"471",1999.16666666667,849.6
"472",1999.25,910.2
"473",1999.33333333333,935.6
"474",1999.41666666667,891.3
"475",1999.5,1041.2
"476",1999.58333333333,1025.5
"477",1999.66666666667,1077.3
"478",1999.75,1040.1
"479",1999.83333333333,1065.3
"480",1999.91666666667,1093.7
"481",2000,1124.2
"482",2000.08333333333,1124.7
"483",2000.16666666667,1100.6
"484",2000.25,1059.8
"485",2000.33333333333,1183.3
"486",2000.41666666667,1161.6
"487",2000.5,1192.3
"488",2000.58333333333,1245.1
"489",2000.66666666667,1365.3
"490",2000.75,1308.1
"491",2000.83333333333,1258.9
"492",2000.91666666667,1264.4
"493",2001,1209.8
"494",2001.08333333333,1214.9
"495",2001.16666666667,1202.8
"496",2001.25,1159.3
"497",2001.33333333333,1178.9
"498",2001.41666666667,1147.5
"499",2001.5,1078.5
"500",2001.58333333333,1019
"501",2001.66666666667,974.4
"502",2001.75,948.5
"503",2001.83333333333,994.2
"504",2001.91666666667,1020.8
"505",2002,1049.9
"506",2002.08333333333,1097.4
"507",2002.16666666667,1127.9
"508",2002.25,1101.4
"509",2002.33333333333,1092.9
"510",2002.41666666667,1110
"511",2002.5,1022.2
"512",2002.58333333333,962.4
"513",2002.66666666667,950
"514",2002.75,952.5
"515",2002.83333333333,1006.4
"516",2002.91666666667,1005.7
"517",2003,1018.8
"518",2003.08333333333,1046.7
"519",2003.16666666667,1047.4
"520",2003.25,1007.9
"521",2003.33333333333,1015.5
"522",2003.41666666667,1015.4
"523",2003.5,1054
"524",2003.58333333333,1103.4
"525",2003.66666666667,1109.1
"526",2003.75,1143.9
"527",2003.83333333333,1216
"528",2003.91666666667,1258.5
"529",2004,1329
"530",2004.08333333333,1477.5
"531",2004.16666666667,1647.3
"532",2004.25,1635.6
"533",2004.33333333333,1529.5
"534",2004.41666666667,1469.7
"535",2004.5,1523.4
"536",2004.58333333333,1563.1
"537",2004.66666666667,1614.9
"538",2004.75,1666.7
"539",2004.83333333333,1678.5
"540",2004.91666666667,1631.1
"541",2005,1687.8
"542",2005.08333333333,1723.8
"543",2005.16666666667,1773
"544",2005.25,1790
"545",2005.33333333333,1751.7
"546",2005.41666666667,1938
"547",2005.5,2063.8
"548",2005.58333333333,2115.8
"549",2005.66666666667,2133.3
"550",2005.75,2301.1
"551",2005.83333333333,2461.6
"552",2005.91666666667,2621.7
"553",2006,2677.7
"554",2006.08333333333,2851.6
"555",2006.16666666667,2927.3
"556",2006.25,3610.9
"557",2006.33333333333,4306
"558",2006.41666666667,3897.7
"559",2006.5,4170.5
"560",2006.58333333333,4059.8
"561",2006.66666666667,4032.9
"562",2006.75,3998.6
"563",2006.83333333333,3675.9
"564",2006.91666666667,3435.8
