"","longitude","latitude","name.canton","rurality.rate","Nb.students.per.class","Cost.per.student","Code"
"54",565724.409160536,1828595.36365524,"REVEL",0.538461538,20.66666667,5072.155081,3125
"55",499875.156878147,1823330.84620525,"RIEUMES",0.125,24.27586207,3342.424395,3126
"56",524261.710804681,1848391.21259088,"BLAGNAC",0,22.39393939,3778.819323,3151
"57",468142.280579715,1767420.62515384,"SAINT-BEAT",1,24.89361702,3793.078051,3128
"58",469381.219738233,1792899.87068934,"SAINT-GAUDENS",0.05,23.2,3648.450402,3129
"59",505041.86036562,1835337.66035533,"SAINT-LYS",0,24.25925926,3608.735863,3130
"60",487341.063487617,1787261.987503,"SALIES-DU-SALAT",0.954545455,23.32258065,3279.871715,3132
"61",543827.974760026,1850539.93712187,"VERFEIL",0,22.28571429,3486.414135,3137
"62",549802.164059474,1822479.02466893,"VILLEFRANCHE-DE-LAURAGAIS",0,21.2,3842.133821,3138
"63",533920.093456093,1872606.39101295,"VILLEMUR-SUR-TARN",0.285714286,23.09090909,3432.55374,3139
"64",536654.580486267,1845707.70137118,"TOULOUSE 8",0,22,3727.788967,3143
"65",530882.87562023,1838574.17281133,"TOULOUSE 9",0,26.52631579,3476.488234,3144
"66",524657.845212485,1837017.69936434,"TOULOUSE 11",0,23.42857143,3492.710377,3152
"67",519610.749545673,1840979.32825723,"TOULOUSE 12",0,25.4,3083.400717,3153
"68",519043.76098413,1849172.38161308,"TOULOUSE 13",0,24.80487805,3359.91566,3148
"69",525855.236383761,1854593.81872907,"TOULOUSE 14",0,22.6,3741.726441,3149
"70",532848.141469045,1854103.54925684,"TOULOUSE 15",0,24.30769231,3450.623766,3150
"71",526990.474955709,1844559.61514206,"TOULOUSE",0,22.94117647,3210.132077,3199
"72",418962.201871625,1857396.66039059,"AIGNAN",1,23.81695568,3675.439326,3201
"73",405953.740997162,1879546.52390572,"CAZAUBON",1,25.32,3064.833033,3204
"74",444990.1580578,1886900.79713965,"CONDOM",1,16.5,5763.308485,3206
"75",425032.911524371,1872036.89985093,"EAUZE",1,25.26666667,3879.95657,3207
"76",462754.028092768,1871690.14457074,"FLEURANCE",0.95,20.125,4800.970373,3208
"77",478511.389327732,1850006.8746286,"GIMONT",0.857142857,26.25274725,3142.527103,3209
"78",496276.361079241,1844758.01804321,"L'ISLE-JOURDAIN",0.714285714,24.7,3719.796073,3210
"79",460009.914636023,1886442.6825178,"LECTOURE",1,23.33333333,3720.946393,3212
"80",425171.490362462,1836264.2130454,"MARCIAC",1,18.75,3865.333667,3214
"81",458243.838326661,1822006.44592883,"MASSEUBE",1,20.5,4344.58311,3215
"82",480377.497825729,1864281.66440093,"MAUVEZIN",1,22.57142857,3084.238861,3216
"83",435613.327607939,1824363.6183653,"MIELAN",1,24.25,3451.417526,3217
"84",446110.451688684,1833022.39966865,"MIRANDE",0.913043478,20.125,4552.360435,3219
"85",407470.990371267,1867189.81549943,"NOGARO",1,26.54545455,3045.231918,3222
"86",415708.697511324,1848051.91295774,"PLAISANCE",1,19.5,4364.683269,3223
"87",398803.810777478,1853580.47327182,"RISCLE",1,26.18181818,2855.159861,3224
"88",486972.180116833,1836030.89276241,"SAMATAN",0.866666667,25.42307692,3302.477806,3226
"89",435497.248013738,1858692.13317322,"VIC-FEZENSAC",1,25.36170213,3418.108121,3229
"90",457954.263745536,1852032.71304952,"AUCH",0,23.03030303,3149.938382,3299
"91",563371.298291859,1990840.58562935,"BRETENOUX",1,25.25,3889.295611,4601
"92",560035.158972875,1945460.85026242,"CAJARC",0.928571429,24.04,4180.272696,4604
"93",523631.811619004,1922287.57868614,"CASTELNAU-MONTRATIER",0.571428571,26.61445783,3164.852091,4605
"94",582348.100198591,1960685.79400186,"FIGEAC EST",0.416666667,23.3,3723.849335,4608
"95",526359.186957345,1972236.38410322,"GOURDON",1,20.33333333,4547.792213,4610
"96",548106.130673374,1976174.66654667,"GRAMAT",1,23.25,3551.689211,4611
"97",566116.210140617,1971123.19013306,"LACAPELLE-MARIVAL",0.947368421,23.28571429,4024.905031,4613
"98",579056.150463563,1975600.72096123,"LATRONQUIERE",1,23.25,4463.407204,4615
"99",515436.686256307,1939686.84973633,"LUZECH",0.769230769,27.95833333,2616.412176,4619
"100",541146.294655109,1994517.94028997,"MARTEL",1,19.75,3976.598481,4620
"101",509390.881016979,1929237.05628636,"MONTCUQ",1,23.25,4358.727796,4621
"102",501871.872113467,1945374.849101,"PUY-L'EVEQUE",1,22.58333333,4069.688413,4623
"103",563809.615615532,1982910.08966332,"SAINT-CERE",1,21.7,3860.583157,4624
"104",518311.780729753,1962994.74386901,"SALVIAC",1,22.34782609,4402.401576,4627
"105",533764.811658914,1990543.73038953,"SOUILLAC",1,24.83333333,3361.568792,4628
"106",549084.888902663,1995085.15149517,"VAYRAC",1,18.6,4997.738172,4629
"107",528763.215487832,1939499.33724515,"CAHORS",0,18.25,4129.918219,4698
"108",575600.415257123,1956414.36673137,"FIGEAC",0,23.5106383,3484.71311,4699
"109",401215.203350109,1771835.51611365,"ARGELES-GAZOST",0.869565217,27.16666667,2825.329052,6501
"110",436822.033168763,1770026.44868711,"ARREAU",1,20.63636364,3990.854361,6502
"111",421115.066815108,1783794.97070347,"BAGNERES-DE-BIGORRE",0.947368421,20,4001.808438,6504
"112",437542.433632469,1793099.59599496,"LANNEMEZAN",1,24.4375,3392.056726,6511
"113",410242.609178472,1759503.83182815,"LUZ-SAINT-SAUVEUR",1,23.66666667,4087.23,6513
"114",413656.610104016,1833392.10079872,"MAUBOURGUET",1,16.75,5164.095,6514
"115",453890.44813257,1772859.47935643,"MAULEON-BAROUSSE",1,21.31428571,3904.927399,6515
"116",448921.396760159,1784084.50386465,"SAINT-LAURENT-DE-NESTE",1,24.25,5005.039072,6519
"117",420497.913368369,1801348.93385799,"SEMEAC",0,21.52631579,3792.200116,6522
"118",430086.537677282,1801088.58501754,"TOURNAY",0.407407407,24.30555556,3743.517646,6523
"119",437574.731223351,1813874.41495548,"TRIE-SUR-BAISE",1,26.84158416,3119.826765,6524
"120",414777.972445292,1822026.4127184,"VIC-EN-BIGORRE",0.466666667,22.32258065,3671.120308,6525
"121",403445.425449956,1792659.32314575,"LOURDES",0,25.56140351,2889.176644,6598
"122",415672.222532825,1806577.12098901,"TARBES",0,23.39130435,3936.587026,6599
"123",609748.255612482,1874102.60430727,"ALBAN",1,19,4407.548797,8101
"124",613947.784691184,1848209.15542815,"BRASSAC",1,21.76923077,4215.275281,8104
"125",569106.799980994,1897195.60216343,"CORDES",1,20,3829.432313,8109
"126",583439.431950799,1829142.18868783,"DOURGNE",0.8,24.625,4161.468883,8111
"127",567681.987814576,1879401.08151137,"GAILLAC",0.5,22.25,3771.617472,8112
"128",569562.315624098,1861443.90797576,"GRAULHET",1,25.1025641,3690.44381,8113
"129",592156.390118043,1834384.44406284,"LABRUGUIERE",0,21.55,3437.167958,8114
"130",624363.180320805,1857014.80970586,"LACAUNE",1,22.69444444,2971.482521,8115
"131",583449.08969342,1857535.49722727,"LAUTREC",0.7,17.07692308,4879.717658,8116
"132",554893.430560573,1855630.77443822,"LAVAUR",0.473684211,23,3559.20413,8117
"133",575589.389938091,1840461.21938575,"PUYLAURENS",0.8,22.46153846,3627.291712,8124
"134",548644.898247916,1870293.00990426,"RABASTENS",0.666666667,20.36363636,4604.01279,8125
"135",589507.349836268,1868459.15775028,"REALMONT",0.625,25.85714286,3734.431171,8126
"136",616593.026862929,1830797.11996408,"SAINT-AMANS-SOULT",0.875,26.17777778,3233.763981,8128
"137",605900.169313792,1889525.85420565,"VALENCE-D'ALBIGEOIS",1,26.45098039,3468.426152,8133
"138",580460.784878698,1848070.03824335,"VIELMUR-SUR-AGOUT",0.125,26.25581395,3624.159566,8135
"139",599320.375564581,1878844.61710299,"VILLEFRANCHE-D'ALBIGEOIS",0.222222222,26.62264151,3097.511467,8136
"140",582412.507964055,1891773.8253185,"CARMAUX SUD",0.666666667,24.55555556,3118.75931,8139
"141",588137.518109249,1886920.02861023,"ALBI",0,24.40566038,3517.108156,8196
"142",584640.045621063,1880509.60342518,"CARMAUX",1,22.7804878,3595.921702,8197
"143",586254.220921319,1894969.29620757,"CASTRES",0,24.7,3491.731781,8198
"144",592233.848812935,1845843.3003804,"MAZAMET",0,23.91666667,3590.85878,8199
"145",481230.478119402,1897494.76806741,"BEAUMONT-DE-LOMAGNE",1,16.625,5149.342556,8202
"146",493506.562708763,1917196.6170556,"CAUSSADE",0.909090909,25.41666667,3483.022852,8205
"147",554629.854858526,1918244.80744239,"GRISOLLES",0,23.72413793,3523.433608,8207
"148",519258.93974449,1875495.72299232,"LAFRANCAISE",0.25,24.96,3161.358216,8208
"149",516404.903211603,1903481.98586436,"LAUZERTE",1,22.66666667,3858.816691,8209
"150",536358.874173003,1915741.41379941,"NEGREPELISSE",0.5,20,3725.554214,8219
"151",535898.973431655,1896537.26122572,"SAINT-ANTONIN-NOBLE-VAL",1,23.33333333,3554.791786,8220
"152",496575.608630334,1890204.08153278,"VALENCE",1,22.90909091,4427.968532,8222
"153",529055.540494365,1889721.78994955,"CASTELSARRASIN",1,26.15789474,3164.620201,8297
"154",503037.174693014,1895268.86121415,"MOISSAC",1,19,6289.487193,8298
"155",500930.052017341,1903853.41329838,"MONTAUBAN",0,22.375,4545.491061,8299
