"","longitude","latitude","name.city","index.rurality","Nb.students","Occupancy.rate","Cost.per.student","Nb.students.per.class","Freq.certifies","Freq.agreges","Freq.rep.stud","Nb.specialties","Teachers.age"
"19",593550.01693228,1952149.9784007,"DECAZEVILLE","urban",468,0.64,4001.8084375,20,0.7129094412,0.0231213873,0.0747863248,12,46.961165049
"20",634099.98597835,1946749.9765891,"ESPALION","rural",303,0.87,3648.4504023,23.2,0.8249158249,0,0.0627062706,4,41.986531987
"21",609949.9587804,1941800.0322168,"MARCILLAC-VALLON","intermediate",322,0.69125,3938.937396,26.333333333,0.546835443,0.0303797468,0.0155279503,4,48.534351145
"22",662499.89365997,1899700.0690161,"MILLAU","urban",1031,0.91,3354.7354212,26,0.7366863905,0.0246548323,0.0349175558,11,44.711045365
"23",628049.99031407,1986650.0663592,"MUR-DE-BARREZ","rural",114,0.93,4463.4072043,23.25,0.7046979866,0,0.0350877193,4,36.244897959
"24",600649.99385269,1909449.9768064,"NAUCELLE","rural",134,0.6775,4069.6884133,22.583333333,0.725,0.05,0.0597014925,4,40.81875
"25",617899.98054358,1931150.0095478,"ONET-LE-CHATEAU","urban",429,0.8234375,3937.2856357,21.08,0.847311828,0.047311828,0.0303030303,10,44.356989247
"26",630499.98477062,1919700.012072,"PONT-DE-SALARS","rural",271,0.982375009145966,3045.231918,26.545454545,0.7112462006,0,0.0553505535,4,42.835365854
"27",617349.8976092,1892350.0856465,"REQUISTA","rural",280,0.735,4198.3326871,24.5,0.8096885813,0.0415224913,0.0321428571,4,39.21799308
"28",591799.97178757,1922400.0129778,"RIEUPEYROUX","rural",179,0.935714285714286,3608.7358626,24.259259259,0.7155555556,0.0266666667,0.0223463687,4,41.777777778
"29",596399.99879227,1933450.0230502,"RIGNAC","rural",232,0.930882352941176,3064.8330332,25.32,0.6527777778,0.0833333333,0.0387931034,4,43.833333333
"30",618500.01893712,1928499.9641012,"RODEZ","urban",663,1.15185185185185,3130.3786013,25.916666667,0.84,0.0533333333,0.0527903469,7,47.21037037
"31",618500.01893712,1928499.9641012,"RODEZ","urban",507,0.894936708860759,3114.0018953,27.192307692,0.7579143389,0.0353817505,0.0493096647,12,47.425373134
"32",641650.02033809,1883849.9809489,"SAINT-AFFRIQUE","rural",492,1.36082474226804,2816.6167235,26.4,0.8044444444,0.0533333333,0.0508130081,12,45.224444444
"33",627599.93287474,1965600.0274705,"SAINT-AMANS-DES-COTS","rural",124,0.626018359931792,4331.720147,20.36,0.89375,0,0,4,42.4625
"34",653100.01781396,1941400.0448134,"SAINT-GENIEZ-D'OLT","rural",83,0.724545454545454,3655.0820075,24.151515152,0.7340425532,0,0.0722891566,4,35.946808511
"35",659049.98798319,1922199.9619877,"SEVERAC-LE-CHATEAU","rural",212,0.859622738969675,3792.2001162,21.526315789,0.6018099548,0,0.0801886792,4,47.561085973
"36",575550.01089365,1927349.95735,"VILLEFRANCHE-DE-ROUERGUE","urban",797,0.472727272727273,3920.0124615,26,0.7166866747,0.0864345738,0.0652446675,10,44.479368932
"37",540449.99911832,1824850.0630016,"AYGUESVIVES","intermediate",760,0.85,4357.1565294,21.25,0.8330935252,0.0345323741,0.0631578947,5,45.667625899
"38",475399.97093001,1780400.0162627,"ASPET","rural",164,0.805,4064.488913,24.769230769,0.6346153846,0.0576923077,0.0792682927,4,43.182692308
"39",526599.96264506,1852749.9577848,"AUCAMVILLE","urban",671,0.817289491298074,3734.4311706,25.857142857,0.862745098,0.0392156863,0.1132637854,6,48.444444444
"40",481100.04922674,1802500.0364075,"AURIGNAC","rural",158,0.808333333333333,3670.0133093,24.25,0.6722222222,0.0666666667,0.0949367089,4,41.377777778
"41",530850.07228222,1817800.0415404,"AUTERIVE","intermediate",812,0.468,5609.4810256,19.5,0.7603092784,0.0463917526,0.0603448276,10,44.729032258
"42",459699.97839373,1751200.0191974,"BAGNERES-DE-LUCHON","rural",270,0.962053571428571,3437.1679582,21.55,0.8054474708,0.093385214,0.1074074074,7,45.190661479
"43",532900.07933532,1845600.0254052,"BALMA","urban",875,0.6,4427.9685317,22.909090909,0.7421875,0.0145089286,0.0605714286,12,47.644692737
"44",522550.01857474,1849499.9885213,"BLAGNAC","urban",546,0.556363636363636,4479.0198693,18,0.6531791908,0.0443159923,0.0769230769,6,48.418111753
"45",522550.01857474,1849499.9885213,"BLAGNAC","urban",865,0.8125,3318.9961231,25,0.8197530864,0.0148148148,0.0416184971,7,44.27955665
"46",463100.04318811,1811549.994886,"BOULOGNE-SUR-GESSE","rural",186,0.825,5763.3084848,16.5,0.6267942584,0,0.0537634409,4,42.592039801
"47",496550.03531377,1859149.9853933,"CADOURS","rural",247,1.140625,3236.8367945,24.333333333,0.6204379562,0,0.0647773279,4,44.149635036
"48",552450.07952857,1837100.0352844,"CARAMAN","intermediate",379,1.07,3238.538972,26.75,0.6291079812,0.0868544601,0.0633245383,4,47.658823529
"49",510099.9953019,1812350.0842696,"CARBONNE","intermediate",723,1.02484543867699,3523.433608,23.724137931,0.6807313643,0.0393811533,0.0760719225,9,46.007042254
"50",531975.10130381,1834150.0279293,"CASTANET-TOLOSAN","urban",820,0.918181818181818,3288.4973663,25.25,0.7670850767,0.0655509066,0.0414634146,5,46.890756303
"51",527400.05202869,1855650.0096806,"CASTELGINEST","urban",578,0.948888888888889,3238.054637,26.6875,0.803960396,0,0.0726643599,4,45.82970297
"52",499549.99812796,1802500.0364075,"CAZERES","rural",441,0.932,3723.8493348,23.3,0.7181372549,0.0588235294,0.0816326531,4,45.137254902
"53",518349.97897348,1846300.0892938,"COLOMIERS","urban",519,0.865,3601.1818786,22.322580645,0.9529411765,0.0039215686,0.0655105973,8,47.511764706
"54",518349.97897348,1846300.0892938,"COLOMIERS","urban",527,0.875,3743.5176457,24.305555556,0.6013986014,0.0017482517,0.0398481973,15,46.732517483
"55",518349.97897348,1846300.0892938,"COLOMIERS","urban",763,0.811111111111111,4129.9182192,18.25,0.8084179971,0.053701016,0.0537352556,8,45.886792453
"56",518349.97897348,1846300.0892938,"COLOMIERS","urban",225,0.668181818181818,4121.102585,21,0.8333333333,0,0,5,46.289473684
"57",520050.06865904,1838900.0358882,"CUGNAUX","urban",802,0.870588235294118,3542.9722162,24.666666667,0.7581081081,0.0432432432,0.0673316708,7,46.67027027
"58",523750.09536181,1854550.0729654,"FENOUILLET","urban",559,0.84,3476.4882341,26.526315789,0.8595825427,0.0037950664,0.0250447227,4,44.735741445
"59",511549.96396147,1837700.0736779,"FONSORBES","intermediate",615,0.82375,3404.1766161,25.346153846,0.836589698,0.0621669627,0.0959349593,4,41.795737123
"60",496950.02271722,1810250.0071806,"LE FOUSSERET","rural",206,0.690740740740741,3904.9273995,21.314285714,0.7,0,0.1213592233,4,41.927272727
"61",522749.95498809,1873150.0028208,"FRONTON","intermediate",723,0.5325,4087.23,23.666666667,0.838612368,0.07239819,0.0940525588,4,42.230769231
"62",517250.0422582,1836249.9904416,"FROUZINS","urban",721,1.205,3279.8717151,23.322580645,0.8180379747,0.0553797468,0.0346740638,6,42.481012658
"63",527550.03298289,1858200.0296322,"GRATENTOUR","urban",744,0.629885057471264,3498.6423723,26.095238095,0.7774140753,0.0589198036,0.0430107527,6,44.171849427
"64",514700.0223066,1863700.0569389,"GRENADE","intermediate",817,0.847777777777778,3081.508768,26.310344828,0.6586021505,0.0456989247,0.0538555692,10,45.293877551
"65",478150.0418717,1821050.0108038,"L' ISLE-EN-DODON","rural",154,0.902857142857143,3084.2388608,22.571428571,0.7024390244,0,0.0909090909,4,42.044117647
"66",529399.9890459,1852499.9513355,"LAUNAGUET","urban",581,0.597705091378151,4229.667803,24.545454545,0.6975945017,0.0429553265,0.0722891566,5,47.803786575
"67",511149.97655803,1844249.9676639,"LEGUEVIN","urban",549,0.984285714285714,3425.3708853,25.518518519,0.8121546961,0.0920810313,0.0765027322,5,46.169459963
"68",539949.98621983,1857750.0867696,"MONTASTRUC-LA-CONSEILLERE","intermediate",622,0.894444444444444,4800.9703727,20.125,0.8216783217,0.0227272727,0.0594855305,5,45.543706294
"69",509199.99499997,1798049.990357,"MONTESQUIEU-VOLVESTRE","intermediate",288,1.05090909090909,3174.2427682,25.130434783,0.7234848485,0.0037878788,0.0486111111,4,41.227272727
"70",455100.06596577,1789100.0573736,"MONTREJEAU","rural",358,0.868888888888889,3392.0567263,24.4375,0.6704545455,0.0340909091,0.061452514,6,42.924418605
"71",516000.01001197,1827399.9683765,"MURET","urban",923,1.01764705882353,3273.3691137,25.95,0.8093607306,0.0776255708,0.0758396533,8,46.117714286
"72",516000.01001197,1827399.9683765,"MURET","urban",1025,0.836231884057971,3775.0582842,21.37037037,0.7036659878,0.0244399185,0.0409756098,14,45.285128205
"73",512950.09173863,1847800.0134125,"PIBRAC","urban",576,0.923333333333333,3620.0306137,23.083333333,0.7551440329,0.049382716,0.03125,4,47.314814815
"74",523500.08891256,1831900.0844629,"PINS-JUSTARET","urban",581,0.588,3534.4855329,25.941176471,0.7817014446,0.077046549,0.0963855422,4,48.526570048
"75",514899.95871995,1840800.0619871,"PLAISANCE-DU-TOUCH","urban",924,0.72,3160.9584375,26.181818182,0.7995283019,0.0424528302,0.0670995671,6,46.305785124
"76",524600.02562785,1837050.0798252,"PORTET-SUR-GARONNE","urban",548,0.5675,3990.8543612,20.636363636,0.8412098299,0.0037807183,0.0875912409,4,49.300567108
"77",530950.09777726,1838599.9594031,"RAMONVILLE-SAINT-AGNE","urban",655,0.8,3858.8166912,22.666666667,0.6506189821,0.045392022,0.0473282443,12,44.988980716
"78",572749.98449281,1829299.9944754,"REVEL","rural",584,1.025,3134.9127805,26.739130435,0.8042226488,0.0690978887,0.0753424658,4,44.930902111
"79",500500.06846579,1824250.0246081,"RIEUMES","intermediate",411,0.733333333333333,3495.7014659,25.142857143,0.7325905292,0.0668523677,0.0681265207,4,42.576601671
"80",465000.06928702,1767800.0120356,"SAINT-BEAT","rural",160,0.358730158730159,4151.6490708,22.6,0.9139072848,0.0794701987,0.09375,7,46.642384106
"81",470300.04560356,1792500.0075912,"SAINT-GAUDENS","urban",507,1.23787878787879,2971.4825214,22.694444444,0.614893617,0.0276595745,0.1104536489,9,47.625267666
"82",470300.04560356,1792500.0075912,"SAINT-GAUDENS","urban",448,0.745,4240.8857718,22.35,0.8381642512,0,0.0647321429,5,43.741545894
"83",532700.02834523,1851800.0020237,"SAINT-JEAN","urban",669,0.931666666666667,3162.9784436,26.619047619,0.7395659432,0.0734557596,0.0657698057,4,46.247078464
"84",508299.99469803,1835099.9836904,"SAINT-LYS","intermediate",694,0.823333333333333,3491.7317814,24.7,0.676161919,0.0374812594,0.0878962536,4,44.756756757
"85",535300.00375598,1839700.0106951,"SAINT-ORENS-DE-GAMEVILLE","urban",854,0.864,3297.8855787,24,0.8189987163,0.0616174583,0.0316159251,5,46.236503856
"86",535300.00375598,1839700.0106951,"SAINT-ORENS-DE-GAMEVILLE","urban",535,0.773333333333333,4238.1377155,23.2,0.7668845316,0.0261437908,0.0336448598,5,48.66083151
"87",542800.08265657,1840850.0174463,"SAINT-PIERRE-DE-LAGES","intermediate",671,0.930912285979624,3463.4336296,28.078947368,0.8045774648,0.0616197183,0.0402384501,3,43.764084507
"88",488350.00710134,1790000.0576755,"SALIES-DU-SALAT","rural",504,1.01875,4024.9050307,23.285714286,0.6203090508,0.0794701987,0.0753968254,4,45.245033113
"89",513500.06009627,1842400.0116009,"LA SALVETAT-SAINT-GILLES","urban",631,0.592857142857143,4833.6993976,16.6,0.6981757877,0.0199004975,0.0507131537,10,38.27694859
"90",527050.0200844,1845100.0125067,"TOULOUSE","urban",807,0.488709677419355,3889.2956106,25.25,0.7286821705,0.0310077519,0.0545229244,16,45.947028424
"91",527050.0200844,1845100.0125067,"TOULOUSE","urban",762,0.59047619047619,5072.1550806,20.666666667,0.8661764706,0.0176470588,0.0708661417,4,47.659732541
"92",527050.0200844,1845100.0125067,"TOULOUSE","urban",329,0.860094582966501,4215.2752807,21.769230769,0.7987012987,0.0735930736,0.0759878419,5,41.723404255
"93",527050.0200844,1845100.0125067,"TOULOUSE","urban",655,0.958571428571429,2616.4121759,27.958333333,0.854812398,0.0587275693,0.0366412214,4,47.06710311
"94",527050.0200844,1845100.0125067,"TOULOUSE","urban",327,0.846666666666667,3432.5537402,23.090909091,0.7284768212,0.0816777042,0.0581039755,8,42.440265487
"95",527050.0200844,1845100.0125067,"TOULOUSE","urban",707,0.548,4558.1638869,19.571428571,0.7916041979,0.0374812594,0.0480905233,5,46.807518797
"96",527050.0200844,1845100.0125067,"TOULOUSE","urban",509,0.801666666666667,3751.7880457,25.315789474,0.597826087,0.0667701863,0.1060903733,14,44.600931677
"97",527050.0200844,1845100.0125067,"TOULOUSE","urban",325,1.08421052631579,3329.7528155,25.75,0.8244047619,0.0357142857,0.0830769231,4,42.949404762
"98",527050.0200844,1845100.0125067,"TOULOUSE","urban",248,0.866666666666667,4538.2148462,18.571428571,0.6692607004,0.0778210117,0.0887096774,7,41.219607843
"99",527050.0200844,1845100.0125067,"TOULOUSE","urban",593,0.948888888888889,3053.0740281,25.117647059,0.6540469974,0.0326370757,0.0792580101,14,41.321989529
"100",527050.0200844,1845100.0125067,"TOULOUSE","urban",1067,0.536666666666667,4552.3604348,20.125,0.7502365184,0.0946073794,0.0402999063,8,50.558293839
"101",527050.0200844,1845100.0125067,"TOULOUSE","urban",472,1.02923076923077,3008.4472795,27.875,0.7397769517,0.0241635688,0.0868644068,7,45.807476636
"102",527050.0200844,1845100.0125067,"TOULOUSE","urban",306,1.4125,2990.4684956,25.681818182,0.5201072386,0.0643431635,0.0490196078,13,41.136729223
"103",527050.0200844,1845100.0125067,"TOULOUSE","urban",548,0.657142857142857,5009.322,19.166666667,0.6519174041,0.0516224189,0.0565693431,13,44.74852071
"104",527050.0200844,1845100.0125067,"TOULOUSE","urban",447,0.796923076923077,3455.4400965,23.545454545,0.529739777,0.0464684015,0.0268456376,15,46.618959108
"105",527050.0200844,1845100.0125067,"TOULOUSE","urban",481,0.666666666666667,3829.4323125,20,0.7017892644,0.0914512922,0.0436590437,12,49.244444444
"106",527050.0200844,1845100.0125067,"TOULOUSE","urban",513,1.08,3408.2299228,27,0.7342007435,0.0446096654,0.0916179337,5,47.6133829
"107",527050.0200844,1845100.0125067,"TOULOUSE","urban",489,0.656666666666667,4161.4688832,24.625,0.6416819013,0.0859232176,0.0593047035,9,47.728937729
"108",527050.0200844,1845100.0125067,"TOULOUSE","urban",432,0.729090909090909,3374.629015,26.733333333,0.7832957111,0.072234763,0.0578703704,8,43.416289593
"109",527050.0200844,1845100.0125067,"TOULOUSE","urban",276,1.26086956521739,3169.3365172,26.363636364,0.9108280255,0,0.0289855072,4,43.601910828
"110",527050.0200844,1845100.0125067,"TOULOUSE","urban",290,0.769166666666667,3257.3835536,24.945945946,0.7933333333,0.08,0.0448275862,5,41.56122449
"111",527050.0200844,1845100.0125067,"TOULOUSE","urban",407,0.9675,3182.2187726,27.642857143,0.7405189621,0.0798403194,0.058968059,9,41.800399202
"112",527050.0200844,1845100.0125067,"TOULOUSE","urban",659,0.76969696969697,3759.0626378,20.32,0.6666666667,0.0892857143,0.0546282246,8,48.344776119
"113",527050.0200844,1845100.0125067,"TOULOUSE","urban",712,0.862911795961743,3142.1552586,24.606060606,0.8133971292,0.0318979266,0.0632022472,5,42.7808
"114",518999.97282617,1842200.0751876,"TOURNEFEUILLE","urban",774,0.892857142857143,3064.023104,25,0.804109589,0.0821917808,0.0452196382,7,44.938356164
"115",518999.97282617,1842200.0751876,"TOURNEFEUILLE","urban",593,0.445,3771.6174719,22.25,0.7568627451,0,0.0691399663,6,45.594117647
"116",531500.0661349,1850500.0143183,"L' UNION","urban",880,0.780833333333333,3990.641238,27.558823529,0.6769911504,0.0530973451,0.0534090909,10,48.772123894
"117",547250.01413033,1851000.0272168,"VERFEIL","intermediate",528,1.37,2728.4160097,25.6875,0.7426160338,0,0.0435606061,4,43.025316456
"118",525949.96879237,1825500.0568543,"VERNET","intermediate",645,1.02,3130.7159559,25.5,0.8667992048,0.0457256461,0.0635658915,4,41.914512922
"119",550099.99599033,1823100.0178569,"VILLEFRANCHE-DE-LAURAGAIS","intermediate",605,0.89,2745.0141433,26.37037037,0.7036450079,0.0903328051,0.0892561983,4,42.009508716
"120",532500.09193188,1873500.0347651,"VILLEMUR-SUR-TARN","rural",431,1.2,2855.1598611,26.181818182,0.6373390558,0.025751073,0.0626450116,10,42.118025751
"121",519749.9921739,1836899.9842943,"VILLENEUVE-TOLOSANE","urban",542,0.678125,4029.2632719,21.7,0.8773006135,0,0.0848708487,4,42.376278119
"122",419150.00934766,1857999.9786421,"AIGNAN","rural",161,0.994,3164.6202012,26.157894737,0.6055555556,0.0666666667,0.0248447205,8,46.711111111
"123",454695.95379965,1853100.1043058,"AUCH","urban",505,1.07037037037037,2963.3277509,27.523809524,0.78125,0.0513392857,0.0574257426,7,46.600446429
"124",454695.95379965,1853100.1043058,"AUCH","urban",476,0.836,3794.591866,23.222222222,0.6490066225,0.0198675497,0.0588235294,14,48.367549669
"125",454695.95379965,1853100.1043058,"AUCH","urban",694,0.513333333333333,3509.7014935,25.666666667,0.8037974684,0.0569620253,0.0763688761,7,44.136507937
"126",406213.72238527,1883600.0890764,"CAZAUBON","rural",133,0.290625,4358.7277957,23.25,0.782122905,0.0670391061,0.0526315789,8,42.25698324
"127",442699.99815208,1886750.0328448,"CONDOM","rural",462,0.821417312306611,4479.4663335,23.35483871,0.8744588745,0,0.0909090909,5,45.556277056
"128",420849.98445648,1876150.0802117,"EAUZE","rural",260,0.745,3361.5687919,24.833333333,0.6148148148,0.1333333333,0.0192307692,6,46.748148148
"129",463549.9860507,1873150.0028208,"FLEURANCE","rural",316,0.57,6289.487193,19,0.7108433735,0.1024096386,0.0189873418,6,42.138554217
"130",482599.97334546,1847500.0515041,"GIMONT","rural",272,0.622222222222222,3720.9463929,23.333333333,0.6350574713,0.066091954,0.0588235294,6,42.362068966
"131",499049.98522947,1847000.0386056,"L' ISLE-JOURDAIN","rural",688,0.735247440487327,3151.3296133,28.125,0.7442159383,0.0334190231,0.0494186047,10,43.934447301
"132",464600.08188358,1884249.9683524,"LECTOURE","rural",435,0.861111111111111,3301.1268387,25.833333333,0.5699152542,0.0720338983,0.0689655172,10,42.027600849
"133",423600.05539817,1838350.0675306,"MARCIAC","rural",186,0.511666666666667,4162.9774593,23.615384615,0.7473684211,0.0631578947,0.0268817204,8,41.64021164
"134",458350.03522921,1826999.980973,"MASSEUBE","rural",250,0.907955571505781,3266.8655724,23.92,0.8118466899,0,0.04,6,44.407665505
"135",481400.01113514,1860450.0876754,"MAUVEZIN","rural",227,0.950666666666667,3212.7120337,25.464285714,0.5447470817,0.1439688716,0.0396475771,5,43.93385214
"136",435950.05317597,1827100.0064681,"MIELAN","rural",222,0.803570563380372,3941.1512223,25.625,0.479876161,0,0.036036036,12,45.068111455
"137",443300.03654562,1837600.0481829,"MIRANDE","rural",362,0.875,3757.6601286,23.333333333,0.7327586207,0.066091954,0.0552486188,6,48.074712644
"138",409450.05701651,1865599.968461,"NOGARO","rural",395,0.77,3528.6988745,21,0.5798122066,0.0281690141,0.0556962025,12,42.908235294
"139",415199.97619565,1847500.0515041,"PLAISANCE","rural",178,0.657894736842105,4207.87696,22.727272727,0.7904191617,0,0.0112359551,4,49.269461078
"140",405500.02386449,1852349.9703813,"RISCLE","rural",197,0.771111111111111,3358.8395101,25.703703704,0.7692307692,0.0576923077,0.0304568528,4,43.946859903
"141",486400.02554328,1833650.0150308,"SAMATAN","rural",346,0.571111111111111,4402.4015759,22.347826087,0.8079096045,0,0.0520231214,4,40.1898017
"142",435300.05932328,1865000.0446442,"VIC-FEZENSAC","rural",226,0.562857142857143,3705.9460914,24.625,0.8924302789,0.0438247012,0.0575221239,4,45.474103586
"143",584850.0903981,1962650.0201154,"BAGNAC-SUR-CELE","rural",66,0.539090909090909,4368.3305396,19.129032258,0.5052631579,0,0.0151515152,4,49.421052632
"144",561200.07609864,1990650.0549704,"BRETENOUX","rural",280,0.896521739130435,3277.7839282,23.431818182,0.8538961039,0,0.0714285714,4,45.643564356
"145",528499.98874397,1940199.9680263,"CAHORS","urban",734,0.835244972092288,3220.4988478,27.291666667,0.832326284,0.0483383686,0.0803814714,6,47.719033233
"146",528499.98874397,1940199.9680263,"CAHORS","urban",615,1.26666666666667,3019.0746316,26.206896552,0.6280991736,0,0.0308943089,12,47.791735537
"147",560350.03125586,1943549.9627848,"CAJARC","rural",247,0.775,4997.738172,18.6,0.7230215827,0.0431654676,0.0566801619,4,41.866425993
"148",521600.06281366,1918800.01177,"CASTELNAU-MONTRATIER","rural",205,0.8225,4976.6689362,19.352941176,0.6301886792,0.0452830189,0.0926829268,4,44.265151515
"149",575750.06188374,1956350.0180019,"FIGEAC","urban",514,0.714444444444444,3220.5371851,25.72,0.7030015798,0,0.0291828794,13,49.172468354
"150",523749.98078507,1971250.0357313,"GOURDON","rural",598,0.68625,3632.5744809,27.45,0.7600767754,0.0230326296,0.0785953177,11,44.666026871
"151",550600.00888881,1973850.0111421,"GRAMAT","rural",292,0.906609195402299,2769.4372266,22.535714286,0.8012820513,0,0.0650684932,4,41.192307692
"152",568249.98298315,1969749.9970359,"LACAPELLE-MARIVAL","rural",213,1.0225,3222.5154279,25.5625,0.4050632911,0.1012658228,0.0281690141,4,45.797468354
"153",579150.01210138,1977950.0252483,"LATRONQUIERE","rural",117,0.858,3699.3457343,23.833333333,0.3515151515,0.0727272727,0.0598290598,4,49.751515152
"154",515600.02260853,1943549.9627848,"LUZECH","rural",293,0.865454545454545,4708.7761765,22.666666667,0.7742946708,0.1097178683,0.0375426621,4,42.839622642
"155",542100.01876799,1992799.9729418,"MARTEL","rural",182,0.845,3608.7654832,23.045454545,0.6517412935,0,0.0494505495,4,42.345
"156",510999.99560383,1927500.052881,"MONTCUQ","rural",130,0.508333333333333,4547.7922131,20.333333333,0.5348837209,0.0697674419,0.0230769231,4,41.362573099
"157",508650.02664232,1946599.9956349,"PRAYSSAC","rural",230,0.690654205607477,3778.8193234,22.393939394,0.5352564103,0.0224358974,0.0173913043,9,44.971153846
"158",504949.99993955,1946749.9765891,"PUY-L'EVEQUE","rural",218,1.01666666666667,3483.0228525,25.416666667,0.6147859922,0,0.0366972477,6,41.680933852
"159",565450.07115905,1983800.0844992,"SAINT-CERE","rural",409,0.52,4364.6832692,19.5,0.6028368794,0.0685579196,0.0855745721,9,47.517730496
"160",515450.04165433,1965750.0084247,"SALVIAC","rural",161,1.13,3213.6846018,26.588235294,0.7777777778,0,0.0745341615,4,46.93236715
"161",531150.03419061,1991149.9532921,"SOUILLAC","rural",348,0.643681640733246,3741.726441,22.6,0.8684210526,0.0605263158,0.0775862069,4,44.976315789
"162",549300.02118344,1993699.9732437,"VAYRAC","rural",217,1.075,2570.6981395,26.875,0.6653386454,0,0.0737327189,4,46.980079681
"163",401500.03525333,1781199.9910696,"ARGELES-GAZOST","rural",410,0.865,3202.4852601,23.066666667,0.7734553776,0.057208238,0.0682926829,6,45.137209302
"164",433912.53498765,1769850.0190888,"ARREAU","rural",312,1.025,3040.538122,26.451612903,0.735042735,0.0712250712,0.0769230769,7,41.599415205
"165",416055.97902897,1777650.0598977,"BAGNERES-DE-BIGORRE","rural",625,0.680357142857143,3273.7750262,28.222222222,0.8500948767,0.0683111954,0.0464,5,48.282732448
"166",441850.06788604,1793600.0588833,"LANNEMEZAN","rural",538,0.903333333333333,2833.0438192,27.1,0.6538461538,0,0.0594795539,12,46.157190635
"167",403099.9848671,1792750.0140405,"LOURDES","urban",678,0.653226462588017,4507.5005318,23.357142857,0.7245989305,0.0227272727,0.1091445428,11,43.299866131
"168",458850.0481277,1781999.9658765,"LOURES-BAROUSSE","rural",140,0.723333333333333,3860.5831567,21.7,0.7272727273,0.0839160839,0.0642857143,4,45.062937063
"169",410000.02537415,1762000.0228206,"LUZ-SAINT-SAUVEUR","rural",133,1.02666666666667,2989.2175974,27.176470588,0.585,0,0.0751879699,6,44.411167513
"170",414000.01398532,1832649.9892339,"MAUBOURGUET","rural",277,0.616,4345.9566883,22,0.7720364742,0,0.0469314079,4,42.893617021
"171",403300.03585719,1776400.0276515,"PIERREFITTE-NESTALAS","rural",209,0.975,3210.1320769,22.941176471,0.6307692308,0.0884615385,0.0622009569,6,41.602316602
"172",448649.96832131,1789700.0957671,"SAINT-LAURENT-DE-NESTE","rural",122,0.621794871794872,3451.4175258,24.25,0.6375838926,0.0805369128,0.0163934426,4,42.704697987
"173",419000.02839347,1805300.0628084,"SEMEAC","urban",633,1.31090909090909,2778.7098197,27.730769231,0.8140703518,0.0184254606,0.0695102686,4,44.40201005
