"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
"28",232.140625,230.84375,230.84375,232.140625,232.140625,232.140625,233.4375,233.4375,232.140625,230.84375,233.4375,230.84375,230.84375,230.84375,230.84375,228.25,233.4375,232.140625,232.140625,232.140625,233.4375,234.734375,233.4375,234.734375,233.4375,232.140625,233.4375,233.4375,234.734375,232.140625,232.140625,233.4375,232.140625,234.734375,232.140625,234.734375,233.4375,232.140625,232.140625,232.140625,230.84375,230.84375,234.734375,230.84375,229.546875,228.25,226.953125,228.25,228.25,232.140625,228.25,229.546875,230.84375,229.546875,228.25,228.25,228.25,228.25,230.84375,230.84375,230.84375,230.84375,232.140625,232.140625,232.140625,230.84375,234.734375,234.734375,232.140625,233.4375,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,230.84375,228.25,228.25,226.953125,225.65625,224.359375,225.65625,226.953125,224.359375,224.359375,223.0625,221.765625,223.0625,223.0625,223.0625,223.0625,223.0625,219.171875,217.875,217.875,216.578125,221.765625,219.171875,220.46875,220.46875,219.171875,221.765625,221.765625,221.765625,220.46875,219.171875,219.171875,215.28125,211.390625,207.5,206.203125,207.5,206.203125,204.90625,201.015625,202.3125,208.796875,207.5,208.796875,210.09375,212.6875,211.390625,215.28125,211.390625,213.984375,213.984375,215.28125,215.28125,211.390625,217.875,216.578125,215.28125,211.390625,212.6875,210.09375,213.984375,211.390625,211.390625,213.984375,213.984375,213.984375,207.5,206.203125,207.5,210.09375,210.09375,207.5,204.90625,199.71875,195.828125,199.71875,202.3125,201.015625,202.3125,206.203125,203.609375,201.015625,202.3125,210.09375,208.796875,211.390625,210.09375,207.5,213.984375,210.09375,211.390625,211.390625,213.984375,216.578125,217.875,220.46875,220.46875,219.171875,219.171875,221.765625,221.765625,220.46875,217.875,219.171875,213.984375,216.578125,216.578125,217.875,219.171875,220.46875,221.765625,216.578125,215.28125,212.6875,211.390625,211.390625,210.09375,207.5,210.09375,206.203125,210.09375,208.796875,207.5,207.5,208.796875,206.203125,212.6875,219.171875,220.46875,216.578125,217.875,217.875,219.171875,219.171875,216.578125,216.578125,213.984375,215.28125,212.6875,204.90625,202.3125,201.015625,198.421875,199.71875,195.828125,186.75,175.078125,173.78125,173.78125,173.78125,169.890625,167.296875,167.296875,173.78125,172.484375,158.21875,155.625,158.21875,159.515625,164.703125,169.890625,175.078125,173.78125,164.703125,164.703125,160.8125,159.515625,154.328125,155.625,156.921875,158.21875,160.8125,163.40625,163.40625,166,167.296875,180.265625,171.1875
"29",233.4375,233.4375,232.140625,233.4375,233.4375,233.4375,234.734375,234.734375,234.734375,233.4375,232.140625,232.140625,233.4375,233.4375,229.546875,230.84375,232.140625,232.140625,232.140625,230.84375,230.84375,232.140625,234.734375,233.4375,234.734375,234.734375,234.734375,234.734375,233.4375,233.4375,233.4375,232.140625,233.4375,233.4375,234.734375,232.140625,232.140625,234.734375,234.734375,234.734375,233.4375,233.4375,233.4375,233.4375,232.140625,230.84375,230.84375,229.546875,230.84375,229.546875,232.140625,230.84375,232.140625,232.140625,232.140625,230.84375,230.84375,232.140625,232.140625,233.4375,232.140625,232.140625,233.4375,233.4375,232.140625,233.4375,232.140625,233.4375,234.734375,234.734375,234.734375,234.734375,233.4375,233.4375,233.4375,233.4375,233.4375,230.84375,232.140625,229.546875,229.546875,228.25,228.25,226.953125,228.25,228.25,224.359375,224.359375,224.359375,223.0625,224.359375,224.359375,216.578125,221.765625,220.46875,212.6875,216.578125,219.171875,220.46875,221.765625,224.359375,224.359375,223.0625,220.46875,221.765625,221.765625,223.0625,221.765625,221.765625,217.875,215.28125,207.5,206.203125,207.5,210.09375,206.203125,206.203125,207.5,203.609375,211.390625,213.984375,216.578125,217.875,219.171875,216.578125,216.578125,216.578125,216.578125,216.578125,215.28125,213.984375,203.609375,213.984375,212.6875,212.6875,207.5,210.09375,199.71875,211.390625,210.09375,207.5,210.09375,210.09375,210.09375,206.203125,206.203125,206.203125,207.5,207.5,207.5,207.5,203.609375,197.125,199.71875,203.609375,203.609375,207.5,201.015625,207.5,206.203125,207.5,207.5,211.390625,213.984375,212.6875,212.6875,213.984375,215.28125,208.796875,207.5,208.796875,211.390625,216.578125,219.171875,221.765625,220.46875,219.171875,223.0625,224.359375,221.765625,220.46875,220.46875,216.578125,216.578125,215.28125,216.578125,221.765625,217.875,219.171875,220.46875,219.171875,219.171875,216.578125,215.28125,215.28125,211.390625,213.984375,211.390625,210.09375,210.09375,204.90625,203.609375,206.203125,198.421875,207.5,219.171875,215.28125,217.875,219.171875,220.46875,220.46875,217.875,219.171875,219.171875,213.984375,216.578125,213.984375,210.09375,207.5,206.203125,204.90625,204.90625,201.015625,194.53125,177.671875,177.671875,169.890625,171.1875,164.703125,171.1875,175.078125,177.671875,175.078125,162.109375,158.21875,156.921875,158.21875,162.109375,163.40625,180.265625,182.859375,176.375,173.78125,169.890625,166,159.515625,159.515625,156.921875,156.921875,164.703125,168.59375,169.890625,164.703125,164.703125,172.484375,156.921875
"30",233.4375,233.4375,232.140625,233.4375,233.4375,232.140625,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,232.140625,233.4375,230.84375,232.140625,233.4375,234.734375,234.734375,233.4375,232.140625,232.140625,234.734375,234.734375,234.734375,234.734375,234.734375,232.140625,234.734375,234.734375,234.734375,233.4375,233.4375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,232.140625,232.140625,233.4375,234.734375,233.4375,232.140625,229.546875,229.546875,230.84375,230.84375,232.140625,233.4375,233.4375,232.140625,232.140625,232.140625,233.4375,232.140625,233.4375,233.4375,233.4375,232.140625,232.140625,233.4375,233.4375,234.734375,236.03125,234.734375,234.734375,232.140625,234.734375,233.4375,233.4375,233.4375,229.546875,232.140625,230.84375,230.84375,232.140625,230.84375,229.546875,224.359375,226.953125,226.953125,225.65625,221.765625,224.359375,224.359375,221.765625,221.765625,217.875,216.578125,221.765625,219.171875,219.171875,221.765625,224.359375,225.65625,224.359375,223.0625,223.0625,225.65625,223.0625,224.359375,221.765625,223.0625,223.0625,221.765625,219.171875,216.578125,219.171875,220.46875,220.46875,217.875,217.875,219.171875,217.875,217.875,220.46875,220.46875,223.0625,221.765625,221.765625,219.171875,219.171875,219.171875,219.171875,212.6875,212.6875,207.5,199.71875,202.3125,202.3125,198.421875,189.34375,193.234375,194.53125,199.71875,197.125,198.421875,203.609375,203.609375,203.609375,203.609375,203.609375,198.421875,193.234375,189.34375,185.453125,189.34375,190.640625,175.078125,178.96875,171.1875,168.59375,189.34375,181.5625,198.421875,198.421875,201.015625,204.90625,194.53125,207.5,207.5,212.6875,212.6875,213.984375,211.390625,212.6875,212.6875,210.09375,213.984375,215.28125,216.578125,216.578125,216.578125,221.765625,224.359375,224.359375,225.65625,224.359375,220.46875,219.171875,217.875,216.578125,221.765625,219.171875,220.46875,220.46875,221.765625,221.765625,216.578125,217.875,219.171875,216.578125,216.578125,216.578125,211.390625,210.09375,204.90625,201.015625,206.203125,191.9375,189.34375,207.5,213.984375,216.578125,217.875,219.171875,219.171875,217.875,217.875,219.171875,216.578125,217.875,217.875,216.578125,213.984375,212.6875,207.5,203.609375,202.3125,202.3125,189.34375,186.75,176.375,169.890625,166,164.703125,169.890625,182.859375,186.75,169.890625,162.109375,156.921875,162.109375,160.8125,166,175.078125,185.453125,185.453125,181.5625,177.671875,169.890625,158.21875,158.21875,153.03125,150.4375,162.109375,168.59375,166,169.890625,164.703125,159.515625,155.625
"31",232.140625,232.140625,232.140625,232.140625,232.140625,234.734375,233.4375,233.4375,233.4375,232.140625,234.734375,232.140625,233.4375,230.84375,230.84375,230.84375,233.4375,233.4375,234.734375,232.140625,232.140625,232.140625,232.140625,234.734375,236.03125,233.4375,232.140625,232.140625,234.734375,234.734375,233.4375,234.734375,234.734375,234.734375,232.140625,233.4375,233.4375,234.734375,232.140625,232.140625,232.140625,233.4375,232.140625,234.734375,233.4375,233.4375,230.84375,229.546875,229.546875,232.140625,230.84375,232.140625,232.140625,230.84375,230.84375,230.84375,230.84375,232.140625,234.734375,232.140625,233.4375,232.140625,237.328125,232.140625,232.140625,232.140625,232.140625,233.4375,232.140625,233.4375,232.140625,233.4375,233.4375,230.84375,232.140625,230.84375,229.546875,228.25,230.84375,229.546875,228.25,228.25,224.359375,226.953125,223.0625,221.765625,219.171875,223.0625,220.46875,216.578125,217.875,215.28125,223.0625,221.765625,221.765625,219.171875,224.359375,225.65625,225.65625,228.25,224.359375,224.359375,225.65625,223.0625,221.765625,220.46875,221.765625,221.765625,220.46875,224.359375,219.171875,219.171875,220.46875,225.65625,226.953125,226.953125,223.0625,225.65625,219.171875,219.171875,219.171875,221.765625,221.765625,220.46875,219.171875,217.875,216.578125,215.28125,212.6875,210.09375,204.90625,197.125,201.015625,201.015625,197.125,189.34375,191.9375,193.234375,197.125,194.53125,195.828125,202.3125,210.09375,202.3125,203.609375,201.015625,198.421875,202.3125,189.34375,185.453125,185.453125,185.453125,168.59375,167.296875,171.1875,169.890625,177.671875,181.5625,185.453125,185.453125,186.75,191.9375,194.53125,198.421875,198.421875,204.90625,202.3125,208.796875,210.09375,212.6875,212.6875,210.09375,208.796875,210.09375,212.6875,216.578125,216.578125,219.171875,221.765625,221.765625,223.0625,221.765625,220.46875,219.171875,216.578125,216.578125,217.875,216.578125,224.359375,224.359375,223.0625,217.875,216.578125,213.984375,217.875,213.984375,219.171875,219.171875,215.28125,207.5,201.015625,201.015625,201.015625,191.9375,186.75,201.015625,207.5,211.390625,213.984375,212.6875,213.984375,212.6875,210.09375,212.6875,216.578125,216.578125,219.171875,216.578125,212.6875,211.390625,213.984375,202.3125,201.015625,202.3125,195.828125,191.9375,181.5625,175.078125,167.296875,164.703125,166,182.859375,186.75,171.1875,164.703125,155.625,162.109375,169.890625,215.28125,173.78125,178.96875,177.671875,180.265625,177.671875,178.96875,160.8125,160.8125,147.84375,149.140625,160.8125,164.703125,162.109375,166,164.703125,156.921875,154.328125
"32",233.4375,232.140625,232.140625,230.84375,232.140625,232.140625,232.140625,234.734375,232.140625,233.4375,233.4375,232.140625,233.4375,230.84375,230.84375,230.84375,233.4375,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,233.4375,234.734375,232.140625,232.140625,232.140625,234.734375,233.4375,233.4375,234.734375,232.140625,233.4375,233.4375,234.734375,232.140625,232.140625,233.4375,232.140625,232.140625,232.140625,233.4375,232.140625,233.4375,234.734375,233.4375,232.140625,234.734375,230.84375,232.140625,232.140625,230.84375,230.84375,232.140625,230.84375,232.140625,232.140625,233.4375,232.140625,233.4375,230.84375,232.140625,233.4375,232.140625,233.4375,233.4375,234.734375,232.140625,232.140625,230.84375,230.84375,230.84375,228.25,230.84375,229.546875,228.25,228.25,229.546875,230.84375,229.546875,228.25,225.65625,223.0625,223.0625,224.359375,221.765625,221.765625,221.765625,216.578125,217.875,221.765625,223.0625,223.0625,223.0625,223.0625,226.953125,228.25,228.25,228.25,226.953125,225.65625,224.359375,219.171875,224.359375,224.359375,224.359375,224.359375,224.359375,228.25,224.359375,228.25,225.65625,228.25,228.25,225.65625,226.953125,224.359375,223.0625,223.0625,221.765625,221.765625,221.765625,219.171875,219.171875,225.65625,219.171875,225.65625,220.46875,215.28125,212.6875,215.28125,219.171875,219.171875,217.875,212.6875,211.390625,210.09375,212.6875,210.09375,207.5,211.390625,208.796875,206.203125,207.5,207.5,207.5,213.984375,204.90625,211.390625,203.609375,199.71875,184.15625,199.71875,182.859375,186.75,177.671875,172.484375,169.890625,166,166,167.296875,171.1875,178.96875,180.265625,190.640625,190.640625,190.640625,202.3125,203.609375,206.203125,204.90625,202.3125,203.609375,204.90625,210.09375,210.09375,213.984375,217.875,221.765625,224.359375,223.0625,223.0625,223.0625,225.65625,220.46875,220.46875,220.46875,223.0625,223.0625,221.765625,216.578125,215.28125,216.578125,216.578125,215.28125,217.875,224.359375,212.6875,211.390625,203.609375,197.125,194.53125,185.453125,181.5625,197.125,204.90625,210.09375,211.390625,208.796875,207.5,202.3125,203.609375,206.203125,210.09375,213.984375,215.28125,216.578125,216.578125,216.578125,213.984375,211.390625,208.796875,206.203125,203.609375,199.71875,193.234375,189.34375,178.96875,167.296875,160.8125,121.90625,177.671875,177.671875,180.265625,169.890625,169.890625,175.078125,175.078125,172.484375,171.1875,168.59375,178.96875,180.265625,180.265625,168.59375,177.671875,155.625,153.03125,156.921875,155.625,147.84375,155.625,163.40625,162.109375,158.21875
"33",232.140625,233.4375,232.140625,233.4375,233.4375,232.140625,233.4375,232.140625,233.4375,234.734375,234.734375,234.734375,232.140625,233.4375,233.4375,232.140625,232.140625,233.4375,232.140625,233.4375,233.4375,234.734375,234.734375,233.4375,232.140625,233.4375,233.4375,234.734375,234.734375,234.734375,234.734375,232.140625,233.4375,234.734375,232.140625,233.4375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,232.140625,234.734375,234.734375,233.4375,233.4375,230.84375,230.84375,232.140625,232.140625,233.4375,233.4375,234.734375,234.734375,232.140625,233.4375,233.4375,232.140625,234.734375,234.734375,234.734375,234.734375,234.734375,232.140625,233.4375,233.4375,233.4375,232.140625,232.140625,230.84375,229.546875,229.546875,229.546875,230.84375,232.140625,228.25,230.84375,228.25,226.953125,225.65625,221.765625,223.0625,224.359375,224.359375,224.359375,220.46875,220.46875,225.65625,226.953125,226.953125,228.25,228.25,230.84375,232.140625,230.84375,232.140625,228.25,226.953125,226.953125,223.0625,225.65625,228.25,228.25,228.25,228.25,228.25,228.25,225.65625,228.25,228.25,226.953125,224.359375,225.65625,225.65625,225.65625,226.953125,225.65625,225.65625,224.359375,224.359375,225.65625,226.953125,225.65625,226.953125,224.359375,221.765625,220.46875,223.0625,225.65625,224.359375,225.65625,223.0625,221.765625,219.171875,221.765625,220.46875,216.578125,216.578125,215.28125,213.984375,217.875,215.28125,213.984375,210.09375,213.984375,212.6875,211.390625,207.5,199.71875,203.609375,195.828125,189.34375,180.265625,176.375,176.375,175.078125,172.484375,171.1875,172.484375,173.78125,176.375,186.75,184.15625,181.5625,194.53125,198.421875,207.5,204.90625,198.421875,204.90625,204.90625,207.5,207.5,210.09375,215.28125,223.0625,225.65625,225.65625,225.65625,225.65625,224.359375,224.359375,223.0625,221.765625,224.359375,225.65625,224.359375,221.765625,221.765625,220.46875,219.171875,217.875,219.171875,226.953125,217.875,217.875,210.09375,201.015625,194.53125,181.5625,180.265625,198.421875,207.5,213.984375,213.984375,210.09375,207.5,203.609375,201.015625,203.609375,203.609375,213.984375,215.28125,217.875,216.578125,219.171875,219.171875,215.28125,213.984375,208.796875,207.5,206.203125,204.90625,201.015625,189.34375,175.078125,166,166,169.890625,166,181.5625,176.375,172.484375,169.890625,172.484375,172.484375,175.078125,173.78125,184.15625,184.15625,186.75,181.5625,176.375,162.109375,159.515625,155.625,151.734375,145.25,150.4375,163.40625,166,164.703125
"34",232.140625,233.4375,232.140625,230.84375,230.84375,230.84375,232.140625,233.4375,232.140625,232.140625,232.140625,234.734375,232.140625,232.140625,232.140625,233.4375,232.140625,232.140625,230.84375,232.140625,230.84375,233.4375,233.4375,232.140625,232.140625,232.140625,232.140625,234.734375,234.734375,233.4375,232.140625,232.140625,233.4375,234.734375,234.734375,233.4375,233.4375,234.734375,234.734375,233.4375,233.4375,232.140625,232.140625,232.140625,233.4375,232.140625,232.140625,233.4375,234.734375,232.140625,230.84375,230.84375,230.84375,232.140625,232.140625,232.140625,234.734375,232.140625,233.4375,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,230.84375,232.140625,232.140625,230.84375,230.84375,232.140625,229.546875,230.84375,228.25,230.84375,229.546875,229.546875,230.84375,229.546875,230.84375,228.25,226.953125,228.25,224.359375,221.765625,223.0625,221.765625,224.359375,220.46875,221.765625,221.765625,224.359375,224.359375,226.953125,228.25,228.25,229.546875,229.546875,230.84375,230.84375,226.953125,225.65625,225.65625,223.0625,225.65625,228.25,225.65625,229.546875,226.953125,228.25,226.953125,225.65625,225.65625,226.953125,228.25,224.359375,228.25,224.359375,228.25,225.65625,225.65625,225.65625,226.953125,224.359375,226.953125,226.953125,225.65625,229.546875,224.359375,224.359375,224.359375,225.65625,226.953125,226.953125,226.953125,225.65625,228.25,221.765625,221.765625,221.765625,217.875,219.171875,215.28125,216.578125,217.875,216.578125,213.984375,210.09375,211.390625,212.6875,211.390625,208.796875,211.390625,203.609375,203.609375,189.34375,198.421875,182.859375,186.75,185.453125,184.15625,178.96875,176.375,171.1875,171.1875,180.265625,176.375,177.671875,194.53125,198.421875,198.421875,198.421875,198.421875,202.3125,201.015625,198.421875,199.71875,203.609375,210.09375,217.875,220.46875,221.765625,221.765625,223.0625,224.359375,221.765625,220.46875,220.46875,221.765625,221.765625,223.0625,221.765625,225.65625,219.171875,216.578125,213.984375,215.28125,228.25,220.46875,216.578125,210.09375,203.609375,194.53125,177.671875,175.078125,190.640625,202.3125,207.5,208.796875,207.5,211.390625,203.609375,198.421875,195.828125,201.015625,208.796875,210.09375,213.984375,213.984375,217.875,217.875,212.6875,210.09375,208.796875,206.203125,204.90625,207.5,207.5,190.640625,178.96875,168.59375,166,160.8125,166,172.484375,172.484375,168.59375,169.890625,172.484375,167.296875,176.375,178.96875,182.859375,182.859375,182.859375,180.265625,177.671875,164.703125,156.921875,149.140625,147.84375,153.03125,143.953125,154.328125,162.109375,162.109375
"35",232.140625,233.4375,232.140625,230.84375,230.84375,229.546875,232.140625,232.140625,230.84375,233.4375,234.734375,232.140625,232.140625,233.4375,233.4375,232.140625,234.734375,230.84375,233.4375,232.140625,232.140625,233.4375,233.4375,232.140625,233.4375,233.4375,233.4375,233.4375,236.03125,234.734375,234.734375,232.140625,232.140625,233.4375,232.140625,236.03125,234.734375,233.4375,234.734375,233.4375,232.140625,234.734375,233.4375,234.734375,234.734375,234.734375,233.4375,233.4375,234.734375,234.734375,232.140625,232.140625,232.140625,232.140625,233.4375,232.140625,232.140625,232.140625,237.328125,233.4375,232.140625,232.140625,232.140625,232.140625,232.140625,230.84375,232.140625,232.140625,230.84375,232.140625,230.84375,230.84375,230.84375,229.546875,229.546875,229.546875,232.140625,232.140625,230.84375,229.546875,228.25,225.65625,225.65625,224.359375,223.0625,223.0625,221.765625,224.359375,224.359375,228.25,228.25,228.25,232.140625,228.25,229.546875,230.84375,230.84375,230.84375,229.546875,229.546875,226.953125,226.953125,228.25,225.65625,228.25,226.953125,226.953125,229.546875,229.546875,232.140625,228.25,228.25,226.953125,228.25,228.25,226.953125,228.25,230.84375,228.25,230.84375,230.84375,228.25,228.25,228.25,230.84375,228.25,228.25,229.546875,228.25,228.25,228.25,228.25,228.25,229.546875,226.953125,224.359375,226.953125,228.25,226.953125,223.0625,223.0625,224.359375,224.359375,221.765625,220.46875,223.0625,217.875,215.28125,215.28125,217.875,216.578125,215.28125,210.09375,215.28125,203.609375,201.015625,202.3125,198.421875,198.421875,198.421875,197.125,198.421875,195.828125,198.421875,186.75,186.75,189.34375,175.078125,181.5625,188.046875,190.640625,190.640625,191.9375,195.828125,197.125,189.34375,190.640625,197.125,201.015625,206.203125,207.5,204.90625,216.578125,219.171875,223.0625,223.0625,221.765625,220.46875,220.46875,220.46875,221.765625,224.359375,224.359375,221.765625,220.46875,217.875,217.875,219.171875,220.46875,220.46875,217.875,213.984375,206.203125,188.046875,178.96875,178.96875,188.046875,195.828125,201.015625,204.90625,210.09375,207.5,201.015625,199.71875,195.828125,202.3125,203.609375,210.09375,210.09375,210.09375,213.984375,210.09375,208.796875,208.796875,204.90625,204.90625,211.390625,206.203125,201.015625,189.34375,182.859375,168.59375,163.40625,164.703125,166,163.40625,162.109375,163.40625,172.484375,171.1875,182.859375,180.265625,177.671875,176.375,176.375,171.1875,173.78125,166,162.109375,153.03125,155.625,155.625,145.25,149.140625,150.4375,154.328125
"36",234.734375,232.140625,233.4375,232.140625,232.140625,230.84375,233.4375,233.4375,233.4375,234.734375,232.140625,233.4375,233.4375,234.734375,234.734375,234.734375,233.4375,233.4375,232.140625,233.4375,233.4375,234.734375,234.734375,233.4375,234.734375,234.734375,234.734375,234.734375,233.4375,233.4375,233.4375,234.734375,234.734375,234.734375,234.734375,234.734375,233.4375,234.734375,233.4375,233.4375,233.4375,233.4375,234.734375,233.4375,233.4375,233.4375,234.734375,234.734375,233.4375,233.4375,234.734375,233.4375,234.734375,233.4375,234.734375,234.734375,234.734375,234.734375,232.140625,234.734375,233.4375,233.4375,234.734375,233.4375,233.4375,233.4375,234.734375,234.734375,233.4375,233.4375,232.140625,232.140625,232.140625,232.140625,230.84375,230.84375,229.546875,230.84375,232.140625,230.84375,228.25,228.25,228.25,226.953125,226.953125,224.359375,224.359375,226.953125,228.25,230.84375,230.84375,232.140625,230.84375,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,232.140625,229.546875,228.25,228.25,228.25,228.25,229.546875,228.25,228.25,230.84375,229.546875,230.84375,228.25,228.25,230.84375,229.546875,229.546875,230.84375,228.25,230.84375,229.546875,228.25,230.84375,230.84375,229.546875,229.546875,232.140625,230.84375,230.84375,232.140625,232.140625,230.84375,229.546875,230.84375,228.25,228.25,228.25,228.25,226.953125,225.65625,225.65625,225.65625,226.953125,221.765625,225.65625,223.0625,223.0625,223.0625,220.46875,219.171875,220.46875,219.171875,219.171875,216.578125,217.875,210.09375,207.5,207.5,202.3125,199.71875,199.71875,198.421875,201.015625,202.3125,198.421875,195.828125,195.828125,190.640625,182.859375,186.75,190.640625,186.75,186.75,186.75,193.234375,191.9375,190.640625,193.234375,199.71875,193.234375,201.015625,202.3125,195.828125,213.984375,219.171875,223.0625,221.765625,223.0625,221.765625,216.578125,220.46875,215.28125,224.359375,224.359375,224.359375,223.0625,220.46875,219.171875,220.46875,223.0625,223.0625,221.765625,220.46875,213.984375,199.71875,186.75,180.265625,186.75,190.640625,197.125,201.015625,206.203125,207.5,204.90625,204.90625,190.640625,199.71875,201.015625,207.5,207.5,204.90625,211.390625,211.390625,211.390625,211.390625,210.09375,210.09375,208.796875,208.796875,199.71875,198.421875,193.234375,173.78125,168.59375,167.296875,163.40625,160.8125,163.40625,166,178.96875,178.96875,182.859375,180.265625,180.265625,178.96875,175.078125,169.890625,175.078125,176.375,175.078125,166,164.703125,162.109375,151.734375,150.4375,142.65625,151.734375
"37",234.734375,234.734375,233.4375,233.4375,232.140625,233.4375,234.734375,233.4375,233.4375,233.4375,233.4375,233.4375,234.734375,236.03125,232.140625,234.734375,234.734375,233.4375,233.4375,234.734375,233.4375,233.4375,234.734375,233.4375,236.03125,234.734375,236.03125,234.734375,236.03125,236.03125,233.4375,234.734375,234.734375,236.03125,234.734375,234.734375,233.4375,234.734375,234.734375,234.734375,234.734375,236.03125,233.4375,234.734375,234.734375,236.03125,236.03125,236.03125,234.734375,236.03125,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,234.734375,233.4375,233.4375,233.4375,232.140625,234.734375,234.734375,234.734375,232.140625,233.4375,234.734375,234.734375,234.734375,232.140625,232.140625,233.4375,233.4375,233.4375,232.140625,232.140625,229.546875,228.25,228.25,228.25,228.25,228.25,229.546875,232.140625,232.140625,232.140625,232.140625,233.4375,232.140625,233.4375,233.4375,233.4375,233.4375,232.140625,233.4375,234.734375,233.4375,229.546875,230.84375,230.84375,230.84375,230.84375,229.546875,230.84375,230.84375,232.140625,232.140625,230.84375,230.84375,232.140625,232.140625,232.140625,232.140625,232.140625,230.84375,232.140625,230.84375,230.84375,230.84375,229.546875,232.140625,232.140625,230.84375,232.140625,232.140625,228.25,232.140625,229.546875,228.25,230.84375,230.84375,228.25,229.546875,230.84375,228.25,228.25,226.953125,226.953125,226.953125,224.359375,224.359375,223.0625,221.765625,224.359375,223.0625,221.765625,219.171875,220.46875,221.765625,220.46875,221.765625,217.875,215.28125,213.984375,211.390625,207.5,202.3125,202.3125,197.125,197.125,201.015625,202.3125,198.421875,191.9375,189.34375,189.34375,191.9375,191.9375,190.640625,191.9375,193.234375,190.640625,186.75,190.640625,189.34375,189.34375,185.453125,190.640625,188.046875,201.015625,208.796875,212.6875,206.203125,216.578125,216.578125,210.09375,216.578125,216.578125,217.875,219.171875,221.765625,224.359375,221.765625,220.46875,219.171875,217.875,220.46875,224.359375,221.765625,220.46875,215.28125,203.609375,191.9375,189.34375,190.640625,195.828125,198.421875,199.71875,202.3125,201.015625,203.609375,186.75,193.234375,190.640625,189.34375,191.9375,203.609375,197.125,201.015625,207.5,207.5,210.09375,204.90625,204.90625,210.09375,199.71875,203.609375,201.015625,186.75,182.859375,172.484375,168.59375,163.40625,160.8125,164.703125,173.78125,176.375,185.453125,182.859375,182.859375,180.265625,177.671875,164.703125,166,171.1875,176.375,176.375,172.484375,167.296875,155.625,153.03125,141.359375,141.359375
