"","id","absent","status","date","day","month"
"109",363,1,0,"12.02.1981","Do",2
"110",153,1,0,"18.02.1981","Mi",2
"111",153,2,1,"18.02.1981","Mi",2
"112",63,1,0,"23.02.1981","Mo",2
"113",63,2,1,"23.02.1981","Mo",2
"114",45,1,0,"26.02.1981","Do",2
"115",331,1,0,"04.02.1981","Mi",2
"116",331,2,0,"04.02.1981","Mi",2
"117",344,1,0,"10.02.1981","Di",2
"118",344,2,0,"10.02.1981","Di",2
"119",344,3,1,"10.02.1981","Di",2
"120",182,1,0,"11.02.1981","Mi",2
"121",182,2,0,"11.02.1981","Mi",2
"122",348,1,0,"02.02.1981","Mo",2
"123",348,2,0,"02.02.1981","Mo",2
"124",348,3,0,"02.02.1981","Mo",2
"125",348,4,0,"02.02.1981","Mo",2
"126",183,1,0,"09.02.1981","Mo",2
"127",183,2,0,"09.02.1981","Mo",2
"128",183,3,0,"09.02.1981","Mo",2
"129",183,4,0,"09.02.1981","Mo",2
"130",3,1,0,"16.02.1981","Mo",2
"131",3,2,0,"16.02.1981","Mo",2
"132",3,3,0,"16.02.1981","Mo",2
"133",3,4,0,"16.02.1981","Mo",2
"134",345,1,0,"23.02.1981","Mo",2
"135",345,2,0,"23.02.1981","Mo",2
"136",345,3,0,"23.02.1981","Mo",2
"137",345,4,0,"23.02.1981","Mo",2
"138",345,1,0,"06.02.1981","Fr",2
"139",345,2,0,"06.02.1981","Fr",2
"140",345,3,0,"06.02.1981","Fr",2
"141",345,4,0,"06.02.1981","Fr",2
"142",345,5,0,"06.02.1981","Fr",2
"143",345,6,0,"06.02.1981","Fr",2
"144",345,7,0,"06.02.1981","Fr",2
"145",335,1,0,"09.02.1981","Mo",2
"146",335,2,0,"09.02.1981","Mo",2
"147",335,3,0,"09.02.1981","Mo",2
"148",335,4,0,"09.02.1981","Mo",2
"149",335,5,0,"09.02.1981","Mo",2
"150",335,6,0,"09.02.1981","Mo",2
"151",335,7,0,"09.02.1981","Mo",2
"152",335,8,1,"09.02.1981","Mo",2
"153",87,1,0,"27.02.1981","Fr",2
"154",87,2,0,"27.02.1981","Fr",2
"155",87,3,0,"27.02.1981","Fr",2
"156",87,4,0,"27.02.1981","Fr",2
"157",87,5,0,"27.02.1981","Fr",2
"158",87,6,0,"27.02.1981","Fr",2
"159",87,7,0,"27.02.1981","Fr",2
"160",329,1,0,"19.02.1981","Do",2
"161",329,2,0,"19.02.1981","Do",2
"162",329,3,0,"19.02.1981","Do",2
"163",329,4,0,"19.02.1981","Do",2
"164",329,5,0,"19.02.1981","Do",2
"165",329,6,0,"19.02.1981","Do",2
"166",329,7,0,"19.02.1981","Do",2
"167",329,8,0,"19.02.1981","Do",2
"168",83,1,0,"02.02.1981","Mo",2
"169",83,2,0,"02.02.1981","Mo",2
"170",83,3,0,"02.02.1981","Mo",2
"171",83,4,0,"02.02.1981","Mo",2
"172",83,5,0,"02.02.1981","Mo",2
"173",83,6,0,"02.02.1981","Mo",2
"174",83,7,0,"02.02.1981","Mo",2
"175",83,8,0,"02.02.1981","Mo",2
"176",83,9,0,"02.02.1981","Mo",2
"177",83,10,1,"02.02.1981","Mo",2
"178",372,1,0,"04.02.1981","Mi",2
"179",372,2,0,"04.02.1981","Mi",2
"180",372,3,0,"04.02.1981","Mi",2
"181",372,4,0,"04.02.1981","Mi",2
"182",372,5,0,"04.02.1981","Mi",2
"183",372,6,0,"04.02.1981","Mi",2
"184",372,7,0,"04.02.1981","Mi",2
"185",372,8,0,"04.02.1981","Mi",2
"186",372,9,0,"04.02.1981","Mi",2
"187",16,1,0,"09.02.1981","Mo",2
"188",16,2,0,"09.02.1981","Mo",2
"189",16,3,0,"09.02.1981","Mo",2
"190",16,4,0,"09.02.1981","Mo",2
"191",16,5,0,"09.02.1981","Mo",2
"192",16,6,0,"09.02.1981","Mo",2
"193",16,7,0,"09.02.1981","Mo",2
"194",16,8,0,"09.02.1981","Mo",2
"195",16,7,0,"09.02.1981","Mo",2
"196",16,9,1,"09.02.1981","Mo",2
"197",12,1,0,"18.02.1981","Mi",2
"198",12,2,0,"18.02.1981","Mi",2
"199",12,3,0,"18.02.1981","Mi",2
"200",12,4,0,"18.02.1981","Mi",2
"201",12,5,0,"18.02.1981","Mi",2
"202",12,6,0,"18.02.1981","Mi",2
"203",12,7,0,"18.02.1981","Mi",2
"204",12,8,0,"18.02.1981","Mi",2
"205",12,9,0,"18.02.1981","Mi",2
"206",19,1,0,"18.02.1981","Mi",2
"207",19,2,0,"18.02.1981","Mi",2
"208",19,3,0,"18.02.1981","Mi",2
"209",19,4,0,"18.02.1981","Mi",2
"210",19,5,0,"18.02.1981","Mi",2
"211",19,6,0,"18.02.1981","Mi",2
"212",19,7,0,"18.02.1981","Mi",2
"213",19,8,0,"18.02.1981","Mi",2
"214",19,9,0,"18.02.1981","Mi",2
"215",164,1,0,"23.02.1981","Mo",2
"216",164,2,0,"23.02.1981","Mo",2
"217",164,3,0,"23.02.1981","Mo",2
"218",164,4,0,"23.02.1981","Mo",2
"219",164,5,0,"23.02.1981","Mo",2
"220",164,6,0,"23.02.1981","Mo",2
"221",164,7,0,"23.02.1981","Mo",2
"222",164,8,0,"23.02.1981","Mo",2
"223",164,9,0,"23.02.1981","Mo",2
"224",164,10,1,"23.02.1981","Mo",2
"225",80,1,0,"10.02.1981","Di",2
"226",80,2,0,"10.02.1981","Di",2
"227",80,3,0,"10.02.1981","Di",2
"228",80,4,0,"10.02.1981","Di",2
"229",80,5,0,"10.02.1981","Di",2
"230",80,6,0,"10.02.1981","Di",2
"231",80,7,0,"10.02.1981","Di",2
"232",80,8,0,"10.02.1981","Di",2
"233",80,9,0,"10.02.1981","Di",2
"234",80,10,0,"10.02.1981","Di",2
"235",67,1,0,"19.02.1981","Do",2
"236",67,2,0,"19.02.1981","Do",2
"237",67,3,0,"19.02.1981","Do",2
"238",67,4,0,"19.02.1981","Do",2
"239",67,5,0,"19.02.1981","Do",2
"240",67,6,0,"19.02.1981","Do",2
"241",67,7,0,"19.02.1981","Do",2
"242",67,8,0,"19.02.1981","Do",2
"243",67,9,0,"19.02.1981","Do",2
"244",67,10,0,"19.02.1981","Do",2
"245",35,1,0,"09.02.1981","Mo",2
"246",35,2,0,"09.02.1981","Mo",2
"247",35,3,0,"09.02.1981","Mo",2
"248",35,4,0,"09.02.1981","Mo",2
"249",35,5,0,"09.02.1981","Mo",2
"250",35,6,0,"09.02.1981","Mo",2
"251",35,7,0,"09.02.1981","Mo",2
"252",35,8,0,"09.02.1981","Mo",2
"253",35,9,0,"09.02.1981","Mo",2
"254",35,10,0,"09.02.1981","Mo",2
"255",51,1,0,"09.02.1981","Mo",2
"256",51,2,0,"09.02.1981","Mo",2
"257",51,3,0,"09.02.1981","Mo",2
"258",51,4,0,"09.02.1981","Mo",2
"259",51,5,0,"09.02.1981","Mo",2
"260",51,6,0,"09.02.1981","Mo",2
"261",51,7,0,"09.02.1981","Mo",2
"262",51,8,0,"09.02.1981","Mo",2
"263",51,9,0,"09.02.1981","Mo",2
"264",51,10,0,"09.02.1981","Mo",2
"265",366,1,0,"09.02.1981","Mo",2
"266",366,2,0,"09.02.1981","Mo",2
"267",366,3,0,"09.02.1981","Mo",2
"268",366,4,0,"09.02.1981","Mo",2
"269",366,5,0,"09.02.1981","Mo",2
"270",366,6,0,"09.02.1981","Mo",2
"271",366,7,0,"09.02.1981","Mo",2
"272",366,8,0,"09.02.1981","Mo",2
"273",366,9,0,"09.02.1981","Mo",2
"274",366,10,0,"09.02.1981","Mo",2
"275",30,1,0,"16.02.1981","Mo",2
"276",30,2,0,"16.02.1981","Mo",2
"277",30,3,0,"16.02.1981","Mo",2
"278",30,4,0,"16.02.1981","Mo",2
"279",30,5,0,"16.02.1981","Mo",2
"280",30,6,0,"16.02.1981","Mo",2
"281",30,7,0,"16.02.1981","Mo",2
"282",30,8,0,"16.02.1981","Mo",2
"283",30,9,0,"16.02.1981","Mo",2
"284",30,10,0,"16.02.1981","Mo",2
"285",103,1,1,"02.03.1981","Mo",3
"286",121,1,1,"03.03.1981","Di",3
"287",160,1,1,"03.03.1981","Di",3
"288",69,1,1,"04.03.1981","Mi",3
"289",69,1,1,"17.03.1981","Di",3
"290",166,1,1,"26.03.1981","Do",3
"291",102,1,1,"30.03.1981","Mo",3
"292",99,1,0,"12.03.1981","Do",3
"293",36,1,0,"16.03.1981","Mo",3
"294",36,2,1,"16.03.1981","Mo",3
"295",166,1,0,"16.03.1981","Mo",3
"296",166,2,1,"16.03.1981","Mo",3
"297",70,1,0,"19.03.1981","Do",3
"298",46,1,0,"31.03.1981","Di",3
"299",46,2,1,"31.03.1981","Di",3
"300",370,1,0,"11.03.1981","Mi",3
"301",370,2,0,"11.03.1981","Mi",3
"302",136,1,0,"25.03.1981","Mi",3
"303",136,2,0,"25.03.1981","Mi",3
"304",184,1,0,"03.03.1981","Di",3
"305",184,2,0,"03.03.1981","Di",3
"306",184,3,0,"03.03.1981","Di",3
"307",66,1,0,"10.03.1981","Di",3
"308",66,2,0,"10.03.1981","Di",3
"309",66,3,0,"10.03.1981","Di",3
"310",160,1,0,"10.03.1981","Di",3
"311",160,2,0,"10.03.1981","Di",3
"312",160,3,0,"10.03.1981","Di",3
"313",111,1,0,"12.03.1981","Do",3
"314",111,2,0,"12.03.1981","Do",3
"315",111,3,0,"12.03.1981","Do",3
"316",111,4,0,"12.03.1981","Do",3
"317",111,5,0,"12.03.1981","Do",3
"318",111,6,1,"12.03.1981","Do",3
"319",176,1,0,"02.03.1981","Mo",3
"320",176,2,0,"02.03.1981","Mo",3
"321",176,3,0,"02.03.1981","Mo",3
"322",176,4,0,"02.03.1981","Mo",3
"323",141,1,0,"11.03.1981","Mi",3
"324",141,2,0,"11.03.1981","Mi",3
"325",141,3,0,"11.03.1981","Mi",3
"326",141,4,0,"11.03.1981","Mi",3
"327",141,5,0,"11.03.1981","Mi",3
"328",141,6,0,"11.03.1981","Mi",3
"329",141,7,1,"11.03.1981","Mi",3
"330",352,1,0,"16.03.1981","Mo",3
"331",352,2,0,"16.03.1981","Mo",3
"332",352,3,0,"16.03.1981","Mo",3
"333",352,4,0,"16.03.1981","Mo",3
"334",123,1,0,"23.03.1981","Mo",3
"335",123,2,0,"23.03.1981","Mo",3
"336",123,3,0,"23.03.1981","Mo",3
"337",123,4,0,"23.03.1981","Mo",3
"338",329,1,0,"23.03.1981","Mo",3
"339",329,2,0,"23.03.1981","Mo",3
"340",329,3,0,"23.03.1981","Mo",3
"341",329,4,0,"23.03.1981","Mo",3
"342",328,1,0,"04.03.1981","Mi",3
"343",328,2,0,"04.03.1981","Mi",3
"344",328,3,0,"04.03.1981","Mi",3
"345",328,4,0,"04.03.1981","Mi",3
"346",328,5,0,"04.03.1981","Mi",3
"347",328,6,0,"04.03.1981","Mi",3
"348",328,7,0,"04.03.1981","Mi",3
"349",328,8,1,"04.03.1981","Mi",3
"350",82,1,0,"13.03.1981","Fr",3
"351",82,2,0,"13.03.1981","Fr",3
"352",82,3,0,"13.03.1981","Fr",3
"353",82,4,0,"13.03.1981","Fr",3
"354",82,5,0,"13.03.1981","Fr",3
"355",82,6,0,"13.03.1981","Fr",3
"356",82,7,0,"13.03.1981","Fr",3
"357",75,1,0,"16.03.1981","Mo",3
"358",75,2,0,"16.03.1981","Mo",3
"359",75,3,0,"16.03.1981","Mo",3
"360",75,4,0,"16.03.1981","Mo",3
"361",75,5,0,"16.03.1981","Mo",3
"362",75,6,0,"16.03.1981","Mo",3
"363",75,7,0,"16.03.1981","Mo",3
"364",75,8,1,"16.03.1981","Mo",3
"365",154,1,0,"30.03.1981","Mo",3
"366",154,2,0,"30.03.1981","Mo",3
"367",154,3,0,"30.03.1981","Mo",3
"368",154,4,0,"30.03.1981","Mo",3
"369",154,5,0,"30.03.1981","Mo",3
"370",154,6,0,"30.03.1981","Mo",3
"371",154,7,0,"30.03.1981","Mo",3
"372",154,8,1,"30.03.1981","Mo",3
"373",372,1,0,"16.03.1981","Mo",3
"374",372,2,0,"16.03.1981","Mo",3
"375",372,3,0,"16.03.1981","Mo",3
"376",372,4,0,"16.03.1981","Mo",3
"377",372,5,0,"16.03.1981","Mo",3
"378",372,6,0,"16.03.1981","Mo",3
"379",372,7,0,"16.03.1981","Mo",3
"380",372,8,0,"16.03.1981","Mo",3
"381",372,9,0,"16.03.1981","Mo",3
"382",372,10,1,"16.03.1981","Mo",3
"383",128,1,0,"25.03.1981","Mi",3
"384",128,2,0,"25.03.1981","Mi",3
"385",128,3,0,"25.03.1981","Mi",3
"386",128,4,0,"25.03.1981","Mi",3
"387",128,5,0,"25.03.1981","Mi",3
"388",128,6,0,"25.03.1981","Mi",3
"389",128,7,0,"25.03.1981","Mi",3
"390",128,8,0,"25.03.1981","Mi",3
"391",128,9,1,"25.03.1981","Mi",3
"392",200,1,0,"10.03.1981","Di",3
"393",200,2,0,"10.03.1981","Di",3
"394",200,3,0,"10.03.1981","Di",3
"395",200,4,0,"10.03.1981","Di",3
"396",200,5,0,"10.03.1981","Di",3
"397",200,6,0,"10.03.1981","Di",3
"398",200,7,0,"10.03.1981","Di",3
"399",200,8,0,"10.03.1981","Di",3
"400",200,9,0,"10.03.1981","Di",3
"401",200,10,0,"10.03.1981","Di",3
"402",346,1,0,"02.03.1981","Mo",3
"403",346,2,0,"02.03.1981","Mo",3
"404",346,3,0,"02.03.1981","Mo",3
"405",346,4,0,"02.03.1981","Mo",3
"406",346,5,0,"02.03.1981","Mo",3
"407",346,6,0,"02.03.1981","Mo",3
"408",346,7,0,"02.03.1981","Mo",3
"409",346,8,0,"02.03.1981","Mo",3
"410",346,9,0,"02.03.1981","Mo",3
"411",346,10,0,"02.03.1981","Mo",3
"412",116,1,0,"09.03.1981","Mo",3
"413",116,2,0,"09.03.1981","Mo",3
"414",116,3,0,"09.03.1981","Mo",3
"415",116,4,0,"09.03.1981","Mo",3
"416",116,5,0,"09.03.1981","Mo",3
"417",116,6,0,"09.03.1981","Mo",3
"418",116,7,0,"09.03.1981","Mo",3
"419",116,8,0,"09.03.1981","Mo",3
"420",116,9,0,"09.03.1981","Mo",3
"421",116,10,0,"09.03.1981","Mo",3
"422",348,1,0,"09.03.1981","Mo",3
"423",348,2,0,"09.03.1981","Mo",3
"424",348,3,0,"09.03.1981","Mo",3
"425",348,4,0,"09.03.1981","Mo",3
"426",348,5,0,"09.03.1981","Mo",3
"427",348,6,0,"09.03.1981","Mo",3
"428",348,7,0,"09.03.1981","Mo",3
"429",348,8,0,"09.03.1981","Mo",3
"430",348,9,0,"09.03.1981","Mo",3
"431",348,10,0,"09.03.1981","Mo",3
"432",56,1,0,"30.03.1981","Mo",3
"433",56,2,0,"30.03.1981","Mo",3
"434",56,3,0,"30.03.1981","Mo",3
"435",56,4,0,"30.03.1981","Mo",3
"436",56,5,0,"30.03.1981","Mo",3
"437",56,6,0,"30.03.1981","Mo",3
"438",56,7,0,"30.03.1981","Mo",3
"439",56,8,0,"30.03.1981","Mo",3
"440",56,9,0,"30.03.1981","Mo",3
"441",56,10,0,"30.03.1981","Mo",3
"442",341,1,1,"01.04.1981","Mi",4
"443",368,1,1,"02.04.1981","Do",4
"444",182,1,1,"06.04.1981","Mo",4
"445",148,1,1,"09.04.1981","Do",4
"446",153,1,1,"09.04.1981","Do",4
"447",73,1,1,"14.04.1981","Di",4
"448",102,1,1,"16.04.1981","Do",4
"449",87,1,1,"28.04.1981","Di",4
"450",182,1,1,"28.04.1981","Di",4
"451",36,1,0,"10.04.1981","Fr",4
"452",36,2,0,"10.04.1981","Fr",4
"453",36,3,0,"10.04.1981","Fr",4
"454",36,4,1,"10.04.1981","Fr",4
"455",348,1,0,"23.04.1981","Do",4
"456",77,1,0,"30.04.1981","Do",4
"457",96,1,0,"06.04.1981","Mo",4
"458",96,2,0,"06.04.1981","Mo",4
"459",96,3,1,"06.04.1981","Mo",4
"460",91,1,0,"08.04.1981","Mi",4
"461",91,2,0,"08.04.1981","Mi",4
"462",23,1,0,"14.04.1981","Di",4
"463",23,2,0,"14.04.1981","Di",4
"464",23,3,1,"14.04.1981","Di",4
"465",346,1,0,"22.04.1981","Mi",4
"466",346,2,0,"22.04.1981","Mi",4
"467",153,1,0,"13.04.1981","Mo",4
"468",153,2,0,"13.04.1981","Mo",4
"469",153,3,0,"13.04.1981","Mo",4
"470",153,4,1,"13.04.1981","Mo",4
"471",37,1,0,"23.04.1981","Do",4
"472",37,2,0,"23.04.1981","Do",4
"473",37,3,0,"23.04.1981","Do",4
"474",37,4,0,"23.04.1981","Do",4
"475",37,5,0,"23.04.1981","Do",4
"476",37,6,1,"23.04.1981","Do",4
"477",339,1,0,"27.04.1981","Mo",4
"478",339,2,0,"27.04.1981","Mo",4
"479",339,3,0,"27.04.1981","Mo",4
"480",339,4,1,"27.04.1981","Mo",4
"481",356,1,0,"29.04.1981","Mi",4
"482",356,2,0,"29.04.1981","Mi",4
"483",356,3,0,"29.04.1981","Mi",4
"484",356,4,0,"29.04.1981","Mi",4
"485",356,5,0,"29.04.1981","Mi",4
"486",356,6,1,"29.04.1981","Mi",4
"487",127,1,0,"02.04.1981","Do",4
"488",127,2,0,"02.04.1981","Do",4
"489",127,3,0,"02.04.1981","Do",4
"490",127,4,0,"02.04.1981","Do",4
"491",127,5,0,"02.04.1981","Do",4
"492",127,6,0,"02.04.1981","Do",4
"493",127,7,1,"02.04.1981","Do",4
"494",126,1,0,"10.04.1981","Fr",4
"495",126,2,0,"10.04.1981","Fr",4
"496",126,3,0,"10.04.1981","Fr",4
"497",126,4,0,"10.04.1981","Fr",4
"498",126,5,0,"10.04.1981","Fr",4
"499",126,6,0,"10.04.1981","Fr",4
"500",126,7,1,"10.04.1981","Fr",4
"501",42,1,0,"08.04.1981","Mi",4
"502",42,2,0,"08.04.1981","Mi",4
"503",42,3,0,"08.04.1981","Mi",4
"504",42,4,0,"08.04.1981","Mi",4
"505",42,5,0,"08.04.1981","Mi",4
"506",42,6,0,"08.04.1981","Mi",4
"507",42,7,0,"08.04.1981","Mi",4
"508",42,8,0,"08.04.1981","Mi",4
"509",42,9,1,"08.04.1981","Mi",4
"510",328,1,0,"03.04.1981","Fr",4
"511",328,2,0,"03.04.1981","Fr",4
"512",328,3,0,"03.04.1981","Fr",4
"513",328,4,0,"03.04.1981","Fr",4
"514",328,5,0,"03.04.1981","Fr",4
"515",328,6,0,"03.04.1981","Fr",4
"516",328,7,0,"03.04.1981","Fr",4
"517",328,8,0,"03.04.1981","Fr",4
"518",328,9,0,"03.04.1981","Fr",4
"519",328,10,0,"03.04.1981","Fr",4
"520",135,1,1,"06.05.1981","Mi",5
"521",71,1,1,"11.05.1981","Mo",5
"522",182,1,1,"12.05.1981","Di",5
"523",115,1,1,"13.05.1981","Mi",5
"524",372,1,1,"18.05.1981","Mo",5
"525",154,1,1,"25.05.1981","Mo",5
"526",182,1,1,"25.05.1981","Mo",5
"527",338,1,1,"26.05.1981","Di",5
"528",91,1,1,"27.05.1981","Mi",5
"529",97,1,1,"27.05.1981","Mi",5
"530",54,1,0,"20.05.1981","Mi",5
"531",54,2,1,"20.05.1981","Mi",5
"532",360,1,0,"25.05.1981","Mo",5
"533",360,2,0,"25.05.1981","Mo",5
"534",360,3,1,"25.05.1981","Mo",5
"535",69,1,0,"26.05.1981","Di",5
"536",69,2,0,"26.05.1981","Di",5
"537",69,3,1,"26.05.1981","Di",5
"538",330,1,0,"20.05.1981","Mi",5
"539",330,2,0,"20.05.1981","Mi",5
"540",330,3,0,"20.05.1981","Mi",5
"541",330,4,0,"20.05.1981","Mi",5
"542",330,5,0,"20.05.1981","Mi",5
"543",330,6,1,"20.05.1981","Mi",5
"544",67,1,0,"04.05.1981","Mo",5
"545",67,2,0,"04.05.1981","Mo",5
"546",67,3,0,"04.05.1981","Mo",5
"547",67,4,0,"04.05.1981","Mo",5
"548",91,1,0,"04.05.1981","Mo",5
"549",91,2,0,"04.05.1981","Mo",5
"550",91,3,0,"04.05.1981","Mo",5
"551",91,4,0,"04.05.1981","Mo",5
"552",23,1,0,"21.05.1981","Do",5
"553",23,2,0,"21.05.1981","Do",5
"554",23,3,0,"21.05.1981","Do",5
"555",23,4,0,"21.05.1981","Do",5
"556",23,5,0,"21.05.1981","Do",5
"557",23,6,0,"21.05.1981","Do",5
"558",23,7,1,"21.05.1981","Do",5
"559",335,1,0,"25.05.1981","Mo",5
"560",335,2,0,"25.05.1981","Mo",5
"561",335,3,0,"25.05.1981","Mo",5
"562",335,4,0,"25.05.1981","Mo",5
"563",138,1,0,"26.05.1981","Di",5
"564",138,2,0,"26.05.1981","Di",5
"565",138,3,0,"26.05.1981","Di",5
"566",138,4,0,"26.05.1981","Di",5
"567",138,5,0,"26.05.1981","Di",5
"568",138,6,0,"26.05.1981","Di",5
"569",138,7,0,"26.05.1981","Di",5
"570",138,8,1,"26.05.1981","Di",5
"571",63,1,0,"05.05.1981","Di",5
"572",63,2,0,"05.05.1981","Di",5
"573",63,3,0,"05.05.1981","Di",5
"574",63,4,0,"05.05.1981","Di",5
"575",63,5,0,"05.05.1981","Di",5
"576",63,6,0,"05.05.1981","Di",5
"577",63,7,0,"05.05.1981","Di",5
"578",63,8,0,"05.05.1981","Di",5
"579",63,9,0,"05.05.1981","Di",5
"580",63,10,0,"05.05.1981","Di",5
"581",58,1,0,"04.05.1981","Mo",5
"582",58,2,0,"04.05.1981","Mo",5
"583",58,3,0,"04.05.1981","Mo",5
"584",58,4,0,"04.05.1981","Mo",5
"585",58,5,0,"04.05.1981","Mo",5
"586",58,6,0,"04.05.1981","Mo",5
"587",58,7,0,"04.05.1981","Mo",5
"588",58,8,0,"04.05.1981","Mo",5
"589",58,9,0,"04.05.1981","Mo",5
"590",58,10,0,"04.05.1981","Mo",5
"591",127,1,0,"04.05.1981","Mo",5
"592",127,2,0,"04.05.1981","Mo",5
"593",127,3,0,"04.05.1981","Mo",5
"594",127,4,0,"04.05.1981","Mo",5
"595",127,5,0,"04.05.1981","Mo",5
"596",127,6,0,"04.05.1981","Mo",5
"597",127,7,0,"04.05.1981","Mo",5
"598",127,8,0,"04.05.1981","Mo",5
"599",127,9,0,"04.05.1981","Mo",5
"600",127,10,0,"04.05.1981","Mo",5
"601",106,1,0,"11.05.1981","Mo",5
"602",106,2,0,"11.05.1981","Mo",5
"603",106,3,0,"11.05.1981","Mo",5
"604",106,4,0,"11.05.1981","Mo",5
"605",106,5,0,"11.05.1981","Mo",5
"606",106,6,0,"11.05.1981","Mo",5
"607",106,7,0,"11.05.1981","Mo",5
"608",106,8,0,"11.05.1981","Mo",5
"609",106,9,0,"11.05.1981","Mo",5
"610",106,10,0,"11.05.1981","Mo",5
"611",137,1,1,"11.06.1981","Do",6
"612",73,1,1,"15.06.1981","Mo",6
"613",17,1,1,"22.06.1981","Mo",6
"614",58,1,1,"29.06.1981","Mo",6
