"","date","adj_price"
"309",1990-08-03,9.65
"310",1990-08-10,9.07
"311",1990-08-17,8.54
"312",1990-08-24,8.33
"313",1990-08-31,8.68
"314",1990-09-07,8.54
"315",1990-09-14,7.98
"316",1990-09-21,7.39
"317",1990-09-28,6.81
"318",1990-10-05,6.57
"319",1990-10-12,6.63
"320",1990-10-19,7.36
"321",1990-10-26,7.04
"322",1990-11-02,7.45
"323",1990-11-09,8.33
"324",1990-11-16,8.27
"325",1990-11-23,8.57
"326",1990-11-30,8.65
"327",1990-12-07,10.01
"328",1990-12-14,9.39
"329",1990-12-21,10.6
"330",1990-12-28,10.13
"331",1991-01-04,10.18
"332",1991-01-11,11.07
"333",1991-01-18,11.83
"334",1991-01-25,12.6
"335",1991-02-01,13.13
"336",1991-02-08,14.1
"337",1991-02-15,13.6
"338",1991-02-22,14.1
"339",1991-03-01,13.63
"340",1991-03-08,15.34
"341",1991-03-15,15.63
"342",1991-03-22,14.92
"343",1991-03-28,16.05
"344",1991-04-05,16.37
"345",1991-04-12,16.93
"346",1991-04-19,14.07
"347",1991-04-26,13.83
"348",1991-05-03,11.56
"349",1991-05-10,12.09
"350",1991-05-17,11.09
"351",1991-05-24,10.85
"352",1991-05-31,11.12
"353",1991-06-07,10.91
"354",1991-06-14,9.73
"355",1991-06-21,9.94
"356",1991-06-28,9.82
"357",1991-07-05,10.79
"358",1991-07-12,11.06
"359",1991-07-19,10.88
"360",1991-07-26,10.62
"361",1991-08-02,11.83
"362",1991-08-09,12.01
"363",1991-08-16,12.6
"364",1991-08-23,12.57
"365",1991-08-30,12.57
"366",1991-09-06,12.21
"367",1991-09-13,11.53
"368",1991-09-20,12
"369",1991-09-27,11.62
"370",1991-10-04,11.44
"371",1991-10-11,11.5
"372",1991-10-18,13.04
"373",1991-10-25,12.15
"374",1991-11-01,12.09
"375",1991-11-08,12.63
"376",1991-11-15,11.86
"377",1991-11-22,12.18
"378",1991-11-29,12.06
"379",1991-12-06,11.59
"380",1991-12-13,11.97
"381",1991-12-20,11.94
"382",1991-12-27,13.07
"383",1992-01-03,14.02
"384",1992-01-10,14.79
"385",1992-01-17,15.39
"386",1992-01-24,15.36
"387",1992-01-31,15.39
"388",1992-02-07,15.21
"389",1992-02-14,15.27
"390",1992-02-21,15.48
"391",1992-02-28,16.07
"392",1992-03-06,15.24
"393",1992-03-13,15.03
"394",1992-03-20,15.06
"395",1992-03-27,14.53
"396",1992-04-03,14.05
"397",1992-04-10,13.22
"398",1992-04-16,14.05
"399",1992-04-24,13.45
"400",1992-05-01,14.11
"401",1992-05-08,14.76
"402",1992-05-15,14.44
"403",1992-05-22,14.17
"404",1992-05-29,14.23
"405",1992-06-05,13.09
"406",1992-06-12,13.03
"407",1992-06-19,10.68
"408",1992-06-26,10.8
"409",1992-07-02,11.03
"410",1992-07-10,10.92
"411",1992-07-17,10.74
"412",1992-07-24,10.95
"413",1992-07-31,11.15
"414",1992-08-07,10.35
"415",1992-08-14,10.68
"416",1992-08-21,10.68
"417",1992-08-28,10.77
"418",1992-09-04,11.3
"419",1992-09-11,11.39
"420",1992-09-18,11.12
"421",1992-09-25,10.89
"422",1992-10-02,10.47
"423",1992-10-09,10.38
"424",1992-10-16,11.72
"425",1992-10-23,11.66
"426",1992-10-30,12.56
"427",1992-11-06,13.34
"428",1992-11-13,13.46
"429",1992-11-20,13.76
"430",1992-11-27,13.52
"431",1992-12-04,13.64
"432",1992-12-11,13.79
"433",1992-12-18,13.97
"434",1992-12-24,14.14
"435",1992-12-31,14.32
"436",1993-01-08,14.92
"437",1993-01-15,14.44
"438",1993-01-22,14.26
"439",1993-01-29,14.26
"440",1993-02-05,13.73
"441",1993-02-12,12.95
"442",1993-02-19,13.21
"443",1993-02-26,12.73
"444",1993-03-05,13.21
"445",1993-03-12,13.52
"446",1993-03-19,12.91
"447",1993-03-26,12.79
"448",1993-04-02,12.04
"449",1993-04-08,11.95
"450",1993-04-16,11.56
"451",1993-04-23,11.83
"452",1993-04-30,12.31
"453",1993-05-07,13.15
"454",1993-05-14,13.33
"455",1993-05-21,13.82
"456",1993-05-28,13.63
"457",1993-06-04,13.21
"458",1993-06-11,10.53
"459",1993-06-18,9.87
"460",1993-06-25,9.63
"461",1993-07-02,9.27
"462",1993-07-09,8.85
"463",1993-07-16,6.62
"464",1993-07-23,6.32
"465",1993-07-30,6.68
"466",1993-08-06,7.04
"467",1993-08-13,6.59
"468",1993-08-20,6.77
"469",1993-08-27,6.41
"470",1993-09-03,6.23
"471",1993-09-10,6.35
"472",1993-09-17,6.11
"473",1993-09-24,6.05
"474",1993-10-01,5.5
"475",1993-10-08,5.47
"476",1993-10-15,6.83
"477",1993-10-22,7.32
"478",1993-10-29,7.44
"479",1993-11-05,7.71
"480",1993-11-12,7.68
"481",1993-11-19,8.01
"482",1993-11-26,7.92
"483",1993-12-03,7.65
"484",1993-12-10,6.86
"485",1993-12-17,7.16
"486",1993-12-23,6.61
"487",1993-12-31,7.1
"488",1994-01-07,8.04
"489",1994-01-14,7.52
"490",1994-01-21,8.1
"491",1994-01-28,8.25
"492",1994-02-04,8.13
"493",1994-02-11,9.01
"494",1994-02-18,8.83
"495",1994-02-25,8.77
"496",1994-03-04,8.95
"497",1994-03-11,9.07
"498",1994-03-18,8.86
"499",1994-03-25,7.98
"500",1994-03-31,8.1
"501",1994-04-08,8.16
"502",1994-04-15,7.37
"503",1994-04-22,7.25
"504",1994-04-29,7.31
"505",1994-05-06,7.87
"506",1994-05-13,7.31
"507",1994-05-20,7.57
"508",1994-05-27,7.32
"509",1994-06-03,6.75
"510",1994-06-10,6.48
"511",1994-06-17,6.48
"512",1994-06-24,6.26
"513",1994-07-01,6.3
"514",1994-07-08,6.62
"515",1994-07-15,6.91
"516",1994-07-22,7.58
"517",1994-07-29,8.24
"518",1994-08-05,8.13
"519",1994-08-12,8.5
"520",1994-08-19,8.56
"521",1994-08-26,8.77
"522",1994-09-02,8.68
"523",1994-09-09,8.77
"524",1994-09-16,8.93
"525",1994-09-23,8.33
"526",1994-09-30,8.27
"527",1994-10-07,9.08
"528",1994-10-14,10.09
"529",1994-10-21,10.46
"530",1994-10-28,10.34
"531",1994-11-04,9.91
"532",1994-11-11,10.09
"533",1994-11-18,9.84
"534",1994-11-25,9.29
"535",1994-12-02,9
"536",1994-12-09,8.92
"537",1994-12-16,9.17
"538",1994-12-23,9.57
"539",1994-12-30,9.6
"540",1995-01-06,10.34
"541",1995-01-13,11.05
"542",1995-01-20,10.49
"543",1995-01-27,9.82
"544",1995-02-03,9.97
"545",1995-02-10,10.77
"546",1995-02-17,10.49
"547",1995-02-24,9.63
"548",1995-03-03,9.93
"549",1995-03-10,9.75
"550",1995-03-17,8.67
"551",1995-03-24,9.32
"552",1995-03-31,8.7
"553",1995-04-07,9.07
"554",1995-04-13,9.44
"555",1995-04-21,9.66
"556",1995-04-28,9.44
"557",1995-05-05,9.6
"558",1995-05-12,10.77
"559",1995-05-19,10.55
"560",1995-05-26,10.57
"561",1995-06-02,10.43
"562",1995-06-09,10.77
"563",1995-06-16,10.86
"564",1995-06-23,12.06
"565",1995-06-30,11.49
"566",1995-07-07,12.04
"567",1995-07-14,12.06
"568",1995-07-21,10.83
"569",1995-07-28,11.26
"570",1995-08-04,10.95
"571",1995-08-11,10.66
"572",1995-08-18,11.14
"573",1995-08-25,11.11
"574",1995-09-01,10.66
"575",1995-09-08,11.11
"576",1995-09-15,8.9
"577",1995-09-22,9.2
"578",1995-09-29,9.24
"579",1995-10-06,8.86
"580",1995-10-13,8.93
"581",1995-10-20,8.72
"582",1995-10-27,8.62
"583",1995-11-03,9.06
"584",1995-11-10,9.86
"585",1995-11-17,9.96
"586",1995-11-24,10
"587",1995-12-01,9.37
"588",1995-12-08,9.8
"589",1995-12-15,8.77
"590",1995-12-22,8.03
"591",1995-12-29,7.93
"592",1996-01-05,8.53
"593",1996-01-12,8.43
"594",1996-01-19,7.44
"595",1996-01-26,7.62
"596",1996-02-02,7.28
"597",1996-02-09,6.91
"598",1996-02-16,6.85
"599",1996-02-23,7.44
"600",1996-03-01,6.69
"601",1996-03-08,6.47
"602",1996-03-15,6.44
"603",1996-03-22,6.32
"604",1996-03-29,6.11
"605",1996-04-04,6
"606",1996-04-12,6.35
"607",1996-04-19,6.24
"608",1996-04-26,6.16
"609",1996-05-03,5.94
"610",1996-05-10,6.78
"611",1996-05-17,6.88
"612",1996-05-24,6.66
"613",1996-05-31,6.5
"614",1996-06-07,6.07
"615",1996-06-14,5.96
"616",1996-06-21,5.63
"617",1996-06-28,5.23
"618",1996-07-05,4.85
"619",1996-07-12,4.5
"620",1996-07-19,5.17
"621",1996-07-26,5.48
"622",1996-08-02,5.38
"623",1996-08-09,5.76
"624",1996-08-16,5.6
"625",1996-08-23,5.94
"626",1996-08-30,6.04
"627",1996-09-06,5.73
"628",1996-09-13,5.23
"629",1996-09-20,5.69
"630",1996-09-27,5.55
"631",1996-10-04,5.68
"632",1996-10-11,6.04
"633",1996-10-18,6.61
"634",1996-10-25,6.1
"635",1996-11-01,6.04
"636",1996-11-08,6.53
"637",1996-11-15,6.22
"638",1996-11-22,6.29
"639",1996-11-29,6
"640",1996-12-06,6.25
"641",1996-12-13,5.79
"642",1996-12-20,5.85
"643",1996-12-27,5.76
"644",1997-01-03,5.41
"645",1997-01-10,4.54
"646",1997-01-17,4.17
"647",1997-01-24,4.2
"648",1997-01-31,4.14
"649",1997-02-07,3.94
"650",1997-02-14,4.06
"651",1997-02-21,4.08
"652",1997-02-28,4.05
"653",1997-03-07,4.11
"654",1997-03-14,4.12
"655",1997-03-21,4.14
"656",1997-03-27,4.64
"657",1997-04-04,4.79
"658",1997-04-11,4.54
"659",1997-04-18,4.57
"660",1997-04-25,4.36
"661",1997-05-02,4.23
"662",1997-05-09,4.25
"663",1997-05-16,4.29
"664",1997-05-23,4.2
"665",1997-05-30,4.14
"666",1997-06-06,4.17
"667",1997-06-13,3.94
"668",1997-06-20,3.87
"669",1997-06-27,3.66
"670",1997-07-03,3.41
"671",1997-07-11,3.78
"672",1997-07-18,4.32
"673",1997-07-25,4.05
"674",1997-08-01,4.78
"675",1997-08-08,6.67
"676",1997-08-15,5.79
"677",1997-08-22,5.88
"678",1997-08-29,5.41
"679",1997-09-05,5.52
"680",1997-09-12,5.49
"681",1997-09-19,5.46
"682",1997-09-26,5.3
"683",1997-10-03,5.51
"684",1997-10-10,5.65
"685",1997-10-17,5.01
"686",1997-10-24,4.12
"687",1997-10-31,4.24
"688",1997-11-07,4.92
"689",1997-11-14,4.59
"690",1997-11-21,4.53
"691",1997-11-28,4.42
"692",1997-12-05,3.94
"693",1997-12-12,3.52
"694",1997-12-19,3.41
"695",1997-12-26,3.31
"696",1998-01-02,4.05
"697",1998-01-09,4.53
"698",1998-01-16,4.68
"699",1998-01-23,4.85
"700",1998-01-30,4.56
"701",1998-02-06,4.61
"702",1998-02-13,4.85
"703",1998-02-20,4.98
"704",1998-02-27,5.88
"705",1998-03-06,6.08
"706",1998-03-13,6.75
"707",1998-03-20,6.56
"708",1998-03-27,6.71
"709",1998-04-03,6.74
"710",1998-04-09,6.38
"711",1998-04-17,6.96
"712",1998-04-24,6.96
"713",1998-05-01,6.97
"714",1998-05-08,7.58
"715",1998-05-15,7.36
"716",1998-05-22,6.94
"717",1998-05-29,6.63
"718",1998-06-05,6.69
"719",1998-06-12,7
"720",1998-06-19,6.74
"721",1998-06-26,7.02
"722",1998-07-02,7.22
"723",1998-07-10,7.98
"724",1998-07-17,9.18
"725",1998-07-24,8.64
"726",1998-07-31,8.62
"727",1998-08-07,9.09
"728",1998-08-14,10.08
"729",1998-08-21,10.7
"730",1998-08-28,8.51
"731",1998-09-04,8.74
"732",1998-09-11,9.37
"733",1998-09-18,9.15
"734",1998-09-25,9.65
"735",1998-10-02,8.73
"736",1998-10-09,8.74
"737",1998-10-16,9.13
"738",1998-10-23,8.84
"739",1998-10-30,9.24
"740",1998-11-06,9.47
"741",1998-11-13,8.88
"742",1998-11-20,8.79
"743",1998-11-27,8.73
"744",1998-12-04,8.15
"745",1998-12-11,8.4
"746",1998-12-18,8.76
"747",1998-12-24,9.77
"748",1998-12-31,10.19
"749",1999-01-08,11.2
"750",1999-01-15,10.28
"751",1999-01-22,9.65
"752",1999-01-29,10.25
"753",1999-02-05,9.04
"754",1999-02-12,9.38
"755",1999-02-19,9.26
"756",1999-02-26,8.67
"757",1999-03-05,8.26
"758",1999-03-12,8.26
"759",1999-03-19,8.34
"760",1999-03-26,8.28
"761",1999-04-01,8.98
"762",1999-04-09,9.15
"763",1999-04-16,8.82
"764",1999-04-23,9.76
"765",1999-04-30,11.45
"766",1999-05-07,11.42
"767",1999-05-14,11.05
"768",1999-05-21,10.94
"769",1999-05-28,10.97
"770",1999-06-04,11.98
"771",1999-06-11,11.56
"772",1999-06-18,11.73
"773",1999-06-25,10.5
"774",1999-07-02,11.53
"775",1999-07-09,13.85
"776",1999-07-16,13.21
"777",1999-07-23,13.27
"778",1999-07-30,13.86
"779",1999-08-06,13.47
"780",1999-08-13,14.95
"781",1999-08-20,14.73
"782",1999-08-27,16.12
"783",1999-09-03,18.3
"784",1999-09-10,19.28
"785",1999-09-17,19.15
"786",1999-09-24,16.17
"787",1999-10-01,15.36
"788",1999-10-08,16.32
"789",1999-10-15,18.56
"790",1999-10-22,18.41
"791",1999-10-29,19.94
"792",1999-11-05,21.98
"793",1999-11-12,22.56
"794",1999-11-19,23.01
"795",1999-11-26,23.66
"796",1999-12-03,28.63
"797",1999-12-10,25.64
"798",1999-12-17,24.89
"799",1999-12-23,25.76
"800",1999-12-31,25.59
"801",2000-01-07,24.77
"802",2000-01-14,25
"803",2000-01-21,27.71
"804",2000-01-28,25.3
"805",2000-02-04,26.88
"806",2000-02-11,27.07
"807",2000-02-18,27.69
"808",2000-02-25,27.47
"809",2000-03-03,31.86
"810",2000-03-10,31.3
"811",2000-03-17,31.12
"812",2000-03-24,34.52
"813",2000-03-31,33.81
"814",2000-04-07,32.8
"815",2000-04-14,27.85
"816",2000-04-20,29.59
"817",2000-04-28,30.88
"818",2000-05-05,28.16
"819",2000-05-12,26.79
"820",2000-05-19,23.4
"821",2000-05-26,21.5
"822",2000-06-02,23.04
"823",2000-06-09,23.84
"824",2000-06-16,22.7
"825",2000-06-23,25.73
"826",2000-06-30,26.08
"827",2000-07-07,27.1
"828",2000-07-14,28.72
"829",2000-07-21,26.67
"830",2000-07-28,24.05
"831",2000-08-04,23.59
"832",2000-08-11,23.74
"833",2000-08-18,24.89
"834",2000-08-25,28.28
"835",2000-09-01,31.58
"836",2000-09-08,29.31
"837",2000-09-15,27.5
"838",2000-09-22,25.98
"839",2000-09-29,12.82
"840",2000-10-06,11.05
"841",2000-10-13,10.98
"842",2000-10-20,9.71
"843",2000-10-27,9.24
"844",2000-11-03,11.08
"845",2000-11-10,9.49
"846",2000-11-17,9.21
"847",2000-11-24,9.61
"848",2000-12-01,8.49
"849",2000-12-08,7.5
"850",2000-12-15,7
"851",2000-12-22,7.47
"852",2000-12-29,7.41
"853",2001-01-05,8.15
"854",2001-01-12,8.56
"855",2001-01-19,9.71
"856",2001-01-26,9.74
"857",2001-02-02,10.27
"858",2001-02-09,9.52
"859",2001-02-16,9.46
"860",2001-02-23,9.36
"861",2001-03-02,9.58
"862",2001-03-09,10.08
"863",2001-03-16,9.77
"864",2001-03-23,11.45
"865",2001-03-30,10.99
"866",2001-04-06,10.25
"867",2001-04-12,11.16
"868",2001-04-20,12.47
"869",2001-04-27,13.04
"870",2001-05-04,12.82
"871",2001-05-11,11.38
"872",2001-05-18,11.71
"873",2001-05-25,11.33
"874",2001-06-01,10.4
"875",2001-06-08,10.61
"876",2001-06-15,10.18
"877",2001-06-22,11.08
"878",2001-06-29,11.58
"879",2001-07-06,10.97
"880",2001-07-13,12.37
"881",2001-07-20,9.95
"882",2001-07-27,9.44
"883",2001-08-03,9.71
"884",2001-08-10,9.47
"885",2001-08-17,9
"886",2001-08-24,9.25
"887",2001-08-31,9.24
"888",2001-09-07,8.6
"889",2001-09-10,8.65
"890",2001-09-21,7.83
"891",2001-09-28,7.72
"892",2001-10-05,8.04
"893",2001-10-12,8.97
"894",2001-10-19,9.11
"895",2001-10-26,9.3
"896",2001-11-02,9.25
"897",2001-11-09,9.32
"898",2001-11-16,9.44
"899",2001-11-23,9.88
"900",2001-11-30,10.6
"901",2001-12-07,11.22
"902",2001-12-14,10.15
"903",2001-12-21,10.46
"904",2001-12-28,11.17
"905",2002-01-04,11.79
"906",2002-01-11,10.48
"907",2002-01-18,11.04
"908",2002-01-25,11.58
"909",2002-02-01,12.15
"910",2002-02-08,11.96
"911",2002-02-15,11.9
"912",2002-02-22,11.32
"913",2002-03-01,11.67
"914",2002-03-08,12.28
"915",2002-03-15,12.42
"916",2002-03-22,11.99
"917",2002-03-28,11.78
"918",2002-04-05,12.32
"919",2002-04-12,12.48
"920",2002-04-19,12.44
"921",2002-04-26,11.46
"922",2002-05-03,11.7
"923",2002-05-10,11.61
"924",2002-05-17,12.45
"925",2002-05-24,12.02
"926",2002-05-31,11.6
"927",2002-06-07,10.65
"928",2002-06-14,10.01
"929",2002-06-21,8.39
"930",2002-06-28,8.82
"931",2002-07-05,9.33
"932",2002-07-12,8.72
"933",2002-07-19,7.45
"934",2002-07-26,7.14
"935",2002-08-02,7.19
"936",2002-08-09,7.47
"937",2002-08-16,7.87
"938",2002-08-23,7.83
"939",2002-08-30,7.34
"940",2002-09-06,7.16
"941",2002-09-13,7.05
"942",2002-09-20,7.4
"943",2002-09-27,7.33
"944",2002-10-04,6.99
"945",2002-10-11,7.22
"946",2002-10-18,7.14
"947",2002-10-25,7.68
"948",2002-11-01,8.15
"949",2002-11-08,7.89
"950",2002-11-15,7.94
"951",2002-11-22,7.97
"952",2002-11-29,7.72
"953",2002-12-06,7.44
"954",2002-12-13,7.36
"955",2002-12-20,7.04
"956",2002-12-27,7
"957",2003-01-03,7.42
"958",2003-01-10,7.33
"959",2003-01-17,7.02
"960",2003-01-24,6.87
"961",2003-01-31,7.15
"962",2003-02-07,7.04
"963",2003-02-14,7.3
"964",2003-02-21,7.47
"965",2003-02-28,7.47
"966",2003-03-07,7.23
"967",2003-03-14,7.36
"968",2003-03-21,7.47
"969",2003-03-28,7.25
"970",2003-04-04,7.17
"971",2003-04-11,6.57
"972",2003-04-17,6.53
"973",2003-04-25,6.65
"974",2003-05-02,7.19
"975",2003-05-09,9.11
"976",2003-05-16,9.36
"977",2003-05-23,9.12
"978",2003-05-30,8.94
"979",2003-06-06,8.54
"980",2003-06-13,8.67
"981",2003-06-20,9.56
"982",2003-06-27,9.32
"983",2003-07-03,9.52
"984",2003-07-11,9.88
"985",2003-07-18,10.39
"986",2003-07-25,10.72
"987",2003-08-01,10.32
"988",2003-08-08,9.78
"989",2003-08-15,9.81
"990",2003-08-22,10.4
"991",2003-08-29,11.26
"992",2003-09-05,11.2
"993",2003-09-12,11.5
"994",2003-09-19,11.24
"995",2003-09-26,10.3
"996",2003-10-03,10.8
"997",2003-10-10,11.79
"998",2003-10-17,11.33
"999",2003-10-24,11.25
"1000",2003-10-31,11.4
