"","lrdji"
"158",-0.002508744
"159",0.012397477
"160",0.017781425
"161",-0.00145773
"162",0.003780743
"163",-0.011329124
"164",-0.009716245
"165",-0.01600085
"166",-0.007804703
"167",0.009978417
"168",-0.008692916
"169",0.021462702
"170",-0.004008583
"171",0.000200268
"172",0.003894064
"173",-0.004611044
"174",0.000172267
"175",-0.010938704
"176",-0.01003244
"177",-0.005939045
"178",0.006143627
"179",0.001874463
"180",-0.021047001
"181",-0.007044636
"182",-0.019717892
"183",-0.00381204
"184",0.002337884
"185",-0.002707627
"186",-0.006056924
"187",0.012016438
"188",-0.00620576
"189",0.012404974
"190",-0.0000615
"191",0.01789086
"192",-0.004855778
"193",0.010639739
"194",-0.000148371
"195",-0.021944139
"196",-0.017909145
"197",0.005307348
"198",-0.026288896
"199",0.009591854
"200",0.00872493
"201",0.018199984
"202",-0.009151323
"203",0.016618304
"204",-0.011558146
"205",-0.004629086
"206",0.008963669
"207",0.021662878
"208",0.010053292
"209",-0.007610533
"210",-0.006280652
"211",0.002569029
"212",0.002878296
"213",0.006075697
"214",0.001341528
"215",-0.009517244
"216",-0.001845859
"217",-0.000230264
"218",0.016290844
"219",-0.000796096
"220",0.015819199
"221",-0.004514246
"222",0.013925264
"223",-0.002886626
"224",0.007751672
"225",-0.008502597
"226",0.001139803
"227",-0.001751142
"228",-0.003737099
"229",-0.006424549
"230",0.011023964
"231",0.003690994
"232",0.022139076
"233",-0.005434644
"234",-0.010600296
"235",-0.003475124
"236",0.006005537
"237",0.008042266
"238",-0.002864755
"239",-0.002900762
"240",0.005820751
"241",0.001741862
"242",0.001114552
"243",-0.010102891
"244",0.005036527
"245",0.000273164
"246",0.017883336
"247",-0.001287898
"248",0.007489171
"249",0.000692467
"250",-0.002772751
"251",0.003857089
"252",-0.01221737
"253",-0.032172126
"254",0.011276497
"255",0.011674295
"256",0.023648988
"257",0.004298817
"258",-0.00529562
"259",0.003470621
"260",0.002708624
"261",0.012061723
"262",-0.013937873
"263",-0.006191755
"264",-0.012089115
"265",-0.008812158
"266",-0.021882393
"267",0.001971136
"268",0.000281015
"269",-0.000450569
"270",-0.026569437
"271",0.018604372
"272",0.009145903
"273",-0.003434005
"274",0.000930206
"275",-0.004517408
"276",-0.005305096
"277",0.004739439
"278",-0.023868046
"279",-0.005203643
"280",-0.02073468
"281",0.009036087
"282",0.01866997
"283",-0.014726176
"284",-0.004444878
"285",-0.028462297
"286",0.008314071
"287",-0.007706595
"288",-0.013101639
"289",-0.023104299
"290",0.017741487
"291",0.00889183
"292",0.000949362
"293",0.002658742
"294",0.019704399
"295",-0.019155603
"296",-0.037514172
"297",0.006156978
"298",0.015523338
"299",-0.008215879
"300",0.001842428
"301",-0.0137554
"302",0.032111832
"303",0.048096136
"304",-0.003332735
"305",0.007991405
"306",0.021040652
"307",-0.00373289
"308",0.023029632
"309",-0.000642301
"310",-0.007847882
"311",-0.008172358
"312",0.007525487
"313",-0.00349744
"314",-0.005326425
"315",0.027098121
"316",-0.005100345
"317",-0.01179539
"318",0.007255704
"319",-0.00025106
"320",0.00673425
"321",0.008945651
"322",-0.014452195
"323",-0.018285504
"324",-0.058217077
"325",0.026498706
"326",0.01732227
"327",-0.008624096
"328",0.01571573
"329",0.005705723
"330",0.019856382
"331",-0.016250235
"332",-0.005257963
"333",-0.014262561
"334",0.007228391
"335",-0.007488349
"336",-0.023666848
"337",-0.006475036
"338",0.01575709
"339",0.002433258
"340",-0.006327249
"341",-0.016166226
"342",0.017040876
"343",0.005993776
"344",0.018528672
"345",0.011663085
"346",-0.01518898
"347",0.000699865
"348",-0.014056397
"349",-0.007964368
"350",-0.011474586
"351",0.010791406
"352",-0.020272736
"353",-0.002393427
"354",0.021885628
"355",-0.000456069
"356",0.012266778
"357",0.013294388
"358",0.001900967
"359",-0.007399271
"360",0.007173639
"361",-0.013420071
"362",-0.005136558
"363",-0.004707664
"364",0.005440386
"365",0.00620468
"366",0.002510891
"367",-0.025092839
"368",0.010333721
"369",-0.011687838
"370",0.005979122
"371",-0.011652984
"372",0.002755421
"373",0.013198751
"374",-0.003661255
"375",0.002218499
"376",-0.012401101
"377",0.004782717
"378",0.010736679
"379",-0.007324592
"380",-0.000203195
"381",0.014633657
"382",0.000996121
"383",0.007542926
"384",0.005259659
"385",0.000458918
"386",0.002225776
"387",-0.000784567
"388",-0.005973786
"389",-0.004090321
"390",0.013722624
"391",-0.010224662
"392",-0.004523162
"393",0.001388818
"394",-0.017297387
"395",0.006601103
"396",-0.007106152
"397",0.001027901
"398",0.008043044
"399",0.007568195
"400",0.001780864
"401",0.00569705
"402",0.009176039
"403",0.010060559
"404",-0.006494645
"405",0.000268628
"406",0.010853221
"407",0.013361791
"408",-0.009813441
"409",-0.005309998
"410",0.004282996
"411",-0.00082888
"412",0.003012708
"413",0.005341397
"414",0.000493632
"415",0.003411956
"416",0.000884008
"417",0.005365015
"418",-0.003359457
"419",-0.010044842
"420",0.010044842
"421",0.002109213
"422",0.001940498
"423",0.00443308
"424",-0.004498798
"425",-0.003489247
"426",-0.002244812
"427",0.003365331
"428",-0.00455491
"429",-0.008505798
"430",-0.014578851
"431",-0.010902079
"432",-0.001780737
"433",-0.009439844
"434",0.007234303
"435",0.00757422
"436",-0.003622175
"437",-0.016496118
"438",-0.000278461
"439",0.018245534
"440",-0.016125161
"441",0.004609618
"442",0.001831011
"443",0.006021162
"444",-0.005538058
"445",-0.012042473
"446",-0.002656277
"447",-0.004174884
"448",-0.010565481
"449",-0.037093762
"450",0.015583632
"451",0.004563666
"452",-0.014668333
"453",-0.011432125
"454",0.016697873
"455",0.00820935
"456",0.004403297
"457",0.01174475
"458",-0.006427768
"459",0.005180968
"460",0.020076265
"461",0.022883995
"462",0.01241549
"463",-0.006554024
"464",-0.001741049
"465",-0.005766324
"466",0.014614514
"467",-0.002282782
"468",-0.004128237
"469",-0.006697874
"470",-0.021580148
"471",-0.008115498
"472",0.015455313
"473",0.00248169
"474",-0.004827841
"475",-0.002457966
"476",-0.01585619
"477",0.003039538
"478",-0.009110891
"479",0.006795573
"480",0.007217287
"481",-0.003656377
"482",0.011499562
"483",-0.020398358
"484",-0.003939772
"485",0.017904903
"486",0.031482115
"487",-0.021736135
"488",-0.004418819
"489",0.008959159
"490",0.001202498
"491",0.003951793
"492",0.00242734
"493",-0.011127564
"494",-0.022741915
"495",0.019968045
"496",-0.005751368
"497",-0.025398312
"498",0.016183975
"499",0.014039056
"500",0.005333846
"501",0.010301734
"502",0.006053935
"503",-0.007459141
"504",-0.013235154
"505",0.027752929
"506",-0.003050579
"507",-0.023213717
"508",-0.00382083
"509",-0.004605107
"510",0.002995731
"511",0.000497789
"512",-0.007965055
"513",0.012020143
"514",-0.006434076
"515",0.008836222
"516",-0.008529211
"517",-0.0008835
"518",0.006742991
"519",-0.000266707
"520",0.007723477
"521",-0.006502279
"522",0.003951851
"523",0.016588136
"524",0.000565954
"525",0.008803499
"526",-0.010942207
"527",0.009322123
"528",-0.000769046
"529",-0.000976984
"530",-0.006063076
"531",-0.009149727
"532",0.015217371
"533",-0.003977106
"534",-0.009946286
"535",0.008817553
"536",-0.008409129
"537",-0.006403901
"538",-0.019222079
"539",0.0000218
"540",-0.008098778
"541",0.019031679
"542",-0.00053103
"543",-0.013401576
"544",-0.004310257
"545",0.001546152
"546",0.00912953
"547",0.002734298
"548",0.012980921
"549",0.011918882
"550",-0.01987056
"551",-0.041858383
"552",0.008054075
"553",-0.031322727
"554",0.005780646
"555",-0.020939898
"556",0.013719398
"557",-0.024223905
"558",-0.024341364
"559",-0.010332527
"560",0.012204916
"561",0.019044661
"562",0.026485793
"563",-0.016438915
"564",0.001400093
"565",0.00810256
"566",-0.010261217
"567",-0.03034135
"568",0.003127185
"569",0.041442689
"570",-0.012883541
"571",0.00550616
"572",0.025827726
"573",-0.008875488
"574",0.011268013
"575",0.0031175
"576",0.005709873
"577",0.038319711
"578",0.007309435
"579",-0.01070447
"580",-0.004511169
"581",-0.007422876
"582",0.016211335
"583",0.006299994
"584",0.010947724
"585",-0.00696962
"586",0.015103847
"587",-0.001989436
"588",-0.007385147
"589",0.014216791
"590",-0.001468491
"591",-0.004735401
"592",-0.001519966
"593",0.003991295
"594",-0.008202791
"595",0.005163469
"596",-0.000400914
"597",0.031054305
"598",0.002907701
"599",0.004714798
"600",0.003196164
"601",-0.007141383
"602",-0.013570096
"603",0.001521509
"604",-0.010579556
"605",0.003063804
"606",-0.015197597
"607",0.003608061
"608",0.007165472
"609",0.006449344
"610",0.010281887
"611",-0.009493879
"612",0.001850099
"613",-0.010308351
"614",-0.005014831
"615",0.002404156
"616",-0.007035776
"617",-0.016834838
"618",-0.006239179
"619",0.002044289
"620",-0.004586194
"621",0.004769356
"622",0.006375602
"623",-0.010397833
"624",-0.009509845
"625",-0.003026217
"626",-0.003600657
"627",0.012510966
"628",-0.006057371
"629",0.00865757
"630",-0.002136564
"631",-0.008669489
"632",-0.021916185
"633",0.004546506
"634",-0.012089012
"635",0.006404595
"636",0.022971076
"637",0.005716055
"638",-0.006371867
"639",0.012740162
"640",-0.003452933
"641",0.003793236
"642",-0.003148211
"643",-0.01449761
"644",-0.017740142
"645",0.015939861
"646",0.004789739
"647",-0.003733182
"648",-0.00143623
"649",0.011574105
"650",-0.001217146
"651",0.003909566
"652",-0.003646042
"653",-0.0106599
"654",0.005506233
"655",-0.015925364
"656",0.000491452
"657",0.011363007
"658",-0.0000326
"659",-0.000359131
"660",-0.006380176
"661",0.004491178
"662",-0.014708528
"663",0.007712754
"664",-0.014241336
"665",0.010049451
"666",-0.004657171
"667",0.018789725
"668",-0.003923964
"669",-0.015562054
"670",-0.012911168
"671",-0.017123446
"672",0.003036844
"673",0.004786636
"674",0.003572509
"675",-0.019365498
"676",-0.024168785
"677",-0.0000354
"678",-0.073962473
"679",-0.001941193
"680",-0.016336641
"681",-0.04470104
"682",-0.016903825
"683",0.04371922
"684",0.006500319
"685",-0.010748123
"686",0.013221974
"687",0.018956605
"688",-0.0012135
"689",0.012791237
"690",0.01916474
"691",-0.006917946
"692",0.006478339
"693",-0.005699469
"694",-0.001710781
"695",0.02060062
"696",0.018185819
"697",-0.007069225
"698",0.000370216
"699",0.003908855
"700",-0.016249847
"701",-0.007583128
"702",0.004452478
"703",0.018612958
"704",-0.003948264
"705",0.000592967
"706",0.012471106
"707",0.008656377
"708",-0.029305827
"709",-0.016042555
"710",-0.005148079
"711",0.020586319
"712",0.006417259
"713",0.012522699
"714",0.015772586
"715",-0.003839029
"716",0.003463611
"717",0.002133832
"718",-0.005597443
"719",0.020366075
"720",0.007423956
"721",0.0049533
"722",-0.00054713
"723",0.011033476
"724",-0.007554177
"725",-0.006759227
"726",0.01263304
"727",0.002310649
"728",-0.01109536
"729",-0.016415424
"730",0.01203211
"731",0.002249889
"732",-0.008931762
"733",0.013214285
"734",0.022036934
"735",-0.001499004
"736",-0.00493137
"737",-0.012819822
"738",-0.003339761
"739",0.000651058
"740",-0.013057334
"741",0.004566451
"742",0.008203823
"743",0.010700763
"744",0.007185285
"745",-0.008507371
"746",0.005010869
"747",0
"748",0.005247613
"749",0.004270152
"750",0.000560481
"751",-0.01145134
"752",0.005158516
"753",0.009754324
"754",0.008574888
"755",-0.006129036
"756",-0.004570572
"757",-0.005577787
"758",-0.002601932
"759",-0.008010857
"760",-0.0096696
"761",0.003303466
"762",-0.021581146
"763",0.014085481
"764",-0.007969713
"765",-0.005958248
"766",0.001765
"767",0.00666873
"768",0.004482556
"769",0.002605322
"770",-0.025407867
"771",0.014924095
"772",0.015967531
"773",-0.0012851
"774",-0.022473751
"775",-0.000171377
"776",-0.003313545
"777",-0.002899556
"778",0.012266748
"779",0.014319859
"780",-0.002130793
"781",0.012686152
"782",0.001232514
"783",-0.009942292
"784",-0.016073082
"785",0.019916021
"786",-0.010769806
"787",0.013480096
"788",0.017655946
"789",-0.003005781
"790",0.001217221
"791",-0.002120225
"792",0.025664913
"793",0.020802748
"794",-0.014596674
"795",0.013412426
"796",-0.00463705
"797",0.004466811
"798",0.003658472
"799",0.001987424
"800",-0.012349808
"801",0.001454875
"802",0.008529537
"803",-0.002783106
"804",0.005421217
"805",-0.012649186
"806",-0.002071358
"807",-0.004990562
"808",-0.014100152
"809",0.006948407
"810",0.00707886
"811",-0.002205384
"812",-0.00397176
"813",-0.004738743
"814",-0.011254019
"815",0.003609769
"816",0.003556871
"817",-0.002198754
"818",-0.003950586
"819",0.016810171
"820",-0.020007662
"821",0.001447447
"822",-0.00957882
"823",0.020363548
"824",-0.00784914
"825",-0.001517669
"826",0.00506589
"827",-0.011835258
"828",-0.004666356
"829",-0.005846037
"830",0.000461489
"831",-0.012467962
"832",-0.009209116
"833",0.012784696
"834",0.011337805
"835",0.003199765
"836",-0.008482276
"837",-0.020045416
"838",0.002902582
"839",0.030563415
"840",-0.010348346
"841",-0.009761137
"842",0.01693243
"843",0.018471894
"844",-0.005302366
"845",0.004434843
"846",0.006188287
"847",-0.012008357
"848",-0.012175092
"849",0.005149148
"850",0.005713191
"851",-0.011005832
"852",-0.012215723
"853",-0.005882068
"854",-0.001144457
"855",0.001367147
"856",-0.02194736
"857",-0.002263164
"858",0.011184311
"859",-0.017729325
"860",-0.003639999
"861",0.00579464
"862",-0.013374126
"863",0.010499198
"864",-0.012019699
"865",-0.003013122
"866",0.022254766
"867",0.001928478
"868",-0.015004675
"869",-0.013668162
"870",-0.019050581
"871",0.003024451
"872",-0.016840317
"873",-0.000735466
"874",0.016292884
"875",-0.002880112
"876",-0.014544978
"877",-0.011264342
"878",0.00522846
"879",0.035212678
"880",-0.01121463
"881",-0.019467176
"882",-0.031560014
"883",-0.001359067
"884",-0.013382288
"885",-0.005234454
"886",-0.019411209
"887",0.008153744
"888",-0.015690534
"889",-0.047514682
"890",-0.029701294
"891",-0.010620675
"892",0.061547216
"893",-0.000608148
"894",0.009492676
"895",0.052731688
"896",-0.003662627
"897",0.006494968
"898",-0.026675269
"899",-0.023008491
"900",-0.032955719
"901",0.028248472
"902",0.021765042
"903",0.029809694
"904",0.003829884
"905",-0.006488367
"906",-0.024052948
"907",0.030296587
"908",0.008522127
"909",-0.004555537
"910",0.023945294
"911",-0.01329258
"912",0.009552887
"913",0.010705859
"914",-0.020158437
"915",0.005176504
"916",-0.010663209
"917",-0.014878261
"918",-0.002660513
"919",-0.000864173
"920",-0.041893874
"921",0.013992795
"922",-0.016927991
"923",0.017174841
"924",0.010878998
"925",0.009722077
"926",-0.002495378
"927",-0.023792762
"928",-0.007994243
"929",0.008086131
"930",-0.020814932
"931",-0.004285721
"932",-0.028554504
"933",0.005478275
"934",-0.014361299
"935",-0.024304198
"936",0.020443934
"937",0.019610527
"938",-0.037672854
"939",-0.014322782
"940",0.04467503
"941",-0.023344418
"942",-0.004966144
"943",-0.024767772
"944",-0.014120803
"945",0.010539934
"946",-0.029109912
"947",0.033427717
"948",0.041131001
"949",0.003447426
"950",0.046903548
"951",-0.026966268
"952",0.029308575
"953",0.00570692
"954",0.025604223
"955",-0.010369521
"956",0.005206442
"957",-0.021049326
"958",0.015112454
"959",-0.009035258
"960",0.000107546
"961",0.006962255
"962",-0.003611417
"963",0.014261235
"964",0.006315106
"965",0.012367787
"966",0.010629765
"967",-0.021291043
"968",-0.005736036
"969",-0.021092065
"970",0.003230828
"971",0.001488279
"972",0.016958463
"973",0.004317456
"974",-0.010842933
"975",-0.00139022
"976",0.017339517
"977",0.025435075
"978",-0.004567716
"979",0.00504809
"980",-0.019740659
"981",0.028995506
"982",-0.003992653
"983",-0.003775064
"984",-0.013591417
"985",-0.00058121
"986",-0.013198641
"987",0.002604661
"988",-0.020137159
"989",0.011831667
"990",0.001733923
"991",-0.005924978
"992",-0.012336867
"993",0.022706415
"994",-0.010722136
"995",-0.010368267
"996",-0.009820358
"997",0.017364617
"998",-0.002120602
"999",-0.005333692
"1000",-0.001836415
"1001",-0.0153955
"1002",0.003494702
"1003",0.001053106
"1004",0.031377599
"1005",-0.000677544
"1006",0.019785098
"1007",-0.0037661
"1008",-0.016760987
"1009",0.020824528
"1010",0.000991967
"1011",0.000124069
"1012",0.006425944
"1013",-0.013599362
"1014",-0.002905682
"1015",-0.012859015
"1016",-0.016893301
"1017",-0.014816253
"1018",0.006080962
"1019",-0.028905414
"1020",-0.017549458
"1021",0.012349644
"1022",0.002700077
"1023",-0.020626248
"1024",0.013586109
"1025",0.006930402
"1026",-0.01197426
"1027",-0.00351409
"1028",-0.007022564
"1029",-0.00824013
"1030",0.007080465
"1031",-0.009769655
"1032",-0.010888958
"1033",-0.001070413
"1034",0.020299995
"1035",0.016596044
"1036",-0.005055569
"1037",-0.010761899
"1038",0.012948094
"1039",-0.02014007
"1040",0.006501906
"1041",-0.013046363
"1042",0.009942747
"1043",0.000772055
"1044",-0.00676717
"1045",-0.017113241
"1046",0.009138029
"1047",-0.013153937
"1048",0.008568875
"1049",-0.022452948
"1050",-0.00584673
"1051",0.003715812
"1052",0.035086617
"1053",0.004841395
"1054",0.035276314
"1055",0.006404224
"1056",0.008653928
"1057",0.002555576
"1058",0.028007782
"1059",-0.036724737
"1060",0.007947948
"1061",-0.006099312
"1062",-0.003460466
"1063",-0.006812194
"1064",-0.019041467
"1065",0.009678826
"1066",0.026317759
"1067",-0.005407433
"1068",0.004452247
"1069",0.002806205
"1070",-0.000179525
"1071",-0.012242483
"1072",0.002849093
"1073",-0.002182075
"1074",0.017843345
"1075",0.006119352
"1076",-0.017377419
"1077",0.009646203
"1078",-0.001050007
"1079",0.018567325
"1080",0.003608101
"1081",-0.008919773
"1082",-0.015966765
"1083",0.019700291
"1084",0.003697293
"1085",-0.002696803
"1086",-0.003051789
"1087",0.015076946
"1088",-0.005972818
"1089",0.006634397
"1090",-0.003234013
"1091",-0.008141097
"1092",0.013264256
"1093",0.014093785
"1094",-0.00545561
"1095",-0.003627853
"1096",0.007524965
"1097",-0.003929373
"1098",-0.021614644
"1099",-0.000239038
"1100",0.002948063
"1101",0.009069374
"1102",0.000856043
"1103",0.020707499
"1104",0.001339443
"1105",-0.009362339
"1106",0.015839579
"1107",0.005358342
"1108",0.00282143
"1109",0.012919727
"1110",0.000256633
"1111",0.00237405
"1112",-0.009177137
"1113",0.008305061
"1114",0.014072962
"1115",0.001450508
"1116",-0.008674449
"1117",0.02189707
"1118",0.000435576
"1119",-0.003139099
"1120",-0.012371506
"1121",0.002308997
"1122",-0.013987543
"1123",0.004058786
"1124",-0.010851377
"1125",0.007463592
"1126",-0.00996129
"1127",-0.00040168
"1128",0.006158768
"1129",0.011206802
"1130",-0.007975642
"1131",0.016031404
"1132",0.000683302
