"","y1","y2","y3","klf4","nanog","oct4","sox2","clusterID"
"95","0","0","1",2.361965,2.594856,2.991184,2.754734,"2"
"96","0","0","0",2.361965,2.594856,2.991184,2.754734,"2"
"97","0","0","1",2.186783,2.639207,2.694837,2.27751,"3"
"98","1","1","1",0.392809,0.840371,0.052125,0.495782,"2"
"99","0","1","0",2.234504,2.061988,1.389077,1.9215,"3"
"100","0","0","1",2.240589,2.295144,1.85798,2.032853,"2"
"101","0","0","0",1.848582,0.078841,0.267183,0,"3"
"102","0","0","1",1.848582,0.078841,0.267183,0,"3"
"103","1","0","0",0.025861,0.542215,0.018377,0,"2"
"104","0","0","1",0.025861,0.542215,0.018377,0,"2"
"105","0","0","0",0.151228,0.983907,0.113359,0,"2"
"106","0","1","1",2.286009,1.010393,0.135883,0.072841,"3"
"107","0","1","1",0.713549,0.352412,1.135421,0,"2"
"108","1","1","1",1.906651,2.323019,1.720666,2.226703,"2"
"109","1","0","1",1.906651,2.323019,1.720666,2.226703,"2"
"110","0","0","0",0.156869,0.001761,0.018952,1.326346,"2"
"111","0","0","0",0.002112,1.468696,0.030324,0,"2"
"112","1","1","1",4.302631,3.362066,4.148795,2.69721,"3"
"113","0","0","0",0.873886,2.586443,2.027312,3.249556,"3"
"114","1","1","0",1.90172,1.577547,0.574422,2.384628,"3"
"115","1","1","1",1.178292,1.559301,1.901974,2.487927,"2"
"116","1","1","1",1.178292,1.559301,1.901974,2.487927,"2"
"117","1","1","1",1.178292,1.559301,1.901974,2.487927,"2"
"118","0","0","0",2.962927,1.602389,1.370917,0.243565,"3"
"119","0","0","0",1.197286,3.044871,1.786003,2.324474,"3"
"120","0","0","0",1.197286,3.044871,1.786003,2.324474,"3"
"121","0","1","1",1.197286,3.044871,1.786003,2.324474,"3"
"122","0","1","1",2.539754,3.053608,3.116278,3.897359,"3"
"123","0","0","1",0.364503,0.250498,1.641947,1.984122,"3"
"124","0","1","1",3.432571,1.865575,2.169517,0.128767,"3"
"125","1","1","1",1.41379,0.02126,1.936369,0.234468,"2"
"126","0","1","1",1.41379,0.02126,1.936369,0.234468,"2"
"127","0","0","0",1.41379,0.02126,1.936369,0.234468,"2"
"128","0","1","1",2.210289,1.052036,1.602933,0.004306,"2"
"129","1","1","1",3.425094,2.989992,2.07267,0.747837,"2"
"130","0","0","0",0.156043,0.613197,0.41798,0.008291,"2"
"131","1","0","1",2.315036,0.342554,2.218992,0.243666,"2"
"132","1","1","1",0.435047,1.836347,1.280205,0.131942,"3"
"133","0","1","1",3.735801,0.621046,1.802363,3.320235,"2"
"134","0","1","1",1.153624,2.427218,2.294739,0.230809,"2"
"135","0","0","1",1.153624,2.427218,2.294739,0.230809,"2"
"136","1","0","1",2.807333,2.831816,1.117041,2.960125,"3"
"137","1","1","0",1.323115,2.774943,0.412388,2.968007,"2"
"138","0","0","1",0.582937,0.374758,1.09973,0.085441,"2"
"139","0","0","1",0.582937,0.374758,1.09973,0.085441,"2"
"140","0","1","0",2.632659,2.154867,2.986102,2.326354,"2"
"141","0","1","0",2.632659,2.154867,2.986102,2.326354,"2"
"142","0","1","1",2.632659,2.154867,2.986102,2.326354,"2"
"143","0","1","0",2.632659,2.154867,2.986102,2.326354,"2"
"144","0","0","0",2.632659,2.154867,2.986102,2.326354,"2"
"145","1","0","0",1.122568,1.731122,1.5354,1.93338,"3"
"146","0","0","1",0.175879,0.367461,1.016177,0.06991,"3"
"147","0","0","1",2.486133,3.897359,2.70832,3.913843,"3"
"148","0","0","1",0.335999,1.694314,0.097726,0.271995,"2"
"149","0","1","0",0.81207,1.432047,1.755452,0.321987,"2"
"150","0","0","0",0.268722,1.90317,0.627253,0.302791,"2"
"151","1","1","0",1.401478,1.706171,1.759901,2.407278,"3"
"152","1","1","1",1.401478,1.706171,1.759901,2.407278,"3"
"153","0","1","1",1.551196,1.452235,0.203378,0.021462,"2"
"154","0","0","0",1.551196,1.452235,0.203378,0.021462,"2"
"155","1","0","0",0.542215,0.405855,1.071186,1.731867,"2"
"156","1","1","1",3.557915,2.836722,3.649533,1.743038,"2"
"157","1","0","0",1.634648,0.399267,1.548704,1.855557,"3"
"158","0","0","0",3.409182,3.882889,4.230217,2.569995,"3"
"159","0","0","1",1.736468,0.513708,0.656961,0.344135,"2"
"160","0","0","0",2.885637,1.963554,3.183506,1.908637,"2"
"161","1","1","1",1.761941,0.203774,0.282269,0.763774,"3"
"162","0","1","1",2.048064,2.174588,0.752681,1.850772,"2"
"163","0","0","1",2.54842,2.247724,2.053385,3.090481,"2"
"164","1","1","0",1.39654,3.049589,1.771301,2.438848,"2"
"165","0","0","1",1.39654,3.049589,1.771301,2.438848,"2"
"166","1","1","1",0.17662,7e-06,0,0.170251,"2"
"167","1","0","0",1.842107,0.957317,2.242585,3.089058,"3"
"168","1","1","0",0.167156,0.187332,1.017957,1.659991,"2"
"169","0","0","0",0.167156,0.187332,1.017957,1.659991,"2"
"170","1","1","0",0.142547,2.346503,0.168215,2.441059,"2"
"171","0","1","0",0.142547,2.346503,0.168215,2.441059,"2"
"172","0","0","0",2.470806,1.511766,1.029343,2.925879,"2"
"173","0","1","1",0.016449,0.954455,0.342438,0.126193,"2"
"174","0","1","1",1.808061,2.419043,0.238578,1.417763,"3"
"175","0","1","1",1.230164,1.758762,0.365401,1.124794,"3"
"176","0","1","1",1.230164,1.758762,0.365401,1.124794,"3"
"177","0","0","0",2.806451,3.069765,3.316348,2.789561,"2"
"178","0","1","1",2.806451,3.069765,3.316348,2.789561,"2"
"179","0","1","1",3.957417,3.97537,4.390978,4.241722,"2"
"180","0","0","1",2.589675,0.11148,2.210687,1.125173,"2"
"181","0","0","1",2.513894,2.909172,0.006622,0.018753,"2"
"182","1","0","0",2.513894,2.909172,0.006622,0.018753,"2"
"183","1","1","1",0.593389,0.187976,1.626893,3.124237,"2"
"184","0","0","1",1.916686,1.787246,0.032779,0.510086,"3"
"185","0","0","0",1.916686,1.787246,0.032779,0.510086,"3"
"186","0","1","1",1.916686,1.787246,0.032779,0.510086,"3"
"187","1","0","1",1.731411,3.38978,2.968007,2.867367,"3"
"188","0","0","0",1.638036,1.010126,1.735111,0.129401,"2"
"189","1","1","1",1.593281,0,0,0.274027,"2"
"190","0","0","0",1.335865,2.362476,1.317751,0.004306,"3"
"191","0","0","0",2.308885,0.410552,1.581598,2.745428,"2"
"192","0","0","0",2.308885,0.410552,1.581598,2.745428,"2"
"193","0","0","1",1.412958,2.028607,2.963633,1.633729,"3"
"194","1","1","1",1.030968,3.395163,2.028193,1.103934,"3"
"195","1","1","1",3.150369,1.782728,1.285795,1.725994,"2"
"196","0","1","1",2.199908,1.836751,3.241206,0.505323,"3"
"197","0","0","1",0,1.498693,0.002179,2.736846,"3"
"198","0","1","1",1.787649,0.001679,1.819229,0.17309,"2"
"199","0","1","1",3.56749,1.640823,3.99977,3.260957,"3"
"200","0","1","1",0.024831,0.437121,2.956469,2.443127,"2"
"201","1","0","0",0.024831,0.437121,2.956469,2.443127,"2"
"202","1","1","1",0.024831,0.437121,2.956469,2.443127,"2"
"203","0","1","1",1.731026,2.370075,1.538831,2.834395,"2"
"204","1","1","1",1.731026,2.370075,1.538831,2.834395,"2"
"205","0","0","0",1.912136,0.156271,3.373142,0.908872,"2"
"206","0","1","0",4.974942,2.286286,2.434281,3.382116,"2"
"207","1","1","0",3.037992,1.350589,0.483277,1.252165,"2"
"208","1","0","0",0,2.185974,0.266698,0.684969,"2"
"209","0","1","0",4.228284,1.584768,0.978727,1.754403,"2"
"210","0","1","0",1.797262,2.144518,1.954299,3.037992,"2"
"211","1","0","1",1.534214,3.129244,3.36975,2.489355,"2"
"212","0","1","1",1.534214,3.129244,3.36975,2.489355,"2"
"213","1","1","1",3.152945,2.919109,1.969476,2.810644,"3"
"214","0","1","1",3.152945,2.919109,1.969476,2.810644,"3"
"215","0","1","0",2.587861,2.430263,2.021613,1.671498,"2"
"216","1","0","1",2.724393,3.148146,2.035784,2.354597,"2"
"217","1","0","0",0.766558,1.748481,1.221424,1.255105,"2"
"218","0","0","1",2.486686,3.311332,0.007491,2.917158,"3"
"219","0","1","1",3.419257,2.15568,3.151627,1.186778,"3"
"220","0","1","1",3.419257,2.15568,3.151627,1.186778,"3"
"221","0","1","1",3.419257,2.15568,3.151627,1.186778,"3"
"222","0","1","0",2.327971,1.335865,1.718277,0.387377,"2"
"223","0","1","1",2.327971,1.335865,1.718277,0.387377,"2"
"224","0","1","0",2.202942,1.362522,1.741202,0.613486,"2"
"225","0","0","0",0.042533,1.352857,1.534027,2.079535,"3"
"226","0","1","1",1.449382,2.233489,3.104319,3.462284,"3"
"227","0","0","0",1.449382,2.233489,3.104319,3.462284,"3"
"228","1","0","0",0.494266,2.577262,0.316286,1.549907,"3"
"229","0","1","1",1.679811,1.923529,3.104779,0.016542,"3"
"230","1","1","1",1.557739,1.941316,0.552904,1.495573,"3"
"231","1","1","1",1.557739,1.941316,0.552904,1.495573,"3"
"232","0","0","0",2.635655,0.732904,0.801504,0.191797,"2"
"233","1","0","0",2.635655,0.732904,0.801504,0.191797,"2"
"234","0","0","1",2.635655,0.732904,0.801504,0.191797,"2"
"235","0","1","1",1.956087,1.709274,0,0.878119,"3"
"236","0","0","0",1.956087,1.709274,0,0.878119,"3"
"237","0","0","0",1.956087,1.709274,0,0.878119,"3"
"238","0","1","1",2.684481,0.907264,2.709257,2.473907,"3"
"239","0","0","0",2.984579,3.347274,2.348404,1.450691,"2"
"240","0","0","1",0,0.000476,0,0,"2"
"241","0","0","1",1.581598,2.426455,3.35322,0.642794,"3"
"242","1","0","0",2.853915,2.083877,2.977877,3.147821,"3"
"243","0","1","1",2.208933,2.59683,3.641656,2.601869,"2"
"244","1","1","1",1.604709,1.912272,0.009716,0,"3"
"245","1","0","1",1.604709,1.912272,0.009716,0,"3"
"246","0","0","0",1.667713,0.045041,0.62364,1.515499,"3"
"247","0","1","1",3.015938,2.829198,2.818983,0.373073,"3"
"248","0","0","0",2.384933,1.723928,2.776468,1.330022,"2"
"249","1","0","1",2.674087,2.034764,1.527381,2.229666,"3"
"250","0","1","0",2.394594,2.247941,2.620073,0.175879,"2"
"251","0","0","0",1.351488,0.089234,2.486361,1.574752,"3"
"252","0","1","0",2.316813,1.930638,3.603834,2.019306,"2"
"253","0","0","0",2.316813,1.930638,3.603834,2.019306,"2"
"254","0","0","1",0.391512,3.046886,0.018753,2.00265,"3"
"255","0","0","1",1.628571,0.123933,1.398123,1.642533,"2"
"256","1","1","1",2.110443,1.886316,3.589819,1.763058,"2"
"257","0","1","1",0.451679,1.47751,3.019328,2.472639,"2"
"258","0","1","1",2.84075,2.861117,3.462284,3.347721,"3"
"259","0","1","0",2.032458,0.861508,0.000718,0.387692,"2"
"260","1","1","1",2.660734,1.358408,0.006984,1.596635,"3"
"261","0","1","1",2.660734,1.358408,0.006984,1.596635,"3"
"262","0","1","1",2.57772,2.939308,1.531533,3.174223,"3"
"263","0","0","0",0.991619,0,0.159758,0.079311,"2"
"264","0","0","0",2.46397,2.995407,1.275421,2.83462,"3"
"265","0","0","0",0.013221,0.000275,0,1.998404,"2"
"266","1","1","1",2.521646,1.015145,0,1.273441,"2"
"267","1","1","1",2.521646,1.015145,0,1.273441,"2"
"268","1","1","1",2.521646,1.015145,0,1.273441,"2"
"269","0","0","0",1.093651,1.62335,1.733065,0.981957,"2"
"270","0","0","1",3.582666,1.938288,1.141605,2.712396,"3"
"271","0","0","0",2.988531,2.441873,1.310664,2.750437,"3"
"272","0","1","0",2.988531,2.441873,1.310664,2.750437,"3"
"273","0","1","1",3.197915,2.234081,1.468582,3.037626,"2"
"274","1","0","1",2.177019,2.278781,2.852826,2.27296,"2"
"275","0","1","0",1.473921,2.896063,3.505478,1.546684,"2"
"276","1","0","0",0.023006,2.965701,2.139637,2.834896,"3"
"277","0","1","1",0.023006,2.965701,2.139637,2.834896,"3"
"278","0","1","1",0.023006,2.965701,2.139637,2.834896,"3"
"279","0","0","1",0,0.259809,0,0,"2"
"280","0","1","1",0,0.259809,0,0,"2"
"281","0","0","1",0,0.259809,0,0,"2"
"282","1","0","0",1.636884,3.69807,3.144847,3.115324,"3"
"283","1","1","1",1.896294,0.466631,1.601684,2.777822,"2"
"284","0","0","0",3.294019,2.229117,2.053164,0.057667,"2"
"285","0","1","1",0.394253,1.876409,1.175235,2.059031,"3"
"286","1","0","1",3.26188,2.057483,2.590899,3.345505,"3"
"287","0","1","1",3.26188,2.057483,2.590899,3.345505,"3"
"288","1","1","1",2.920494,3.379713,2.142052,3.320663,"3"
"289","1","0","1",0,0.000258,0,0,"3"
"290","1","1","1",1.604351,0.206079,0.64466,0.508616,"2"
"291","1","1","1",0.168298,2.997402,0.307857,0.041486,"2"
"292","0","1","1",2.068063,1.477858,1.908824,0.113179,"2"
"293","0","0","0",3.004392,2.854283,2.635011,1.652305,"2"
"294","0","0","0",3.004392,2.854283,2.635011,1.652305,"2"
"295","0","0","1",0.28092,0.170733,0.298712,0,"3"
"296","1","1","1",0.28092,0.170733,0.298712,0,"3"
"297","0","0","1",2.940449,2.873773,2.337077,2.410751,"2"
"298","0","1","0",2.940449,2.873773,2.337077,2.410751,"2"
"299","0","0","0",7.8e-05,0.009981,0.043591,0.008291,"2"
"300","0","0","0",7.8e-05,0.009981,0.043591,0.008291,"2"
"301","0","0","0",7.8e-05,0.009981,0.043591,0.008291,"2"
"302","0","1","0",7.8e-05,0.009981,0.043591,0.008291,"2"
"303","1","1","1",3.347274,3.314229,3.901735,0.228891,"2"
"304","0","0","1",3.347274,3.314229,3.901735,0.228891,"2"
"305","0","0","0",1.841068,1.496454,0.991944,2.43586,"2"
"306","0","0","1",1.841068,1.496454,0.991944,2.43586,"2"
"307","0","1","1",2.255378,3.550868,3.074275,2.35216,"3"
"308","0","1","0",2.255378,3.550868,3.074275,2.35216,"3"
"309","0","1","1",2.753211,1.687516,2.816224,2.663482,"2"
"310","1","1","0",3.278198,1.988032,2.509875,0.379871,"3"
"311","1","0","1",3.278198,1.988032,2.509875,0.379871,"3"
"312","0","1","1",1.832204,1.648561,2.783899,0.367037,"3"
"313","0","1","1",1.832204,1.648561,2.783899,0.367037,"3"
"314","0","1","1",1.211862,2.635655,0.414487,0.760138,"3"
"315","0","0","0",0,0,0.122996,0.032734,"3"
"316","1","0","1",2.76113,1.576179,2.379328,3.023147,"3"
"317","1","0","0",0.060893,0,0.154256,0.279285,"3"
"318","1","1","1",1.437068,2.80033,1.740473,2.315661,"2"
"319","0","0","0",0.0761,0,0,0,"2"
"320","1","0","0",2.390097,2.887388,1.566527,2.096603,"2"
"321","0","0","0",0.209343,2.585116,3.214384,0,"2"
"322","1","1","1",0.048201,4.17607,2.219636,0.323808,"2"
"323","0","0","0",0.735539,1.187566,2.719387,2.191773,"2"
"324","0","0","1",2.270713,3.83586,0.039455,2.857652,"2"
"325","1","1","1",2.219858,0.926117,0.954455,2.422801,"3"
"326","0","0","1",2.783328,2.438848,0.929347,1.641947,"3"
"327","0","1","1",2.021403,1.911137,2.025788,3.46007,"2"
"328","0","1","1",2.021403,1.911137,2.025788,3.46007,"2"
"329","1","1","1",3.64355,2.465126,2.434014,1.640436,"2"
"330","0","0","1",3.64355,2.465126,2.434014,1.640436,"2"
"331","0","0","0",3.038377,2.315926,1.538953,2.499474,"2"
"332","0","0","1",1.165344,0.234322,2.213373,1.961522,"2"
"333","0","0","0",1.165344,0.234322,2.213373,1.961522,"2"
"334","0","0","1",0.612673,0.43799,0.366939,3.024336,"2"
"335","1","1","1",1.679623,2.042661,1.208715,1.862911,"2"
"336","0","0","1",1.679623,2.042661,1.208715,1.862911,"2"
"337","0","1","0",1.425565,1.336557,1.135993,1.18105,"2"
"338","0","1","1",0.99251,0.312017,1.877482,2.240339,"2"
"339","0","0","1",3.494466,1.697362,0.726781,1.573986,"3"
"340","0","1","1",3.494466,1.697362,0.726781,1.573986,"3"
"341","1","1","1",0.227839,0.08944,0.019845,0.463912,"3"
"342","0","1","0",0.227839,0.08944,0.019845,0.463912,"3"
"343","0","0","1",2.472493,2.973002,2.735777,2.317408,"2"
"344","0","0","0",3.88099,1.262189,1.975735,2.558788,"2"
"345","1","0","0",1.743223,3.181647,3.041491,2.739732,"2"
"346","0","0","0",2.334479,2.793303,0.339138,2.782758,"2"
"347","0","0","0",0,0,0,0,"2"
"348","1","1","1",0.010027,0,0.154938,0,"3"
"349","0","1","0",1.763058,5.1e-05,2.335196,1.672376,"3"
"350","1","0","0",2.754734,1.815853,2.403671,3.003571,"3"
"351","1","1","1",2.754734,1.815853,2.403671,3.003571,"3"
"352","0","0","0",0.000168,0,0.022007,0.30711,"2"
"353","0","0","1",3.319604,2.351462,3.786312,2.854035,"3"
"354","0","1","0",0.595934,2.857235,3.43638,2.373192,"3"
"355","0","0","0",0.595934,2.857235,3.43638,2.373192,"3"
"356","0","0","1",0,0,0,0,"2"
"357","0","0","1",3.236912,1.590295,3.851288,3.7573,"2"
"358","1","1","1",3.236912,1.590295,3.851288,3.7573,"2"
"359","1","1","1",1.354282,3.923173,4.511176,4.574799,"3"
"360","0","1","0",0.652344,0.430172,1.208921,2.224493,"2"
"361","0","0","0",0.652344,0.430172,1.208921,2.224493,"2"
"362","0","1","1",2.469672,2.228252,2.167264,2.634773,"2"
"363","1","1","1",0.076631,0.509316,1.062534,1.83501,"3"
"364","0","1","1",2.165335,3.057575,1.797668,1.148921,"3"
"365","0","1","0",2.274283,2.669658,2.888517,2.466797,"2"
"366","1","1","1",0.253052,0.644029,0.099111,0,"2"
"367","1","1","1",3.221139,0.19477,2.530731,1.427878,"3"
"368","0","0","0",1.257276,2.098212,2.047714,1.37143,"3"
"369","0","1","0",0.982168,0.863714,3.031416,3.127277,"2"
"370","1","1","0",3.068949,2.671293,2.1863,2.21699,"2"
"371","1","1","0",0.257653,2.406895,2.718913,0,"3"
"372","0","1","1",0.257653,2.406895,2.718913,0,"3"
"373","1","1","1",3.331564,3.115681,1.702538,3.128127,"2"
"374","0","1","1",3.394657,3.146445,1.806825,2.257414,"2"
"375","0","0","0",2.864964,3.968315,3.804769,4.103727,"2"
"376","1","0","1",2.864964,3.968315,3.804769,4.103727,"2"
"377","1","1","1",1.389702,1.95473,0.629723,1.590881,"2"
"378","1","0","1",0.871779,1.568827,0.018933,2.532378,"2"
"379","0","1","1",2.410502,2.910098,2.38676,0.025978,"3"
"380","1","1","1",0,0.508326,2.933721,1.099237,"3"
"381","0","1","0",1.465927,0.216384,0.010295,0.00759,"2"
"382","0","1","1",1.807566,2.666075,3.326684,2.380667,"2"
"383","1","1","1",2.226138,1.069959,1.6673,1.508685,"2"
"384","0","1","0",1.51804,1.634474,2.12616,1.782728,"2"
"385","0","0","0",1.51804,1.634474,2.12616,1.782728,"2"
"386","0","1","0",0.141609,0.001454,0,1.162441,"2"
"387","0","0","0",0.000679,1.817547,2.565574,0,"3"
"388","0","1","0",0.000679,1.817547,2.565574,0,"3"
"389","0","0","0",0.001034,1.002823,0.910433,3.441275,"2"
"390","1","1","1",0.001034,1.002823,0.910433,3.441275,"2"
"391","0","0","1",0.438112,2.857652,2.00265,2.851634,"2"
"392","0","1","0",2.059031,1.946641,0.20521,0.857755,"2"
"393","0","0","0",0.362289,1.678133,1.826963,1.970764,"2"
"394","0","1","1",0.362289,1.678133,1.826963,1.970764,"2"
"395","1","1","0",1.419887,1.91259,1.867584,2.178346,"2"
"396","0","1","0",1.419887,1.91259,1.867584,2.178346,"2"
"397","0","0","0",1.419887,1.91259,1.867584,2.178346,"2"
"398","0","1","1",1.675759,3.055853,1.94255,2.482896,"3"
"399","0","1","1",1.606918,0.291085,1.437068,0.457097,"2"
"400","1","0","0",0.329301,2.301644,1.077049,2.434499,"2"
"401","0","0","1",1.595579,0.027687,0.349094,1.579691,"2"
"402","0","0","0",1.595579,0.027687,0.349094,1.579691,"2"
"403","0","0","0",1.595579,0.027687,0.349094,1.579691,"2"
"404","0","0","1",1.595579,0.027687,0.349094,1.579691,"2"
"405","0","1","1",2.273498,2.602109,3.455173,1.224937,"3"
"406","0","1","1",3.239608,2.140476,2.327164,0.094078,"3"
"407","1","1","1",0.046534,1.8e-05,0.289722,2.947262,"2"
"408","0","0","0",0.254798,3.029761,2.006263,3.323591,"3"
"409","1","0","0",0.010659,2.933358,2.657903,2.760818,"2"
"410","0","0","0",1.043161,1.706047,1.528995,0.243989,"2"
"411","1","0","0",2.79773,2.366165,0.919316,1.759245,"3"
"412","0","1","1",2.79773,2.366165,0.919316,1.759245,"3"
"413","0","1","1",3.719877,2.345982,2.011345,0.893346,"2"
"414","0","0","1",3.309255,3.297408,1.165076,1.157655,"3"
"415","0","1","0",1.328065,0.091399,2.196027,0.106311,"2"
"416","0","1","0",1.328065,0.091399,2.196027,0.106311,"2"
"417","0","1","0",2.405979,1.081703,0.835965,2.15037,"2"
"418","1","1","1",3.392495,3.024336,3.039231,3.298533,"3"
"419","0","1","1",3.392495,3.024336,3.039231,3.298533,"3"
"420","0","0","0",1.972175,0.384817,0.177635,1.882024,"2"
"421","0","0","1",3.431869,1.63314,2.841413,0.884668,"2"
"422","1","1","1",1.131752,3.616303,2.694503,3.045834,"2"
"423","0","0","0",2.246145,1.823068,3.951757,2.338753,"2"
"424","0","0","0",2.246145,1.823068,3.951757,2.338753,"2"
"425","0","1","0",2.246145,1.823068,3.951757,2.338753,"2"
"426","0","0","1",4.035376,2.055938,3.220329,2.172486,"3"
"427","0","1","0",2.497828,2.588626,1.740242,1.339968,"3"
"428","0","1","1",2.497828,2.588626,1.740242,1.339968,"3"
"429","1","0","0",1.917727,2.727984,3.349244,1.709274,"2"
