"","time","color","object","id","cnt"
"117",1105,"1","1","11",2
"118",1122,"1","1","11",2
"119",1139,"1","1","11",2
"120",1156,"1","1","11",2
"121",1173,"1","1","11",1
"122",1190,"1","1","11",1
"123",1207,"1","1","11",1
"124",1224,"1","1","11",1
"125",1241,"1","1","11",1
"126",1258,"1","1","11",1
"127",1275,"1","1","11",1
"128",1292,"1","1","11",1
"129",1309,"1","1","11",1
"130",1326,"1","1","11",1
"131",1343,"1","1","11",1
"132",1360,"1","1","11",1
"133",1377,"1","1","11",1
"134",1394,"1","1","11",1
"135",1411,"1","1","11",1
"136",1428,"1","1","11",1
"137",-272,"1","1","11",1
"138",-255,"1","1","11",1
"139",-238,"1","1","11",1
"140",-221,"1","1","11",1
"141",-204,"1","1","11",1
"142",-187,"1","1","11",1
"143",-170,"1","1","11",1
"144",-153,"1","1","11",1
"145",-136,"1","1","11",1
"146",-119,"1","1","11",1
"147",-102,"1","1","11",1
"148",-85,"1","1","11",1
"149",-68,"1","1","11",1
"150",-51,"1","1","11",1
"151",-34,"1","1","11",1
"152",187,"1","1","11",2
"153",204,"1","1","11",2
"154",221,"1","1","11",2
"155",238,"0","0","11",2
"156",255,"0","0","11",2
"157",272,"0","0","11",2
"158",289,"0","0","11",2
"159",306,"0","0","11",2
"160",323,"0","0","11",2
"161",340,"0","0","11",2
"162",357,"0","0","11",3
"163",374,"1","1","11",3
"164",391,"1","1","11",3
"165",408,"1","1","11",3
"166",425,"1","1","11",3
"167",442,"1","1","11",3
"168",459,"1","1","11",3
"169",476,"1","1","11",3
"170",493,"1","1","11",2
"171",510,"1","1","11",2
"172",527,"1","1","11",2
"173",544,"1","1","11",2
"174",561,"1","1","11",2
"175",578,"1","1","11",2
"176",595,"1","1","11",2
"177",612,"1","1","11",2
"178",629,"1","1","11",2
"179",646,"1","1","11",2
"180",663,"1","1","11",2
"181",680,"1","1","11",2
"182",697,"1","1","11",2
"183",714,"1","1","11",2
"184",731,"1","1","11",2
"185",748,"1","1","11",2
"186",1054,"0","0","11",4
"187",1071,"0","0","11",4
"188",1088,"0","0","11",4
"189",1105,"0","0","11",4
"190",1122,"0","0","11",4
"191",1139,"0","0","11",4
"192",1156,"0","0","11",4
"193",1173,"0","0","11",5
"194",1190,"0","0","11",5
"195",1207,"0","0","11",5
"196",1224,"0","0","11",5
"197",1241,"0","0","11",5
"198",1258,"0","0","11",5
"199",1275,"0","0","11",5
"200",1292,"0","0","11",5
"201",1309,"0","0","11",5
"202",1326,"0","0","11",5
"203",1343,"0","0","11",5
"204",1360,"0","0","11",5
"205",1377,"0","0","11",5
"206",1394,"0","0","11",5
"207",1411,"0","0","11",5
"208",1428,"0","0","11",5
"209",-170,"1","0","11",1
"210",-153,"1","0","11",1
"211",-136,"1","0","11",2
"212",-119,"1","0","11",2
"213",-102,"1","0","11",2
"214",-85,"1","0","11",2
"215",-68,"1","0","11",2
"216",-51,"1","0","11",2
"217",-34,"1","0","11",2
"218",-17,"1","0","11",2
"219",0,"1","0","11",2
"220",17,"1","0","11",2
"221",34,"1","0","11",2
"222",51,"1","0","11",2
"223",68,"1","0","11",2
"224",85,"1","0","11",2
"225",102,"1","0","11",2
"226",119,"1","0","11",2
"227",136,"1","0","11",2
"228",153,"1","0","11",2
"229",170,"1","0","11",2
"230",187,"1","0","11",2
"231",204,"1","0","11",2
"232",221,"1","0","11",2
"233",238,"1","1","11",2
"234",255,"1","1","11",2
"235",272,"1","1","11",2
"236",289,"1","1","11",2
"237",306,"1","1","11",2
"238",323,"1","1","11",2
"239",340,"1","1","11",2
"240",357,"1","1","11",2
"241",493,"0","0","11",3
"242",510,"0","0","11",3
"243",527,"0","0","11",3
"244",544,"0","0","11",3
"245",561,"0","0","11",3
"246",765,"0","0","11",3
"247",782,"0","0","11",3
"248",799,"0","0","11",3
"249",816,"0","0","11",3
"250",833,"0","0","11",3
"251",850,"0","0","11",3
"252",867,"0","0","11",3
"253",884,"0","0","11",3
"254",901,"0","0","11",3
"255",918,"0","0","11",3
"256",935,"0","0","11",3
"257",952,"0","0","11",3
"258",969,"0","0","11",3
"259",986,"0","0","11",3
"260",1003,"0","0","11",3
"261",1020,"0","0","11",3
"262",1037,"0","0","11",3
"263",-17,"0","0","11",2
"264",0,"0","0","11",2
"265",17,"0","0","11",1
"266",34,"0","0","11",1
"267",51,"0","0","11",1
"268",68,"0","0","11",1
"269",85,"0","0","11",1
"270",102,"0","0","11",1
"271",119,"0","0","11",1
"272",136,"0","0","11",1
"273",153,"0","0","11",1
"274",170,"0","0","11",1
"275",187,"0","0","11",1
"276",204,"0","0","11",1
"277",221,"0","0","11",1
"278",374,"0","0","11",2
"279",391,"0","0","11",2
"280",408,"0","0","11",2
"281",425,"0","0","11",2
"282",442,"0","0","11",2
"283",459,"0","0","11",2
"284",476,"0","0","11",2
"285",238,"1","0","11",1
"286",255,"1","0","11",1
"287",272,"1","0","11",1
"288",289,"1","0","11",1
"289",306,"1","0","11",1
"290",323,"1","0","11",1
"291",340,"1","0","11",1
"292",-867,"0","0","21",6
"293",-850,"0","0","21",6
"294",-833,"0","0","21",6
"295",-816,"0","0","21",6
"296",-799,"0","0","21",6
"297",-782,"0","0","21",6
"298",-765,"0","0","21",6
"299",-748,"0","0","21",6
"300",-731,"0","0","21",6
"301",-714,"0","0","21",6
"302",-697,"0","0","21",6
"303",-680,"0","0","21",6
"304",-663,"0","0","21",6
"305",-646,"0","0","21",6
"306",-629,"0","0","21",6
"307",-612,"0","0","21",6
"308",-595,"0","0","21",6
"309",-578,"0","0","21",6
"310",-561,"0","0","21",6
"311",-544,"0","0","21",5
"312",-527,"0","0","21",5
"313",-510,"0","0","21",5
"314",-493,"0","0","21",5
"315",-476,"0","0","21",5
"316",-459,"0","0","21",5
"317",-442,"0","0","21",4
"318",-425,"0","0","21",4
"319",-408,"0","0","21",4
"320",-391,"0","0","21",4
"321",-374,"0","0","21",4
"322",-357,"0","0","21",4
"323",-340,"0","0","21",4
"324",-323,"0","0","21",4
"325",-306,"0","0","21",4
"326",-289,"0","1","21",2
"327",-272,"0","1","21",2
"328",-255,"0","1","21",2
"329",-238,"0","1","21",2
"330",-221,"0","1","21",2
"331",-204,"0","1","21",2
"332",-187,"0","1","21",2
"333",-170,"0","1","21",2
"334",-153,"0","1","21",2
"335",-136,"0","1","21",2
"336",-119,"0","1","21",2
"337",-102,"0","1","21",2
"338",-85,"1","0","21",2
"339",-68,"1","0","21",2
"340",-51,"1","0","21",2
"341",-34,"1","0","21",2
"342",-17,"1","0","21",2
"343",0,"1","0","21",2
"344",17,"1","0","21",2
"345",34,"1","0","21",2
"346",51,"1","0","21",2
"347",68,"1","0","21",2
"348",85,"0","0","21",4
"349",102,"0","0","21",4
"350",119,"0","0","21",4
"351",136,"0","0","21",4
"352",153,"0","0","21",4
"353",170,"0","0","21",4
"354",187,"0","0","21",4
"355",204,"0","0","21",4
"356",221,"0","0","21",4
"357",238,"0","0","21",4
"358",255,"0","0","21",4
"359",272,"0","0","21",4
"360",289,"0","0","21",3
"361",306,"0","0","21",3
"362",323,"0","0","21",3
"363",340,"0","0","21",3
"364",357,"0","0","21",3
"365",374,"0","0","21",3
"366",391,"0","0","21",3
"367",408,"0","0","21",3
"368",425,"0","0","21",3
"369",442,"0","0","21",2
"370",459,"0","0","21",2
"371",476,"0","0","21",2
"372",493,"0","0","21",2
"373",510,"0","0","21",2
"374",527,"0","0","21",2
"375",544,"0","0","21",2
"376",561,"0","0","21",2
"377",578,"0","0","21",2
"378",595,"0","0","21",2
"379",612,"0","0","21",2
"380",629,"0","0","21",2
"381",646,"0","0","21",2
"382",663,"0","0","21",2
"383",680,"0","0","21",2
"384",697,"0","0","21",2
"385",714,"0","0","21",2
"386",731,"0","0","21",2
"387",748,"0","0","21",2
"388",765,"0","0","21",2
"389",782,"0","0","21",2
"390",799,"0","0","21",2
"391",816,"0","0","21",2
"392",833,"0","0","21",2
"393",850,"0","0","21",2
"394",867,"0","0","21",2
"395",884,"0","0","21",2
"396",901,"0","0","21",2
"397",918,"0","0","21",2
"398",935,"0","0","21",2
"399",952,"0","0","21",2
"400",969,"0","0","21",2
"401",986,"0","0","21",2
"402",1003,"0","0","21",2
"403",1020,"0","0","21",2
"404",1037,"0","0","21",2
"405",1054,"0","0","21",2
"406",1071,"0","0","21",1
"407",1088,"0","0","21",1
"408",1105,"0","0","21",1
"409",1122,"0","0","21",1
"410",1139,"0","0","21",1
"411",1156,"0","0","21",1
"412",1173,"0","0","21",1
"413",1190,"0","0","21",1
"414",1207,"0","0","21",1
"415",1224,"0","0","21",1
"416",1241,"0","0","21",1
"417",1258,"0","0","21",1
"418",1275,"0","0","21",1
"419",1292,"0","0","21",2
"420",1309,"0","0","21",2
"421",1326,"0","0","21",2
"422",1343,"0","0","21",2
"423",1360,"0","0","21",2
"424",1377,"0","0","21",2
"425",1394,"0","0","21",3
"426",1411,"0","0","21",3
"427",1428,"0","0","21",4
"428",-289,"0","0","21",3
"429",-272,"0","0","21",3
"430",-255,"0","0","21",3
"431",-238,"0","0","21",3
"432",-221,"0","0","21",3
"433",-204,"0","0","21",3
"434",-187,"0","0","21",3
"435",-170,"0","0","21",3
"436",-153,"0","0","21",3
"437",-136,"0","0","21",3
"438",-119,"0","0","21",3
"439",-102,"0","0","21",3
"440",-85,"0","0","21",3
"441",-68,"0","0","21",3
"442",-51,"0","0","21",3
"443",-34,"0","0","21",3
"444",-17,"0","0","21",3
"445",0,"0","0","21",3
"446",17,"0","0","21",3
"447",34,"0","0","21",3
"448",51,"0","0","21",3
"449",68,"0","0","21",3
"450",289,"1","1","21",3
"451",306,"1","1","21",3
"452",323,"1","1","21",3
"453",340,"1","1","21",3
"454",357,"1","1","21",3
"455",374,"1","1","21",3
"456",391,"1","1","21",3
"457",408,"1","1","21",3
"458",425,"1","1","21",3
"459",442,"1","1","21",4
"460",459,"1","1","21",4
"461",476,"1","1","21",4
"462",493,"1","1","21",4
"463",510,"1","1","21",4
"464",527,"1","1","21",4
"465",544,"1","1","21",4
"466",561,"1","1","21",4
"467",578,"1","1","21",4
"468",595,"1","1","21",4
"469",612,"1","1","21",4
"470",629,"1","1","21",4
"471",646,"1","1","21",4
"472",663,"1","1","21",4
"473",680,"1","1","21",4
"474",697,"1","1","21",4
"475",714,"1","1","21",4
"476",731,"1","1","21",4
"477",748,"1","1","21",4
"478",765,"1","1","21",4
"479",782,"1","1","21",4
"480",799,"1","1","21",4
"481",816,"1","1","21",4
"482",833,"1","1","21",4
"483",850,"1","1","21",4
"484",867,"1","1","21",4
"485",884,"1","1","21",4
"486",901,"1","1","21",4
"487",918,"1","1","21",4
"488",935,"1","1","21",4
"489",952,"1","1","21",4
"490",969,"1","1","21",3
"491",986,"1","1","21",3
"492",1003,"1","1","21",3
"493",1020,"1","1","21",3
"494",1037,"1","1","21",3
"495",1054,"1","1","21",3
"496",1071,"1","1","21",4
"497",1088,"1","1","21",4
"498",1105,"1","1","21",4
"499",1122,"1","1","21",4
"500",1139,"1","1","21",4
"501",1156,"1","1","21",4
"502",1173,"1","1","21",4
"503",1190,"1","1","21",4
"504",1207,"1","1","21",4
"505",1224,"1","1","21",4
"506",1241,"1","1","21",4
"507",1258,"1","1","21",4
"508",1275,"1","1","21",4
"509",1292,"1","1","21",3
"510",1309,"1","1","21",3
"511",1326,"1","1","21",3
"512",1343,"1","1","21",3
"513",1360,"1","1","21",3
"514",1377,"1","1","21",3
"515",1394,"1","1","21",2
"516",1411,"1","1","21",2
"517",1428,"1","1","21",2
"518",-544,"0","1","21",1
"519",-527,"0","1","21",1
"520",-510,"0","1","21",1
"521",-493,"0","1","21",1
"522",-476,"0","1","21",1
"523",-459,"0","1","21",1
"524",-442,"0","1","21",1
"525",-425,"0","1","21",1
"526",-408,"0","1","21",1
"527",-391,"0","1","21",1
"528",-374,"0","1","21",1
"529",-357,"0","1","21",1
"530",-340,"0","1","21",1
"531",-323,"0","1","21",1
"532",-306,"0","1","21",1
"533",-85,"0","1","21",1
"534",-68,"0","1","21",1
"535",-51,"0","1","21",1
"536",-34,"0","1","21",1
"537",-17,"1","1","21",1
"538",0,"1","1","21",1
"539",17,"1","1","21",1
"540",34,"1","1","21",1
"541",51,"1","1","21",1
"542",68,"1","1","21",1
"543",85,"1","1","21",1
"544",102,"1","1","21",2
"545",119,"1","1","21",2
"546",136,"1","1","21",2
"547",153,"1","1","21",2
"548",170,"1","1","21",2
"549",187,"1","1","21",2
"550",204,"1","1","21",2
"551",221,"1","1","21",2
"552",238,"1","1","21",2
"553",255,"1","1","21",2
"554",272,"1","1","21",2
"555",-442,"1","0","21",1
"556",-425,"1","0","21",1
"557",-408,"1","0","21",1
"558",-391,"1","0","21",1
"559",-374,"1","0","21",1
"560",-357,"1","0","21",1
"561",-340,"1","0","21",1
"562",-323,"1","0","21",1
"563",-306,"1","0","21",1
"564",-289,"1","0","21",1
"565",-272,"1","0","21",1
"566",-255,"1","0","21",1
"567",-238,"1","0","21",1
"568",-221,"1","0","21",1
"569",-204,"1","0","21",1
"570",-187,"1","0","21",1
"571",-170,"1","0","21",1
"572",-153,"1","0","21",1
"573",-136,"1","0","21",1
"574",-119,"1","0","21",1
"575",-102,"1","0","21",1
"576",85,"1","0","21",1
"577",969,"1","0","21",1
"578",986,"1","0","21",1
"579",1003,"1","0","21",1
"580",1020,"1","0","21",1
"581",1037,"1","0","21",1
"582",1054,"1","0","21",1
"583",1071,"1","0","21",1
"584",1088,"1","0","21",1
"585",1105,"1","0","21",1
"586",1122,"1","0","21",1
"587",1139,"1","0","21",1
"588",1156,"1","0","21",1
"589",1173,"1","0","21",1
"590",1190,"1","0","21",1
"591",1207,"1","0","21",1
"592",1224,"1","0","21",1
"593",1241,"1","0","21",1
"594",1258,"1","0","21",1
"595",1275,"1","0","21",1
"596",1292,"1","0","21",1
"597",1309,"1","0","21",1
"598",1326,"1","0","21",1
"599",1343,"1","0","21",1
"600",1360,"1","0","21",1
"601",1377,"1","0","21",1
"602",1394,"1","0","21",1
"603",1411,"1","0","21",1
"604",-867,"0","0","31",6
"605",-850,"0","0","31",6
"606",-833,"0","0","31",6
"607",-816,"0","0","31",6
"608",-799,"0","0","31",6
"609",-782,"0","0","31",6
"610",-765,"0","0","31",6
"611",-748,"0","0","31",6
"612",-731,"0","0","31",6
"613",-714,"0","0","31",6
"614",-697,"0","0","31",6
"615",-680,"0","0","31",6
"616",-663,"0","0","31",6
"617",-646,"0","0","31",6
"618",-629,"0","0","31",6
"619",-612,"0","0","31",6
"620",-595,"0","0","31",6
"621",-578,"0","0","31",6
"622",-561,"0","0","31",6
"623",-544,"0","0","31",6
"624",-527,"0","0","31",6
"625",-510,"0","0","31",6
"626",-493,"0","0","31",6
"627",-476,"0","0","31",6
"628",-459,"0","0","31",6
"629",-442,"0","0","31",6
"630",-425,"0","0","31",6
"631",-408,"0","0","31",6
"632",-391,"0","0","31",6
"633",-374,"0","0","31",6
"634",-357,"0","0","31",6
"635",-340,"0","0","31",6
"636",-323,"0","0","31",6
"637",-306,"0","0","31",6
"638",-289,"0","0","31",6
"639",-272,"0","0","31",6
"640",-255,"0","0","31",6
"641",-238,"0","0","31",6
"642",-221,"0","0","31",6
"643",-204,"0","0","31",6
"644",-187,"0","0","31",6
"645",-170,"0","0","31",6
"646",-153,"0","0","31",6
"647",-136,"0","0","31",6
"648",-119,"0","0","31",6
"649",-102,"0","0","31",6
"650",-85,"0","0","31",6
"651",-68,"0","0","31",6
"652",-51,"0","0","31",6
"653",-34,"0","0","31",6
"654",-17,"0","0","31",6
"655",0,"0","0","31",6
"656",17,"0","0","31",6
"657",34,"0","0","31",5
"658",51,"0","0","31",5
"659",68,"0","0","31",5
"660",85,"0","0","31",5
"661",102,"0","0","31",5
"662",119,"0","0","31",5
"663",136,"0","0","31",5
"664",153,"0","0","31",5
"665",170,"0","0","31",5
"666",187,"0","0","31",5
"667",204,"0","0","31",5
"668",221,"0","0","31",5
"669",238,"0","0","31",5
"670",255,"0","0","31",4
"671",272,"0","0","31",5
"672",289,"0","0","31",5
"673",306,"0","0","31",5
"674",323,"0","0","31",5
"675",340,"0","0","31",5
"676",357,"0","0","31",5
"677",374,"0","0","31",5
"678",391,"0","0","31",5
"679",408,"0","0","31",5
"680",425,"0","0","31",5
"681",442,"0","0","31",5
"682",459,"0","0","31",4
"683",476,"0","0","31",4
"684",493,"0","0","31",3
"685",510,"0","0","31",2
"686",527,"0","0","31",2
"687",544,"0","0","31",2
"688",561,"0","0","31",1
"689",578,"0","0","31",1
"690",595,"0","0","31",1
"691",612,"0","0","31",1
"692",629,"0","0","31",1
"693",646,"0","0","31",1
"694",663,"0","0","31",1
"695",680,"0","0","31",1
"696",697,"0","0","31",1
"697",714,"1","1","31",5
"698",731,"1","1","31",5
"699",748,"1","1","31",5
"700",765,"1","1","31",5
"701",782,"1","1","31",5
"702",799,"1","1","31",5
"703",816,"1","1","31",5
"704",833,"1","1","31",5
"705",850,"1","1","31",5
"706",867,"1","1","31",5
"707",884,"1","1","31",5
"708",901,"1","1","31",5
"709",918,"1","1","31",5
"710",935,"1","1","31",5
"711",952,"1","1","31",5
"712",969,"1","1","31",5
"713",986,"1","1","31",4
"714",1003,"1","1","31",4
"715",1020,"1","1","31",4
"716",1037,"1","1","31",3
"717",1054,"1","1","31",3
"718",1071,"1","1","31",3
"719",1088,"1","1","31",3
"720",1105,"1","1","31",3
"721",1122,"1","1","31",3
"722",1139,"1","1","31",3
"723",1156,"1","1","31",3
"724",1173,"1","1","31",3
"725",1190,"1","1","31",3
"726",1207,"1","1","31",3
"727",1224,"1","1","31",3
"728",1241,"1","1","31",3
"729",1258,"1","1","31",3
"730",1275,"1","1","31",3
"731",1292,"1","1","31",3
"732",1309,"1","1","31",3
"733",1326,"1","1","31",3
"734",1343,"1","1","31",3
"735",1360,"1","1","31",3
"736",1377,"1","1","31",3
"737",1394,"1","1","31",3
"738",1411,"1","1","31",3
"739",1428,"1","1","31",3
"740",510,"1","0","31",1
"741",527,"1","0","31",1
"742",544,"1","0","31",1
"743",561,"1","0","31",1
"744",578,"1","0","31",1
"745",595,"1","0","31",1
"746",612,"1","0","31",1
"747",629,"1","0","31",1
"748",646,"1","0","31",1
"749",663,"1","0","31",1
"750",680,"1","1","31",4
"751",697,"1","1","31",4
"752",255,"1","1","31",1
"753",272,"1","1","31",1
"754",289,"1","1","31",1
"755",306,"1","1","31",1
"756",323,"1","1","31",1
"757",340,"1","1","31",1
"758",357,"1","1","31",1
"759",374,"1","1","31",1
"760",391,"1","1","31",1
"761",408,"1","1","31",1
"762",425,"1","1","31",1
"763",442,"1","1","31",1
"764",459,"1","1","31",2
"765",476,"1","1","31",2
"766",493,"1","1","31",2
"767",510,"1","1","31",2
"768",527,"1","1","31",2
"769",544,"1","1","31",2
"770",561,"1","1","31",3
"771",578,"1","1","31",3
"772",595,"1","1","31",3
"773",612,"1","1","31",3
"774",629,"1","1","31",3
"775",646,"1","1","31",3
"776",663,"1","1","31",3
"777",1037,"0","0","31",3
"778",1054,"0","0","31",3
"779",1071,"0","0","31",3
"780",1088,"0","0","31",3
"781",1105,"0","0","31",3
"782",1122,"0","0","31",3
"783",1139,"0","0","31",3
"784",1156,"0","0","31",3
"785",1173,"0","0","31",3
"786",1190,"0","0","31",3
"787",1207,"0","0","31",3
"788",1224,"0","0","31",3
"789",1241,"0","0","31",3
"790",1258,"0","0","31",3
"791",1275,"0","0","31",3
"792",1292,"0","0","31",3
"793",1309,"0","0","31",3
"794",1326,"0","0","31",3
"795",1343,"0","0","31",3
"796",1360,"0","0","31",3
"797",1377,"0","0","31",3
"798",1394,"0","0","31",3
"799",1411,"0","0","31",3
"800",1428,"0","0","31",3
"801",986,"0","0","31",2
"802",1003,"0","0","31",2
"803",1020,"0","0","31",2
"804",34,"0","1","31",1
"805",51,"0","1","31",1
"806",68,"0","1","31",1
"807",85,"0","1","31",1
"808",102,"0","1","31",1
"809",119,"0","1","31",1
"810",136,"0","1","31",1
"811",153,"0","1","31",1
"812",170,"0","1","31",1
"813",187,"0","1","31",1
"814",204,"0","1","31",1
"815",221,"0","1","31",1
"816",238,"0","1","31",1
"817",255,"0","1","31",1
"818",493,"0","1","31",1
"819",510,"0","1","31",1
"820",527,"0","1","31",1
"821",544,"0","1","31",1
"822",561,"0","1","31",1
"823",578,"0","1","31",1
"824",595,"0","1","31",1
"825",612,"0","1","31",1
"826",629,"0","1","31",1
"827",646,"0","1","31",1
"828",663,"0","1","31",1
"829",680,"0","1","31",1
"830",697,"0","1","31",1
"831",714,"0","1","31",1
"832",731,"0","1","31",1
"833",748,"0","1","31",1
"834",765,"0","1","31",1
"835",782,"0","0","31",1
"836",799,"0","0","31",1
"837",816,"0","0","31",1
"838",833,"0","0","31",1
"839",850,"0","0","31",1
"840",867,"0","0","31",1
"841",884,"0","0","31",1
"842",901,"0","0","31",1
"843",918,"0","0","31",1
"844",935,"0","0","31",1
"845",952,"0","0","31",1
"846",969,"0","0","31",1
"847",-867,"0","0","41",6
"848",-850,"0","0","41",6
"849",-833,"0","0","41",6
"850",-816,"0","0","41",6
"851",-799,"0","0","41",6
"852",-782,"0","0","41",6
"853",-765,"0","0","41",6
"854",-748,"0","0","41",6
"855",-731,"0","0","41",6
"856",-714,"0","0","41",6
"857",-697,"0","0","41",6
"858",-680,"0","0","41",6
"859",-663,"0","0","41",6
"860",-646,"0","0","41",6
"861",-629,"0","0","41",6
"862",-612,"0","0","41",6
"863",-595,"0","0","41",6
"864",-578,"0","0","41",6
"865",-561,"0","0","41",6
"866",-544,"0","0","41",6
"867",-527,"0","0","41",6
"868",-510,"0","0","41",6
"869",-493,"0","0","41",6
"870",-476,"0","0","41",6
"871",-459,"0","0","41",6
"872",-442,"0","0","41",6
"873",-425,"0","0","41",6
"874",-408,"0","0","41",6
"875",-391,"0","0","41",6
"876",-374,"0","0","41",6
"877",-357,"0","0","41",6
"878",-340,"0","0","41",6
"879",-323,"0","0","41",6
"880",-306,"0","0","41",6
"881",-289,"0","0","41",6
"882",-272,"1","1","41",1
"883",-255,"1","1","41",1
"884",-238,"1","1","41",1
"885",-221,"1","1","41",1
"886",-204,"1","1","41",1
"887",-187,"1","1","41",1
"888",-170,"1","1","41",1
"889",-153,"1","1","41",2
"890",-136,"1","1","41",2
"891",-119,"1","1","41",2
"892",-102,"1","1","41",2
"893",-85,"1","1","41",2
"894",-68,"1","1","41",2
"895",-51,"1","1","41",2
"896",-34,"1","0","41",3
"897",-17,"1","0","41",3
"898",0,"1","0","41",3
"899",17,"1","0","41",3
"900",34,"1","0","41",3
"901",51,"1","0","41",3
"902",68,"1","0","41",3
"903",85,"1","0","41",4
"904",102,"1","0","41",4
"905",119,"1","0","41",4
"906",136,"1","0","41",4
"907",153,"1","0","41",4
"908",170,"0","0","41",3
"909",187,"0","0","41",3
"910",204,"0","0","41",3
"911",221,"0","0","41",4
"912",238,"0","0","41",4
"913",255,"0","0","41",4
"914",272,"0","0","41",4
"915",289,"0","0","41",4
"916",306,"0","0","41",4
"917",323,"0","0","41",4
"918",340,"0","0","41",3
"919",357,"1","0","41",3
"920",374,"1","0","41",3
"921",391,"1","0","41",2
"922",408,"1","0","41",2
"923",425,"1","0","41",2
"924",442,"1","0","41",2
"925",459,"1","0","41",2
"926",476,"1","0","41",2
"927",493,"1","0","41",2
"928",510,"1","0","41",2
"929",527,"1","0","41",2
"930",544,"1","0","41",2
"931",561,"1","0","41",2
"932",578,"1","0","41",1
"933",595,"0","0","41",3
"934",612,"0","0","41",2
"935",629,"0","0","41",2
"936",646,"0","0","41",2
"937",663,"0","0","41",2
"938",680,"0","0","41",2
"939",697,"0","0","41",2
"940",714,"0","0","41",2
"941",731,"0","0","41",2
"942",748,"0","0","41",2
"943",765,"0","0","41",2
"944",782,"1","0","41",1
"945",799,"1","0","41",1
"946",816,"1","0","41",1
"947",833,"1","0","41",1
"948",850,"1","0","41",1
"949",867,"1","0","41",1
"950",884,"1","0","41",1
"951",901,"1","0","41",1
"952",918,"1","0","41",1
"953",935,"1","0","41",1
"954",952,"1","0","41",1
"955",969,"1","0","41",1
"956",986,"0","0","41",2
"957",1003,"0","0","41",2
"958",1020,"0","0","41",2
"959",1037,"0","0","41",2
"960",1054,"0","0","41",2
"961",1071,"0","0","41",2
"962",1088,"0","0","41",2
"963",1105,"0","0","41",2
