"","x0","x1"
"140",-2.4996394,3.31889251
"141",1.8614488,-1.3673777
"142",-1.9326575,2.68814615
"143",-3.1137285,-3.00820022
"144",-1.2949589,2.13362992
"145",-0.871553,-2.97112786
"146",3.3190436,0.43131316
"147",-4.0802962,-1.76652553
"148",-0.8691911,-0.58264516
"149",3.1770314,-1.20536647
"150",-2.5058426,-1.9546184
"151",-3.3343307,-3.76991398
"152",-3.3532419,-4.80282405
"153",-2.109647,-3.40135033
"154",2.5308926,-1.00236151
"155",-2.4821802,-4.93766635
"156",-0.9326938,2.1904757
"157",2.4233872,0.06559119
"158",-1.839928,2.28500572
"159",-3.0017075,2.4092473
"160",-4.1777749,1.63926997
"161",-2.5497105,4.3797809
"162",3.0052474,-0.73734849
"163",-3.0890399,2.38312622
"164",-1.6173824,-4.46155318
"165",-1.6031562,-4.17328586
"166",-3.2648286,-2.93087303
"167",3.3014733,-0.60540427
"168",-2.6523875,3.11351972
"169",2.3707492,-0.51752485
"170",-3.5888291,4.82344549
"171",0.9533146,0.04163478
"172",-1.7023687,-4.81495394
"173",-1.7538494,-5.07187033
"174",3.6518071,2.13361647
"175",3.562997,-1.32126435
"176",-3.2440956,-3.99123095
"177",-1.4579797,4.98977725
"178",2.7082986,-0.59645262
"179",2.2009621,-0.32544781
"180",-2.4704837,1.89811034
"181",-3.037858,-4.03951522
"182",1.1435083,0.90756252
"183",-2.9279016,3.01443861
"184",-2.4158594,3.92696121
"185",-1.5010047,2.76514659
"186",-2.3116872,6.73177923
"187",-1.886268,2.30633663
"188",-2.1857533,-2.7405178
"189",2.9303411,-0.004773923
"190",3.2746493,-0.276011176
"191",2.7880142,-0.020609508
"192",0.4501549,-0.532938542
"193",-1.4929571,-2.295240311
"194",1.5493618,0.252120119
"195",2.148033,3.111821129
"196",-2.1245442,-3.852498176
"197",-0.8225903,0.915391379
"198",-2.0939974,-2.287067768
"199",2.6084722,-0.429350774
"200",-4.0001623,3.776360501
"201",2.218549,2.211609712
"202",3.6791793,1.124607256
"203",-2.3538738,-0.7320154
"204",-2.904463,1.713025998
"205",2.2487589,1.556841022
"206",-0.2044169,2.344694111
"207",-4.8558884,2.094522644
"208",-1.1243852,-3.923257406
"209",-2.973031,2.797977996
"210",1.1066924,0.046447594
"211",-3.0888466,-1.877014937
"212",-3.812224,2.465329601
"213",1.4413756,2.689610464
"214",2.447961,-0.555486338
"215",-2.8962097,-3.241599472
"216",-3.6211591,2.619863638
"217",-2.4248878,2.349018262
"218",-1.9428224,3.102330763
"219",4.1281425,0.802072568
"220",2.3927354,1.289518118
"221",3.2124415,-0.411799286
"222",3.0296001,-1.775080134
"223",-2.1883429,-1.617590389
"224",2.7671788,-1.84191319
"225",1.9283144,0.232933638
