"abd","CocaineDopamine","Effects of Cocaine on Dopamine Receptors","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/CocaineDopamine.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/CocaineDopamine.html'>Documentation</a>"
"abd","Convictions","Frequency of Convictions for a Cohort of English Boys","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Convictions.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Convictions.html'>Documentation</a>"
"abd","ConvictionsAndIncome","Convictions and Income Level in a Cohort of English Boys","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ConvictionsAndIncome.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ConvictionsAndIncome.html'>Documentation</a>"
"abd","Crickets","Immunity and Sperm Viability in Crickets","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Crickets.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Crickets.html'>Documentation</a>"
"abd","DaphniaLongevity","Daphnia Longevity","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DaphniaLongevity.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DaphniaLongevity.html'>Documentation</a>"
"abd","DaphniaResistance","Daphnia Resistance to Cyanobacteria","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DaphniaResistance.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DaphniaResistance.html'>Documentation</a>"
"abd","dataInfo","'abd' Data Sets","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/dataInfo.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/dataInfo.html'>Documentation</a>"
"abd","DayOfBirth","Day of Birth","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DayOfBirth.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DayOfBirth.html'>Documentation</a>"
"abd","DEET","DEET and Mosquito Bites","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DEET.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DEET.html'>Documentation</a>"
"abd","DesertBirds","Desert Bird Census Data","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DesertBirds.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DesertBirds.html'>Documentation</a>"
"abd","Dioecy","Dioecy vs. Monomorphism in Plants","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Dioecy.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Dioecy.html'>Documentation</a>"
"abd","Dolphins","Dolphin Swimming Behavior","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Dolphins.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Dolphins.html'>Documentation</a>"
"abd","DungBeetles","Heritability of Body Condition in Dung Beetles","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/DungBeetles.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/DungBeetles.html'>Documentation</a>"
"abd","Earthworms","Earthworm Diversity and Soil Nitrogen Levels","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Earthworms.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Earthworms.html'>Documentation</a>"
"abd","Earwigs","Earwig Density and Forceps","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Earwigs.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Earwigs.html'>Documentation</a>"
"abd","Eelgrass","Eelgrass Genotypes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Eelgrass.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Eelgrass.html'>Documentation</a>"
"abd","ElectricFish","Electric Fish","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ElectricFish.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ElectricFish.html'>Documentation</a>"
"abd","ElVerde","Diet Breadth in a Rainforest Community","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ElVerde.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ElVerde.html'>Documentation</a>"
"abd","EndangeredSpecies","Endangered and Threatened Species","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/EndangeredSpecies.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/EndangeredSpecies.html'>Documentation</a>"
"abd","FingerRatio","2D:4D Finger Ratio","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/FingerRatio.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/FingerRatio.html'>Documentation</a>"
"abd","Fireflies","Spermatophore Mass in Fireflies","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Fireflies.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Fireflies.html'>Documentation</a>"
"abd","FireflyFlash","Firefly Flash Duration","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/FireflyFlash.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/FireflyFlash.html'>Documentation</a>"
"abd","FlycatcherPatch","Forehead Patch Size in Collared Flycatachers","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/FlycatcherPatch.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/FlycatcherPatch.html'>Documentation</a>"
"abd","FlyTestes","Testes Size in Flies","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/FlyTestes.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/FlyTestes.html'>Documentation</a>"
"abd","GeneRegulation","Gene Regulation in Saccharomyces","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/GeneRegulation.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/GeneRegulation.html'>Documentation</a>"
"abd","GlidingSnakes","GlidingSnakes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/GlidingSnakes.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/GlidingSnakes.html'>Documentation</a>"
"abd","GodwitArrival","Godwit Arrival Dates","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/GodwitArrival.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/GodwitArrival.html'>Documentation</a>"
"abd","Grassland","Grassland Diversity","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Grassland.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Grassland.html'>Documentation</a>"
"abd","GreatTitMalaria","Malaria in Populations of Great Tit","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/GreatTitMalaria.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/GreatTitMalaria.html'>Documentation</a>"
"abd","Greenspace","Diversity in Urban Green Space","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Greenspace.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Greenspace.html'>Documentation</a>"
"abd","Guppies","Ornamentation and Attractiveness in Guppies","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Guppies.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Guppies.html'>Documentation</a>"
"abd","Hemoglobin","Hemoglobin Levels in High Altitude Populations","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Hemoglobin.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Hemoglobin.html'>Documentation</a>"
"abd","HippocampusLesions","Memory and the Hippocampus","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/HippocampusLesions.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/HippocampusLesions.html'>Documentation</a>"
"abd","HornedLizards","Horn Length and Predation Status of Horned Lizards","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/HornedLizards.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/HornedLizards.html'>Documentation</a>"
"abd","HumanBodyTemp","Human Body Temperature","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/HumanBodyTemp.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/HumanBodyTemp.html'>Documentation</a>"
"abd","HumanGeneLengths","Human Gene Lengths","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/HumanGeneLengths.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/HumanGeneLengths.html'>Documentation</a>"
"abd","Hurricanes","Intense Hurricanes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Hurricanes.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Hurricanes.html'>Documentation</a>"
"abd","Iguanas","Iguana Body Length Changes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Iguanas.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Iguanas.html'>Documentation</a>"
"abd","IntertidalAlgae","Intertidal Algae","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/IntertidalAlgae.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/IntertidalAlgae.html'>Documentation</a>"
"abd","JetLagKnees","Circadian Rhythm Phase Shift","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/JetLagKnees.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/JetLagKnees.html'>Documentation</a>"
"abd","KenyaFinches","Body Mass and Beak Length in Three Species of Finches in Kenya","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/KenyaFinches.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/KenyaFinches.html'>Documentation</a>"
"abd","LanguageBrains","Brain Structure in Bilingual Humans","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LanguageBrains.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LanguageBrains.html'>Documentation</a>"
"abd","LarvalFish","Exploited Larval Fish","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LarvalFish.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LarvalFish.html'>Documentation</a>"
"abd","Lefthanded","Left-handedness and Rates of Violence","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Lefthanded.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Lefthanded.html'>Documentation</a>"
"abd","LionCubs","Time to Reproduction in Female Lions","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LionCubs.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LionCubs.html'>Documentation</a>"
"abd","LionNoses","Lion Age and Nose Coloration","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LionNoses.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LionNoses.html'>Documentation</a>"
"abd","LiverPreparation","Liver Preparation","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LiverPreparation.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LiverPreparation.html'>Documentation</a>"
"abd","LizardBite","Bite Force in Collard Lizards","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LizardBite.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LizardBite.html'>Documentation</a>"
"abd","LizardSprint","Sprint Speeds in Canyon Lizards","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LizardSprint.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LizardSprint.html'>Documentation</a>"
"abd","Lobsters","Lobster Orientation","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Lobsters.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Lobsters.html'>Documentation</a>"
"abd","LodgepolePines","Lodgepole Pine Cone Masses","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LodgepolePines.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LodgepolePines.html'>Documentation</a>"
"abd","LupusMice","Autoimmune Reactivity in Lupus-prone Mice","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/LupusMice.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/LupusMice.html'>Documentation</a>"
"abd","Lynx","Population Cycles of Lynx in Canada 1752-1819","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Lynx.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Lynx.html'>Documentation</a>"
"abd","MarineReserve","Marine Reserve Biomass","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/MarineReserve.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/MarineReserve.html'>Documentation</a>"
"abd","MassExtinctions","Mass Extinction Frequency","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/MassExtinctions.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/MassExtinctions.html'>Documentation</a>"
"abd","MoleRats","Energy Expenditure in Mole Rats","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/MoleRats.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/MoleRats.html'>Documentation</a>"
"abd","Mosquitoes","Body Size in Anopheles Mosquitoes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Mosquitoes.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Mosquitoes.html'>Documentation</a>"
"abd","MouseEmpathy","Mouse Empathy","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/MouseEmpathy.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/MouseEmpathy.html'>Documentation</a>"
"abd","NeanderthalBrains","Cranial Capacity in Neanderthals and Modern Humans","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/NeanderthalBrains.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/NeanderthalBrains.html'>Documentation</a>"
"abd","NematodeLifespan","Effects of Trimethadione on Lifespan in Nematodes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/NematodeLifespan.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/NematodeLifespan.html'>Documentation</a>"
"abd","NeotropicalTrees","Photosynthesis in Neotropical Trees","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/NeotropicalTrees.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/NeotropicalTrees.html'>Documentation</a>"
"abd","Newts","Tetrodotoxin Resistance in Garter Snakes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Newts.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Newts.html'>Documentation</a>"
"abd","NorthSeaCod","Atlantic Cod Recruits","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/NorthSeaCod.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/NorthSeaCod.html'>Documentation</a>"
"abd","NoSmokingDay","No Smoking Day","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/NoSmokingDay.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/NoSmokingDay.html'>Documentation</a>"
"abd","OstrichTemp","Ostrich Body and Brain Temperatures","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/OstrichTemp.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/OstrichTemp.html'>Documentation</a>"
"abd","Penguins","Penguin Heart Rate","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Penguins.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Penguins.html'>Documentation</a>"
"abd","PlantPersistence","Population Persistence Times","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/PlantPersistence.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/PlantPersistence.html'>Documentation</a>"
"abd","Pollen","Sterility in Hybrid Pollens","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Pollen.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Pollen.html'>Documentation</a>"
"abd","Powerball","Powerball Tickets Sold","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Powerball.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Powerball.html'>Documentation</a>"
"abd","PrimateMetabolism","Primate Metabolic Rates","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/PrimateMetabolism.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/PrimateMetabolism.html'>Documentation</a>"
"abd","PrimateWBC","Primate White Blood Cell Counts and Promiscuity","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/PrimateWBC.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/PrimateWBC.html'>Documentation</a>"
"abd","ProgesteroneExercise","Progesterone and Exercise","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ProgesteroneExercise.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ProgesteroneExercise.html'>Documentation</a>"
"abd","Pseudoscorpions","Multiple Mating in Pseudoscorpions","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Pseudoscorpions.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Pseudoscorpions.html'>Documentation</a>"
"abd","Pufferfish","Pufferfish Mimicry","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Pufferfish.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Pufferfish.html'>Documentation</a>"
"abd","Rattlesnakes","Temperature Change and Meal Size in Rattlesnakes","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Rattlesnakes.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Rattlesnakes.html'>Documentation</a>"
"abd","Rigormortis","Rigormortis and Time of Death","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Rigormortis.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Rigormortis.html'>Documentation</a>"
"abd","RopeTrick","Indian Rope Trick","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/RopeTrick.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/RopeTrick.html'>Documentation</a>"
"abd","SagebrushCrickets","Sagebrush Cricket Mating Times","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/SagebrushCrickets.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/SagebrushCrickets.html'>Documentation</a>"
"abd","SalmonColor","Pacific Salmon Color","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/SalmonColor.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/SalmonColor.html'>Documentation</a>"
"abd","Seedlings","Number of Seedlings Per Quadrat","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Seedlings.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Seedlings.html'>Documentation</a>"
"abd","Selection","Data for Meta-analysis","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Selection.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Selection.html'>Documentation</a>"
"abd","SexualSelection","Sexual Conflict","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/SexualSelection.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/SexualSelection.html'>Documentation</a>"
"abd","ShadParasites","Shad Parasites","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ShadParasites.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ShadParasites.html'>Documentation</a>"
"abd","ShrinkingSeals","Seal Body Lengths and Age","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ShrinkingSeals.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ShrinkingSeals.html'>Documentation</a>"
"abd","ShuttleDisaster","Ambient Temperature and O-Ring Failures","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/ShuttleDisaster.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/ShuttleDisaster.html'>Documentation</a>"
"abd","Silversword","Rate of Speciation in Silverswords","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/Silversword.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/Silversword.html'>Documentation</a>"
"abd","SleepAndPerformance","Sleep and Learning","<a href='https://raw.github.com/smasongarrison/smasongarrison.github.io/master/datalists/csv/abd/SleepAndPerformance.csv'>csv</a>","<a href='http://smasongarrison.github.io/datalists/doc/abd/SleepAndPerformance.html'>Documentation</a>"
