"datasets","USAccDeaths","Accidental Deaths in the US 1973-1978",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","USArrests","Violent Crime Rates by US State",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","USJudgeRatings","Lawyers' Ratings of State Judges in the US Superior Court",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","USPersonalExpenditure","Personal Expenditure Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","VADeaths","Death Rates in Virginia (1940)",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","WWWusage","Internet Usage per Minute",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","WorldPhones","The World's Telephones",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","airmiles","Passenger Miles on Commercial US Airlines 1937-1960",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","airquality","New York Air Quality Measurements",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","anscombe","Anscombe's Quartet of 'Identical' Simple Linear Regressions",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","attenu","The Joyner-Boore Attenuation Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","attitude","The Chatterjee-Price Attitude Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","austres","Quarterly Time Series of the Number of Australian Residents",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","cars","Speed and Stopping Distances of Cars",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","chickwts","Chicken Weights by Feed Type",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","co2","Mauna Loa Atmospheric CO2 Concentration",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","crimtab","Student's 3000 Criminals Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","discoveries","Yearly Numbers of Important Discoveries",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","esoph","Smoking Alcohol and (O)esophageal Cancer",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","euro","Conversion Rates of Euro Currencies",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","faithful","Old Faithful Geyser Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","freeny","Freeny's Revenue Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","infert","Infertility after Spontaneous and Induced Abortion",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","iris","Edgar Anderson's Iris Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","islands","Areas of the World's Major Landmasses",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","lh","Luteinizing Hormone in Blood Samples",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","longley","Longley's Economic Regression Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","lynx","Annual Canadian Lynx trappings 1821-1934",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","morley","Michelson Speed of Light Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","mtcars","Motor Trend Car Road Tests",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","nhtemp","Average Yearly Temperatures in New Haven",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","nottem","Average Monthly Temperatures at Nottingham 1920-1939",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","npk","Classical N P K Factorial Experiment",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","occupationalStatus","Occupational Status of Fathers and their Sons",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","precip","Annual Precipitation in US Cities",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","presidents","Quarterly Approval Ratings of US Presidents",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","pressure","Vapor Pressure of Mercury as a Function of Temperature",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","quakes","Locations of Earthquakes off Fiji",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","randu","Random Numbers from Congruential Generator RANDU",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","rivers","Lengths of Major North American Rivers",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","rock","Measurements on Petroleum Rock Samples",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","sleep","Student's Sleep Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","stackloss","Brownlee's Stack Loss Plant Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","sunspot.month","Monthly Sunspot Data from 1749 to ""Present""",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","sunspot.year","Yearly Sunspot Data 1700-1988",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","sunspots","Monthly Sunspot Numbers 1749-1983",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","swiss","Swiss Fertility and Socioeconomic Indicators (1888) Data",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","treering","Yearly Treering Data -6000-1979",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","trees","Girth Height and Volume for Black Cherry Trees",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","uspop","Populations Recorded by the US Census",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","volcano","Topographic Information on Auckland's Maunga Whau Volcano",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","warpbreaks","The Number of Breaks in Yarn during Weaving",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"datasets","women","Average Heights and Weights for American Women",<a href='https://cran.r-project.org/web/packages/datasets/datasets.pdf'>Documentation</a>
"boot","acme","Monthly Excess Returns",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","aids","Delay in AIDS Reporting in England and Wales",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","aircondit","Failures of Air-conditioning Equipment",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","aircondit7","Failures of Air-conditioning Equipment",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","amis","Car Speeding and Warning Signs",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","aml","Remission Times for Acute Myelogenous Leukaemia",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","bigcity","Population of U.S. Cities",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","brambles","Spatial Location of Bramble Canes",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","breslow","Smoking Deaths Among Doctors",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","calcium","Calcium Uptake Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","cane","Sugar-cane Disease Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","capability","Simulated Manufacturing Process Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","catsM","Weight Data for Domestic Cats",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","cav","Position of Muscle Caveolae",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","cd4","CD4 Counts for HIV-Positive Patients",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","channing","Channing House Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","city","Population of U.S. Cities",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","claridge","Genetic Links to Left-handedness",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","cloth","Number of Flaws in Cloth",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","co.transfer","Carbon Monoxide Transfer",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","coal","Dates of Coal Mining Disasters",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","darwin","Darwin's Plant Height Differences",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","dogs","Cardiac Data for Domestic Dogs",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","downs.bc","Incidence of Down's Syndrome in British Columbia",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","ducks","Behavioral and Plumage Characteristics of Hybrid Ducks",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","fir","Counts of Balsam-fir Seedlings",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","frets","Head Dimensions in Brothers",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","grav","Acceleration Due to Gravity",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","gravity","Acceleration Due to Gravity",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","hirose","Failure Time of PET Film",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","islay","Jura Quartzite Azimuths on Islay",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","manaus","Average Heights of the Rio Negro river at Manaus",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","melanoma","Survival from Malignant Melanoma",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","motor","Data from a Simulated Motorcycle Accident",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","neuro","Neurophysiological Point Process Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","nitrofen","Toxicity of Nitrofen in Aquatic Systems",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","nodal","Nodal Involvement in Prostate Cancer",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","nuclear","Nuclear Power Station Construction Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","paulsen","Neurotransmission in Guinea Pig Brains",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","poisons","Animal Survival Times",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","polar","Pole Positions of New Caledonian Laterites",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","remission","Cancer Remission and Cell Activity",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","salinity","Water Salinity and River Discharge",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","survival","Survival of Rats after Radiation Doses",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","tau","Tau Particle Decay Modes",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","tuna","Tuna Sighting Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","urine","Urine Analysis Data",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"boot","wool","Australian Relative Wool Prices",<a href='https://cran.r-project.org/web/packages/boot/boot.pdf'>Documentation</a>
"KMsurv","aids","data from Section 1.19",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","alloauto","data from Section 1.9",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","allograft","data from Exercise 13.1 p418",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","azt","data from Exercise 4.7 p122",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","baboon","data from Exercise 5.8 p147",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","bcdeter","data from Section 1.18",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","bfeed","data from Section 1.14",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","bmt","data from Section 1.3",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","bnct","data from Exercise 7.7 p223",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","btrial","data from Section 1.5",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","burn","data from Section 1.6",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","channing","data from Section 1.16",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","drug6mp","data from Section 1.2",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","drughiv","data from Exercise 7.6 p222",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","hodg","data from Section 1.10",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","kidney","data from Section 1.4",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","kidrecurr","Data on 38 individuals using a kidney dialysis machine",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","kidtran","data from Section 1.7",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","larynx","data from Section 1.8",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","lung","data from Exercise 4.4 p120",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","pneumon","data from Section 1.13",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","psych","data from Section 1.15",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","rats","data from Exercise 7.13 p225",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","std","data from Section 1.12",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","stddiag","data from Exercise 5.6 p146",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","tongue","data from Section 1.11",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"KMsurv","twins","data from Exercise 7.14 p225",<a href='https://cran.r-project.org/web/packages/KMsurv/KMsurv.pdf'>Documentation</a>
"robustbase","Animals2","Brain and Body Weights for 65 Species of Land Animals",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","CrohnD","Crohn's Disease Adverse Events Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","NOxEmissions","NOx Air Pollution Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","SiegelsEx","Siegel's Exact Fit Example Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","aircraft","Aircraft Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","airmay","Air Quality Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","alcohol","Alcohol Solubility in Water Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","ambientNOxCH","Daily Means of NOx in air",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","bushfire","Campbell Bushfire Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","carrots","Insect Damages on Carrots",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","cloud","Cloud point of a Liquid",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","coleman","Coleman Data Set",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","condroz","Condroz Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","cushny","Cushny and Peebles Prolongation of Sleep Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","delivery","Delivery Time Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","education","Education Expenditure Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","epilepsy","Epilepsy Attacks Data Set",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","exAM","Example Data of Antille and May for Simple Regression",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","foodstamp","Food Stamp Program Participation",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","hbk","Hawkins Bradu Kass's Artificial Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","heart","Heart Catherization Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","kootenay","Waterflow Measurements of Kootenay River in Libby and Newgate",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","lactic","Lactic Acid Concentration Measurement Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","milk","Daudin's Milk Composition Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","pension","Pension Funds Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","phosphor","Phosphorus Content Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","pilot","Pilot-Plant Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","possumDiv","Possum Diversity Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","pulpfiber","Pulp Fiber and Paper Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","radarImage","Satellite Radar Image Data from near Munich",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","salinity","Salinity Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","starsCYG","Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","telef","Number of International Calls from Belgium",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","toxicity","Toxicity of Carboxylic Acids Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","vaso","Vaso Constriction Skin Data Set",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","wagnerGrowth","Wagner's Hannover Employment Growth Data",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"robustbase","wood","Modified Data on Wood Specific Gravity",<a href='https://cran.r-project.org/web/packages/robustbase/robustbase.pdf'>Documentation</a>
"car","AMSsurvey","American Math Society Survey Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Adler","Experimenter Expectations",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Angell","Moral Integration of American Cities",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Anscombe","U. S. State Public-School Expenditures",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Baumann","Methods of Teaching Reading Comprehension",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Bfox","Canadian Women's Labour-Force Participation",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Blackmoor","Exercise Histories of Eating-Disordered and Control Subjects",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Burt","Fraudulent Data on IQs of Twins Raised Apart",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","CanPop","Canadian Population Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Chile","Voting Intentions in the 1988 Chilean Plebiscite",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Chirot","The 1907 Romanian Peasant Rebellion",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Cowles","Cowles and Davis's Data on Volunteering",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Davis","Self-Reports of Height and Weight",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","DavisThin","Davis's Data on Drive for Thinness",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Depredations","Minnesota Wolf Depredation Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Duncan","Duncan's Occupational Prestige Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Ericksen","The 1980 U.S. Census Undercount",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Florida","Florida County Voting",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Freedman","Crowding and Crime in U. S. Metropolitan Areas",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Friendly","Format Effects on Recall",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Ginzberg","Data on Depression",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Greene","Refugee Appeals",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Guyer","Anonymity and Cooperation",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Hartnagel","Canadian Crime-Rates Time Series",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Highway1","Highway Accidents",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Leinhardt","Data on Infant-Mortality",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Mandel","Contrived Collinear Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Migration","Canadian Interprovincial Migration Data",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Moore","Status Authoritarianism and Conformity",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
"car","Mroz","U.S. Women's Labor-Force Participation",<a href='https://cran.r-project.org/web/packages/car/car.pdf'>Documentation</a>
