"","agaaus","beitaw","corlae","cyadea","cyamed","daccup","dacdac","eladen","hedarb","hohpop","kniexc","kuneri","lepsco","metrob","neslan","rhosap","vitluc","altitude"
"29",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,80
"30",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60
"31",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,60
"32",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50
"33",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40
"34",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,60
"35",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90
"36",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,140
"37",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,140
"38",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,180
"39",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,200
"40",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,160
"41",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,80
"42",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,200
"43",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,90
"44",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,60
"45",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,200
"46",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40
"47",0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,60
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75
"49",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,78
"50",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
"51",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,60
"52",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60
"53",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,100
"54",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,80
"55",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,60
"56",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170
"57",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,140
"58",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100
"59",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80
"60",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80
"61",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80
"62",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,70
"63",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,90
"64",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,70
"65",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50
"66",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,100
"67",1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,95
"68",0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,100
"69",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,90
"70",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90
"71",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,80
"72",0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,70
"73",1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,35
"74",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25
"75",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60
"76",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35
"77",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
"79",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"81",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
"82",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,20
"83",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,100
"84",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
"85",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60
"86",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,220
"87",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,200
"88",1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,160
"89",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,140
"90",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160
"91",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,180
"92",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40
"93",1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,200
"94",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,70
"95",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80
"96",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,60
"97",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60
"98",1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,100
"99",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,150
"100",1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,180
"101",1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,160
"102",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,260
"103",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,115
"104",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,270
"105",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,240
"106",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,90
"107",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100
"108",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,100
"109",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,340
"110",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,300
"111",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,290
"112",0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,380
"113",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,240
"114",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,40
"115",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,50
"116",0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,60
"117",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,105
"118",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
"119",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,200
"120",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,140
"121",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,60
"122",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80
"123",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
"124",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,40
"125",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,220
"126",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80
"127",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,120
"128",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,200
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40
"130",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,60
"131",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70
"132",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,220
"133",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,160
"134",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,180
"135",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,180
"136",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120
"138",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,120
"139",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,130
"140",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,190
"141",1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,100
"142",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,90
"143",1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,80
"144",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,220
"145",0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,220
"146",1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,190
"147",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,140
"148",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100
"149",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,180
"150",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100
"151",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,80
"152",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,85
"153",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,60
"154",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,60
"155",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,80
"156",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,160
"157",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,150
"158",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130
"159",0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,30
"160",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,160
"161",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,160
"162",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
"163",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"164",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,185
"165",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,180
"166",0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,140
"167",0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,130
"168",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,100
"169",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,60
"170",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,80
"171",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,110
"172",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,200
"173",0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,220
"174",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,240
"175",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,240
"176",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,240
"177",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,80
"178",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,240
"179",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,260
"180",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,260
"181",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200
"182",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,80
"183",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,220
"184",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,280
"185",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,200
"186",0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,200
"187",0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,80
"188",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,240
"189",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,280
"190",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,300
"191",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,240
"192",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,200
"193",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,160
"194",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,210
"195",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,240
"196",0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,220
"197",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,100
"198",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60
"199",0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,60
"200",0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,75
"201",0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,50
"202",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,60
"203",1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70
"204",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80
"205",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,90
"206",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95
"207",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,65
"208",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,80
"209",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100
"210",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,100
"211",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200
"212",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,200
"213",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,260
"214",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,220
"215",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180
"216",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,180
"217",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180
"218",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,120
"219",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,120
"220",0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,190
"221",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,180
"222",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,180
"223",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,160
"224",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,200
"225",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160
"226",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,120
"227",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,110
"228",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,200
"229",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,240
"230",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,290
"231",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210
"232",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,200
"233",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200
"234",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,290
"235",0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,120
"236",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,300
"237",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,240
"238",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,300
"239",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,320
"240",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,270
"241",1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,210
"242",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,120
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
"244",1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,80
"245",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,260
"246",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,200
"247",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,130
"248",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150
"249",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,100
"250",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,170
"251",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,150
"252",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,150
"253",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,250
"254",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,120
"255",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,180
"256",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200
"257",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
"258",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100
"259",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,160
"260",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,280
"261",0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,210
"262",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,260
"263",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,170
"264",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,80
"265",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,100
"266",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60
"267",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,100
"268",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160
"269",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90
"270",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,150
"271",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,130
"272",0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,200
"273",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
"274",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"275",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
"276",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,20
"277",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200
"278",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,200
"279",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,300
"280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
"281",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300
"282",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,450
"283",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,390
"284",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
"285",0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,400
"286",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,300
"287",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,160
"288",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230
"289",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,200
"290",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
"291",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
"292",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300
"293",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,400
"294",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500
"295",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,400
"296",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500
"297",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,600
"298",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,620
"299",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,600
"300",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
"301",0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,20
"302",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100
"303",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,300
"304",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500
"305",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,660
"306",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,360
"307",0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,360
"308",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,100
"309",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,100
"310",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100
"311",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,230
"312",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,300
"313",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,220
"314",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,280
"315",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,230
"316",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,220
"317",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,135
"318",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,280
"319",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,140
"320",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150
"321",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,100
"322",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,600
"323",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,600
"324",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
"325",0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,300
"326",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,200
"327",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,245
"328",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,245
"329",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,260
"330",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,280
"331",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,260
"332",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,320
"333",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,300
"334",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,180
"335",0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,220
"336",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,170
"337",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,200
"338",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,180
"339",0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,150
"340",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,160
"341",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210
"342",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
"343",0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,320
"344",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,70
"345",0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,190
"346",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,370
"347",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,420
"348",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,400
"349",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,340
"350",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,380
"351",0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,440
"352",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,500
"353",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,500
"354",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,180
