"","X1","X2","Y","X"
"63","A","E",2.11999884316981,"A:E"
"64","A","C",0.0533303824716889,"A:C"
"65","A","D",1.85451808482935,"A:D"
"66","A","E",2.19023368813404,"A:E"
"67","A","C",-2.51293687108148,"A:C"
"68","A","D",-1.1258135240044,"A:D"
"69","A","E",2.62324152749704,"A:E"
"70","A","C",-0.529579920502867,"A:C"
"71","A","D",-0.653163530270948,"A:D"
"72","A","E",2.57473390703107,"A:E"
"73","A","C",-1.17129533160016,"A:C"
"74","A","D",0.231983112996337,"A:D"
"75","A","E",4.87773347952794,"A:E"
"76","A","C",-0.783942320133776,"A:C"
"77","A","D",-0.598828401652992,"A:D"
"78","A","E",2.25859795899383,"A:E"
"79","A","C",0.0483034351154234,"A:C"
"80","A","D",-0.662700883994031,"A:D"
"81","A","E",1.19598385947848,"A:E"
"82","A","C",-1.3675690131743,"A:C"
"83","A","D",-0.515535745851085,"A:D"
"84","A","E",2.16437542432331,"A:E"
"85","A","C",-1.02378531793471,"A:C"
"86","A","D",-0.183369486378917,"A:D"
"87","A","E",0.99524420877083,"A:E"
"88","A","C",-0.506053608049455,"A:C"
"89","A","D",-0.744782691301138,"A:D"
"90","A","E",1.72334539326585,"A:E"
"91","A","C",-1.12723496735113,"A:C"
"92","A","D",-0.227575502492608,"A:D"
"93","A","E",1.23848443139884,"A:E"
"94","A","C",0.59029241372149,"A:C"
"95","A","D",0.371386331967985,"A:D"
"96","A","E",-1.10009183047774,"A:E"
"97","A","C",0.383749309382951,"A:C"
"98","A","D",0.171342936439362,"A:D"
"99","A","E",0.484431878667298,"A:E"
"100","A","C",0.0195439952215734,"A:C"
"101","A","D",-0.739552466080714,"A:D"
"102","A","E",0.449545507364547,"A:E"
"103","A","C",-1.21913905442152,"A:C"
"104","A","D",-0.962484926909497,"A:D"
"105","A","E",2.22266664941146,"A:E"
"106","A","C",-0.291592049473073,"A:C"
"107","A","D",0.624159542699838,"A:D"
"108","A","E",1.98098254143734,"A:E"
"109","A","C",-1.42961783710471,"A:C"
"110","A","D",-0.555060824361091,"A:D"
"111","A","E",-1.0340320393016,"A:E"
"112","A","C",-1.81874915509387,"A:C"
"113","A","D",1.11291139088462,"A:D"
"114","A","E",1.14095860683088,"A:E"
"115","A","C",1.51323676192148,"A:C"
"116","A","D",-0.916020079616058,"A:D"
"117","A","E",3.56325342897404,"A:E"
"118","A","C",-0.607819644639052,"A:C"
"119","A","D",-0.23330427237446,"A:D"
"120","A","E",2.30608120078668,"A:E"
"121","A","C",1.67025300523646,"A:C"
"122","A","D",-1.65686510902942,"A:D"
"123","A","E",1.26698260728574,"A:E"
"124","A","C",-0.26679355011944,"A:C"
"125","A","D",-0.960730366114411,"A:D"
"126","A","E",2.2224508149602,"A:E"
"127","A","C",0.797428657302314,"A:C"
"128","A","D",-0.198067872009234,"A:D"
"129","A","E",1.98446591449658,"A:E"
"130","A","C",-0.249276871253545,"A:C"
"131","A","D",0.68921530828814,"A:D"
"132","A","E",3.39794012187159,"A:E"
"133","A","C",-0.819898176630923,"A:C"
"134","A","D",0.427517024870602,"A:D"
"135","A","E",1.73337323244605,"A:E"
"136","A","C",0.679917652878134,"A:C"
"137","A","D",-0.215102018011618,"A:D"
"138","A","E",0.826066818848975,"A:E"
"139","A","C",0.346248704971387,"A:C"
"140","A","D",-0.0403151751864767,"A:D"
"141","A","E",1.76670968061199,"A:E"
"142","A","C",1.20169990620499,"A:C"
"143","A","D",0.492950405397917,"A:D"
"144","A","E",2.62173824198761,"A:E"
"145","A","C",1.06942286243826,"A:C"
"146","A","D",0.110292572504812,"A:D"
"147","A","E",0.0740371615678332,"A:E"
"148","A","C",0.135163292822355,"A:C"
"149","A","D",-0.663095613244847,"A:D"
"150","A","E",4.15890077429266,"A:E"
"151","B","C",1.74899484945593,"B:C"
"152","B","D",5.196130687129,"B:D"
"153","B","E",1.38571067099439,"B:E"
"154","B","C",1.73442698970213,"B:C"
"155","B","D",4.13484938689912,"B:D"
"156","B","E",3.3686660745173,"B:E"
"157","B","C",1.93784219773961,"B:C"
"158","B","D",4.24553523221844,"B:D"
"159","B","E",2.63121190032587,"B:E"
"160","B","C",1.43510787129091,"B:C"
"161","B","D",4.44468838176135,"B:D"
"162","B","E",2.68687307783793,"B:E"
"163","B","C",1.02055235080622,"B:C"
"164","B","D",5.50715848651558,"B:D"
"165","B","E",2.6432126434854,"B:E"
"166","B","C",1.14679419291965,"B:C"
"167","B","D",6.90916602226808,"B:D"
"168","B","E",3.34184982616845,"B:E"
"169","B","C",-0.25482530706837,"B:C"
"170","B","D",5.48732672053855,"B:D"
"171","B","E",4.02972575573615,"B:E"
"172","B","C",0.743517921045666,"B:C"
"173","B","D",5.05009786963469,"B:D"
"174","B","E",1.42171046937058,"B:E"
"175","B","C",0.809127039862509,"B:C"
"176","B","D",4.57975519408154,"B:D"
"177","B","E",3.8499252891637,"B:E"
"178","B","C",-0.547463513454894,"B:C"
"179","B","D",4.93542980569243,"B:D"
"180","B","E",2.99538619770665,"B:E"
"181","B","C",3.16029973150956,"B:C"
"182","B","D",5.07670185588908,"B:D"
"183","B","E",2.90340190409413,"B:E"
"184","B","C",3.22847685022382,"B:C"
"185","B","D",4.60668371544141,"B:D"
"186","B","E",4.6340720347123,"B:E"
"187","B","C",1.24539758482991,"B:C"
"188","B","D",5.91187990238506,"B:D"
"189","B","E",3.07370439955052,"B:E"
"190","B","C",-0.10292854520147,"B:C"
"191","B","D",4.94891632175297,"B:D"
"192","B","E",0.897920444504436,"B:E"
"193","B","C",1.37292501442072,"B:C"
"194","B","D",5.72204985532453,"B:D"
"195","B","E",0.0300393370266199,"B:E"
"196","B","C",1.33579639061474,"B:C"
"197","B","D",4.12842923688058,"B:D"
"198","B","E",4.06114825291737,"B:E"
"199","B","C",-0.631743587328254,"B:C"
"200","B","D",6.37938483156269,"B:D"
"201","B","E",3.07106702834172,"B:E"
"202","B","C",2.18363595557473,"B:C"
"203","B","D",4.14448474448087,"B:D"
"204","B","E",4.3845057669726,"B:E"
"205","B","C",2.03133967781754,"B:C"
"206","B","D",4.84345569484201,"B:D"
"207","B","E",3.23871609403656,"B:E"
"208","B","C",1.25502365220513,"B:C"
"209","B","D",5.83603689175233,"B:D"
"210","B","E",2.9486497326937,"B:E"
"211","B","C",1.42727706974543,"B:C"
"212","B","D",5.16569471840956,"B:D"
"213","B","E",3.09300938720931,"B:E"
"214","B","C",0.530204622672897,"B:C"
"215","B","D",5.85497432138207,"B:D"
"216","B","E",3.57273944950106,"B:E"
"217","B","C",0.701445091800889,"B:C"
"218","B","D",5.19757237913601,"B:D"
"219","B","E",2.28534691280969,"B:E"
"220","B","C",1.24306165333055,"B:C"
"221","B","D",2.76560030854096,"B:D"
"222","B","E",3.31224530062214,"B:E"
"223","B","C",0.552612227136653,"B:C"
"224","B","D",4.87167475842683,"B:D"
"225","B","E",3.31260540146085,"B:E"
"226","B","C",-0.384506558167955,"B:C"
"227","B","D",5.795087259689,"B:D"
"228","B","E",2.23547675628847,"B:E"
"229","B","C",4.02084655061776,"B:C"
"230","B","D",6.33372720418322,"B:D"
"231","B","E",4.6498725849236,"B:E"
"232","B","C",2.06927170251565,"B:C"
"233","B","D",6.12610528879055,"B:D"
"234","B","E",2.91377224931792,"B:E"
"235","B","C",0.664702282330025,"B:C"
"236","B","D",4.23943643933697,"B:D"
"237","B","E",4.78528967277854,"B:E"
"238","B","C",0.616164968992554,"B:C"
"239","B","D",5.59231405517312,"B:D"
"240","B","E",3.2856536289453,"B:E"
"241","B","C",1.70807303497516,"B:C"
"242","B","D",5.12255638705255,"B:D"
"243","B","E",1.76636319490009,"B:E"
"244","B","C",0.280363527970766,"B:C"
"245","B","D",3.96370046430327,"B:D"
"246","B","E",3.06170076133008,"B:E"
"247","B","C",0.644045546155082,"B:C"
"248","B","D",5.63517896628117,"B:D"
"249","B","E",1.23063670553887,"B:E"
"250","B","C",-0.700458684349575,"B:C"
"251","B","D",5.83786179105468,"B:D"
"252","B","E",3.64077022823766,"B:E"
"253","B","C",-0.189252768517941,"B:C"
"254","B","D",5.69572325138044,"B:D"
"255","B","E",1.7053159712648,"B:E"
"256","B","C",1.12013143540197,"B:C"
"257","B","D",2.78554965351641,"B:D"
"258","B","E",3.26713726871196,"B:E"
"259","B","C",1.63084308119056,"B:C"
"260","B","D",5.1035384641103,"B:D"
"261","B","E",2.60966356397297,"B:E"
"262","B","C",0.238785230348792,"B:C"
"263","B","D",3.90666522771253,"B:D"
"264","B","E",1.53725410313719,"B:E"
"265","B","C",3.68196794628475,"B:C"
"266","B","D",5.41263883765529,"B:D"
"267","B","E",2.33858501550971,"B:E"
"268","B","C",2.85076188456105,"B:C"
"269","B","D",3.85750971253307,"B:D"
"270","B","E",2.21191484197864,"B:E"
"271","B","C",1.94419383082676,"B:C"
"272","B","D",3.68661311311892,"B:D"
"273","B","E",1.95036394441064,"B:E"
"274","B","C",0.258988991384265,"B:C"
"275","B","D",7.25442908806379,"B:D"
"276","B","E",2.54629698211169,"B:E"
"277","B","C",2.36692932732862,"B:C"
"278","B","D",3.37332055102552,"B:D"
"279","B","E",3.19543516859824,"B:E"
"280","B","C",1.01945682545794,"B:C"
"281","B","D",5.08749944958065,"B:D"
"282","B","E",2.41435468852296,"B:E"
"283","B","C",1.06552816427699,"B:C"
"284","B","D",4.51695216675801,"B:D"
"285","B","E",3.36471450540908,"B:E"
"286","B","C",1.29367223991758,"B:C"
"287","B","D",6.11999022563272,"B:D"
"288","B","E",1.7716097874205,"B:E"
"289","B","C",0.731651864899347,"B:C"
"290","B","D",3.93341795907273,"B:D"
"291","B","E",2.82465945895438,"B:E"
"292","B","C",-0.55401437939533,"B:C"
"293","B","D",5.80236295477676,"B:D"
"294","B","E",3.86131556549839,"B:E"
"295","B","C",1.11568830145328,"B:C"
"296","B","D",3.51240591845902,"B:D"
"297","B","E",2.51968727217557,"B:E"
"298","B","C",2.32699224628041,"B:C"
"299","B","D",5.67703192664178,"B:D"
"300","B","E",3.36285639889351,"B:E"
