"","time","oil.price"
"98",1994.08333333333,14.78
"99",1994.16666666667,14.68
"100",1994.25,16.42
"101",1994.33333333333,17.89
"102",1994.41666666667,19.06
"103",1994.5,19.65
"104",1994.58333333333,18.38
"105",1994.66666666667,17.45
"106",1994.75,17.72
"107",1994.83333333333,18.07
"108",1994.91666666667,17.16
"109",1995,18.04
"110",1995.08333333333,18.57
"111",1995.16666666667,18.54
"112",1995.25,19.9
"113",1995.33333333333,19.74
"114",1995.41666666667,18.45
"115",1995.5,17.32
"116",1995.58333333333,18.02
"117",1995.66666666667,18.23
"118",1995.75,17.43
"119",1995.83333333333,17.99
"120",1995.91666666667,19.03
"121",1996,18.85
"122",1996.08333333333,19.09
"123",1996.16666666667,21.33
"124",1996.25,23.5
"125",1996.33333333333,21.16
"126",1996.41666666667,20.42
"127",1996.5,21.3
"128",1996.58333333333,21.9
"129",1996.66666666667,23.97
"130",1996.75,24.88
"131",1996.83333333333,23.7
"132",1996.91666666667,25.23
"133",1997,25.13
"134",1997.08333333333,22.18
"135",1997.16666666667,20.97
"136",1997.25,19.7
"137",1997.33333333333,20.82
"138",1997.41666666667,19.26
"139",1997.5,19.66
"140",1997.58333333333,19.95
"141",1997.66666666667,19.8
"142",1997.75,21.32
"143",1997.83333333333,20.19
"144",1997.91666666667,18.33
"145",1998,16.72
"146",1998.08333333333,16.06
"147",1998.16666666667,15.12
"148",1998.25,15.35
"149",1998.33333333333,14.91
"150",1998.41666666667,13.72
"151",1998.5,14.17
"152",1998.58333333333,13.47
"153",1998.66666666667,15.03
"154",1998.75,14.46
"155",1998.83333333333,13
"156",1998.91666666667,11.35
"157",1999,12.51
"158",1999.08333333333,12.01
"159",1999.16666666667,14.68
"160",1999.25,17.31
"161",1999.33333333333,17.72
"162",1999.41666666667,17.92
"163",1999.5,20.1
"164",1999.58333333333,21.28
"165",1999.66666666667,23.8
"166",1999.75,22.69
"167",1999.83333333333,25
"168",1999.91666666667,26.1
"169",2000,27.26
"170",2000.08333333333,29.37
"171",2000.16666666667,29.84
"172",2000.25,25.72
"173",2000.33333333333,28.79
"174",2000.41666666667,31.82
"175",2000.5,29.7
"176",2000.58333333333,31.26
"177",2000.66666666667,33.88
"178",2000.75,33.11
"179",2000.83333333333,34.42
"180",2000.91666666667,28.44
"181",2001,29.59
"182",2001.08333333333,29.61
"183",2001.16666666667,27.24
"184",2001.25,27.49
"185",2001.33333333333,28.63
"186",2001.41666666667,27.6
"187",2001.5,26.42
"188",2001.58333333333,27.37
"189",2001.66666666667,26.2
"190",2001.75,22.17
"191",2001.83333333333,19.64
"192",2001.91666666667,19.39
"193",2002,19.71
"194",2002.08333333333,20.72
"195",2002.16666666667,24.53
"196",2002.25,26.18
"197",2002.33333333333,27.04
"198",2002.41666666667,25.52
"199",2002.5,26.97
"200",2002.58333333333,28.39
"201",2002.66666666667,29.66
"202",2002.75,28.84
"203",2002.83333333333,26.35
"204",2002.91666666667,29.46
"205",2003,32.95
"206",2003.08333333333,35.83
"207",2003.16666666667,33.51
"208",2003.25,28.17
"209",2003.33333333333,28.11
"210",2003.41666666667,30.66
"211",2003.5,30.75
"212",2003.58333333333,31.57
"213",2003.66666666667,28.31
"214",2003.75,30.34
"215",2003.83333333333,31.11
"216",2003.91666666667,32.13
"217",2004,34.31
"218",2004.08333333333,34.68
"219",2004.16666666667,36.74
"220",2004.25,36.75
"221",2004.33333333333,40.27
"222",2004.41666666667,38.02
"223",2004.5,40.78
"224",2004.58333333333,44.9
"225",2004.66666666667,45.94
"226",2004.75,53.28
"227",2004.83333333333,48.47
"228",2004.91666666667,43.15
"229",2005,46.84
"230",2005.08333333333,48.15
"231",2005.16666666667,54.19
"232",2005.25,52.98
"233",2005.33333333333,49.83
"234",2005.41666666667,56.35
"235",2005.5,58.99
"236",2005.58333333333,64.98
"237",2005.66666666667,65.59
"238",2005.75,62.26
"239",2005.83333333333,58.32
"240",2005.91666666667,59.41
"241",2006,65.48
