"","time","tbone"
"552",552,0.553619
"553",553,0.648895
"554",554,0.627106
"555",555,0.587646
"556",556,0.551117
"557",557,0.508514
"558",558,0.448395
"559",559,0.370575
"560",560,0.289917
"561",561,0.22052
"562",562,0.163513
"563",563,0.105682
"564",564,0.045288
"565",565,0.011993
"566",566,0.019836
"567",567,0.05661
"568",568,0.101837
"569",569,0.13327
"570",570,0.132019
"571",571,0.094055
"572",572,0.039063
"573",573,-0.022217
"574",574,-0.108551
"575",575,-0.226044
"576",576,-0.302826
"577",577,-0.257874
"578",578,-0.106323
"579",579,0.050903
"580",580,0.14502
"581",581,0.130035
"582",582,0.007507
"583",583,-0.190399
"584",584,-0.403168
"585",585,-0.573547
"586",586,-0.659363
"587",587,-0.645111
"588",588,-0.563324
"589",589,-0.453949
"590",590,-0.333069
"591",591,-0.211334
"592",592,-0.108734
"593",593,-0.080353
"594",594,-0.226959
"595",595,-0.455109
"596",596,-0.522247
"597",597,-0.244568
"598",598,0.196472
"599",599,0.521851
"600",600,0.648987
"601",601,0.639069
"602",602,0.596191
"603",603,0.558563
"604",604,0.51651
"605",605,0.460052
"606",606,0.386475
"607",607,0.305603
"608",608,0.233093
"609",609,0.173279
"610",610,0.11853
"611",611,0.057617
"612",612,0.019562
"613",613,0.02002
"614",614,0.050598
"615",615,0.093475
"616",616,0.128326
"617",617,0.138123
"618",618,0.109802
"619",619,0.055389
"620",620,-0.006073
"621",621,-0.08902
"622",622,-0.207275
"623",623,-0.295654
"624",624,-0.268311
"625",625,-0.119324
"626",626,0.050201
"627",627,0.1586
"628",628,0.158478
"629",629,0.047607
"630",630,-0.150909
"631",631,-0.370331
"632",632,-0.555511
"633",633,-0.65799
"634",634,-0.65564
"635",635,-0.57782
"636",636,-0.467682
"637",637,-0.349152
"638",638,-0.22113
"639",639,-0.1073
"640",640,-0.055511
"641",641,-0.164246
"642",642,-0.408936
"643",643,-0.549011
"644",644,-0.345612
"645",645,0.097717
"646",646,0.474609
"647",647,0.640808
"648",648,0.651154
"649",649,0.60733
"650",650,0.572052
"651",651,0.534027
"652",652,0.483765
"653",653,0.411682
"654",654,0.322693
"655",655,0.242157
"656",656,0.175537
"657",657,0.116516
"658",658,0.050934
"659",659,0.008118
"660",660,0.010468
"661",661,0.044769
"662",662,0.088531
"663",663,0.126434
"664",664,0.13855
"665",665,0.115753
"666",666,0.064819
"667",667,0.00592
"668",668,-0.067017
"669",669,-0.184906
"670",670,-0.292908
"671",671,-0.300079
"672",672,-0.165161
"673",673,0.015594
"674",674,0.149994
"675",675,0.176178
"676",676,0.084473
"677",677,-0.106873
"678",678,-0.329254
"679",679,-0.524261
"680",680,-0.647156
"681",681,-0.666992
"682",682,-0.602295
"683",683,-0.498291
"684",684,-0.379639
"685",685,-0.254974
"686",686,-0.135406
"687",687,-0.060791
"688",688,-0.123261
"689",689,-0.34903
"690",690,-0.514526
"691",691,-0.375519
"692",692,0.034027
"693",693,0.432281
"694",694,0.632019
"695",695,0.661835
"696",696,0.620667
"697",697,0.582428
"698",698,0.545136
"699",699,0.501099
"700",700,0.441711
"701",701,0.3638
"702",702,0.285217
"703",703,0.218292
"704",704,0.157837
"705",705,0.090515
"706",706,0.036682
"707",707,0.026276
"708",708,0.052338
"709",709,0.089264
"710",710,0.124756
"711",711,0.137665
"712",712,0.119873
"713",713,0.075409
"714",714,0.019562
"715",715,-0.046783
"716",716,-0.156128
"717",717,-0.267029
"718",718,-0.295502
"719",719,-0.185852
"720",720,-0.010193
"721",721,0.133148
"722",722,0.181
"723",723,0.108002
"724",724,-0.072449
"725",725,-0.294312
"726",726,-0.499878
"727",727,-0.636688
"728",728,-0.669098
"729",729,-0.613342
"730",730,-0.505676
"731",731,-0.383606
"732",732,-0.252502
"733",733,-0.130859
"734",734,-0.054596
"735",735,-0.108612
"736",736,-0.335205
"737",737,-0.522095
"738",738,-0.412506
"739",739,-0.007629
"740",740,0.4039
"741",741,0.62207
"742",742,0.663727
"743",743,0.622192
"744",744,0.580566
"745",745,0.537628
"746",746,0.49469
"747",747,0.437286
"748",748,0.359406
"749",749,0.284485
"750",750,0.216705
"751",751,0.155273
"752",752,0.088104
"753",753,0.03125
"754",754,0.016663
"755",755,0.042999
"756",756,0.082489
"757",757,0.122955
"758",758,0.144531
"759",759,0.133087
"760",760,0.088348
"761",761,0.02771
"762",762,-0.041565
"763",763,-0.151001
"764",764,-0.270172
"765",765,-0.310974
"766",766,-0.215851
"767",767,-0.03653
"768",768,0.115021
"769",769,0.176239
"770",770,0.121735
"771",771,-0.051422
"772",772,-0.272003
"773",773,-0.483307
"774",774,-0.631531
"775",775,-0.675903
"776",776,-0.629425
"777",777,-0.523407
"778",778,-0.400452
"779",779,-0.268402
"780",780,-0.139374
"781",781,-0.052185
"782",782,-0.093262
"783",783,-0.328217
"784",784,-0.547272
"785",785,-0.472015
"786",786,-0.070038
"787",787,0.36969
"788",788,0.616791
"789",789,0.668976
"790",790,0.626312
"791",791,0.582581
"792",792,0.541321
"793",793,0.49765
"794",794,0.439667
"795",795,0.361755
"796",796,0.281982
"797",797,0.212921
"798",798,0.154236
"799",799,0.093597
"800",800,0.036072
"801",801,0.015472
"802",802,0.037628
"803",803,0.079407
"804",804,0.122986
"805",805,0.15036
"806",806,0.14389
"807",807,0.097198
"808",808,0.030853
"809",809,-0.044403
"810",810,-0.157501
"811",811,-0.287048
"812",812,-0.342773
"813",813,-0.253571
"814",814,-0.072021
"815",815,0.097717
"816",816,0.176666
"817",817,0.134277
"818",818,-0.028107
"819",819,-0.247803
"820",820,-0.461578
"821",821,-0.61969
"822",822,-0.676758
"823",823,-0.637817
"824",824,-0.538025
"825",825,-0.416656
"826",826,-0.28476
"827",827,-0.147125
"828",828,-0.041351
"829",829,-0.04541
"830",830,-0.253418
"831",831,-0.509644
"832",832,-0.521088
"833",833,-0.162445
"834",834,0.303772
"835",835,0.598175
"836",836,0.686432
"837",837,0.654999
"838",838,0.60675
"839",839,0.568634
"840",840,0.524933
"841",841,0.466522
"842",842,0.388489
"843",843,0.303467
"844",844,0.231262
"845",845,0.168823
"846",846,0.110443
"847",847,0.050354
"848",848,0.02301
"849",849,0.039612
"850",850,0.078308
"851",851,0.11972
"852",852,0.15094
"853",853,0.152985
"854",854,0.112823
"855",855,0.050293
"856",856,-0.022369
"857",857,-0.125885
"858",858,-0.261444
"859",859,-0.344788
"860",860,-0.282471
"861",861,-0.103119
"862",862,0.082092
"863",863,0.184784
"864",864,0.16507
"865",865,0.01474
"866",866,-0.201294
"867",867,-0.4245
"868",868,-0.595581
"869",869,-0.6716
"870",870,-0.643677
"871",871,-0.545898
"872",872,-0.424286
"873",873,-0.295776
"874",874,-0.162842
"875",875,-0.054596
"876",876,-0.033569
"877",877,-0.206604
"878",878,-0.467712
"879",879,-0.544952
"880",880,-0.242706
"881",881,0.223297
"882",882,0.553558
"883",883,0.665436
"884",884,0.641174
"885",885,0.595001
"886",886,0.562531
"887",887,0.523956
"888",888,0.468933
"889",889,0.395416
"890",890,0.313263
"891",891,0.239227
"892",892,0.174652
"893",893,0.113953
"894",894,0.051117
"895",895,0.019287
"896",896,0.03183
"897",897,0.072571
"898",898,0.115723
"899",899,0.150543
"900",900,0.160278
"901",901,0.12616
"902",902,0.063324
"903",903,-0.009003
"904",904,-0.104584
"905",905,-0.238464
"906",906,-0.336914
"907",907,-0.304108
"908",908,-0.142395
"909",909,0.041656
"910",910,0.158508
"911",911,0.156982
"912",912,0.028748
"913",913,-0.176483
"914",914,-0.398499
"915",915,-0.57901
"916",916,-0.671143
"917",917,-0.658112
"918",918,-0.568573
"919",919,-0.448425
"920",920,-0.31842
"921",921,-0.183411
"922",922,-0.067902
"923",923,-0.033081
"924",924,-0.186798
"925",925,-0.445557
"926",926,-0.548157
"927",927,-0.275604
"928",928,0.187469
"929",929,0.536804
"930",930,0.670349
"931",931,0.656311
"932",932,0.609131
"933",933,0.571045
"934",934,0.529022
"935",935,0.476837
"936",936,0.407074
"937",937,0.326202
"938",938,0.254608
"939",939,0.190765
"940",940,0.131989
"941",941,0.067902
"942",942,0.034088
"943",943,0.043884
"944",944,0.085052
"945",945,0.128601
"946",946,0.163055
"947",947,0.172333
"948",948,0.138092
"949",949,0.074188
"950",950,9.2e-05
"951",951,-0.091858
"952",952,-0.220367
"953",953,-0.322113
"954",954,-0.300171
"955",955,-0.147064
"956",956,0.039154
"957",957,0.163483
"958",958,0.174469
"959",959,0.053223
"960",960,-0.148254
"961",961,-0.373779
"962",962,-0.565918
"963",963,-0.667358
"964",964,-0.662598
"965",965,-0.577362
"966",966,-0.454651
"967",967,-0.321503
"968",968,-0.181885
"969",969,-0.059296
"970",970,-0.016357
"971",971,-0.162445
"972",972,-0.427765
"973",973,-0.55246
"974",974,-0.297424
"975",975,0.165039
"976",976,0.525848
"977",977,0.669434
"978",978,0.658142
"979",979,0.608826
"980",980,0.568237
"981",981,0.527069
"982",982,0.479065
"983",983,0.412018
"984",984,0.332703
"985",985,0.257416
"986",986,0.19342
"987",987,0.134918
"988",988,0.074127
"989",989,0.03653
"990",990,0.042847
"991",991,0.084534
"992",992,0.134399
"993",993,0.173889
"994",994,0.185791
"995",995,0.153564
"996",996,0.085083
"997",997,0.007446
"998",998,-0.090118
"999",999,-0.225739
"1000",1000,-0.336517
"1001",1001,-0.323303
"1002",1002,-0.171906
"1003",1003,0.019623
"1004",1004,0.150818
"1005",1005,0.173615
"1006",1006,0.067871
"1007",1007,-0.127747
"1008",1008,-0.354919
"1009",1009,-0.552094
"1010",1010,-0.666077
"1011",1011,-0.674133
"1012",1012,-0.596161
"1013",1013,-0.479218
"1014",1014,-0.349579
"1015",1015,-0.205231
"1016",1016,-0.072205
"1017",1017,-0.008118
"1018",1018,-0.119781
"1019",1019,-0.391541
"1020",1020,-0.578857
"1021",1021,-0.402588
"1022",1022,0.05127
"1023",1023,0.453094
"1024",1024,0.640747
"1025",1025,0.653076
"1026",1026,0.604431
"1027",1027,0.567078
"1028",1028,0.529816
"1029",1029,0.484924
"1030",1030,0.422028
"1031",1031,0.339813
"1032",1032,0.256287
"1033",1033,0.189056
"1034",1034,0.134827
"1035",1035,0.080383
"1036",1036,0.036682
"1037",1037,0.03363
"1038",1038,0.070953
"1039",1039,0.121277
"1040",1040,0.166748
"1041",1041,0.185181
"1042",1042,0.162872
"1043",1043,0.101959
"1044",1044,0.024414
"1045",1045,-0.068024
"1046",1046,-0.198242
"1047",1047,-0.321167
"1048",1048,-0.338287
"1049",1049,-0.203125
"1050",1050,-0.009369
"1051",1051,0.138245
"1052",1052,0.182739
"1053",1053,0.098511
"1054",1054,-0.08429
"1055",1055,-0.308472
"1056",1056,-0.511963
"1057",1057,-0.638977
"1058",1058,-0.661987
"1059",1059,-0.593445
"1060",1060,-0.479187
"1061",1061,-0.349426
"1062",1062,-0.209869
"1063",1063,-0.076355
"1064",1064,0.004608
"1065",1065,-0.063721
"1066",1066,-0.320984
"1067",1067,-0.546021
"1068",1068,-0.436096
"1069",1069,-0.006531
"1070",1070,0.422119
"1071",1071,0.646484
"1072",1072,0.682983
"1073",1073,0.637604
"1074",1074,0.601349
"1075",1075,0.566528
"1076",1076,0.521545
"1077",1077,0.455627
"1078",1078,0.368591
"1079",1079,0.283081
"1080",1080,0.210724
"1081",1081,0.149658
"1082",1082,0.091797
"1083",1083,0.039001
"1084",1084,0.029449
"1085",1085,0.064209
"1086",1086,0.111359
"1087",1087,0.155273
"1088",1088,0.17804
"1089",1089,0.166138
"1090",1090,0.112579
"1091",1091,0.039917
"1092",1092,-0.046478
"1093",1093,-0.172455
"1094",1094,-0.302368
"1095",1095,-0.344849
"1096",1096,-0.232971
"1097",1097,-0.038361
"1098",1098,0.127258
"1099",1099,0.195435
"1100",1100,0.131073
"1101",1101,-0.043854
"1102",1102,-0.271362
"1103",1103,-0.484344
"1104",1104,-0.628571
"1105",1105,-0.667206
"1106",1106,-0.610107
"1107",1107,-0.499695
"1108",1108,-0.369995
"1109",1109,-0.227753
"1110",1110,-0.088837
"1111",1111,0.003876
"1112",1112,-0.034241
"1113",1113,-0.273468
"1114",1114,-0.513763
"1115",1115,-0.454132
"1116",1116,-0.055634
"1117",1117,0.379028
"1118",1118,0.620636
"1119",1119,0.66745
"1120",1120,0.624084
"1121",1121,0.587738
"1122",1122,0.557373
"1123",1123,0.518036
"1124",1124,0.45932
"1125",1125,0.381042
"1126",1126,0.295898
"1127",1127,0.221985
"1128",1128,0.158447
"1129",1129,0.09726
"1130",1130,0.038055
"1131",1131,0.023773
"1132",1132,0.053223
"1133",1133,0.100433
"1134",1134,0.144531
"1135",1135,0.168701
"1136",1136,0.159943
"1137",1137,0.105499
"1138",1138,0.02951
"1139",1139,-0.053497
"1140",1140,-0.169373
"1141",1141,-0.300903
"1142",1142,-0.357788
"1143",1143,-0.264587
"1144",1144,-0.077545
"1145",1145,0.085175
"1146",1146,0.156494
"1147",1147,0.107391
"1148",1148,-0.053223
"1149",1149,-0.269928
"1150",1150,-0.481201
"1151",1151,-0.63562
"1152",1152,-0.689545
"1153",1153,-0.64859
"1154",1154,-0.547424
"1155",1155,-0.422424
"1156",1156,-0.281464
"1157",1157,-0.139008
"1158",1158,-0.037445
"1159",1159,-0.059052
"1160",1160,-0.277893
"1161",1161,-0.513886
"1162",1162,-0.484711
"1163",1163,-0.115662
"1164",1164,0.322998
"1165",1165,0.58609
"1166",1166,0.654449
"1167",1167,0.620178
"1168",1168,0.581268
"1169",1169,0.547241
"1170",1170,0.507477
"1171",1171,0.451508
"1172",1172,0.375763
"1173",1173,0.291656
"1174",1174,0.217011
"1175",1175,0.153564
"1176",1176,0.097443
"1177",1177,0.041443
"1178",1178,0.021423
"1179",1179,0.044952
"1180",1180,0.091461
"1181",1181,0.134735
"1182",1182,0.158325
"1183",1183,0.149109
"1184",1184,0.09726
"1185",1185,0.025055
"1186",1186,-0.055328
"1187",1187,-0.165314
"1188",1188,-0.29071
"1189",1189,-0.352539
"1190",1190,-0.273773
"1191",1191,-0.09021
"1192",1192,0.080444
"1193",1193,0.165222
"1194",1194,0.13147
"1195",1195,-0.020874
"1196",1196,-0.232269
"1197",1197,-0.448608
"1198",1198,-0.61087
"1199",1199,-0.674896
"1200",1200,-0.638397
"1201",1201,-0.538025
"1202",1202,-0.413055
"1203",1203,-0.274536
"1204",1204,-0.127991
"1205",1205,-0.016785
"1206",1206,-0.017395
"1207",1207,-0.228455
"1208",1208,-0.487854
"1209",1209,-0.506683
"1210",1210,-0.160126
"1211",1211,0.300079
"1212",1212,0.595734
"1213",1213,0.68277
"1214",1214,0.648529
"1215",1215,0.601013
"1216",1216,0.564026
"1217",1217,0.523376
"1218",1218,0.467712
"1219",1219,0.390961
"1220",1220,0.303925
"1221",1221,0.226257
"1222",1222,0.16275
"1223",1223,0.110077
"1224",1224,0.052582
"1225",1225,0.026031
"1226",1226,0.046631
"1227",1227,0.096954
"1228",1228,0.148102
"1229",1229,0.179749
"1230",1230,0.179077
"1231",1231,0.131195
"1232",1232,0.054871
"1233",1233,-0.029846
"1234",1234,-0.141907
"1235",1235,-0.278748
"1236",1236,-0.359161
"1237",1237,-0.29306
"1238",1238,-0.112122
"1239",1239,0.076355
"1240",1240,0.181946
"1241",1241,0.167755
"1242",1242,0.026306
"1243",1243,-0.187073
"1244",1244,-0.411102
"1245",1245,-0.588593
"1246",1246,-0.670654
"1247",1247,-0.647339
"1248",1248,-0.553986
"1249",1249,-0.432739
"1250",1250,-0.298096
"1251",1251,-0.153687
"1252",1252,-0.034729
"1253",1253,-0.010071
"1254",1254,-0.188934
"1255",1255,-0.462311
"1256",1256,-0.549469
"1257",1257,-0.250366
"1258",1258,0.218689
"1259",1259,0.550812
"1260",1260,0.664734
"1261",1261,0.639923
"1262",1262,0.592712
"1263",1263,0.561462
"1264",1264,0.527344
"1265",1265,0.47937
"1266",1266,0.405914
"1267",1267,0.315674
"1268",1268,0.232117
"1269",1269,0.162567
"1270",1270,0.104645
"1271",1271,0.043732
"1272",1272,0.008209
"1273",1273,0.024261
"1274",1274,0.070984
"1275",1275,0.12085
"1276",1276,0.157196
"1277",1277,0.166473
"1278",1278,0.128174
"1279",1279,0.055542
"1280",1280,-0.027863
"1281",1281,-0.132416
"1282",1282,-0.269135
"1283",1283,-0.367432
