"","time","electricity"
"178",1987.75,203215
"179",1987.83333333333,200479
"180",1987.91666666667,220736
"181",1988,238188
"182",1988.08333333333,217183
"183",1988.16666666667,214294
"184",1988.25,196297
"185",1988.33333333333,208704
"186",1988.41666666667,233066
"187",1988.5,257742
"188",1988.58333333333,267929
"189",1988.66666666667,220392
"190",1988.75,210814
"191",1988.83333333333,209815
"192",1988.91666666667,232988
"193",1989,246782
"194",1989.08333333333,233801
"195",1989.16666666667,241963
"196",1989.25,222880
"197",1989.33333333333,234835
"198",1989.41666666667,250932
"199",1989.5,273470
"200",1989.58333333334,275431
"201",1989.66666666667,242804
"202",1989.75,235677
"203",1989.83333333334,234261
"204",1989.91666666667,274470
"205",1990,255203
"206",1990.08333333334,229512
"207",1990.16666666667,244775
"208",1990.25,229784
"209",1990.33333333334,241787
"210",1990.41666666667,269011
"211",1990.5,287465
"212",1990.58333333334,290670
"213",1990.66666666667,258368
"214",1990.75,244382
"215",1990.83333333334,231251
"216",1990.91666666667,255781
"217",1991,269214
"218",1991.08333333334,228290
"219",1991.16666666667,240561
"220",1991.25,227799
"221",1991.33333333334,254873
"222",1991.41666666667,269099
"223",1991.5,294648
"224",1991.58333333334,292159
"225",1991.66666666667,256027
"226",1991.75,245378
"227",1991.83333333334,241661
"228",1991.91666666667,254089
"229",1992,267773
"230",1992.08333333334,239514
"231",1992.16666666667,247733
"232",1992.25,233406
"233",1992.33333333334,242412
"234",1992.41666666667,261077
"235",1992.5,293617
"236",1992.58333333334,281927
"237",1992.66666666667,259925
"238",1992.75,244994
"239",1992.83333333334,244162
"240",1992.91666666667,267343
"241",1993,271021
"242",1993.08333333334,248015
"243",1993.16666666667,261248
"244",1993.25,234695
"245",1993.33333333334,244326
"246",1993.41666666667,275360
"247",1993.5,312225
"248",1993.58333333334,311450
"249",1993.66666666667,264032
"250",1993.75,250553
"251",1993.83333333334,252102
"252",1993.91666666667,272165
"253",1994,289768
"254",1994.08333333334,249172
"255",1994.16666666667,257998
"256",1994.25,240637
"257",1994.33333333334,252745
"258",1994.41666666667,294162
"259",1994.5,311257
"260",1994.58333333334,307605
"261",1994.66666666667,266262
"262",1994.75,256528
"263",1994.83333333334,251868
"264",1994.91666666667,269520
"265",1995,279773
"266",1995.08333333334,252307
"267",1995.16666666667,261343
"268",1995.25,244736
"269",1995.33333333334,264288
"270",1995.41666666667,286258
"271",1995.5,330416
"272",1995.58333333334,345780
"273",1995.66666666667,277575
"274",1995.75,263978
"275",1995.83333333334,261478
"276",1995.91666666667,285554
"277",1996,296923
"278",1996.08333333334,270685
"279",1996.16666666667,275019
"280",1996.25,251613
"281",1996.33333333334,282266
"282",1996.41666666667,302717
"283",1996.5,327708
"284",1996.58333333334,329286
"285",1996.66666666667,283151
"286",1996.75,271446
"287",1996.83333333334,269122
"288",1996.91666666667,284250
"289",1997,300574
"290",1997.08333333334,258131
"291",1997.16666666667,272258
"292",1997.25,258284
"293",1997.33333333334,272914
"294",1997.41666666667,299092
"295",1997.5,344516
"296",1997.58333333334,332899
"297",1997.66666666667,301057
"298",1997.75,284971
"299",1997.83333333334,271121
"300",1997.91666666667,296356
"301",1998,295260
"302",1998.08333333334,260590
"303",1998.16666666667,286878
"304",1998.25,261230
"305",1998.33333333334,299640
"306",1998.41666666667,328903
"307",1998.5,361936
"308",1998.58333333334,357366
"309",1998.66666666667,318924
"310",1998.75,284446
"311",1998.83333333334,267136
"312",1998.91666666667,297986
"313",1999,318108
"314",1999.08333333334,276827
"315",1999.16666666667,300354
"316",1999.25,283411
"317",1999.33333333334,298908
"318",1999.41666666667,327822
"319",1999.5,375426
"320",1999.58333333334,362896
"321",1999.66666666667,304375
"322",1999.75,282752
"323",1999.83333333334,269973
"324",1999.91666666667,293958
"325",2000,327994
"326",2000.08333333334,294169
"327",2000.16666666667,301580
"328",2000.25,285578
"329",2000.33333333334,322954
"330",2000.41666666667,339054
"331",2000.5,356528
"332",2000.58333333334,368669
"333",2000.66666666667,312447
"334",2000.75,289452
"335",2000.83333333334,284670
"336",2000.91666666667,319011
"337",2001,332493
"338",2001.08333333334,282940
"339",2001.16666666667,300707
"340",2001.25,278079
"341",2001.33333333334,300492
"342",2001.41666666667,327694
"343",2001.5,357614
"344",2001.58333333334,370533
"345",2001.66666666667,306929
"346",2001.75,294734
"347",2001.83333333334,278934
"348",2001.91666666667,305496
"349",2002,319941
"350",2002.08333333334,281826
"351",2002.16666666667,302549
"352",2002.25,289848
"353",2002.33333333334,307675
"354",2002.41666666667,341023
"355",2002.5,381542
"356",2002.58333333334,374586
"357",2002.66666666667,331279
"358",2002.75,307059
"359",2002.83333333334,296290
"360",2002.91666666667,324834
"361",2003,341989
"362",2003.08333333334,299249
"363",2003.16666666667,304317
"364",2003.25,285756
"365",2003.33333333334,307545
"366",2003.41666666667,328694
"367",2003.5,374396
"368",2003.58333333334,381816
"369",2003.66666666667,323136
"370",2003.75,306741
"371",2003.83333333334,297867
"372",2003.91666666667,331680
"373",2004,346546
"374",2004.08333333334,314280
"375",2004.16666666667,308812
"376",2004.25,290560
"377",2004.33333333334,327380
"378",2004.41666666667,345085
"379",2004.5,377332
"380",2004.58333333334,368439
"381",2004.66666666667,335622
"382",2004.75,312450
"383",2004.83333333334,302101
"384",2004.91666666667,341948
"385",2005,343229
"386",2005.08333333334,297940
"387",2005.16666666667,316780
"388",2005.25,288566
"389",2005.33333333334,313773
"390",2005.41666666667,361472
"391",2005.5,399252
"392",2005.58333333334,401978
"393",2005.66666666667,348812
"394",2005.75,315034
"395",2005.83333333334,304899
"396",2005.91666666667,346254
