"","time","cref.bond"
"198",198,76.4385
"199",199,76.3321
"200",200,76.2535
"201",201,76.0225
"202",202,75.9364
"203",203,75.8439
"204",204,75.8664
"205",205,75.9987
"206",206,76.0005
"207",207,75.9702
"208",208,76.1467
"209",209,76.4614
"210",210,76.3993
"211",211,76.5255
"212",212,76.5863
"213",213,76.418
"214",214,76.358
"215",215,76.5136
"216",216,76.2367
"217",217,76.0648
"218",218,76.1738
"219",219,76.2757
"220",220,76.0927
"221",221,76.1582
"222",222,76.0662
"223",223,76.0231
"224",224,75.9982
"225",225,76.035
"226",226,75.9188
"227",227,76.0149
"228",228,76.0965
"229",229,75.7638
"230",230,75.9432
"231",231,75.8914
"232",232,75.9176
"233",233,75.8697
"234",234,76.0914
"235",235,75.8496
"236",236,75.8661
"237",237,75.7604
"238",238,75.7197
"239",239,75.8388
"240",240,75.7781
"241",241,75.5358
"242",242,75.4623
"243",243,75.552
"244",244,75.5788
"245",245,75.7761
"246",246,76.0345
"247",247,75.9449
"248",248,76.085
"249",249,75.9345
"250",250,76.127
"251",251,76.1426
"252",252,76.1564
"253",253,76.2369
"254",254,76.2687
"255",255,76.3388
"256",256,76.2439
"257",257,76.3171
"258",258,76.5681
"259",259,76.8132
"260",260,76.8617
"261",261,76.8105
"262",262,76.6926
"263",263,76.5012
"264",264,76.4956
"265",265,76.562
"266",266,76.4541
"267",267,76.5705
"268",268,76.4919
"269",269,76.3502
"270",270,76.1916
"271",271,76.2674
"272",272,76.2393
"273",273,76.3954
"274",274,76.4536
"275",275,76.2331
"276",276,76.1251
"277",277,76.1024
"278",278,76.2165
"279",279,76.1334
"280",280,75.9994
"281",281,75.8336
"282",282,75.8742
"283",283,75.9332
"284",284,75.9351
"285",285,75.9575
"286",286,75.9831
"287",287,75.8982
"288",288,75.7067
"289",289,75.5815
"290",290,75.5354
"291",291,75.5779
"292",292,75.6584
"293",293,75.6908
"294",294,75.6943
"295",295,75.9225
"296",296,75.7824
"297",297,75.5758
"298",298,75.2854
"299",299,75.3852
"300",300,75.3444
"301",301,75.3889
"302",302,75.3313
"303",303,75.2135
"304",304,75.0511
"305",305,74.9978
"306",306,75.0849
"307",307,75.3324
"308",308,75.1167
"309",309,75.3596
"310",310,75.3734
"311",311,75.2154
"312",312,75.3621
"313",313,75.5857
"314",314,75.7074
"315",315,75.5731
"316",316,75.738
"317",317,75.8894
"318",318,75.7455
"319",319,75.9014
"320",320,76.0053
"321",321,75.7487
"322",322,75.6792
"323",323,75.5736
"324",324,75.5989
"325",325,75.4826
"326",326,75.7413
"327",327,75.6826
"328",328,75.8915
"329",329,75.669
"330",330,75.662
"331",331,75.7358
"332",332,76.0332
"333",333,75.9939
"334",334,76.0829
"335",335,76.1081
"336",336,76.0346
"337",337,75.9839
"338",338,76.1682
"339",339,76.3667
"340",340,76.5218
"341",341,76.4194
"342",342,76.4219
"343",343,76.3727
"344",344,76.3816
"345",345,76.5017
"346",346,76.5897
"347",347,76.6106
"348",348,76.5672
"349",349,76.6241
"350",350,76.4574
"351",351,76.363
"352",352,76.5547
"353",353,76.7765
"354",354,76.8507
"355",355,76.8342
"356",356,76.7253
"357",357,76.8045
"358",358,76.8639
"359",359,76.7743
"360",360,76.4878
"361",361,76.3349
"362",362,76.4076
"363",363,76.3595
"364",364,76.394
"365",365,76.2584
"366",366,76.2885
"367",367,76.3915
"368",368,76.3974
"369",369,76.35
"370",370,76.2607
"371",371,76.336
"372",372,76.2296
"373",373,76.2548
"374",374,76.1735
"375",375,76.2189
"376",376,76.2766
"377",377,76.4975
"378",378,76.4559
"379",379,76.5717
"380",380,76.4782
"381",381,76.5156
"382",382,76.488
"383",383,76.6582
"384",384,76.5089
"385",385,76.3368
"386",386,76.1938
"387",387,76.0127
"388",388,76.0161
"389",389,76.0305
"390",390,76.0775
"391",391,76.0213
"392",392,75.9803
"393",393,76.2805
"394",394,76.1891
"395",395,76.4888
"396",396,76.4061
"397",397,76.4883
"398",398,76.2625
"399",399,76.3067
"400",400,76.2082
"401",401,76.445
"402",402,76.3745
"403",403,76.1201
"404",404,76.0104
"405",405,75.8504
"406",406,75.8815
"407",407,75.8455
"408",408,75.8814
"409",409,76.0071
"410",410,75.8441
"411",411,75.6124
"412",412,75.6385
"413",413,75.7617
"414",414,75.6191
"415",415,75.4176
"416",416,75.5785
"417",417,75.7476
"418",418,75.6187
"419",419,75.6058
"420",420,75.7005
"421",421,75.8328
"422",422,75.5775
"423",423,75.4582
"424",424,75.6032
"425",425,75.7041
"426",426,75.7207
"427",427,75.5029
"428",428,75.5817
"429",429,75.4645
"430",430,75.4458
"431",431,75.6045
"432",432,75.5911
"433",433,75.5897
"434",434,75.5934
"435",435,75.526
"436",436,75.3518
"437",437,75.4781
"438",438,75.6529
"439",439,75.4964
"440",440,75.7598
"441",441,75.7956
"442",442,75.8473
"443",443,75.7633
"444",444,75.8589
"445",445,75.7323
"446",446,75.8393
"447",447,75.7488
"448",448,75.6203
"449",449,75.6575
"450",450,76.1145
"451",451,76.0244
"452",452,76.0652
"453",453,75.9893
"454",454,76.0937
"455",455,76.138
"456",456,76.1495
"457",457,76.2259
"458",458,75.9052
"459",459,75.7488
"460",460,75.6482
"461",461,75.6215
"462",462,75.5886
"463",463,75.5754
"464",464,75.4201
"465",465,75.3171
"466",466,75.2946
"467",467,75.4027
"468",468,75.2983
"469",469,75.5029
"470",470,75.7606
"471",471,75.7506
"472",472,75.496
"473",473,75.6377
"474",474,75.8493
"475",475,75.8879
"476",476,75.9873
"477",477,75.9978
"478",478,76.1055
"479",479,76.1377
"480",480,76.1289
"481",481,75.9254
"482",482,76.2164
"483",483,76.3678
"484",484,76.34
"485",485,76.3838
"486",486,76.3107
"487",487,76.4521
"488",488,76.4723
"489",489,76.7082
"490",490,76.768
"491",491,76.7992
"492",492,76.8816
"493",493,76.9054
"494",494,77.1205
"495",495,77.0717
"496",496,77.1093
"497",497,77.094
"498",498,77.0722
"499",499,76.9569
"500",500,76.8572
"501",501,77.124
