"","time","euph"
"247",247,0.70343
"248",248,0.701202
"249",249,0.691223
"250",250,0.672211
"251",251,0.643646
"252",252,0.604614
"253",253,0.552673
"254",254,0.486694
"255",255,0.408356
"256",256,0.319977
"257",257,0.227661
"258",258,0.137482
"259",259,0.057983
"260",260,-0.002991
"261",261,-0.042511
"262",262,-0.061981
"263",263,-0.066895
"264",264,-0.064667
"265",265,-0.06488
"266",266,-0.076874
"267",267,-0.103851
"268",268,-0.147858
"269",269,-0.208191
"270",270,-0.281982
"271",271,-0.36499
"272",272,-0.449371
"273",273,-0.53299
"274",274,-0.609955
"275",275,-0.678558
"276",276,-0.734985
"277",277,-0.777252
"278",278,-0.802582
"279",279,-0.803986
"280",280,-0.77597
"281",281,-0.715088
"282",282,-0.621613
"283",283,-0.497681
"284",284,-0.350769
"285",285,-0.189178
"286",286,-0.021393
"287",287,0.13916
"288",288,0.284607
"289",289,0.408447
"290",290,0.508728
"291",291,0.584991
"292",292,0.638
"293",293,0.672211
"294",294,0.691345
"295",295,0.698334
"296",296,0.69516
"297",297,0.683929
"298",298,0.662781
"299",299,0.632324
"300",300,0.590179
"301",301,0.535309
"302",302,0.466003
"303",303,0.385132
"304",304,0.295685
"305",305,0.203796
"306",306,0.116364
"307",307,0.042908
"308",308,-0.011414
"309",309,-0.044708
"310",310,-0.059082
"311",311,-0.060089
"312",312,-0.056152
"313",313,-0.057739
"314",314,-0.071747
"315",315,-0.102478
"316",316,-0.150024
"317",317,-0.213715
"318",318,-0.290955
"319",319,-0.375641
"320",320,-0.461151
"321",321,-0.543762
"322",322,-0.620056
"323",323,-0.685669
"324",324,-0.73822
"325",325,-0.776123
"326",326,-0.796783
"327",327,-0.792999
"328",328,-0.760345
"329",329,-0.695557
"330",330,-0.597992
"331",331,-0.472382
"332",332,-0.323547
"333",333,-0.16153
"334",334,0.005524
"335",335,0.164764
"336",336,0.307709
"337",337,0.428955
"338",338,0.524933
"339",339,0.597229
"340",340,0.646515
"341",341,0.677185
"342",342,0.693451
"343",343,0.698303
"344",344,0.693329
"345",345,0.681122
"346",346,0.659698
"347",347,0.627869
"348",348,0.585785
"349",349,0.530212
"350",350,0.461304
"351",351,0.381195
"352",352,0.292542
"353",353,0.20163
"354",354,0.11554
"355",355,0.043762
"356",356,-0.008789
"357",357,-0.039948
"358",358,-0.053345
"359",359,-0.054443
"360",360,-0.05191
"361",361,-0.056519
"362",362,-0.074493
"363",363,-0.109772
"364",364,-0.161835
"365",365,-0.230988
"366",366,-0.312561
"367",367,-0.399567
"368",368,-0.486053
"369",369,-0.567078
"370",370,-0.641479
"371",371,-0.704102
"372",372,-0.754028
"373",373,-0.789459
"374",374,-0.807068
"375",375,-0.799255
"376",376,-0.762817
"377",377,-0.693451
"378",378,-0.591095
"379",379,-0.460388
"380",380,-0.307495
"381",381,-0.142944
"382",382,0.024811
"383",383,0.181732
"384",384,0.321106
"385",385,0.438019
"386",386,0.530426
"387",387,0.598969
"388",388,0.646362
"389",389,0.675537
"390",390,0.690002
"391",391,0.692749
"392",392,0.687531
"393",393,0.672455
"394",394,0.649872
"395",395,0.617279
"396",396,0.573242
"397",397,0.515564
"398",398,0.444977
"399",399,0.36441
"400",400,0.275848
"401",401,0.185761
"402",402,0.102173
"403",403,0.033386
"404",404,-0.015228
"405",405,-0.043823
"406",406,-0.054718
"407",407,-0.054443
"408",408,-0.052979
"409",409,-0.059601
"410",410,-0.081238
"411",411,-0.119965
"412",412,-0.175629
"413",413,-0.24646
"414",414,-0.328186
"415",415,-0.413849
"416",416,-0.498322
"417",417,-0.577148
"418",418,-0.649353
"419",419,-0.708557
"420",420,-0.754791
"421",421,-0.785583
"422",422,-0.798187
"423",423,-0.784332
"424",424,-0.740082
"425",425,-0.663422
"426",426,-0.553955
"427",427,-0.418121
"428",428,-0.262512
"429",429,-0.097687
"430",430,0.067322
"431",431,0.219666
"432",432,0.353119
"433",433,0.464478
"434",434,0.550842
"435",435,0.61496
"436",436,0.65863
"437",437,0.684662
"438",438,0.696991
"439",439,0.698364
"440",440,0.690887
"441",441,0.676056
"442",442,0.651764
"443",443,0.617371
"444",444,0.571014
"445",445,0.511322
"446",446,0.438812
"447",447,0.355347
"448",448,0.265167
"449",449,0.175079
"450",450,0.092438
"451",451,0.026276
"452",452,-0.019012
"453",453,-0.04425
"454",454,-0.053711
"455",455,-0.054138
"456",456,-0.054596
"457",457,-0.06424
"458",458,-0.088654
"459",459,-0.129395
"460",460,-0.18573
"461",461,-0.256439
"462",462,-0.336548
"463",463,-0.41983
"464",464,-0.502228
"465",465,-0.580872
"466",466,-0.653656
"467",467,-0.714966
"468",468,-0.763702
"469",469,-0.797791
"470",470,-0.810547
"471",471,-0.795105
"472",472,-0.747467
"473",473,-0.666656
"474",474,-0.553467
"475",475,-0.414551
"476",476,-0.257813
"477",477,-0.093719
"478",478,0.069489
"479",479,0.219452
"480",480,0.349304
"481",481,0.457214
"482",482,0.541779
"483",483,0.603516
"484",484,0.645447
"485",485,0.671021
"486",486,0.683655
"487",487,0.685791
"488",488,0.679626
"489",489,0.665436
"490",490,0.641754
"491",491,0.60791
"492",492,0.559845
"493",493,0.49707
"494",494,0.421539
"495",495,0.334869
"496",496,0.242584
"497",497,0.15097
"498",498,0.070129
"499",499,0.006958
"500",500,-0.034119
"501",501,-0.054565
"502",502,-0.058899
"503",503,-0.055817
"504",504,-0.055573
"505",505,-0.06601
"506",506,-0.092773
"507",507,-0.136993
"508",508,-0.197144
"509",509,-0.272308
"510",510,-0.356262
"511",511,-0.442871
"512",512,-0.527466
"513",513,-0.606415
"514",514,-0.676025
"515",515,-0.732117
"516",516,-0.772766
"517",517,-0.796967
"518",518,-0.798981
"519",519,-0.773865
"520",520,-0.717651
"521",521,-0.630432
"522",522,-0.513092
"523",523,-0.37265
"524",524,-0.215942
"525",525,-0.052795
"526",526,0.10733
"527",527,0.254913
"528",528,0.382294
"529",529,0.487396
"530",530,0.568695
"531",531,0.627625
"532",532,0.667175
"533",533,0.689423
"534",534,0.698975
"535",535,0.698151
"536",536,0.68924
"537",537,0.670868
"538",538,0.643188
"539",539,0.603638
"540",540,0.551361
"541",541,0.484711
"542",542,0.406464
"543",543,0.319092
"544",544,0.22818
"545",545,0.140137
"546",546,0.062805
"547",547,0.003662
"548",548,-0.034393
"549",549,-0.053375
"550",550,-0.058472
"551",551,-0.057251
"552",552,-0.060272
"553",553,-0.075653
"554",554,-0.106781
"555",555,-0.153809
"556",556,-0.217041
"557",557,-0.292816
"558",558,-0.375763
"559",559,-0.460052
"560",560,-0.54245
"561",561,-0.618408
"562",562,-0.685059
"563",563,-0.739532
"564",564,-0.780609
"565",565,-0.804626
"566",566,-0.806
"567",567,-0.779633
"568",568,-0.721008
"569",569,-0.629913
"570",570,-0.507172
"571",571,-0.361176
"572",572,-0.199554
"573",573,-0.033264
"574",574,0.12796
"575",575,0.273987
"576",576,0.39856
"577",577,0.499268
"578",578,0.575897
"579",579,0.630524
"580",580,0.665802
"581",581,0.685425
"582",582,0.692688
"583",583,0.691345
"584",584,0.682037
"585",585,0.663818
"586",586,0.635437
"587",587,0.596283
"588",588,0.542328
"589",589,0.473785
"590",590,0.394653
"591",591,0.306732
"592",592,0.215179
"593",593,0.128174
"594",594,0.053436
"595",595,-0.002045
"596",596,-0.037231
"597",597,-0.052765
"598",598,-0.055084
"599",599,-0.053009
"600",600,-0.055725
"601",601,-0.071777
"602",602,-0.10379
"603",603,-0.152679
"604",604,-0.21814
"605",605,-0.296295
"606",606,-0.380646
"607",607,-0.464844
"608",608,-0.546417
"609",609,-0.621399
"610",610,-0.687408
"611",611,-0.741821
"612",612,-0.781067
"613",613,-0.803314
"614",614,-0.799896
"615",615,-0.766937
"616",616,-0.700439
"617",617,-0.599976
"618",618,-0.470367
"619",619,-0.319153
"620",620,-0.15625
"621",621,0.01004
"622",622,0.167389
"623",623,0.308075
"624",624,0.427399
"625",625,0.523651
"626",626,0.596588
"627",627,0.648468
"628",628,0.682953
"629",629,0.701294
"630",630,0.707428
"631",631,0.703918
"632",632,0.691925
"633",633,0.67038
"634",634,0.638763
"635",635,0.596527
"636",636,0.540192
"637",637,0.469666
"638",638,0.388092
"639",639,0.297455
"640",640,0.203796
"641",641,0.11618
"642",642,0.042755
"643",643,-0.011566
"644",644,-0.044983
"645",645,-0.059784
"646",646,-0.062317
"647",647,-0.062134
"648",648,-0.067566
"649",649,-0.086426
"650",650,-0.121887
"651",651,-0.173523
"652",652,-0.241302
"653",653,-0.320282
"654",654,-0.405731
"655",655,-0.490204
"656",656,-0.570801
"657",657,-0.643616
"658",658,-0.705719
"659",659,-0.754639
"660",660,-0.788879
"661",661,-0.804199
"662",662,-0.794281
"663",663,-0.755402
"664",664,-0.683167
"665",665,-0.578888
"666",666,-0.447418
"667",667,-0.294159
"668",668,-0.1297
"669",669,0.037079
"670",670,0.192871
"671",671,0.331757
"672",672,0.447662
"673",673,0.538727
"674",674,0.606079
"675",675,0.652771
"676",676,0.681396
"677",677,0.695648
"678",678,0.698822
"679",679,0.692902
"680",680,0.678925
"681",681,0.656311
"682",682,0.623108
"683",683,0.577881
"684",684,0.518555
"685",685,0.445709
"686",686,0.362701
"687",687,0.272919
"688",688,0.182373
"689",689,0.098572
"690",690,0.029785
"691",691,-0.018982
"692",692,-0.046967
"693",693,-0.057404
"694",694,-0.057983
"695",695,-0.057404
"696",696,-0.064392
"697",697,-0.085541
"698",698,-0.123077
"699",699,-0.176147
"700",700,-0.245178
"701",701,-0.326477
"702",702,-0.413757
"703",703,-0.500671
"704",704,-0.583282
"705",705,-0.658783
"706",706,-0.721954
"707",707,-0.770294
"708",708,-0.801331
"709",709,-0.810547
"710",710,-0.79306
"711",711,-0.745392
"712",712,-0.666199
"713",713,-0.554474
"714",714,-0.41748
"715",715,-0.260559
"716",716,-0.095154
"717",717,0.071228
"718",718,0.224945
"719",719,0.359222
"720",720,0.471924
"721",721,0.559814
"722",722,0.624298
"723",723,0.668304
"724",724,0.695709
"725",725,0.708344
"726",726,0.709625
"727",727,0.701813
"728",728,0.686646
"729",729,0.660797
"730",730,0.624847
"731",731,0.576782
"732",732,0.514526
"733",733,0.438202
"734",734,0.352081
"735",735,0.259369
"736",736,0.16748
"737",737,0.083374
"738",738,0.016144
"739",739,-0.030487
"740",740,-0.056274
"741",741,-0.065857
"742",742,-0.066742
"743",743,-0.067352
"744",744,-0.07666
"745",745,-0.101563
"746",746,-0.14325
"747",747,-0.201965
"748",748,-0.275482
"749",749,-0.359863
"750",750,-0.446808
"751",751,-0.532471
"752",752,-0.611969
"753",753,-0.683807
"754",754,-0.743286
"755",755,-0.788025
"756",756,-0.815369
"757",757,-0.820251
"758",758,-0.796875
"759",759,-0.742645
"760",760,-0.655884
"761",761,-0.537598
"762",762,-0.395142
"763",763,-0.236053
"764",764,-0.06839
"765",765,0.096161
"766",766,0.247681
"767",767,0.378418
"768",768,0.485809
"769",769,0.568298
"770",770,0.627625
"771",771,0.667908
"772",772,0.691986
"773",773,0.702911
"774",774,0.702789
"775",775,0.693237
"776",776,0.675385
"777",777,0.646851
"778",778,0.608215
"779",779,0.556946
"780",780,0.493042
"781",781,0.41626
"782",782,0.330719
"783",783,0.239929
"784",784,0.151398
"785",785,0.072693
"786",786,0.010468
"787",787,-0.031647
"788",788,-0.054382
"789",789,-0.063141
"790",790,-0.063354
"791",791,-0.064941
"792",792,-0.076447
"793",793,-0.103333
"794",794,-0.146088
"795",795,-0.20639
"796",796,-0.280853
"797",797,-0.366486
"798",798,-0.454254
"799",799,-0.539398
"800",800,-0.617432
"801",801,-0.685059
"802",802,-0.740601
"803",803,-0.781219
"804",804,-0.804047
"805",805,-0.803345
"806",806,-0.773987
"807",807,-0.712158
"808",808,-0.617493
"809",809,-0.491821
"810",810,-0.342926
"811",811,-0.179169
"812",812,-0.010345
"813",813,0.151642
"814",814,0.297607
"815",815,0.421326
"816",816,0.522308
"817",817,0.598297
"818",818,0.652405
"819",819,0.689392
"820",820,0.709656
"821",821,0.717255
"822",822,0.714203
"823",823,0.702972
"824",824,0.682312
"825",825,0.651581
"826",826,0.609161
"827",827,0.55423
"828",828,0.485443
"829",829,0.404846
"830",830,0.316162
"831",831,0.223877
"832",832,0.135773
"833",833,0.058746
"834",834,0.000916
"835",835,-0.036194
"836",836,-0.05481
"837",837,-0.059509
"838",838,-0.059052
"839",839,-0.062897
"840",840,-0.080292
"841",841,-0.114197
"842",842,-0.164001
"843",843,-0.229584
"844",844,-0.307922
"845",845,-0.39447
"846",846,-0.480865
"847",847,-0.564331
"848",848,-0.640167
"849",849,-0.705444
"850",850,-0.756622
"851",851,-0.792847
"852",852,-0.81134
"853",853,-0.806244
"854",854,-0.772339
"855",855,-0.706116
"856",856,-0.607422
"857",857,-0.479309
"858",858,-0.329132
"859",859,-0.164948
"860",860,0.003876
"861",861,0.165131
"862",862,0.308838
"863",863,0.429352
"864",864,0.52652
"865",865,0.598511
"866",866,0.648285
"867",867,0.680756
"868",868,0.696228
"869",869,0.699646
"870",870,0.693268
"871",871,0.680817
"872",872,0.658813
"873",873,0.627258
"874",874,0.584625
"875",875,0.53009
"876",876,0.460602
"877",877,0.380249
"878",878,0.291779
"879",879,0.200378
"880",880,0.113251
"881",881,0.038849
"882",882,-0.015564
"883",883,-0.049286
"884",884,-0.064331
"885",885,-0.066284
"886",886,-0.064117
"887",887,-0.066376
"888",888,-0.081543
"889",889,-0.113464
"890",890,-0.164185
"891",891,-0.231964
"892",892,-0.313202
"893",893,-0.402496
"894",894,-0.492096
"895",895,-0.577606
"896",896,-0.65506
"897",897,-0.721161
"898",898,-0.771667
"899",899,-0.805634
"900",900,-0.818878
"901",901,-0.805756
"902",902,-0.762878
"903",903,-0.687592
"904",904,-0.578674
"905",905,-0.44339
"906",906,-0.287659
"907",907,-0.121185
"908",908,0.046936
"909",909,0.204163
"910",910,0.342468
"911",911,0.457703
"912",912,0.548248
"913",913,0.614899
"914",914,0.661438
"915",915,0.690582
"916",916,0.704498
"917",917,0.707031
"918",918,0.699097
"919",919,0.683044
"920",920,0.658813
"921",921,0.623779
"922",922,0.577789
"923",923,0.518494
"924",924,0.446259
"925",925,0.364075
"926",926,0.274017
"927",927,0.183533
"928",928,0.099579
"929",929,0.030548
"930",930,-0.018311
"931",931,-0.046783
"932",932,-0.058136
"933",933,-0.059052
"934",934,-0.058197
"935",935,-0.064087
"936",936,-0.084412
"937",937,-0.121521
"938",938,-0.175629
"939",939,-0.245911
"940",940,-0.329071
"941",941,-0.418243
"942",942,-0.507813
"943",943,-0.591766
"944",944,-0.667053
"945",945,-0.72998
"946",946,-0.77887
"947",947,-0.809906
"948",948,-0.820007
"949",949,-0.80307
"950",950,-0.753876
"951",951,-0.672424
"952",952,-0.557861
"953",953,-0.418152
"954",954,-0.259644
"955",955,-0.092773
"956",956,0.074188
"957",957,0.227844
"958",958,0.36203
"959",959,0.473206
"960",960,0.559784
"961",961,0.622589
"962",962,0.665375
"963",963,0.691162
"964",964,0.702759
"965",965,0.703522
"966",966,0.694824
"967",967,0.678558
"968",968,0.653412
"969",969,0.617859
"970",970,0.570282
"971",971,0.509521
"972",972,0.434326
"973",973,0.349762
"974",974,0.258789
"975",975,0.168732
"976",976,0.0867
"977",977,0.021423
"978",978,-0.02298
"979",979,-0.047516
"980",980,-0.05661
"981",981,-0.056793
"982",982,-0.056671
"983",983,-0.066467
"984",984,-0.091705
"985",985,-0.134064
"986",986,-0.193604
"987",987,-0.267487
"988",988,-0.351532
"989",989,-0.437592
"990",990,-0.524872
"991",991,-0.605255
"992",992,-0.678101
"993",993,-0.738403
"994",994,-0.784058
"995",995,-0.811554
"996",996,-0.816223
"997",997,-0.792603
"998",998,-0.736084
"999",999,-0.647125
"1000",1000,-0.52536
"1001",1001,-0.379333
"1002",1002,-0.217072
"1003",1003,-0.0495
"1004",1004,0.114594
"1005",1005,0.263489
"1006",1006,0.391296
"1007",1007,0.49588
"1008",1008,0.57608
"1009",1009,0.632935
"1010",1010,0.671112
"1011",1011,0.69281
"1012",1012,0.700623
"1013",1013,0.699432
"1014",1014,0.688416
"1015",1015,0.669769
"1016",1016,0.641998
"1017",1017,0.603088
"1018",1018,0.552094
"1019",1019,0.487335
"1020",1020,0.410553
"1021",1021,0.324493
"1022",1022,0.233398
"1023",1023,0.14505
"1024",1024,0.066254
"1025",1025,0.004669
"1026",1026,-0.035461
"1027",1027,-0.05545
"1028",1028,-0.06076
"1029",1029,-0.058167
"1030",1030,-0.058136
"1031",1031,-0.070038
"1032",1032,-0.098114
"1033",1033,-0.143494
"1034",1034,-0.20578
"1035",1035,-0.282898
"1036",1036,-0.369263
"1037",1037,-0.45813
"1038",1038,-0.544434
"1039",1039,-0.623444
"1040",1040,-0.694641
"1041",1041,-0.75058
"1042",1042,-0.792389
"1043",1043,-0.816223
"1044",1044,-0.817291
"1045",1045,-0.789856
"1046",1046,-0.728973
"1047",1047,-0.635529
"1048",1048,-0.511414
"1049",1049,-0.363251
"1050",1050,-0.199615
"1051",1051,-0.031494
"1052",1052,0.131683
"1053",1053,0.278381
"1054",1054,0.402405
"1055",1055,0.503693
"1056",1056,0.579926
"1057",1057,0.634094
"1058",1058,0.670349
"1059",1059,0.690033
"1060",1060,0.697205
"1061",1061,0.69455
"1062",1062,0.684357
"1063",1063,0.665771
"1064",1064,0.637909
"1065",1065,0.597839
"1066",1066,0.545288
"1067",1067,0.477997
"1068",1068,0.40033
"1069",1069,0.313232
"1070",1070,0.223145
"1071",1071,0.135956
"1072",1072,0.060272
"1073",1073,0.003815
"1074",1074,-0.032166
"1075",1075,-0.049316
"1076",1076,-0.053467
"1077",1077,-0.052643
"1078",1078,-0.055542
"1079",1079,-0.07074
"1080",1080,-0.103088
"1081",1081,-0.152893
"1082",1082,-0.219086
"1083",1083,-0.299103
"1084",1084,-0.387238
"1085",1085,-0.476837
"1086",1086,-0.563263
"1087",1087,-0.643646
"1088",1088,-0.712585
"1089",1089,-0.76651
"1090",1090,-0.805664
"1091",1091,-0.825562
"1092",1092,-0.819794
"1093",1093,-0.783569
"1094",1094,-0.713074
"1095",1095,-0.609497
"1096",1096,-0.476776
"1097",1097,-0.321625
"1098",1098,-0.153625
"1099",1099,0.017151
"1100",1100,0.180145
"1101",1101,0.323853
"1102",1102,0.444305
"1103",1103,0.539093
"1104",1104,0.609222
"1105",1105,0.657532
"1106",1106,0.688019
"1107",1107,0.703735
"1108",1108,0.708038
"1109",1109,0.702698
"1110",1110,0.689941
"1111",1111,0.667603
"1112",1112,0.635376
"1113",1113,0.591888
"1114",1114,0.53595
"1115",1115,0.467468
"1116",1116,0.388153
"1117",1117,0.300293
"1118",1118,0.210632
"1119",1119,0.125214
"1120",1120,0.052521
"1121",1121,0.000122
"1122",1122,-0.032257
"1123",1123,-0.04657
"1124",1124,-0.049408
"1125",1125,-0.048798
"1126",1126,-0.054413
"1127",1127,-0.074341
"1128",1128,-0.112
"1129",1129,-0.166534
"1130",1130,-0.23764
"1131",1131,-0.320313
"1132",1132,-0.409332
"1133",1133,-0.496643
"1134",1134,-0.579742
"1135",1135,-0.654968
"1136",1136,-0.718903
"1137",1137,-0.769012
"1138",1138,-0.802948
"1139",1139,-0.817169
"1140",1140,-0.805084
"1141",1141,-0.763245
"1142",1142,-0.688171
"1143",1143,-0.579803
"1144",1144,-0.443237
"1145",1145,-0.286804
"1146",1146,-0.119293
"1147",1147,0.048126
"1148",1148,0.206757
"1149",1149,0.345276
"1150",1150,0.460876
"1151",1151,0.551483
"1152",1152,0.617523
"1153",1153,0.662781
"1154",1154,0.690186
"1155",1155,0.703796
"1156",1156,0.70639
"1157",1157,0.700043
"1158",1158,0.686279
"1159",1159,0.663757
"1160",1160,0.631104
"1161",1161,0.586304
"1162",1162,0.528625
"1163",1163,0.457001
"1164",1164,0.376099
"1165",1165,0.287903
"1166",1166,0.198517
"1167",1167,0.115997
"1168",1168,0.046783
"1169",1169,-0.002502
"1170",1170,-0.031219
"1171",1171,-0.043488
"1172",1172,-0.046295
"1173",1173,-0.04718
"1174",1174,-0.056702
"1175",1175,-0.081116
"1176",1176,-0.122955
"1177",1177,-0.180695
"1178",1178,-0.254639
"1179",1179,-0.338898
"1180",1180,-0.429565
"1181",1181,-0.519379
"1182",1182,-0.602936
"1183",1183,-0.681274
"1184",1184,-0.746155
"1185",1185,-0.794617
"1186",1186,-0.824249
"1187",1187,-0.830994
"1188",1188,-0.809143
"1189",1189,-0.755859
"1190",1190,-0.669403
"1191",1191,-0.550262
"1192",1192,-0.406189
"1193",1193,-0.243378
"1194",1194,-0.073608
"1195",1195,0.094269
"1196",1196,0.247864
"1197",1197,0.380066
"1198",1198,0.489563
"1199",1199,0.572571
"1200",1200,0.631775
"1201",1201,0.671936
"1202",1202,0.696259
"1203",1203,0.706573
"1204",1204,0.705872
"1205",1205,0.696106
"1206",1206,0.677582
"1207",1207,0.651215
"1208",1208,0.613312
"1209",1209,0.563568
"1210",1210,0.499176
"1211",1211,0.422119
"1212",1212,0.336395
"1213",1213,0.2453
"1214",1214,0.155823
"1215",1215,0.075378
"1216",1216,0.012238
"1217",1217,-0.029907
"1218",1218,-0.053101
"1219",1219,-0.061523
"1220",1220,-0.062958
"1221",1221,-0.06662
"1222",1222,-0.080811
"1223",1223,-0.110504
"1224",1224,-0.156738
"1225",1225,-0.219208
"1226",1226,-0.295715
"1227",1227,-0.381958
"1228",1228,-0.470886
"1229",1229,-0.557617
"1230",1230,-0.638641
"1231",1231,-0.709961
"1232",1232,-0.7677
"1233",1233,-0.809753
"1234",1234,-0.831116
"1235",1235,-0.829224
"1236",1236,-0.797211
"1237",1237,-0.733063
"1238",1238,-0.636749
"1239",1239,-0.508514
"1240",1240,-0.358276
"1241",1241,-0.192596
"1242",1242,-0.023224
"1243",1243,0.141083
"1244",1244,0.289154
"1245",1245,0.41507
"1246",1246,0.515808
"1247",1247,0.592102
"1248",1248,0.645874
"1249",1249,0.681366
"1250",1250,0.701996
"1251",1251,0.710236
"1252",1252,0.708862
"1253",1253,0.698242
"1254",1254,0.679321
"1255",1255,0.650299
"1256",1256,0.610443
"1257",1257,0.558716
"1258",1258,0.493408
"1259",1259,0.415619
"1260",1260,0.329834
"1261",1261,0.239746
"1262",1262,0.153046
"1263",1263,0.076233
"1264",1264,0.01886
"1265",1265,-0.018707
"1266",1266,-0.039307
"1267",1267,-0.046967
"1268",1268,-0.05072
"1269",1269,-0.057739
"1270",1270,-0.077728
"1271",1271,-0.11319
"1272",1272,-0.165192
"1273",1273,-0.233643
"1274",1274,-0.314819
"1275",1275,-0.405792
