"","time","flow"
"263",1980.5,9458
"264",1980.58333333333,8624
"265",1980.66666666667,4943
"266",1980.75,3837
"267",1980.83333333333,3482
"268",1980.91666666667,2047
"269",1981,4019
"270",1981.08333333333,4827
"271",1981.16666666667,6781
"272",1981.25,5712
"273",1981.33333333333,8136
"274",1981.41666666667,10450
"275",1981.5,8936
"276",1981.58333333333,7296
"277",1981.66666666667,6814
"278",1981.75,6752
"279",1981.83333333333,5782
"280",1981.91666666667,2877
"281",1982,6841
"282",1982.08333333333,26130
"283",1982.16666666667,18700
"284",1982.25,17890
"285",1982.33333333333,20890
"286",1982.41666666667,19520
"287",1982.5,9496
"288",1982.58333333333,7617
"289",1982.66666666667,6791
"290",1982.75,15110
"291",1982.83333333333,18150
"292",1982.91666666667,10980
"293",1983,14360
"294",1983.08333333333,23320
"295",1983.16666666667,32260
"296",1983.25,22250
"297",1983.33333333333,15540
"298",1983.41666666667,18430
"299",1983.5,5870
"300",1983.58333333333,5354
"301",1983.66666666667,6862
"302",1983.75,9932
"303",1983.83333333333,10320
"304",1983.91666666667,7455
"305",1984,17080
"306",1984.08333333333,14940
"307",1984.16666666667,19450
"308",1984.25,21530
"309",1984.33333333333,24560
"310",1984.41666666667,17050
"311",1984.5,7217
"312",1984.58333333333,2574
"313",1984.66666666667,3901
"314",1984.75,6304
"315",1984.83333333333,4169
"316",1984.91666666667,4790
"317",1985,8561
"318",1985.08333333333,17110
"319",1985.16666666667,8663
"320",1985.25,5487
"321",1985.33333333333,3384
"322",1985.41666666667,2267
"323",1985.5,1646
"324",1985.58333333333,2219
"325",1985.66666666667,6393
"326",1985.75,8094
"327",1985.83333333333,4332
"328",1985.91666666667,4582
"329",1986,6289
"330",1986.08333333333,23410
"331",1986.16666666667,14270
"332",1986.25,21320
"333",1986.33333333333,16200
"334",1986.41666666667,15680
"335",1986.5,9119
"336",1986.58333333333,8549
"337",1986.66666666667,17200
"338",1986.75,11760
"339",1986.83333333333,8725
"340",1986.91666666667,4907
"341",1987,5087
"342",1987.08333333333,7940
"343",1987.16666666667,10850
"344",1987.25,6856
"345",1987.33333333333,5591
"346",1987.41666666667,3687
"347",1987.5,5165
"348",1987.58333333333,5848
"349",1987.66666666667,3123
"350",1987.75,3155
"351",1987.83333333333,5651
"352",1987.91666666667,4656
"353",1988,6978
"354",1988.08333333333,8236
"355",1988.16666666667,6332
"356",1988.25,4715
"357",1988.33333333333,2230
"358",1988.41666666667,1363
"359",1988.5,1160
"360",1988.58333333333,981.8
"361",1988.66666666667,1081
"362",1988.75,1238
"363",1988.83333333333,1103
"364",1988.91666666667,1295
"365",1989,1402
"366",1989.08333333333,4285
"367",1989.16666666667,3488
"368",1989.25,2329
"369",1989.33333333333,1910
"370",1989.41666666667,1019
"371",1989.5,872.6
"372",1989.58333333333,2882
"373",1989.66666666667,926.3
"374",1989.75,881.7
"375",1989.83333333333,663.9
"376",1989.91666666667,939.4
"377",1990,1212
"378",1990.08333333333,8193
"379",1990.16666666667,3578
"380",1990.25,12620
"381",1990.33333333333,29230
"382",1990.41666666667,18060
"383",1990.5,26300
"384",1990.58333333333,13050
"385",1990.66666666667,4324
"386",1990.75,4015
"387",1990.83333333333,4147
"388",1990.91666666667,2803
"389",1991,5639
"390",1991.08333333333,20420
"391",1991.16666666667,24460
"392",1991.25,30850
"393",1991.33333333333,30490
"394",1991.41666666667,9166
"395",1991.5,5682
"396",1991.58333333333,3456
"397",1991.66666666667,3044
"398",1991.75,9342
"399",1991.83333333333,13570
"400",1991.91666666667,8875
"401",1992,11870
"402",1992.08333333333,18310
"403",1992.16666666667,16190
"404",1992.25,11850
"405",1992.33333333333,6007
"406",1992.41666666667,14540
"407",1992.5,11540
"408",1992.58333333333,9293
"409",1992.66666666667,4774
"410",1992.75,16080
"411",1992.83333333333,14860
"412",1992.91666666667,6329
"413",1993,5939
"414",1993.08333333333,24890
"415",1993.16666666667,45840
"416",1993.25,33030
"417",1993.33333333333,36630
"418",1993.41666666667,77320
"419",1993.5,61750
"420",1993.58333333333,37270
"421",1993.66666666667,15020
"422",1993.75,7948
"423",1993.83333333333,5750
"424",1993.91666666667,2542
"425",1994,6439
"426",1994.08333333333,14570
"427",1994.16666666667,7143
"428",1994.25,6274
"429",1994.33333333333,9799
"430",1994.41666666667,13710
"431",1994.5,7827
"432",1994.58333333333,4802
"433",1994.66666666666,7574
"434",1994.75,6017
"435",1994.83333333333,6499
"436",1994.91666666666,5181
"437",1995,5544
"438",1995.08333333333,9265
"439",1995.16666666666,19290
"440",1995.25,24550
"441",1995.33333333333,18470
"442",1995.41666666666,10070
"443",1995.5,4323
"444",1995.58333333333,2630
"445",1995.66666666666,2693
"446",1995.75,3678
"447",1995.83333333333,3043
"448",1995.91666666666,2302
"449",1996,6891
"450",1996.08333333333,5991
"451",1996.16666666666,6111
"452",1996.25,22070
"453",1996.33333333333,20310
"454",1996.41666666666,8349
"455",1996.5,3359
"456",1996.58333333333,2317
"457",1996.66666666666,2038
"458",1996.75,4710
"459",1996.83333333333,5595
"460",1996.91666666666,5545
"461",1997,15110
"462",1997.08333333333,20430
"463",1997.16666666666,12600
"464",1997.25,15140
"465",1997.33333333333,10880
"466",1997.41666666666,10530
"467",1997.5,4794
"468",1997.58333333333,3323
"469",1997.66666666666,4160
"470",1997.75,4299
"471",1997.83333333333,4011
"472",1997.91666666666,4704
"473",1998,7485
"474",1998.08333333333,13330
"475",1998.16666666666,30460
"476",1998.25,13690
"477",1998.33333333333,26330
"478",1998.41666666666,24380
"479",1998.5,10510
"480",1998.58333333333,6267
"481",1998.66666666666,14470
"482",1998.75,12460
"483",1998.83333333333,6473
"484",1998.91666666666,4174
"485",1999,10610
"486",1999.08333333333,8769
"487",1999.16666666666,20800
"488",1999.25,31890
"489",1999.33333333333,27720
"490",1999.41666666666,24750
"491",1999.5,11140
"492",1999.58333333333,4116
"493",1999.66666666666,2557
"494",1999.75,2312
"495",1999.83333333333,2078
"496",1999.91666666666,1353
"497",2000,2363
"498",2000.08333333333,4144
"499",2000.16666666666,4219
"500",2000.25,4826
"501",2000.33333333333,22310
"502",2000.41666666666,18290
"503",2000.5,5020
"504",2000.58333333333,3076
"505",2000.66666666666,2448
"506",2000.75,3007
"507",2000.83333333333,1852
"508",2000.91666666666,1842
"509",2001,5718
"510",2001.08333333333,20240
"511",2001.16666666666,29450
"512",2001.25,25860
"513",2001.33333333333,24680
"514",2001.41666666666,8631
"515",2001.5,4570
"516",2001.58333333333,3293
"517",2001.66666666666,3503
"518",2001.75,3107
"519",2001.83333333333,3574
"520",2001.91666666666,2592
"521",2002,3134
"522",2002.08333333333,4378
"523",2002.16666666666,5788
"524",2002.25,9773
"525",2002.33333333333,12190
"526",2002.41666666666,6653
"527",2002.5,7969
"528",2002.58333333333,3939
"529",2002.66666666666,6074
"530",2002.75,3698
"531",2002.83333333333,3234
"532",2002.91666666666,2141
"533",2003,2103
"534",2003.08333333333,3694
"535",2003.16666666666,4031
"536",2003.25,18460
"537",2003.33333333333,9403
"538",2003.41666666666,10650
"539",2003.5,3156
"540",2003.58333333333,1730
"541",2003.66666666666,1340
"542",2003.75,3377
"543",2003.83333333333,2948
"544",2003.91666666666,2139
"545",2004,4077
"546",2004.08333333333,14330
"547",2004.16666666666,8582
"548",2004.25,16520
"549",2004.33333333333,28170
"550",2004.41666666666,15380
"551",2004.5,7590
"552",2004.58333333333,8198
"553",2004.66666666666,5005
"554",2004.75,4949
"555",2004.83333333333,4851
"556",2004.91666666666,3544
"557",2005,11560
"558",2005.08333333333,5739
"559",2005.16666666666,10500
"560",2005.25,13780
"561",2005.33333333333,9104
"562",2005.41666666666,11560
"563",2005.5,3849
"564",2005.58333333333,2444
"565",2005.66666666666,4465
"566",2005.75,2804
"567",2005.83333333333,2750
"568",2005.91666666666,4058
"569",2006,3647
"570",2006.08333333333,5676
"571",2006.16666666666,16720
"572",2006.25,13820
"573",2006.33333333333,7040
"574",2006.41666666666,4184
"575",2006.5,2775
"576",2006.58333333333,3687
