"","r","v","hkrate","outlier1","outlier2","day"
"141",0.0004928059,0.0014259625,0.003850622,0,0,141
"142",0.005763574,0.0004290047,0.005133931,0,0,142
"143",0.0111065561,0.0013803274,0.01026707,0,0,143
"144",-0.044531287,0.0011539742,-0.04621013,0,0,144
"145",-0.101325631,0.0009631936,-0.09376948,0,0,145
"146",-0.019188346,0.0034921347,-0.003855422,0,0,146
"147",-0.003200792,0.0016763239,-0.002570364,0,0,147
"148",-0.026127569,0.000695832,-0.02570727,0,0,148
"149",-0.001632556,0.0020057053,0.002571025,0,0,149
"150",-0.012435373,0.0014159599,-0.01285578,0,0,150
"151",0.0158954887,0.0006578325,0.01799763,0,0,151
"152",0.0183668922,0.0011634965,0.01542397,0,0,152
"153",0.0436410345,0.0011149069,0.04111895,0,0,153
"154",0.000299934,0.00106675,-0.006423722,0,0,154
"155",-0.010044292,0.0008304492,-0.008993903,0,0,155
"156",0.0152316621,0.000763532,0.01670232,0,0,156
"157",-0.012686313,0.0007740918,-0.01541743,0,0,157
"158",-0.016655745,0.000647011,-0.01413473,0,0,158
"159",-0.002311272,0.0006028057,0,0,0,159
"160",-0.005140397,0.0005379147,-0.005140397,0,0,160
"161",-0.017548663,0.0004636565,-0.01670812,0,0,161
"162",-0.024585355,0.0004957573,-0.02185329,0,0,162
"163",0.027276921,0.000554726,0.03085031,0,0,163
"164",-0.007808583,0.0005676778,-0.01285314,0,0,164
"165",-0.04195695,0.0004100359,-0.03985524,0,0,165
"166",-0.038669908,0.0008185178,-0.03215289,0,0,166
"167",-0.005257551,0.0008982675,0,0,0,167
"168",0.01414855,0.000435135,0.01414855,0,0,168
"169",-0.001544965,0.0005343238,-0.003858496,0,0,169
"170",0.0006552515,0.0005984634,0.001286182,0,0,170
"171",0.0079270569,0.0003756787,0.007716744,0,0,171
"172",-0.001310362,0.0003669015,-0.002572182,0,0,172
"173",-0.044157816,0.000401961,-0.04373722,0,0,173
"174",-0.035462538,0.0007927574,-0.02831075,0,0,174
"175",0.0352608152,0.000730338,0.03989011,0,0,175
"176",0.0039496445,0.0006884807,-0.002573075,0,0,176
"177",0.020162008,0.0005683109,0.02058275,0,0,177
"178",-0.018503676,0.0006025942,-0.02186931,0,0,178
"179",-0.019016049,0.0005872115,-0.01544004,0,0,179
"180",-0.002524712,0.0005237575,0,0,0,180
"181",-0.0115816,0.0004334169,-0.0115816,0,0,181
"182",0.0186947891,0.0004361644,0.02058858,0,0,182
"183",0.0213781171,0.0004679168,0.01801153,0,0,183
"184",0.0055180061,0.0004591226,0.002572811,0,0,184
"185",-0.003438542,0.0003472849,-0.003859241,0,0,185
"186",0.0096599277,0.0003250772,0.01029098,0,0,186
"187",-0.052356698,0.0003449069,-0.05403945,0,0,187
"188",0.0374849399,0.0009644187,0.04632132,0,0,188
"189",0.01014711,0.0008045134,0.002572777,0,0,189
"190",0.0042797353,0.0003789502,0.003859042,0,0,190
"191",0.0109210698,0.00055335,0.01029005,0,0,191
"192",0.0081133443,0.0005919505,0.006430744,0,0,192
"193",0.0370560673,0.0003601579,0.03600453,0,0,193
"194",0.0020303523,0.0007026338,-0.003857008,0,0,194
"195",0.0147964528,0.0005036873,0.01542714,0,0,195
"196",-0.012904537,0.0003482231,-0.01542714,0,0,196
"197",-0.007665512,0.0004780744,-0.005142909,0,0,197
"198",0.0017305329,0.0004054003,0.002571487,0,0,198
"199",-0.004722559,0.0002787654,-0.005143041,0,0,199
"200",-0.009841934,0.0003168633,-0.009000958,0,0,200
"201",0.0293852385,0.0003227393,0.03085705,0,0,201
"202",-0.007810291,0.0004506129,-0.01285595,0,0,202
"203",-0.043911577,0.0003060991,-0.1672779,1,0,203
"204",0.0716902323,0.0007234398,0.07852679,0,0,204
"205",0.0604414616,0.0017387465,0.04760098,0,0,205
"206",-0.030810071,0.00156352,-0.03859365,0,0,206
"207",0.0194200241,0.0009423532,0.02573075,0,0,207
"208",0.0505061004,0.0011341419,0.04629868,0,0,208
"209",0.0178563109,0.0017112975,0.01028568,0,0,209
"210",-0.085780174,0.0009955296,-0.08746206,0,0,210
"211",0.019148858,0.0025927512,0.03345041,0,0,211
"212",0.0311931877,0.0016771045,0.02572347,0,0,212
"213",-0.05882804,0.0010395621,-0.06303427,0,0,213
"214",0.0218581121,0.0023595927,0.0321653,0,0,214
"215",0.0155502901,0.0016123133,0.01029071,0,0,215
"216",-0.003462516,0.0008794,-0.005145224,0,0,216
"217",-0.003414044,0.0013300552,-0.002572711,0,0,217
"218",-0.027438153,0.0011616705,-0.02701747,0,0,218
"219",-0.004417821,0.0008863918,0,0,0,219
"220",0.02315827,0.0008593176,0.02315827,0,0,220
"221",-0.018084784,0.0009225916,-0.02187156,0,0,221
"222",0.0028569325,0.0007535131,0.006433309,0,0,222
"223",-0.032405773,0.0006017362,-0.03345773,0,0,223
"224",0.0099725054,0.0008655529,0.01544342,0,0,224
"225",-0.010344085,0.0006361138,-0.01286935,0,0,225
"226",0.0004696428,0.000466637,0.002574003,0,0,226
"227",-0.000866099,0.0005418409,-0.001286993,0,0,227
"228",-0.015655656,0.0004657141,-0.01544521,0,0,228
"229",0.0373696824,0.0004117756,0.03989524,0,0,229
"230",0.0142433803,0.0007304284,0.007719822,0,0,230
"231",-0.018038346,0.0004940521,-0.01930067,0,0,231
"232",0.0019912183,0.0003954187,0.00514721,0,0,232
"233",0.0047018914,0.0004664302,0.003860234,0,0,233
"234",0.0598028147,0.0003833144,0.0591716,0,0,234
"235",-0.039202795,0.0011976216,-0.04887837,0,0,235
"236",0.0177359853,0.0009766133,0.02572844,0,0,236
"237",0.0016344967,0.0004824294,-0.002572546,0,0,237
"238",-0.030009686,0.0006820931,-0.02958903,0,0,238
"239",-0.037010246,0.0009051048,-0.03217193,0,0,239
"240",-0.003973588,0.0008247572,0.001287076,0,0,240
"241",-0.004937944,0.0005381253,-0.005148403,0,0,241
"242",0.0030194745,0.0005719848,0.003861327,0,0,242
"243",0.0263697634,0.0005651013,0.02573837,0,0,243
"244",0.0132155314,0.000588831,0.009006865,0,0,244
"245",-0.035846663,0.0004824923,-0.03731944,0,0,245
"246",-0.035710451,0.0007241095,-0.02960808,0,0,246
"247",-0.003553941,0.0008176451,0.00128749,0,0,247
"248",0.0027854568,0.0004519018,0.00257493,0,0,248
"249",-0.004728882,0.0004511127,-0.005149927,0,0,249
"250",0.0146068883,0.0005359145,0.01544899,0,0,250
"251",0.0038134837,0.0004264242,0.001287308,0,0,251
"252",-0.015238293,0.000334367,-0.01544879,0,0,252
"253",-0.046310673,0.0004139025,-0.04378453,0,0,253
"254",-0.133469324,0.0008740654,-0.1263098,0,0,254
"255",-2.0916e-05,0.004911581,0.02063291,0,0,255
"256",0.0974575259,0.0016553327,0.09408369,0,0,256
"257",-0.009094718,0.0029029963,-0.02447902,0,0,257
"258",-0.013022836,0.0032461253,-0.009020095,0,0,258
"259",-0.013073401,0.0016203302,-0.01159846,0,0,259
"260",0.0277412922,0.0017166592,0.02963784,0,0,260
"261",0.0048462969,0.0022222883,0,0,0,261
"262",0.01932429,0.0013635297,0.01932429,0,0,262
"263",-0.021318216,0.0011893184,-0.02447807,0,0,263
"264",0.0088813543,0.001491036,0.01288394,0,0,264
"265",0.0033950489,0.001073876,0.001288303,0,0,265
"266",-0.004942651,0.000813132,-0.005153311,0,0,266
"267",-0.034345655,0.0009272087,-0.033503,0,0,267
"268",0.0164287629,0.0010683697,0.02190708,0,0,268
"269",-0.013169855,0.0007406188,-0.01675204,0,0,269
"270",-0.007894285,0.0006598487,-0.005155038,0,0,270
"271",-0.013731697,0.0007087847,-0.01288876,0,0,271
"272",0.0210910359,0.0005985746,0.02319857,0,0,272
"273",-0.003938893,0.0005842189,-0.007732258,0,0,273
"274",-0.007708362,0.0005065297,-0.006444005,0,0,274
"275",-0.020388216,0.0004397695,-0.01933451,0,0,275
"276",0.0071506749,0.0005092041,0.0103122,0,0,276
"277",-0.008625978,0.000405844,-0.0103122,0,0,277
"278",-0.011999492,0.0003399619,-0.01031327,0,0,278
"279",-0.001686397,0.0003818965,0,0,0,279
"280",-0.002578483,0.0003134467,-0.002578483,0,0,280
"281",-0.018472866,0.0002563852,-0.01805124,0,0,281
"282",-0.085513158,0.0003507387,-0.08256147,0,0,282
"283",0.0780872788,0.002108056,0.0915875,0,0,283
"284",0.0394712424,0.0023030395,0.02449511,0,0,284
"285",0.006583456,0.0011006143,0.002578084,0,0,285
"286",0.0055775291,0.0012145072,0.005155968,0,0,286
"287",0.0175981495,0.0014573079,0.01675506,0,0,287
"288",-0.028194869,0.000987292,-0.03093461,0,0,288
"289",-0.001190991,0.0009999052,0.00386735,0,0,289
"290",-0.163216422,0.0009698676,-0.1638488,0,1,290
"291",0.1435020015,0.0074386973,0.1702941,0,0,291
"292",0.047179276,0.0079067869,0.01933326,0,0,292
"293",0.0018725527,0.0027969668,-0.001288768,0,0,293
"294",-0.027278696,0.0038754013,-0.02706796,0,0,294
"295",-0.045686587,0.0051081801,-0.04126051,0,0,295
"296",-0.032543273,0.0031566922,-0.02579647,0,0,296
"297",-0.005508165,0.0027250024,-0.001289998,0,0,297
"298",0.0423502131,0.0031359782,0.04256115,0,0,298
"299",0.0069594805,0.0027668132,0,0,0,299
"300",-0.003868447,0.0019582311,-0.003868447,0,0,300
"301",-0.014818148,0.0019430244,-0.01418559,0,0,301
"302",0.0054182539,0.0018805165,0.007737842,0,0,302
"303",0.0012652703,0.001408676,0,0,0,303
"304",-0.002579214,0.0012552541,-0.002579214,0,0,304
"305",0.0124736641,0.001222444,0.01289541,0,0,305
"306",-0.023683849,0.0010273465,-0.02579247,0,0,306
"307",-0.004217513,0.000995733,0,0,0,307
"308",-0.003869445,0.0008509774,-0.003869445,0,0,308
"309",0.0135545092,0.0007108608,0.01418723,0,0,309
"310",-0.032506944,0.0007081709,-0.0348268,0,0,310
"311",0.0201040189,0.0008678777,0.0257988,0,0,311
"312",0.0042185478,0.0006822157,0,0,0,312
"313",0.0180552,0.0005115275,0.0180552,0,0,313
"314",0.0390529559,0.0006345626,0.03610062,0,0,314
"315",-0.016013607,0.0008973664,-0.02191668,0,0,315
"316",-0.008741318,0.000560807,-0.005157564,0,0,316
"317",0.0094715095,0.0004493356,0.01031486,0,0,317
"318",0.0042652061,0.0005821547,0.002578549,0,0,318
"319",0.0171805871,0.0004462704,0.01675895,0,0,319
"320",-0.010150873,0.0004059575,-0.01289125,0,0,320
"321",-0.003397157,0.0004246508,-0.001289216,0,0,321
"322",-0.035025939,0.0003428499,-0.03481513,0,0,322
"323",-0.004403208,0.0006021273,0.001289665,0,0,323
"324",-0.006237611,0.0003943133,-0.006448493,0,0,324
"325",0.0157107804,0.0002700599,0.01676522,0,0,325
"326",-0.006285673,0.0004341501,-0.009027075,0,0,326
"327",0.0088405079,0.0003394891,0.01031659,0,0,327
"328",-0.03829578,0.0002423722,-0.03998272,0,0,328
"329",0.0179695672,0.0006539275,0.02450743,0,0,329
"330",0.0246405666,0.0004533773,0.02063318,0,0,330
"331",-0.005652613,0.0003760812,-0.009026493,0,0,331
"332",0.0127081331,0.0004329537,0.01418412,0,0,332
"333",0.0036087137,0.0003895766,0.001289366,0,0,333
"334",-0.008815076,0.0002946764,-0.00902591,0,0,334
"335",-0.010502618,0.0003145315,-0.009026726,0,0,335
"336",0.001103123,0.000315969,0.002579148,0,0,336
"337",0.0055798311,0.0002393744,0.005158096,0,0,337
"338",0.0047118345,0.0002332714,0.003868397,0,0,338
"339",0.0096582275,0.00023707,0.009025678,0,0,339
"340",0.0027651697,0.0002182536,0.001289316,0,0,340
"341",-0.013972565,0.0001874739,-0.01418339,0,0,341
"342",-0.010056471,0.0002290033,-0.007737243,0,0,342
"343",0.0026035236,0.0002114555,0.003868696,0,0,343
"344",0.0006325984,0.000162925,0,0,0,344
"345",0.001289532,0.0001689478,0.001289532,0,0,345
"346",0.0118159007,0.0001668602,0.01160504,0,0,346
"347",0.0031869898,0.000176054,0.001289366,0,0,347
"348",-0.013973106,0.0001494586,-0.01418394,0,0,348
"349",-0.010056861,0.0001860521,-0.007737543,0,0,349
"350",-0.005134217,0.0001806654,-0.003868996,0,0,350
"351",-0.012240537,0.0001433637,-0.01160789,0,0,351
"352",-0.00189809,0.0001819407,0,0,0,352
"353",0.005159227,0.0001577055,0.005159227,0,0,353
"354",0.0021333874,0.0001337143,0.001289765,0,0,354
"355",-0.004948261,0.0001424514,-0.00515916,0,0,355
"356",-0.004713156,0.0001402371,-0.003869545,0,0,356
"357",0.0019469758,0.0001261134,0.002579713,0,0,357
"358",0.0004218275,0.0001217357,0,0,0,358
"359",0.006448992,0.0001196981,0.006448992,0,0,359
"360",0.0191094812,0.0001228301,0.01805496,0,0,360
"361",0.0042418127,0.0002033561,0.001289516,0,0,361
"362",0.0040793051,0.0001392051,0.003868447,0,0,362
"363",-0.013552482,0.0001132,-0.01418504,0,0,363
"364",-0.008767908,0.0001938125,-0.00644841,0,0,364
"365",-0.002344158,0.0001618268,-0.001289732,0,0,365
"366",0.0062375996,0.0001133858,0.006448493,0,0,366
"367",0.0255549196,0.0001504557,0.02450048,0,0,367
"368",0.0065848991,0.0003051302,0.002578649,0,0,368
"369",-0.004735711,0.0001710357,-0.005157364,0,0,369
"370",-0.015027438,0.0001287275,-0.01418412,0,0,370
"371",-0.00747771,0.0002573291,-0.005158362,0,0,371
"372",-0.002133113,0.0001905456,-0.001289632,0,0,372
"373",0.008816198,0.0001237815,0.009027075,0,0,373
"374",0.0014760821,0.0001926336,0,0,0,374
"375",-0.02321412,0.0001674284,-0.02321412,0,0,375
"376",-0.014115028,0.0002549958,-0.01031912,0,0,376
"377",-0.006847313,0.0002331706,-0.005159959,0,0,377
"378",-0.002133773,0.0001671813,-0.001290031,0,0,378
"379",0.0049490827,0.0001823146,0.005160025,0,0,379
"380",0.0176119929,0.0001872212,0.01676824,0,0,380
"381",0.0027418958,0.0002261768,0,0,0,381
"382",0.003869195,0.0001689608,0.003869195,0,0,382
"383",0.004501726,0.0001521005,0.003869046,0,0,383
"384",0.0057911506,0.0001732118,0.005158495,0,0,384
"385",-0.000446096,0.0001558752,-0.001289599,0,0,385
"386",0.0139737984,0.0001317021,0.01418467,0,0,386
"387",0.0152128477,0.0001857001,0.01289341,0,0,387
"388",0.0021082944,0.0002049361,0,0,0,388
"389",-0.01418284,0.0001363941,-0.01418284,0,0,389
"390",0.0028384916,0.0001902838,0.00515763,0,0,390
"391",0.0150254713,0.0001742327,0.01418211,0,0,391
"392",0.001029819,0.0001847,-0.0012892,0,0,392
"393",-0.004078505,0.0001598403,-0.003867699,0,0,393
"394",0.0083919627,0.0001470982,0.009024398,0,0,394
"395",0.0014756444,0.0001643464,0,0,0,395
"396",0.005156433,0.0001411405,0.005156433,0,0,396
"397",-0.003024134,0.000132158,-0.0038673,0,0,397
"398",0.0071020799,0.0001358518,0.00773445,0,0,398
"399",-2.4318e-05,0.0001365822,-0.001289034,0,0,399
"400",-0.002788896,0.0001192317,-0.002578117,0,0,400
"401",-0.001710649,0.0001176595,-0.001289083,0,0,401
"402",0.0178348727,0.0001179523,0.01804566,0,0,402
"403",0.001661909,0.0001889235,-0.001288867,0,0,403
"404",0.0088109711,0.0001303751,0.009021723,0,0,404
"405",0.025958637,0.0001247751,0.02448343,0,0,405
"406",0.0143104821,0.0003145133,0.01030702,0,0,406
"407",-0.021506915,0.0002255554,-0.02319229,0,0,407
"408",0.0052275245,0.0002426129,0.009019863,0,0,408
"409",0.0014749028,0.000241794,0,0,0,409
"410",-0.003865556,0.0001889152,-0.003865556,0,0,410
"411",0.0019449691,0.0001845666,0.002577054,0,0,411
"412",0.0107289427,0.0001849792,0.01030755,0,0,412
"413",-0.004756633,0.0001870183,-0.006442095,0,0,413
"414",-0.003630347,0.0001621056,-0.002576954,0,0,414
"415",0.0150393537,0.0001521019,0.01546073,0,0,415
"416",0.0025280954,0.0002060974,0,0,0,416
"417",-0.01546073,0.0001556707,-0.01546073,0,0,417
"418",0.0064909546,0.0001887578,0.00901905,0,0,418
"419",0.0014747699,0.0001811264,0,0,0,419
"420",-0.01932753,0.0001402741,-0.01932753,0,0,420
"421",-0.013469924,0.0002387083,-0.01030954,0,0,421
"422",0.0176437328,0.0002204633,0.01932952,0,0,422
"423",0.0044492112,0.0002178342,0.001288502,0,0,423
"424",-0.020407338,0.0001947001,-0.02061803,0,0,424
"425",-0.008526574,0.0002786864,-0.005155171,0,0,425
"426",-0.012443069,0.0002186309,-0.01160011,0,0,426
"427",0.0019700334,0.0002014074,0.003866851,0,0,427
"428",0.0057878657,0.0002059051,0.005155569,0,0,428
"429",-0.000445843,0.0001862037,-0.001288867,0,0,429
"430",-0.000210752,0.0001626944,0,0,0,430
"431",0.01288793,0.0001595588,0.01288793,0,0,431
