"","time","tuba"
"156",156,0.084656
"157",157,0.06543
"158",158,0.047577
"159",159,0.027649
"160",160,0.003143
"161",161,-0.027985
"162",162,-0.068451
"163",163,-0.117889
"164",164,-0.176971
"165",165,-0.242981
"166",166,-0.314636
"167",167,-0.390289
"168",168,-0.464783
"169",169,-0.531738
"170",170,-0.584381
"171",171,-0.621521
"172",172,-0.641266
"173",173,-0.644226
"174",174,-0.628723
"175",175,-0.596436
"176",176,-0.547394
"177",177,-0.484772
"178",178,-0.409668
"179",179,-0.324371
"180",180,-0.233185
"181",181,-0.139648
"182",182,-0.048737
"183",183,0.034515
"184",184,0.105042
"185",185,0.160034
"186",186,0.197845
"187",187,0.219696
"188",188,0.226318
"189",189,0.222748
"190",190,0.213806
"191",191,0.203552
"192",192,0.195404
"193",193,0.192871
"194",194,0.19754
"195",195,0.210785
"196",196,0.230682
"197",197,0.254578
"198",198,0.280151
"199",199,0.30246
"200",200,0.3172
"201",201,0.320648
"202",202,0.30838
"203",203,0.281311
"204",204,0.240112
"205",205,0.189545
"206",206,0.133179
"207",207,0.075226
"208",208,0.019867
"209",209,-0.030121
"210",210,-0.072632
"211",211,-0.106262
"212",212,-0.13092
"213",213,-0.144196
"214",214,-0.145874
"215",215,-0.136475
"216",216,-0.116669
"217",217,-0.088196
"218",218,-0.055542
"219",219,-0.022858
"220",220,0.006104
"221",221,0.028961
"222",222,0.044281
"223",223,0.052551
"224",224,0.055359
"225",225,0.054626
"226",226,0.053436
"227",227,0.05188
"228",228,0.050598
"229",229,0.05014
"230",230,0.052277
"231",231,0.057068
"232",232,0.066467
"233",233,0.080566
"234",234,0.098846
"235",235,0.120911
"236",236,0.144562
"237",237,0.167999
"238",238,0.188751
"239",239,0.205658
"240",240,0.217468
"241",241,0.223877
"242",242,0.224396
"243",243,0.220428
"244",244,0.211823
"245",245,0.198792
"246",246,0.181213
"247",247,0.160431
"248",248,0.136749
"249",249,0.112122
"250",250,0.088501
"251",251,0.067078
"252",252,0.046997
"253",253,0.02597
"254",254,0.00177
"255",255,-0.028351
"256",256,-0.066528
"257",257,-0.114075
"258",258,-0.170776
"259",259,-0.235718
"260",260,-0.307434
"261",261,-0.383331
"262",262,-0.459717
"263",263,-0.528229
"264",264,-0.583313
"265",265,-0.621735
"266",266,-0.642609
"267",267,-0.645355
"268",268,-0.630585
"269",269,-0.599274
"270",270,-0.552643
"271",271,-0.492432
"272",272,-0.419952
"273",273,-0.337006
"274",274,-0.248047
"275",275,-0.156372
"276",276,-0.065765
"277",277,0.018799
"278",278,0.090851
"279",279,0.147858
"280",280,0.187347
"281",281,0.210968
"282",282,0.219757
"283",283,0.217987
"284",284,0.210297
"285",285,0.201294
"286",286,0.193481
"287",287,0.190552
"288",288,0.194702
"289",289,0.206207
"290",290,0.225067
"291",291,0.249084
"292",292,0.275055
"293",293,0.2995
"294",294,0.316833
"295",295,0.323212
"296",296,0.314056
"297",297,0.289398
"298",298,0.250397
"299",299,0.200867
"300",300,0.144867
"301",301,0.087219
"302",302,0.031738
"303",303,-0.018219
"304",304,-0.060577
"305",305,-0.09491
"306",306,-0.11969
"307",307,-0.134216
"308",308,-0.13739
"309",309,-0.129852
"310",310,-0.111053
"311",311,-0.083801
"312",312,-0.051483
"313",313,-0.018494
"314",314,0.010986
"315",315,0.035248
"316",316,0.05188
"317",317,0.061005
"318",318,0.064758
"319",319,0.064697
"320",320,0.06311
"321",321,0.061432
"322",322,0.059296
"323",323,0.058533
"324",324,0.059357
"325",325,0.063263
"326",326,0.07135
"327",327,0.084961
"328",328,0.102966
"329",329,0.12442
"330",330,0.147583
"331",331,0.169769
"332",332,0.190094
"333",333,0.20694
"334",334,0.219116
"335",335,0.225769
"336",336,0.226501
"337",337,0.222504
"338",338,0.214783
"339",339,0.202271
"340",340,0.185852
"341",341,0.166351
"342",342,0.145477
"343",343,0.123871
"344",344,0.103119
"345",345,0.08371
"346",346,0.065002
"347",347,0.045013
"348",348,0.021515
"349",349,-0.008545
"350",350,-0.046906
"351",351,-0.094086
"352",352,-0.150635
"353",353,-0.215088
"354",354,-0.285614
"355",355,-0.360535
"356",356,-0.436584
"357",357,-0.506531
"358",358,-0.565125
"359",359,-0.60965
"360",360,-0.636322
"361",361,-0.646576
"362",362,-0.637604
"363",363,-0.610199
"364",364,-0.565399
"365",365,-0.505768
"366",366,-0.433838
"367",367,-0.349976
"368",368,-0.260071
"369",369,-0.166931
"370",370,-0.074677
"371",371,0.01181
"372",372,0.085785
"373",373,0.145111
"374",374,0.187134
"375",375,0.213104
"376",376,0.223541
"377",377,0.221924
"378",378,0.213531
"379",379,0.202454
"380",380,0.192535
"381",381,0.187531
"382",382,0.189545
"383",383,0.19986
"384",384,0.218048
"385",385,0.241577
"386",386,0.267578
"387",387,0.291748
"388",388,0.309662
"389",389,0.315826
"390",390,0.307953
"391",391,0.284821
"392",392,0.248108
"393",393,0.199677
"394",394,0.144135
"395",395,0.08609
"396",396,0.029724
"397",397,-0.022461
"398",398,-0.068268
"399",399,-0.106415
"400",400,-0.135132
"401",401,-0.153839
"402",402,-0.160156
"403",403,-0.154663
"404",404,-0.138123
"405",405,-0.112885
"406",406,-0.080994
"407",407,-0.048401
"408",408,-0.01825
"409",409,0.006531
"410",410,0.024384
"411",411,0.035522
"412",412,0.040222
"413",413,0.041168
"414",414,0.040588
"415",415,0.039825
"416",416,0.039307
"417",417,0.039551
"418",418,0.041077
"419",419,0.045685
"420",420,0.054199
"421",421,0.068085
"422",422,0.086426
"423",423,0.107544
"424",424,0.131409
"425",425,0.154633
"426",426,0.175995
"427",427,0.193237
"428",428,0.206299
"429",429,0.213684
"430",430,0.215332
"431",431,0.212433
"432",432,0.205139
"433",433,0.193298
"434",434,0.177856
"435",435,0.158905
"436",436,0.138062
"437",437,0.115967
"438",438,0.093201
"439",439,0.071228
"440",440,0.050232
"441",441,0.028625
"442",442,0.00415
"443",443,-0.025848
"444",444,-0.063782
"445",445,-0.109985
"446",446,-0.166321
"447",447,-0.230835
"448",448,-0.301666
"449",449,-0.376373
"450",450,-0.451996
"451",451,-0.521057
"452",452,-0.577881
"453",453,-0.619263
"454",454,-0.643646
"455",455,-0.651184
"456",456,-0.641846
"457",457,-0.61554
"458",458,-0.573395
"459",459,-0.517365
"460",460,-0.448761
"461",461,-0.368347
"462",462,-0.280365
"463",463,-0.188293
"464",464,-0.095642
"465",465,-0.008179
"466",466,0.068726
"467",467,0.130585
"468",468,0.175659
"469",469,0.203857
"470",470,0.217163
"471",471,0.217499
"472",472,0.210083
"473",473,0.199646
"474",474,0.190552
"475",475,0.185547
"476",476,0.187561
"477",477,0.19751
"478",478,0.215668
"479",479,0.239227
"480",480,0.265472
"481",481,0.29068
"482",482,0.310974
"483",483,0.320892
"484",484,0.316071
"485",485,0.295349
"486",486,0.26001
"487",487,0.213104
"488",488,0.158173
"489",489,0.099701
"490",490,0.042664
"491",491,-0.01004
"492",492,-0.056274
"493",493,-0.095215
"494",494,-0.125183
"495",495,-0.144928
"496",496,-0.15329
"497",497,-0.149384
"498",498,-0.134247
"499",499,-0.10968
"500",500,-0.077087
"501",501,-0.042786
"502",502,-0.010834
"503",503,0.015656
"504",504,0.035156
"505",505,0.047668
"506",506,0.052399
"507",507,0.053162
"508",508,0.051483
"509",509,0.049683
"510",510,0.047668
"511",511,0.046997
"512",512,0.047485
"513",513,0.051178
"514",514,0.058716
"515",515,0.070923
"516",516,0.088745
"517",517,0.110626
"518",518,0.135254
"519",519,0.159485
"520",520,0.182465
"521",521,0.200989
"522",522,0.215088
"523",523,0.223511
"524",524,0.225433
"525",525,0.22171
"526",526,0.21283
"527",527,0.198578
"528",528,0.180634
"529",529,0.159729
"530",530,0.136139
"531",531,0.111847
"532",532,0.088501
"533",533,0.066772
"534",534,0.046173
"535",535,0.026031
"536",536,0.002838
"537",537,-0.025543
"538",538,-0.060913
"539",539,-0.104889
"540",540,-0.158173
"541",541,-0.220032
"542",542,-0.288757
"543",543,-0.362671
"544",544,-0.43869
"545",545,-0.51004
"546",546,-0.569946
"547",547,-0.615662
"548",548,-0.644714
"549",549,-0.656769
"550",550,-0.651672
"551",551,-0.629059
"552",552,-0.588684
"553",553,-0.533966
"554",554,-0.466278
"555",555,-0.385895
"556",556,-0.297577
"557",557,-0.204285
"558",558,-0.109741
"559",559,-0.019012
"560",560,0.060974
"561",561,0.127014
"562",562,0.175323
"563",563,0.207001
"564",564,0.223267
"565",565,0.226257
"566",566,0.22113
"567",567,0.212067
"568",568,0.203339
"569",569,0.197113
"570",570,0.197021
"571",571,0.204285
"572",572,0.21933
"573",573,0.240356
"574",574,0.264282
"575",575,0.2883
"576",576,0.307465
"577",577,0.317322
"578",578,0.313599
"579",579,0.294403
"580",580,0.260864
"581",581,0.215424
"582",582,0.161743
"583",583,0.104645
"584",584,0.048096
"585",585,-0.004486
"586",586,-0.051605
"587",587,-0.090973
"588",588,-0.122589
"589",589,-0.144623
"590",590,-0.154785
"591",591,-0.152924
"592",592,-0.139282
"593",593,-0.114105
"594",594,-0.081482
"595",595,-0.046143
"596",596,-0.012909
"597",597,0.014526
"598",598,0.034698
"599",599,0.047546
"600",600,0.053284
"601",601,0.053802
"602",602,0.052307
"603",603,0.049927
"604",604,0.048065
"605",605,0.04599
"606",606,0.045013
"607",607,0.046509
"608",608,0.052643
"609",609,0.063507
"610",610,0.079407
"611",611,0.100555
"612",612,0.125366
"613",613,0.151428
"614",614,0.175995
"615",615,0.197357
"616",616,0.214081
"617",617,0.225647
"618",618,0.230896
"619",619,0.230347
"620",620,0.224243
"621",621,0.212891
"622",622,0.195984
"623",623,0.174896
"624",624,0.149719
"625",625,0.122253
"626",626,0.093475
"627",627,0.066437
"628",628,0.04129
"629",629,0.017334
"630",630,-0.007599
"631",631,-0.036072
"632",632,-0.069977
"633",633,-0.112518
"634",634,-0.163788
"635",635,-0.224182
"636",636,-0.29126
"637",637,-0.36377
"638",638,-0.438599
"639",639,-0.509735
"640",640,-0.570587
"641",641,-0.616241
"642",642,-0.645691
"643",643,-0.656799
"644",644,-0.649963
"645",645,-0.624084
"646",646,-0.582397
"647",647,-0.526672
"648",648,-0.458618
"649",649,-0.379578
"650",650,-0.292328
"651",651,-0.200562
"652",652,-0.107574
"653",653,-0.016998
"654",654,0.064331
"655",655,0.130707
"656",656,0.180634
"657",657,0.212555
"658",658,0.228546
"659",659,0.230255
"660",660,0.222015
"661",661,0.209534
"662",662,0.195709
"663",663,0.185577
"664",664,0.182037
"665",665,0.187286
"666",666,0.201538
"667",667,0.223175
"668",668,0.248657
"669",669,0.274963
"670",670,0.296814
"671",671,0.309875
"672",672,0.309448
"673",673,0.292999
"674",674,0.260895
"675",675,0.21582
"676",676,0.161896
"677",677,0.103058
"678",678,0.043976
"679",679,-0.011414
"680",680,-0.060028
"681",681,-0.101624
"682",682,-0.133667
"683",683,-0.156006
"684",684,-0.16687
"685",685,-0.165314
"686",686,-0.152771
"687",687,-0.128662
"688",688,-0.096619
"689",689,-0.060303
"690",690,-0.026031
"691",691,0.003998
"692",692,0.027039
"693",693,0.042389
"694",694,0.050354
"695",695,0.052521
"696",696,0.051544
"697",697,0.049438
"698",698,0.047211
"699",699,0.045441
"700",700,0.044617
"701",701,0.046692
"702",702,0.05249
"703",703,0.063599
"704",704,0.080353
"705",705,0.101227
"706",706,0.125061
"707",707,0.150787
"708",708,0.175018
"709",709,0.196899
"710",710,0.213837
"711",711,0.225128
"712",712,0.230103
"713",713,0.228363
"714",714,0.221558
"715",715,0.208893
"716",716,0.191559
"717",717,0.17099
"718",718,0.147461
"719",719,0.122559
"720",720,0.098511
"721",721,0.075348
"722",722,0.053589
"723",723,0.032867
"724",724,0.010498
"725",725,-0.016479
"726",726,-0.049225
"727",727,-0.090759
"728",728,-0.142059
"729",729,-0.202332
"730",730,-0.269989
"731",731,-0.343475
"732",732,-0.419952
"733",733,-0.492737
"734",734,-0.555267
"735",735,-0.604645
"736",736,-0.637451
"737",737,-0.653015
"738",738,-0.650757
"739",739,-0.630157
"740",740,-0.590607
"741",741,-0.536377
"742",742,-0.468597
"743",743,-0.388397
"744",744,-0.299713
"745",745,-0.20697
"746",746,-0.112671
"747",747,-0.022064
"748",748,0.059479
"749",749,0.126831
"750",750,0.177185
"751",751,0.210876
"752",752,0.228088
"753",753,0.23111
"754",754,0.223846
"755",755,0.211609
"756",756,0.198761
"757",757,0.189056
"758",758,0.185028
"759",759,0.189911
"760",760,0.203674
"761",761,0.224823
"762",762,0.250214
"763",763,0.276428
"764",764,0.299194
"765",765,0.31366
"766",766,0.315521
"767",767,0.301727
"768",768,0.272552
"769",769,0.229858
"770",770,0.177704
"771",771,0.120422
"772",772,0.061646
"773",773,0.006317
"774",774,-0.043579
"775",775,-0.086273
"776",776,-0.121063
"777",777,-0.145844
"778",778,-0.159271
"779",779,-0.160431
"780",780,-0.149536
"781",781,-0.126831
"782",782,-0.096039
"783",783,-0.060181
"784",784,-0.025665
"785",785,0.00473
"786",786,0.02774
"787",787,0.042969
"788",788,0.051544
"789",789,0.054169
"790",790,0.053925
"791",791,0.05249
"792",792,0.051239
"793",793,0.050293
"794",794,0.050415
"795",795,0.052643
"796",796,0.05838
"797",797,0.069275
"798",798,0.085999
"799",799,0.107178
"800",800,0.131958
"801",801,0.158173
"802",802,0.183716
"803",803,0.206238
"804",804,0.223907
"805",805,0.236786
"806",806,0.243134
"807",807,0.243805
"808",808,0.23938
"809",809,0.229614
"810",810,0.214905
"811",811,0.195923
"812",812,0.173248
"813",813,0.14743
"814",814,0.121704
"815",815,0.096893
"816",816,0.073975
"817",817,0.052917
"818",818,0.031036
"819",819,0.005432
"820",820,-0.026337
"821",821,-0.066498
"822",822,-0.116333
"823",823,-0.175659
"824",824,-0.243317
"825",825,-0.317078
"826",826,-0.393646
"827",827,-0.467468
"828",828,-0.53241
"829",829,-0.583313
"830",830,-0.617889
"831",831,-0.635468
"832",832,-0.63678
"833",833,-0.61972
"834",834,-0.585175
"835",835,-0.535645
"836",836,-0.472046
"837",837,-0.395477
"838",838,-0.309601
"839",839,-0.217499
"840",840,-0.12381
"841",841,-0.032104
"842",842,0.051239
"843",843,0.121429
"844",844,0.175415
"845",845,0.211975
"846",846,0.232117
"847",847,0.237976
"848",848,0.232483
"849",849,0.221375
"850",850,0.208313
"851",851,0.197876
"852",852,0.192444
"853",853,0.196045
"854",854,0.208801
"855",855,0.229523
"856",856,0.25473
"857",857,0.281616
"858",858,0.30545
"859",859,0.321777
"860",860,0.325439
"861",861,0.313629
"862",862,0.286041
"863",863,0.245056
"864",864,0.194092
"865",865,0.137329
"866",866,0.079498
"867",867,0.024139
"868",868,-0.026276
"869",869,-0.070435
"870",870,-0.105652
"871",871,-0.131653
"872",872,-0.147034
"873",873,-0.150177
"874",874,-0.140747
"875",875,-0.120209
"876",876,-0.090668
"877",877,-0.055664
"878",878,-0.020813
"879",879,0.010193
"880",880,0.034485
"881",881,0.051422
"882",882,0.061005
"883",883,0.064941
"884",884,0.065582
"885",885,0.065186
"886",886,0.065033
"887",887,0.064758
"888",888,0.065094
"889",889,0.06723
"890",890,0.072632
"891",891,0.081909
"892",892,0.096313
"893",893,0.115509
"894",894,0.13855
"895",895,0.16391
"896",896,0.188232
"897",897,0.210114
"898",898,0.22879
"899",899,0.241699
"900",900,0.249023
"901",901,0.250732
"902",902,0.24762
"903",903,0.239502
"904",904,0.225677
"905",905,0.207947
"906",906,0.185638
"907",907,0.160095
"908",908,0.133209
"909",909,0.107452
"910",910,0.083557
"911",911,0.061523
"912",912,0.039551
"913",913,0.015503
"914",914,-0.013916
"915",915,-0.050568
"916",916,-0.096283
"917",917,-0.152039
"918",918,-0.216156
"919",919,-0.28656
"920",920,-0.361816
"921",921,-0.43573
"922",922,-0.501526
"923",923,-0.55426
"924",924,-0.591248
"925",925,-0.612091
"926",926,-0.616821
"927",927,-0.605103
"928",928,-0.576447
"929",929,-0.532135
"930",930,-0.474152
"931",931,-0.402557
"932",932,-0.319183
"933",933,-0.229401
"934",934,-0.13504
"935",935,-0.041077
"936",936,0.047241
"937",937,0.123108
"938",938,0.182709
"939",939,0.224792
"940",940,0.250458
"941",941,0.26062
"942",942,0.258331
"943",943,0.249023
"944",944,0.237061
"945",945,0.225922
"946",946,0.219391
"947",947,0.219849
"948",948,0.228973
"949",949,0.24585
"950",950,0.268585
"951",951,0.29361
"952",952,0.316956
"953",953,0.333557
"954",954,0.338837
"955",955,0.329163
"956",956,0.303802
"957",957,0.263702
"958",958,0.213867
"959",959,0.157318
"960",960,0.098724
"961",961,0.042419
"962",962,-0.009613
"963",963,-0.055664
"964",964,-0.093475
"965",965,-0.122772
"966",966,-0.141235
"967",967,-0.14679
"968",968,-0.140289
"969",969,-0.121643
"970",970,-0.092468
"971",971,-0.057312
"972",972,-0.021545
"973",973,0.009491
"974",974,0.034485
"975",975,0.050903
"976",976,0.059906
"977",977,0.063507
"978",978,0.063202
"979",979,0.061371
"980",980,0.059448
"981",981,0.057861
"982",982,0.056763
"983",983,0.057739
"984",984,0.06134
"985",985,0.069824
"986",986,0.083344
"987",987,0.101776
"988",988,0.124268
"989",989,0.148956
"990",990,0.173798
"991",991,0.196594
"992",992,0.215698
"993",993,0.230408
"994",994,0.239624
"995",995,0.241974
"996",996,0.239258
"997",997,0.231384
"998",998,0.217865
"999",999,0.199677
"1000",1000,0.178223
"1001",1001,0.153625
"1002",1002,0.128387
"1003",1003,0.104156
"1004",1004,0.081665
"1005",1005,0.06131
"1006",1006,0.041046
"1007",1007,0.017517
"1008",1008,-0.010834
"1009",1009,-0.047363
"1010",1010,-0.093048
"1011",1011,-0.148773
"1012",1012,-0.211792
"1013",1013,-0.282257
"1014",1014,-0.356964
"1015",1015,-0.432526
"1016",1016,-0.50119
"1017",1017,-0.557648
"1018",1018,-0.598877
"1019",1019,-0.623199
"1020",1020,-0.629425
"1021",1021,-0.616577
"1022",1022,-0.585693
"1023",1023,-0.537292
"1024",1024,-0.474487
"1025",1025,-0.398804
"1026",1026,-0.312622
"1027",1027,-0.220276
"1028",1028,-0.125031
"1029",1029,-0.029999
"1030",1030,0.058197
"1031",1031,0.13382
"1032",1032,0.192841
"1033",1033,0.234406
"1034",1034,0.258392
"1035",1035,0.266663
"1036",1036,0.262451
"1037",1037,0.250946
"1038",1038,0.236359
"1039",1039,0.222931
"1040",1040,0.213623
"1041",1041,0.212067
"1042",1042,0.219696
"1043",1043,0.235901
"1044",1044,0.25824
"1045",1045,0.28418
"1046",1046,0.308868
"1047",1047,0.328125
"1048",1048,0.337433
"1049",1049,0.332581
"1050",1050,0.311798
"1051",1051,0.277069
"1052",1052,0.230652
"1053",1053,0.175629
"1054",1054,0.117828
"1055",1055,0.061401
"1056",1056,0.009399
"1057",1057,-0.036652
"1058",1058,-0.074585
"1059",1059,-0.104004
"1060",1060,-0.121948
"1061",1061,-0.128357
"1062",1062,-0.123199
"1063",1063,-0.106842
"1064",1064,-0.080292
"1065",1065,-0.047577
"1066",1066,-0.013794
"1067",1067,0.017914
"1068",1068,0.04361
"1069",1069,0.062042
"1070",1070,0.073029
"1071",1071,0.077026
"1072",1072,0.076874
"1073",1073,0.074463
"1074",1074,0.071442
"1075",1075,0.068176
"1076",1076,0.065002
"1077",1077,0.064575
"1078",1078,0.066467
"1079",1079,0.073029
"1080",1080,0.084991
"1081",1081,0.102081
"1082",1082,0.123352
"1083",1083,0.147308
"1084",1084,0.171295
"1085",1085,0.193604
"1086",1086,0.212891
"1087",1087,0.227509
"1088",1088,0.236664
"1089",1089,0.240021
"1090",1090,0.239014
"1091",1091,0.233459
"1092",1092,0.222107
"1093",1093,0.206329
"1094",1094,0.186676
"1095",1095,0.163513
"1096",1096,0.138489
"1097",1097,0.113525
"1098",1098,0.089172
"1099",1099,0.066132
"1100",1100,0.043091
"1101",1101,0.01709
"1102",1102,-0.014282
"1103",1103,-0.052734
"1104",1104,-0.098999
"1105",1105,-0.154846
"1106",1106,-0.218323
"1107",1107,-0.288147
"1108",1108,-0.363464
"1109",1109,-0.43808
"1110",1110,-0.506195
"1111",1111,-0.563171
"1112",1112,-0.605225
"1113",1113,-0.629669
"1114",1114,-0.637329
"1115",1115,-0.626312
"1116",1116,-0.597107
"1117",1117,-0.551147
"1118",1118,-0.491974
"1119",1119,-0.419403
"1120",1120,-0.33551
"1121",1121,-0.245026
"1122",1122,-0.15155
"1123",1123,-0.057465
"1124",1124,0.031219
"1125",1125,0.108063
"1126",1126,0.169342
"1127",1127,0.212524
"1128",1128,0.238312
"1129",1129,0.248596
"1130",1130,0.245392
"1131",1131,0.233948
"1132",1132,0.219604
"1133",1133,0.205872
"1134",1134,0.196472
"1135",1135,0.194427
"1136",1136,0.201691
"1137",1137,0.216949
"1138",1138,0.239532
"1139",1139,0.26532
"1140",1140,0.290283
"1141",1141,0.30957
"1142",1142,0.318359
"1143",1143,0.313202
"1144",1144,0.292358
"1145",1145,0.257843
"1146",1146,0.211395
"1147",1147,0.157654
"1148",1148,0.100067
"1149",1149,0.04364
"1150",1150,-0.008698
"1151",1151,-0.055237
"1152",1152,-0.094238
"1153",1153,-0.123932
"1154",1154,-0.142853
"1155",1155,-0.14978
"1156",1156,-0.144653
"1157",1157,-0.127869
"1158",1158,-0.1008
"1159",1159,-0.066437
"1160",1160,-0.030914
"1161",1161,0.001678
"1162",1162,0.028564
"1163",1163,0.048065
"1164",1164,0.059662
"1165",1165,0.065063
"1166",1166,0.065796
"1167",1167,0.064545
"1168",1168,0.06308
"1169",1169,0.061737
"1170",1170,0.060364
"1171",1171,0.061218
"1172",1172,0.064789
"1173",1173,0.072876
"1174",1174,0.086273
"1175",1175,0.105072
"1176",1176,0.127563
"1177",1177,0.1521
"1178",1178,0.176758
"1179",1179,0.19931
"1180",1180,0.21759
"1181",1181,0.231537
"1182",1182,0.240082
"1183",1183,0.241669
"1184",1184,0.238525
"1185",1185,0.230286
"1186",1186,0.217621
"1187",1187,0.201691
"1188",1188,0.181854
"1189",1189,0.159485
"1190",1190,0.135895
"1191",1191,0.113251
"1192",1192,0.092255
"1193",1193,0.073914
"1194",1194,0.056793
"1195",1195,0.03653
"1196",1196,0.010864
"1197",1197,-0.021149
"1198",1198,-0.063416
"1199",1199,-0.116302
"1200",1200,-0.177979
"1201",1201,-0.246948
"1202",1202,-0.321686
"1203",1203,-0.397217
"1204",1204,-0.467468
"1205",1205,-0.525696
"1206",1206,-0.569916
"1207",1207,-0.597565
"1208",1208,-0.609497
"1209",1209,-0.605133
"1210",1210,-0.583618
"1211",1211,-0.546478
"1212",1212,-0.495392
"1213",1213,-0.429993
"1214",1214,-0.352448
"1215",1215,-0.265747
"1216",1216,-0.174042
"1217",1217,-0.081085
"1218",1218,0.008514
"1219",1219,0.087708
"1220",1220,0.152527
"1221",1221,0.200287
"1222",1222,0.23053
"1223",1223,0.245148
"1224",1224,0.246368
"1225",1225,0.238281
"1226",1226,0.226837
"1227",1227,0.214661
"1228",1228,0.205688
"1229",1229,0.203674
"1230",1230,0.20929
"1231",1231,0.223419
"1232",1232,0.24408
"1233",1233,0.268585
"1234",1234,0.292511
"1235",1235,0.312317
"1236",1236,0.322479
"1237",1237,0.320007
"1238",1238,0.301575
"1239",1239,0.268616
"1240",1240,0.22403
"1241",1241,0.170776
"1242",1242,0.114685
"1243",1243,0.058838
"1244",1244,0.006378
"1245",1245,-0.0401
"1246",1246,-0.07962
"1247",1247,-0.111053
"1248",1248,-0.132751
"1249",1249,-0.142426
"1250",1250,-0.139893
"1251",1251,-0.125397
"1252",1252,-0.100464
"1253",1253,-0.06839
"1254",1254,-0.033813
"1255",1255,-0.002258
"1256",1256,0.024323
"1257",1257,0.043335
"1258",1258,0.054962
"1259",1259,0.059875
"1260",1260,0.060211
"1261",1261,0.057953
"1262",1262,0.055603
"1263",1263,0.05304
"1264",1264,0.050415
"1265",1265,0.048767
"1266",1266,0.050262
"1267",1267,0.055756
"1268",1268,0.066681
"1269",1269,0.083252
"1270",1270,0.104126
"1271",1271,0.12793
"1272",1272,0.152466
"1273",1273,0.175873
"1274",1274,0.196198
"1275",1275,0.212891
"1276",1276,0.224792
"1277",1277,0.230682
"1278",1278,0.231384
"1279",1279,0.226288
"1280",1280,0.215698
"1281",1281,0.200195
"1282",1282,0.180267
"1283",1283,0.156891
"1284",1284,0.131622
"1285",1285,0.106934
"1286",1286,0.084686
"1287",1287,0.064209
"1288",1288,0.04483
"1289",1289,0.024323
"1290",1290,-0.001495
"1291",1291,-0.033997
"1292",1292,-0.075409
"1293",1293,-0.126923
