"","x","y","z"
"alabama,bibb,2",-87.3073120117188,32.8419418334961,NA
"alabama,bibb,3",-87.3073120117188,32.8763198852539,NA
"alabama,bibb,4",-87.4161682128906,32.8763198852539,NA
"alabama,bibb,5",-87.4104385375977,33.002368927002,NA
"alabama,bibb,6",-87.3015823364258,33.0138282775879,NA
"alabama,bibb,7",-87.2901153564453,33.1112289428711,NA
"alabama,bibb,8",-87.2442779541016,33.1398811340332,NA
"alabama,bibb,9",-87.1869888305664,33.1456069946289,NA
"alabama,bibb,10",-87.1755294799805,33.2143630981445,NA
"alabama,bibb,11",-87.1125030517578,33.2430114746094,NA
"alabama,bibb,12",-87.078125,33.2430114746094,NA
"alabama,bibb,13",-87.0609359741211,33.2487411499023,NA
"alabama,bibb,14",-87.0265579223633,33.2487411499023,NA
"alabama,bibb,15",-87.0265579223633,33.1742553710938,NA
"alabama,bibb,16",-86.986457824707,33.1570663452148,NA
"alabama,bibb,17",-86.986457824707,33.1169624328613,NA
"alabama,bibb,18",-86.8833160400391,33.0367469787598,NA
"alabama,bibb,19",-86.8775863647461,32.8419418334961,NA
"alabama,bibb,20",-87.0208282470703,32.8362083435059,NA
"alabama,blount",NA,NA,1
"alabama,blount,1",-86.9578018188477,33.8618049621582,NA
"alabama,blount,2",-86.9119644165039,33.890453338623,NA
"alabama,blount,3",-86.8775863647461,33.9362907409668,NA
"alabama,blount,4",-86.7744598388672,33.9706649780273,NA
"alabama,blount,5",-86.6827850341797,34.0737991333008,NA
"alabama,blount,6",-86.6827850341797,34.0967178344727,NA
"alabama,blount,7",-86.6484069824219,34.0967178344727,NA
"alabama,blount,8",-86.5452728271484,34.1941223144531,NA
"alabama,blount,9",-86.5108947753906,34.2571449279785,NA
"alabama,blount,10",-86.4822463989258,34.2686042785645,NA
"alabama,blount,11",-86.4536056518555,34.2686042785645,NA
"alabama,blount,12",-86.3103637695312,34.1139068603516,NA
"alabama,blount,13",-86.3218231201172,34.0623397827148,NA
"alabama,blount,14",-86.356201171875,33.9649391174316,NA
"alabama,blount,15",-86.3332824707031,33.9477462768555,NA
"alabama,blount,16",-86.350471496582,33.901912689209,NA
"alabama,blount,17",-86.4822463989258,33.8102378845215,NA
"alabama,blount,18",-86.5681915283203,33.8102378845215,NA
"alabama,blount,19",-86.5681915283203,33.7758636474609,NA
"alabama,blount,20",-86.631217956543,33.7758636474609,NA
"alabama,blount,21",-86.7343521118164,33.8503456115723,NA
"alabama,blount,22",-86.889045715332,33.8560752868652,NA
"alabama,blount,23",-86.9406204223633,33.8102378845215,NA
"alabama,blount,24",-86.9578018188477,33.8618049621582,NA
"alabama,bullock",NA,NA,0.613654394509415
"alabama,bullock,1",-85.6686553955078,31.8793716430664,NA
"alabama,bullock,2",-85.7947006225586,31.8908290863037,NA
"alabama,bullock,3",-85.7947006225586,31.9710464477539,NA
"alabama,bullock,4",-85.8749160766602,31.9767742156982,NA
"alabama,bullock,5",-85.897834777832,32.0569877624512,NA
"alabama,bullock,6",-85.9551315307617,32.0684471130371,NA
"alabama,bullock,7",-85.9952392578125,32.0569877624512,NA
"alabama,bullock,8",-85.9895095825195,32.2804412841797,NA
"alabama,bullock,9",-85.9150238037109,32.2804412841797,NA
"alabama,bullock,10",-85.903564453125,32.2919006347656,NA
"alabama,bullock,11",-85.8921051025391,32.3033599853516,NA
"alabama,bullock,12",-85.8634567260742,32.2517929077148,NA
"alabama,bullock,13",-85.4394683837891,32.2403335571289,NA
"alabama,bullock,14",-85.4280090332031,32.0283432006836,NA
"alabama,bullock,15",-85.4681167602539,32.0168800354004,NA
"alabama,bullock,16",-85.4681167602539,32.0340690612793,NA
"alabama,bullock,17",-85.4853057861328,32.0168800354004,NA
"alabama,bullock,18",-85.5712432861328,32.0111541748047,NA
"alabama,bullock,19",-85.5998916625977,31.9595851898193,NA
"alabama,bullock,20",-85.6686553955078,31.8793716430664,NA
"alabama,butler",NA,NA,0.978830553647463
"alabama,butler,1",-86.8604049682617,31.9595851898193,NA
"alabama,butler,2",-86.4536056518555,31.9595851898193,NA
"alabama,butler,3",-86.4536056518555,31.6673755645752,NA
"alabama,butler,4",-86.5108947753906,31.6673755645752,NA
"alabama,butler,5",-86.5108947753906,31.5355987548828,NA
"alabama,butler,6",-86.8546752929688,31.5470561981201,NA
"alabama,butler,7",-86.8833160400391,31.5986232757568,NA
"alabama,butler,8",-86.9005126953125,31.6043510437012,NA
"alabama,butler,9",-86.9062423706055,31.9595851898193,NA
"alabama,butler,10",-86.8604049682617,31.9595851898193,NA
"alabama,calhoun",NA,NA,0.765787782594441
"alabama,calhoun,1",-85.7431335449219,33.9649391174316,NA
"alabama,calhoun,2",-85.5311431884766,33.9477462768555,NA
"alabama,calhoun,3",-85.5254058837891,33.896183013916,NA
"alabama,calhoun,4",-85.6056213378906,33.896183013916,NA
"alabama,calhoun,5",-85.63427734375,33.8847236633301,NA
"alabama,calhoun,6",-85.63427734375,33.8560752868652,NA
"alabama,calhoun,7",-85.5941619873047,33.8560752868652,NA
"alabama,calhoun,8",-85.6113510131836,33.7987823486328,NA
"alabama,calhoun,9",-85.6399993896484,33.7815933227539,NA
"alabama,calhoun,10",-85.6399993896484,33.6555404663086,NA
"alabama,calhoun,11",-85.6571884155273,33.6555404663086,NA
"alabama,calhoun,12",-85.7374038696289,33.6268920898438,NA
"alabama,calhoun,13",-85.7545928955078,33.5638656616211,NA
"alabama,calhoun,14",-85.8004302978516,33.5581359863281,NA
"alabama,calhoun,15",-85.8004302978516,33.586784362793,NA
"alabama,calhoun,16",-85.9895095825195,33.6039733886719,NA
"alabama,calhoun,17",-86.081184387207,33.6899185180664,NA
"alabama,calhoun,18",-86.1499328613281,33.6841888427734,NA
"alabama,calhoun,19",-86.1499328613281,33.6956481933594,NA
"alabama,calhoun,20",-86.0697174072266,33.7644004821777,NA
"alabama,calhoun,21",-86.0525283813477,33.7644004821777,NA
"alabama,calhoun,22",-86.0582580566406,33.8331565856934,NA
"alabama,calhoun,23",-86.0181503295898,33.8675346374512,NA
"alabama,calhoun,24",-85.9952392578125,33.8675346374512,NA
"alabama,calhoun,25",-85.9551315307617,33.9191017150879,NA
"alabama,calhoun,26",-85.897834777832,33.907642364502,NA
"alabama,calhoun,27",-85.8749160766602,33.9477462768555,NA
"alabama,calhoun,28",-85.8462677001953,33.9477462768555,NA
"alabama,calhoun,29",-85.8462677001953,33.9649391174316,NA
"alabama,calhoun,30",-85.7889709472656,33.9534797668457,NA
"alabama,calhoun,31",-85.7431335449219,33.9649391174316,NA
"alabama,chambers",NA,NA,0.542407344085044
"alabama,chambers,1",-85.5941619873047,33.1054992675781,NA
"alabama,chambers,2",-85.2389297485352,33.1054992675781,NA
"alabama,chambers,3",-85.1930923461914,32.8591270446777,NA
"alabama,chambers,4",-85.1300735473633,32.7502670288086,NA
"alabama,chambers,5",-85.2904968261719,32.7502670288086,NA
"alabama,chambers,6",-85.4165496826172,32.7445373535156,NA
"alabama,chambers,7",-85.4165496826172,32.7559967041016,NA
"alabama,chambers,8",-85.4337310791016,32.7502670288086,NA
"alabama,chambers,9",-85.5827102661133,32.7445373535156,NA
"alabama,chambers,10",-85.5941619873047,33.1054992675781,NA
"alabama,cherokee",NA,NA,0.846080983158993
"alabama,cherokee,1",-85.4681167602539,34.2628746032715,NA
"alabama,cherokee,2",-85.4050903320312,33.9592094421387,NA
"alabama,cherokee,3",-85.5024948120117,33.9649391174316,NA
"alabama,cherokee,4",-85.5311431884766,33.9534797668457,NA
"alabama,cherokee,5",-85.7431335449219,33.9649391174316,NA
"alabama,cherokee,6",-85.7947006225586,34.090991973877,NA
"alabama,cherokee,7",-85.7889709472656,34.1310958862305,NA
"alabama,cherokee,8",-85.8061599731445,34.1310958862305,NA
"alabama,cherokee,9",-85.8348083496094,34.1196365356445,NA
"alabama,cherokee,10",-85.8290786743164,34.1941223144531,NA
"alabama,cherokee,11",-85.8749160766602,34.1941223144531,NA
"alabama,cherokee,12",-85.8348083496094,34.211311340332,NA
"alabama,cherokee,13",-85.6743850708008,34.3373603820801,NA
"alabama,cherokee,14",-85.6686553955078,34.3717384338379,NA
"alabama,cherokee,15",-85.6457290649414,34.3660087585449,NA
"alabama,cherokee,16",-85.5827102661133,34.4347648620605,NA
"alabama,cherokee,17",-85.5941619873047,34.492057800293,NA
"alabama,cherokee,18",-85.6170806884766,34.492057800293,NA
"alabama,cherokee,19",-85.5426025390625,34.6181106567383,NA
"alabama,cherokee,20",-85.4681167602539,34.2628746032715,NA
"alabama,chilton",NA,NA,0.826929894258933
"alabama,chilton,1",-86.5166244506836,33.0310173034668,NA
"alabama,chilton,2",-86.4822463989258,32.8935089111328,NA
"alabama,chilton,3",-86.4478759765625,32.864860534668,NA
"alabama,chilton,4",-86.4421463012695,32.8247528076172,NA
"alabama,chilton,5",-86.3791122436523,32.7502670288086,NA
"alabama,chilton,6",-86.4192199707031,32.7559967041016,NA
"alabama,chilton,7",-86.4192199707031,32.7044296264648,NA
"alabama,chilton,8",-86.6999740600586,32.7101631164551,NA
"alabama,chilton,9",-86.6999740600586,32.6643257141113,NA
"alabama,chilton,10",-87.0208282470703,32.6643257141113,NA
"alabama,chilton,11",-87.0208282470703,32.8362083435059,NA
"alabama,chilton,12",-86.8775863647461,32.8419418334961,NA
"alabama,chilton,13",-86.8775863647461,33.0768547058105,NA
"alabama,chilton,14",-86.6082992553711,33.0596656799316,NA
"alabama,chilton,15",-86.5166244506836,33.0310173034668,NA
"alabama,choctaw",NA,NA,0.194346539210528
"alabama,choctaw,1",-87.9203720092773,32.3090896606445,NA
"alabama,choctaw,2",-87.9146423339844,32.2861709594727,NA
"alabama,choctaw,3",-88.0120468139648,32.2919006347656,NA
"alabama,choctaw,4",-88.0005874633789,32.1658515930176,NA
"alabama,choctaw,5",-88.0464248657227,32.1257438659668,NA
"alabama,choctaw,6",-88.0521545410156,32.0741806030273,NA
"alabama,choctaw,7",-88.0922622680664,32.0741806030273,NA
"alabama,choctaw,8",-88.1151809692383,32.0168800354004,NA
"alabama,choctaw,9",-88.063606262207,31.9996929168701,NA
"alabama,choctaw,10",-88.063606262207,31.9825038909912,NA
"alabama,choctaw,11",-88.0922622680664,31.9595851898193,NA
"alabama,choctaw,12",-88.0521545410156,31.9366664886475,NA
"alabama,choctaw,13",-88.1094436645508,31.9137477874756,NA
"alabama,choctaw,14",-88.1782073974609,31.8278045654297,NA
"alabama,choctaw,15",-88.1380996704102,31.7647819519043,NA
"alabama,choctaw,16",-88.1094436645508,31.7647819519043,NA
"alabama,choctaw,17",-88.0922622680664,31.7017555236816,NA
"alabama,choctaw,18",-88.4646835327148,31.6960258483887,NA
"alabama,choctaw,19",-88.4761428833008,31.8908290863037,NA
"alabama,choctaw,20",-88.430305480957,32.3090896606445,NA
"alabama,choctaw,21",-87.9203720092773,32.3090896606445,NA
"alabama,clarke",NA,NA,0.42256611934863
"alabama,clarke,1",-88.063606262207,31.9996929168701,NA
"alabama,clarke,2",-87.6625442504883,31.9939613342285,NA
"alabama,clarke,3",-87.6625442504883,31.8793716430664,NA
"alabama,clarke,4",-87.610969543457,31.8793716430664,NA
"alabama,clarke,5",-87.6052474975586,31.8335342407227,NA
"alabama,clarke,6",-87.5078430175781,31.8220767974854,NA
"alabama,clarke,7",-87.5135726928711,31.707483291626,NA
"alabama,clarke,8",-87.5594100952148,31.707483291626,NA
"alabama,clarke,9",-87.5594100952148,31.5585174560547,NA
"alabama,clarke,10",-87.6052474975586,31.5241374969482,NA
"alabama,clarke,11",-87.5422210693359,31.4725723266602,NA
"alabama,clarke,12",-87.5937881469727,31.4152774810791,NA
"alabama,clarke,13",-87.6510848999023,31.4267349243164,NA
"alabama,clarke,14",-87.7026443481445,31.4038162231445,NA
"alabama,clarke,15",-87.719841003418,31.3407917022705,NA
"alabama,clarke,16",-87.7542190551758,31.3694400787354,NA
"alabama,clarke,17",-87.7714080810547,31.3064136505127,NA
"alabama,clarke,18",-87.8000564575195,31.3064136505127,NA
"alabama,clarke,19",-87.7885894775391,31.2777652740479,NA
"alabama,clarke,20",-87.8172378540039,31.2777652740479,NA
"alabama,clarke,21",-87.8516235351562,31.2433891296387,NA
"alabama,clarke,22",-87.8401565551758,31.2090129852295,NA
"alabama,clarke,23",-87.8688049316406,31.2090129852295,NA
"alabama,clarke,24",-87.8630752563477,31.180362701416,NA
"alabama,clarke,25",-87.8802642822266,31.1517143249512,NA
"alabama,clarke,26",-87.9318313598633,31.1517143249512,NA
"alabama,clarke,27",-87.9719390869141,31.1689052581787,NA
"alabama,clarke,28",-87.9375686645508,31.1860942840576,NA
"alabama,clarke,29",-87.9375686645508,31.2090129852295,NA
"alabama,clarke,30",-87.9318313598633,31.2376575469971,NA
"alabama,clarke,31",-87.9719390869141,31.2663078308105,NA
"alabama,clarke,32",-87.9490203857422,31.2834949493408,NA
"alabama,clarke,33",-87.9547500610352,31.3178730010986,NA
"alabama,clarke,34",-87.9318313598633,31.3178730010986,NA
"alabama,clarke,35",-87.9261016845703,31.3407917022705,NA
"alabama,clarke,36",-87.9031829833984,31.3407917022705,NA
"alabama,clarke,37",-87.8859939575195,31.3808975219727,NA
"alabama,clarke,38",-87.9375686645508,31.3808975219727,NA
"alabama,clarke,39",-87.9089126586914,31.4152774810791,NA
"alabama,clarke,40",-87.9031829833984,31.5069484710693,NA
"alabama,clarke,41",-88.0292358398438,31.5871620178223,NA
"alabama,clarke,42",-88.0808029174805,31.6043510437012,NA
"alabama,clarke,43",-88.0922622680664,31.7418632507324,NA
"alabama,clarke,44",-88.1380996704102,31.7647819519043,NA
"alabama,clarke,45",-88.1782073974609,31.8278045654297,NA
"alabama,clarke,46",-88.1151809692383,31.9022903442383,NA
"alabama,clarke,47",-88.0464248657227,31.9252090454102,NA
"alabama,clarke,48",-88.0922622680664,31.9595851898193,NA
"alabama,clarke,49",-88.063606262207,31.9996929168701,NA
"alabama,clay",NA,NA,0.655827543771067
"alabama,clay,1",-86.0124206542969,33.0940437316895,NA
"alabama,clay,2",-86.1728515625,33.1112289428711,NA
"alabama,clay,3",-86.1671295166016,33.2029037475586,NA
"alabama,clay,4",-86.1098251342773,33.1971740722656,NA
"alabama,clay,5",-86.1040954589844,33.2888450622559,NA
"alabama,clay,6",-85.9780426025391,33.2888450622559,NA
"alabama,clay,7",-85.9780426025391,33.3919792175293,NA
"alabama,clay,8",-85.9264755249023,33.4034385681152,NA
"alabama,clay,9",-85.9264755249023,33.4607353210449,NA
"alabama,clay,10",-85.903564453125,33.4607353210449,NA
"alabama,clay,11",-85.903564453125,33.5008430480957,NA
"alabama,clay,12",-85.8691864013672,33.4893836975098,NA
"alabama,clay,13",-85.8863677978516,33.4779243469238,NA
"alabama,clay,14",-85.7889709472656,33.4721946716309,NA
"alabama,clay,15",-85.7545928955078,33.5008430480957,NA
"alabama,clay,16",-85.6399993896484,33.4951095581055,NA
"alabama,clay,17",-85.6399993896484,33.3461456298828,NA
"alabama,clay,18",-85.6228179931641,33.3461456298828,NA
"alabama,clay,19",-85.6399993896484,33.3232269287109,NA
"alabama,clay,20",-85.6457290649414,33.1112289428711,NA
"alabama,clay,21",-85.9723129272461,33.1112289428711,NA
"alabama,clay,22",-86.0124206542969,33.0940437316895,NA
"alabama,cleburne",NA,NA,0.739651302739597
"alabama,cleburne,1",-85.3477935791016,33.6612701416016,NA
"alabama,cleburne,2",-85.3134155273438,33.4951095581055,NA
"alabama,cleburne,3",-85.7545928955078,33.5008430480957,NA
"alabama,cleburne,4",-85.7889709472656,33.4721946716309,NA
"alabama,cleburne,5",-85.8691864013672,33.4779243469238,NA
"alabama,cleburne,6",-85.8004302978516,33.5581359863281,NA
"alabama,cleburne,7",-85.7545928955078,33.5638656616211,NA
"alabama,cleburne,8",-85.7545928955078,33.6039733886719,NA
"alabama,cleburne,9",-85.7374038696289,33.6268920898438,NA
"alabama,cleburne,10",-85.6686553955078,33.638355255127,NA
"alabama,cleburne,11",-85.6571884155273,33.6555404663086,NA
"alabama,cleburne,12",-85.6399993896484,33.6555404663086,NA
"alabama,cleburne,13",-85.6399993896484,33.7815933227539,NA
"alabama,cleburne,14",-85.6113510131836,33.7987823486328,NA
"alabama,cleburne,15",-85.5941619873047,33.8560752868652,NA
"alabama,cleburne,16",-85.63427734375,33.8560752868652,NA
"alabama,cleburne,17",-85.63427734375,33.8847236633301,NA
"alabama,cleburne,18",-85.6056213378906,33.896183013916,NA
"alabama,cleburne,19",-85.5254058837891,33.896183013916,NA
"alabama,cleburne,20",-85.5311431884766,33.9477462768555,NA
"alabama,cleburne,21",-85.5024948120117,33.9649391174316,NA
"alabama,cleburne,22",-85.4050903320312,33.9592094421387,NA
"alabama,cleburne,23",-85.3477935791016,33.6612701416016,NA
"alabama,coffee",NA,NA,0.714404302912107
"alabama,coffee,1",-86.1556625366211,31.6158123016357,NA
"alabama,coffee,2",-85.7947006225586,31.6158123016357,NA
"alabama,coffee,3",-85.7947006225586,31.1918201446533,NA
"alabama,coffee,4",-86.2014999389648,31.1860942840576,NA
"alabama,coffee,5",-86.2014999389648,31.4381923675537,NA
"alabama,coffee,6",-86.2014999389648,31.5298671722412,NA
"alabama,coffee,7",-86.1671295166016,31.5298671722412,NA
"alabama,coffee,8",-86.1556625366211,31.6158123016357,NA
"alabama,colbert",NA,NA,0.855803420923816
"alabama,colbert,1",-87.5193023681641,34.5722732543945,NA
"alabama,colbert,2",-88.1495513916016,34.5837326049805,NA
"alabama,colbert,3",-88.1094436645508,34.8988571166992,NA
"alabama,colbert,4",-87.9719390869141,34.8702125549316,NA
"alabama,colbert,5",-87.9318313598633,34.801456451416,NA
"alabama,colbert,6",-87.8172378540039,34.7327003479004,NA
"alabama,colbert,7",-87.7771301269531,34.7327003479004,NA
"alabama,colbert,8",-87.6797332763672,34.7842674255371,NA
"alabama,colbert,9",-87.6052474975586,34.8186454772949,NA
"alabama,colbert,10",-87.5823287963867,34.8243751525879,NA
"alabama,colbert,11",-87.4276275634766,34.801456451416,NA
"alabama,colbert,12",-87.439094543457,34.663948059082,NA
"alabama,colbert,13",-87.4849319458008,34.6352996826172,NA
"alabama,colbert,14",-87.5135726928711,34.6181106567383,NA
"alabama,colbert,15",-87.5193023681641,34.5722732543945,NA
"alabama,conecuh",NA,NA,0.956865224649499
"alabama,conecuh,1",-87.4333572387695,31.2605762481689,NA
"alabama,conecuh,2",-87.1984481811523,31.4725723266602,NA
"alabama,conecuh,3",-87.1354217529297,31.627269744873,NA
"alabama,conecuh,4",-87.1354217529297,31.6559181213379,NA
"alabama,conecuh,5",-87.0552062988281,31.6845645904541,NA
"alabama,conecuh,6",-87.0437469482422,31.7246723175049,NA
"alabama,conecuh,7",-86.9062423706055,31.7590503692627,NA
"alabama,conecuh,8",-86.9062423706055,31.6616497039795,NA
"alabama,conecuh,9",-86.8947830200195,31.632999420166,NA
"alabama,conecuh,10",-86.8947830200195,31.6158123016357,NA
"alabama,conecuh,11",-86.8546752929688,31.5470561981201,NA
"alabama,conecuh,12",-86.7114334106445,31.5355987548828,NA
"alabama,conecuh,13",-86.705696105957,31.4725723266602,NA
"alabama,conecuh,14",-86.6713256835938,31.4496536254883,NA
"alabama,conecuh,15",-86.6655960083008,31.4038162231445,NA
"alabama,conecuh,16",-86.6999740600586,31.3522510528564,NA
"alabama,conecuh,17",-86.6999740600586,31.1918201446533,NA
"alabama,conecuh,18",-86.7515335083008,31.2032814025879,NA
"alabama,conecuh,19",-86.7572708129883,31.2663078308105,NA
"alabama,conecuh,20",-87.4333572387695,31.2605762481689,NA
"alabama,coosa",NA,NA,0.897851074855274
"alabama,coosa,1",-86.5166244506836,33.0310173034668,NA
"alabama,coosa,2",-86.4822463989258,33.1112289428711,NA
"alabama,coosa,3",-86.0124206542969,33.0940437316895,NA
"alabama,coosa,4",-86.0124206542969,32.7502670288086,NA
"alabama,coosa,5",-86.3332824707031,32.7559967041016,NA
"alabama,coosa,6",-86.3791122436523,32.7502670288086,NA
"alabama,coosa,7",-86.4421463012695,32.8247528076172,NA
"alabama,coosa,8",-86.4478759765625,32.864860534668,NA
"alabama,coosa,9",-86.4822463989258,32.8935089111328,NA
"alabama,coosa,10",-86.5166244506836,33.0310173034668,NA
"alabama,covington",NA,NA,0.853587547361798
"alabama,covington,1",-86.705696105957,31.0084743499756,NA
"alabama,covington,2",-86.6999740600586,31.3522510528564,NA
"alabama,covington,3",-86.6655960083008,31.4038162231445,NA
"alabama,covington,4",-86.6713256835938,31.4496536254883,NA
"alabama,covington,5",-86.705696105957,31.4725723266602,NA
"alabama,covington,6",-86.7114334106445,31.5355987548828,NA
"alabama,covington,7",-86.4077682495117,31.5355987548828,NA
"alabama,covington,8",-86.4077682495117,31.4668426513672,NA
"alabama,covington,9",-86.2874450683594,31.5355987548828,NA
"alabama,covington,10",-86.2874450683594,31.4611110687256,NA
"alabama,covington,11",-86.2014999389648,31.4381923675537,NA
"alabama,covington,12",-86.2014999389648,31.0084743499756,NA
"alabama,covington,13",-86.705696105957,31.0084743499756,NA
"alabama,crenshaw",NA,NA,0.903972428018267
"alabama,crenshaw,1",-86.5108947753906,31.5355987548828,NA
"alabama,crenshaw,2",-86.5108947753906,31.6673755645752,NA
"alabama,crenshaw,3",-86.4536056518555,31.6673755645752,NA
"alabama,crenshaw,4",-86.4536056518555,31.9595851898193,NA
"alabama,crenshaw,5",-86.4077682495117,31.9710464477539,NA
"alabama,crenshaw,6",-86.4077682495117,32.0569877624512,NA
"alabama,crenshaw,7",-86.3103637695312,32.0627174377441,NA
"alabama,crenshaw,8",-86.2988967895508,31.9710464477539,NA
"alabama,crenshaw,9",-86.1900405883789,31.9595851898193,NA
"alabama,crenshaw,10",-86.1843109130859,31.8564529418945,NA
"alabama,crenshaw,11",-86.2014999389648,31.7876968383789,NA
"alabama,crenshaw,12",-86.1499328613281,31.7876968383789,NA
"alabama,crenshaw,13",-86.1499328613281,31.6559181213379,NA
"alabama,crenshaw,14",-86.178581237793,31.6158123016357,NA
"alabama,crenshaw,15",-86.1556625366211,31.6158123016357,NA
"alabama,crenshaw,16",-86.1556625366211,31.5355987548828,NA
"alabama,crenshaw,17",-86.2014999389648,31.5298671722412,NA
"alabama,crenshaw,18",-86.2014999389648,31.4381923675537,NA
"alabama,crenshaw,19",-86.2874450683594,31.4611110687256,NA
"alabama,crenshaw,20",-86.2874450683594,31.5355987548828,NA
"alabama,crenshaw,21",-86.4077682495117,31.4668426513672,NA
"alabama,crenshaw,22",-86.4077682495117,31.5355987548828,NA
