"","x","y"
"167",2670132.45639543,-1217419.84657516
"168",2673956.00641031,-1460462.28011567
"169",2448843.43765843,-1460208.40944798
"170",2449045.57113323,-1824610.68950207
"171",2613348.66203284,-1993799.32686656
"172",2592043.53899898,-1998082.55911281
"173",2321475.14347637,-2039467.25992032
"174",2105701.05633014,-2015970.89480261
"175",2054016.03640433,-1966251.78045996
"176",1557718.05545151,-1970231.24434157
"177",1465026.26845134,-1915328.79801583
"178",1308313.7991106,-1950509.40896743
"179",1315889.13326382,-1863053.62857708
"180",1314776.12520195,-1803918.77098265
"181",1305932.36102936,-1786972.87798346
"182",1392575.85584139,-1508361.59390839
"183",1535374.23813329,-1322007.9845927
"184",1533271.37055513,-1196372.35260601
"185",1445421.86929682,-1015884.30293714
"186",1490722.69876019,-937013.777661911
"187",1363107.25818667,-680117.594774366
"188",1467066.28780624,-653061.676393177
"189",1558194.51292782,-652198.107986916
"190",NA,NA
"191",1457048.36594915,-519600.955819265
"192",1398791.03554129,-560160.910899445
"193",1394462.15183941,-638274.007804491
"194",1359717.70063238,-643240.192835619
"195",1338742.95542077,-558980.952700225
"196",1422557.00623578,-489058.703520676
"197",1457326.93645223,-516312.266879132
"198",1457048.36594915,-519600.955819265
"199",NA,NA
"200",-18984705.4831263,-1608370.55560608
"201",-18986743.8543222,-1607253.7391918
"202",-18984430.301345,-1606807.00316664
"203",-18984705.4831263,-1608370.55560608
"204",NA,NA
"205",-18995253.7841154,-1607445.00292607
"206",-19016275.6907152,-1611529.8844511
"207",-18986655.4666465,-1604733.09577802
"208",-18995253.7841154,-1607445.00292607
"209",NA,NA
"210",-18862474.2332064,-1604254.12778038
"211",-18870107.7446486,-1605881.27674176
"212",-18872675.9966207,-1600808.69069092
"213",-18862474.2332064,-1604254.12778038
"214",NA,NA
"215",-18882633.1911137,-1595991.88681349
"216",-18884766.6291547,-1594429.08045782
"217",-18882228.8787231,-1593568.09012292
"218",-18882633.1911137,-1595991.88681349
"219",NA,NA
"220",-18889312.0266028,-1596247.02434978
"221",-18889899.7935142,-1593440.53416683
"222",-18886713.1617707,-1594301.63510132
"223",-18889312.0266028,-1596247.02434978
"224",NA,NA
"225",-7637475.75187327,-7340816.75654509
"226",-7641316.27430565,-7340277.72174217
"227",-7640538.37370399,-7324067.96522787
"228",-7637475.75187327,-7340816.75654509
"229",NA,NA
"230",-7103699.01615852,-7309908.33011328
"231",-7199960.43075167,-7343881.54377938
"232",-7208524.79577585,-7329909.95835492
"233",-7103699.01615852,-7309908.33011328
"234",NA,NA
"235",-7598885.29191691,-6980789.64886736
"236",-7630241.4321251,-7025552.50784345
"237",-7498389.28389398,-7175630.18244847
"238",-7251135.89310068,-7294554.13028073
"239",-7275162.53539604,-7348131.37768007
"240",-7396748.35490823,-7371901.44839956
"241",-7640506.09105165,-7320894.72659248
"242",-7638474.51034467,-6916960.32354533
"243",-7598885.29191691,-6980789.64886736
"244",NA,NA
"245",-6888326.63697248,-4756467.38363222
"246",-6912415.39554371,-4734452.75739215
"247",-6889625.17883258,-4741625.84473518
"248",-6888326.63697248,-4756467.38363222
"249",NA,NA
"250",-6901468.68209706,-4731265.841104
"251",-6916589.65380948,-4724377.76431175
"252",-6899736.99609828,-4725532.23447607
"253",-6901468.68209706,-4731265.841104
"254",NA,NA
"255",-7319040.78248458,-2524937.60125926
"256",-7256939.98003115,-2522902.50786552
"257",-7190188.36057187,-2537325.13239446
"258",-7160595.29845887,-2616741.16506261
"259",-7117892.47387364,-2511625.48685938
"260",-6992194.40105204,-2511158.80975265
"261",-6973472.35513196,-2540232.66303967
"262",-6791355.22666704,-2730678.60714861
"263",-6429380.86671977,-2897494.02953897
"264",-6409405.36333337,-2943384.06866511
"265",-6523836.67917228,-3163122.94403666
"266",-6204515.94059533,-3178482.69443804
"267",-6088990.68812039,-3053472.6813838
"268",-6077923.41566521,-2946318.08197661
"269",-5996039.02462751,-2959638.852757
"270",-5989855.22691394,-3139618.99824456
"271",-6207762.79618331,-3277511.36503693
"272",-6412893.44825789,-3527342.44410966
"273",-6434978.56731432,-3600093.57603301
"274",-6478709.9839945,-3822567.04930172
"275",-6472919.36672242,-3902164.83291865
"276",-6504058.21128455,-3908179.13739883
"277",-6515747.09177632,-3964122.50971128
"278",-6499265.57324744,-4036302.44057445
"279",-6508820.2364617,-4101506.34039079
"280",-6366176.77679311,-4207529.33977843
"281",-6387141.79913319,-4295501.71541569
"282",-6316453.69984048,-4344512.78825393
"283",-6307703.31994718,-4425254.90411198
"284",-6408849.09983788,-4598239.39388492
"285",-6490050.65711906,-4648168.57601133
"286",-6801003.28693409,-4721074.84639268
"287",-6944264.90373507,-4692865.81485148
"288",-6904035.26427678,-4775970.8721233
"289",-6932669.42029608,-4769812.12522034
"290",-6909353.66426892,-4794349.90085794
"291",-6956293.64263224,-4909552.84989075
"292",-6922279.08166443,-4957878.3517706
"293",-6945223.80982876,-4997889.60882979
"294",-7098380.72748587,-5036833.88571484
"295",-7250733.25050248,-4989914.8146697
"296",-7237283.74094433,-5174804.17848487
"297",-7174758.25463353,-5227999.70095619
"298",-7096277.79098528,-5174554.71053829
"299",-7077755.45223168,-5254898.77241163
"300",-7134126.08389653,-5295286.53153293
"301",-7168758.80199672,-5238565.57423684
"302",-7231376.01556792,-5261329.92567561
"303",-7157288.10770691,-5310746.78730842
"304",-7271668.55053851,-5411908.61314012
"305",-7263535.65986066,-5514016.98017665
"306",-7312764.47827417,-5577070.42643913
"307",-7303085.80514714,-5624103.07025687
"308",-7452778.46025074,-5661844.62214984
"309",-7523455.53891386,-5780396.97509383
"310",-7514746.79251013,-5854194.58937531
"311",-7438029.51827656,-5940714.34718868
"312",-7322534.76734211,-5973051.32560852
"313",-7332831.70892099,-6066698.11105208
"314",-7374206.26934209,-6083642.29995335
"315",-7323401.05561946,-6100618.76943325
"316",-7522910.29604797,-6280661.65778088
"317",-7558285.29251276,-6443823.93949115
"318",-7682283.18275145,-6448345.28131678
"319",-7610945.31159098,-6471714.8324013
"320",-7674489.92784,-6513754.5621755
"321",-7726562.29132632,-6635064.00793403
"322",-7701485.7949133,-6616087.42528574
"323",-7677489.65415841,-6723443.16748154
"324",-7749383.00957793,-6732753.04305224
"325",-7679716.60057173,-6732553.28543168
"326",-7618901.53823697,-6868722.742345
"327",-7792179.23121596,-6799472.92721402
"328",-8005047.81241507,-6799372.22321558
"329",-8059593.24970887,-6712654.64903896
"330",-8047750.63700031,-6559566.81057025
"331",-8144815.44435852,-6577776.80343158
"332",-8191290.88648675,-6366657.5182925
"333",-8077807.34479246,-6241745.72240565
"334",-8046977.74577574,-6163932.6775593
"335",-8074714.22142127,-6093787.54593436
"336",-8055110.7477731,-6019130.48491305
"337",-8000378.40505426,-5978331.94259124
"338",-8008356.67295941,-5912020.39874541
"339",-7978206.56811449,-5889862.61789567
"340",-7990575.72201449,-5724261.8157696
"341",-7936833.78880525,-5667819.89844349
"342",-8023754.49624543,-5585298.36775502
"343",-7935101.21225053,-5590135.05325454
"344",-7915713.36445601,-5549349.49325575
"345",-7998863.23546506,-5523140.90819804
"346",-7985257.43334184,-5340639.98632339
"347",-8030248.31874084,-5313367.87085494
"348",-8029692.83448179,-5204353.23091159
"349",-7984515.15497723,-5175471.45863154
"350",-8009499.92412985,-4973006.31607879
"351",-7981112.89738012,-4805738.1673501
"352",-7948367.26728786,-4710258.79119057
"353",-7884110.87421471,-4659987.66833395
"354",-7924309.90081304,-4417137.60571765
"355",-7839598.99658459,-4319356.44810578
"356",-7855538.72315179,-4197604.64642463
"357",-7771491.95100542,-4060475.73684622
"358",-7767255.68778327,-3946000.02167425
"359",-7803372.96261267,-3918223.03337829
"360",-7851704.99120836,-3657196.08303538
"361",-7773627.05883882,-3528067.63245673
"362",-7795860.12149854,-3414701.09687295
"363",-7754001.43261197,-3299616.82757675
"364",-7659987.33589895,-3138541.71895486
"365",-7601699.78260264,-3112890.96122648
"366",-7634693.43252038,-3061797.82494835
"367",-7608905.2706027,-2890150.08007826
"368",-7632621.10887977,-2848065.60079239
"369",-7495792.08885429,-2756048.54998607
"370",-7458499.28020209,-2632354.95595784
"371",-7478846.81332676,-2610466.47710187
"372",-7371911.41803938,-2485194.4667966
"373",-7319040.78248458,-2524937.60125926
"374",NA,NA
"375",17686682.6544018,-7306052.62121289
"376",17681243.7351892,-7313443.63221941
"377",17695063.5499032,-7260579.46511589
"378",17686682.6544018,-7306052.62121289
"379",NA,NA
"380",16404344.4930784,-5372757.63842295
"381",16377659.4772037,-5376418.09954014
"382",16396462.9861619,-5351928.32108374
"383",16404344.4930784,-5372757.63842295
"384",NA,NA
"385",16411797.9526365,-5350654.8567311
"386",16396462.9861619,-5337035.48551462
"387",16404035.347764,-5323183.67809255
"388",16411797.9526365,-5350654.8567311
"389",NA,NA
"390",16494268.4103543,-5260951.1572248
"391",16476861.1511129,-5274460.18232079
"392",16477632.3157982,-5254015.78728832
"393",16494268.4103543,-5260951.1572248
"394",NA,NA
"395",16512389.0818598,-5214892.60917204
"396",16501008.4576485,-5206316.58709872
"397",16510809.3832753,-5207947.32897636
"398",16512389.0818598,-5214892.60917204
"399",NA,NA
"400",16153318.4977874,-4986073.58512856
"401",16317889.118286,-5039913.19287417
"402",16500142.1713279,-4990365.09292301
"403",16515973.1291861,-5193240.60400869
"404",16495752.9873037,-5152453.05244467
"405",16457809.6464629,-5292121.23155726
"406",16474754.8863335,-5347003.35911296
"407",16399306.4436141,-5288661.65611977
"408",16354692.698105,-5406491.81575514
"409",16256909.3557207,-5388090.7123798
"410",16278957.1918794,-5361912.16227625
"411",16196643.0054194,-5305547.57611653
"412",16164172.5558039,-5199547.41484442
"413",16202764.7620847,-5212673.47214752
"414",16105978.4982694,-5045338.45617604
"415",16108081.3658476,-4976884.0070198
"416",16153318.4977874,-4986073.58512856
"417",NA,NA
"418",16133128.9307163,-4971495.65857444
"419",16132880.9350245,-4955760.12071916
"420",16143116.7024122,-4967538.39792209
"421",16133128.9307163,-4971495.65857444
"422",NA,NA
"423",16497577.2843788,-4952663.6921742
"424",16486104.9357335,-4943831.71635564
"425",16499306.4598187,-4939153.71115181
"426",16497577.2843788,-4952663.6921742
"427",NA,NA
"428",16114114.7952802,-4953030.5589167
"429",16109875.0881113,-4939438.81324588
"430",16116801.9814746,-4925620.46266496
"431",16114114.7952802,-4953030.5589167
"432",NA,NA
"433",16134796.9565336,-4932853.14060302
"434",16122645.1676368,-4929154.68294859
"435",16135727.789678,-4922372.95534046
"436",16134796.9565336,-4932853.14060302
"437",NA,NA
"438",16514767.1227398,-4911903.91619411
"439",16528250.6145293,-4930657.78081138
"440",16474568.0402643,-4927245.73392354
"441",16514767.1227398,-4911903.91619411
"442",NA,NA
"443",16495039.5750397,-4903352.16564304
"444",16462137.6808645,-4830283.4510499
"445",16506389.6244397,-4860978.83913612
"446",16495039.5750397,-4903352.16564304
"447",NA,NA
"448",16025301.7628154,-4881940.16772774
"449",16027003.7606452,-4804132.64083995
"450",16046425.5602321,-4855372.18314062
"451",16025301.7628154,-4881940.16772774
"452",NA,NA
"453",16403325.3327013,-4793467.11086827
"454",16398192.1616018,-4791744.73157754
"455",16402306.1723241,-4786055.82812648
"456",16403325.3327013,-4793467.11086827
"457",NA,NA
"458",16397359.8472938,-4790982.13669564
"459",16395718.9990866,-4789780.58967196
"460",16399089.0227336,-4783734.32669693
"461",16397359.8472938,-4790982.13669564
"462",NA,NA
"463",16325621.1483472,-4688739.69538916
"464",16313282.5133813,-4693103.31205621
"465",16304714.7718109,-4687074.27833021
"466",16325621.1483472,-4688739.69538916
"467",NA,NA
"468",16176018.5965874,-4645718.90157268
"469",16181552.6374353,-4660145.15066643
"470",16153970.7604287,-4654411.2955805
"471",16176018.5965874,-4645718.90157268
"472",NA,NA
"473",16196177.5888472,-4632457.9402457
"474",16171503.7161167,-4630880.72982762
"475",16175369.7311473,-4621460.42122638
"476",16196177.5888472,-4632457.9402457
"477",NA,NA
"478",15315888.0047,-4252682.30290037
"479",15374639.2032406,-4282709.88365966
"480",15198942.748625,-4288587.96705666
"481",15315888.0047,-4252682.30290037
"482",NA,NA
"483",15194580.7422108,-4187764.71420946
"484",15187810.1201054,-4185380.37785288
"485",15191397.5646329,-4182733.79419156
"486",15194580.7422108,-4187764.71420946
"487",NA,NA
"488",15162021.9653626,-4174343.27486569
"489",15149095.6145792,-4156710.8435585
"490",15161247.403476,-4167468.02850014
"491",15162021.9653626,-4174343.27486569
"492",NA,NA
"493",13188233.5968711,-4155503.81013126
"494",13182977.2772261,-4151355.3063677
"495",13188730.437555,-4152751.43431298
"496",13188233.5968711,-4155503.81013126
"497",NA,NA
"498",15290623.0189508,-4101581.64119237
"499",15287996.9823791,-4098240.52075284
"500",15291489.3052714,-4093137.45865298
"501",15290623.0189508,-4101581.64119237
"502",NA,NA
"503",13608466.5430764,-4049185.12019797
"504",13606579.3977781,-4043880.50494354
"505",13609425.4031313,-4045523.95279271
"506",13608466.5430764,-4049185.12019797
"507",NA,NA
"508",13715395.1512449,-4043843.57625969
"509",13710972.8445084,-4041490.64565639
"510",13716322.5871881,-4040370.76417896
"511",13715395.1512449,-4043843.57625969
"512",NA,NA
"513",14970983.7498698,-3999299.35347828
"514",14970273.734807,-3990485.6052969
"515",14976952.6324785,-3988143.62792794
"516",14970983.7498698,-3999299.35347828
"517",NA,NA
"518",14871106.0329105,-3804291.83794623
"519",14864892.5518112,-3803340.2287879
"520",14880631.7852354,-3794928.77014976
"521",14871106.0329105,-3804291.83794623
"522",NA,NA
"523",12877468.666774,-3793320.27852515
"524",12875302.9509726,-3794015.05610336
"525",12873974.645281,-3783308.71592409
"526",12877468.666774,-3793320.27852515
"527",NA,NA
"528",17707680.7553721,-3700938.59645331
"529",17711142.5034531,-3707143.35435184
"530",17707680.7553721,-3710917.98260027
"531",17707680.7553721,-3700938.59645331
"532",NA,NA
"533",17082126.9102887,-3214870.29463753
"534",17080149.7391571,-3175556.20413964
"535",17091836.1114816,-3175625.56924246
"536",17082126.9102887,-3214870.29463753
"537",NA,NA
"538",17078077.4463902,-3154497.21091772
"539",17082436.0556031,-3125693.33879938
"540",17079222.3032139,-3168869.60299878
"541",17078077.4463902,-3154497.21091772
"542",NA,NA
"543",12602385.3907807,-3016534.41929041
"544",12573906.6526422,-2972717.05132151
"545",12573659.5062508,-2935879.64467574
"546",12602385.3907807,-3016534.41929041
"547",NA,NA
"548",17032283.1734443,-2917564.11448631
"549",17026188.594389,-2909252.76271222
"550",17031043.1949854,-2913595.75191984
"551",17032283.1734443,-2917564.11448631
"552",NA,NA
"553",12587296.7213972,-2904465.52472227
"554",12585965.8678047,-2910005.07505849
"555",12590417.9000521,-2887690.81217343
"556",12587296.7213972,-2904465.52472227
"557",NA,NA
"558",12594655.0593201,-2866739.91114888
"559",12591903.3263018,-2875232.50832062
"560",12595490.7708293,-2846294.96020955
"561",12594655.0593201,-2866739.91114888
"562",NA,NA
"563",17040473.8256752,-2974159.31945243
"564",17025539.7289489,-2944480.79737003
"565",17063235.0740979,-2838838.85695168
"566",17040473.8256752,-2974159.31945243
"567",NA,NA
"568",16851786.4734523,-2739130.61053739
"569",16846038.4089252,-2730678.65809554
"570",16845634.1419756,-2723345.59761726
"571",16851786.4734523,-2739130.61053739
"572",NA,NA
"573",16839237.2120085,-2726690.57730081
"574",16811468.4889328,-2687069.35979802
"575",16831844.902073,-2696105.32690593
"576",16839237.2120085,-2726690.57730081
"577",NA,NA
"578",16807259.3565752,-2655684.63707894
"579",16803366.1639346,-2655684.63707894
"580",16806827.9120156,-2650235.85900717
"581",16807259.3565752,-2655684.63707894
"582",NA,NA
"583",16668480.2880207,-2562394.26368324
"584",16668266.2643415,-2552462.5959788
"585",16671296.5678628,-2555270.75139675
"586",16668480.2880207,-2562394.26368324
"587",NA,NA
"588",16752652.7435683,-2554167.36021709
"589",16752465.8974992,-2537124.28344221
"590",16760289.6519943,-2548117.21753977
"591",16752652.7435683,-2554167.36021709
"592",NA,NA
"593",16686882.9272305,-2538961.44592875
"594",16682982.9401873,-2532415.546967
"595",16687718.6387397,-2517162.54497748
"596",16686882.9272305,-2538961.44592875
"597",NA,NA
"598",16735428.9331947,-2484599.5826571
"599",16730700.0290448,-2480869.95622602
"600",16737871.5208986,-2479538.24058416
"601",16735428.9331947,-2484599.5826571
"602",NA,NA
"603",16729864.3175355,-2474046.97219277
"604",16726185.1485741,-2468124.35769014
"605",16731902.6382898,-2470752.7756475
"606",16729864.3175355,-2474046.97219277
"607",NA,NA
"608",12852390.5270939,-2365962.99740176
"609",12835567.5864687,-2376714.93813378
"610",12850194.2364812,-2352242.2019751
"611",12852390.5270939,-2365962.99740176
"612",NA,NA
"613",16594023.8280684,-2335527.53169292
"614",16590714.954044,-2332555.93222849
"615",16594951.2640116,-2330806.02578054
"616",16594023.8280684,-2335527.53169292
"617",NA,NA
"618",16587314.3555856,-2310780.17747465
"619",16581654.6182912,-2307582.1461002
"620",16583879.7851146,-2291401.72826564
"621",16587314.3555856,-2310780.17747465
"622",NA,NA
"623",16579456.6290779,-2293411.17743165
"624",16573457.1716578,-2288470.73022971
"625",16583292.0692971,-2278790.42020613
"626",16579456.6290779,-2293411.17743165
"627",NA,NA
"628",16527754.6231458,-2278527.33303371
"629",16525346.0074545,-2269575.9945872
"630",16528960.629592,-2273754.89006142
"631",16527754.6231458,-2278527.33303371
"632",NA,NA
"633",16349241.8886879,-2174371.76389943
"634",16339040.0933128,-2170378.22587093
"635",16349459.3095684,-2167498.20873272
"636",16349241.8886879,-2174371.76389943
"637",NA,NA
"638",16285975.8096766,-2094917.09305497
"639",16261920.227575,-2067547.79381456
"640",16282670.3328534,-2073670.30141567
"641",16285975.8096766,-2094917.09305497
"642",NA,NA
"643",15537538.4007207,-1931983.40252432
"644",15517810.8530206,-1931465.82135615
"645",15529378.3233011,-1920436.94136002
"646",15537538.4007207,-1931983.40252432
"647",NA,NA
"648",15485897.5444113,-1904792.60531012
"649",15483516.10633,-1900657.44682839
"650",15488992.3947565,-1898784.01416036
"651",15485897.5444113,-1904792.60531012
"652",NA,NA
"653",15555380.5017231,-1862376.00881352
"654",15489022.9695678,-1892324.26449533
"655",15507544.5108216,-1858345.25781841
"656",15555380.5017231,-1862376.00881352
"657",NA,NA
"658",15213723.9712947,-1778873.88945861
"659",15210136.5267672,-1767244.79802187
"660",15218823.1703816,-1769750.125931
"661",15213723.9712947,-1778873.88945861
"662",NA,NA
"663",15222040.3199721,-1776046.60006901
"664",15221174.0336515,-1764001.27850282
"665",15229554.9291529,-1764258.15942398
"666",15222040.3199721,-1776046.60006901
"667",NA,NA
"668",15258251.0881717,-1784979.92385737
"669",15243469.865502,-1769878.48704566
"670",15251110.1711293,-1757451.2055477
"671",15258251.0881717,-1784979.92385737
"672",NA,NA
"673",15198446.7572414,-1763680.23639916
"674",15203950.2232779,-1748175.28485622
"675",15205991.9412335,-1760308.45493511
"676",15198446.7572414,-1763680.23639916
"677",NA,NA
"678",15234222.6836801,-1762395.67058952
"679",15233172.9484917,-1752636.25860531
"680",15237252.9872015,-1747116.08326388
"681",15234222.6836801,-1762395.67058952
"682",NA,NA
"683",13872818.0602985,-1736753.49943428
"684",13861780.5534141,-1740570.87592398
"685",13854760.2370163,-1731525.66322814
"686",13863975.9947265,-1719374.92417562
"687",13872818.0602985,-1736753.49943428
"688",NA,NA
"689",13851081.0680548,-1725529.77138009
"690",13841092.4470586,-1723349.79638053
"691",13852316.8000121,-1717964.42947356
"692",13851081.0680548,-1725529.77138009
"693",NA,NA
"694",13894464.1774086,-1721618.81215653
"695",13892393.5832423,-1716842.73870663
"696",13898237.6187049,-1717708.04472705
"697",13894464.1774086,-1721618.81215653
"698",NA,NA
"699",14270260.0325701,-1710946.62661073
"700",14261661.7161884,-1704410.77544875
"701",14262310.5816285,-1694162.52584696
"702",14270260.0325701,-1710946.62661073
"703",NA,NA
"704",13908626.2601492,-1692657.85398255
"705",13900986.8038222,-1683694.60566179
"706",13906523.392571,-1682862.3655641
"707",13908626.2601492,-1692657.85398255
"708",NA,NA
"709",14297994.7836332,-1693522.3035347
"710",14288655.8773774,-1684590.60816758
"711",14288564.1529435,-1674254.59548295
"712",14297994.7836332,-1693522.3035347
"713",NA,NA
"714",15113289.1133292,-1678158.21891073
"715",15105988.5278277,-1678574.14655305
"716",15109205.6774182,-1670383.65370613
"717",15113289.1133292,-1678158.21891073
"718",NA,NA
"719",14430339.5530068,-1675310.41146547
"720",14424839.4841715,-1666481.4693819
"721",14430434.674642,-1672015.0344126
"722",14430339.5530068,-1675310.41146547
"723",NA,NA
"724",14425828.0697374,-1678574.14655305
"725",14426167.7898631,-1685358.73036908
"726",14416088.2937332,-1664850.4506418
"727",14425828.0697374,-1678574.14655305
"728",NA,NA
"729",13930334.3761822,-1648736.80835007
"730",13924367.192174,-1645125.43674382
"731",13932682.6915511,-1624553.91996572
"732",13930334.3761822,-1648736.80835007
"733",NA,NA
"734",14093756.7426559,-1562236.40029825
"735",14083244.1033657,-1563829.43006025
"736",14082192.6695766,-1560197.95151904
"737",14093756.7426559,-1562236.40029825
"738",NA,NA
"739",15218670.296325,-1555388.74991038
"740",15241027.2777981,-1548351.78938881
"741",15217308.0186209,-1588082.99451164
"742",15244275.0021999,-1606104.76507432
"743",15181532.0921822,-1599054.0128247
"744",15218670.296325,-1555388.74991038
"745",NA,NA
"746",15171544.3204863,-1543640.01654384
"747",15151198.4821574,-1553350.82518228
"748",15161587.1236017,-1535778.84499826
"749",15171544.3204863,-1543640.01654384
"750",NA,NA
"751",15156239.928823,-1515292.52773736
"752",15157445.9352692,-1520476.5388973
"753",15150454.4950821,-1501018.637389
"754",15156239.928823,-1515292.52773736
"755",NA,NA
"756",14739223.2829078,-1361740.52045704
