"","IncidntNum","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Location","lon","lat","violent","HrOfDay","TimeOfDay","HourOfWeek","censusBlock"
"22269",120209293,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Tuesday",2012-03-13,"23:55","BAYVIEW","ARREST, CITED","3RD ST / WILLIAMS AV",-122.392625489263,37.7292804432175,"FALSE","23",23.9166666666667,119.916666666667,"06075023200"
"93413",120877674,"DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE","Tuesday",2012-10-30,"20:07","SOUTHERN","ARREST, BOOKED","16TH ST / VERMONT ST",-122.404625868234,37.7659589563587,"FALSE","20",20.1166666666667,116.116666666667,"06075017700"
"24747",120237028,"OTHER OFFENSES","TRAFFIC VIOLATION","Friday",2012-03-23,"17:19","BAYVIEW","ARREST, CITED","INDUSTRIAL ST / LOOMIS ST",-122.405646994567,37.7383221869053,"FALSE","17",17.3166666666667,17.3166666666667,NA
"31825",120302994,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday",2012-04-17,"02:00","SOUTHERN","NONE","1100 Block of BRYANT ST",-122.409099034881,37.7710041716086,"FALSE","02",2,98,"06075018000"
"121997",136009530,"NON-CRIMINAL","LOST PROPERTY","Monday",2012-12-31,"11:30","SOUTHERN","NONE","THE EMBARCADEROSOUTH ST / MISSION ST",-122.392503809251,37.7937687651057,"FALSE","11",11.5,83.5,"06075010500"
"99273",120900457,"BURGLARY","BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","Tuesday",2012-11-06,"09:30","MISSION","NONE","600 Block of VALENCIA ST",-122.421737981021,37.7618896643353,"FALSE","09",9.5,105.5,"06075020700"
"68038",126114224,"NON-CRIMINAL","LOST PROPERTY","Friday",2012-07-06,"20:00","RICHMOND","NONE","1000 Block of GREAT HY",-122.510692509436,37.7691519191466,"FALSE","20",20,20,NA
"79482",126136240,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday",2012-09-05,"08:00","TENDERLOIN","NONE","EDDY ST / LARKIN ST",-122.41753069698,37.7833107539969,"FALSE","08",8,128,"06075012402"
"38342",120355727,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Friday",2012-05-04,"22:50","TENDERLOIN","NONE","100 Block of MCALLISTER ST",-122.414521229461,37.7808529264414,"TRUE","22",22.8333333333333,22.8333333333333,"06075012402"
"76458",120724194,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE","Monday",2012-09-10,"05:54","TENDERLOIN","ARREST, CITED","0 Block of ELLIS ST",-122.406548126778,37.7857665023205,"FALSE","05",5.9,77.9,"06075011700"
"40548",120382071,"DRUG/NARCOTIC","POSSESSION OF BASE/ROCK COCAINE FOR SALE","Monday",2012-05-14,"10:07","TENDERLOIN","ARREST, BOOKED","ELLIS ST / LEAVENWORTH ST",-122.414433155063,37.7846576329255,"FALSE","10",10.1166666666667,82.1166666666667,"06075012201"
"61724",120579002,"OTHER OFFENSES","PAROLE VIOLATION","Sunday",2012-07-22,"17:30","TENDERLOIN","ARREST, BOOKED","100 Block of TURK ST",-122.410871745409,37.7833126061347,"FALSE","17",17.5,65.5,"06075012502"
"83252",120788463,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday",2012-09-30,"12:00","NORTHERN","NONE","LARKIN ST / SUTTER ST",-122.418467747931,37.7879652569797,"FALSE","12",12,60,"06075012000"
"59632",120560954,"LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Tuesday",2012-07-10,"07:00","CENTRAL","NONE","800 Block of GREENWICH ST",-122.412858000844,37.8018580101974,"FALSE","07",7,103,"06075010300"
"29992",120285895,"OTHER OFFENSES","MISCELLANEOUS STATE MISDEMEANOR","Tuesday",2012-04-10,"22:20","INGLESIDE","ARREST, BOOKED","200 Block of RAYMOND AV",-122.409176669858,37.7137575302527,"FALSE","22",22.3333333333333,118.333333333333,"06075026401"
"94115",120890193,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Saturday",2012-11-03,"12:45","NORTHERN","NONE","FULTON ST / BUCHANAN ST",-122.428284427888,37.7781194899088,"FALSE","12",12.75,36.75,"06075016100"
"9072",120090569,"DRUG/NARCOTIC","POSSESSION OF BASE/ROCK COCAINE","Wednesday",2012-02-01,"21:14","TENDERLOIN","ARREST, BOOKED","0 Block of TURK ST",-122.410120387139,37.7832742528125,"FALSE","21",21.2333333333333,141.233333333333,"06075012501"
"38076",120361768,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE","Monday",2012-05-07,"13:00","TENDERLOIN","ARREST, CITED","0 Block of GROVE ST",-122.415859883111,37.7787163114488,"FALSE","13",13,85,"06075012402"
"88188",126156191,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday",2012-10-03,"14:31","BAYVIEW","NONE","1800 Block of JERROLD AV",-122.393171583194,37.7408918409333,"FALSE","14",14.5166666666667,134.516666666667,"06075980900"
"62033",120578587,"NON-CRIMINAL","AIDED CASE, DOG BITE","Sunday",2012-07-22,"13:50","INGLESIDE","DISTRICT ATTORNEY REFUSES TO PROSECUTE","0 Block of GOLDMINE DR",-122.436638137018,37.7440122479419,"FALSE","13",13.8333333333333,61.8333333333333,"06075021600"
"18811",120184736,"DRUG/NARCOTIC","SALE OF MARIJUANA","Monday",2012-03-05,"17:50","PARK","ARREST, BOOKED","STANYAN ST / HAIGHT ST",-122.45353456066,37.7691662978052,"FALSE","17",17.8333333333333,89.8333333333333,"06075016600"
"61957",120584675,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Tuesday",2012-07-24,"16:15","TENDERLOIN","ARREST, CITED","0 Block of OFARRELL ST",-122.405795379675,37.7867246331696,"FALSE","16",16.25,112.25,"06075011700"
"60730",120568726,"OTHER OFFENSES","POSSESSION OF BURGLARY TOOLS","Thursday",2012-07-19,"02:23","BAYVIEW","ARREST, BOOKED","500 Block of DEHARO ST",-122.401521114218,37.7635399457348,"FALSE","02",2.38333333333333,146.383333333333,"06075022704"
"92355",120866774,"MISSING PERSON","FOUND PERSON","Friday",2012-10-26,"06:30","TARAVAL","LOCATED","1700 Block of 10TH AV",-122.476458843668,37.7553435942633,"FALSE","06",6.5,6.5,"06075030302"
"21472",120209146,"DRUG/NARCOTIC","POSSESSION OF METHADONE FOR SALES","Tuesday",2012-03-13,"21:49","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.4099420125,37.7819026140932,"FALSE","21",21.8166666666667,117.816666666667,"06075017601"
"104303",120983895,"MISSING PERSON","FOUND PERSON","Thursday",2012-12-06,"10:15","SOUTHERN","LOCATED","800 Block of BRYANT ST",-122.403675173997,37.7751775060199,"FALSE","10",10.25,154.25,"06075018000"
"106323",120999115,"LARCENY/THEFT","PETTY THEFT FROM A BUILDING","Tuesday",2012-12-11,"20:00","TARAVAL","UNFOUNDED","700 Block of IRVING ST",-122.465726982515,37.764095135497,"FALSE","20",20,116,"06075030202"
"5146",120052177,"ASSAULT","INFLICT INJURY ON COHABITEE","Thursday",2012-01-19,"16:00","TARAVAL","ARREST, BOOKED","3700 Block of RIVERA ST",-122.506187047868,37.7454766727778,"TRUE","16",16,160,"06075035400"
"38994",120368548,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Wednesday",2012-05-09,"00:30","PARK","NONE","SCOTT ST / DUBOCE AV",-122.434895339697,37.7691138797985,"FALSE","00",0.5,120.5,"06075016700"
"1691",120019230,"NON-CRIMINAL","FOUND PROPERTY","Saturday",2012-01-07,"22:49","MISSION","NONE","3500 Block of CESAR CHAVEZ ST",-122.42084681539,37.7481348837474,"FALSE","22",22.8166666666667,46.8166666666667,"06075025300"
"29385",120272927,"VEHICLE THEFT","STOLEN MOTORCYCLE","Thursday",2012-04-05,"08:30","TARAVAL","NONE","1400 Block of 10TH AV",-122.469388238321,37.7613754564351,"FALSE","08",8.5,152.5,"06075030202"
"86853",120820946,"OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Friday",2012-10-12,"17:35","MISSION","ARREST, BOOKED","1300 Block of POTRERO AV",-122.405932900384,37.7505311272353,"FALSE","17",17.5833333333333,17.5833333333333,"06075022903"
"37876",120357303,"OTHER OFFENSES","PAROLE VIOLATION","Saturday",2012-05-05,"14:54","TENDERLOIN","ARREST, BOOKED","500 Block of EDDY ST",-122.416034097454,37.7834635666687,"FALSE","14",14.9,38.9,"06075012401"
"62518",120588730,"OTHER OFFENSES","TRAFFIC VIOLATION","Wednesday",2012-07-25,"01:55","MISSION","ARREST, CITED","VALENCIA ST / 20TH ST",-122.421273998758,37.7585000733611,"FALSE","01",1.91666666666667,121.916666666667,"06075020700"
"6350",120066827,"MISSING PERSON","FOUND PERSON","Tuesday",2012-01-24,"19:30","MISSION","NONE","2600 Block of MISSION ST",-122.418662235748,37.7549721335154,"FALSE","19",19.5,115.5,"06075020900"
"69404",120554991,"VEHICLE THEFT","STOLEN AUTOMOBILE","Saturday",2012-07-14,"03:00","RICHMOND","UNFOUNDED","600 Block of 44TH AV",-122.472536335749,37.7757795927461,"FALSE","03",3,27,"06075047600"
"14934",120103162,"VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday",2012-02-05,"22:00","INGLESIDE","NONE","200 Block of PERSIA AV",-122.434418162153,37.7223482666849,"FALSE","22",22,70,"06075026001"
"109756",126198808,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday",2012-10-04,"21:30","SOUTHERN","NONE","GOUGH ST / STEVENSON ST",-122.42144246366,37.7726384794114,"FALSE","21",21.5,165.5,"06075020100"
"1799",120021047,"BURGLARY","BURGLARY OF STORE, UNLAWFUL ENTRY","Sunday",2012-01-08,"16:15","CENTRAL","ARREST, BOOKED","1300 Block of COLUMBUS AV",-122.419322576318,37.8065612267204,"FALSE","16",16.25,64.25,"06075010200"
"96267",120907259,"WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER","Friday",2012-11-09,"11:20","MISSION","ARREST, BOOKED","1000 Block of POTRERO AV",-122.406656623063,37.7568256145423,"FALSE","11",11.3333333333333,11.3333333333333,"06075022802"
"11059",120107772,"OTHER OFFENSES","TRAFFIC VIOLATION","Tuesday",2012-02-07,"23:35","BAYVIEW","ARREST, CITED","FELTON ST / BRUSSELS ST",-122.406579899872,37.7295196742427,"FALSE","23",23.5833333333333,119.583333333333,"06075025702"
"63822",120599107,"BURGLARY","BURGLARY OF RESIDENCE, FORCIBLE ENTRY","Friday",2012-07-27,"17:00","NORTHERN","NONE","2100 Block of BUSH ST",-122.431908188101,37.7873304833687,"FALSE","17",17,17,"06075015200"
"47236",120441752,"BURGLARY","BURGLARY, FORCIBLE ENTRY","Sunday",2012-06-03,"04:30","BAYVIEW","NONE","1500 Block of WALLACE AV",-122.390595920326,37.7270508943874,"FALSE","04",4.5,52.5,"06075023200"
"8612",126016169,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday",2012-01-31,"18:00","NORTHERN","NONE","1600 Block of CHESTNUT ST",-122.431054336436,37.80144278531,"FALSE","18",18,114,"06075012902"
"39415",126060843,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Friday",2012-05-04,"23:00","NORTHERN","NONE","200 Block of VANNESS AV",-122.419657427645,37.7773130752654,"FALSE","23",23,23,"06075012402"
"82173",120710541,"LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Wednesday",2012-08-08,"00:01","MISSION","NONE","1100 Block of FLORIDA ST",-122.410117515207,37.7536858406474,"FALSE","00",0.0166666666666667,120.016666666667,"06075022902"
"113874",120680552,"OTHER OFFENSES","MISCELLANEOUS INVESTIGATION","Sunday",2012-08-26,"12:00","MISSION","UNFOUNDED","24TH ST / MISSION ST",-122.418448186101,37.7522391652625,"FALSE","12",12,60,"06075020900"
"58007",120543922,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Tuesday",2012-07-10,"15:10","CENTRAL","NONE","1200 Block of BATTERY ST",-122.401792812287,37.8029787437467,"FALSE","15",15.1666666666667,111.166666666667,"06075010500"
"17530",120172559,"DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE FOR SALE","Thursday",2012-03-01,"16:20","TENDERLOIN","NONE","300 Block of ELLIS ST",-122.411875134302,37.7849468777961,"FALSE","16",16.3333333333333,160.333333333333,"06075012502"
"66901",126113210,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Thursday",2012-08-02,"23:00","SOUTHERN","NONE","700 Block of BRANNAN ST",-122.403230624059,37.7730797222641,"FALSE","23",23,167,"06075018000"
"24114",120187467,"WARRANTS","WARRANT ARREST","Tuesday",2012-03-06,"16:36","MISSION","ARREST, BOOKED","200 Block of DUBOCE AV",-122.424611986027,37.7697646024543,"FALSE","16",16.6,112.6,"06075020200"
"110450",121017952,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday",2012-12-18,"11:45","CENTRAL","NONE","CHESTNUT ST / LEAVENWORTH ST",-122.418153513396,37.8031360312501,"FALSE","11",11.75,107.75,"06075010200"
"47875",120449217,"DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE","Thursday",2012-06-07,"02:43","CENTRAL","ARREST, BOOKED","200 Block of SUTTER ST",-122.403963885048,37.7897803218802,"FALSE","02",2.71666666666667,146.716666666667,"06075011700"
"38211",120334204,"VEHICLE THEFT","STOLEN TRUCK","Friday",2012-04-27,"13:00","NORTHERN","NONE","1000 Block of MCALLISTER ST",-122.429272909926,37.7789808410258,"FALSE","13",13,13,"06075016100"
"19670",120192682,"WARRANTS","WARRANT ARREST","Thursday",2012-03-08,"13:56","TENDERLOIN","ARREST, BOOKED","100 Block of LEAVENWORTH ST",-122.414002816315,37.7823133565473,"FALSE","13",13.9333333333333,157.933333333333,"06075012401"
"110152",121015956,"DRUG/NARCOTIC","POSSESSION OF HEROIN","Monday",2012-12-17,"17:04","TENDERLOIN","ARREST, BOOKED","HYDE ST / GOLDEN GATE AV",-122.415508242782,37.7816542806075,"FALSE","17",17.0666666666667,89.0666666666667,"06075012401"
"20452",120201556,"BURGLARY","BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","Saturday",2012-02-11,"13:00","NORTHERN","NONE","3200 Block of GOUGH ST",-122.4283206593,37.8031145719192,"FALSE","13",13,37,"06075012901"
"110671",121019077,"DRUG/NARCOTIC","POSSESSION OF NARCOTICS PARAPHERNALIA","Tuesday",2012-12-18,"18:19","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / JONES ST",-122.412970537591,37.7857883766888,"FALSE","18",18.3166666666667,114.316666666667,"06075012301"
"16480",120162851,"NON-CRIMINAL","LOST PROPERTY","Saturday",2012-02-25,"11:00","BAYVIEW","NONE","4800 Block of 3RD ST",-122.390742354481,37.7347942530278,"FALSE","11",11,35,"06075061200"
"16177",120128875,"VEHICLE THEFT","STOLEN TRUCK","Friday",2012-02-10,"18:30","MISSION","NONE","100 Block of LEXINGTON ST",-122.420883962768,37.7610151085967,"FALSE","18",18.5,18.5,"06075020800"
"12941",120125746,"FRAUD","CREDIT CARD, THEFT BY USE OF","Sunday",2012-02-12,"08:00","INGLESIDE","NONE","0 Block of SANJUAN AV",-122.436254966862,37.7245975184197,"FALSE","08",8,56,"06075025500"
"62877",120591517,"LARCENY/THEFT","PETTY THEFT FROM A BUILDING","Thursday",2012-07-26,"14:00","NORTHERN","NONE","600 Block of VANNESS AV",-122.420484400535,37.7810316419864,"FALSE","14",14,158,"06075016000"
"36896",126058149,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday",2012-04-27,"18:00","SOUTHERN","NONE","NATOMA ST / 8TH ST",-122.412160931881,37.7766597984985,"FALSE","18",18,18,"06075017601"
"3284",120034692,"ASSAULT","AGGRAVATED ASSAULT WITH BODILY FORCE","Friday",2012-01-13,"09:22","INGLESIDE","NONE","0 Block of SANTAMARINA ST",-122.421795614819,37.7401520287761,"TRUE","09",9.36666666666667,9.36666666666667,"06075025401"
"38057",120361310,"NON-CRIMINAL","AIDED CASE","Sunday",2012-05-06,"22:59","SOUTHERN","NONE","1100 Block of MARKET ST",-122.41345722051,37.7797859841923,"FALSE","22",22.9833333333333,70.9833333333333,"06075017601"
"91208",120862471,"ROBBERY","ROBBERY, ARMED WITH A GUN","Thursday",2012-10-25,"23:10","INGLESIDE","NONE","4200 Block of FOLSOM ST",-122.41383332612,37.733647588173,"TRUE","23",23.1666666666667,167.166666666667,"06075025403"
"4358",120042861,"WARRANTS","WARRANT ARREST","Monday",2012-01-16,"10:45","MISSION","ARREST, BOOKED","600 Block of 15TH ST",-122.398776660903,37.7765357237405,"FALSE","10",10.75,82.75,"06075060700"
"69448",120653640,"LARCENY/THEFT","PETTY THEFT FROM A BUILDING","Tuesday",2012-05-01,"18:00","CENTRAL","NONE","600 Block of POST ST",-122.412791511289,37.7877672735136,"FALSE","18",18,114,"06075012100"
"34444",120215159,"NON-CRIMINAL","FOUND PROPERTY","Thursday",2012-03-15,"00:01","CENTRAL","NONE","500 Block of GREEN ST",-122.408171707039,37.799634597705,"FALSE","00",0.0166666666666667,144.016666666667,"06075010600"
"25096",120239858,"WARRANTS","WARRANT ARREST","Saturday",2012-03-24,"16:58","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403675173997,37.7751775060199,"FALSE","16",16.9666666666667,40.9666666666667,"06075018000"
"16436",120161875,"LARCENY/THEFT","GRAND THEFT FROM PERSON","Saturday",2012-02-25,"21:00","NORTHERN","NONE","1300 Block of FILLMORE ST",-122.432577996092,37.7819625833053,"FALSE","21",21,45,"06075015900"
"40025",120375402,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Friday",2012-05-11,"16:47","SOUTHERN","NONE","200 Block of 8TH ST",-122.411571816697,37.7762381959425,"FALSE","16",16.7833333333333,16.7833333333333,"06075017802"
"19057",120185671,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Monday",2012-03-05,"23:40","NORTHERN","ARREST, CITED","600 Block of GOLDEN GATE AV",-122.421614711634,37.780915916468,"FALSE","23",23.6666666666667,95.6666666666667,"06075016000"
"15972",120158173,"DRUG/NARCOTIC","MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED","Saturday",2012-02-25,"13:06","NORTHERN","ARREST, BOOKED","300 Block of LARKIN ST",-122.416957012755,37.7807211981559,"FALSE","13",13.1,37.1,"06075012402"
"53524",120504485,"OTHER OFFENSES","MISCELLANEOUS INVESTIGATION","Tuesday",2012-06-26,"22:00","PARK","NONE","1700 Block of FULTON ST",-122.445202885347,37.7759289791089,"FALSE","22",22,118,"06075016500"
"4749",120047667,"ASSAULT","INFLICT INJURY ON COHABITEE","Tuesday",2012-01-17,"21:52","MISSION","NONE","800 Block of CAPP ST",-122.417576615794,37.7531423096494,"TRUE","21",21.8666666666667,117.866666666667,"06075020900"
"87658",120823859,"ASSAULT","BATTERY","Saturday",2012-10-13,"18:15","SOUTHERN","NONE","1000 Block of MARKET ST",-122.412130752567,37.7807362500974,"TRUE","18",18.25,42.25,"06075017601"
"12384",120123314,"NON-CRIMINAL","LOST PROPERTY","Monday",2012-02-13,"10:30","BAYVIEW","NONE","300 Block of WILLIAMS AV",-122.399382667574,37.730190842828,"FALSE","10",10.5,82.5,"06075023300"
"116782",120977008,"MISSING PERSON","MISSING JUVENILE","Monday",2012-12-03,"22:03","TARAVAL","LOCATED","0 Block of FARALLONES ST",-122.453924326068,37.7140590339184,"FALSE","22",22.05,94.05,"06075031400"
"14970",120131771,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Wednesday",2012-02-15,"21:55","NORTHERN","NONE","2300 Block of CHESTNUT ST",-122.442488104338,37.7999110167429,"FALSE","21",21.9166666666667,141.916666666667,"06075012800"
"26993",120259317,"DRUNKENNESS","UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE","Sunday",2012-04-01,"04:35","TENDERLOIN","ARREST, BOOKED","700 Block of OFARRELL ST",-122.41743043642,37.7852609739644,"FALSE","04",4.58333333333333,52.5833333333333,"06075012201"
"112205",120349043,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Wednesday",2012-05-02,"17:45","INGLESIDE","ARREST, BOOKED","3200 Block of MISSION ST",-122.42021071074,37.7451714280183,"TRUE","17",17.75,137.75,"06075025300"
"116231",120916692,"BURGLARY","BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY","Sunday",2012-11-11,"10:00","MISSION","NONE","3000 Block of 16TH ST",-122.41990886974,37.7650697985146,"FALSE","10",10,58,"06075020100"
"34304",120324669,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Tuesday",2012-04-24,"13:30","CENTRAL","ARREST, CITED","400 Block of BAY ST",-122.413627644252,37.8055827598089,"FALSE","13",13.5,109.5,"06075010100"
"15173",120148146,"ASSAULT","BATTERY","Wednesday",2012-02-22,"10:19","BAYVIEW","ARREST, CITED","1500 Block of QUESADA AV",-122.388412594746,37.7315769990452,"TRUE","10",10.3166666666667,130.316666666667,"06075023200"
"97956",120826643,"ROBBERY","ROBBERY, BODILY FORCE","Sunday",2012-10-14,"20:30","TENDERLOIN","NONE","MARKET ST / 8TH ST",-122.414743835382,37.778719262789,"TRUE","20",20.5,68.5,"06075012402"
"91457",120862788,"OTHER OFFENSES","DEFRAUDING TAXI DRIVER","Friday",2012-10-26,"01:30","INGLESIDE","NONE","300 Block of POWHATTAN AV",-122.414942432518,37.7414650883325,"FALSE","01",1.5,1.5,"06075025200"
"112554",120532743,"TRESPASS","TRESPASSING","Thursday",2012-07-05,"17:00","CENTRAL","NONE","800 Block of PINE ST",-122.409713996001,37.7909619117189,"FALSE","17",17,161,"06075011902"
"122215",120281069,"ROBBERY","ROBBERY OF A BANK WITH A GUN","Monday",2012-04-09,"10:10","CENTRAL","ARREST, BOOKED","0 Block of POST ST",-122.403642417861,37.7888633945378,"TRUE","10",10.1666666666667,82.1666666666667,"06075011700"
