"","r","t","nms"
"53",4.0963821002,12.3009774678,"Trial 1"
"54",6.23358307481,-21.56315724,"Trial 1"
"55",3.93948852677,-19.3355162838,"Trial 1"
"56",3.9254450774,26.1464431708,"Trial 1"
"57",6.11813250146,-1.70607120268,"Trial 1"
"58",3.94045034629,16.071723695,"Trial 1"
"59",7.58301557326,2.05326630285,"Trial 1"
"60",3.51320214534,-5.09791161233,"Trial 1"
"61",3.48804392301,14.8066257809,"Trial 2"
"62",2.91847857636,79.0063403726,"Trial 2"
"63",4.20182735997,49.0220655413,"Trial 2"
"64",8.22732460685,49.699083136,"Trial 2"
"65",4.77669042724,54.1374910829,"Trial 2"
"66",3.04191230311,86.4193210205,"Trial 2"
"67",4.78994771908,96.9523919357,"Trial 2"
"68",5.66388078036,41.4634882636,"Trial 2"
"69",3.85826239317,67.1376916934,"Trial 2"
"70",8.26021288114,68.0610394397,"Trial 2"
"71",6.86862448643,42.6819303227,"Trial 2"
"72",5.74019759967,76.3986566081,"Trial 2"
"73",6.59497928246,42.1947934722,"Trial 2"
"74",5.69270377821,59.5778889746,"Trial 2"
"75",5.33791657446,27.5108667993,"Trial 2"
"76",9.28360418518,60.7534448323,"Trial 2"
"77",5.76459089314,68.3708327991,"Trial 2"
"78",4.02886455205,65.7480281495,"Trial 2"
"79",5.66234474837,58.5330083721,"Trial 2"
"80",0.422837231101,-176.744106458,"Trial 2"
"81",6.20126646393,61.17401858,"Trial 2"
"82",6.43926538132,47.451508589,"Trial 2"
"83",5.09675851306,84.4266531858,"Trial 2"
"84",4.63208190873,12.4793465505,"Trial 2"
"85",3.42184613631,72.4808027618,"Trial 2"
"86",4.36940470335,50.5788317578,"Trial 2"
"87",4.02833441941,51.5602282402,"Trial 2"
"88",5.80576719754,52.4378561813,"Trial 2"
"89",6.84818992143,51.5868279921,"Trial 2"
"90",3.80929551278,73.8729447773,"Trial 2"
"91",4.38526818383,70.2170569279,"Trial 2"
"92",6.98332684555,70.7142991543,"Trial 2"
"93",7.39627318603,82.2343944264,"Trial 2"
"94",5.21512500314,38.935390447,"Trial 2"
"95",3.08614877924,84.7093666702,"Trial 2"
"96",6.33539449149,38.1658284365,"Trial 2"
"97",6.09041471406,61.7040536538,"Trial 2"
"98",2.4480560069,70.1969562924,"Trial 2"
"99",5.94278402031,54.4542925901,"Trial 2"
"100",6.37312988559,64.3348949686,"Trial 2"
"101",5.45420534118,58.2738931466,"Trial 2"
"102",4.39333761656,60.4998223904,"Trial 2"
"103",4.20594467998,59.155232539,"Trial 2"
"104",6.15554228796,83.8656184676,"Trial 2"
"105",5.11908717116,47.8734098973,"Trial 2"
"106",6.86986083083,69.2826015659,"Trial 2"
"107",4.10459986058,71.1899104287,"Trial 2"
"108",5.95434812558,51.048396463,"Trial 2"
"109",8.09233287715,59.4275824152,"Trial 2"
"110",2.96176970545,78.5987369617,"Trial 2"
"111",3.97401218758,75.7558645152,"Trial 2"
"112",6.37338412891,79.9704837232,"Trial 2"
"113",5.41540914318,73.8937802463,"Trial 2"
"114",3.87689091998,31.7334111317,"Trial 2"
"115",3.26144694742,68.084751177,"Trial 2"
"116",6.1458085297,80.4110799786,"Trial 2"
"117",5.50245198719,48.9242507089,"Trial 2"
"118",5.57155329531,76.6502557554,"Trial 2"
"119",6.85304926109,42.1828643629,"Trial 2"
"120",4.14035507494,76.0333358945,"Trial 2"
"121",1.85587083503,151.294255181,"Trial 3"
"122",5.28696206204,147.188025028,"Trial 3"
"123",3.88601339194,125.282157112,"Trial 3"
"124",6.282863313,87.0672979717,"Trial 3"
"125",4.45341484774,119.627898357,"Trial 3"
"126",5.68800805076,147.740824147,"Trial 3"
"127",7.33086428261,139.564598145,"Trial 3"
"128",3.82566059479,101.391497102,"Trial 3"
"129",4.98960417696,134.56018428,"Trial 3"
"130",7.89743146977,104.024444705,"Trial 3"
"131",4.65669311302,89.3931429448,"Trial 3"
"132",6.66715369631,123.1940314,"Trial 3"
"133",4.43100628714,91.4743405152,"Trial 3"
"134",5.34611325338,113.332373614,"Trial 3"
"135",2.47994569588,96.1499255673,"Trial 3"
"136",8.11347734853,93.2807345226,"Trial 3"
"137",6.08131168231,118.215565226,"Trial 3"
"138",4.96821689621,132.322937378,"Trial 3"
"139",5.24445392063,112.941186391,"Trial 3"
"140",5.42220788417,-179.746233138,"Trial 3"
"141",5.79277461602,110.303513559,"Trial 3"
"142",4.78758059223,97.7508361661,"Trial 3"
"143",6.78431863718,131.608089257,"Trial 3"
"144",1.10893690948,115.496919231,"Trial 3"
"145",5.13891110524,140.58118216,"Trial 3"
"146",4.04292965729,123.396662119,"Trial 3"
"147",4.02289202968,128.342009045,"Trial 3"
"148",4.82842879131,107.608810398,"Trial 3"
"149",5.41737837431,97.9046897875,"Trial 3"
"150",5.37863521067,137.128447975,"Trial 3"
"151",5.42109717546,130.431244912,"Trial 3"
"152",7.12056197886,112.227084481,"Trial 3"
"153",8.3493085399,118.630202246,"Trial 3"
"154",3.41048558832,106.05822559,"Trial 3"
"155",5.62837847088,146.908109706,"Trial 3"
"156",3.91493697614,90.2773495582,"Trial 3"
"157",5.76394026236,111.505282363,"Trial 3"
"158",4.7643741068,151.089742536,"Trial 3"
"159",5.0762362679,107.721394157,"Trial 3"
"160",6.1655581832,111.300854997,"Trial 3"
"161",5.10557651628,114.680277936,"Trial 3"
"162",4.76103637693,126.569379493,"Trial 3"
"163",4.59624954094,128.218952233,"Trial 3"
"164",7.50418841135,125.354857195,"Trial 3"
"165",4.10703141792,112.418068253,"Trial 3"
"166",6.92042229938,111.797355679,"Trial 3"
"167",5.34912894956,133.418052258,"Trial 3"
"168",4.79806571939,105.184116842,"Trial 3"
"169",7.0232515323,97.2310361206,"Trial 3"
"170",5.28368096546,146.668036804,"Trial 3"
"171",5.56907115243,136.239315201,"Trial 3"
"172",7.38379490845,121.791844193,"Trial 3"
"173",6.26923321044,123.911327971,"Trial 3"
"174",2.65652964501,129.86224497,"Trial 3"
"175",4.8439843388,141.34395085,"Trial 3"
"176",7.24799236156,123.270967749,"Trial 3"
"177",4.37295939441,108.458821723,"Trial 3"
"178",6.57098108136,124.412377056,"Trial 3"
"179",4.60247924389,89.0271107387,"Trial 3"
"180",5.67005205083,134.876701145,"Trial 3"
"181",5.37247092432,-140.203327641,"Trial 4"
"182",7.09635557204,-168.084245433,"Trial 4"
"183",4.8838239032,-166.285141329,"Trial 4"
"184",2.92013544124,138.248866753,"Trial 4"
"185",4.72396304568,-174.424386436,"Trial 4"
"186",7.42369395093,-169.960482759,"Trial 4"
"187",8.0909460754,176.991822687,"Trial 4"
"188",3.30684459137,-169.901416249,"Trial 4"
"189",6.05082848252,-172.641581594,"Trial 4"
"190",5.53023207444,142.951668814,"Trial 4"
"191",2.47230695264,172.415746367,"Trial 4"
"192",6.27567053686,168.519359196,"Trial 4"
"193",2.61589617379,177.822053694,"Trial 4"
"194",4.65353994458,172.855190349,"Trial 4"
"195",3.33544001388,-146.014521701,"Trial 4"
"196",4.79588360487,128.177293024,"Trial 4"
"197",5.47271134648,169.167072781,"Trial 4"
"198",5.88193049095,-173.588573789,"Trial 4"
"199",4.57158707205,173.726992705,"Trial 4"
"200",9.0398611698,-151.206104772,"Trial 4"
"201",4.6429075999,166.260477163,"Trial 4"
"202",3.1727677358,172.507566082,"Trial 4"
"203",7.04424813882,173.949183904,"Trial 4"
"204",4.46633651411,-131.806840938,"Trial 4"
"205",6.5573302898,-170.635273831,"Trial 4"
"206",4.82084943725,-168.577085483,"Trial 4"
"207",5.13191551521,-166.765503421,"Trial 4"
"208",3.97001223705,176.070487348,"Trial 4"
"209",3.40632381283,162.297501498,"Trial 4"
"210",6.476722964,-174.055746313,"Trial 4"
"211",6.01921850933,-178.060929857,"Trial 4"
"212",5.66450153495,156.47126885,"Trial 4"
"213",7.15875852255,155.239142145,"Trial 4"
"214",3.60071266167,-163.000526394,"Trial 4"
"215",7.32412716876,-170.116713265,"Trial 4"
"216",2.55294615625,-170.639272487,"Trial 4"
"217",4.72713386039,167.383143694,"Trial 4"
"218",6.97175520718,-163.098817056,"Trial 4"
"219",4.07657836107,172.880737006,"Trial 4"
"220",4.94622340701,163.386007682,"Trial 4"
"221",4.64215544904,176.182541977,"Trial 4"
"222",5.36057486441,-174.579680174,"Trial 4"
"223",5.39171906736,-172.335844882,"Trial 4"
"224",7.0725243051,165.338025694,"Trial 4"
"225",4.10111157028,-172.525664261,"Trial 4"
"226",5.48573262102,157.542877739,"Trial 4"
"227",6.19253528611,-175.881511093,"Trial 4"
"228",3.76871139184,175.427643994,"Trial 4"
"229",4.29031138976,142.069674723,"Trial 4"
"230",7.06019536969,-168.340734019,"Trial 4"
"231",6.53969184418,-175.805831123,"Trial 4"
"232",6.67974440649,163.063745419,"Trial 4"
"233",6.0608253587,171.720974997,"Trial 4"
"234",4.78657404093,-151.403904569,"Trial 4"
"235",6.41668652967,-168.27136909,"Trial 4"
"236",6.70328133339,165.045327878,"Trial 4"
"237",3.88884781048,-177.315336665,"Trial 4"
"238",6.30859108119,170.042412897,"Trial 4"
"239",2.4370447709,173.59919661,"Trial 4"
"240",6.5081863479,-177.250656746,"Trial 4"
"241",7.93755787138,-101.833785776,"Trial 5"
"242",7.30274649152,-127.478391579,"Trial 5"
"243",5.92930222144,-112.244284997,"Trial 5"
"244",2.40717871317,-82.3259108712,"Trial 5"
"245",5.27092188706,-114.688855621,"Trial 5"
"246",7.40059612754,-130.537863362,"Trial 5"
"247",6.81082033836,-145.010264976,"Trial 5"
"248",4.96775903442,-98.7488450072,"Trial 5"
"249",6.19022937045,-124.441748821,"Trial 5"
"250",2.15851865795,-152.45411927,"Trial 5"
"251",4.00412589387,-89.2942365523,"Trial 5"
"252",4.77661732163,-139.832451718,"Trial 5"
"253",4.23225045181,-91.5435951844,"Trial 5"
"254",4.30765487269,-119.442163004,"Trial 5"
"255",6.20027517286,-92.4558385274,"Trial 5"
"256",0.727513848534,-129.659924316,"Trial 5"
"257",4.37800680381,-131.051235099,"Trial 5"
"258",6.00496493944,-123.852917454,"Trial 5"
"259",4.34193170292,-118.086739004,"Trial 5"
"260",10.2379829353,-121.979217138,"Trial 5"
"261",3.8021588887,-121.915029968,"Trial 5"
"262",3.96928117014,-99.3618475777,"Trial 5"
"263",5.75898014247,-141.467701997,"Trial 5"
"264",7.67417906914,-93.5662631891,"Trial 5"
"265",6.69995353301,-126.336901405,"Trial 5"
"266",5.73431038813,-112.834944178,"Trial 5"
"267",6.0442759153,-114.386479929,"Trial 5"
"268",4.31294306609,-109.796072327,"Trial 5"
"269",3.37754528241,-102.743264712,"Trial 5"
"270",6.36766672727,-128.246728907,"Trial 5"
"271",5.73724418155,-127.792092643,"Trial 5"
"272",3.39635147199,-142.473629745,"Trial 5"
"273",4.21646748139,-161.587294187,"Trial 5"
"274",5.46488501672,-99.9406107796,"Trial 5"
"275",7.31113557753,-130.163117326,"Trial 5"
"276",4.74540076936,-90.2288120096,"Trial 5"
"277",3.91646853189,-122.650491214,"Trial 5"
"278",7.60297299033,-123.267750572,"Trial 5"
"279",4.12520482944,-111.997308801,"Trial 5"
"280",3.67679494965,-127.528316806,"Trial 5"
"281",4.55123578852,-117.931295338,"Trial 5"
"282",5.60696053152,-120.391634245,"Trial 5"
"283",5.79484425749,-119.386871479,"Trial 5"
"284",5.03052815569,-149.674695492,"Trial 5"
"285",5.10958624099,-107.850517506,"Trial 5"
"286",3.40544020796,-138.989931341,"Trial 5"
"287",6.02630612539,-127.595470214,"Trial 5"
"288",4.22110926364,-107.32083544,"Trial 5"
"289",1.90978293658,-117.573807423,"Trial 5"
"290",7.25466939392,-127.481660968,"Trial 5"
"291",6.26887587203,-129.912033166,"Trial 5"
"292",4.56258056659,-148.495211671,"Trial 5"
"293",4.91805796544,-135.33164137,"Trial 5"
"294",6.83656096253,-104.421659276,"Trial 5"
"295",6.78648654914,-123.875440211,"Trial 5"
"296",4.75101433449,-146.816826618,"Trial 5"
"297",4.71992634764,-107.058485424,"Trial 5"
"298",4.92780521518,-138.902564873,"Trial 5"
"299",4.05919058739,-88.8968825195,"Trial 5"
"300",6.12833898429,-130.754467356,"Trial 5"
