"","x","y"
"212",-151440,415385
"213",-167377,413796
"214",-176814,426446
"215",-170316,440695
"216",-154372,442291
"217",24644,NA
"218",255604,441268
"219",264907,428492
"220",258328,414222
"221",242454,412726
"222",233152,425494
"223",239724,439766
"224",255604,441268
"225",26083,NA
"226",-33420,440676
"227",-24022,427980
"228",-30551,413726
"229",-46468,412164
"230",-55863,424851
"231",-49344,439108
"232",-33420,440676
"233",25501,NA
"234",87355,438829
"235",96711,426099
"236",90161,411838
"237",74262,410304
"238",64908,423025
"239",71450,437289
"240",87355,438829
"241",26856,NA
"242",-202210,437493
"243",-192758,424849
"244",-199259,410609
"245",-215203,409010
"246",-224653,421645
"247",-218161,435887
"248",-202210,437493
"249",24894,NA
"250",207957,436752
"251",217272,423989
"252",210700,409723
"253",194821,408217
"254",185506,420971
"255",192071,435240
"256",207957,436752
"257",26309,NA
"258",-81198,435962
"259",-71787,423281
"260",-78310,409032
"261",-94233,407460
"262",-103642,420132
"263",-97128,434384
"264",-81198,435962
"265",25737,NA
"266",39634,434200
"267",49004,421483
"268",42460,407226
"269",26556,405683
"270",17188,418390
"271",23724,432650
"272",39634,434200
"273",27068,NA
"274",-250069,432667
"275",-240604,420038
"276",-247099,405804
"277",-263051,404196
"278",-272513,416815
"279",-266027,431051
"280",-250069,432667
"281",25140,NA
"282",160292,432207
"283",169621,419457
"284",163055,405194
"285",147170,403678
"286",137843,416419
"287",144400,430684
"288",160292,432207
"289",26531,NA
"290",-128996,431219
"291",-119572,418553
"292",-126088,404309
"293",-142019,402728
"294",-151440,415385
"295",-144933,429631
"296",-128996,431219
"297",24518,NA
"298",280781,429986
"299",290070,417205
"300",283482,402939
"301",267615,401450
"302",258328,414222
"303",264907,428492
"304",280781,429986
"305",25969,NA
"306",-8105,429540
"307",1278,416838
"308",-5260,402586
"309",-21171,401032
"310",-30551,413726
"311",-24022,427980
"312",-8105,429540
"313",25382,NA
"314",112609,427631
"315",121951,414895
"316",115392,400636
"317",99500,399110
"318",90161,411838
"319",96711,426099
"320",112609,427631
"321",26749,NA
"322",-176814,426446
"323",-167377,413796
"324",-173887,399558
"325",-189825,397967
"326",-199259,410609
"327",-192758,424849
"328",-176814,426446
"329",24770,NA
"330",233152,425494
"331",242454,412726
"332",235874,398462
"333",220000,396964
"334",210700,409723
"335",217272,423989
"336",233152,425494
"337",26197,NA
"338",-55863,424851
"339",-46468,412164
"340",-52999,397916
"341",-68917,396353
"342",-78310,409032
"343",-71787,423281
"344",-55863,424851
"345",25620,NA
"346",64908,423025
"347",74262,410304
"348",67710,396049
"349",51812,394513
"350",42460,407226
"351",49004,421483
"352",64908,423025
"353",26963,NA
"354",-224653,421645
"355",-215203,409010
"356",-221708,394778
"357",-237653,393178
"358",-247099,405804
"359",-240604,420038
"360",-224653,421645
"361",25018,NA
"362",185506,420971
"363",194821,408217
"364",188247,393957
"365",172368,392449
"366",163055,405194
"367",169621,419457
"368",185506,420971
"369",26421,NA
"370",-103642,420132
"371",-94233,407460
"372",-100758,393218
"373",-116683,391646
"374",-126088,404309
"375",-119572,418553
"376",-103642,420132
"377",24391,NA
"378",305938,418692
"379",315212,405906
"380",308617,391643
"381",292756,390162
"382",283482,402939
"383",290070,417205
"384",305938,418692
"385",25854,NA
"386",17188,418390
"387",26556,405683
"388",20010,391432
"389",4105,389887
"390",-5260,402586
"391",1278,416838
"392",17188,418390
"393",25262,NA
"394",137843,416419
"395",147170,403678
"396",140603,389422
"397",124717,387904
"398",115392,400636
"399",121951,414895
"400",137843,416419
"401",26641,NA
"402",-151440,415385
"403",-142019,402728
"404",-148538,388491
"405",-164469,386909
"406",-173887,399558
"407",-167377,413796
"408",-151440,415385
"409",24645,NA
"410",258328,414222
"411",267615,401450
"412",261027,387190
"413",245159,385698
"414",235874,398462
"415",242454,412726
"416",258328,414222
"417",26084,NA
"418",-30551,413726
"419",-21171,401032
"420",-27710,386787
"421",-43622,385232
"422",-52999,397916
"423",-46468,412164
"424",-30551,413726
"425",25502,NA
"426",90161,411838
"427",99500,399110
"428",92940,384858
"429",77048,383330
"430",67710,396049
"431",74262,410304
"432",90161,411838
"433",26857,NA
"434",-199259,410609
"435",-189825,397967
"436",-196339,383736
"437",-212277,382145
"438",-221708,394778
"439",-215203,409010
"440",-199259,410609
"441",24895,NA
"442",210700,409723
"443",220000,396964
"444",213419,382707
"445",197545,381206
"446",188247,393957
"447",194821,408217
"448",210700,409723
"449",26310,NA
"450",-78310,409032
"451",-68917,396353
"452",-75450,382113
"453",-91368,380548
"454",-100758,393218
"455",-94233,407460
"456",-78310,409032
"457",25738,NA
"458",42460,407226
"459",51812,394513
"460",45258,380265
"461",29360,378728
"462",20010,391432
"463",26556,405683
"464",42460,407226
"465",27069,NA
"466",-247099,405804
"467",-237653,393178
"468",-244161,378953
"469",-260106,377353
"470",-269550,389970
"471",-263051,404196
"472",-247099,405804
"473",25141,NA
"474",163055,405194
"475",172368,392449
"476",165793,378195
"477",149913,376684
"478",140603,389422
"479",147170,403678
"480",163055,405194
"481",26532,NA
"482",-126088,404309
"483",-116683,391646
"484",-123211,377410
"485",-139136,375837
"486",-148538,388491
"487",-142019,402728
"488",-126088,404309
"489",24519,NA
"490",283482,402939
"491",292756,390162
"492",286160,375904
"493",270299,374420
"494",261027,387190
"495",267615,401450
"496",283482,402939
"497",25970,NA
"498",-5260,402586
"499",4105,389887
"500",-2443,375644
"501",-18348,374097
"502",-27710,386787
"503",-21171,401032
"504",-5260,402586
"505",25383,NA
"506",115392,400636
"507",124717,387904
"508",118149,373654
"509",102263,372134
"510",92940,384858
"511",99500,399110
"512",115392,400636
"513",26750,NA
"514",-173887,399558
"515",-164469,386909
"516",-170992,372680
"517",-186924,371097
"518",-196339,383736
"519",-189825,397967
"520",-173887,399558
"521",24771,NA
"522",235874,398462
"523",245159,385698
"524",238570,371444
"525",222703,369951
"526",213419,382707
"527",220000,396964
"528",235874,398462
"529",26198,NA
"530",-52999,397916
"531",-43622,385232
"532",-50164,370994
"533",-66075,369437
"534",-75450,382113
"535",-68917,396353
"536",-52999,397916
"537",25621,NA
"538",67710,396049
"539",77048,383330
"540",70485,369084
"541",54594,367555
"542",45258,380265
"543",51812,394513
"544",67710,396049
"545",26964,NA
"546",-221708,394778
"547",-212277,382145
"548",-218794,367922
"549",-234733,366329
"550",-244161,378953
"551",-237653,393178
"552",-221708,394778
"553",25019,NA
"554",188247,393957
"555",197545,381206
"556",190963,366955
"557",175089,365452
"558",165793,378195
"559",172368,392449
"560",188247,393957
"561",26422,NA
"562",-100758,393218
"563",-91368,380548
"564",-97905,366315
"565",-113823,364750
"566",-123211,377410
"567",-116683,391646
"568",-100758,393218
"569",25855,NA
"570",20010,391432
"571",29360,378728
"572",22803,364487
"573",6905,362948
"574",-2443,375644
"575",4105,389887
"576",20010,391432
"577",25263,NA
"578",140603,389422
"579",149913,376684
"580",143337,362437
"581",127457,360925
"582",118149,373654
"583",124717,387904
"584",140603,389422
"585",26642,NA
"586",-148538,388491
"587",-139136,375837
"588",-145667,361609
"589",-161592,360034
"590",-170992,372680
"591",-164469,386909
"592",-148538,388491
"593",24646,NA
"594",261027,387190
"595",270299,374420
"596",263702,360169
"597",247841,358683
"598",238570,371444
"599",245159,385698
"600",261027,387190
"601",26085,NA
"602",-27710,386787
"603",-18348,374097
"604",-24899,359860
"605",-40804,358312
"606",-50164,370994
"607",-43622,385232
"608",-27710,386787
"609",25503,NA
"610",92940,384858
"611",102263,372134
"612",95692,357890
"613",79807,356369
"614",70485,369084
"615",77048,383330
"616",92940,384858
"617",26858,NA
"618",-196339,383736
"619",-186924,371097
"620",-193450,356875
"621",-209382,355291
"622",-218794,367922
"623",-212277,382145
"624",-196339,383736
"625",24896,NA
"626",213419,382707
"627",222703,369951
"628",216113,355702
"629",200245,354207
"630",190963,366955
"631",197545,381206
"632",213419,382707
"633",26311,NA
"634",-75450,382113
"635",-66075,369437
"636",-72621,355206
"637",-88533,353648
"638",-97905,366315
"639",-91368,380548
"640",-75450,382113
"641",25739,NA
"642",45258,380265
"643",54594,367555
"644",48029,353316
"645",32136,351785
"646",22803,364487
"647",29360,378728
"648",45258,380265
"649",27070,NA
"650",-244161,378953
"651",-234733,366329
"652",-241255,352113
"653",-257194,350520
"654",-266619,363136
"655",-260106,377353
"656",-244161,378953
"657",25142,NA
"658",165793,378195
"659",175089,365452
"660",168505,351207
"661",152632,349702
"662",143337,362437
"663",149913,376684
"664",165793,378195
"665",26533,NA
"666",-123211,377410
"667",-113823,364750
"668",-120363,350523
"669",-136282,348956
"670",-145667,361609
"671",-139136,375837
"672",-123211,377410
"673",24520,NA
"674",286160,375904
"675",295419,363130
"676",288814,348881
"677",272959,347403
"678",263702,360169
"679",270299,374420
"680",286160,375904
"681",25971,NA
"682",-2443,375644
"683",6905,362948
"684",346,348713
"685",-15553,347172
"686",-24899,359860
"687",-18348,374097
"688",-2443,375644
"689",25384,NA
"690",118149,373654
"691",127457,360925
"692",120879,346683
"693",104999,345169
"694",95692,357890
"695",102263,372134
"696",118149,373654
"697",26751,NA
"698",-170992,372680
"699",-161592,360034
"700",-168127,345813
"701",-184053,344237
"702",-193450,356875
"703",-186924,371097
"704",-170992,372680
"705",24772,NA
"706",238570,371444
"707",247841,358683
"708",241243,344437
"709",225382,342949
"710",216113,355702
"711",222703,369951
"712",238570,371444
"713",26199,NA
"714",-50164,370994
"715",-40804,358312
"716",-47357,344082
"717",-63263,342532
"718",-72621,355206
"719",-66075,369437
"720",-50164,370994
"721",25622,NA
"722",70485,369084
"723",79807,356369
"724",73234,342132
"725",57348,340608
"726",48029,353316
"727",54594,367555
"728",70485,369084
"729",26965,NA
"730",-218794,367922
"731",-209382,355291
"732",-215912,341076
"733",-231846,339491
"734",-241255,352113
"735",-234733,366329
"736",-218794,367922
"737",25020,NA
"738",190963,366955
"739",200245,354207
"740",193653,339964
"741",177786,338467
"742",168505,351207
"743",175089,365452
"744",190963,366955
"745",26423,NA
"746",-97905,366315
"747",-88533,353648
"748",-95081,339423
"749",-110994,337864
"750",-120363,350523
"751",-113823,364750
"752",-97905,366315
"753",25856,NA
"754",22803,364487
"755",32136,351785
"756",25569,337552
"757",9677,336019
"758",346,348713
"759",6905,362948
"760",22803,364487
"761",27175,NA
"762",-266619,363136
"763",-257194,350520
"764",-263720,336312
"765",-279661,334717
"766",-289082,347325
"767",-282565,361534
"768",-266619,363136
"769",25264,NA
"770",143337,362437
"771",152632,349702
"772",146045,335463
"773",130172,333957
"774",120879,346683
"775",127457,360925
"776",143337,362437
"777",26643,NA
"778",-145667,361609
"779",-136282,348956
"780",-142826,334737
"781",-158745,333169
"782",-168127,345813
"783",-161592,360034
"784",-145667,361609
"785",24647,NA
"786",263702,360169
"787",272959,347403
"788",266354,333159
"789",250498,331679
"790",241243,344437
"791",247841,358683
"792",263702,360169
"793",26086,NA
"794",-24899,359860
"795",-15553,347172
"796",-22115,332944
"797",-38014,331402
"798",-47357,344082
"799",-40804,358312
"800",-24899,359860
"801",25504,NA
"802",95692,357890
"803",104999,345169
"804",98418,330934
"805",82539,329418
"806",73234,342132
"807",79807,356369
"808",95692,357890
"809",26859,NA
"810",-193450,356875
"811",-184053,344237
"812",-190592,330024
"813",-206519,328446
"814",-215912,341076
"815",-209382,355291
"816",-193450,356875
"817",24897,NA
"818",216113,355702
"819",225382,342949
"820",218782,328709
"821",202920,327219
"822",193653,339964
"823",200245,354207
"824",216113,355702
"825",26312,NA
"826",-72621,355206
"827",-63263,342532
"828",-69820,328309
"829",-85726,326758
"830",-95081,339423
"831",-88533,353648
"832",-72621,355206
"833",25740,NA
"834",48029,353316
"835",57348,340608
"836",50772,326377
"837",34886,324852
"838",25569,337552
"839",32136,351785
"840",48029,353316
"841",27071,NA
"842",-241255,352113
"843",-231846,339491
"844",-238380,325283
"845",-254314,323697
"846",-263720,336312
"847",-257194,350520
"848",-241255,352113
"849",25143,NA
"850",168505,351207
"851",177786,338467
"852",171192,324230
"853",155324,322731
"854",146045,335463
"855",152632,349702
"856",168505,351207
"857",26534,NA
"858",-120363,350523
"859",-110994,337864
"860",-117546,323647
"861",-133459,322086
"862",-142826,334737
"863",-136282,348956
"864",-120363,350523
"865",25972,NA
"866",346,348713
"867",9677,336019
"868",3106,321793
"869",-12787,320258
"870",-22115,332944
"871",-15553,347172
"872",346,348713
"873",25385,NA
"874",120879,346683
"875",130172,333957
"876",123583,319724
"877",107709,318215
"878",98418,330934
"879",104999,345169
"880",120879,346683
"881",26752,NA
"882",-168127,345813
"883",-158745,333169
"884",-165293,318957
"885",-181213,317388
"886",-190592,330024
"887",-184053,344237
"888",-168127,345813
"889",24773,NA
"890",241243,344437
"891",250498,331679
"892",243891,317441
"893",228036,315958
"894",218782,328709
"895",225382,342949
"896",241243,344437
"897",26200,NA
"898",-47357,344082
"899",-38014,331402
"900",-44580,317181
"901",-60480,315637
"902",-69820,328309
"903",-63263,342532
"904",-47357,344082
"905",25623,NA
"906",73234,342132
"907",82539,329418
"908",75955,315190
"909",60075,313672
"910",50772,326377
"911",57348,340608
"912",73234,342132
"913",26966,NA
"914",-215912,341076
"915",-206519,328446
"916",-213061,314240
"917",-228989,312662
"918",-238380,325283
"919",-231846,339491
"920",-215912,341076
"921",25021,NA
"922",193653,339964
"923",202920,327219
"924",196319,312984
"925",180457,311492
"926",171192,324230
"927",177786,338467
"928",193653,339964
"929",26424,NA
"930",-95081,339423
"931",-85726,326758
"932",-92286,312542
"933",-108193,310989
"934",-117546,323647
"935",-110994,337864
"936",-95081,339423
"937",25857,NA
"938",25569,337552
"939",34886,324852
"940",28308,310628
"941",12421,309101
"942",3106,321793
"943",9677,336019
"944",25569,337552
"945",27176,NA
"946",-263720,336312
"947",-254314,323697
"948",-260853,309497
"949",-276788,307910
"950",-286190,320516
"951",-279661,334717
"952",-263720,336312
"953",25265,NA
"954",146045,335463
"955",155324,322731
"956",148728,308500
"957",132860,306999
"958",123583,319724
"959",130172,333957
"960",146045,335463
"961",26644,NA
"962",-142826,334737
"963",-133459,322086
"964",-140015,307875
"965",-155929,306314
"966",-165293,318957
"967",-158745,333169
"968",-142826,334737
"969",24648,NA
"970",266354,333159
"971",275596,320396
"972",268981,306161
"973",253132,304685
"974",243891,317441
"975",250498,331679
"976",266354,333159
"977",26087,NA
"978",-22115,332944
"979",-12787,320258
"980",-19360,306039
"981",-35254,304503
"982",-44580,317181
"983",-38014,331402
"984",-22115,332944
"985",25505,NA
"986",98418,330934
"987",107709,318215
"988",101118,303988
"989",85244,302478
"990",75955,315190
"991",82539,329418
"992",98418,330934
"993",26860,NA
"994",-190592,330024
"995",-181213,317388
"996",-187764,303182
"997",-203686,301612
"998",-213061,314240
"999",-206519,328446
"1000",-190592,330024
"1001",24898,NA
"1002",218782,328709
"1003",228036,315958
"1004",221427,301726
"1005",205571,300241
"1006",196319,312984
"1007",202920,327219
"1008",218782,328709
"1009",26313,NA
"1010",-69820,328309
"1011",-60480,315637
"1012",-67048,301423
"1013",-82949,299878
"1014",-92286,312542
"1015",-85726,326758
"1016",-69820,328309
"1017",25741,NA
"1018",50772,326377
"1019",60075,313672
"1020",53489,299449
"1021",37608,297930
"1022",28308,310628
"1023",34886,324852
"1024",50772,326377
"1025",27072,NA
"1026",-238380,325283
"1027",-228989,312662
"1028",-235536,298463
"1029",-251465,296884
"1030",-260853,309497
"1031",-254314,323697
"1032",-238380,325283
"1033",25144,NA
"1034",171192,324230
"1035",180457,311492
"1036",173853,297264
"1037",157992,295770
"1038",148728,308500
"1039",155324,322731
"1040",171192,324230
"1041",26535,NA
"1042",-117546,323647
"1043",-108193,310989
"1044",-114757,296780
"1045",-130665,295226
"1046",-140015,307875
"1047",-133459,322086
"1048",-117546,323647
"1049",25973,NA
"1050",3106,321793
"1051",12421,309101
"1052",5840,294883
"1053",-10048,293354
"1054",-19360,306039
"1055",-12787,320258
"1056",3106,321793
"1057",25386,NA
"1058",123583,319724
"1059",132860,306999
"1060",126261,292774
"1061",110393,291271
"1062",101118,303988
"1063",107709,318215
"1064",123583,319724
"1065",26753,NA
"1066",-165293,318957
"1067",-155929,306314
"1068",-162488,292110
"1069",-178404,290548
"1070",-187764,303182
"1071",-181213,317388
"1072",-165293,318957
"1073",24774,NA
"1074",243891,317441
"1075",253132,304685
"1076",246516,290455
"1077",230666,288978
"1078",221427,301726
"1079",228036,315958
"1080",243891,317441
"1081",26201,NA
"1082",-44580,317181
"1083",-35254,304503
"1084",-41830,290290
"1085",-57725,288752
"1086",-67048,301423
"1087",-60480,315637
"1088",-44580,317181
"1089",25624,NA
"1090",75955,315190
"1091",85244,302478
"1092",78650,288257
"1093",62775,286746
"1094",53489,299449
"1095",60075,313672
"1096",75955,315190
"1097",26967,NA
"1098",-213061,314240
"1099",-203686,301612
"1100",-210241,287414
"1101",-226164,285843
"1102",-235536,298463
"1103",-228989,312662
"1104",-213061,314240
"1105",25022,NA
"1106",196319,312984
"1107",205571,300241
"1108",198960,286015
"1109",183104,284528
"1110",173853,297264
"1111",180457,311492
"1112",196319,312984
"1113",26425,NA
"1114",-92286,312542
"1115",-82949,299878
"1116",-89521,285670
"1117",-105423,284124
"1118",-114757,296780
"1119",-108193,310989
"1120",-92286,312542
"1121",25858,NA
"1122",28308,310628
"1123",37608,297930
"1124",31019,283714
"1125",15138,282193
"1126",5840,294883
"1127",12421,309101
"1128",28308,310628
"1129",27177,NA
"1130",-260853,309497
"1131",-251465,296884
"1132",-258017,282692
"1133",-273948,281112
"1134",-283331,293718
"1135",-276788,307910
"1136",-260853,309497
"1137",25266,NA
"1138",148728,308500
"1139",157992,295770
"1140",151386,281547
"1141",135523,280051
"1142",126261,292774
"1143",132860,306999
"1144",148728,308500
"1145",26645,NA
"1146",-140015,307875
"1147",-130665,295226
"1148",-137233,281023
"1149",-153142,279468
"1150",-162488,292110
"1151",-155929,306314
"1152",-140015,307875
"1153",24649,NA
"1154",268981,306161
"1155",278209,293400
"1156",271586,279172
"1157",255742,277702
"1158",246516,290455
"1159",253132,304685
"1160",268981,306161
"1161",26088,NA
"1162",-19360,306039
"1163",-10048,293354
"1164",-16632,279143
"1165",-32521,277613
"1166",-41830,290290
"1167",-35254,304503
"1168",-19360,306039
"1169",25506,NA
"1170",101118,303988
"1171",110393,291271
"1172",103792,277052
"1173",87923,275548
"1174",78650,288257
"1175",85244,302478
"1176",101118,303988
"1177",26861,NA
"1178",-187764,303182
"1179",-178404,290548
"1180",-184968,276350
"1181",-200884,274787
"1182",-210241,287414
"1183",-203686,301612
"1184",-187764,303182
"1185",24899,NA
"1186",221427,301726
"1187",230666,288978
"1188",224047,274753
"1189",208197,273274
"1190",198960,286015
"1191",205571,300241
"1192",221427,301726
"1193",26314,NA
"1194",-67048,301423
"1195",-57725,288752
"1196",-64305,274546
"1197",-80200,273007
"1198",-89521,285670
"1199",-82949,299878
"1200",-67048,301423
"1201",25742,NA
"1202",53489,299449
"1203",62775,286746
"1204",56179,272531
"1205",40303,271017
"1206",31019,283714
"1207",37608,297930
"1208",53489,299449
"1209",27073,NA
"1210",-235536,298463
"1211",-226164,285843
"1212",-232724,271652
"1213",-248648,270080
"1214",-258017,282692
"1215",-251465,296884
"1216",-235536,298463
"1217",25145,NA
"1218",173853,297264
"1219",183104,284528
"1220",176490,270307
"1221",160634,268819
"1222",151386,281547
"1223",157992,295770
"1224",173853,297264
"1225",26536,NA
"1226",-114757,296780
"1227",-105423,284124
"1228",-111999,269922
"1229",-127901,268375
"1230",-137233,281023
"1231",-130665,295226
"1232",-114757,296780
"1233",25974,NA
"1234",5840,294883
"1235",15138,282193
"1236",8545,267982
"1237",-7337,266460
"1238",-16632,279143
"1239",-10048,293354
"1240",5840,294883
"1241",25387,NA
"1242",126261,292774
"1243",135523,280051
"1244",128914,265834
"1245",113051,264337
"1246",103792,277052
"1247",110393,291271
"1248",126261,292774
"1249",26754,NA
"1250",-162488,292110
"1251",-153142,279468
"1252",-159714,265272
"1253",-175624,263716
"1254",-184968,276350
"1255",-178404,290548
"1256",-162488,292110
"1257",24775,NA
"1258",246516,290455
"1259",255742,277702
"1260",249116,263479
"1261",233271,262007
"1262",224047,274753
"1263",230666,288978
"1264",246516,290455
"1265",26202,NA
"1266",-41830,290290
"1267",-32521,277613
"1268",-39109,263408
"1269",-54998,261877
"1270",-64305,274546
"1271",-57725,288752
"1272",-41830,290290
"1273",25625,NA
"1274",78650,288257
"1275",87923,275548
"1276",81319,261334
"1277",65449,259829
"1278",56179,272531
"1279",62775,286746
"1280",78650,288257
"1281",26968,NA
"1282",-210241,287414
"1283",-200884,274787
"1284",-207452,260597
"1285",-223370,259032
"1286",-232724,271652
"1287",-226164,285843
"1288",-210241,287414
"1289",25023,NA
"1290",198960,286015
"1291",208197,273274
"1292",201576,259054
"1293",185726,257574
"1294",176490,270307
"1295",183104,284528
"1296",198960,286015
"1297",26426,NA
"1298",-89521,285670
"1299",-80200,273007
"1300",-86784,258807
"1301",-102681,257267
"1302",-111999,269922
"1303",-105423,284124
"1304",-89521,285670
"1305",25859,NA
"1306",31019,283714
"1307",40303,271017
"1308",33703,256808
"1309",17827,255294
"1310",8545,267982
"1311",15138,282193
"1312",31019,283714
"1313",27178,NA
"1314",-258017,282692
"1315",-248648,270080
"1316",-255213,255896
"1317",-271139,254323
"1318",-280504,266927
"1319",-273948,281112
"1320",-258017,282692
"1321",25267,NA
"1322",151386,281547
"1323",160634,268819
"1324",154018,254603
"1325",138160,253113
"1326",128914,265834
"1327",135523,280051
"1328",151386,281547
"1329",26646,NA
"1330",-137233,281023
"1331",-127901,268375
"1332",-134481,254180
"1333",-150385,252632
"1334",-159714,265272
"1335",-153142,279468
"1336",-137233,281023
"1337",24650,NA
"1338",271586,279172
"1339",280799,266414
"1340",274166,252193
"1341",258328,250728
"1342",249116,263479
"1343",255742,277702
"1344",271586,279172
"1345",26089,NA
"1346",-16632,279143
"1347",-7337,266460
"1348",-13933,252256
"1349",-29816,250733
"1350",-39109,263408
"1351",-32521,277613
"1352",-16632,279143
"1353",25507,NA
"1354",103792,277052
"1355",113051,264337
"1356",106440,250125
"1357",90576,248627
"1358",81319,261334
"1359",87923,275548
"1360",103792,277052
"1361",26862,NA
"1362",-184968,276350
"1363",-175624,263716
"1364",-182201,249527
"1365",-198112,247970
"1366",-207452,260597
"1367",-200884,274787
"1368",-184968,276350
"1369",24900,NA
"1370",224047,274753
"1371",233271,262007
"1372",226644,247790
"1373",210799,246316
"1374",201576,259054
"1375",208197,273274
"1376",224047,274753
"1377",26315,NA
"1378",-64305,274546
"1379",-54998,261877
"1380",-61590,247677
"1381",-77480,246145
"1382",-86784,258807
"1383",-80200,273007
"1384",-64305,274546
"1385",25743,NA
"1386",56179,272531
"1387",65449,259829
"1388",58842,245621
"1389",42971,244114
"1390",33703,256808
"1391",40303,271017
"1392",56179,272531
"1393",27074,NA
"1394",-232724,271652
"1395",-223370,259032
"1396",-229943,244849
"1397",-245862,243284
"1398",-255213,255896
"1399",-248648,270080
"1400",-232724,271652
"1401",25146,NA
"1402",176490,270307
"1403",185726,257574
"1404",179102,243360
"1405",163251,241877
"1406",154018,254603
"1407",160634,268819
"1408",176490,270307
"1409",26537,NA
"1410",-111999,269922
"1411",-102681,257267
"1412",-109269,243073
"1413",-125167,241532
"1414",-134481,254180
"1415",-127901,268375
"1416",-111999,269922
"1417",25975,NA
"1418",8545,267982
"1419",17827,255294
"1420",11223,241091
"1421",-4654,239574
"1422",-13933,252256
"1423",-7337,266460
"1424",8545,267982
"1425",27282,NA
"1426",-280504,266927
"1427",-271139,254323
"1428",-277709,240146
"1429",-293636,238572
"1430",-302998,251169
"1431",-296436,265347
"1432",-280504,266927
"1433",25388,NA
"1434",128914,265834
"1435",138160,253113
"1436",131541,238903
"1437",115684,237412
"1438",106440,250125
"1439",113051,264337
