"","Chrom","Read","Strand"
"236",8,120903,1
"237",8,121967,0
"238",8,122619,1
"239",8,122873,0
"240",8,123192,1
"241",8,123803,1
"242",8,124340,1
"243",8,124845,1
"244",8,125454,1
"245",8,125567,0
"246",8,127043,1
"247",8,127046,1
"248",8,127727,0
"249",8,128793,1
"250",8,128864,1
"251",8,129132,0
"252",8,129450,1
"253",8,130380,1
"254",8,132006,0
"255",8,132475,0
"256",8,134489,1
"257",8,135263,0
"258",8,135879,1
"259",8,136661,1
"260",8,136767,1
"261",8,138088,1
"262",8,138227,0
"263",8,138512,1
"264",8,138530,0
"265",8,140336,1
"266",8,140862,0
"267",8,141899,0
"268",8,142020,1
"269",8,142256,1
"270",8,142427,1
"271",8,143620,1
"272",8,144330,0
"273",8,144391,0
"274",8,145369,1
"275",8,147074,1
"276",8,147407,0
"277",8,147475,1
"278",8,148158,1
"279",8,148744,1
"280",8,148952,0
"281",8,149818,0
"282",8,150238,0
"283",8,150675,0
"284",8,152694,1
"285",8,153061,1
"286",8,155172,0
"287",8,155452,1
"288",8,156130,0
"289",8,156335,1
"290",8,156504,0
"291",8,156731,0
"292",8,156736,0
"293",8,157257,1
"294",8,157516,1
"295",8,159693,0
"296",8,159828,0
"297",8,160581,1
"298",8,161508,1
"299",8,162213,1
"300",8,164105,1
"301",8,165573,0
"302",8,166492,1
"303",8,167593,1
"304",8,168200,1
"305",8,168245,1
"306",8,168359,0
"307",8,168563,1
"308",8,168783,1
"309",8,169009,0
"310",8,169396,1
"311",8,169685,0
"312",8,169949,0
"313",8,170144,0
"314",8,170630,1
"315",8,171683,1
"316",8,171884,0
"317",8,172058,1
"318",8,172220,1
"319",8,172918,1
"320",8,173501,0
"321",8,173982,1
"322",8,174283,0
"323",8,174547,1
"324",8,174592,0
"325",8,174833,0
"326",8,175163,1
"327",8,175402,1
"328",8,176140,1
"329",8,176812,0
"330",8,177316,1
"331",8,177650,0
"332",8,177831,0
"333",8,177874,0
"334",8,178148,0
"335",8,178670,0
"336",8,179180,1
"337",8,179288,1
"338",8,179828,0
"339",8,180237,0
"340",8,180545,1
"341",8,181030,1
"342",8,181159,1
"343",8,181355,1
"344",8,181903,0
"345",8,182923,0
"346",8,183459,0
"347",8,183585,1
"348",8,183893,1
"349",8,184112,0
"350",8,185104,1
"351",8,185188,0
"352",8,186057,1
"353",8,186081,1
"354",8,186361,1
"355",8,186524,0
"356",8,187304,0
"357",8,187488,0
"358",8,187681,1
"359",8,188013,1
"360",8,188857,0
"361",8,189757,0
"362",8,190725,0
"363",8,191348,0
"364",8,191539,1
"365",8,191967,1
"366",8,192311,1
"367",8,192462,0
"368",8,193198,1
"369",8,194312,0
"370",8,194570,1
"371",8,194664,0
"372",8,194671,1
"373",8,194890,1
"374",8,194919,0
"375",8,194965,0
"376",8,196131,1
"377",8,196563,1
"378",8,197226,1
"379",8,197594,0
"380",8,198293,0
"381",8,198349,1
"382",8,199252,0
"383",8,199509,0
"384",8,199691,1
"385",8,199737,1
"386",8,199848,0
"387",8,200271,1
"388",8,200298,0
"389",8,200400,0
"390",8,200710,0
"391",8,201135,0
"392",8,201670,0
"393",8,202821,1
"394",8,203934,0
"395",8,204227,1
"396",8,204350,0
"397",8,204794,1
"398",8,205296,0
"399",8,205942,1
"400",8,206598,1
"401",8,207119,0
"402",8,207903,0
"403",8,209067,1
"404",8,209525,0
"405",8,209910,0
"406",8,211336,1
"407",8,211482,0
"408",8,211789,1
"409",8,212885,1
"410",8,213653,0
"411",8,214776,0
"412",8,216071,0
"413",8,216295,0
"414",8,217457,1
"415",8,217502,0
"416",8,217578,0
"417",8,219313,1
"418",8,219948,1
"419",8,220132,1
"420",8,220246,0
"421",8,220247,0
"422",8,220299,0
"423",8,220302,0
"424",8,220480,0
"425",8,221532,1
"426",8,223718,1
"427",8,224479,1
"428",8,225105,1
"429",8,225369,1
"430",8,225369,0
"431",8,225667,0
"432",8,225828,0
"433",8,226475,1
"434",8,226599,0
"435",8,227234,1
"436",8,227392,1
"437",8,229723,1
"438",8,230814,0
"439",8,231704,1
"440",8,231886,1
"441",8,233411,0
"442",8,236362,0
"443",8,237059,0
"444",8,237396,1
"445",8,237717,1
"446",8,238100,0
"447",8,238105,1
"448",8,238233,1
"449",8,238902,0
"450",8,239269,1
"451",8,239802,1
"452",8,240363,1
"453",8,241894,1
"454",8,244632,1
"455",8,245562,1
"456",8,245916,1
"457",8,246287,1
"458",8,246555,0
"459",8,246555,0
"460",8,246630,0
"461",8,247176,1
"462",8,247455,1
"463",8,247751,1
"464",8,248133,0
"465",8,248847,1
"466",8,248848,1
"467",8,249443,0
"468",8,249461,1
"469",8,249981,1
"470",8,250678,0
"471",8,250979,0
"472",8,251066,0
"473",8,251530,0
"474",8,251657,1
"475",8,251880,1
"476",8,251934,1
"477",8,253168,1
"478",8,254085,1
"479",8,254911,0
"480",8,255009,0
"481",8,255499,1
"482",8,256147,0
"483",8,257778,1
"484",8,258592,0
"485",8,259083,1
"486",8,259732,0
"487",8,259807,0
"488",8,260555,0
"489",8,261032,1
"490",8,261393,0
"491",8,261877,0
"492",8,261910,0
"493",8,262018,1
"494",8,262334,0
"495",8,262571,1
"496",8,262663,0
"497",8,263173,0
"498",8,265255,0
"499",8,267087,0
"500",8,267462,0
"501",8,267835,1
"502",8,268144,0
"503",8,268899,1
"504",8,268949,0
"505",8,269343,0
"506",8,269367,0
"507",8,270456,0
"508",8,271625,1
"509",8,272106,0
"510",8,272111,0
"511",8,272339,1
"512",8,272356,1
"513",8,273015,0
"514",8,273688,0
"515",8,273951,0
"516",8,274331,1
"517",8,274397,0
"518",8,274512,0
"519",8,275112,1
"520",8,275193,0
"521",8,276046,1
"522",8,276317,1
"523",8,276631,0
"524",8,276951,1
"525",8,277021,1
"526",8,277491,1
"527",8,277894,0
"528",8,278858,1
"529",8,278892,0
"530",8,279084,0
"531",8,279134,0
"532",8,280418,1
"533",8,280967,0
"534",8,281062,1
"535",8,281391,1
"536",8,282341,1
"537",8,282868,0
"538",8,284001,0
"539",8,284384,1
"540",8,284523,0
"541",8,285449,0
"542",8,285584,0
"543",8,285602,1
"544",8,286653,1
"545",8,286847,1
"546",8,287826,0
"547",8,288134,1
"548",8,289723,0
"549",8,289845,0
"550",8,289993,1
"551",8,289996,0
"552",8,290054,1
"553",8,290112,0
"554",8,290126,1
"555",8,290520,0
"556",8,290559,0
"557",8,290938,1
"558",8,292486,1
"559",8,292625,1
"560",8,292725,0
"561",8,292951,0
"562",8,293343,1
"563",8,293877,1
"564",8,294290,1
"565",8,295107,1
"566",8,296121,1
"567",8,296396,0
"568",8,296799,1
"569",8,297521,0
"570",8,298397,1
"571",8,299558,1
"572",8,300596,0
"573",8,301002,1
"574",8,302987,1
"575",8,303410,1
"576",8,303420,0
"577",8,304922,1
"578",8,305365,1
"579",8,305476,1
"580",8,305618,1
"581",8,306042,1
"582",8,306337,0
"583",8,307232,0
"584",8,307450,0
"585",8,307454,1
"586",8,307504,1
"587",8,308596,1
"588",8,310240,1
"589",8,310498,1
"590",8,311331,1
"591",8,311817,0
"592",8,312035,0
"593",8,312391,0
"594",8,312433,1
"595",8,312655,1
"596",8,312872,0
"597",8,313224,1
"598",8,314861,0
"599",8,315056,1
"600",8,315208,1
"601",8,315365,1
"602",8,315379,0
"603",8,315386,1
"604",8,315489,0
"605",8,315594,1
"606",8,316951,0
"607",8,317478,0
"608",8,317524,1
"609",8,318012,1
"610",8,318140,0
"611",8,318628,0
"612",8,320313,1
"613",8,320674,1
"614",8,322366,1
"615",8,323191,1
"616",8,324629,1
"617",8,324690,0
"618",8,325520,1
"619",8,325554,1
"620",8,326368,0
"621",8,326382,1
"622",8,326665,0
"623",8,327057,1
"624",8,327538,1
"625",8,327575,0
"626",8,327968,0
"627",8,328585,1
"628",8,328602,0
"629",8,328753,0
"630",8,329037,0
"631",8,329164,1
"632",8,329758,1
"633",8,329925,0
"634",8,330870,0
"635",8,331324,0
"636",8,331367,1
"637",8,332693,0
"638",8,332869,1
"639",8,333359,1
"640",8,334585,1
"641",8,335314,1
"642",8,335393,0
"643",8,335453,1
"644",8,335587,0
"645",8,336188,1
"646",8,338159,1
"647",8,338796,0
"648",8,338966,0
"649",8,339099,1
"650",8,339527,1
"651",8,339539,1
"652",8,340426,0
"653",8,340560,0
"654",8,340854,1
"655",8,341131,0
"656",8,341190,0
"657",8,341787,0
"658",8,343040,1
"659",8,343644,1
"660",8,344765,1
"661",8,344804,1
"662",8,344884,0
"663",8,345071,0
"664",8,345901,1
"665",8,346344,0
"666",8,346570,1
"667",8,347056,1
"668",8,348191,1
"669",8,348567,1
"670",8,348840,0
"671",8,350150,0
"672",8,350174,1
"673",8,350971,0
"674",8,351548,1
"675",8,351795,1
"676",8,352038,1
"677",8,352312,1
"678",8,352541,0
"679",8,352631,1
"680",8,352996,1
"681",8,354027,0
"682",8,355523,1
"683",8,355524,1
"684",8,356582,0
"685",8,357813,0
"686",8,358935,0
"687",8,359085,0
"688",8,359536,0
"689",8,360140,1
"690",8,360718,1
"691",8,361279,1
"692",8,361303,0
"693",8,361419,1
"694",8,361524,0
"695",8,361781,1
"696",8,363846,0
"697",8,364103,1
"698",8,365804,0
"699",8,367824,1
"700",8,368615,0
"701",8,368990,0
"702",8,369736,0
"703",8,369793,0
"704",8,372755,1
"705",8,373027,0
"706",8,373443,0
"707",8,373536,1
"708",8,374543,1
"709",8,376176,1
"710",8,376274,0
"711",8,377110,1
"712",8,377510,1
"713",8,377985,0
"714",8,380055,1
"715",8,380377,0
"716",8,380828,1
"717",8,381362,0
"718",8,381417,1
"719",8,381914,1
"720",8,382256,1
"721",8,382802,1
"722",8,382925,0
"723",8,383195,0
"724",8,383991,1
"725",8,384173,1
"726",8,384559,0
"727",8,385327,0
"728",8,385366,1
"729",8,385421,1
"730",8,386041,1
"731",8,386398,0
"732",8,387309,0
"733",8,388011,1
"734",8,388227,1
"735",8,388510,0
"736",8,388967,0
"737",8,390680,1
"738",8,390895,1
"739",8,391835,1
"740",8,392992,1
"741",8,393316,0
"742",8,394092,0
"743",8,394345,0
"744",8,394612,0
"745",8,395025,0
"746",8,396406,1
"747",8,397874,1
"748",8,398712,0
"749",8,400132,0
"750",8,400286,1
"751",8,400438,0
"752",8,402102,0
"753",8,402527,0
"754",8,402577,0
"755",8,403826,0
"756",8,403944,1
"757",8,404744,0
"758",8,404779,0
"759",8,404904,0
"760",8,405293,0
"761",8,406978,0
"762",8,407316,1
"763",8,407496,1
"764",8,407691,0
"765",8,409628,1
"766",8,410101,0
"767",8,410182,1
"768",8,410197,1
"769",8,410522,0
"770",8,412346,0
"771",8,412424,1
"772",8,412793,1
"773",8,412943,1
"774",8,414450,1
"775",8,414581,1
"776",8,414750,1
"777",8,415004,1
"778",8,415791,1
"779",8,416109,0
"780",8,416254,0
"781",8,417274,1
"782",8,417742,0
"783",8,418870,0
"784",8,420577,0
"785",8,420825,0
"786",8,421777,0
"787",8,422034,1
"788",8,422316,0
"789",8,423673,1
"790",8,423728,1
"791",8,424186,1
"792",8,424263,0
"793",8,424863,1
"794",8,425090,1
"795",8,425875,1
"796",8,426041,0
"797",8,426085,0
"798",8,426162,1
"799",8,426731,0
"800",8,427320,1
"801",8,428515,1
"802",8,428519,1
"803",8,428851,1
"804",8,428939,0
"805",8,429038,0
"806",8,429758,1
"807",8,430422,1
"808",8,430866,1
"809",8,431568,0
"810",8,431669,1
"811",8,432424,0
"812",8,433099,0
"813",8,433586,0
"814",8,433984,1
"815",8,434236,1
"816",8,434380,0
"817",8,435311,0
"818",8,436293,0
"819",8,436384,1
"820",8,436650,0
"821",8,437294,0
"822",8,438451,0
"823",8,439766,1
"824",8,443278,1
"825",8,444176,1
"826",8,444332,1
"827",8,444645,0
"828",8,444710,0
"829",8,444827,1
"830",8,444880,1
"831",8,446115,1
"832",8,446597,0
"833",8,447606,0
"834",8,448038,0
"835",8,448444,1
"836",8,448456,1
"837",8,449027,1
"838",8,449396,1
"839",8,450327,1
"840",8,451774,1
"841",8,453114,0
"842",8,454825,1
"843",8,456023,1
"844",8,456806,0
"845",8,456980,1
"846",8,457018,1
"847",8,457889,0
"848",8,457985,0
"849",8,459174,1
"850",8,459863,0
"851",8,460397,0
"852",8,460434,0
"853",8,461939,1
"854",8,462156,1
"855",8,462307,0
"856",8,464985,1
"857",8,465062,1
"858",8,465251,1
"859",8,465476,1
"860",8,466077,0
"861",8,466279,1
"862",8,466328,0
"863",8,466424,1
"864",8,466752,0
"865",8,467301,1
"866",8,467619,1
"867",8,467963,1
"868",8,468817,1
"869",8,468847,0
"870",8,469613,1
"871",8,470751,0
"872",8,470894,1
"873",8,471149,1
"874",8,471307,1
"875",8,471400,1
"876",8,471456,1
"877",8,471582,1
"878",8,472632,1
"879",8,473146,1
"880",8,473374,1
"881",8,473951,1
"882",8,474417,1
"883",8,474693,1
"884",8,474950,1
"885",8,475141,1
"886",8,475874,0
"887",8,476101,0
"888",8,476412,0
"889",8,476683,0
"890",8,477016,0
"891",8,477087,0
"892",8,477093,1
"893",8,477440,0
"894",8,477445,0
"895",8,477947,1
"896",8,478660,1
"897",8,479775,0
"898",8,479894,0
"899",8,480065,0
"900",8,480201,1
"901",8,480673,0
"902",8,480952,1
"903",8,481141,1
"904",8,481933,1
"905",8,482077,1
"906",8,482081,1
"907",8,482383,0
"908",8,483315,0
"909",8,483624,0
"910",8,484133,1
"911",8,484552,0
"912",8,484692,0
"913",8,484735,1
"914",8,485134,1
"915",8,486684,1
"916",8,486788,0
"917",8,487401,0
"918",8,488164,0
"919",8,489954,1
"920",8,490739,0
"921",8,490809,1
"922",8,491786,1
"923",8,492273,1
"924",8,492765,0
"925",8,497580,1
"926",8,497621,0
"927",8,498204,1
"928",8,498456,0
"929",8,498799,0
"930",8,499651,0
"931",8,499724,1
"932",8,499986,1
"933",8,501969,0
"934",8,502707,0
"935",8,502715,0
"936",8,502969,1
"937",8,503030,0
"938",8,503134,0
"939",8,503138,1
"940",8,504005,0
"941",8,505182,1
"942",8,505231,1
"943",8,505584,1
"944",8,505957,0
"945",8,506059,0
"946",8,506065,0
"947",8,506065,0
"948",8,506801,1
"949",8,507287,1
"950",8,507745,1
"951",8,508013,1
"952",8,508135,0
"953",8,509002,1
"954",8,509120,0
"955",8,509383,1
"956",8,512394,1
"957",8,513332,1
"958",8,514573,1
"959",8,515849,0
"960",8,516205,0
"961",8,516229,0
"962",8,516334,0
"963",8,516619,1
"964",8,517179,0
"965",8,517683,0
"966",8,518181,0
"967",8,518361,0
"968",8,519063,1
"969",8,519085,1
"970",8,519284,1
"971",8,520638,1
"972",8,521143,1
"973",8,521650,0
"974",8,522231,1
"975",8,522534,0
"976",8,522750,0
"977",8,523133,0
"978",8,524283,1
"979",8,525063,1
"980",8,525122,1
"981",8,525799,1
"982",8,525881,0
"983",8,526095,0
"984",8,527830,0
"985",8,527925,0
"986",8,528188,0
"987",8,528456,1
"988",8,529444,0
"989",8,529606,0
"990",8,529880,1
"991",8,531288,0
"992",8,531356,1
"993",8,531691,0
"994",8,531761,1
"995",8,531949,1
"996",8,532182,0
"997",8,532749,1
"998",8,533208,0
"999",8,534187,1
"1000",8,534325,1
"1001",8,535446,1
"1002",8,535518,0
"1003",8,536974,1
"1004",8,537091,1
"1005",8,537104,0
"1006",8,537129,1
"1007",8,537557,1
"1008",8,538073,0
"1009",8,538556,0
"1010",8,540465,0
"1011",8,540983,1
"1012",8,541013,0
"1013",8,541155,1
"1014",8,541287,1
"1015",8,542652,1
"1016",8,543155,0
"1017",8,543445,0
"1018",8,544798,0
"1019",8,545780,0
"1020",8,547174,1
"1021",8,547720,0
"1022",8,547923,1
"1023",8,549825,1
"1024",8,550364,0
"1025",8,550774,1
"1026",8,552013,0
"1027",8,552486,0
"1028",8,552894,0
"1029",8,554513,0
"1030",8,554945,1
"1031",8,555449,0
"1032",8,555822,1
"1033",8,555885,0
"1034",8,556213,1
"1035",8,557788,0
"1036",8,558780,1
"1037",8,559100,0
"1038",8,559227,1
"1039",8,560309,0
"1040",8,560680,0
"1041",8,560756,0
"1042",8,561150,1
"1043",8,561376,1
"1044",8,562226,1
"1045",8,563116,1
"1046",8,563333,0
"1047",8,564169,1
"1048",8,564490,1
"1049",8,565188,1
"1050",8,565532,0
"1051",8,566175,1
"1052",8,566572,1
"1053",8,566904,0
"1054",8,566955,0
"1055",8,567066,1
"1056",8,567301,1
"1057",8,568139,0
"1058",8,568616,1
"1059",8,568700,0
"1060",8,569740,1
"1061",8,569913,0
"1062",8,570850,0
"1063",8,570992,0
"1064",8,571565,1
"1065",8,571593,0
"1066",8,571745,0
"1067",8,571886,0
"1068",8,574352,0
"1069",8,574587,1
"1070",8,575038,1
"1071",8,575879,0
"1072",8,576038,0
"1073",8,576114,1
"1074",8,576422,1
"1075",8,576510,1
"1076",8,576898,0
"1077",8,577313,1
"1078",8,577966,0
"1079",8,578665,0
"1080",8,578871,1
"1081",8,578929,0
"1082",8,578963,0
"1083",8,579495,0
"1084",8,579676,0
"1085",8,579806,1
"1086",8,579882,0
"1087",8,580118,0
"1088",8,580252,0
"1089",8,580431,1
"1090",8,580432,0
"1091",8,580668,0
"1092",8,580749,1
"1093",8,580927,0
"1094",8,581308,1
"1095",8,581345,1
"1096",8,581508,1
"1097",8,581512,0
"1098",8,581585,1
"1099",8,581681,0
"1100",8,581700,1
"1101",8,582162,1
"1102",8,582198,0
"1103",8,582208,1
"1104",8,582275,0
"1105",8,582476,1
"1106",8,582567,1
"1107",8,582871,1
"1108",8,582968,1
"1109",8,583034,1
"1110",8,583289,0
"1111",8,583476,0
"1112",8,583604,0
"1113",8,583811,0
"1114",8,583851,1
"1115",8,583890,1
"1116",8,584208,1
"1117",8,584359,1
"1118",8,584567,0
"1119",8,584567,1
"1120",8,584644,0
"1121",8,584865,1
"1122",8,585006,0
"1123",8,585201,0
"1124",8,585420,0
"1125",8,585563,0
"1126",8,586284,1
"1127",8,586535,0
"1128",8,586549,0
"1129",8,586661,0
"1130",8,586857,0
"1131",8,587063,0
"1132",8,587208,0
"1133",8,587514,1
"1134",8,587596,1
"1135",8,587734,0
"1136",8,587815,0
"1137",8,588037,1
"1138",8,588060,0
"1139",8,588253,0
"1140",8,588331,0
"1141",8,588643,0
"1142",8,588965,1
"1143",8,589169,0
"1144",8,589376,0
"1145",8,589413,1
"1146",8,589754,1
"1147",8,589810,0
"1148",8,590027,1
"1149",8,590210,1
"1150",8,590427,1
"1151",8,590663,1
"1152",8,590713,0
"1153",8,590836,0
"1154",8,590968,1
"1155",8,591294,1
"1156",8,591362,0
"1157",8,591771,1
"1158",8,591807,0
"1159",8,591902,0
"1160",8,592116,1
"1161",8,592532,0
"1162",8,592604,1
"1163",8,592608,1
"1164",8,592784,0
"1165",8,592807,0
"1166",8,593100,0
"1167",8,593513,1
"1168",8,593522,1
"1169",8,594068,1
"1170",8,594126,0
"1171",8,594209,1
"1172",8,594374,0
"1173",8,594481,1
"1174",8,594509,0
"1175",8,594580,0
"1176",8,594581,0
"1177",8,595068,1
"1178",8,595279,0
"1179",8,595324,0
"1180",8,595330,1
"1181",8,595381,0
"1182",8,596020,1
"1183",8,596110,1
"1184",8,596346,0
"1185",8,596456,0
"1186",8,596488,0
"1187",8,596542,0
"1188",8,596716,0
"1189",8,596729,1
"1190",8,596739,0
"1191",8,596892,1
"1192",8,597200,0
"1193",8,597731,0
"1194",8,597829,0
"1195",8,598105,0
"1196",8,598562,1
"1197",8,598619,0
"1198",8,598643,1
"1199",8,598758,0
"1200",8,598773,1
"1201",8,599046,1
"1202",8,599391,1
"1203",8,599404,0
"1204",8,599610,0
"1205",8,599622,0
"1206",8,599714,1
"1207",8,600039,1
"1208",8,600057,1
"1209",8,600068,0
"1210",8,600222,1
"1211",8,600259,1
"1212",8,600380,1
"1213",8,600635,0
"1214",8,600739,0
"1215",8,601083,1
"1216",8,601135,1
"1217",8,601325,1
"1218",8,601333,1
"1219",8,601567,0
"1220",8,601768,1
"1221",8,601791,1
"1222",8,601999,0
"1223",8,602370,1
"1224",8,602632,0
"1225",8,602776,1
"1226",8,602838,0
"1227",8,602934,1
"1228",8,603026,1
"1229",8,603107,1
"1230",8,603278,0
"1231",8,603307,0
"1232",8,603482,0
"1233",8,603494,0
"1234",8,603650,0
"1235",8,603809,1
"1236",8,603987,0
"1237",8,604150,1
"1238",8,604435,0
"1239",8,604515,1
"1240",8,604679,0
"1241",8,604714,0
"1242",8,604826,0
"1243",8,604877,0
"1244",8,604891,0
"1245",8,604975,1
"1246",8,605102,1
"1247",8,605768,0
"1248",8,606455,0
"1249",8,606474,1
"1250",8,606882,1
"1251",8,607139,1
"1252",8,607359,0
"1253",8,607360,0
"1254",8,607590,1
"1255",8,607607,0
"1256",8,607702,0
"1257",8,607805,0
"1258",8,607873,0
"1259",8,608134,1
"1260",8,608177,0
"1261",8,608185,0
"1262",8,608244,0
"1263",8,608291,0
"1264",8,608599,0
"1265",8,608625,1
"1266",8,608703,1
"1267",8,608736,0
"1268",8,609062,1
"1269",8,609294,1
"1270",8,609407,0
"1271",8,609680,0
"1272",8,609727,1
"1273",8,609778,1
"1274",8,610346,0
"1275",8,610361,1
"1276",8,610554,1
"1277",8,610621,0
"1278",8,610788,1
"1279",8,610844,1
"1280",8,611292,1
"1281",8,611644,0
"1282",8,611921,0
"1283",8,612271,1
"1284",8,612360,0
"1285",8,612401,1
"1286",8,612592,0
"1287",8,612743,0
"1288",8,612837,0
"1289",8,612897,1
"1290",8,612974,1
"1291",8,612979,0
"1292",8,613045,1
"1293",8,613055,0
"1294",8,613636,1
"1295",8,613841,1
"1296",8,613881,1
"1297",8,614068,0
"1298",8,614310,1
"1299",8,614360,1
"1300",8,615440,1
"1301",8,615509,1
"1302",8,615635,0
"1303",8,615745,0
"1304",8,615852,1
"1305",8,615964,0
"1306",8,616080,1
"1307",8,616244,0
"1308",8,616527,1
"1309",8,616642,0
"1310",8,617312,1
"1311",8,617344,0
"1312",8,618321,1
"1313",8,618385,0
"1314",8,618440,0
"1315",8,618666,1
"1316",8,618706,1
"1317",8,618848,1
"1318",8,618891,1
"1319",8,619624,1
"1320",8,619655,1
"1321",8,619692,1
"1322",8,619801,1
"1323",8,619909,0
"1324",8,619927,0
"1325",8,620011,1
"1326",8,620076,0
"1327",8,620402,1
"1328",8,620560,0
"1329",8,620624,1
"1330",8,620769,1
"1331",8,620803,1
"1332",8,620888,0
"1333",8,621653,0
"1334",8,621903,0
"1335",8,621987,1
"1336",8,622005,1
"1337",8,622176,0
"1338",8,622390,0
"1339",8,622740,0
"1340",8,623244,0
"1341",8,623440,1
"1342",8,623968,1
"1343",8,624541,0
"1344",8,624577,1
"1345",8,624785,1
"1346",8,624800,0
"1347",8,625095,1
"1348",8,625370,0
"1349",8,625574,1
"1350",8,625647,0
"1351",8,625789,0
"1352",8,626133,0
"1353",8,626145,1
"1354",8,626293,1
"1355",8,626312,1
"1356",8,626466,0
"1357",8,626951,0
"1358",8,627221,1
"1359",8,627781,0
"1360",8,627969,1
