"","Chrom","Read","Strand"
"148",8,75474,0
"149",8,75804,0
"150",8,75938,1
"151",8,76074,0
"152",8,76386,0
"153",8,76503,1
"154",8,77196,1
"155",8,77979,1
"156",8,78180,1
"157",8,79893,0
"158",8,81168,0
"159",8,81170,0
"160",8,81245,0
"161",8,81641,1
"162",8,82429,1
"163",8,82682,1
"164",8,82972,1
"165",8,83268,1
"166",8,83769,1
"167",8,86077,1
"168",8,86804,1
"169",8,87658,1
"170",8,87946,1
"171",8,89383,1
"172",8,90002,0
"173",8,90221,1
"174",8,90269,0
"175",8,90975,1
"176",8,91026,1
"177",8,91177,0
"178",8,92583,1
"179",8,93267,1
"180",8,93602,0
"181",8,94373,1
"182",8,94378,1
"183",8,95326,0
"184",8,95533,1
"185",8,95540,1
"186",8,95598,1
"187",8,96092,1
"188",8,96504,0
"189",8,96711,0
"190",8,97080,0
"191",8,97310,1
"192",8,97353,0
"193",8,98166,0
"194",8,99297,0
"195",8,99501,0
"196",8,99792,0
"197",8,99917,1
"198",8,100151,1
"199",8,100581,0
"200",8,100807,0
"201",8,101304,0
"202",8,101748,0
"203",8,101895,1
"204",8,102237,0
"205",8,102791,0
"206",8,102871,1
"207",8,103508,0
"208",8,106365,1
"209",8,106844,0
"210",8,106886,0
"211",8,107245,1
"212",8,108239,1
"213",8,109317,1
"214",8,109742,1
"215",8,110482,1
"216",8,110849,0
"217",8,111144,0
"218",8,111316,0
"219",8,111884,0
"220",8,112660,1
"221",8,114072,1
"222",8,114355,1
"223",8,114557,0
"224",8,114964,0
"225",8,115163,0
"226",8,116012,1
"227",8,116132,1
"228",8,116154,0
"229",8,116350,0
"230",8,117969,0
"231",8,118163,1
"232",8,118914,0
"233",8,119052,1
"234",8,119485,0
"235",8,119567,1
"236",8,119860,1
"237",8,119892,0
"238",8,121328,1
"239",8,121522,0
"240",8,121835,1
"241",8,122033,0
"242",8,122058,1
"243",8,122936,1
"244",8,123272,0
"245",8,123923,1
"246",8,124050,1
"247",8,124183,0
"248",8,124426,0
"249",8,125092,0
"250",8,125141,1
"251",8,125323,0
"252",8,125790,0
"253",8,125856,0
"254",8,126745,1
"255",8,128607,0
"256",8,129528,0
"257",8,130431,1
"258",8,130744,0
"259",8,130942,0
"260",8,132526,1
"261",8,132696,1
"262",8,132850,1
"263",8,133063,0
"264",8,133501,0
"265",8,133587,1
"266",8,133698,0
"267",8,133757,0
"268",8,134279,1
"269",8,134404,1
"270",8,135970,1
"271",8,136160,0
"272",8,136808,0
"273",8,137103,0
"274",8,140865,1
"275",8,141613,0
"276",8,142543,1
"277",8,142781,0
"278",8,143530,0
"279",8,143693,1
"280",8,144027,1
"281",8,144266,0
"282",8,144347,0
"283",8,145202,1
"284",8,146480,0
"285",8,146528,1
"286",8,147307,1
"287",8,147595,1
"288",8,149160,0
"289",8,150592,0
"290",8,151988,0
"291",8,152312,0
"292",8,152474,1
"293",8,152684,1
"294",8,154192,1
"295",8,155649,0
"296",8,155754,1
"297",8,156789,0
"298",8,158286,1
"299",8,158599,0
"300",8,159040,0
"301",8,159104,0
"302",8,159369,0
"303",8,159971,1
"304",8,161161,1
"305",8,161744,0
"306",8,161957,0
"307",8,162791,1
"308",8,163143,0
"309",8,163821,1
"310",8,163874,1
"311",8,164449,1
"312",8,165191,1
"313",8,166546,0
"314",8,166719,0
"315",8,167535,1
"316",8,168515,0
"317",8,168682,0
"318",8,169326,0
"319",8,169720,1
"320",8,171029,1
"321",8,171078,0
"322",8,171874,0
"323",8,172474,1
"324",8,173326,0
"325",8,174206,0
"326",8,174759,1
"327",8,175406,1
"328",8,177090,1
"329",8,178750,1
"330",8,178783,1
"331",8,178862,0
"332",8,179152,1
"333",8,179217,0
"334",8,179577,1
"335",8,179908,0
"336",8,180409,1
"337",8,181577,0
"338",8,181951,1
"339",8,182117,1
"340",8,182524,1
"341",8,183402,1
"342",8,183853,1
"343",8,184204,1
"344",8,184452,1
"345",8,184657,0
"346",8,185917,0
"347",8,186741,1
"348",8,187534,0
"349",8,187599,0
"350",8,188089,0
"351",8,188136,1
"352",8,188578,0
"353",8,188880,1
"354",8,189351,1
"355",8,189688,1
"356",8,189780,0
"357",8,190257,1
"358",8,190684,0
"359",8,191495,0
"360",8,192661,0
"361",8,192765,0
"362",8,192979,0
"363",8,193531,0
"364",8,193757,0
"365",8,194042,0
"366",8,194207,1
"367",8,194272,1
"368",8,195773,1
"369",8,196053,0
"370",8,196279,0
"371",8,196353,1
"372",8,196805,0
"373",8,197519,1
"374",8,197627,0
"375",8,197958,1
"376",8,198323,1
"377",8,198650,0
"378",8,199446,0
"379",8,199830,1
"380",8,200096,0
"381",8,200380,1
"382",8,200621,0
"383",8,201367,0
"384",8,203316,0
"385",8,203418,0
"386",8,203776,1
"387",8,203796,0
"388",8,203914,1
"389",8,204089,1
"390",8,204732,1
"391",8,205303,0
"392",8,205791,1
"393",8,206002,1
"394",8,207605,1
"395",8,208813,1
"396",8,209491,1
"397",8,209856,0
"398",8,210114,1
"399",8,210679,0
"400",8,210982,0
"401",8,211171,1
"402",8,211841,0
"403",8,212105,1
"404",8,212273,1
"405",8,212680,0
"406",8,213758,1
"407",8,214437,0
"408",8,214438,0
"409",8,214451,0
"410",8,214478,0
"411",8,214846,0
"412",8,216194,1
"413",8,216885,0
"414",8,216891,1
"415",8,218060,0
"416",8,219964,1
"417",8,220992,0
"418",8,221467,1
"419",8,222285,1
"420",8,222612,1
"421",8,223586,0
"422",8,224210,0
"423",8,224318,0
"424",8,224773,1
"425",8,225007,1
"426",8,225364,1
"427",8,225623,0
"428",8,225708,1
"429",8,226676,1
"430",8,227265,0
"431",8,229201,0
"432",8,230442,0
"433",8,231595,1
"434",8,231682,0
"435",8,231795,1
"436",8,232279,0
"437",8,232710,1
"438",8,233061,0
"439",8,233234,0
"440",8,233253,1
"441",8,233423,1
"442",8,233432,1
"443",8,233681,1
"444",8,234570,1
"445",8,235891,1
"446",8,236695,1
"447",8,237370,0
"448",8,237508,1
"449",8,237812,0
"450",8,237956,1
"451",8,238596,1
"452",8,240832,1
"453",8,241173,0
"454",8,241364,1
"455",8,241398,1
"456",8,241891,0
"457",8,242293,1
"458",8,242316,1
"459",8,242639,0
"460",8,243349,1
"461",8,243792,1
"462",8,244222,1
"463",8,244844,1
"464",8,247358,1
"465",8,247777,0
"466",8,249226,0
"467",8,249483,1
"468",8,250762,1
"469",8,251043,0
"470",8,251123,0
"471",8,251585,1
"472",8,252387,0
"473",8,253233,0
"474",8,253619,0
"475",8,253996,0
"476",8,254123,0
"477",8,254310,0
"478",8,256417,1
"479",8,257310,0
"480",8,259224,1
"481",8,259987,1
"482",8,260237,0
"483",8,260410,1
"484",8,260641,1
"485",8,261571,1
"486",8,261676,0
"487",8,261983,1
"488",8,262674,1
"489",8,263793,0
"490",8,264042,0
"491",8,264116,1
"492",8,264181,0
"493",8,265230,0
"494",8,265358,0
"495",8,265600,1
"496",8,266668,0
"497",8,266701,0
"498",8,268344,0
"499",8,268793,0
"500",8,269683,1
"501",8,269765,1
"502",8,272057,0
"503",8,272267,1
"504",8,272636,0
"505",8,274076,1
"506",8,274227,1
"507",8,275093,0
"508",8,275334,0
"509",8,275342,1
"510",8,275649,0
"511",8,276086,0
"512",8,276169,0
"513",8,277116,0
"514",8,277486,0
"515",8,277866,0
"516",8,278006,1
"517",8,278658,1
"518",8,279937,1
"519",8,280029,0
"520",8,280683,0
"521",8,281915,0
"522",8,282352,1
"523",8,282708,0
"524",8,282736,1
"525",8,282784,0
"526",8,283143,0
"527",8,283159,1
"528",8,283909,1
"529",8,284449,1
"530",8,285181,1
"531",8,285628,0
"532",8,286017,0
"533",8,286116,0
"534",8,286644,0
"535",8,286757,0
"536",8,286936,0
"537",8,288062,1
"538",8,288186,1
"539",8,288606,0
"540",8,288944,0
"541",8,290299,0
"542",8,291588,0
"543",8,293072,0
"544",8,293078,1
"545",8,293145,1
"546",8,293231,0
"547",8,294281,0
"548",8,295057,0
"549",8,295555,0
"550",8,296174,0
"551",8,296520,0
"552",8,296734,1
"553",8,296835,0
"554",8,297583,0
"555",8,298411,0
"556",8,298460,0
"557",8,299489,0
"558",8,299944,1
"559",8,300334,1
"560",8,301808,1
"561",8,302339,0
"562",8,305177,0
"563",8,305358,1
"564",8,305796,0
"565",8,307219,0
"566",8,307284,1
"567",8,308560,1
"568",8,308676,1
"569",8,308982,1
"570",8,309177,0
"571",8,309435,0
"572",8,310554,0
"573",8,311416,0
"574",8,311666,1
"575",8,313476,1
"576",8,313935,0
"577",8,314051,1
"578",8,314495,0
"579",8,315021,0
"580",8,315060,0
"581",8,316329,0
"582",8,316894,0
"583",8,317027,0
"584",8,317807,0
"585",8,318497,1
"586",8,319168,0
"587",8,319212,0
"588",8,319370,0
"589",8,319536,0
"590",8,320347,0
"591",8,320383,0
"592",8,321153,0
"593",8,321236,1
"594",8,321355,1
"595",8,322209,0
"596",8,323150,1
"597",8,323226,0
"598",8,323687,0
"599",8,324634,0
"600",8,324822,0
"601",8,325254,1
"602",8,326028,1
"603",8,326308,0
"604",8,326412,1
"605",8,326771,1
"606",8,327014,0
"607",8,329039,1
"608",8,329275,1
"609",8,332868,1
"610",8,333486,0
"611",8,333900,1
"612",8,334556,1
"613",8,334723,1
"614",8,335149,1
"615",8,335336,0
"616",8,335756,1
"617",8,336097,1
"618",8,336384,0
"619",8,336522,1
"620",8,336821,0
"621",8,337867,1
"622",8,338414,1
"623",8,339660,1
"624",8,339804,0
"625",8,339900,0
"626",8,341355,1
"627",8,341710,1
"628",8,341873,0
"629",8,343609,1
"630",8,343669,0
"631",8,344014,1
"632",8,344267,0
"633",8,344307,1
"634",8,344958,1
"635",8,344974,0
"636",8,345589,0
"637",8,345809,1
"638",8,345952,0
"639",8,346367,1
"640",8,346440,1
"641",8,346620,0
"642",8,346844,0
"643",8,347577,0
"644",8,349780,0
"645",8,349953,0
"646",8,350219,0
"647",8,350565,1
"648",8,350568,0
"649",8,350776,1
"650",8,350848,0
"651",8,350929,0
"652",8,351352,1
"653",8,352253,0
"654",8,352322,1
"655",8,352402,1
"656",8,352574,0
"657",8,352605,0
"658",8,352927,1
"659",8,353100,1
"660",8,353885,1
"661",8,354149,0
"662",8,355427,1
"663",8,357021,0
"664",8,357081,0
"665",8,359151,1
"666",8,359452,0
"667",8,360350,0
"668",8,361553,1
"669",8,362046,1
"670",8,362196,1
"671",8,362646,0
"672",8,363104,1
"673",8,363436,1
"674",8,364127,0
"675",8,364793,1
"676",8,364814,1
"677",8,364879,1
"678",8,366507,0
"679",8,367717,1
"680",8,368105,1
"681",8,369558,0
"682",8,369591,1
"683",8,369645,1
"684",8,369658,0
"685",8,369821,1
"686",8,370229,0
"687",8,370983,1
"688",8,371932,1
"689",8,371982,0
"690",8,372327,0
"691",8,372426,1
"692",8,372897,1
"693",8,373229,0
"694",8,374023,0
"695",8,378086,0
"696",8,378799,0
"697",8,378896,0
"698",8,379169,0
"699",8,379268,1
"700",8,380052,1
"701",8,381049,1
"702",8,382268,1
"703",8,382344,1
"704",8,382495,1
"705",8,383170,1
"706",8,384123,0
"707",8,384145,1
"708",8,384674,0
"709",8,386508,0
"710",8,386703,1
"711",8,387247,1
"712",8,387699,0
"713",8,388572,0
"714",8,389120,1
"715",8,389748,1
"716",8,390843,1
"717",8,391991,0
"718",8,392536,0
"719",8,392565,1
"720",8,394359,1
"721",8,394726,0
"722",8,395220,0
"723",8,395306,1
"724",8,395794,1
"725",8,396286,0
"726",8,398282,1
"727",8,398421,0
"728",8,400165,1
"729",8,400943,0
"730",8,401192,0
"731",8,402091,1
"732",8,403847,1
"733",8,404627,0
"734",8,406352,1
"735",8,406372,0
"736",8,406500,1
"737",8,408131,1
"738",8,408308,0
"739",8,410332,0
"740",8,410506,1
"741",8,410741,1
"742",8,411230,0
"743",8,411629,1
"744",8,411684,1
"745",8,412135,0
"746",8,412392,1
"747",8,412695,0
"748",8,413478,0
"749",8,413932,0
"750",8,414091,1
"751",8,414351,1
"752",8,414926,1
"753",8,415011,1
"754",8,415211,1
"755",8,416201,1
"756",8,416617,0
"757",8,416916,0
"758",8,416953,1
"759",8,417043,0
"760",8,417195,0
"761",8,417668,0
"762",8,418067,1
"763",8,418434,1
"764",8,418742,0
"765",8,418947,0
"766",8,419499,0
"767",8,419703,0
"768",8,419748,0
"769",8,420302,1
"770",8,421273,1
"771",8,423725,1
"772",8,423889,0
"773",8,424466,0
"774",8,425160,0
"775",8,425604,1
"776",8,425978,1
"777",8,426550,0
"778",8,427161,1
"779",8,428310,0
"780",8,428316,1
"781",8,429533,1
"782",8,430035,1
"783",8,430088,1
"784",8,430402,1
"785",8,431645,1
"786",8,431739,0
"787",8,432443,0
"788",8,433229,0
"789",8,433549,1
"790",8,433640,0
"791",8,433771,1
"792",8,433891,1
"793",8,435259,0
"794",8,435621,0
"795",8,435834,1
"796",8,436361,0
"797",8,437568,0
"798",8,437759,1
"799",8,437915,0
"800",8,438038,0
"801",8,438484,1
"802",8,442210,1
"803",8,442569,1
"804",8,442606,0
"805",8,442890,1
"806",8,442905,0
"807",8,443252,0
"808",8,443360,0
"809",8,443421,0
"810",8,443700,1
"811",8,444036,0
"812",8,444208,1
"813",8,444990,0
"814",8,445269,0
"815",8,445294,0
"816",8,446122,0
"817",8,446146,0
"818",8,446499,0
"819",8,446562,0
"820",8,447450,1
"821",8,450457,1
"822",8,450842,0
"823",8,451009,1
"824",8,452044,0
"825",8,452082,1
"826",8,452213,0
"827",8,453046,0
"828",8,453215,0
"829",8,453310,0
"830",8,453381,1
"831",8,453570,1
"832",8,454738,1
"833",8,455270,1
"834",8,456455,0
"835",8,456646,0
"836",8,456692,0
"837",8,456702,1
"838",8,457040,1
"839",8,457099,0
"840",8,457460,1
"841",8,457577,0
"842",8,458332,1
"843",8,460266,1
"844",8,460396,1
"845",8,460533,1
"846",8,460821,1
"847",8,460986,1
"848",8,461166,1
"849",8,461265,0
"850",8,461272,1
"851",8,461973,1
"852",8,462273,0
"853",8,462409,0
"854",8,463288,0
"855",8,463626,0
"856",8,464151,1
"857",8,464303,1
"858",8,464458,1
"859",8,465200,1
"860",8,465874,0
"861",8,465905,1
"862",8,466405,0
"863",8,466901,1
"864",8,467524,0
"865",8,468027,0
"866",8,470089,0
"867",8,470146,0
"868",8,470378,1
"869",8,471188,1
"870",8,472104,0
"871",8,472285,1
"872",8,472675,1
"873",8,473313,1
"874",8,474265,0
"875",8,474916,1
"876",8,475431,0
"877",8,475660,0
"878",8,476730,0
"879",8,477177,0
"880",8,478341,1
"881",8,478417,1
"882",8,479732,1
"883",8,479760,1
"884",8,480500,1
"885",8,481469,1
"886",8,481685,0
"887",8,484441,0
"888",8,484550,0
"889",8,484593,1
"890",8,484633,1
"891",8,484904,1
"892",8,485026,1
"893",8,485586,0
"894",8,485609,0
"895",8,486318,0
"896",8,487195,1
"897",8,488224,1
"898",8,488539,1
"899",8,488754,0
"900",8,489077,0
"901",8,489244,0
"902",8,489946,0
"903",8,491306,1
"904",8,491970,0
"905",8,492379,0
"906",8,492822,1
"907",8,493606,1
"908",8,493732,0
"909",8,494259,0
"910",8,496473,0
"911",8,496857,0
"912",8,498119,1
"913",8,498214,1
"914",8,498331,0
"915",8,498690,1
"916",8,499432,1
"917",8,499987,1
"918",8,500036,1
"919",8,500567,0
"920",8,500782,1
"921",8,500812,0
"922",8,500820,1
"923",8,501481,1
"924",8,502416,0
"925",8,502678,0
"926",8,502709,0
"927",8,502873,1
"928",8,503673,0
"929",8,504029,1
"930",8,504303,1
"931",8,505795,1
"932",8,506045,0
"933",8,506144,0
"934",8,506488,0
"935",8,506494,1
"936",8,507177,1
"937",8,507497,1
"938",8,508492,1
"939",8,509486,0
"940",8,509849,1
"941",8,510302,1
"942",8,511023,0
"943",8,511058,0
"944",8,511165,1
"945",8,512470,0
"946",8,513959,1
"947",8,514085,1
"948",8,514317,1
"949",8,514892,0
"950",8,515896,1
"951",8,517150,1
"952",8,517496,1
"953",8,517511,1
"954",8,517719,0
"955",8,518519,0
"956",8,518742,1
"957",8,519258,0
"958",8,519835,0
"959",8,519931,1
"960",8,520732,1
"961",8,520934,1
"962",8,522686,1
"963",8,523665,0
"964",8,525555,1
"965",8,525719,0
"966",8,526066,0
"967",8,526413,0
"968",8,527690,0
"969",8,527715,1
"970",8,528082,0
"971",8,528273,0
"972",8,528618,1
"973",8,530232,1
"974",8,531580,0
"975",8,531627,1
"976",8,532167,1
"977",8,532697,1
"978",8,532860,0
"979",8,532883,1
"980",8,533036,0
"981",8,533063,0
"982",8,533563,1
"983",8,533867,1
"984",8,534588,1
"985",8,534960,0
"986",8,535908,0
"987",8,538342,1
"988",8,539165,0
"989",8,540431,0
"990",8,540660,0
"991",8,541208,0
"992",8,541918,1
"993",8,543638,0
"994",8,544144,1
"995",8,544333,1
"996",8,544512,1
"997",8,544885,0
"998",8,545101,0
"999",8,545373,1
"1000",8,545394,0
"1001",8,545421,0
"1002",8,545539,1
"1003",8,545666,0
"1004",8,546265,1
"1005",8,548875,0
"1006",8,549283,0
"1007",8,551688,0
"1008",8,552293,1
"1009",8,552653,1
"1010",8,552718,0
"1011",8,552733,0
"1012",8,553081,0
"1013",8,553169,0
"1014",8,553393,1
"1015",8,554465,1
"1016",8,554675,1
"1017",8,554711,1
"1018",8,555120,1
"1019",8,555756,1
"1020",8,555957,0
"1021",8,556179,1
"1022",8,557401,1
"1023",8,557998,0
"1024",8,559237,0
"1025",8,559443,0
"1026",8,559847,1
"1027",8,561136,0
"1028",8,561182,0
"1029",8,561346,0
"1030",8,562013,0
"1031",8,563405,1
"1032",8,563804,0
"1033",8,563807,1
"1034",8,564271,1
"1035",8,565578,0
"1036",8,566570,1
"1037",8,567151,1
"1038",8,567546,0
"1039",8,567828,1
"1040",8,568708,0
"1041",8,569000,0
"1042",8,569027,0
"1043",8,569128,0
"1044",8,569257,0
"1045",8,570202,0
"1046",8,570809,0
"1047",8,572700,0
"1048",8,572971,0
"1049",8,573060,0
"1050",8,574849,1
"1051",8,575756,0
"1052",8,575851,0
"1053",8,576765,1
"1054",8,576960,0
"1055",8,578198,1
"1056",8,578226,0
"1057",8,578499,1
"1058",8,578790,0
"1059",8,578834,1
"1060",8,579190,0
"1061",8,579663,0
"1062",8,580178,0
"1063",8,580383,0
"1064",8,580738,0
"1065",8,582145,1
"1066",8,582331,0
"1067",8,582609,1
"1068",8,583138,0
"1069",8,584835,1
"1070",8,585210,0
"1071",8,585314,1
"1072",8,585858,0
"1073",8,586999,1
"1074",8,588809,1
"1075",8,589274,1
"1076",8,589324,0
"1077",8,590196,0
"1078",8,590909,1
"1079",8,591057,0
"1080",8,591893,1
"1081",8,592870,1
"1082",8,593395,0
"1083",8,594116,1
"1084",8,594722,1
"1085",8,595262,0
"1086",8,595545,1
"1087",8,596231,0
"1088",8,596250,0
"1089",8,596815,0
"1090",8,598818,0
"1091",8,599376,1
"1092",8,599413,0
"1093",8,600247,0
"1094",8,600968,0
"1095",8,601796,1
"1096",8,602145,1
"1097",8,602825,1
"1098",8,603902,1
"1099",8,604039,1
"1100",8,605049,1
"1101",8,605376,1
"1102",8,606810,1
"1103",8,608031,1
"1104",8,610827,0
"1105",8,611852,1
"1106",8,612054,0
"1107",8,612368,1
"1108",8,612777,1
"1109",8,613297,0
"1110",8,613314,0
"1111",8,613519,0
"1112",8,613656,1
"1113",8,614226,1
"1114",8,614520,1
"1115",8,615876,1
"1116",8,616032,1
"1117",8,618362,0
"1118",8,618426,0
"1119",8,618741,0
"1120",8,619483,0
"1121",8,619507,0
"1122",8,619802,0
"1123",8,620503,0
"1124",8,620624,0
"1125",8,621751,1
"1126",8,621844,0
"1127",8,622674,1
"1128",8,622938,1
"1129",8,625085,1
"1130",8,625129,0
"1131",8,625790,1
"1132",8,626363,0
"1133",8,626561,0
"1134",8,627146,0
"1135",8,627334,0
"1136",8,627389,1
"1137",8,627391,0
"1138",8,627903,0
"1139",8,627937,1
"1140",8,629402,0
"1141",8,630348,0
"1142",8,631371,0
"1143",8,631555,0
"1144",8,632474,0
"1145",8,635228,1
"1146",8,635795,1
"1147",8,636665,1
"1148",8,636795,0
"1149",8,637558,0
"1150",8,637781,0
"1151",8,637896,1
"1152",8,639976,0
"1153",8,640350,1
"1154",8,640654,1
"1155",8,641330,0
"1156",8,641341,1
"1157",8,642395,0
"1158",8,642539,1
"1159",8,643818,0
"1160",8,643892,1
"1161",8,643999,0
"1162",8,644051,1
"1163",8,644195,1
"1164",8,645711,1
"1165",8,646640,1
"1166",8,646997,1
"1167",8,648021,1
"1168",8,648028,0
"1169",8,648262,1
"1170",8,649592,1
"1171",8,650247,1
"1172",8,650541,0
"1173",8,651169,0
"1174",8,651607,1
"1175",8,653336,0
"1176",8,653418,0
"1177",8,653722,1
"1178",8,654294,1
"1179",8,656370,1
"1180",8,656375,0
"1181",8,657409,1
"1182",8,657564,1
"1183",8,659147,0
"1184",8,659730,0
"1185",8,660439,1
"1186",8,660727,0
"1187",8,660741,1
"1188",8,660816,0
"1189",8,660826,1
"1190",8,661198,0
"1191",8,662145,0
"1192",8,662960,1
"1193",8,662968,1
"1194",8,663645,0
"1195",8,663768,1
"1196",8,663888,1
"1197",8,663996,0
"1198",8,664271,0
"1199",8,664769,1
"1200",8,665683,0
"1201",8,666050,0
"1202",8,666672,1
"1203",8,667737,0
"1204",8,667762,1
"1205",8,668545,1
"1206",8,668589,0
"1207",8,669433,0
"1208",8,669505,0
"1209",8,670048,0
"1210",8,670715,0
"1211",8,671329,0
"1212",8,671469,0
"1213",8,671717,0
"1214",8,672509,1
"1215",8,673006,0
"1216",8,673958,0
"1217",8,674843,0
"1218",8,674850,0
"1219",8,674890,0
"1220",8,675189,1
"1221",8,675741,1
"1222",8,675960,0
"1223",8,675972,1
"1224",8,676532,0
"1225",8,676588,0
"1226",8,677335,0
"1227",8,679054,0
"1228",8,679405,1
"1229",8,679491,1
"1230",8,679630,1
"1231",8,679645,0
"1232",8,680035,0
"1233",8,680182,1
"1234",8,680915,0
"1235",8,681242,1
"1236",8,682174,0
"1237",8,686482,1
"1238",8,686510,1
"1239",8,688424,1
"1240",8,688957,1
"1241",8,690133,0
"1242",8,690656,1
"1243",8,691253,0
"1244",8,691488,1
"1245",8,692330,0
"1246",8,692788,1
"1247",8,692804,1
"1248",8,692821,0
"1249",8,692893,0
"1250",8,693056,1
"1251",8,694072,0
"1252",8,694436,0
"1253",8,694818,1
"1254",8,695337,1
"1255",8,696618,1
"1256",8,698018,0
"1257",8,698118,0
"1258",8,698821,0
"1259",8,700448,0
"1260",8,700694,0
"1261",8,700702,1
"1262",8,701196,1
"1263",8,701534,0
"1264",8,701563,1
"1265",8,701610,1
"1266",8,701720,1
"1267",8,702173,0
"1268",8,702387,0
"1269",8,702980,1
"1270",8,703345,1
"1271",8,703540,0
"1272",8,703671,1
"1273",8,703794,0
"1274",8,703886,1
"1275",8,703991,0
"1276",8,704422,0
"1277",8,704877,1
"1278",8,705552,0
"1279",8,706613,1
"1280",8,706725,0
"1281",8,706959,1
"1282",8,709318,1
"1283",8,710985,1
"1284",8,711504,1
"1285",8,712300,1
"1286",8,713739,0
"1287",8,714907,1
"1288",8,715472,1
"1289",8,715607,0
"1290",8,716546,1
"1291",8,717139,1
"1292",8,718752,0
"1293",8,721092,1
"1294",8,721309,0
"1295",8,721696,0
"1296",8,721897,0
"1297",8,722095,1
"1298",8,722265,1
"1299",8,723186,1
"1300",8,723411,1
"1301",8,723582,0
"1302",8,724466,0
"1303",8,725934,0
"1304",8,726937,1
"1305",8,727263,1
"1306",8,727401,1
"1307",8,728332,0
"1308",8,728367,0
"1309",8,728547,0
"1310",8,728885,0
"1311",8,729668,0
"1312",8,729799,1
"1313",8,729947,1
"1314",8,729985,1
"1315",8,730079,1
"1316",8,730386,1
"1317",8,733547,1
"1318",8,733554,0
"1319",8,734388,1
"1320",8,734535,0
"1321",8,736085,1
"1322",8,736169,0
"1323",8,736638,1
"1324",8,736723,0
"1325",8,737045,0
"1326",8,737922,0
"1327",8,737983,0
"1328",8,738271,0
"1329",8,741252,1
"1330",8,741536,1
"1331",8,741597,1
"1332",8,741701,1
"1333",8,741879,1
"1334",8,743202,0
"1335",8,743502,0
"1336",8,745180,0
"1337",8,746074,1
"1338",8,746129,1
"1339",8,746147,1
"1340",8,746275,1
"1341",8,746505,1
"1342",8,746528,1
"1343",8,747249,1
"1344",8,747772,0
"1345",8,747873,1
"1346",8,749254,0
"1347",8,750449,0
"1348",8,750560,1
"1349",8,750781,1
"1350",8,751317,1
"1351",8,751567,1
"1352",8,752076,1
"1353",8,752313,0
"1354",8,753604,0
"1355",8,754582,0
"1356",8,754600,1
"1357",8,754607,0
"1358",8,754700,0
"1359",8,755224,0
"1360",8,755847,0
"1361",8,755984,1
