"","x","y"
"124",178920,330960
"125",178960,330960
"126",178960,331000
"127",179000,331000
"128",179040,331000
"129",179040,331040
"130",179080,331040
"131",179080,331080
"132",179080,331120
"133",179080,331160
"134",179120,331160
"135",179120,331200
"136",179120,331240
"137",179160,331240
"138",179160,331280
"139",179200,331280
"140",179200,331320
"141",179240,331320
"142",179240,331360
"143",179280,331360
"144",179280,331400
"145",179320,331400
"146",179320,331440
"147",179360,331440
"148",179360,331480
"149",179360,331520
"150",179400,331520
"151",179400,331560
"152",179400,331600
"153",179440,331600
"154",179440,331640
"155",179440,331680
"156",179440,331720
"157",179440,331760
"158",179480,331760
"159",179480,331800
"160",179480,331840
"161",179480,331880
"162",179480,331920
"163",179520,331920
"164",179520,331960
"165",179520,332000
"166",179520,332040
"167",179560,332040
"168",179560,332080
"169",179560,332120
"170",179600,332120
"171",179600,332160
"172",179640,332160
"173",179640,332200
"174",179680,332200
"175",179680,332240
"176",179720,332240
"177",179760,332240
"178",179800,332240
"179",179840,332240
"180",179840,332280
"181",179880,332280
"182",179920,332280
"183",179960,332280
"184",180000,332280
"185",180000,332320
"186",180040,332320
"187",180080,332320
"188",180120,332320
"189",180120,332360
"190",180160,332360
"191",180200,332360
"192",180240,332360
"193",180240,332400
"194",180280,332400
"195",180280,332440
"196",180320,332440
"197",180320,332480
"198",180360,332480
"199",180360,332520
"200",180400,332520
"201",180400,332560
"202",180440,332560
"203",180440,332600
"204",180480,332600
"205",180480,332640
"206",180520,332640
"207",180520,332680
"208",180520,332720
"209",180560,332720
"210",180560,332760
"211",180560,332800
"212",180600,332800
"213",180600,332840
"214",180600,332880
"215",180600,332920
"216",180640,332920
"217",180640,332960
"218",180640,333000
"219",180680,333000
"220",180680,333040
"221",180680,333080
"222",180720,333080
"223",180720,333120
"224",180760,333120
"225",180760,333160
"226",180760,333200
"227",180760,333240
"228",180800,333240
"229",180800,333280
"230",180800,333320
"231",180840,333320
"232",180840,333360
"233",180840,333400
"234",180880,333400
"235",180880,333440
"236",180920,333440
"237",180920,333480
"238",180920,333520
"239",180960,333520
"240",180960,333560
"241",181000,333560
"242",181000,333600
"243",181040,333600
"244",181040,333640
"245",181080,333640
"246",181080,333680
"247",181120,333680
"248",181120,333720
"249",181160,333720
"250",181160,333760
"251",181200,333760
"252",181200,333720
"253",181240,333720
"254",181240,333680
"255",181240,333640
"256",181280,333640
"257",181280,333600
"258",181320,333600
"259",181320,333560
"260",181320,333520
"261",181360,333520
"262",181360,333480
"263",181360,333440
"264",181400,333440
"265",181400,333400
"266",181440,333400
"267",181440,333360
"268",181440,333320
"269",181480,333320
"270",181480,333280
"271",181480,333240
"272",181520,333240
"273",181520,333200
"274",181560,333200
"275",181560,333160
"276",181560,333120
"277",181520,333120
"278",181520,333080
"279",181520,333040
"280",181480,333040
"281",181480,333000
"282",181480,332960
"283",181440,332960
"284",181440,332920
"285",181440,332880
"286",181400,332880
"287",181400,332840
"288",181400,332800
"289",181360,332800
"290",181360,332760
"291",181360,332720
"292",181320,332720
"293",181320,332680
"294",181320,332640
"295",181280,332640
"296",181280,332600
"297",181280,332560
"298",181240,332560
"299",181240,332520
"300",181240,332480
"301",181200,332480
"302",181200,332440
"303",181200,332400
"304",181160,332400
"305",181160,332360
"306",181160,332320
"307",181120,332320
"308",181120,332280
"309",181120,332240
"310",181080,332240
"311",181080,332200
"312",181080,332160
"313",181040,332160
"314",181040,332120
"315",181040,332080
"316",181000,332080
"317",181000,332040
"318",181000,332000
"319",180960,332000
"320",180960,331960
"321",180960,331920
"322",180920,331920
"323",180920,331880
"324",180920,331840
"325",180880,331840
"326",180880,331800
"327",180840,331800
"328",180840,331760
"329",180840,331720
"330",180800,331720
"331",180800,331680
"332",180800,331640
"333",180760,331640
"334",180760,331600
"335",180760,331560
"336",180720,331560
"337",180720,331520
"338",180720,331480
"339",180680,331480
"340",180680,331440
"341",180680,331400
"342",180640,331400
"343",180640,331360
"344",180640,331320
"345",180600,331320
"346",180600,331280
"347",180600,331240
"348",180560,331240
"349",180560,331200
"350",180560,331160
"351",180520,331160
"352",180520,331120
"353",180520,331080
"354",180480,331080
"355",180480,331040
"356",180480,331000
"357",180440,331000
"358",180440,330960
"359",180440,330920
"360",180440,330880
"361",180440,330840
"362",180400,330840
"363",180400,330800
"364",180400,330760
"365",180400,330720
"366",180440,330720
"367",180440,330680
"368",180440,330640
"369",180440,330600
"370",180440,330560
"371",180480,330560
"372",180480,330520
"373",180480,330480
"374",180520,330480
"375",180520,330440
"376",180560,330440
"377",180560,330400
"378",180600,330400
"379",180600,330360
"380",180640,330360
"381",180640,330320
"382",180680,330320
"383",180680,330280
"384",180680,330240
"385",180720,330240
"386",180720,330200
"387",180720,330160
"388",180720,330120
"389",180720,330080
"390",180680,330080
"391",180640,330080
