"","year","x","y","depth","coast","fulmar"
"58",1998,638562.5,5914363,7,3.98922,0
"59",1998,635072,5910839,8,1.211714,0
"60",1998,727151.1,5940509,4,1.635907,0
"61",1998,722394.9,5939006,6,3.864372,0
"62",1998,712882.8,5935998,4,1.513917,0
"63",1998,708126.8,5934495,4,2.133908,0
"64",1998,703359.5,5933018,6,3.512877,0
"65",1998,526192.2,5697051,7,6.141879,0
"66",1998,698432.1,5931473,3,1.186003,0
"67",1998,527276.5,5702224,6,6.048908,0
"68",1998,528668.3,5707561,6,3.910752,0
"69",1998,603119.6,5815532,14,4.825283,0
"70",1998,604520,5821366,8,1.863375,0
"71",1998,605731.6,5827259,11,2.915526,0
"72",1998,606943,5833152,14,3.405116,0
"73",1998,608154.3,5839045,16,3.845921,0
"74",1998,588112.4,5782592,16,6.570868,0
"75",1998,590696.7,5788056,14,4.838897,0
"76",1998,593280.9,5793520,15,7.258312,0
"77",1998,595865.1,5798984,15,4.870563,0
"78",1998,598449.2,5804448,15,6.757646,0
"79",1998,601033.1,5809913,11,3.826701,0
"80",1998,585453.4,5777162,13,3.616089,0
"82",1998,673799.1,5933519,16,6.821772,0
"83",1998,680005.8,5934512,17,6.81548,0
"84",1998,686212.6,5935505,17,6.294331,0
"85",1998,692419.5,5936497,15,5.653445,0
"86",1998,531093.9,5712916,6,2.34307,0
"87",1998,534381.2,5718284,8,3.615258,0
"88",1998,537668.5,5723653,8,8.016024,0
"89",1998,540955.8,5729022,3,5.817787,0
"90",1998,698633.3,5937543,20,9.689526,0
"91",1998,667726.9,5931887,17,8.306444,0
"92",1998,638148.3,5920014,15,7.428996,0
"93",1998,644061.5,5922400,16,4.596845,0
"94",1998,649974.7,5924786,10,3.433212,0
"95",1998,655888,5927172,16,6.587852,0
"96",1998,661801.3,5929559,14,4.741007,0
"97",1998,577520.7,5767468,12,4.819299,0
"98",1998,581897.9,5772132,14,4.106295,0
"99",1998,573089.6,5762793,14,3.034569,0
"100",1998,544738.9,5734189,5,3.477082,0
"101",1998,704901.5,5939008,14,6.590795,0
"102",1998,711217.3,5940840,12,5.71098,0
"103",1998,730165.4,5946338,8,4.482978,0
"104",1998,624815.9,5905748,9,2.528629,0
"105",1998,628966.3,5910977,13,5.823929,0
"106",1998,633116.7,5916206,13,7.074721,0
"107",1998,549275.3,5739050,4,5.961692,0
"108",1998,554069,5743805,8,4.159765,0
"109",1998,558862.7,5748560,11,8.00549,0
"110",1998,563656.5,5753316,13,6.86346,0
"111",1998,568450.3,5758072,15,3.284921,0
"112",1998,720691.3,5943589,11,8.023594,0
"113",1998,703717.3,5938665,17,8.235224,0
"114",1998,685178.1,5935339,17,6.294331,0
"115",1998,683053.3,5929721,6.571429,2.156942,0
"116",1998,691477.4,5930049,5,1.622607,0
"117",1998,687265.4,5929885,6,1.912908,0
"118",1998,678841.4,5929558,4,1.743802,0
"119",1998,674629.5,5929394,4,1.743802,0
"120",1998,621374.5,5894240,5,1.618846,0
"121",1998,623285.9,5898348,9,2.64506,0
"122",1998,670285.4,5928631,6,2.321271,0
"123",1998,665809.1,5927269,9,3.445027,0
"124",1998,661332.9,5925907,6,1.19907,0
"125",1998,656856.7,5924545,8,2.165481,0
"126",1998,652380.6,5923183,10,3.433212,0
"127",1998,647904.5,5921821,16,4.596845,0
"128",1998,699409.2,5937667,17,8.235224,0
"129",1998,643859.6,5919513,8,3.826529,0
"130",1998,715164.8,5941985,15,10.00149,0
"131",1998,620286.6,5894303,5,1.618846,0
"132",1998,640307.7,5916124,4,1.270713,0
"133",1998,636817.2,5912601,7,3.98922,0
"134",1998,633326.8,5909078,8,2.914554,0
"136",1998,626345.8,5902031,9,2.528629,0
"137",1998,739041.8,5944269,7,1.024274,0
"138",1998,734285.5,5942765,9,3.363526,0
"139",1998,729529.2,5941261,4,1.207968,0
"140",1998,724773,5939757,4,1.635907,0
"141",1998,720016.9,5938254,6,3.864372,0
"142",1998,715260.8,5936750,9,5.091819,0
"143",1998,710504.8,5935247,4,1.513917,0
"144",1998,705748.9,5933743,4,2.133908,0
"145",1998,695996.4,5930872,3,1.186003,0
"146",1998,700890.1,5932303,6,3.512877,0
"147",1998,620963.7,5899300,9,2.64506,0
"148",1998,673809.1,5933519,16,6.821772,0
"149",1998,680015.8,5934512,17,6.81548,0
"150",1998,667736.9,5931887,17,8.306444,0
"151",1998,638158.3,5920014,15,7.428996,0
"152",1998,644071.5,5922400,16,4.596845,0
"153",1998,649984.7,5924786,10,3.433212,0
"154",1998,655898,5927172,16,6.587852,0
"155",1998,661811.3,5929559,14,4.741007,0
"156",1998,720701.3,5943589,11,8.023594,0
"157",1998,727007.3,5945421,9,5.022449,0
"158",1998,628976.3,5910977,13,5.823929,0
"159",1998,633126.7,5916206,13,7.074721,0
"160",1998,624297.1,5905094,9,2.528629,0
"161",1998,612905.7,5872349,6,3.445307,0
"162",1998,531541.6,5706036,6,2.694993,0
"164",1998,527182.8,5694947,9,2.113283,0
"166",1998,528523.3,5707603,6,3.910752,0
"167",1998,619277.2,5887903,9,3.042531,0
"168",1998,614008.5,5875041,6,3.445307,0
"169",1998,558162.7,5739820,1,2.701462,0
"170",1998,555003.4,5737217,1,2.701462,0
"171",1998,551844.1,5734615,3,1.807041,0
"172",1998,535136.9,5697121,13,1.39073,0
"173",1998,530950.5,5695977,9,1.134365,0
"174",1998,608665.9,5838246,16,3.845921,0
"175",1998,608049.4,5833840,14,3.405116,0
"176",1998,607432.9,5829434,11,2.915526,0
"177",1998,606816.2,5825027,10,2.426425,0
"178",1998,606199.5,5820621,8,1.863375,0
"179",1998,602002.1,5811962,14,4.825283,0
"180",1998,583496.6,5770751,8,1.579744,0
"181",1998,580305.1,5767350,8,1.579744,0
"182",1998,577113.5,5763950,8,1.979242,0
"183",1998,566810.6,5755877,8,2.180154,0
"184",1998,564791.1,5751661,8,2.180154,0
"185",1998,562771.6,5747445,8,6.00871,0
"186",1998,560752.1,5743229,3,1.9501,0
"188",1998,548569,5731622,5,3.477082,0
"189",1998,617623.1,5883865,6,1.544208,0
"190",1998,586725.2,5774271,7,1.246999,0
"191",1998,593278.5,5781623,11,2.527998,0
"193",1998,595922.8,5785827,8,1.382721,0
"194",1998,604219.7,5810839,11,3.826701,0
"195",1998,602599.2,5805805,9,2.267942,0
"196",1998,600978.6,5800771,6,1.290662,0
"197",1998,599357.9,5795737,12,2.823908,0
"198",1998,597737.2,5790704,8,1.382721,0
"199",1998,608593.4,5841181,16,3.845921,0
"200",1998,526260.3,5697779,7,6.141879,0
"201",1998,527479.8,5703113,6,6.048908,0
"202",1998,534485.9,5703129,6,2.694993,0
"203",1998,544998.3,5727635,1,1.669261,0
"204",1998,541247.7,5723043,8,5.63524,0
"205",1998,537497.1,5718451,8,3.615258,0
"206",1998,533746.5,5713859,6,2.34307,0
"207",1998,603813.2,5817929,12,6.15384,0
"208",1998,605024.8,5823821,10,2.426425,0
"209",1998,606236.3,5829714,11,2.915526,0
"210",1998,607447.7,5835607,14,3.405116,0
"211",1998,591988.8,5790788,14,4.838897,0
"212",1998,594573,5796252,12,2.823908,0
"213",1998,597157.1,5801716,15,6.757646,0
"214",1998,599741.2,5807180,11,3.826701,0
"215",1998,531103.9,5712916,6,2.34307,0
"216",1998,534391.2,5718284,8,3.615258,0
"217",1998,618005.4,5887834,9,3.042531,0
"218",1998,611447.9,5872929,6,3.445307,0
"219",1998,613533.6,5882635,14,5.189834,0
"220",1998,566904.5,5878276,25,48.34966,0
"221",1998,598137.4,5887458,26,20.74105,0
"222",1998,601696.1,5887960,23,16.31944,0
"223",1998,605254.8,5888462,21,11.95276,0
"224",1998,608813.6,5888964,21,11.95276,0
"225",1998,612372.4,5889466,17,7.497752,0
"226",1998,615931.2,5889968,9,3.042531,0
"227",1998,566730.8,5874938,25,48.26426,0
"228",1998,566541.3,5871297,25,48.51179,0
"229",1998,566351.8,5867655,25,48.51179,0
"230",1998,566162.3,5864014,25,47.77968,0
"231",1998,565972.7,5860373,25,46.51003,0
"232",1998,565783,5856732,25,46.51003,0
"233",1998,565593.3,5853090,25,45.33373,0
"234",1998,565403.6,5849449,25,44.52741,0
"235",1998,565213.9,5845808,24,44.02912,0
"236",1998,565024.1,5842167,24,44.02912,0
"237",1998,564834.3,5838525,24,43.57736,0
"238",1998,564644.4,5834884,23,43.0846,0
"239",1998,564454.5,5831243,22,42.34264,2.826455
"240",1998,564264.6,5827601,22,42.34264,0
"241",1998,564074.6,5823960,21,40.9535,0
"242",1998,563884.6,5820319,21,44.71125,0
"243",1998,563694.5,5816678,21,44.71125,0
"244",1998,563504.4,5813036,20,42.8864,0
"245",1998,563314.3,5809395,20,40.72357,0
"246",1998,563124.1,5805754,20,38.32128,0
"247",1998,562933.9,5802112,20,38.32128,0
"248",1998,562743.7,5798471,20,35.52988,0
"249",1998,562553.4,5794830,20,32.23337,0
"250",1998,562363.1,5791189,20,28.94687,0
"251",1998,562172.7,5787547,20,28.94687,0
"252",1998,561982.3,5783906,20,25.01002,0
"253",1998,561791.9,5780265,20,20.51074,0
"254",1998,561601.4,5776624,20,20.51074,0
"255",1998,561410.9,5772982,20,16.22313,0
"256",1998,561220.3,5769341,20,12.40918,0
"257",1998,561029.8,5765700,23,9.391631,0
"258",1998,560839.1,5762059,23,9.391631,0
"259",1998,560648.5,5758417,16,8.057373,0
"260",1998,560457.8,5754776,13,6.86346,0
"261",1998,560267,5751135,8,6.00871,0
"262",1998,560076.3,5747494,8,6.00871,0
"263",1998,489436.8,6038152,29,192.5836,8.234421
"264",1998,490539.5,6034565,29,189.1542,0
"265",1998,491642.2,6030977,30,185.6332,2.744807
"266",1998,492744.8,6027390,30,185.6332,5.489614
"267",1998,493847.5,6023802,30,182.1735,0
"268",1998,494950.2,6020215,42,175.1062,2.744807
"269",1998,496052.9,6016627,42,175.1062,10.97923
"270",1998,497155.6,6013040,45,171.7256,5.489614
"271",1998,498258.3,6009452,40,168.4256,13.72403
"272",1998,499360.9,6005865,38,161.376,0
"273",1998,500463.6,6002277,38,161.376,8.234421
"274",1998,501566.3,5998689,43,158.1761,13.72403
"275",1998,502669,5995102,44,155.0715,5.489614
"276",1998,503771.7,5991514,44,155.0715,2.744807
"277",1998,504874.3,5987926,37,148.0614,2.744807
"278",1998,505977,5984338,36,145.0851,10.97923
"279",1998,507079.7,5980750,36,142.2223,21.95846
"280",1998,508182.4,5977162,36,142.2223,2.744807
"281",1998,594670.1,5907553,26,29.4402,0
"282",1998,594697.1,5911347,26,29.4402,0
"283",1998,594724,5915141,26,31.45932,0
"284",1998,594750.9,5918935,26,34.09088,0
"285",1998,594777.7,5922729,26,37.21113,0
"286",1998,594804.5,5926523,25,40.67316,2.716251
"287",1998,594831.3,5930318,25,40.67316,2.716251
"288",1998,594858,5934112,25,44.35443,0
"289",1998,594884.6,5937905,28,48.07576,0
"290",1998,594911.3,5941699,33,51.73673,0
"291",1998,594937.8,5945493,33,51.73673,0
"292",1998,594964.4,5949287,35,55.58046,0
"293",1998,594990.9,5953081,36,59.59605,0
"294",1998,595017.4,5956875,37,63.52977,0
"295",1998,595043.8,5960669,37,63.52977,2.716251
"296",1998,595070.1,5964463,38,66.93048,0
"297",1998,595096.5,5968256,39,70.37177,0
"298",1998,595122.8,5972050,40,73.99112,0
"299",1998,595149,5975844,40,73.99112,0
"300",1998,595175.2,5979637,41,77.76366,0
"301",1998,595201.4,5983431,43,81.66816,0
"302",1998,595227.6,5987225,44,85.68657,0
"303",1998,595253.6,5991018,44,85.68657,0
"304",1998,595279.7,5994812,45,89.80362,0
"305",1998,595305.7,5998605,45,94.00632,0
"306",1998,595331.7,6002399,45,98.28372,0
"307",1998,595357.6,6006192,45,98.28372,0
"308",1998,595383.5,6009986,45,102.6265,2.716251
"309",1998,595409.4,6013779,45,107.0266,0
"310",1998,595435.2,6017572,45,111.4773,5.432502
"311",1998,595461,6021365,45,111.4773,10.865
"312",1998,595486.7,6025159,45,115.9728,10.865
"313",1998,595512.4,6028952,45,120.508,0
"314",1998,595538.1,6032745,45,125.0787,0
"315",1998,595563.8,6036538,45,129.6811,2.716251
"316",1998,595589.4,6040331,45,129.6811,0
"317",1998,595614.9,6044124,45,134.3119,5.432502
"318",1998,595640.4,6047917,45,138.9683,0
"319",1998,595665.9,6051710,45,143.6478,0
"320",1998,595691.4,6055503,45,143.6478,2.716251
"321",1998,595716.8,6059296,45,148.3482,2.716251
"322",1998,595742.2,6063089,45,153.0676,2.716251
"323",1998,595767.5,6066881,45,157.8043,5.432502
"324",1998,595792.9,6070674,45,157.8043,0
"325",1998,595818.1,6074467,45,162.5568,0
"326",1998,595843.4,6078259,44,167.3236,5.432502
"327",1998,595868.6,6082052,44,172.1037,2.716251
"328",1998,595893.8,6085844,44,172.1037,2.716251
"329",1998,595918.9,6089637,45,176.896,2.716251
"330",1998,578508,5808256,19,27.13438,0
"331",1998,579032,5812058,20,24.24793,0
"332",1998,579555.9,5815860,20,24.24793,0
"333",1998,580079.8,5819663,20,25.24266,0
"334",1998,580603.7,5823465,20,26.60707,0
"335",1998,581127.5,5827267,20,27.67459,0
"336",1998,581651.3,5831070,20,27.67459,0
"337",1998,582175,5834872,21,28.17249,2.685189
"338",1998,582698.7,5838674,21,28.65854,0
"339",1998,583222.3,5842477,22,29.1164,0
"340",1998,583745.9,5846279,22,29.1164,0
"341",1998,584269.5,5850082,22,24.75177,0
"342",1998,584793,5853884,23,25.89751,0
"343",1998,585316.4,5857686,25,27.18005,0
"344",1998,585839.8,5861489,25,27.18005,0
"345",1998,586363.2,5865291,27,28.44374,0
"346",1998,586886.5,5869093,27,28.75717,0
"347",1998,587409.8,5872896,30,28.27437,0
"348",1998,587933,5876698,30,28.41992,0
"349",1998,588456.2,5880501,30,28.41992,0
"350",1998,588979.3,5884303,31,29.02766,0
"351",1998,559868,5743519,3,1.9501,0
"352",1998,595918.2,6093765,45,181.6994,0
"353",1998,597692.8,5894467,26,23.11155,0
"354",1998,593689.1,5886831,29,25.35135,0
"355",1998,572566.4,5765164,14,3.034569,0
"356",1998,594629.6,5901862,26,27.61681,0
"357",1998,573527.9,5772134,20,11.69707,0
"358",1998,574576.7,5779739,19,11.10291,0
"359",1998,575625.3,5787343,18,17.56418,0
"360",1998,576673.7,5794948,18,20.38486,0
"361",1998,577721.9,5802552,19,25.13122,0
"362",1998,602135.3,5891858,24,18.67386,0
"363",1998,507006.2,5980989,36,142.2223,6.606607
"364",1998,598318.3,5893137,26,23.11155,0
"365",1998,518978.9,5942029,39,116.682,0
"366",1998,505425.7,5986132,36,145.0851,8.588589
"367",1998,510387.7,5969986,48,132.5884,2.862863
"368",1998,512592.9,5962810,44,130.0276,0
"369",1998,514798.2,5955634,40,120.8705,0
"370",1998,517003.4,5948458,40,118.6895,0
"371",1998,527746.5,5934555,34,103.6085,1.418618
"372",1998,534280.2,5930720,31,92.44725,2.837237
"373",1998,540814.1,5926886,30,87.89384,0
"374",1998,547348.1,5923051,29,81.27774,0
"375",1998,553882.3,5919216,28,74.54444,1.418618
"376",1998,560416.6,5915381,26,63.37359,1.418618
"377",1998,566951,5911546,26,58.92125,5.674473
"378",1998,573485.6,5907711,26,52.20143,0
"379",1998,580020.3,5903876,27,41.02781,0
"380",1998,586555.2,5900041,29,34.271,0
"381",1998,593090.2,5896206,29,27.47229,2.837237
"382",1998,594917.9,5942648,33,51.73673,1.41654
"383",1998,594971,5950236,35,55.58046,0
"384",1998,595024,5957823,37,63.52977,0
"385",1998,615258.4,5890950,9,3.042531,0
"386",1998,607576.5,5891481,21,11.95276,0
"387",1998,590940.8,6099467,45,187.9087,9.208974
"388",1998,584247.9,6104147,45,194.1769,3.946703
"389",1998,577555.2,6108826,45,202.1687,0
"390",1998,570862.8,6113506,44,208.6077,7.893406
"391",1998,564170.7,6118185,40,215.0864,0
"392",1998,557478.9,6122865,35,223.5614,1.315568
"393",1998,550787.3,6127544,30,230.1623,0
"394",1998,544096,6132224,30,236.7904,2.631135
"395",1998,537405,6136903,30,245.6362,14.47124
"396",1998,530714.3,6141583,30,252.3532,2.631135
"397",1998,524023.8,6146262,32,254.6659,11.84011
"398",1998,517333.6,6150942,34,263.2054,6.577838
"399",1998,614503.1,5889459,9,3.042531,0
"400",1998,606206.7,5887855,21,11.95276,0
"401",1998,597910.5,5886251,25,19.17538,0
"402",1998,589614.5,5884648,29,24.08719,0
"403",1998,581318.6,5883044,30,33.97773,0
"404",1998,573022.9,5881441,25,43.36116,0
"405",1998,605918.6,5891596,22,14.20259,0
"406",1998,615137.5,5890958,9,3.042531,0
"407",1998,618369.7,5890734,9,3.042531,0
"408",1998,592405.5,5922602,25,41.07539,0
"409",1998,490275.7,5730712,26,43.28364,0
"410",1998,547635,6091430,43,196.8938,0
"411",1998,516305,5796736,33,66.16789,0
"412",1998,537912.8,5985971,42,122.0027,1.471734
"413",1998,541985.3,5993279,44,125.7181,1.282179
"414",1998,532760.9,5985932,40,125.6471,3.347085
"415",1998,532812.5,5978822,40,122.3302,0
"416",1998,532863.9,5971713,39,119.131,0
"417",1998,532915.3,5964604,35,113.1246,0
"418",1998,532966.6,5957495,35,110.339,0
"419",1998,533017.8,5950385,35,105.2601,0
"420",1998,533068.9,5943275,35,102.9912,0
"421",1998,533119.8,5936166,34,99.03415,0
"422",1998,533170.7,5929056,31,96.88546,2.23139
"423",1998,533221.4,5921946,30,94.49968,0
"424",1998,533272,5914836,30,90.30605,0
"425",1998,533322.6,5907726,29,88.55897,0
"426",1998,533373,5900616,28,85.83524,0
"427",1998,533423.2,5893506,27,84.88337,0
"428",1998,533473.4,5886396,25,83.62228,0
"429",1998,533523.4,5879286,25,83.30778,0
"430",1998,533573.4,5872176,25,83.25826,0
"431",1998,533623.2,5865065,25,81.6816,1.115695
"432",1998,533672.9,5857955,25,80.62376,2.23139
"433",1998,533722.4,5850845,25,79.3427,0
"434",1998,533771.9,5843734,25,78.87441,0
"435",1998,533821.2,5836624,25,78.38536,0
"436",1998,533870.4,5829514,24,76.13984,0
"437",1998,533919.4,5822403,24,74.01588,0
"438",1998,533968.3,5815293,24,66.16789,0
"439",1998,534017.2,5808182,24,59.18773,0
"440",1998,534065.8,5801072,22,51.3633,0
"441",1998,534114.4,5793961,20,47.73875,0
"442",1998,534162.8,5786851,20,44.30788,0
"443",1998,534211.1,5779740,20,38.44721,0
"444",1998,534269.3,5772630,20,36.20342,1.115695
"445",1998,605760.8,5891607,22,14.20259,0
"446",1998,613070.2,5891101,17,7.497752,0
"447",1998,621726.5,5922466,22,20.83839,0
"448",1998,628568.7,5925359,21,17.96062,0
"449",1998,635411,5928253,21,13.86321,0
"450",1998,642253.3,5931146,21,10.94074,0
"451",1998,649095.7,5934040,21,12.99714,0
"452",1998,655938.1,5936934,21,15.85118,0
"453",1998,662780.7,5939829,20,14.19283,0
"454",1998,669623.2,5942723,23,16.25417,0
"455",1998,676465.9,5945618,23,15.86508,0
"456",1998,683308.6,5948513,25,21.45257,0
"457",1998,690151.4,5951408,26,20.44424,0
"458",1998,696994.2,5954304,26,24.03634,0
"459",1998,703837.2,5957200,25,27.07749,0
"460",1998,710680.2,5960096,25,25.36208,0
"461",1998,550238,6086432,45,190.0584,2.133399
"462",1998,602950.9,5896685,25,20.91313,0
"463",1998,606723,5903317,26,18.35087,0
"464",1998,610495,5909950,26,16.11425,0
"465",1998,614266.8,5916583,23,19.84779,0
"466",1998,523130.4,5713038,13,9.796696,0
"467",1998,516202.3,5716733,18,16.52229,0
"468",1998,509274.3,5720428,19,20.93973,0
"469",1998,502346.4,5724122,20,32.10877,0
"470",1998,495418.5,5727817,22,38.83272,0
"471",1998,491677.4,5738962,26,48.38066,0
"472",1998,494864.1,5746413,24,47.75361,0
"473",1998,498050.7,5753864,27,55.11014,0
"474",1998,501237.2,5761315,28,54.38461,0
"475",1998,504423.6,5768767,28,56.30443,0.9788462
"476",1998,507610,5776218,29,59.77198,0.9788462
"477",1998,510796.3,5783670,28,63.09312,0
"478",1998,513992.4,5791122,30,65.19729,0
"479",1998,557445.8,5993677,45,115.7225,0.9616343
"480",1998,549200.1,5993464,45,118.9924,0.9616343
"481",1998,518876.3,5879557,30,98.29892,0
"482",1998,521275.1,5887710,29,94.11817,0
"483",1998,523673.6,5895863,26,94.76387,0
"484",1998,526072,5904017,27,91.88412,0
"485",1998,528470.2,5912170,30,94.96151,0
"486",1998,533813.3,5936015,34,99.03415,1.839667
"487",1998,534519,5944610,35,98.51236,0
"488",1998,535224.5,5953205,35,103.4393,0
"489",1998,535929.9,5961800,35,109.0628,0.9198337
"490",1998,536635.1,5970394,35,112.1035,0
"491",1998,537340.1,5978988,40,118.5841,0
"492",1998,517012.3,5805137,33,69.2509,0
"493",1998,516982.6,5813819,31,76.01965,0
"494",1998,516952.7,5822501,30,83.34078,0
"495",1998,516922.6,5831183,31,87.19625,0
"496",1998,516892.3,5839865,31,93.08555,0
"497",1998,516861.9,5848547,27,94.26594,0.9137042
"498",1998,516831.3,5857229,30,95.408,0
"499",1998,538935.9,5997407,40,132.7786,2.703438
"500",1998,539747.6,6006171,40,133.1134,2.703438
"501",1998,540559.1,6014935,40,140.6918,0
"502",1998,541370.3,6023699,40,148.1455,2.703438
"503",1998,542181.5,6032463,40,155.3776,9.011458
"504",1998,542992.4,6041226,40,159.1059,5.406875
"505",1998,543803.1,6049990,40,166.7624,8.110313
"506",1998,544613.7,6058753,40,171.7037,1.802292
"507",1998,545424.1,6067516,44,179.9366,5.406875
"508",1998,546234.3,6076278,42,184.1186,3.604583
"509",1998,547044.4,6085041,43,192.5998,0
"510",1998,516886.6,5867302,29,97.44095,0
"511",1998,531423.7,5922263,30,94.49968,0
"512",1998,602788.3,5892697,24,18.67386,0
"513",1998,548865,6091565,42,201.2205,8.943081
"514",1998,534259.3,5772630,20,36.20342,0
"515",1998,534307.3,5765519,23,32.19391,0
"516",1998,534355.2,5758409,24,28.97136,0
"517",1998,534403,5751298,18,21.33515,0
"518",1998,534450.6,5744188,18,17.39794,0
"519",1998,534498.1,5737077,20,14.14719,0
"520",1998,534545.5,5729967,6,10.69049,0
"521",1998,534592.7,5722856,8,8.016024,0
"522",1998,609415.5,5891354,17,7.497752,0
"523",1998,616725,5890848,9,3.042531,0
"524",1998,550701.5,6084632,45,190.0584,11.08488
"525",1998,552555.3,6077432,44,185.7409,0
"526",1998,554409.2,6070233,45,174.5915,22.16976
"527",1998,556263,6063033,45,170.3223,6.928049
"528",1998,559970.7,6048633,44,154.9829,5.542439
"529",1998,561824.5,6041433,42,146.713,1.38561
"530",1998,563678.3,6034233,42,142.6611,5.542439
"531",1998,565532.1,6027032,43,135.6731,1.38561
"532",1998,567385.8,6019831,44,127.7192,2.77122
"533",1998,569239.5,6012630,45,120.6946,1.38561
"534",1998,571093.1,6005429,45,113.0141,5.542439
"535",1998,572946.7,5998227,45,109.3146,2.77122
"536",1998,582213.9,5962218,40,76.67586,0
"537",1998,584067.1,5955015,37,65.85353,0
"538",1998,585920.2,5947812,36,62.19434,0
"539",1998,587773.3,5940610,30,54.81155,0
"540",1998,589626.3,5933407,25,47.74211,0
"541",1998,591479.1,5926204,25,41.07539,0
"542",1998,593331.9,5919000,26,38.27123,0
"543",1998,595184.6,5911797,26,31.45932,2.77122
"544",1998,597037.2,5904593,26,27.61681,1.38561
"545",1998,598889.6,5897390,27,25.38135,0
"546",1998,526594.4,5711191,6,3.910752,0
"547",1998,519666.4,5714886,13,9.796696,0
"548",1998,512738.3,5718580,19,20.93973,0
"549",1998,505810.4,5722275,21,27.66734,0
"550",1998,498882.4,5725969,21,36.66313,0
"551",1998,491954.5,5729664,26,43.28364,0
"552",1998,513982.4,5791122,30,65.19729,0
"553",1998,516297.6,5798907,33,66.16789,0
"554",1998,693525.4,5997203,33,68.25091,0
"555",1998,685276.4,5996988,34,69.75448,0
"556",1998,677027.8,5996773,35,70.77562,0
"557",1998,668779.3,5996558,36,71.30348,1.249133
"558",1998,660531.1,5996343,36,67.18772,0
"559",1998,652283.2,5996129,37,69.87256,2.498266
"560",1998,644035.4,5995915,38,71.14553,0
"561",1998,635787.9,5995701,39,74.32973,0
"562",1998,627540.6,5995487,40,77.32779,1.249133
"563",1998,619293.4,5995273,41,78.75399,1.249133
"564",1998,611046.5,5995060,44,82.44505,0
"565",1998,602799.8,5994846,45,87.13316,2.498266
"566",1998,594553.2,5994633,45,89.80362,0
"567",1998,586306.9,5994420,45,95.70626,1.249133
"568",1998,578060.6,5994208,45,102.2481,1.249133
"569",1998,569814.6,5993995,45,105.7222,2.498266
"570",1998,561568.7,5993783,45,112.5757,4.996533
"571",1998,553323,5993570,45,118.9924,1.249133
"572",1998,545077.3,5993358,44,122.3674,2.498266
"573",1998,536831.9,5993146,42,129.1034,0
"574",1998,532225.9,5925456,30,94.49968,0
"575",1998,517976.8,5876499,29,98.23485,0
"576",1998,520375.6,5884653,30,93.58253,0
"577",1998,522774.2,5892806,26,94.76387,0
"578",1998,525172.6,5900959,27,90.72038,1.212461
"579",1998,527570.9,5909112,29,93.30159,0
"580",1998,529969,5917266,31,92.29132,0
"581",1998,533636.8,5933867,34,99.03415,3.584506
