"","x","y","depth","coast","area"
"117",511500,6099000,25,225,1
"118",516500,6099000,27,222,1
"119",521500,6099000,30,219,1
"120",526500,6099000,31,216,1
"121",531500,6099000,34,213,1
"122",536500,6099000,37,211,1
"123",541500,6099000,39,208,1
"124",546500,6099000,43,206,1
"125",551500,6099000,45,203,1
"126",556500,6099000,45,201,1
"127",561500,6099000,45,199,1
"128",566500,6099000,45,197,1
"129",571500,6099000,45,195,1
"130",576500,6099000,45,193,1
"131",581500,6099000,45,191,1
"132",586500,6099000,45,189,1
"133",591500,6099000,45,188,1
"134",596500,6099000,45,187,1
"135",601500,6099000,45,185,1
"136",606500,6099000,44,183,1
"137",611500,6099000,43,182,1
"138",616500,6099000,42,180,1
"139",621500,6099000,41,179,1
"140",506500,6094000,25,224,1
"141",511500,6094000,26,221,1
"142",516500,6094000,29,218,1
"143",521500,6094000,31,215,1
"144",526500,6094000,35,212,1
"145",531500,6094000,37,209,1
"146",536500,6094000,39,206,1
"147",541500,6094000,41,204,1
"148",546500,6094000,43,201,1
"149",551500,6094000,45,199,1
"150",556500,6094000,45,196,1
"151",561500,6094000,45,194,1
"152",566500,6094000,45,192,1
"153",571500,6094000,45,190,1
"154",576500,6094000,45,188,1
"155",581500,6094000,45,186,1
"156",586500,6094000,45,185,1
"157",591500,6094000,45,183,1
"158",596500,6094000,45,182,1
"159",601500,6094000,44,180,1
"160",606500,6094000,43,179,1
"161",611500,6094000,42,177,1
"162",616500,6094000,42,176,1
"163",621500,6094000,41,174,1
"164",626500,6094000,41,173,1
"165",506500,6089000,25,220,1
"166",511500,6089000,28,217,1
"167",516500,6089000,30,214,1
"168",521500,6089000,34,211,1
"169",526500,6089000,37,208,1
"170",531500,6089000,39,205,1
"171",536500,6089000,40,202,1
"172",541500,6089000,42,199,1
"173",546500,6089000,43,197,1
"174",551500,6089000,45,194,1
"175",556500,6089000,45,192,1
"176",561500,6089000,45,190,1
"177",566500,6089000,45,188,1
"178",571500,6089000,45,185,1
"179",576500,6089000,45,184,1
"180",581500,6089000,45,182,1
"181",586500,6089000,45,180,1
"182",591500,6089000,45,178,1
"183",596500,6089000,45,177,1
"184",601500,6089000,44,175,1
"185",606500,6089000,43,174,1
"186",611500,6089000,43,172,1
"187",616500,6089000,42,171,1
"188",621500,6089000,42,169,1
"189",626500,6089000,41,168,1
"190",501500,6084000,23,219,1
"191",506500,6084000,27,216,1
"192",511500,6084000,31,213,1
"193",516500,6084000,32,210,1
"194",521500,6084000,33,207,1
"195",526500,6084000,37,204,1
"196",531500,6084000,40,201,1
"197",536500,6084000,40,198,1
"198",541500,6084000,42,195,1
"199",546500,6084000,44,193,1
"200",551500,6084000,45,190,1
"201",556500,6084000,45,188,1
"202",561500,6084000,45,185,1
"203",566500,6084000,45,183,1
"204",571500,6084000,45,181,1
"205",576500,6084000,45,179,1
"206",581500,6084000,45,177,1
"207",586500,6084000,45,175,1
"208",591500,6084000,45,174,1
"209",596500,6084000,45,172,1
"210",601500,6084000,44,171,1
"211",606500,6084000,43,169,1
"212",611500,6084000,43,167,1
"213",616500,6084000,43,166,1
"214",621500,6084000,42,165,1
"215",626500,6084000,42,163,1
"216",501500,6079000,24,215,1
"217",506500,6079000,26,212,1
"218",511500,6079000,31,209,1
"219",516500,6079000,34,206,1
"220",521500,6079000,34,203,1
"221",526500,6079000,38,200,1
"222",531500,6079000,40,197,1
"223",536500,6079000,40,194,1
"224",541500,6079000,41,191,1
"225",546500,6079000,43,188,1
"226",551500,6079000,45,186,1
"227",556500,6079000,45,183,1
"228",561500,6079000,45,181,1
"229",566500,6079000,45,179,1
"230",571500,6079000,45,176,1
"231",576500,6079000,45,174,1
"232",581500,6079000,45,172,1
"233",586500,6079000,45,171,1
"234",591500,6079000,45,169,1
"235",596500,6079000,45,167,1
"236",601500,6079000,44,166,1
"237",606500,6079000,44,164,1
"238",611500,6079000,44,163,1
"239",616500,6079000,43,161,1
"240",621500,6079000,43,160,1
"241",626500,6079000,43,158,1
"242",501500,6074000,25,212,1
"243",506500,6074000,28,209,1
"244",511500,6074000,33,205,1
"245",516500,6074000,37,202,1
"246",521500,6074000,39,199,1
"247",526500,6074000,40,196,1
"248",531500,6074000,42,193,1
"249",536500,6074000,41,190,1
"250",541500,6074000,40,187,1
"251",546500,6074000,42,184,1
"252",551500,6074000,45,181,1
"253",556500,6074000,45,179,1
"254",561500,6074000,45,176,1
"255",566500,6074000,45,174,1
"256",571500,6074000,45,172,1
"257",576500,6074000,45,170,1
"258",581500,6074000,45,168,1
"259",586500,6074000,45,166,1
"260",591500,6074000,45,164,1
"261",596500,6074000,45,163,1
"262",601500,6074000,45,161,1
"263",606500,6074000,45,160,1
"264",611500,6074000,44,158,1
"265",616500,6074000,44,156,1
"266",621500,6074000,44,155,1
"267",626500,6074000,43,154,1
"268",501500,6069000,29,208,1
"269",506500,6069000,30,205,1
"270",511500,6069000,34,201,1
"271",516500,6069000,35,198,1
"272",521500,6069000,40,195,1
"273",526500,6069000,41,192,1
"274",531500,6069000,43,189,1
"275",536500,6069000,44,186,1
"276",541500,6069000,43,183,1
"277",546500,6069000,44,180,1
"278",551500,6069000,45,177,1
"279",556500,6069000,45,175,1
"280",561500,6069000,45,172,1
"281",566500,6069000,45,170,1
"282",571500,6069000,45,167,1
"283",576500,6069000,45,165,1
"284",581500,6069000,45,163,1
"285",586500,6069000,45,161,1
"286",591500,6069000,45,159,1
"287",596500,6069000,45,158,1
"288",601500,6069000,45,156,1
"289",606500,6069000,45,155,1
"290",611500,6069000,45,153,1
"291",616500,6069000,45,152,1
"292",621500,6069000,44,150,1
"293",626500,6069000,44,149,1
"294",496500,6064000,30,207,1
"295",501500,6064000,31,205,1
"296",506500,6064000,32,201,1
"297",511500,6064000,36,198,1
"298",516500,6064000,37,194,1
"299",521500,6064000,40,191,1
"300",526500,6064000,40,188,1
"301",531500,6064000,41,185,1
"302",536500,6064000,42,182,1
"303",541500,6064000,43,179,1
"304",546500,6064000,41,176,1
"305",551500,6064000,44,173,1
"306",556500,6064000,45,170,1
"307",561500,6064000,45,168,1
"308",566500,6064000,45,165,1
"309",571500,6064000,45,163,1
"310",576500,6064000,45,161,1
"311",581500,6064000,45,159,1
"312",586500,6064000,45,157,1
"313",591500,6064000,45,155,1
"314",596500,6064000,45,153,1
"315",601500,6064000,45,152,1
"316",606500,6064000,45,150,1
"317",611500,6064000,45,149,1
"318",616500,6064000,45,147,1
"319",621500,6064000,45,145,1
"320",626500,6064000,45,144,1
"321",496500,6059000,30,204,1
"322",501500,6059000,32,201,1
"323",506500,6059000,35,198,1
"324",511500,6059000,37,194,1
"325",516500,6059000,39,191,1
"326",521500,6059000,40,187,1
"327",526500,6059000,40,184,1
"328",531500,6059000,40,181,1
"329",536500,6059000,40,178,1
"330",541500,6059000,40,175,1
"331",546500,6059000,40,172,1
"332",551500,6059000,44,169,1
"333",556500,6059000,45,166,1
"334",561500,6059000,45,163,1
"335",566500,6059000,45,161,1
"336",571500,6059000,45,158,1
"337",576500,6059000,45,156,1
"338",581500,6059000,45,154,1
"339",586500,6059000,45,152,1
"340",591500,6059000,45,150,1
"341",596500,6059000,45,148,1
"342",601500,6059000,45,147,1
"343",606500,6059000,45,145,1
"344",611500,6059000,45,144,1
"345",616500,6059000,45,142,1
"346",621500,6059000,45,141,1
"347",626500,6059000,45,139,1
"348",496500,6054000,30,200,1
"349",501500,6054000,32,197,1
"350",506500,6054000,35,194,1
"351",511500,6054000,37,191,1
"352",516500,6054000,39,187,1
"353",521500,6054000,40,184,1
"354",526500,6054000,40,180,1
"355",531500,6054000,40,177,1
"356",536500,6054000,40,174,1
"357",541500,6054000,40,171,1
"358",546500,6054000,40,168,1
"359",551500,6054000,43,165,1
"360",556500,6054000,45,162,1
"361",561500,6054000,45,159,1
"362",566500,6054000,45,157,1
"363",571500,6054000,45,154,1
"364",576500,6054000,45,152,1
"365",581500,6054000,45,150,1
"366",586500,6054000,45,147,1
"367",591500,6054000,45,145,1
"368",596500,6054000,45,144,1
"369",601500,6054000,45,142,1
"370",606500,6054000,45,140,1
"371",611500,6054000,45,139,1
"372",616500,6054000,45,138,1
"373",621500,6054000,45,136,1
"374",626500,6054000,45,134,1
"375",496500,6049000,30,197,1
"376",501500,6049000,31,193,1
"377",506500,6049000,36,190,1
"378",511500,6049000,37,187,1
"379",516500,6049000,38,183,1
"380",521500,6049000,40,180,1
"381",526500,6049000,40,177,1
"382",531500,6049000,40,173,1
"383",536500,6049000,40,170,1
"384",541500,6049000,40,167,1
"385",546500,6049000,40,164,1
"386",551500,6049000,42,161,1
"387",556500,6049000,44,158,1
"388",561500,6049000,45,155,1
"389",566500,6049000,45,152,1
"390",571500,6049000,45,150,1
"391",576500,6049000,45,147,1
"392",581500,6049000,45,145,1
"393",586500,6049000,45,143,1
"394",591500,6049000,45,141,1
"395",596500,6049000,45,139,1
"396",601500,6049000,45,137,1
"397",606500,6049000,45,136,1
"398",611500,6049000,45,134,1
"399",616500,6049000,45,133,1
"400",621500,6049000,45,131,1
"401",626500,6049000,45,130,1
"402",631500,6049000,45,128,1
"403",636500,6049000,45,126,1
"404",491500,6044000,30,196,1
"405",496500,6044000,30,193,1
"406",501500,6044000,33,190,1
"407",506500,6044000,36,186,1
"408",511500,6044000,37,183,1
"409",516500,6044000,38,180,1
"410",521500,6044000,39,176,1
"411",526500,6044000,40,173,1
"412",531500,6044000,40,170,1
"413",536500,6044000,40,166,1
"414",541500,6044000,40,163,1
"415",546500,6044000,40,160,1
"416",551500,6044000,41,157,1
"417",556500,6044000,43,154,1
"418",561500,6044000,44,151,1
"419",566500,6044000,44,148,1
"420",571500,6044000,45,145,1
"421",576500,6044000,45,143,1
"422",581500,6044000,45,141,1
"423",586500,6044000,45,138,1
"424",591500,6044000,45,136,1
"425",596500,6044000,45,134,1
"426",601500,6044000,45,133,1
"427",606500,6044000,45,131,1
"428",611500,6044000,45,130,1
"429",616500,6044000,45,128,1
"430",621500,6044000,45,126,1
"431",626500,6044000,45,125,1
"432",631500,6044000,45,123,1
"433",636500,6044000,45,122,1
"434",641500,6044000,44,120,1
"435",491500,6039000,30,193,1
"436",496500,6039000,30,189,1
"437",501500,6039000,32,186,1
"438",506500,6039000,36,183,1
"439",511500,6039000,37,179,1
"440",516500,6039000,38,176,1
"441",521500,6039000,39,173,1
"442",526500,6039000,40,169,1
"443",531500,6039000,40,166,1
"444",536500,6039000,40,162,1
"445",541500,6039000,40,159,1
"446",546500,6039000,40,156,1
"447",551500,6039000,40,153,1
"448",556500,6039000,42,150,1
"449",561500,6039000,43,147,1
"450",566500,6039000,44,144,1
"451",571500,6039000,45,141,1
"452",576500,6039000,45,139,1
"453",581500,6039000,45,136,1
"454",586500,6039000,45,134,1
"455",591500,6039000,45,132,1
"456",596500,6039000,45,130,1
"457",601500,6039000,45,128,1
"458",606500,6039000,45,126,1
"459",611500,6039000,45,125,1
"460",616500,6039000,45,123,1
"461",621500,6039000,45,122,1
"462",626500,6039000,45,120,1
"463",631500,6039000,45,119,1
"464",636500,6039000,45,117,1
"465",641500,6039000,44,116,1
"466",646500,6039000,43,114,1
"467",651500,6039000,42,113,1
"468",491500,6034000,30,189,1
"469",496500,6034000,30,186,1
"470",501500,6034000,30,182,1
"471",506500,6034000,36,179,1
"472",511500,6034000,38,175,1
"473",516500,6034000,39,172,1
"474",521500,6034000,40,169,1
"475",526500,6034000,40,166,1
"476",531500,6034000,40,162,1
"477",536500,6034000,40,159,1
"478",541500,6034000,40,155,1
"479",546500,6034000,40,152,1
"480",551500,6034000,40,149,1
"481",556500,6034000,41,146,1
"482",561500,6034000,43,143,1
"483",566500,6034000,44,140,1
"484",571500,6034000,45,137,1
"485",576500,6034000,45,134,1
"486",581500,6034000,45,132,1
"487",586500,6034000,45,129,1
"488",591500,6034000,45,127,1
"489",596500,6034000,45,125,1
"490",601500,6034000,45,123,1
"491",606500,6034000,45,121,1
"492",611500,6034000,45,120,1
"493",616500,6034000,45,119,1
"494",621500,6034000,45,117,1
"495",626500,6034000,45,115,1
"496",631500,6034000,45,114,1
"497",636500,6034000,45,112,1
"498",641500,6034000,44,111,1
"499",646500,6034000,43,110,1
"500",651500,6034000,42,108,1
"501",656500,6034000,41,107,1
"502",486500,6029000,29,188,1
"503",491500,6029000,30,186,1
"504",496500,6029000,32,182,1
"505",501500,6029000,35,179,1
"506",506500,6029000,37,175,1
"507",511500,6029000,39,172,1
"508",516500,6029000,40,168,1
"509",521500,6029000,40,165,1
"510",526500,6029000,40,162,1
"511",531500,6029000,40,159,1
"512",536500,6029000,40,155,1
"513",541500,6029000,40,152,1
"514",546500,6029000,40,148,1
"515",551500,6029000,40,145,1
"516",556500,6029000,42,142,1
"517",561500,6029000,43,139,1
"518",566500,6029000,44,136,1
"519",571500,6029000,45,133,1
"520",576500,6029000,45,130,1
"521",581500,6029000,45,127,1
"522",586500,6029000,45,125,1
"523",591500,6029000,45,123,1
"524",596500,6029000,45,121,1
"525",601500,6029000,45,119,1
"526",606500,6029000,45,117,1
"527",611500,6029000,45,115,1
"528",616500,6029000,45,114,1
"529",621500,6029000,45,112,1
"530",626500,6029000,45,111,1
"531",631500,6029000,45,109,1
"532",636500,6029000,45,108,1
"533",641500,6029000,44,106,1
"534",646500,6029000,43,105,1
"535",651500,6029000,42,104,1
"536",656500,6029000,41,102,1
"537",661500,6029000,40,102,1
"538",486500,6024000,30,185,1
"539",491500,6024000,30,182,1
"540",496500,6024000,36,179,1
"541",501500,6024000,43,175,1
"542",506500,6024000,43,172,1
"543",511500,6024000,42,168,1
"544",516500,6024000,43,165,1
"545",521500,6024000,41,161,1
"546",526500,6024000,40,158,1
"547",531500,6024000,40,155,1
"548",536500,6024000,40,152,1
"549",541500,6024000,40,148,1
"550",546500,6024000,40,145,1
"551",551500,6024000,41,141,1
"552",556500,6024000,42,138,1
"553",561500,6024000,43,135,1
"554",566500,6024000,44,132,1
"555",571500,6024000,45,129,1
"556",576500,6024000,45,126,1
"557",581500,6024000,45,123,1
"558",586500,6024000,45,121,1
"559",591500,6024000,45,118,1
"560",596500,6024000,45,116,1
"561",601500,6024000,45,114,1
"562",606500,6024000,45,112,1
"563",611500,6024000,45,110,1
"564",616500,6024000,45,109,1
"565",621500,6024000,45,108,1
"566",626500,6024000,45,106,1
"567",631500,6024000,45,104,1
"568",636500,6024000,45,103,1
"569",641500,6024000,44,101,1
"570",646500,6024000,43,100,1
"571",651500,6024000,42,99,1
"572",656500,6024000,41,98,1
"573",661500,6024000,40,97,1
"574",666500,6024000,40,96,1
"575",671500,6024000,40,95,1
"576",486500,6019000,33,182,1
"577",491500,6019000,37,179,1
"578",496500,6019000,42,175,1
"579",501500,6019000,48,171,1
"580",506500,6019000,48,168,1
"581",511500,6019000,47,164,1
"582",516500,6019000,45,161,1
"583",521500,6019000,41,158,1
"584",526500,6019000,40,154,1
"585",531500,6019000,40,151,1
"586",536500,6019000,40,148,1
"587",541500,6019000,40,145,1
"588",546500,6019000,40,141,1
"589",551500,6019000,41,138,1
"590",556500,6019000,42,134,1
"591",561500,6019000,44,131,1
"592",566500,6019000,45,128,1
"593",571500,6019000,45,125,1
"594",576500,6019000,45,122,1
"595",581500,6019000,45,119,1
"596",586500,6019000,45,116,1
"597",591500,6019000,45,114,1
"598",596500,6019000,45,111,1
"599",601500,6019000,45,109,1
"600",606500,6019000,45,107,1
"601",611500,6019000,45,106,1
"602",616500,6019000,45,104,1
"603",621500,6019000,45,103,1
"604",626500,6019000,45,101,1
"605",631500,6019000,44,99,1
"606",636500,6019000,44,98,1
"607",641500,6019000,43,97,1
"608",646500,6019000,42,95,1
"609",651500,6019000,41,94,1
"610",656500,6019000,40,93,1
"611",661500,6019000,40,92,1
"612",666500,6019000,39,91,1
"613",671500,6019000,38,91,1
"614",676500,6019000,38,91,1
"615",486500,6014000,40,178,1
"616",491500,6014000,41,175,1
"617",496500,6014000,45,172,1
"618",501500,6014000,49,168,1
"619",506500,6014000,49,164,1
"620",511500,6014000,47,161,1
"621",516500,6014000,43,157,1
"622",521500,6014000,40,154,1
"623",526500,6014000,40,151,1
"624",531500,6014000,40,147,1
"625",536500,6014000,40,144,1
"626",541500,6014000,40,141,1
"627",546500,6014000,40,137,1
"628",551500,6014000,42,134,1
"629",556500,6014000,43,131,1
"630",561500,6014000,44,127,1
"631",566500,6014000,45,124,1
"632",571500,6014000,45,121,1
"633",576500,6014000,45,118,1
"634",581500,6014000,45,115,1
"635",586500,6014000,45,112,1
"636",591500,6014000,45,109,1
"637",596500,6014000,45,107,1
"638",601500,6014000,45,105,1
"639",606500,6014000,45,103,1
"640",611500,6014000,45,101,1
"641",616500,6014000,45,99,1
"642",621500,6014000,45,98,1
"643",626500,6014000,44,97,1
"644",631500,6014000,43,95,1
"645",636500,6014000,43,93,1
"646",641500,6014000,42,92,1
"647",646500,6014000,41,90,1
"648",651500,6014000,40,89,1
"649",656500,6014000,40,88,1
"650",661500,6014000,39,87,1
"651",666500,6014000,38,86,1
"652",671500,6014000,37,86,1
"653",676500,6014000,37,86,1
"654",681500,6014000,36,85,1
"655",686500,6014000,36,84,1
"656",491500,6009000,40,172,1
"657",496500,6009000,40,168,1
"658",501500,6009000,44,165,1
"659",506500,6009000,41,161,1
"660",511500,6009000,38,157,1
"661",516500,6009000,40,154,1
"662",521500,6009000,39,150,1
"663",526500,6009000,38,147,1
"664",531500,6009000,38,144,1
"665",536500,6009000,40,140,1
"666",541500,6009000,40,137,1
"667",546500,6009000,41,134,1
"668",551500,6009000,42,130,1
"669",556500,6009000,43,127,1
"670",561500,6009000,45,123,1
"671",566500,6009000,45,120,1
"672",571500,6009000,45,117,1
"673",576500,6009000,45,114,1
"674",581500,6009000,45,111,1
"675",586500,6009000,45,108,1
"676",591500,6009000,45,105,1
"677",596500,6009000,45,103,1
"678",601500,6009000,45,100,1
"679",606500,6009000,45,98,1
"680",611500,6009000,45,96,1
"681",616500,6009000,45,95,1
"682",621500,6009000,44,93,1
"683",626500,6009000,43,92,1
"684",631500,6009000,43,90,1
"685",636500,6009000,42,88,1
"686",641500,6009000,41,87,1
"687",646500,6009000,40,86,1
"688",651500,6009000,40,84,1
"689",656500,6009000,39,83,1
"690",661500,6009000,38,82,1
"691",666500,6009000,37,81,1
"692",671500,6009000,36,81,1
"693",676500,6009000,36,81,1
"694",681500,6009000,35,81,1
"695",686500,6009000,35,79,1
"696",691500,6009000,35,78,1
"697",491500,6004000,41,169,1
"698",496500,6004000,40,165,1
"699",501500,6004000,39,161,1
"700",506500,6004000,38,158,1
"701",511500,6004000,39,154,1
"702",516500,6004000,39,150,1
"703",521500,6004000,38,147,1
"704",526500,6004000,35,143,1
"705",531500,6004000,36,140,1
"706",536500,6004000,39,136,1
"707",541500,6004000,40,133,1
"708",546500,6004000,42,130,1
"709",551500,6004000,43,127,1
"710",556500,6004000,44,123,1
"711",561500,6004000,45,120,1
"712",566500,6004000,45,116,1
"713",571500,6004000,45,113,1
"714",576500,6004000,45,110,1
"715",581500,6004000,45,107,1
"716",586500,6004000,45,104,1
"717",591500,6004000,45,101,1
"718",596500,6004000,45,98,1
"719",601500,6004000,45,96,1
"720",606500,6004000,45,94,1
"721",611500,6004000,45,92,1
"722",616500,6004000,44,90,1
"723",621500,6004000,43,88,1
"724",626500,6004000,42,87,1
"725",631500,6004000,42,85,1
"726",636500,6004000,41,84,1
"727",641500,6004000,40,82,1
"728",646500,6004000,40,81,1
"729",651500,6004000,39,79,1
"730",656500,6004000,39,78,1
"731",661500,6004000,38,77,1
"732",666500,6004000,37,76,1
"733",671500,6004000,36,76,1
"734",676500,6004000,35,76,1
"735",681500,6004000,35,76,1
"736",686500,6004000,35,74,1
"737",691500,6004000,34,73,1
"738",696500,6004000,34,72,1
"739",491500,5999000,48,166,1
"740",496500,5999000,44,162,1
"741",501500,5999000,43,158,1
"742",506500,5999000,40,154,1
"743",511500,5999000,36,151,1
"744",516500,5999000,34,147,1
"745",521500,5999000,32,143,1
"746",526500,5999000,36,140,1
"747",531500,5999000,39,136,1
"748",536500,5999000,40,133,1
"749",541500,5999000,42,129,1
"750",546500,5999000,43,126,1
"751",551500,5999000,44,123,1
"752",556500,5999000,45,120,1
"753",561500,5999000,45,116,1
"754",566500,5999000,45,113,1
"755",571500,5999000,45,109,1
"756",576500,5999000,45,106,1
"757",581500,5999000,45,103,1
"758",586500,5999000,45,100,1
"759",591500,5999000,45,97,1
"760",596500,5999000,45,94,1
"761",601500,5999000,45,91,1
"762",606500,5999000,45,89,1
"763",611500,5999000,45,87,1
"764",616500,5999000,44,85,1
"765",621500,5999000,43,84,1
"766",626500,5999000,41,82,1
"767",631500,5999000,41,81,1
"768",636500,5999000,40,79,1
"769",641500,5999000,40,77,1
"770",646500,5999000,39,76,1
"771",651500,5999000,39,75,1
"772",656500,5999000,38,73,1
"773",661500,5999000,37,72,1
"774",666500,5999000,36,71,1
"775",671500,5999000,36,71,1
"776",676500,5999000,35,71,1
"777",681500,5999000,35,71,1
"778",686500,5999000,34,70,1
"779",691500,5999000,33,68,1
"780",696500,5999000,32,67,1
"781",491500,5994000,50,163,1
"782",496500,5994000,46,159,1
"783",501500,5994000,44,155,1
"784",506500,5994000,39,151,1
"785",511500,5994000,35,147,1
"786",516500,5994000,34,143,1
"787",521500,5994000,34,140,1
"788",526500,5994000,39,136,1
"789",531500,5994000,41,133,1
"790",536500,5994000,42,129,1
"791",541500,5994000,44,126,1
"792",546500,5994000,45,122,1
"793",551500,5994000,45,119,1
"794",556500,5994000,45,116,1
"795",561500,5994000,45,113,1
"796",566500,5994000,45,109,1
"797",571500,5994000,45,106,1
"798",576500,5994000,45,102,1
"799",581500,5994000,45,99,1
"800",586500,5994000,45,96,1
"801",591500,5994000,45,93,1
"802",596500,5994000,45,90,1
"803",601500,5994000,45,87,1
"804",606500,5994000,45,85,1
"805",611500,5994000,44,82,1
"806",616500,5994000,43,80,1
"807",621500,5994000,42,79,1
"808",626500,5994000,40,77,1
"809",631500,5994000,40,76,1
"810",636500,5994000,39,74,1
"811",641500,5994000,39,73,1
"812",646500,5994000,38,71,1
"813",651500,5994000,38,70,1
"814",656500,5994000,37,68,1
"815",661500,5994000,37,67,1
"816",666500,5994000,36,66,1
"817",671500,5994000,35,66,1
"818",676500,5994000,35,66,1
"819",681500,5994000,35,66,1
"820",686500,5994000,34,65,1
"821",691500,5994000,32,63,1
"822",696500,5994000,31,62,1
"823",491500,5989000,53,160,1
"824",496500,5989000,45,156,1
"825",501500,5989000,41,152,1
"826",506500,5989000,37,148,1
"827",511500,5989000,35,144,1
"828",516500,5989000,36,140,1
"829",521500,5989000,38,136,1
"830",526500,5989000,40,133,1
"831",531500,5989000,42,129,1
"832",536500,5989000,44,126,1
"833",541500,5989000,45,122,1
"834",546500,5989000,45,119,1
"835",551500,5989000,45,115,1
"836",556500,5989000,45,112,1
"837",561500,5989000,45,109,1
"838",566500,5989000,45,106,1
"839",571500,5989000,45,102,1
"840",576500,5989000,45,99,1
"841",581500,5989000,45,95,1
"842",586500,5989000,45,92,1
"843",591500,5989000,45,89,1
"844",596500,5989000,44,86,1
"845",601500,5989000,44,83,1
"846",606500,5989000,44,80,1
"847",611500,5989000,43,78,1
"848",616500,5989000,42,76,1
"849",621500,5989000,41,74,1
"850",626500,5989000,40,73,1
"851",631500,5989000,39,71,1
"852",636500,5989000,39,70,1
"853",641500,5989000,38,68,1
"854",646500,5989000,37,66,1
"855",651500,5989000,37,65,1
"856",656500,5989000,36,64,1
"857",661500,5989000,36,62,1
"858",666500,5989000,36,61,1
"859",671500,5989000,35,61,1
"860",676500,5989000,35,61,1
"861",681500,5989000,34,61,1
"862",686500,5989000,33,60,1
"863",691500,5989000,32,59,1
"864",696500,5989000,31,57,1
"865",701500,5989000,30,56,2
"866",491500,5984000,59,157,1
"867",496500,5984000,46,153,1
"868",501500,5984000,39,149,1
"869",506500,5984000,36,145,1
"870",511500,5984000,35,141,1
"871",516500,5984000,37,137,1
"872",521500,5984000,40,133,1
"873",526500,5984000,40,129,1
