"","x","y","sheep","strip"
"578",45,975,0,1
"579",45,985,0,1
"580",45,995,0,1
"581",45,1005,0,1
"582",45,1015,0,1
"583",45,1025,0,1
"584",45,1035,0,1
"585",45,1045,0,1
"586",45,1055,0,1
"587",45,1065,0,1
"588",45,1075,0,1
"589",45,1085,0,1
"590",45,1095,0,1
"591",45,1105,0,1
"592",45,1115,0,1
"593",45,1125,0,1
"594",45,1135,0,1
"595",45,1145,0,1
"596",45,1155,0,1
"597",45,1165,0,1
"598",45,1175,0,1
"599",45,1185,0,1
"600",45,1195,0,1
"601",55,5,0,1
"602",55,15,0,1
"603",55,25,0,1
"604",55,35,0,1
"605",55,45,0,1
"606",55,55,0,1
"607",55,65,0,1
"608",55,75,0,1
"609",55,85,0,1
"610",55,95,0,1
"611",55,105,0,1
"612",55,115,0,1
"613",55,125,0,1
"614",55,135,0,1
"615",55,145,0,1
"616",55,155,0,1
"617",55,165,0,1
"618",55,175,0,1
"619",55,185,0,1
"620",55,195,0,1
"621",55,205,0,1
"622",55,215,0,1
"623",55,225,0,1
"624",55,235,0,1
"625",55,245,0,1
"626",55,255,0,1
"627",55,265,0,1
"628",55,275,0,1
"629",55,285,0,1
"630",55,295,0,1
"631",55,305,0,1
"632",55,315,0,1
"633",55,325,0,1
"634",55,335,0,1
"635",55,345,0,1
"636",55,355,0,1
"637",55,365,0,1
"638",55,375,0,1
"639",55,385,0,1
"640",55,395,0,1
"641",55,405,0,1
"642",55,415,0,1
"643",55,425,0,1
"644",55,435,0,1
"645",55,445,0,1
"646",55,455,0,1
"647",55,465,0,1
"648",55,475,0,1
"649",55,485,0,1
"650",55,495,0,1
"651",55,505,0,1
"652",55,515,0,1
"653",55,525,0,1
"654",55,535,0,1
"655",55,545,0,1
"656",55,555,0,1
"657",55,565,0,1
"658",55,575,0,1
"659",55,585,0,1
"660",55,595,0,1
"661",55,605,0,1
"662",55,615,0,1
"663",55,625,0,1
"664",55,635,0,1
"665",55,645,0,1
"666",55,655,0,1
"667",55,665,0,1
"668",55,675,0,1
"669",55,685,0,1
"670",55,695,0,1
"671",55,705,0,1
"672",55,715,0,1
"673",55,725,0,1
"674",55,735,0,1
"675",55,745,0,1
"676",55,755,0,1
"677",55,765,0,1
"678",55,775,0,1
"679",55,785,0,1
"680",55,795,0,1
"681",55,805,0,1
"682",55,815,0,1
"683",55,825,0,1
"684",55,835,0,1
"685",55,845,0,1
"686",55,855,0,1
"687",55,865,0,1
"688",55,875,0,1
"689",55,885,0,1
"690",55,895,0,1
"691",55,905,0,1
"692",55,915,0,1
"693",55,925,0,1
"694",55,935,0,1
"695",55,945,0,1
"696",55,955,0,1
"697",55,965,0,1
"698",55,975,0,1
"699",55,985,0,1
"700",55,995,0,1
"701",55,1005,0,1
"702",55,1015,0,1
"703",55,1025,0,1
"704",55,1035,0,1
"705",55,1045,0,1
"706",55,1055,0,1
"707",55,1065,0,1
"708",55,1075,0,1
"709",55,1085,0,1
"710",55,1095,0,1
"711",55,1105,0,1
"712",55,1115,0,1
"713",55,1125,0,1
"714",55,1135,0,1
"715",55,1145,0,1
"716",55,1155,0,1
"717",55,1165,0,1
"718",55,1175,0,1
"719",55,1185,0,1
"720",55,1195,0,1
"721",65,5,0,1
"722",65,15,0,1
"723",65,25,0,1
"724",65,35,0,1
"725",65,45,0,1
"726",65,55,0,1
"727",65,65,0,1
"728",65,75,0,1
"729",65,85,0,1
"730",65,95,0,1
"731",65,105,0,1
"732",65,115,0,1
"733",65,125,0,1
"734",65,135,0,1
"735",65,145,0,1
"736",65,155,0,1
"737",65,165,0,1
"738",65,175,0,1
"739",65,185,0,1
"740",65,195,0,1
"741",65,205,0,1
"742",65,215,0,1
"743",65,225,0,1
"744",65,235,0,1
"745",65,245,0,1
"746",65,255,0,1
"747",65,265,0,1
"748",65,275,0,1
"749",65,285,0,1
"750",65,295,0,1
"751",65,305,0,1
"752",65,315,0,1
"753",65,325,0,1
"754",65,335,0,1
"755",65,345,0,1
"756",65,355,0,1
"757",65,365,0,1
"758",65,375,0,1
"759",65,385,0,1
"760",65,395,0,1
"761",65,405,0,1
"762",65,415,0,1
"763",65,425,0,1
"764",65,435,0,1
"765",65,445,0,1
"766",65,455,0,1
"767",65,465,0,1
"768",65,475,0,1
"769",65,485,0,1
"770",65,495,0,1
"771",65,505,0,1
"772",65,515,0,1
"773",65,525,0,1
"774",65,535,0,1
"775",65,545,0,1
"776",65,555,0,1
"777",65,565,0,1
"778",65,575,0,1
"779",65,585,0,1
"780",65,595,0,1
"781",65,605,0,1
"782",65,615,0,1
"783",65,625,0,1
"784",65,635,0,1
"785",65,645,0,1
"786",65,655,0,1
"787",65,665,0,1
"788",65,675,0,1
"789",65,685,0,1
"790",65,695,0,1
"791",65,705,0,1
"792",65,715,0,1
"793",65,725,0,1
"794",65,735,0,1
"795",65,745,0,1
"796",65,755,0,1
"797",65,765,0,1
"798",65,775,0,1
"799",65,785,0,1
"800",65,795,0,1
"801",65,805,0,1
"802",65,815,0,1
"803",65,825,0,1
"804",65,835,0,1
"805",65,845,0,1
"806",65,855,0,1
"807",65,865,0,1
"808",65,875,0,1
"809",65,885,0,1
"810",65,895,0,1
"811",65,905,0,1
"812",65,915,0,1
"813",65,925,0,1
"814",65,935,0,1
"815",65,945,0,1
"816",65,955,0,1
"817",65,965,0,1
"818",65,975,0,1
"819",65,985,0,1
"820",65,995,0,1
"821",65,1005,0,1
"822",65,1015,0,1
"823",65,1025,0,1
"824",65,1035,0,1
"825",65,1045,0,1
"826",65,1055,0,1
"827",65,1065,0,1
"828",65,1075,0,1
"829",65,1085,0,1
"830",65,1095,0,1
"831",65,1105,0,1
"832",65,1115,0,1
"833",65,1125,0,1
"834",65,1135,0,1
"835",65,1145,0,1
"836",65,1155,0,1
"837",65,1165,0,1
"838",65,1175,0,1
"839",65,1185,0,1
"840",65,1195,0,1
"841",75,5,0,1
"842",75,15,0,1
"843",75,25,0,1
"844",75,35,0,1
"845",75,45,0,1
"846",75,55,0,1
"847",75,65,0,1
"848",75,75,0,1
"849",75,85,0,1
"850",75,95,0,1
"851",75,105,0,1
"852",75,115,0,1
"853",75,125,0,1
"854",75,135,0,1
"855",75,145,0,1
"856",75,155,0,1
"857",75,165,0,1
"858",75,175,0,1
"859",75,185,0,1
"860",75,195,0,1
"861",75,205,0,1
"862",75,215,0,1
"863",75,225,0,1
"864",75,235,0,1
"865",75,245,0,1
"866",75,255,0,1
"867",75,265,0,1
"868",75,275,0,1
"869",75,285,0,1
"870",75,295,0,1
"871",75,305,0,1
"872",75,315,0,1
"873",75,325,0,1
"874",75,335,0,1
"875",75,345,0,1
"876",75,355,0,1
"877",75,365,0,1
"878",75,375,0,1
"879",75,385,0,1
"880",75,395,0,1
"881",75,405,0,1
"882",75,415,0,1
"883",75,425,0,1
"884",75,435,0,1
"885",75,445,0,1
"886",75,455,0,1
"887",75,465,0,1
"888",75,475,0,1
"889",75,485,0,1
"890",75,495,0,1
"891",75,505,0,1
"892",75,515,0,1
"893",75,525,0,1
"894",75,535,0,1
"895",75,545,0,1
"896",75,555,0,1
"897",75,565,0,1
"898",75,575,0,1
"899",75,585,0,1
"900",75,595,0,1
"901",75,605,0,1
"902",75,615,0,1
"903",75,625,0,1
"904",75,635,0,1
"905",75,645,0,1
"906",75,655,0,1
"907",75,665,0,1
"908",75,675,0,1
"909",75,685,0,1
"910",75,695,0,1
"911",75,705,0,1
"912",75,715,0,1
"913",75,725,0,1
"914",75,735,0,1
"915",75,745,0,1
"916",75,755,0,1
"917",75,765,0,1
"918",75,775,0,1
"919",75,785,0,1
"920",75,795,0,1
"921",75,805,0,1
"922",75,815,0,1
"923",75,825,0,1
"924",75,835,0,1
"925",75,845,0,1
"926",75,855,0,1
"927",75,865,0,1
"928",75,875,0,1
"929",75,885,0,1
"930",75,895,0,1
"931",75,905,0,1
"932",75,915,0,1
"933",75,925,0,1
"934",75,935,0,1
"935",75,945,0,1
"936",75,955,0,1
"937",75,965,0,1
"938",75,975,0,1
"939",75,985,0,1
"940",75,995,0,1
"941",75,1005,0,1
"942",75,1015,0,1
"943",75,1025,0,1
"944",75,1035,0,1
"945",75,1045,0,1
"946",75,1055,0,1
"947",75,1065,0,1
"948",75,1075,0,1
"949",75,1085,0,1
"950",75,1095,0,1
"951",75,1105,0,1
"952",75,1115,0,1
"953",75,1125,0,1
"954",75,1135,0,1
"955",75,1145,0,1
"956",75,1155,0,1
"957",75,1165,0,1
"958",75,1175,0,1
"959",75,1185,0,1
"960",75,1195,0,1
"961",85,5,0,1
"962",85,15,0,1
"963",85,25,0,1
"964",85,35,0,1
"965",85,45,0,1
"966",85,55,0,1
"967",85,65,0,1
"968",85,75,0,1
"969",85,85,0,1
"970",85,95,0,1
"971",85,105,0,1
"972",85,115,0,1
"973",85,125,0,1
"974",85,135,0,1
"975",85,145,0,1
"976",85,155,0,1
"977",85,165,0,1
"978",85,175,0,1
"979",85,185,0,1
"980",85,195,0,1
"981",85,205,0,1
"982",85,215,0,1
"983",85,225,0,1
"984",85,235,0,1
"985",85,245,0,1
"986",85,255,0,1
"987",85,265,0,1
"988",85,275,0,1
"989",85,285,0,1
"990",85,295,0,1
"991",85,305,0,1
"992",85,315,0,1
"993",85,325,0,1
"994",85,335,0,1
"995",85,345,0,1
"996",85,355,0,1
"997",85,365,0,1
"998",85,375,0,1
"999",85,385,0,1
"1000",85,395,0,1
"1001",85,405,0,1
"1002",85,415,0,1
"1003",85,425,0,1
"1004",85,435,0,1
"1005",85,445,0,1
"1006",85,455,0,1
"1007",85,465,0,1
"1008",85,475,0,1
"1009",85,485,0,1
"1010",85,495,0,1
"1011",85,505,0,1
"1012",85,515,0,1
"1013",85,525,0,1
"1014",85,535,0,1
"1015",85,545,0,1
"1016",85,555,0,1
"1017",85,565,0,1
"1018",85,575,0,1
"1019",85,585,0,1
"1020",85,595,0,1
"1021",85,605,0,1
"1022",85,615,0,1
"1023",85,625,0,1
"1024",85,635,0,1
"1025",85,645,0,1
"1026",85,655,0,1
"1027",85,665,0,1
"1028",85,675,0,1
"1029",85,685,0,1
"1030",85,695,0,1
"1031",85,705,0,1
"1032",85,715,0,1
"1033",85,725,0,1
"1034",85,735,0,1
"1035",85,745,0,1
"1036",85,755,0,1
"1037",85,765,0,1
"1038",85,775,0,1
"1039",85,785,0,1
"1040",85,795,0,1
"1041",85,805,0,1
"1042",85,815,0,1
"1043",85,825,0,1
"1044",85,835,0,1
"1045",85,845,0,1
"1046",85,855,0,1
"1047",85,865,0,1
"1048",85,875,0,1
"1049",85,885,0,1
"1050",85,895,0,1
"1051",85,905,0,1
"1052",85,915,0,1
"1053",85,925,0,1
"1054",85,935,0,1
"1055",85,945,0,1
"1056",85,955,0,1
"1057",85,965,0,1
"1058",85,975,0,1
"1059",85,985,0,1
"1060",85,995,0,1
"1061",85,1005,0,1
"1062",85,1015,0,1
"1063",85,1025,0,1
"1064",85,1035,0,1
"1065",85,1045,0,1
"1066",85,1055,0,1
"1067",85,1065,0,1
"1068",85,1075,0,1
"1069",85,1085,0,1
"1070",85,1095,0,1
"1071",85,1105,0,1
"1072",85,1115,0,1
"1073",85,1125,0,1
"1074",85,1135,0,1
"1075",85,1145,0,1
"1076",85,1155,0,1
"1077",85,1165,0,1
"1078",85,1175,0,1
"1079",85,1185,0,1
"1080",85,1195,0,1
"1081",95,5,0,1
"1082",95,15,0,1
"1083",95,25,0,1
"1084",95,35,0,1
"1085",95,45,0,1
"1086",95,55,0,1
"1087",95,65,0,1
"1088",95,75,0,1
"1089",95,85,0,1
"1090",95,95,0,1
"1091",95,105,0,1
"1092",95,115,0,1
"1093",95,125,0,1
"1094",95,135,0,1
"1095",95,145,0,1
"1096",95,155,0,1
"1097",95,165,0,1
"1098",95,175,0,1
"1099",95,185,0,1
"1100",95,195,0,1
"1101",95,205,0,1
"1102",95,215,0,1
"1103",95,225,0,1
"1104",95,235,0,1
"1105",95,245,0,1
"1106",95,255,0,1
"1107",95,265,0,1
"1108",95,275,0,1
"1109",95,285,0,1
"1110",95,295,0,1
"1111",95,305,0,1
"1112",95,315,0,1
"1113",95,325,0,1
"1114",95,335,0,1
"1115",95,345,0,1
"1116",95,355,0,1
"1117",95,365,0,1
"1118",95,375,0,1
"1119",95,385,0,1
"1120",95,395,0,1
"1121",95,405,0,1
"1122",95,415,0,1
"1123",95,425,0,1
"1124",95,435,0,1
"1125",95,445,0,1
"1126",95,455,0,1
"1127",95,465,0,1
"1128",95,475,0,1
"1129",95,485,0,1
"1130",95,495,0,1
"1131",95,505,0,1
"1132",95,515,0,1
"1133",95,525,0,1
"1134",95,535,0,1
"1135",95,545,0,1
"1136",95,555,0,1
"1137",95,565,0,1
"1138",95,575,0,1
"1139",95,585,0,1
"1140",95,595,0,1
"1141",95,605,0,1
"1142",95,615,0,1
"1143",95,625,0,1
"1144",95,635,0,1
"1145",95,645,0,1
"1146",95,655,0,1
"1147",95,665,0,1
"1148",95,675,0,1
"1149",95,685,0,1
"1150",95,695,0,1
"1151",95,705,0,1
"1152",95,715,0,1
"1153",95,725,0,1
"1154",95,735,0,1
"1155",95,745,0,1
"1156",95,755,0,1
"1157",95,765,0,1
"1158",95,775,0,1
"1159",95,785,0,1
"1160",95,795,0,1
"1161",95,805,0,1
"1162",95,815,0,1
"1163",95,825,0,1
"1164",95,835,0,1
"1165",95,845,0,1
"1166",95,855,0,1
"1167",95,865,0,1
"1168",95,875,0,1
"1169",95,885,0,1
"1170",95,895,0,1
"1171",95,905,0,1
"1172",95,915,0,1
"1173",95,925,0,1
"1174",95,935,0,1
"1175",95,945,0,1
"1176",95,955,0,1
"1177",95,965,0,1
"1178",95,975,0,1
"1179",95,985,0,1
"1180",95,995,0,1
"1181",95,1005,0,1
"1182",95,1015,0,1
"1183",95,1025,0,1
"1184",95,1035,0,1
"1185",95,1045,0,1
"1186",95,1055,0,1
"1187",95,1065,0,1
"1188",95,1075,0,1
"1189",95,1085,0,1
"1190",95,1095,0,1
"1191",95,1105,0,1
"1192",95,1115,0,1
"1193",95,1125,0,1
"1194",95,1135,0,1
"1195",95,1145,0,1
"1196",95,1155,0,1
"1197",95,1165,0,1
"1198",95,1175,0,1
"1199",95,1185,0,1
"1200",95,1195,0,1
"1201",105,5,0,1
"1202",105,15,0,1
"1203",105,25,0,1
"1204",105,35,0,1
"1205",105,45,0,1
"1206",105,55,0,1
"1207",105,65,0,1
"1208",105,75,0,1
"1209",105,85,0,1
"1210",105,95,0,1
"1211",105,105,0,1
"1212",105,115,0,1
"1213",105,125,0,1
"1214",105,135,0,1
"1215",105,145,0,1
"1216",105,155,0,1
"1217",105,165,0,1
"1218",105,175,0,1
"1219",105,185,0,1
"1220",105,195,0,1
"1221",105,205,0,1
"1222",105,215,0,1
"1223",105,225,0,1
"1224",105,235,0,1
"1225",105,245,0,1
"1226",105,255,0,1
"1227",105,265,0,1
"1228",105,275,0,1
"1229",105,285,0,1
"1230",105,295,0,1
