"","label","x","y","distance","Seen"
"97",1,144,690,69,1
"98",1,149.99,990,75,1
"99",1,149.99,481,75,0
"100",2,150.01,596,75,0
"101",2,150.01,59,75,1
"102",2,150.01,763,75,0
"103",2,152,1004,73,0
"104",2,167,134,58,0
"105",2,170,1074,55,1
"106",2,170,138,55,1
"107",2,173,343,52,1
"108",2,174,584,51,0
"109",2,175,195,50,1
"110",2,175,62,50,1
"111",2,175,861,50,1
"112",2,175,520,50,1
"113",2,176,1064,49,0
"114",2,177,1003,48,1
"115",2,177,17,48,1
"116",2,177,853,48,1
"117",2,177,557,48,0
"118",2,179,598,46,1
"119",2,179,1163,46,1
"120",2,179,433,46,1
"121",2,179,1072,46,1
"122",2,180,820,45,1
"123",2,181,853,44,1
"124",2,181,340,44,1
"125",2,183,214,42,1
"126",2,183,226,42,1
"127",2,183,970,42,1
"128",2,183,267,42,1
"129",2,183,1080,42,1
"130",2,183,984,42,1
"131",2,183,354,42,0
"132",2,184,1050,41,1
"133",2,184,927,41,1
"134",2,184,802,41,0
"135",2,184,299,41,0
"136",2,185,767,40,1
"137",2,186,653,39,1
"138",2,186,276,39,1
"139",2,188,176,37,1
"140",2,188,686,37,0
"141",2,189,226,36,0
"142",2,190,1064,35,0
"143",2,201,672,24,1
"144",2,202,1041,23,1
"145",2,202,395,23,1
"146",2,204,1055,21,1
"147",2,204,1043,21,1
"148",2,206,795,19,1
"149",2,206,558,19,1
"150",2,207,592,18,1
"151",2,207,685,18,1
"152",2,208,266,17,1
"153",2,209,973,16,1
"154",2,209,199,16,1
"155",2,211,1168,14,1
"156",2,211,1152,14,1
"157",2,212.5,733,12.5,1
"158",2,213,717,12,1
"159",2,213,28,12,1
"160",2,213,1195,12,1
"161",2,213,479,12,1
"162",2,214,499,11,1
"163",2,215,516,10,1
"164",2,215,748,10,1
"165",2,216,203,9,1
"166",2,217,78,8,1
"167",2,217,1172,8,1
"168",2,219,825,6,1
"169",2,221,1160,4,1
"170",2,222,1037,3,1
"171",2,222,1000,3,1
"172",2,222,567,3,1
"173",2,222,852,3,1
"174",2,223,1088,2,1
"175",2,223,608,2,1
"176",2,223,84,2,1
"177",2,224,19,1,1
"178",2,224,912,1,1
"179",2,224,620,1,1
"180",2,225.5,795,0.5,1
"181",2,228,48,3,1
"182",2,228,1089,3,1
"183",2,229,922,4,1
"184",2,230,681,5,1
"185",2,230,813,5,1
"186",2,230,622,5,1
"187",2,230,67,5,1
"188",2,230,92,5,1
"189",2,231,878,6,1
"190",2,231,776,6,1
"191",2,237,401,12,1
"192",2,237,1171,12,1
"193",2,238,818,13,1
"194",2,238,1061,13,1
"195",2,239,1089,14,1
"196",2,239,259,14,1
"197",2,239,1022,14,1
"198",2,239,689,14,1
"199",2,239,781,14,1
"200",2,239,95,14,1
"201",2,240,398,15,1
"202",2,240,724,15,1
"203",2,240,778,15,1
"204",2,241,117,16,1
"205",2,245,704,20,1
"206",2,249,229,24,1
"207",2,250,332,25,1
"208",2,250,325,25,1
"209",2,251,204,26,1
"210",2,251,1174,26,1
"211",2,252,719,27,1
"212",2,253,113,28,1
"213",2,253,16,28,1
"214",2,253,413,28,0
"215",2,254,1173,29,1
"216",2,255,892,30,1
"217",2,259,259,34,1
"218",2,260.5,595,35.5,1
"219",2,261,1144,36,1
"220",2,261,419,36,1
"221",2,261,929,36,1
"222",2,269,767,44,1
"223",2,271,718,46,0
"224",2,275,959,50,1
"225",2,275,321,50,0
"226",2,276,205,51,1
"227",2,277,423,52,1
"228",2,277,240,52,1
"229",2,278,699,53,0
"230",2,279,818,54,0
"231",2,280,268,55,1
"232",2,280,979,55,1
"233",2,280,308,55,1
"234",2,282,994,57,0
"235",2,283,257,58,1
"236",2,284,1189,59,0
"237",2,284,918,59,0
"238",2,299.99,27,75,1
"239",3,325,16,50,0
"240",3,325,102,50,0
"241",3,325,134,50,0
"242",3,325,551,50,0
"243",3,325,1108,50,0
"244",3,326,574,49,1
"245",3,326,1152,49,1
"246",3,326,802,49,1
"247",3,326,1104,49,0
"248",3,326,1102,49,0
"249",3,328,1040,47,1
"250",3,329,979,46,1
"251",3,329,600,46,1
"252",3,330,1067,45,1
"253",3,331,364,44,1
"254",3,335,473,40,1
"255",3,339,1003,36,1
"256",3,339,366,36,1
"257",3,340,680,35,1
"258",3,344,1183,31,1
"259",3,344,825,31,0
"260",3,347,861,28,1
"261",3,347,456,28,1
"262",3,348,1107,27,1
"263",3,348,674,27,0
"264",3,350,722,25,1
"265",3,351,31,24,1
"266",3,351,405,24,0
"267",3,352,383,23,1
"268",3,352,1164,23,0
"269",3,360,534,15,1
"270",3,360,320,15,1
"271",3,365,670,10,1
"272",3,367,973,8,1
"273",3,370,528,5,1
"274",3,383,468,8,1
"275",3,385,643,10,1
"276",3,387,403,12,1
"277",3,387,497,12,1
"278",3,388,1095,13,1
"279",3,388,447,13,1
"280",3,388,366,13,1
"281",3,389,594,14,1
"282",3,389,736,14,1
"283",3,389,585,14,1
"284",3,389,148,14,1
"285",3,389,588,14,1
"286",3,389,48,14,1
"287",3,389,342,14,1
"288",3,389,835,14,1
"289",3,389,913,14,1
"290",3,389,12,14,1
"291",3,389,821,14,1
"292",3,389,796,14,1
"293",3,389,520,14,1
"294",3,390,428,15,1
"295",3,390,286,15,1
"296",3,391,503,16,1
"297",3,395,747,20,1
"298",3,395,230,20,1
"299",3,401,1177,26,1
"300",3,401,488,26,1
"301",3,402,904,27,1
"302",3,402,466,27,1
"303",3,402,1147,27,1
"304",3,404,719,29,1
"305",3,405,815,30,1
"306",3,406,665,31,1
"307",3,407,129,32,1
"308",3,407,402,32,1
"309",3,409,290,34,1
"310",3,411,511,36,1
"311",3,411,933,36,1
"312",3,411,925,36,1
"313",3,412,1012,37,1
"314",3,412,640,37,1
"315",3,412,427,37,0
"316",3,413,1016,38,1
"317",3,413,328,38,1
"318",3,413,190,38,1
"319",3,417,193,42,0
"320",3,417,1182,42,0
"321",3,419,558,44,1
"322",3,420,194,45,1
"323",3,420,185,45,1
"324",3,420,78,45,1
"325",3,420,839,45,1
"326",3,421,1134,46,1
"327",3,422,579,47,0
"328",3,422,658,47,0
"329",4,450.01,305,75,0
"330",4,451,251,74,0
"331",4,451,505,74,0
"332",4,453,807,72,0
"333",4,454,83,71,0
"334",4,454,827,71,0
"335",4,455,872,70,0
"336",4,456,981,69,0
"337",4,456,803,69,0
"338",4,458,175,67,0
"339",4,458,959,67,0
"340",4,460,661,65,0
"341",4,461,160,64,0
"342",4,461,1177,64,0
"343",4,463,405,62,0
"344",4,464,279,61,0
"345",4,466,759,59,0
"346",4,467,793,58,0
"347",4,468,530,57,1
"348",4,470,722,55,0
"349",4,470,832,55,0
"350",4,471,427,54,0
"351",4,472,875,53,1
"352",4,473,865,52,0
"353",4,474,559,51,1
"354",4,474,342,51,0
"355",4,475,1141,50,1
"356",4,478,1007,47,1
"357",4,501,819,24,1
"358",4,503,702,22,1
"359",4,506,798,19,1
"360",4,508,797,17,1
"361",4,516,673,9,1
"362",4,517,392,8,1
"363",4,519,50,6,1
"364",4,519,67,6,1
"365",4,521,276,4,1
"366",4,521,661,4,1
"367",4,521,389,4,1
"368",4,522,594,3,1
"369",4,524,945,1,1
"370",4,524,572,1,1
"371",4,525,1144,0,1
"372",4,526,283,1,1
"373",4,527,311,2,1
"374",4,528,256,3,1
"375",4,529,936,4,1
"376",4,529,946,4,1
"377",4,530,506,5,1
"378",4,533,106,8,1
"379",4,535,357,10,1
"380",4,536,392,11,1
"381",4,536,93,11,0
"382",4,537,704,12,1
"383",4,539,228,14,0
"384",4,539,753,14,0
"385",4,540,779,15,1
"386",4,540,1024,15,1
"387",4,541,594,16,1
"388",4,542,201,17,1
"389",4,544,767,19,1
"390",4,546,404,21,1
"391",4,546,603,21,1
"392",4,551,815,26,1
"393",4,551,101,26,1
"394",4,552,664,27,0
"395",4,554,519,29,1
"396",4,556,274,31,1
"397",4,557,266,32,1
"398",4,558,1039,33,1
"399",4,559,29,34,1
"400",4,559,439,34,1
"401",4,560,297,35,1
"402",4,560,557,35,1
"403",4,561,11,36,1
"404",4,564,653,39,1
"405",4,572,457,47,1
"406",4,572,2,47,1
"407",4,575,105,50,0
"408",4,576,754,51,1
"409",4,576,27,51,1
"410",4,577,662,52,0
"411",4,578,511,53,0
"412",4,578,829,53,0
"413",4,579,301,54,0
"414",4,580,700,55,0
"415",4,580,136,55,0
"416",4,581,961,56,0
"417",4,584,49,59,1
"418",4,585,919,60,1
"419",4,587,192,62,1
"420",4,588,257,63,1
"421",4,591,1004,66,0
"422",4,593,1011,68,1
"423",4,594,0,69,1
"424",4,594,1019,69,0
"425",4,594,192,69,0
"426",4,594,224,69,0
"427",4,595,111,70,1
"428",4,596,319,71,0
"429",4,597,1,72,0
"430",4,599.99,721,75,1
"431",5,602,1137,73,0
"432",5,604,527,71,0
"433",5,605,902,70,0
"434",5,605,482,70,0
"435",5,606,638,69,0
"436",5,638,636,37,1
"437",5,638,929,37,1
"438",5,639,601,36,1
"439",5,640,431,35,1
"440",5,640,73,35,0
"441",5,654,439,21,1
"442",5,658,1064,17,1
"443",5,660,1085,15,1
"444",5,660,174,15,1
"445",5,662,733,13,1
"446",5,665,474,10,0
"447",5,670,174,5,1
"448",5,670,30,5,1
"449",5,674,1186,1,1
"450",5,674,542,1,1
"451",5,676,382,1,1
"452",5,680,963,5,1
"453",5,682,164,7,1
"454",5,682,446,7,1
"455",5,682,513,7,1
"456",5,691,948,16,1
"457",5,691,35,16,0
"458",5,693,504,18,1
"459",5,694,188,19,1
"460",5,706,382,31,0
"461",5,708,698,33,1
"462",5,714,622,39,1
"463",5,718,197,43,0
"464",5,720,1132,45,1
"465",5,720,29,45,0
"466",5,720,242,45,0
"467",5,723,204,48,0
"468",5,724,1012,49,0
"469",5,725,1153,50,1
"470",5,725,561,50,1
"471",5,728,304,53,1
"472",5,728,493,53,0
"473",5,731,509,56,0
"474",5,732,155,57,0
"475",5,733,171,58,0
"476",5,741,1177,66,1
"477",5,741,814,66,0
"478",5,742,715,67,0
"479",5,743,417,68,0
"480",5,743,102,68,0
"481",5,745,713,70,1
"482",5,746,981,71,1
"483",5,747,920,72,0
"484",5,749.99,58,75,0
"485",6,840,499,15,0
"486",6,843,390,18,1
"487",6,848,1106,23,1
"488",6,848,737,23,0
"489",6,850,139,25,1
"490",6,850,984,25,0
"491",6,853,1181,28,1
"492",6,853,1146,28,0
"493",6,854,898,29,1
"494",6,857,562,32,1
"495",6,857,719,32,1
"496",6,858,900,33,1
"497",6,859,6,34,0
"498",6,859,592,34,0
"499",6,859,115,34,0
"500",6,859,322,34,0
"501",6,861,259,36,1
"502",6,861,724,36,1
"503",6,861,1,36,0
"504",6,861,498,36,0
"505",6,862,858,37,0
"506",6,862,551,37,0
"507",6,863,324,38,0
"508",6,865,330,40,0
"509",6,868,107,43,1
"510",6,868,132,43,0
"511",6,869,441,44,0
"512",6,870,926,45,0
"513",6,871,730,46,0
"514",6,875,638,50,1
"515",6,875,876,50,0
"516",6,876,971,51,0
"517",6,877,648,52,1
"518",6,878,93,53,1
"519",6,878,335,53,0
"520",6,879,49,54,0
"521",6,879,1046,54,0
"522",6,880,945,55,1
"523",6,880,678,55,1
"524",6,880,1165,55,0
"525",6,881,547,56,1
"526",6,881,882,56,0
"527",6,883,16,58,1
"528",6,883,1161,58,1
"529",6,883,968,58,1
"530",6,883,701,58,0
"531",6,883,838.853730820119,58,0
"532",6,884,214,59,1
"533",6,884,627,59,0
"534",6,885,475,60,0
"535",6,885,182,60,0
"536",6,885,287,60,0
"537",6,886,174,61,1
"538",6,886,618,61,1
"539",6,886,844,61,0
"540",6,887,974,62,1
"541",6,887,1194,62,0
"542",6,888,1157,63,1
"543",6,888,997,63,0
"544",6,888,699,63,0
"545",6,889,356,64,0
"546",6,891,1097,66,0
"547",6,891,1101,66,0
"548",6,893,925,68,0
"549",6,894,1018,69,0
"550",6,897,444,72,0
"551",7,908,355,67,0
"552",7,910,608,65,0
"553",7,912,350,63,0
"554",7,912,283,63,0
"555",7,915,34,60,0
"556",7,917,1156,58,0
"557",7,920,303,55,0
"558",7,921,67,54,0
"559",7,922,757,53,0
"560",7,922,860,53,0
"561",7,922,919,53,0
"562",7,926,318,49,0
"563",7,928,1150,47,0
"564",7,929,1134,46,1
"565",7,930,56,45,0
"566",7,931,420,44,1
"567",7,931,1187,44,0
"568",7,931,746,44,0
"569",7,932,405,43,1
"570",7,932,113,43,0
"571",7,932,256,43,0
"572",7,937,172,38,1
"573",7,940,251,35,1
"574",7,942,205,33,1
"575",7,943,440,32,1
"576",7,952,937,23,1
"577",7,955,361,20,0
"578",7,960,175,15,1
"579",7,964,528,11,1
"580",7,983,423,8,1
"581",7,984,94,9,1
"582",7,986,922,11,1
"583",7,986,882,11,1
"584",7,988,84,13,1
"585",7,989,991,14,1
"586",7,991,759,16,1
"587",7,992,1126,17,1
"588",7,996,482,21,1
"589",7,996,1003,21,1
"590",7,1002,236,27,1
"591",7,1005,953,30,1
"592",7,1007,525,32,0
"593",7,1008,192,33,1
"594",7,1009,1114,34,0
"595",7,1010,948,35,0
"596",7,1013,954,38,1
"597",7,1013,843,38,0
"598",7,1015,715,40,0
"599",7,1015,45,40,0
"600",7,1016,25,41,1
"601",7,1017,879,42,1
"602",7,1017,296,42,0
"603",7,1017,613,42,0
"604",7,1018,61,43,1
"605",7,1018,779,43,1
"606",7,1019,451,44,1
"607",7,1019,753,44,1
"608",7,1020,74,45,0
"609",7,1020,133,45,0
"610",7,1021,356,46,0
"611",7,1021,1001,46,0
"612",7,1021,1075,46,0
"613",7,1022,569,47,1
"614",7,1023,891,48,1
"615",7,1023,320,48,1
"616",7,1023,525,48,1
"617",7,1023,1073,48,1
"618",7,1024,1027,49,1
"619",7,1024,455,49,0
"620",7,1024,155,49,0
"621",7,1025,474,50,0
"622",7,1025,370,50,0
"623",7,1025,141,50,0
"624",7,1026,169,51,0
"625",7,1026,298,51,0
"626",7,1026,645,51,0
"627",7,1030,1091,55,1
"628",7,1030,221,55,1
"629",7,1030,1039,55,1
"630",7,1031,893,56,1
"631",7,1031,561,56,0
"632",7,1031,458,56,0
"633",7,1034,413,59,0
"634",7,1036,115,61,0
"635",7,1038,500,63,1
"636",7,1038,772,63,0
"637",7,1039,1188,64,1
"638",7,1040,170,65,1
"639",7,1041,27,66,0
"640",7,1042,244,67,0
"641",7,1043,166,68,1
"642",7,1043,927,68,0
"643",7,1045,319,70,0
"644",7,1046,1147,71,0
"645",7,1047,1192,72,1
"646",7,1047,147,72,1
"647",7,1047,1143,72,0
"648",7,1047,555,72,0
"649",7,1048,797,73,0
"650",7,1048,159,73,0
"651",7,1049.99,951,75,0
"652",8,1051,960,74,0
"653",8,1052,1065,73,0
"654",8,1054,615,71,0
"655",8,1055,1032,70,0
"656",8,1057,321,68,0
"657",8,1059,278,66,0
"658",8,1061,612,64,0
"659",8,1061,1091,64,0
"660",8,1066,26,59,1
"661",8,1067,304,58,0
"662",8,1069,26,56,0
"663",8,1071,509,54,0
"664",8,1072,367,53,0
"665",8,1073,1089,52,0
"666",8,1076,527,49,1
"667",8,1076,408,49,0
"668",8,1077,727,48,0
"669",8,1077,369,48,0
"670",8,1077,425,48,0
"671",8,1078,812,47,0
"672",8,1079,814,46,0
"673",8,1080,114,45,1
"674",8,1080,267,45,1
"675",8,1082,97,43,0
"676",8,1083,333,42,0
"677",8,1084,1005,41,0
"678",8,1084,992,41,0
"679",8,1086,259,39,0
"680",8,1093,220,32,0
"681",8,1095,975,30,1
"682",8,1095,1077,30,1
"683",8,1096,1026,29,0
"684",8,1099,895,26,1
"685",8,1105,560,20,0
"686",8,1110,1137,15,0
"687",8,1115,826,10,1
"688",8,1119,704,6,1
"689",8,1121,1029,4,1
"690",8,1134,786,9,1
"691",8,1135,488,10,1
"692",8,1136,834,11,1
"693",8,1136,365,11,1
"694",8,1137,404,12,0
"695",8,1138,307,13,1
"696",8,1141,170,16,1
"697",8,1143,626,18,0
"698",8,1145,8,20,1
"699",8,1149,215,24,1
"700",8,1150,188,25,1
"701",8,1153,1073,28,1
"702",8,1156,718,31,0
"703",8,1158,119,33,1
"704",8,1158,252,33,0
"705",8,1160,148,35,1
"706",8,1160,1194,35,1
"707",8,1160,534,35,1
"708",8,1162,197,37,0
"709",8,1162,1082,37,0
"710",8,1164,471,39,1
"711",8,1164,492,39,0
"712",8,1164,1169,39,0
"713",8,1165,66,40,1
"714",8,1167,682,42,0
"715",8,1168,480,43,1
"716",8,1168,875,43,1
"717",8,1168,368,43,1
"718",8,1171,455,46,0
"719",8,1172,194,47,1
"720",8,1172,479,47,1
"721",8,1172,1111,47,1
"722",8,1172,797,47,0
"723",8,1173,593,48,1
"724",8,1174,1196,49,0
"725",8,1174,854,49,0
"726",8,1174,995,49,0
"727",8,1178,203,53,1
"728",8,1179,9,54,0
"729",8,1179,823,54,0
"730",8,1180,1142,55,0
"731",8,1180,506,55,0
"732",8,1184,715,59,0
"733",8,1187,364,62,0
"734",8,1189,938,64,0
"735",8,1189,722,64,0
"736",8,1194,232,69,0
"737",8,1195,285,70,1
"738",8,1196,514,71,1
"739",8,1196,194,71,0
"740",8,1197,1176,72,0
"741",8,1198,620,73,1
"742",8,1199,793,74,0
