"","x","y","river","habitat"
"128",1.5,27.5,0.96,2
"129",1.5,28.5,0.96,2
"130",1.5,29.5,0.96,2
"131",1.5,30.5,0.96,2
"132",1.5,31.5,0.96,2
"133",1.5,32.5,0.96,2
"134",1.5,33.5,0.96,2
"135",1.5,34.5,0.96,2
"136",1.5,35.5,0.96,3
"137",1.5,36.5,0.96,3
"138",1.5,37.5,0.96,3
"139",1.5,38.5,0.96,3
"140",1.5,39.5,0.96,3
"141",1.5,40.5,0.96,3
"142",1.5,41.5,0.96,3
"143",1.5,42.5,0.96,3
"144",1.5,43.5,0.96,3
"145",1.5,44.5,0.96,3
"146",1.5,45.5,0.96,3
"147",1.5,46.5,0.96,3
"148",1.5,47.5,0.96,3
"149",1.5,48.5,0.96,3
"150",1.5,49.5,0.96,3
"151",1.5,50.5,0.96,3
"152",1.5,51.5,0.96,3
"153",1.5,52.5,0.96,3
"154",1.5,53.5,0.96,3
"155",1.5,54.5,0.96,3
"156",1.5,55.5,0.96,3
"157",1.5,56.5,0.96,3
"158",1.5,57.5,0.96,3
"159",1.5,58.5,0.96,3
"160",1.5,59.5,0.96,2
"161",1.5,60.5,0.96,2
"162",1.5,61.5,0.96,2
"163",1.5,62.5,0.96,2
"164",1.5,63.5,0.96,2
"165",1.5,64.5,0.96,2
"166",1.5,65.5,0.96,2
"167",1.5,66.5,0.96,2
"168",1.5,67.5,0.96,2
"169",1.5,68.5,0.96,2
"170",1.5,69.5,0.96,2
"171",1.5,70.5,0.96,2
"172",1.5,71.5,0.96,2
"173",1.5,72.5,0.96,2
"174",1.5,73.5,0.96,2
"175",1.5,74.5,0.96,2
"176",1.5,75.5,0.96,2
"177",1.5,76.5,0.96,2
"178",1.5,77.5,0.96,2
"179",1.5,78.5,0.96,2
"180",1.5,79.5,0.96,2
"181",1.5,80.5,0.96,2
"182",1.5,81.5,0.96,2
"183",1.5,82.5,0.96,2
"184",1.5,83.5,0.96,2
"185",1.5,84.5,0.96,2
"186",1.5,85.5,0.96,2
"187",1.5,86.5,0.96,2
"188",1.5,87.5,0.96,2
"189",1.5,88.5,0.96,2
"190",1.5,89.5,0.96,2
"191",1.5,90.5,0.96,2
"192",1.5,91.5,0.96,2
"193",1.5,92.5,0.96,2
"194",1.5,93.5,0.96,2
"195",1.5,94.5,0.96,2
"196",1.5,95.5,0.96,2
"197",1.5,96.5,0.96,2
"198",1.5,97.5,0.96,2
"199",1.5,98.5,0.96,2
"200",1.5,99.5,0.96,2
"201",2.5,0.5,0.94,2
"202",2.5,1.5,0.94,2
"203",2.5,2.5,0.94,2
"204",2.5,3.5,0.94,2
"205",2.5,4.5,0.94,2
"206",2.5,5.5,0.94,3
"207",2.5,6.5,0.94,3
"208",2.5,7.5,0.94,3
"209",2.5,8.5,0.94,3
"210",2.5,9.5,0.94,3
"211",2.5,10.5,0.94,3
"212",2.5,11.5,0.94,3
"213",2.5,12.5,0.94,3
"214",2.5,13.5,0.94,3
"215",2.5,14.5,0.94,3
"216",2.5,15.5,0.94,3
"217",2.5,16.5,0.94,3
"218",2.5,17.5,0.94,3
"219",2.5,18.5,0.94,3
"220",2.5,19.5,0.94,3
"221",2.5,20.5,0.94,3
"222",2.5,21.5,0.94,3
"223",2.5,22.5,0.94,3
"224",2.5,23.5,0.94,3
"225",2.5,24.5,0.94,3
"226",2.5,25.5,0.94,3
"227",2.5,26.5,0.94,2
"228",2.5,27.5,0.94,2
"229",2.5,28.5,0.94,2
"230",2.5,29.5,0.94,2
"231",2.5,30.5,0.94,2
"232",2.5,31.5,0.94,2
"233",2.5,32.5,0.94,2
"234",2.5,33.5,0.94,2
"235",2.5,34.5,0.94,2
"236",2.5,35.5,0.94,2
"237",2.5,36.5,0.94,3
"238",2.5,37.5,0.94,3
"239",2.5,38.5,0.94,3
"240",2.5,39.5,0.94,3
"241",2.5,40.5,0.94,3
"242",2.5,41.5,0.94,3
"243",2.5,42.5,0.94,3
"244",2.5,43.5,0.94,3
"245",2.5,44.5,0.94,3
"246",2.5,45.5,0.94,3
"247",2.5,46.5,0.94,3
"248",2.5,47.5,0.94,3
"249",2.5,48.5,0.94,3
"250",2.5,49.5,0.94,3
"251",2.5,50.5,0.94,3
"252",2.5,51.5,0.94,3
"253",2.5,52.5,0.94,3
"254",2.5,53.5,0.94,3
"255",2.5,54.5,0.94,3
"256",2.5,55.5,0.94,3
"257",2.5,56.5,0.94,2
"258",2.5,57.5,0.94,2
"259",2.5,58.5,0.94,2
"260",2.5,59.5,0.94,2
"261",2.5,60.5,0.94,2
"262",2.5,61.5,0.94,2
"263",2.5,62.5,0.94,2
"264",2.5,63.5,0.94,2
"265",2.5,64.5,0.94,2
"266",2.5,65.5,0.94,2
"267",2.5,66.5,0.94,2
"268",2.5,67.5,0.94,2
"269",2.5,68.5,0.94,2
"270",2.5,69.5,0.94,2
"271",2.5,70.5,0.94,2
"272",2.5,71.5,0.94,2
"273",2.5,72.5,0.94,2
"274",2.5,73.5,0.94,2
"275",2.5,74.5,0.94,2
"276",2.5,75.5,0.94,2
"277",2.5,76.5,0.94,2
"278",2.5,77.5,0.94,2
"279",2.5,78.5,0.94,2
"280",2.5,79.5,0.94,2
"281",2.5,80.5,0.94,2
"282",2.5,81.5,0.94,2
"283",2.5,82.5,0.94,2
"284",2.5,83.5,0.94,2
"285",2.5,84.5,0.94,2
"286",2.5,85.5,0.94,2
"287",2.5,86.5,0.94,2
"288",2.5,87.5,0.94,2
"289",2.5,88.5,0.94,2
"290",2.5,89.5,0.94,2
"291",2.5,90.5,0.94,2
"292",2.5,91.5,0.94,2
"293",2.5,92.5,0.94,2
"294",2.5,93.5,0.94,2
"295",2.5,94.5,0.94,2
"296",2.5,95.5,0.94,2
"297",2.5,96.5,0.94,2
"298",2.5,97.5,0.94,2
"299",2.5,98.5,0.94,2
"300",2.5,99.5,0.94,2
"301",3.5,0.5,0.92,2
"302",3.5,1.5,0.92,2
"303",3.5,2.5,0.92,2
"304",3.5,3.5,0.92,2
"305",3.5,4.5,0.92,2
"306",3.5,5.5,0.92,2
"307",3.5,6.5,0.92,3
"308",3.5,7.5,0.92,3
"309",3.5,8.5,0.92,3
"310",3.5,9.5,0.92,3
"311",3.5,10.5,0.92,3
"312",3.5,11.5,0.92,3
"313",3.5,12.5,0.92,3
"314",3.5,13.5,0.92,3
"315",3.5,14.5,0.92,3
"316",3.5,15.5,0.92,3
"317",3.5,16.5,0.92,3
"318",3.5,17.5,0.92,3
"319",3.5,18.5,0.92,3
"320",3.5,19.5,0.92,3
"321",3.5,20.5,0.92,3
"322",3.5,21.5,0.92,3
"323",3.5,22.5,0.92,3
"324",3.5,23.5,0.92,3
"325",3.5,24.5,0.92,2
"326",3.5,25.5,0.92,2
"327",3.5,26.5,0.92,2
"328",3.5,27.5,0.92,2
"329",3.5,28.5,0.92,2
"330",3.5,29.5,0.92,2
"331",3.5,30.5,0.92,2
"332",3.5,31.5,0.92,2
"333",3.5,32.5,0.92,2
"334",3.5,33.5,0.92,2
"335",3.5,34.5,0.92,2
"336",3.5,35.5,0.92,2
"337",3.5,36.5,0.92,2
"338",3.5,37.5,0.92,3
"339",3.5,38.5,0.92,3
"340",3.5,39.5,0.92,3
"341",3.5,40.5,0.92,3
"342",3.5,41.5,0.92,3
"343",3.5,42.5,0.92,3
"344",3.5,43.5,0.92,3
"345",3.5,44.5,0.92,3
"346",3.5,45.5,0.92,3
"347",3.5,46.5,0.92,3
"348",3.5,47.5,0.92,3
"349",3.5,48.5,0.92,3
"350",3.5,49.5,0.92,3
"351",3.5,50.5,0.92,3
"352",3.5,51.5,0.92,3
"353",3.5,52.5,0.92,3
"354",3.5,53.5,0.92,3
"355",3.5,54.5,0.92,3
"356",3.5,55.5,0.92,2
"357",3.5,56.5,0.92,2
"358",3.5,57.5,0.92,2
"359",3.5,58.5,0.92,2
"360",3.5,59.5,0.92,2
"361",3.5,60.5,0.92,2
"362",3.5,61.5,0.92,2
"363",3.5,62.5,0.92,2
"364",3.5,63.5,0.92,2
"365",3.5,64.5,0.92,2
"366",3.5,65.5,0.92,2
"367",3.5,66.5,0.92,2
"368",3.5,67.5,0.92,2
"369",3.5,68.5,0.92,2
"370",3.5,69.5,0.92,2
"371",3.5,70.5,0.92,2
"372",3.5,71.5,0.92,2
"373",3.5,72.5,0.92,2
"374",3.5,73.5,0.92,2
"375",3.5,74.5,0.92,2
"376",3.5,75.5,0.92,2
"377",3.5,76.5,0.92,2
"378",3.5,77.5,0.92,2
"379",3.5,78.5,0.92,2
"380",3.5,79.5,0.92,2
"381",3.5,80.5,0.92,2
"382",3.5,81.5,0.92,2
"383",3.5,82.5,0.92,2
"384",3.5,83.5,0.92,2
"385",3.5,84.5,0.92,2
"386",3.5,85.5,0.92,2
"387",3.5,86.5,0.92,2
"388",3.5,87.5,0.92,2
"389",3.5,88.5,0.92,2
"390",3.5,89.5,0.92,2
"391",3.5,90.5,0.92,2
"392",3.5,91.5,0.92,2
"393",3.5,92.5,0.92,2
"394",3.5,93.5,0.92,2
"395",3.5,94.5,0.92,2
"396",3.5,95.5,0.92,2
"397",3.5,96.5,0.92,2
"398",3.5,97.5,0.92,2
"399",3.5,98.5,0.92,2
"400",3.5,99.5,0.92,2
"401",4.5,0.5,0.9,2
"402",4.5,1.5,0.9,2
"403",4.5,2.5,0.9,2
"404",4.5,3.5,0.9,2
"405",4.5,4.5,0.9,2
"406",4.5,5.5,0.9,2
"407",4.5,6.5,0.9,3
"408",4.5,7.5,0.9,3
"409",4.5,8.5,0.9,3
"410",4.5,9.5,0.9,3
"411",4.5,10.5,0.9,3
"412",4.5,11.5,0.9,3
"413",4.5,12.5,0.9,3
"414",4.5,13.5,0.9,3
"415",4.5,14.5,0.9,3
"416",4.5,15.5,0.9,3
"417",4.5,16.5,0.9,3
"418",4.5,17.5,0.9,3
"419",4.5,18.5,0.9,3
"420",4.5,19.5,0.9,3
"421",4.5,20.5,0.9,3
"422",4.5,21.5,0.9,3
"423",4.5,22.5,0.9,3
"424",4.5,23.5,0.9,2
"425",4.5,24.5,0.9,2
"426",4.5,25.5,0.9,2
"427",4.5,26.5,0.9,2
"428",4.5,27.5,0.9,2
"429",4.5,28.5,0.9,2
"430",4.5,29.5,0.9,2
"431",4.5,30.5,0.9,2
"432",4.5,31.5,0.9,2
"433",4.5,32.5,0.9,2
"434",4.5,33.5,0.9,2
"435",4.5,34.5,0.9,2
"436",4.5,35.5,0.9,2
"437",4.5,36.5,0.9,2
"438",4.5,37.5,0.9,2
"439",4.5,38.5,0.9,3
"440",4.5,39.5,0.9,3
"441",4.5,40.5,0.9,3
"442",4.5,41.5,0.9,3
"443",4.5,42.5,0.9,3
"444",4.5,43.5,0.9,3
"445",4.5,44.5,0.9,3
"446",4.5,45.5,0.9,3
"447",4.5,46.5,0.9,3
"448",4.5,47.5,0.9,3
"449",4.5,48.5,0.9,3
"450",4.5,49.5,0.9,3
"451",4.5,50.5,0.9,3
"452",4.5,51.5,0.9,3
"453",4.5,52.5,0.9,3
"454",4.5,53.5,0.9,3
"455",4.5,54.5,0.9,2
"456",4.5,55.5,0.9,2
"457",4.5,56.5,0.9,2
"458",4.5,57.5,0.9,2
"459",4.5,58.5,0.9,2
"460",4.5,59.5,0.9,2
"461",4.5,60.5,0.9,2
"462",4.5,61.5,0.9,2
"463",4.5,62.5,0.9,2
"464",4.5,63.5,0.9,2
"465",4.5,64.5,0.9,2
"466",4.5,65.5,0.9,2
"467",4.5,66.5,0.9,2
"468",4.5,67.5,0.9,2
"469",4.5,68.5,0.9,2
"470",4.5,69.5,0.9,2
"471",4.5,70.5,0.9,2
"472",4.5,71.5,0.9,2
"473",4.5,72.5,0.9,2
"474",4.5,73.5,0.9,2
"475",4.5,74.5,0.9,2
"476",4.5,75.5,0.9,2
"477",4.5,76.5,0.9,2
"478",4.5,77.5,0.9,2
"479",4.5,78.5,0.9,2
"480",4.5,79.5,0.9,2
"481",4.5,80.5,0.9,2
"482",4.5,81.5,0.9,2
"483",4.5,82.5,0.9,2
"484",4.5,83.5,0.9,2
"485",4.5,84.5,0.9,2
"486",4.5,85.5,0.9,2
"487",4.5,86.5,0.9,2
"488",4.5,87.5,0.9,2
"489",4.5,88.5,0.9,2
"490",4.5,89.5,0.9,2
"491",4.5,90.5,0.9,2
"492",4.5,91.5,0.9,2
"493",4.5,92.5,0.9,2
"494",4.5,93.5,0.9,2
"495",4.5,94.5,0.9,2
"496",4.5,95.5,0.9,2
"497",4.5,96.5,0.9,2
"498",4.5,97.5,0.9,2
"499",4.5,98.5,0.9,2
"500",4.5,99.5,0.9,2
"501",5.5,0.5,0.88,2
"502",5.5,1.5,0.88,2
"503",5.5,2.5,0.88,2
"504",5.5,3.5,0.88,2
"505",5.5,4.5,0.88,2
"506",5.5,5.5,0.88,2
"507",5.5,6.5,0.88,2
"508",5.5,7.5,0.88,3
"509",5.5,8.5,0.88,3
"510",5.5,9.5,0.88,3
"511",5.5,10.5,0.88,3
"512",5.5,11.5,0.88,3
"513",5.5,12.5,0.88,3
"514",5.5,13.5,0.88,3
"515",5.5,14.5,0.88,3
"516",5.5,15.5,0.88,3
"517",5.5,16.5,0.88,3
"518",5.5,17.5,0.88,3
"519",5.5,18.5,0.88,3
"520",5.5,19.5,0.88,3
"521",5.5,20.5,0.88,3
"522",5.5,21.5,0.88,3
"523",5.5,22.5,0.88,2
"524",5.5,23.5,0.88,2
"525",5.5,24.5,0.88,2
"526",5.5,25.5,0.88,2
"527",5.5,26.5,0.88,2
"528",5.5,27.5,0.88,2
"529",5.5,28.5,0.88,2
"530",5.5,29.5,0.88,2
"531",5.5,30.5,0.88,2
"532",5.5,31.5,0.88,2
"533",5.5,32.5,0.88,2
"534",5.5,33.5,0.88,2
"535",5.5,34.5,0.88,2
"536",5.5,35.5,0.88,2
"537",5.5,36.5,0.88,2
"538",5.5,37.5,0.88,2
"539",5.5,38.5,0.88,3
"540",5.5,39.5,0.88,3
"541",5.5,40.5,0.88,3
"542",5.5,41.5,0.88,3
"543",5.5,42.5,0.88,3
"544",5.5,43.5,0.88,3
"545",5.5,44.5,0.88,3
"546",5.5,45.5,0.88,3
"547",5.5,46.5,0.88,3
"548",5.5,47.5,0.88,3
"549",5.5,48.5,0.88,3
"550",5.5,49.5,0.88,3
"551",5.5,50.5,0.88,3
"552",5.5,51.5,0.88,3
"553",5.5,52.5,0.88,3
"554",5.5,53.5,0.88,2
"555",5.5,54.5,0.88,2
"556",5.5,55.5,0.88,2
"557",5.5,56.5,0.88,2
"558",5.5,57.5,0.88,2
"559",5.5,58.5,0.88,2
"560",5.5,59.5,0.88,2
"561",5.5,60.5,0.88,2
"562",5.5,61.5,0.88,2
"563",5.5,62.5,0.88,2
"564",5.5,63.5,0.88,2
"565",5.5,64.5,0.88,2
"566",5.5,65.5,0.88,2
"567",5.5,66.5,0.88,2
"568",5.5,67.5,0.88,2
"569",5.5,68.5,0.88,2
"570",5.5,69.5,0.88,2
"571",5.5,70.5,0.88,2
"572",5.5,71.5,0.88,2
"573",5.5,72.5,0.88,2
"574",5.5,73.5,0.88,2
"575",5.5,74.5,0.88,2
"576",5.5,75.5,0.88,2
"577",5.5,76.5,0.88,2
"578",5.5,77.5,0.88,2
"579",5.5,78.5,0.88,2
"580",5.5,79.5,0.88,2
"581",5.5,80.5,0.88,2
"582",5.5,81.5,0.88,2
"583",5.5,82.5,0.88,2
"584",5.5,83.5,0.88,2
"585",5.5,84.5,0.88,2
"586",5.5,85.5,0.88,2
"587",5.5,86.5,0.88,2
"588",5.5,87.5,0.88,2
"589",5.5,88.5,0.88,2
"590",5.5,89.5,0.88,2
"591",5.5,90.5,0.88,2
"592",5.5,91.5,0.88,2
"593",5.5,92.5,0.88,2
"594",5.5,93.5,0.88,2
"595",5.5,94.5,0.88,2
"596",5.5,95.5,0.88,2
"597",5.5,96.5,0.88,2
"598",5.5,97.5,0.88,2
"599",5.5,98.5,0.88,2
"600",5.5,99.5,0.88,2
"601",6.5,0.5,0.86,2
"602",6.5,1.5,0.86,2
"603",6.5,2.5,0.86,2
"604",6.5,3.5,0.86,2
"605",6.5,4.5,0.86,2
"606",6.5,5.5,0.86,2
"607",6.5,6.5,0.86,2
"608",6.5,7.5,0.86,3
"609",6.5,8.5,0.86,3
"610",6.5,9.5,0.86,3
"611",6.5,10.5,0.86,3
"612",6.5,11.5,0.86,3
"613",6.5,12.5,0.86,3
"614",6.5,13.5,0.86,3
"615",6.5,14.5,0.86,3
"616",6.5,15.5,0.86,3
"617",6.5,16.5,0.86,3
"618",6.5,17.5,0.86,3
"619",6.5,18.5,0.86,3
"620",6.5,19.5,0.86,3
"621",6.5,20.5,0.86,2
"622",6.5,21.5,0.86,2
"623",6.5,22.5,0.86,2
"624",6.5,23.5,0.86,2
"625",6.5,24.5,0.86,2
"626",6.5,25.5,0.86,2
"627",6.5,26.5,0.86,2
"628",6.5,27.5,0.86,2
"629",6.5,28.5,0.86,2
"630",6.5,29.5,0.86,1
"631",6.5,30.5,0.86,1
"632",6.5,31.5,0.86,1
"633",6.5,32.5,0.86,2
"634",6.5,33.5,0.86,2
"635",6.5,34.5,0.86,2
"636",6.5,35.5,0.86,2
"637",6.5,36.5,0.86,2
"638",6.5,37.5,0.86,2
"639",6.5,38.5,0.86,2
"640",6.5,39.5,0.86,3
"641",6.5,40.5,0.86,3
"642",6.5,41.5,0.86,3
"643",6.5,42.5,0.86,3
"644",6.5,43.5,0.86,3
"645",6.5,44.5,0.86,3
"646",6.5,45.5,0.86,3
"647",6.5,46.5,0.86,3
"648",6.5,47.5,0.86,3
"649",6.5,48.5,0.86,3
"650",6.5,49.5,0.86,3
"651",6.5,50.5,0.86,3
"652",6.5,51.5,0.86,3
"653",6.5,52.5,0.86,2
"654",6.5,53.5,0.86,2
"655",6.5,54.5,0.86,2
"656",6.5,55.5,0.86,2
"657",6.5,56.5,0.86,2
"658",6.5,57.5,0.86,2
"659",6.5,58.5,0.86,2
"660",6.5,59.5,0.86,2
"661",6.5,60.5,0.86,2
"662",6.5,61.5,0.86,2
"663",6.5,62.5,0.86,2
"664",6.5,63.5,0.86,1
"665",6.5,64.5,0.86,1
"666",6.5,65.5,0.86,1
"667",6.5,66.5,0.86,1
"668",6.5,67.5,0.86,1
"669",6.5,68.5,0.86,1
"670",6.5,69.5,0.86,1
"671",6.5,70.5,0.86,1
"672",6.5,71.5,0.86,1
"673",6.5,72.5,0.86,1
"674",6.5,73.5,0.86,1
"675",6.5,74.5,0.86,1
"676",6.5,75.5,0.86,2
"677",6.5,76.5,0.86,2
"678",6.5,77.5,0.86,2
"679",6.5,78.5,0.86,2
"680",6.5,79.5,0.86,2
"681",6.5,80.5,0.86,2
"682",6.5,81.5,0.86,2
"683",6.5,82.5,0.86,2
"684",6.5,83.5,0.86,2
"685",6.5,84.5,0.86,2
"686",6.5,85.5,0.86,2
"687",6.5,86.5,0.86,2
"688",6.5,87.5,0.86,2
"689",6.5,88.5,0.86,2
"690",6.5,89.5,0.86,2
"691",6.5,90.5,0.86,2
"692",6.5,91.5,0.86,2
"693",6.5,92.5,0.86,2
"694",6.5,93.5,0.86,2
"695",6.5,94.5,0.86,2
"696",6.5,95.5,0.86,2
"697",6.5,96.5,0.86,2
"698",6.5,97.5,0.86,2
"699",6.5,98.5,0.86,2
"700",6.5,99.5,0.86,2
"701",7.5,0.5,0.84,2
"702",7.5,1.5,0.84,2
"703",7.5,2.5,0.84,2
"704",7.5,3.5,0.84,2
"705",7.5,4.5,0.84,2
"706",7.5,5.5,0.84,2
"707",7.5,6.5,0.84,2
"708",7.5,7.5,0.84,3
"709",7.5,8.5,0.84,3
"710",7.5,9.5,0.84,3
"711",7.5,10.5,0.84,3
"712",7.5,11.5,0.84,3
"713",7.5,12.5,0.84,3
"714",7.5,13.5,0.84,3
"715",7.5,14.5,0.84,3
"716",7.5,15.5,0.84,3
"717",7.5,16.5,0.84,3
"718",7.5,17.5,0.84,3
"719",7.5,18.5,0.84,3
"720",7.5,19.5,0.84,2
"721",7.5,20.5,0.84,2
"722",7.5,21.5,0.84,2
"723",7.5,22.5,0.84,2
"724",7.5,23.5,0.84,2
"725",7.5,24.5,0.84,2
"726",7.5,25.5,0.84,2
"727",7.5,26.5,0.84,1
"728",7.5,27.5,0.84,1
"729",7.5,28.5,0.84,1
"730",7.5,29.5,0.84,1
"731",7.5,30.5,0.84,1
"732",7.5,31.5,0.84,1
"733",7.5,32.5,0.84,1
"734",7.5,33.5,0.84,2
"735",7.5,34.5,0.84,2
"736",7.5,35.5,0.84,2
"737",7.5,36.5,0.84,2
"738",7.5,37.5,0.84,2
"739",7.5,38.5,0.84,2
"740",7.5,39.5,0.84,2
"741",7.5,40.5,0.84,3
"742",7.5,41.5,0.84,3
"743",7.5,42.5,0.84,3
"744",7.5,43.5,0.84,3
"745",7.5,44.5,0.84,3
"746",7.5,45.5,0.84,3
"747",7.5,46.5,0.84,3
"748",7.5,47.5,0.84,3
"749",7.5,48.5,0.84,3
"750",7.5,49.5,0.84,3
"751",7.5,50.5,0.84,3
"752",7.5,51.5,0.84,3
"753",7.5,52.5,0.84,2
"754",7.5,53.5,0.84,2
"755",7.5,54.5,0.84,2
"756",7.5,55.5,0.84,2
"757",7.5,56.5,0.84,2
"758",7.5,57.5,0.84,2
"759",7.5,58.5,0.84,2
"760",7.5,59.5,0.84,2
"761",7.5,60.5,0.84,2
"762",7.5,61.5,0.84,1
"763",7.5,62.5,0.84,1
"764",7.5,63.5,0.84,1
"765",7.5,64.5,0.84,1
"766",7.5,65.5,0.84,1
"767",7.5,66.5,0.84,1
"768",7.5,67.5,0.84,1
"769",7.5,68.5,0.84,1
"770",7.5,69.5,0.84,1
"771",7.5,70.5,0.84,1
"772",7.5,71.5,0.84,1
"773",7.5,72.5,0.84,1
"774",7.5,73.5,0.84,1
"775",7.5,74.5,0.84,1
"776",7.5,75.5,0.84,1
"777",7.5,76.5,0.84,1
"778",7.5,77.5,0.84,1
"779",7.5,78.5,0.84,2
"780",7.5,79.5,0.84,2
"781",7.5,80.5,0.84,2
"782",7.5,81.5,0.84,2
"783",7.5,82.5,0.84,2
"784",7.5,83.5,0.84,2
"785",7.5,84.5,0.84,2
"786",7.5,85.5,0.84,2
"787",7.5,86.5,0.84,2
"788",7.5,87.5,0.84,2
"789",7.5,88.5,0.84,2
"790",7.5,89.5,0.84,2
"791",7.5,90.5,0.84,2
"792",7.5,91.5,0.84,2
"793",7.5,92.5,0.84,2
"794",7.5,93.5,0.84,2
"795",7.5,94.5,0.84,2
"796",7.5,95.5,0.84,2
"797",7.5,96.5,0.84,2
"798",7.5,97.5,0.84,2
"799",7.5,98.5,0.84,2
"800",7.5,99.5,0.84,2
"801",8.5,0.5,0.82,2
"802",8.5,1.5,0.82,2
"803",8.5,2.5,0.82,2
"804",8.5,3.5,0.82,2
"805",8.5,4.5,0.82,2
"806",8.5,5.5,0.82,2
"807",8.5,6.5,0.82,2
"808",8.5,7.5,0.82,3
"809",8.5,8.5,0.82,3
"810",8.5,9.5,0.82,3
"811",8.5,10.5,0.82,3
"812",8.5,11.5,0.82,3
"813",8.5,12.5,0.82,3
"814",8.5,13.5,0.82,3
"815",8.5,14.5,0.82,3
"816",8.5,15.5,0.82,3
"817",8.5,16.5,0.82,3
"818",8.5,17.5,0.82,2
"819",8.5,18.5,0.82,2
"820",8.5,19.5,0.82,2
"821",8.5,20.5,0.82,2
"822",8.5,21.5,0.82,2
