"","counts","day","month","year","hour","weekday","time"
"130",2338,5,"Jan",2007,13,"Friday",2007-01-05 13:00:00
"131",1147,5,"Jan",2007,14,"Friday",2007-01-05 14:00:00
"132",1441,5,"Jan",2007,15,"Friday",2007-01-05 15:00:00
"133",2473,5,"Jan",2007,16,"Friday",2007-01-05 16:00:00
"134",935,5,"Jan",2007,17,"Friday",2007-01-05 17:00:00
"135",959,5,"Jan",2007,18,"Friday",2007-01-05 18:00:00
"136",5870,5,"Jan",2007,19,"Friday",2007-01-05 19:00:00
"137",6741,5,"Jan",2007,20,"Friday",2007-01-05 20:00:00
"138",7953,5,"Jan",2007,21,"Friday",2007-01-05 21:00:00
"139",6688,5,"Jan",2007,22,"Friday",2007-01-05 22:00:00
"140",1534,5,"Jan",2007,23,"Friday",2007-01-05 23:00:00
"141",1077,6,"Jan",2007,0,"Saturday",2007-01-06 00:00:00
"142",352,6,"Jan",2007,1,"Saturday",2007-01-06 01:00:00
"143",707,6,"Jan",2007,2,"Saturday",2007-01-06 02:00:00
"144",894,6,"Jan",2007,3,"Saturday",2007-01-06 03:00:00
"145",913,6,"Jan",2007,4,"Saturday",2007-01-06 04:00:00
"146",738,6,"Jan",2007,5,"Saturday",2007-01-06 05:00:00
"147",809,6,"Jan",2007,6,"Saturday",2007-01-06 06:00:00
"148",982,6,"Jan",2007,7,"Saturday",2007-01-06 07:00:00
"149",840,6,"Jan",2007,8,"Saturday",2007-01-06 08:00:00
"150",1144,6,"Jan",2007,9,"Saturday",2007-01-06 09:00:00
"151",1026,6,"Jan",2007,10,"Saturday",2007-01-06 10:00:00
"152",1004,6,"Jan",2007,11,"Saturday",2007-01-06 11:00:00
"153",767,6,"Jan",2007,12,"Saturday",2007-01-06 12:00:00
"154",832,6,"Jan",2007,13,"Saturday",2007-01-06 13:00:00
"155",857,6,"Jan",2007,14,"Saturday",2007-01-06 14:00:00
"156",609,6,"Jan",2007,15,"Saturday",2007-01-06 15:00:00
"157",745,6,"Jan",2007,16,"Saturday",2007-01-06 16:00:00
"158",753,6,"Jan",2007,17,"Saturday",2007-01-06 17:00:00
"159",670,6,"Jan",2007,18,"Saturday",2007-01-06 18:00:00
"160",5684,6,"Jan",2007,19,"Saturday",2007-01-06 19:00:00
"161",7037,6,"Jan",2007,20,"Saturday",2007-01-06 20:00:00
"162",7623,6,"Jan",2007,21,"Saturday",2007-01-06 21:00:00
"163",5851,6,"Jan",2007,22,"Saturday",2007-01-06 22:00:00
"164",634,6,"Jan",2007,23,"Saturday",2007-01-06 23:00:00
"165",889,7,"Jan",2007,0,"Sunday",2007-01-07 00:00:00
"166",1596,7,"Jan",2007,1,"Sunday",2007-01-07 01:00:00
"167",1093,7,"Jan",2007,2,"Sunday",2007-01-07 02:00:00
"168",1133,7,"Jan",2007,3,"Sunday",2007-01-07 03:00:00
"169",1700,7,"Jan",2007,4,"Sunday",2007-01-07 04:00:00
"170",1568,7,"Jan",2007,5,"Sunday",2007-01-07 05:00:00
"171",1385,7,"Jan",2007,6,"Sunday",2007-01-07 06:00:00
"172",1246,7,"Jan",2007,7,"Sunday",2007-01-07 07:00:00
"173",1059,7,"Jan",2007,8,"Sunday",2007-01-07 08:00:00
"174",1131,7,"Jan",2007,9,"Sunday",2007-01-07 09:00:00
"175",1271,7,"Jan",2007,10,"Sunday",2007-01-07 10:00:00
"176",2854,7,"Jan",2007,11,"Sunday",2007-01-07 11:00:00
"177",2052,7,"Jan",2007,12,"Sunday",2007-01-07 12:00:00
"178",504,7,"Jan",2007,13,"Sunday",2007-01-07 13:00:00
"179",902,7,"Jan",2007,14,"Sunday",2007-01-07 14:00:00
"180",997,7,"Jan",2007,15,"Sunday",2007-01-07 15:00:00
"181",848,7,"Jan",2007,16,"Sunday",2007-01-07 16:00:00
"182",1317,7,"Jan",2007,17,"Sunday",2007-01-07 17:00:00
"183",1218,7,"Jan",2007,18,"Sunday",2007-01-07 18:00:00
"184",5607,7,"Jan",2007,19,"Sunday",2007-01-07 19:00:00
"185",7274,7,"Jan",2007,20,"Sunday",2007-01-07 20:00:00
"186",7591,7,"Jan",2007,21,"Sunday",2007-01-07 21:00:00
"187",8552,7,"Jan",2007,22,"Sunday",2007-01-07 22:00:00
"188",6807,7,"Jan",2007,23,"Sunday",2007-01-07 23:00:00
"189",1289,8,"Jan",2007,0,"Monday",2007-01-08 00:00:00
"190",1713,8,"Jan",2007,1,"Monday",2007-01-08 01:00:00
"191",2191,8,"Jan",2007,2,"Monday",2007-01-08 02:00:00
"192",3035,8,"Jan",2007,3,"Monday",2007-01-08 03:00:00
"193",1731,8,"Jan",2007,4,"Monday",2007-01-08 04:00:00
"194",2522,8,"Jan",2007,5,"Monday",2007-01-08 05:00:00
"195",3274,8,"Jan",2007,6,"Monday",2007-01-08 06:00:00
"196",3810,8,"Jan",2007,7,"Monday",2007-01-08 07:00:00
"197",4087,8,"Jan",2007,8,"Monday",2007-01-08 08:00:00
"198",2760,8,"Jan",2007,9,"Monday",2007-01-08 09:00:00
"199",2801,8,"Jan",2007,10,"Monday",2007-01-08 10:00:00
"200",2695,8,"Jan",2007,11,"Monday",2007-01-08 11:00:00
"201",2065,8,"Jan",2007,12,"Monday",2007-01-08 12:00:00
"202",3254,8,"Jan",2007,13,"Monday",2007-01-08 13:00:00
"203",3126,8,"Jan",2007,14,"Monday",2007-01-08 14:00:00
"204",2297,8,"Jan",2007,15,"Monday",2007-01-08 15:00:00
"205",1523,8,"Jan",2007,16,"Monday",2007-01-08 16:00:00
"206",2159,8,"Jan",2007,17,"Monday",2007-01-08 17:00:00
"207",1958,8,"Jan",2007,18,"Monday",2007-01-08 18:00:00
"208",5998,8,"Jan",2007,19,"Monday",2007-01-08 19:00:00
"209",6789,8,"Jan",2007,20,"Monday",2007-01-08 20:00:00
"210",8496,8,"Jan",2007,21,"Monday",2007-01-08 21:00:00
"211",7542,8,"Jan",2007,22,"Monday",2007-01-08 22:00:00
"212",1559,8,"Jan",2007,23,"Monday",2007-01-08 23:00:00
"213",1813,9,"Jan",2007,0,"Tuesday",2007-01-09 00:00:00
"214",3062,9,"Jan",2007,1,"Tuesday",2007-01-09 01:00:00
"215",2972,9,"Jan",2007,2,"Tuesday",2007-01-09 02:00:00
"216",2598,9,"Jan",2007,3,"Tuesday",2007-01-09 03:00:00
"217",1848,9,"Jan",2007,4,"Tuesday",2007-01-09 04:00:00
"218",3445,9,"Jan",2007,5,"Tuesday",2007-01-09 05:00:00
"219",4281,9,"Jan",2007,6,"Tuesday",2007-01-09 06:00:00
"220",3570,9,"Jan",2007,7,"Tuesday",2007-01-09 07:00:00
"221",3790,9,"Jan",2007,8,"Tuesday",2007-01-09 08:00:00
"222",2711,9,"Jan",2007,9,"Tuesday",2007-01-09 09:00:00
"223",2005,9,"Jan",2007,10,"Tuesday",2007-01-09 10:00:00
"224",2632,9,"Jan",2007,11,"Tuesday",2007-01-09 11:00:00
"225",2803,9,"Jan",2007,12,"Tuesday",2007-01-09 12:00:00
"226",2415,9,"Jan",2007,13,"Tuesday",2007-01-09 13:00:00
"227",2716,9,"Jan",2007,14,"Tuesday",2007-01-09 14:00:00
"228",5625,9,"Jan",2007,15,"Tuesday",2007-01-09 15:00:00
"229",4739,9,"Jan",2007,16,"Tuesday",2007-01-09 16:00:00
"230",1726,9,"Jan",2007,17,"Tuesday",2007-01-09 17:00:00
"231",1470,9,"Jan",2007,18,"Tuesday",2007-01-09 18:00:00
"232",4767,9,"Jan",2007,19,"Tuesday",2007-01-09 19:00:00
"233",8835,9,"Jan",2007,20,"Tuesday",2007-01-09 20:00:00
"234",6717,9,"Jan",2007,21,"Tuesday",2007-01-09 21:00:00
"235",4285,9,"Jan",2007,22,"Tuesday",2007-01-09 22:00:00
"236",3479,9,"Jan",2007,23,"Tuesday",2007-01-09 23:00:00
"237",1622,10,"Jan",2007,0,"Wednesday",2007-01-10 00:00:00
"238",1971,10,"Jan",2007,1,"Wednesday",2007-01-10 01:00:00
"239",3153,10,"Jan",2007,2,"Wednesday",2007-01-10 02:00:00
"240",2637,10,"Jan",2007,3,"Wednesday",2007-01-10 03:00:00
"241",2574,10,"Jan",2007,4,"Wednesday",2007-01-10 04:00:00
"242",10102,10,"Jan",2007,5,"Wednesday",2007-01-10 05:00:00
"243",4711,10,"Jan",2007,6,"Wednesday",2007-01-10 06:00:00
"244",3428,10,"Jan",2007,7,"Wednesday",2007-01-10 07:00:00
"245",3155,10,"Jan",2007,8,"Wednesday",2007-01-10 08:00:00
"246",3034,10,"Jan",2007,9,"Wednesday",2007-01-10 09:00:00
"247",3618,10,"Jan",2007,10,"Wednesday",2007-01-10 10:00:00
"248",2674,10,"Jan",2007,11,"Wednesday",2007-01-10 11:00:00
"249",3305,10,"Jan",2007,12,"Wednesday",2007-01-10 12:00:00
"250",3392,10,"Jan",2007,13,"Wednesday",2007-01-10 13:00:00
"251",2550,10,"Jan",2007,14,"Wednesday",2007-01-10 14:00:00
"252",5410,10,"Jan",2007,15,"Wednesday",2007-01-10 15:00:00
"253",1613,10,"Jan",2007,16,"Wednesday",2007-01-10 16:00:00
"254",1309,10,"Jan",2007,17,"Wednesday",2007-01-10 17:00:00
"255",1354,10,"Jan",2007,18,"Wednesday",2007-01-10 18:00:00
"256",4702,10,"Jan",2007,19,"Wednesday",2007-01-10 19:00:00
"257",7299,10,"Jan",2007,20,"Wednesday",2007-01-10 20:00:00
"258",7818,10,"Jan",2007,21,"Wednesday",2007-01-10 21:00:00
"259",4887,10,"Jan",2007,22,"Wednesday",2007-01-10 22:00:00
"260",5822,10,"Jan",2007,23,"Wednesday",2007-01-10 23:00:00
"261",1847,11,"Jan",2007,0,"Thursday",2007-01-11 00:00:00
"262",2757,11,"Jan",2007,1,"Thursday",2007-01-11 01:00:00
"263",2773,11,"Jan",2007,2,"Thursday",2007-01-11 02:00:00
"264",2214,11,"Jan",2007,3,"Thursday",2007-01-11 03:00:00
"265",2469,11,"Jan",2007,4,"Thursday",2007-01-11 04:00:00
"266",2141,11,"Jan",2007,5,"Thursday",2007-01-11 05:00:00
"267",3605,11,"Jan",2007,6,"Thursday",2007-01-11 06:00:00
"268",3452,11,"Jan",2007,7,"Thursday",2007-01-11 07:00:00
"269",3762,11,"Jan",2007,8,"Thursday",2007-01-11 08:00:00
"270",2316,11,"Jan",2007,9,"Thursday",2007-01-11 09:00:00
"271",2715,11,"Jan",2007,10,"Thursday",2007-01-11 10:00:00
"272",3488,11,"Jan",2007,11,"Thursday",2007-01-11 11:00:00
"273",1999,11,"Jan",2007,12,"Thursday",2007-01-11 12:00:00
"274",2479,11,"Jan",2007,13,"Thursday",2007-01-11 13:00:00
"275",2145,11,"Jan",2007,14,"Thursday",2007-01-11 14:00:00
"276",1444,11,"Jan",2007,15,"Thursday",2007-01-11 15:00:00
"277",2137,11,"Jan",2007,16,"Thursday",2007-01-11 16:00:00
"278",1958,11,"Jan",2007,17,"Thursday",2007-01-11 17:00:00
"279",1613,11,"Jan",2007,18,"Thursday",2007-01-11 18:00:00
"280",5805,11,"Jan",2007,19,"Thursday",2007-01-11 19:00:00
"281",9209,11,"Jan",2007,20,"Thursday",2007-01-11 20:00:00
"282",8145,11,"Jan",2007,21,"Thursday",2007-01-11 21:00:00
"283",8149,11,"Jan",2007,22,"Thursday",2007-01-11 22:00:00
"284",1993,11,"Jan",2007,23,"Thursday",2007-01-11 23:00:00
"285",1418,12,"Jan",2007,0,"Friday",2007-01-12 00:00:00
"286",2095,12,"Jan",2007,1,"Friday",2007-01-12 01:00:00
"287",1967,12,"Jan",2007,2,"Friday",2007-01-12 02:00:00
"288",1850,12,"Jan",2007,3,"Friday",2007-01-12 03:00:00
"289",2739,12,"Jan",2007,4,"Friday",2007-01-12 04:00:00
"290",2969,12,"Jan",2007,5,"Friday",2007-01-12 05:00:00
"291",2431,12,"Jan",2007,6,"Friday",2007-01-12 06:00:00
"292",3854,12,"Jan",2007,7,"Friday",2007-01-12 07:00:00
"293",1920,12,"Jan",2007,8,"Friday",2007-01-12 08:00:00
"294",2130,12,"Jan",2007,9,"Friday",2007-01-12 09:00:00
"295",2151,12,"Jan",2007,10,"Friday",2007-01-12 10:00:00
"296",2390,12,"Jan",2007,11,"Friday",2007-01-12 11:00:00
"297",2289,12,"Jan",2007,12,"Friday",2007-01-12 12:00:00
"298",2818,12,"Jan",2007,13,"Friday",2007-01-12 13:00:00
"299",2550,12,"Jan",2007,14,"Friday",2007-01-12 14:00:00
"300",2589,12,"Jan",2007,15,"Friday",2007-01-12 15:00:00
"301",1833,12,"Jan",2007,16,"Friday",2007-01-12 16:00:00
"302",757,12,"Jan",2007,17,"Friday",2007-01-12 17:00:00
"303",1076,12,"Jan",2007,18,"Friday",2007-01-12 18:00:00
"304",4789,12,"Jan",2007,19,"Friday",2007-01-12 19:00:00
"305",7382,12,"Jan",2007,20,"Friday",2007-01-12 20:00:00
"306",7251,12,"Jan",2007,21,"Friday",2007-01-12 21:00:00
"307",1764,12,"Jan",2007,22,"Friday",2007-01-12 22:00:00
"308",6419,12,"Jan",2007,23,"Friday",2007-01-12 23:00:00
"309",4496,13,"Jan",2007,0,"Saturday",2007-01-13 00:00:00
"310",1436,13,"Jan",2007,1,"Saturday",2007-01-13 01:00:00
"311",924,13,"Jan",2007,2,"Saturday",2007-01-13 02:00:00
"312",3117,13,"Jan",2007,3,"Saturday",2007-01-13 03:00:00
"313",1022,13,"Jan",2007,4,"Saturday",2007-01-13 04:00:00
"314",1077,13,"Jan",2007,5,"Saturday",2007-01-13 05:00:00
"315",829,13,"Jan",2007,6,"Saturday",2007-01-13 06:00:00
"316",1172,13,"Jan",2007,7,"Saturday",2007-01-13 07:00:00
"317",895,13,"Jan",2007,8,"Saturday",2007-01-13 08:00:00
"318",1070,13,"Jan",2007,9,"Saturday",2007-01-13 09:00:00
"319",1621,13,"Jan",2007,10,"Saturday",2007-01-13 10:00:00
"320",1783,13,"Jan",2007,11,"Saturday",2007-01-13 11:00:00
"321",1311,13,"Jan",2007,12,"Saturday",2007-01-13 12:00:00
"322",1047,13,"Jan",2007,13,"Saturday",2007-01-13 13:00:00
"323",936,13,"Jan",2007,14,"Saturday",2007-01-13 14:00:00
"324",807,13,"Jan",2007,15,"Saturday",2007-01-13 15:00:00
"325",702,13,"Jan",2007,16,"Saturday",2007-01-13 16:00:00
"326",886,13,"Jan",2007,17,"Saturday",2007-01-13 17:00:00
"327",850,13,"Jan",2007,18,"Saturday",2007-01-13 18:00:00
"328",5625,13,"Jan",2007,19,"Saturday",2007-01-13 19:00:00
"329",7910,13,"Jan",2007,20,"Saturday",2007-01-13 20:00:00
"330",7577,13,"Jan",2007,21,"Saturday",2007-01-13 21:00:00
"331",2642,13,"Jan",2007,22,"Saturday",2007-01-13 22:00:00
"332",5213,13,"Jan",2007,23,"Saturday",2007-01-13 23:00:00
"333",550,14,"Jan",2007,0,"Sunday",2007-01-14 00:00:00
"334",865,14,"Jan",2007,1,"Sunday",2007-01-14 01:00:00
"335",2656,14,"Jan",2007,2,"Sunday",2007-01-14 02:00:00
"336",2177,14,"Jan",2007,3,"Sunday",2007-01-14 03:00:00
"337",830,14,"Jan",2007,4,"Sunday",2007-01-14 04:00:00
"338",673,14,"Jan",2007,5,"Sunday",2007-01-14 05:00:00
"339",1234,14,"Jan",2007,6,"Sunday",2007-01-14 06:00:00
"340",1185,14,"Jan",2007,7,"Sunday",2007-01-14 07:00:00
"341",1046,14,"Jan",2007,8,"Sunday",2007-01-14 08:00:00
"342",1578,14,"Jan",2007,9,"Sunday",2007-01-14 09:00:00
"343",784,14,"Jan",2007,10,"Sunday",2007-01-14 10:00:00
"344",690,14,"Jan",2007,11,"Sunday",2007-01-14 11:00:00
"345",903,14,"Jan",2007,12,"Sunday",2007-01-14 12:00:00
"346",895,14,"Jan",2007,13,"Sunday",2007-01-14 13:00:00
"347",1119,14,"Jan",2007,14,"Sunday",2007-01-14 14:00:00
"348",715,14,"Jan",2007,15,"Sunday",2007-01-14 15:00:00
"349",1052,14,"Jan",2007,16,"Sunday",2007-01-14 16:00:00
"350",1224,14,"Jan",2007,17,"Sunday",2007-01-14 17:00:00
"351",967,14,"Jan",2007,18,"Sunday",2007-01-14 18:00:00
"352",5990,14,"Jan",2007,19,"Sunday",2007-01-14 19:00:00
"353",6269,14,"Jan",2007,20,"Sunday",2007-01-14 20:00:00
"354",6934,14,"Jan",2007,21,"Sunday",2007-01-14 21:00:00
"355",3901,14,"Jan",2007,22,"Sunday",2007-01-14 22:00:00
"356",868,14,"Jan",2007,23,"Sunday",2007-01-14 23:00:00
"357",1638,15,"Jan",2007,0,"Monday",2007-01-15 00:00:00
"358",2272,15,"Jan",2007,1,"Monday",2007-01-15 01:00:00
"359",2161,15,"Jan",2007,2,"Monday",2007-01-15 02:00:00
"360",2313,15,"Jan",2007,3,"Monday",2007-01-15 03:00:00
"361",2968,15,"Jan",2007,4,"Monday",2007-01-15 04:00:00
"362",2592,15,"Jan",2007,5,"Monday",2007-01-15 05:00:00
"363",3075,15,"Jan",2007,6,"Monday",2007-01-15 06:00:00
"364",3054,15,"Jan",2007,7,"Monday",2007-01-15 07:00:00
"365",4048,15,"Jan",2007,8,"Monday",2007-01-15 08:00:00
"366",2339,15,"Jan",2007,9,"Monday",2007-01-15 09:00:00
"367",1905,15,"Jan",2007,10,"Monday",2007-01-15 10:00:00
"368",2351,15,"Jan",2007,11,"Monday",2007-01-15 11:00:00
"369",2635,15,"Jan",2007,12,"Monday",2007-01-15 12:00:00
"370",2454,15,"Jan",2007,13,"Monday",2007-01-15 13:00:00
"371",2051,15,"Jan",2007,14,"Monday",2007-01-15 14:00:00
"372",1959,15,"Jan",2007,15,"Monday",2007-01-15 15:00:00
"373",2034,15,"Jan",2007,16,"Monday",2007-01-15 16:00:00
"374",1516,15,"Jan",2007,17,"Monday",2007-01-15 17:00:00
"375",1645,15,"Jan",2007,18,"Monday",2007-01-15 18:00:00
"376",5381,15,"Jan",2007,19,"Monday",2007-01-15 19:00:00
"377",8947,15,"Jan",2007,20,"Monday",2007-01-15 20:00:00
"378",7832,15,"Jan",2007,21,"Monday",2007-01-15 21:00:00
"379",1991,15,"Jan",2007,22,"Monday",2007-01-15 22:00:00
"380",1791,15,"Jan",2007,23,"Monday",2007-01-15 23:00:00
"381",1721,16,"Jan",2007,0,"Tuesday",2007-01-16 00:00:00
"382",2629,16,"Jan",2007,1,"Tuesday",2007-01-16 01:00:00
"383",2405,16,"Jan",2007,2,"Tuesday",2007-01-16 02:00:00
"384",2231,16,"Jan",2007,3,"Tuesday",2007-01-16 03:00:00
"385",2717,16,"Jan",2007,4,"Tuesday",2007-01-16 04:00:00
"386",2773,16,"Jan",2007,5,"Tuesday",2007-01-16 05:00:00
"387",3434,16,"Jan",2007,6,"Tuesday",2007-01-16 06:00:00
"388",3612,16,"Jan",2007,7,"Tuesday",2007-01-16 07:00:00
"389",4733,16,"Jan",2007,8,"Tuesday",2007-01-16 08:00:00
"390",3462,16,"Jan",2007,9,"Tuesday",2007-01-16 09:00:00
"391",2310,16,"Jan",2007,10,"Tuesday",2007-01-16 10:00:00
"392",3114,16,"Jan",2007,11,"Tuesday",2007-01-16 11:00:00
"393",3481,16,"Jan",2007,12,"Tuesday",2007-01-16 12:00:00
"394",2026,16,"Jan",2007,13,"Tuesday",2007-01-16 13:00:00
"395",2305,16,"Jan",2007,14,"Tuesday",2007-01-16 14:00:00
"396",2052,16,"Jan",2007,15,"Tuesday",2007-01-16 15:00:00
"397",2738,16,"Jan",2007,16,"Tuesday",2007-01-16 16:00:00
"398",1631,16,"Jan",2007,17,"Tuesday",2007-01-16 17:00:00
