"","y1","y2","InclProbs","Weights","CharStrataNames","StrataSizes","CharDoms","NumDoms"
"33",5194,2454,1,1,"SIERRA NORTE",68,"B",222
"34",3026,1493,0.759627681765024,1.31643438490349,"SIERRA NORTE",68,"B",222
"35",1002,485,0.309207421744096,3.23407502432982,"SIERRA NORTE",68,"A",111
"36",1115,528,0.428507923046936,2.33367913687436,"SIERRA NORTE",68,"C",333
"37",13568,6682,1,1,"PAPALOAPAN",20,"C",333
"38",155766,74788,1,1,"PAPALOAPAN",20,"C",333
"39",3684,1779,1,1,"PAPALOAPAN",20,"A",111
"40",21514,10395,1,1,"PAPALOAPAN",20,"C",333
"41",10371,5113,1,1,"PAPALOAPAN",20,"B",222
"42",26838,12997,1,1,"PAPALOAPAN",20,"B",222
"43",22446,10688,1,1,"PAPALOAPAN",20,"C",333
"44",14667,7057,1,1,"PAPALOAPAN",20,"B",222
"45",11019,5279,1,1,"PAPALOAPAN",20,"C",333
"46",41535,19779,1,1,"PAPALOAPAN",20,"C",333
"47",36564,17715,1,1,"PAPALOAPAN",20,"C",333
"48",9240,4380,1,1,"PAPALOAPAN",20,"C",333
"49",6720,3314,1,1,"PAPALOAPAN",20,"B",222
"50",2807,1344,0.625718955812856,1.5981615878984,"PAPALOAPAN",20,"C",333
"51",5413,2620,1,1,"PAPALOAPAN",20,"C",333
"52",44885,21866,1,1,"PAPALOAPAN",20,"C",333
"53",11575,5565,1,1,"PAPALOAPAN",20,"C",333
"54",17398,8441,1,1,"PAPALOAPAN",20,"C",333
"55",6665,3326,1,1,"PAPALOAPAN",20,"C",333
"56",2517,1207,0.491810229860688,2.03330459450439,"PAPALOAPAN",20,"B",222
"57",8481,3923,1,1,"MIXTECA",155,"B",222
"58",93,40,0.0401726177856503,24.8925774599932,"MIXTECA",155,"A",111
"59",1220,595,0.370075024449627,2.70215479006505,"MIXTECA",155,"A",111
"60",4127,1904,1,1,"MIXTECA",155,"B",222
"61",3778,1755,0.904492576204187,1.10559226942096,"MIXTECA",155,"B",222
"62",2116,973,0.499114342185352,2.00354891751165,"MIXTECA",155,"A",111
"63",6747,3159,1,1,"MIXTECA",155,"C",333
"64",297,126,0.114431093086398,8.73888357638059,"MIXTECA",155,"A",111
"65",1449,624,0.542939016133334,1.84182748022371,"MIXTECA",155,"A",111
"66",7611,3572,1,1,"MIXTECA",155,"C",333
"67",1182,526,0.511287862726458,1.95584537185661,"MIXTECA",155,"B",222
"68",1181,565,0.327467702555755,3.0537362683263,"MIXTECA",155,"A",111
"69",17820,8437,1,1,"MIXTECA",155,"C",333
"70",3215,1486,0.736497992736922,1.35777695236326,"MIXTECA",155,"A",111
"71",1007,491,0.323815646393424,3.08817690293149,"MIXTECA",155,"A",111
"72",1296,638,0.312859477906428,3.19632317579679,"MIXTECA",155,"A",111
"73",1053,495,0.401726177856503,2.48925774599932,"MIXTECA",155,"B",222
"74",866,394,0.350597391583857,2.85227450062422,"MIXTECA",155,"B",222
"75",7153,3339,1,1,"MIXTECA",155,"B",222
"76",69839,32910,1,1,"MIXTECA",155,"C",333
"77",1642,805,0.311642125852317,3.20880881320225,"MIXTECA",155,"A",111
"78",6551,3119,1,1,"MIXTECA",155,"A",111
"79",378,195,0.137560782114499,7.26951377150244,"MIXTECA",155,"A",111
"80",38453,17987,1,1,"MIXTECA",155,"C",333
"81",1110,544,0.363988264179074,2.74734132501597,"MIXTECA",155,"A",111
"82",1180,551,0.236166298497459,4.23430441329781,"MIXTECA",155,"A",111
"83",2748,1284,0.584328985973095,1.71136470037453,"MIXTECA",155,"B",222
"84",3974,1938,0.95075195426039,1.05179904760535,"MIXTECA",155,"B",222
"85",8531,3990,1,1,"MIXTECA",155,"B",222
"86",684,314,0.233731594389238,4.27841175093633,"MIXTECA",155,"A",111
"87",6650,3079,1,1,"MIXTECA",155,"B",222
"88",8246,3929,1,1,"MIXTECA",155,"C",333
"89",3610,1742,0.783974722847236,1.2755513294717,"MIXTECA",155,"B",222
"90",1914,897,0.664674221544396,1.5044964398897,"MIXTECA",155,"A",111
"91",1878,851,0.73284593657459,1.36454328269066,"MIXTECA",155,"C",333
"92",1603,738,0.350597391583857,2.85227450062422,"MIXTECA",155,"A",111
"93",1557,719,0.6537180530574,1.52971146402193,"MIXTECA",155,"B",222
"94",3530,1690,0.95075195426039,1.05179904760535,"MIXTECA",155,"B",222
"95",1932,844,0.561199296944993,1.78189816958737,"MIXTECA",155,"C",333
"96",3133,1436,0.843624973498656,1.18536083142825,"MIXTECA",155,"C",333
"97",3313,1540,1,1,"MIXTECA",155,"C",333
"98",1256,627,0.421203810722273,2.37414756121322,"MIXTECA",155,"A",111
"99",6666,3196,1,1,"MIXTECA",155,"C",333
"100",1405,667,0.480854061373693,2.07963305361968,"MIXTECA",155,"B",222
"101",493,225,0.199645736874141,5.00887229377912,"MIXTECA",155,"B",222
"102",772,364,0.225210130010464,4.44029760097176,"MIXTECA",155,"A",111
"103",2465,1171,0.473549949049029,2.11170965598914,"MIXTECA",155,"B",222
"104",1320,629,0.398074121694171,2.51209497302684,"MIXTECA",155,"B",222
"105",11319,5158,1,1,"MIXTECA",155,"C",333
"106",308,159,0.094953460220628,10.5314750792279,"MIXTECA",155,"A",111
"107",655,291,0.290947140932437,3.43705044426684,"MIXTECA",155,"A",111
"108",1340,646,0.465028484670255,2.15040590622978,"MIXTECA",155,"B",222
"109",3210,1495,1,1,"MIXTECA",155,"C",333
"110",2808,1334,1,1,"MIXTECA",155,"C",333
"111",2469,1194,0.674413037977281,1.48277085953028,"MIXTECA",155,"B",222
"112",2958,1359,0.69389067084305,1.44114922136803,"MIXTECA",155,"A",111
"113",4076,1900,0.993359276154262,1.00668511786737,"MIXTECA",155,"A",111
"114",1966,926,0.821712636524665,1.21697045359967,"MIXTECA",155,"A",111
"115",4207,1922,1,1,"MIXTECA",155,"B",222
"116",834,397,0.29703390120299,3.366619082704,"MIXTECA",155,"C",333
"117",7059,3288,1,1,"MIXTECA",155,"B",222
"118",7244,3421,1,1,"MIXTECA",155,"B",222
"119",3989,1907,1,1,"MIXTECA",155,"B",222
"120",11361,5473,1,1,"MIXTECA",155,"C",333
"121",4350,1972,1,1,"MIXTECA",155,"B",222
"122",2460,1077,0.641544532516294,1.55873824702045,"MIXTECA",155,"A",111
"123",7883,3723,1,1,"MIXTECA",155,"C",333
"124",3446,1678,0.836320861173992,1.1957133277726,"MIXTECA",155,"C",333
"125",4479,2040,1,1,"MIXTECA",155,"C",333
"126",32927,15475,1,1,"MIXTECA",155,"C",333
"127",1898,897,0.524678735321675,1.90592820459345,"MIXTECA",155,"A",111
"128",409,194,0.15825576703438,6.31888504753673,"MIXTECA",155,"A",111
"129",1609,760,0.488158173698357,2.0485163495755,"MIXTECA",155,"A",111
"130",2150,948,0.579459577756653,1.72574591634407,"MIXTECA",155,"B",222
"131",5353,2655,1,1,"ISTMO",41,"C",333
"132",15387,7439,1,1,"ISTMO",41,"B",222
"133",13608,6557,1,1,"ISTMO",41,"C",333
"134",8394,4192,1,1,"ISTMO",41,"C",333
"135",4693,2302,1,1,"ISTMO",41,"C",333
"136",5098,2582,1,1,"ISTMO",41,"C",333
"137",1221,581,0.410247642235277,2.43755209548895,"ISTMO",41,"B",222
"138",14252,7203,1,1,"ISTMO",41,"B",222
"139",11105,5498,1,1,"ISTMO",41,"A",111
"140",5285,2581,1,1,"ISTMO",41,"C",333
"141",2671,1310,0.892319055663081,1.12067538360133,"ISTMO",41,"A",111
"142",6182,3026,1,1,"ISTMO",41,"C",333
"143",8959,4429,1,1,"ISTMO",41,"C",333
"144",8310,4031,1,1,"ISTMO",41,"A",111
"145",8506,4256,1,1,"ISTMO",41,"C",333
"146",3944,1867,1,1,"ISTMO",41,"A",111
"147",7232,3659,1,1,"ISTMO",41,"C",333
"148",38019,18198,1,1,"ISTMO",41,"C",333
"149",11218,5541,1,1,"ISTMO",41,"C",333
"150",3198,1594,0.911796688528851,1.09673572253642,"ISTMO",41,"C",333
"151",9594,4795,1,1,"ISTMO",41,"C",333
"152",17094,8525,1,1,"ISTMO",41,"C",333
"153",14751,7296,1,1,"ISTMO",41,"C",333
"154",61872,30124,1,1,"ISTMO",41,"C",333
"155",13970,6749,1,1,"ISTMO",41,"B",222
"156",7781,3929,1,1,"ISTMO",41,"B",222
"157",6608,3397,1,1,"ISTMO",41,"C",333
"158",7554,3781,1,1,"ISTMO",41,"C",333
"159",26450,12677,1,1,"ISTMO",41,"C",333
"160",13992,6870,1,1,"ISTMO",41,"C",333
"161",93038,45210,1,1,"ISTMO",41,"C",333
"162",82371,39508,1,1,"ISTMO",41,"B",222
"163",11888,5707,1,1,"ISTMO",41,"C",333
"164",4442,2158,1,1,"ISTMO",41,"B",222
"165",28142,13221,1,1,"ISTMO",41,"C",333
"166",3047,1483,0.847277029660988,1.18025151749968,"VALLES CENTRALES",121,"A",111
"167",2612,1165,1,1,"VALLES CENTRALES",121,"A",111
"168",2858,1368,1,1,"VALLES CENTRALES",121,"A",111
"169",19679,9233,1,1,"VALLES CENTRALES",121,"C",333
"170",4075,1916,0.83023410090344,1.2044795545158,"VALLES CENTRALES",121,"A",111
"171",15535,7430,1,1,"VALLES CENTRALES",121,"A",111
"172",3568,1700,0.591633098297759,1.69023674111065,"VALLES CENTRALES",121,"A",111
"173",2439,1132,0.885014943338417,1.12992442390616,"VALLES CENTRALES",121,"B",222
"174",4289,2012,1,1,"VALLES CENTRALES",121,"C",333
"175",2508,1228,0.477202005211361,2.09554861270351,"VALLES CENTRALES",121,"B",222
"176",21341,10208,1,1,"VALLES CENTRALES",121,"B",222
"177",2433,1150,0.572155465431989,1.74777671527612,"VALLES CENTRALES",121,"A",111
"178",1847,887,0.51493991888879,1.94197412808458,"VALLES CENTRALES",121,"A",111
"179",6174,2797,1,1,"VALLES CENTRALES",121,"C",333
"180",4368,2059,0.798582947496563,1.25221807344478,"VALLES CENTRALES",121,"A",111
"181",3882,1825,0.93127432139462,1.07379745905853,"VALLES CENTRALES",121,"A",111
"182",10120,4746,1,1,"VALLES CENTRALES",121,"A",111
"183",5651,2690,1,1,"VALLES CENTRALES",121,"A",111
"184",263357,122446,1,1,"VALLES CENTRALES",121,"B",222
"185",3245,1571,0.506418454510016,1.97465157735523,"VALLES CENTRALES",121,"A",111
"186",2653,1246,0.780322666684904,1.28152114848639,"VALLES CENTRALES",121,"A",111
"187",11893,5694,1,1,"VALLES CENTRALES",121,"C",333
"188",1544,708,0.472332596994919,2.11715220664891,"VALLES CENTRALES",121,"A",111
"189",6579,3168,1,1,"VALLES CENTRALES",121,"B",222
"190",4406,2053,1,1,"VALLES CENTRALES",121,"B",222
"191",18428,8824,1,1,"VALLES CENTRALES",121,"A",111
"192",2535,1233,0.466245836724365,2.14479126939889,"VALLES CENTRALES",121,"A",111
"193",47356,22857,1,1,"VALLES CENTRALES",121,"A",111
"194",16241,7515,1,1,"VALLES CENTRALES",121,"A",111
"195",8089,3956,1,1,"VALLES CENTRALES",121,"A",111
"196",8684,4141,1,1,"VALLES CENTRALES",121,"A",111
"197",1745,720,0.484506117536025,2.06395742758738,"VALLES CENTRALES",121,"A",111
"198",3385,1605,0.71336830370882,1.40180043716685,"VALLES CENTRALES",121,"A",111
"199",19215,8935,1,1,"VALLES CENTRALES",121,"C",333
"200",3964,1839,1,1,"VALLES CENTRALES",121,"B",222
"201",4879,2296,1,1,"VALLES CENTRALES",121,"A",111
"202",2603,1227,0.813191172145891,1.22972313799368,"VALLES CENTRALES",121,"C",333
"203",3759,1786,0.797365595442453,1.25412985676302,"VALLES CENTRALES",121,"A",111
"204",3285,1580,0.735280640682811,1.36002492744996,"VALLES CENTRALES",121,"B",222
"205",9417,4453,1,1,"VALLES CENTRALES",121,"A",111
"206",3893,1844,0.934926377556952,1.06960293773408,"VALLES CENTRALES",121,"A",111
"207",9653,4547,1,1,"VALLES CENTRALES",121,"B",222
"208",4405,2135,0.848494381715099,1.17855818677156,"VALLES CENTRALES",121,"A",111
"209",77833,36822,1,1,"VALLES CENTRALES",121,"A",111
"210",2708,1359,0.69267331878894,1.44368199680101,"VALLES CENTRALES",121,"B",222
"211",21456,10112,1,1,"VALLES CENTRALES",121,"A",111
"212",3160,1385,0.609893379109418,1.63963085065823,"VALLES CENTRALES",121,"A",111
"213",2705,1296,0.656152757165621,1.52403535469346,"VALLES CENTRALES",121,"B",222
"214",11825,5614,1,1,"VALLES CENTRALES",121,"C",333
"215",3604,1615,0.793713539280121,1.25990039291377,"VALLES CENTRALES",121,"A",111
"216",2565,1232,0.816843228308223,1.22422512098327,"VALLES CENTRALES",121,"A",111
"217",8165,3754,1,1,"VALLES CENTRALES",121,"A",111
"218",3359,1666,0.999446036424815,1.00055427062092,"VALLES CENTRALES",121,"C",333
"219",13860,6581,1,1,"VALLES CENTRALES",121,"A",111
"220",1084,480,0.365205616233185,2.73818352059925,"VALLES CENTRALES",121,"A",111
"221",19625,9151,1,1,"VALLES CENTRALES",121,"B",222
"222",6822,3322,0.93127432139462,1.07379745905853,"VALLES CENTRALES",121,"A",111
"223",34101,16240,1,1,"VALLES CENTRALES",121,"A",111
"224",10491,5052,1,1,"VALLES CENTRALES",121,"C",333
"225",7522,3576,1,1,"VALLES CENTRALES",121,"A",111
"226",4220,1879,1,1,"VALLES CENTRALES",121,"A",111
"227",10500,4894,1,1,"VALLES CENTRALES",121,"C",333
"228",4894,2244,0.911796688528851,1.09673572253642,"VALLES CENTRALES",121,"A",111
"229",6307,2995,1,1,"VALLES CENTRALES",121,"B",222
"230",2772,1316,0.456507020291481,2.1905468164794,"VALLES CENTRALES",121,"A",111
"231",7187,3419,1,1,"VALLES CENTRALES",121,"B",222
"232",9280,4426,1,1,"VALLES CENTRALES",121,"A",111
"233",3302,1557,1,1,"VALLES CENTRALES",121,"B",222
"234",7865,3799,1,1,"VALLES CENTRALES",121,"C",333
"235",1849,882,0.523461383267564,1.91036059576692,"VALLES CENTRALES",121,"A",111
"236",5638,2657,1,1,"VALLES CENTRALES",121,"B",222
"237",9025,4256,1,1,"VALLES CENTRALES",121,"A",111
"238",5076,2368,1,1,"VALLES CENTRALES",121,"A",111
"239",916,418,0.225210130010464,4.44029760097176,"VALLES CENTRALES",121,"A",111
"240",6287,2975,0.925187561124067,1.08086191602602,"VALLES CENTRALES",121,"A",111
"241",4712,2221,1,1,"VALLES CENTRALES",121,"B",222
"242",3592,1684,0.836320861173992,1.1957133277726,"VALLES CENTRALES",121,"A",111
"243",3615,1720,0.881362887176085,1.13460643118753,"VALLES CENTRALES",121,"A",111
"244",2683,1269,0.611110731163529,1.63636465374457,"VALLES CENTRALES",121,"A",111
"245",2790,1367,0.807104411875338,1.23899706814446,"VALLES CENTRALES",121,"A",111
"246",13704,6548,1,1,"VALLES CENTRALES",121,"A",111
"247",9542,4555,1,1,"VALLES CENTRALES",121,"A",111
"248",5025,2431,1,1,"VALLES CENTRALES",121,"A",111
"249",27465,13029,1,1,"VALLES CENTRALES",121,"A",111
"250",2785,1319,0.882580239230196,1.13304145679969,"VALLES CENTRALES",121,"A",111
"251",908,442,0.33598916693453,2.97628643543397,"SIERRA SUR",70,"B",222
"252",7390,3609,1,1,"SIERRA SUR",70,"C",333
"253",3849,1757,0.737715344791033,1.35553639633626,"SIERRA SUR",70,"A",111
"254",2009,964,0.351814743637968,2.84240503868434,"SIERRA SUR",70,"B",222
"255",3308,1605,0.85092908582332,1.17518606034303,"SIERRA SUR",70,"C",333
"256",4402,1984,1,1,"SIERRA SUR",70,"B",222
"257",2884,1428,0.843624973498656,1.18536083142825,"SIERRA SUR",70,"B",222
"258",4170,2048,0.689021262626608,1.45133402151904,"SIERRA SUR",70,"C",333
"259",11813,5902,1,1,"SIERRA SUR",70,"C",333
"260",1978,957,0.449202907966817,2.22616546390183,"SIERRA SUR",70,"A",111
"261",6678,3184,1,1,"SIERRA SUR",70,"B",222
"262",3624,1657,1,1,"SIERRA SUR",70,"C",333
"263",4571,2198,1,1,"SIERRA SUR",70,"C",333
"264",2976,1364,0.622066899650524,1.60754414125201,"SIERRA SUR",70,"B",222
"265",2666,1256,0.372509728557848,2.68449364764632,"SIERRA SUR",70,"A",111
"266",17897,8669,1,1,"SIERRA SUR",70,"C",333
"267",3356,1634,0.678065094139612,1.47478466100498,"SIERRA SUR",70,"A",111
"268",3990,1970,0.764497089981466,1.30804945251557,"SIERRA SUR",70,"A",111
"269",10975,5278,1,1,"SIERRA SUR",70,"C",333
"270",2623,1214,0.701194783167714,1.42613725031211,"SIERRA SUR",70,"A",111
"271",5024,2365,1,1,"SIERRA SUR",70,"B",222
"272",31897,14982,1,1,"SIERRA SUR",70,"C",333
"273",2568,1166,0.596502506514201,1.67643889016281,"SIERRA SUR",70,"A",111
"274",12525,6176,1,1,"SIERRA SUR",70,"C",333
"275",2191,1052,0.468680540832587,2.13364949657085,"SIERRA SUR",70,"A",111
"276",3331,1574,0.847277029660988,1.18025151749968,"SIERRA SUR",70,"C",333
"277",7048,3213,1,1,"SIERRA SUR",70,"B",222
"278",3461,1703,0.993359276154262,1.00668511786737,"SIERRA SUR",70,"C",333
"279",41387,19792,1,1,"SIERRA SUR",70,"C",333
"280",6468,3032,1,1,"SIERRA SUR",70,"B",222
"281",2851,1396,0.738932696845143,1.35330322270144,"SIERRA SUR",70,"C",333
"282",2231,1094,0.516157270942901,1.937394000424,"SIERRA SUR",70,"A",111
"283",3168,1582,0.721889768087595,1.38525304583436,"SIERRA SUR",70,"C",333
"284",4167,2029,0.981185755613156,1.01917500766722,"SIERRA SUR",70,"C",333
"285",3924,1841,1,1,"SIERRA SUR",70,"C",333
"286",3664,1803,0.721889768087595,1.38525304583436,"SIERRA SUR",70,"B",222
"287",677,333,0.238601002605681,4.19109722540702,"SIERRA SUR",70,"A",111
"288",1945,925,0.466245836724365,2.14479126939889,"SIERRA SUR",70,"A",111
"289",3992,1915,0.97022958712616,1.03068388479269,"SIERRA SUR",70,"B",222
"290",15076,7021,1,1,"SIERRA SUR",70,"C",333
"291",1430,701,0.393204713477729,2.54320450829652,"SIERRA SUR",70,"C",333
"292",3427,1671,0.755975625602692,1.32279397130399,"SIERRA SUR",70,"C",333
"293",4888,2290,1,1,"SIERRA SUR",70,"B",222
"294",5449,2636,1,1,"SIERRA SUR",70,"C",333
"295",2911,1402,0.595285154460091,1.67986719055169,"SIERRA SUR",70,"A",111
"296",1770,886,0.35668415185441,2.8036008743337,"SIERRA SUR",70,"B",222
"297",12313,5930,1,1,"SIERRA SUR",70,"C",333
"298",4394,2111,0.858233198147983,1.16518447685075,"COSTA",50,"A",111
"299",2832,1381,0.715803007817042,1.39703240846901,"COSTA",50,"B",222
"300",3060,1503,0.928839617286399,1.07661213129722,"COSTA",50,"B",222
"301",8481,4210,1,1,"COSTA",50,"C",333
"302",22565,11108,1,1,"COSTA",50,"C",333
"303",43860,21514,1,1,"COSTA",50,"C",333
"304",3968,1954,0.93127432139462,1.07379745905853,"COSTA",50,"B",222
"305",5955,2842,1,1,"COSTA",50,"A",111
"306",3628,1702,0.69267331878894,1.44368199680101,"COSTA",50,"C",333
"307",43913,21372,1,1,"COSTA",50,"C",333
"308",3260,1609,0.892319055663081,1.12067538360133,"COSTA",50,"B",222
"309",2325,1138,0.630588364029299,1.58582057177563,"COSTA",50,"B",222
"310",3952,1846,1,1,"COSTA",50,"C",333
"311",6629,3248,1,1,"COSTA",50,"A",111
"312",4136,1953,0.769366498197909,1.2997706585123,"COSTA",50,"A",111
"313",2595,1204,0.501549046293573,1.99382295189266,"COSTA",50,"A",111
"314",4733,2263,0.993359276154262,1.00668511786737,"COSTA",50,"C",333
"315",2226,1110,1,1,"COSTA",50,"B",222
"316",3386,1654,0.776670610522572,1.28754710999965,"COSTA",50,"B",222
"317",42860,20826,1,1,"COSTA",50,"C",333
"318",8680,4216,1,1,"COSTA",50,"C",333
"319",3031,1539,0.71336830370882,1.40180043716685,"COSTA",50,"B",222
"320",11555,5544,1,1,"COSTA",50,"B",222
"321",6161,2852,1,1,"COSTA",50,"B",222
"322",14710,7145,1,1,"COSTA",50,"C",333
"323",4543,2232,0.911796688528851,1.09673572253642,"COSTA",50,"A",111
"324",5561,2709,1,1,"COSTA",50,"C",333
"325",10794,5277,1,1,"COSTA",50,"C",333
"326",3986,1985,0.995793980262483,1.00422378506085,"COSTA",50,"B",222
"327",38629,18726,1,1,"COSTA",50,"C",333
"328",18383,8815,1,1,"COSTA",50,"C",333
"329",4531,2159,0.94953460220628,1.05314750792279,"COSTA",50,"C",333
"330",1451,705,0.340858575150972,2.93376805778491,"COSTA",50,"A",111
"331",4122,1893,0.729193880412258,1.37137738928176,"COSTA",50,"A",111
"332",9494,4583,1,1,"COSTA",50,"B",222
"333",3903,1904,0.945882546043948,1.05721371451709,"COSTA",50,"A",111
"334",15986,7759,1,1,"COSTA",50,"C",333
"335",11917,5749,1,1,"COSTA",50,"C",333
"336",2422,1173,0.614762787325861,1.62664367560352,"COSTA",50,"B",222
"337",4953,2403,1,1,"COSTA",50,"C",333
"338",3224,1601,0.809539115983559,1.23527076117259,"COSTA",50,"B",222
"339",9860,4730,1,1,"COSTA",50,"C",333
"340",5867,2850,1,1,"COSTA",50,"B",222
"341",50309,24328,1,1,"COSTA",50,"C",333
"342",10547,5065,1,1,"COSTA",50,"B",222
"343",22562,11104,1,1,"COSTA",50,"C",333
"344",24318,12000,1,1,"COSTA",50,"C",333
"345",2773,1429,0.947099898098058,1.05585482799457,"CANADA",45,"C",333
"346",1913,919,0.758410329710913,1.31854744170108,"CANADA",45,"C",333
"347",4263,2024,1,1,"CANADA",45,"A",111
"348",2136,1022,0.467463188778476,2.13920587546816,"CANADA",45,"A",111
"349",4277,2094,1,1,"CANADA",45,"B",222
"350",3252,1440,0.881362887176085,1.13460643118753,"CANADA",45,"A",111
"351",7554,3653,1,1,"CANADA",45,"A",111
"352",4052,1941,1,1,"CANADA",45,"A",111
"353",20584,10098,1,1,"CANADA",45,"C",333
"354",9441,4601,1,1,"CANADA",45,"C",333
"355",5995,2824,1,1,"CANADA",45,"A",111
"356",13435,6634,1,1,"CANADA",45,"C",333
"357",3669,1774,0.838755565282214,1.19224246179938,"CANADA",45,"A",111
"358",2292,1088,0.517374622997011,1.93283542630535,"CANADA",45,"A",111
"359",4427,2106,1,1,"CANADA",45,"B",222
"360",2209,1104,0.585546338027206,1.70780676960452,"CANADA",45,"B",222
"361",3071,1537,0.874058774851421,1.1440878219774,"CANADA",45,"B",222
"362",8966,4275,1,1,"CANADA",45,"A",111
"363",2458,1157,0.846059677606877,1.18194972112198,"CANADA",45,"A",111
"364",1774,847,0.517374622997011,1.93283542630535,"CANADA",45,"C",333
"365",834,377,0.331119758718087,3.02005535360212,"CANADA",45,"A",111
"366",4651,2208,1,1,"CANADA",45,"A",111
"367",1113,539,0.31651153406876,3.15944252376837,"CANADA",45,"A",111
"368",18478,8929,1,1,"CANADA",45,"C",333
"369",3846,1949,1,1,"CANADA",45,"A",111
"370",30004,13952,1,1,"CANADA",45,"B",222
"371",1606,769,0.510070510672348,1.96051326057226,"CANADA",45,"A",111
"372",4957,2440,1,1,"CANADA",45,"C",333
"373",2357,1166,0.624501603758745,1.60127691263114,"CANADA",45,"B",222
