"","freq","gene","rx","comp.conc","flag"
"194",1,"BMP2","Hypoxia",7.81e-15,1
"195",0.977012855,"HFE","Hypoxia",7.81e-15,0
"196",0.4208,"PPPCC","Hypoxia",7.81e-15,0
"197",0.5383,"SLC3A2","Hypoxia",7.81e-15,0
"198",0.98765195,"BMP2","Hypoxia",7.81e-15,0
"199",0.993282071,"HFE","Hypoxia",7.81e-15,0
"200",0.3849,"PPPCC","Hypoxia",7.81e-15,0
"201",0.527,"SLC3A2","Hypoxia",7.81e-15,0
"202",1,"BMP2","Normoxia",7.81e-15,1
"203",0.990574158,"HFE","Normoxia",7.81e-15,0
"204",0.4868,"PPPCC","Normoxia",7.81e-15,0
"205",0.3918,"SLC3A2","Normoxia",7.81e-15,0
"206",0.998536784,"BMP2","Normoxia",7.81e-15,0
"207",0.985737904,"HFE","Normoxia",7.81e-15,0
"208",0.4524,"PPPCC","Normoxia",7.81e-15,0
"209",0.4249,"SLC3A2","Normoxia",7.81e-15,0
"210",1,"BMP2","Normoxia",7.81e-15,1
"211",0.994364979,"HFE","Normoxia",7.81e-15,0
"212",0.4475,"PPPCC","Normoxia",7.81e-15,0
"213",0.4016,"SLC3A2","Normoxia",7.81e-15,0
"214",0.522489923,"BMP2","Hypoxia",6.1e-17,0
"215",0.596755198,"HFE","Hypoxia",6.1e-17,0
"216",0.9849,"PPPCC","Hypoxia",6.1e-17,0
"217",0.9885,"SLC3A2","Hypoxia",6.1e-17,0
"218",0.674173146,"BMP2","Hypoxia",6.1e-17,0
"219",0.51545894,"HFE","Hypoxia",6.1e-17,0
"220",0.9956,"PPPCC","Hypoxia",6.1e-17,0
"221",1,"SLC3A2","Hypoxia",6.1e-17,1
"222",0.641932068,"BMP2","Hypoxia",6.1e-17,0
"223",0.472825565,"HFE","Hypoxia",6.1e-17,0
"224",1,"PPPCC","Hypoxia",6.1e-17,1
"225",1,"SLC3A2","Hypoxia",6.1e-17,1
"226",0.574938139,"BMP2","Normoxia",6.1e-17,0
"227",0.693899303,"HFE","Normoxia",6.1e-17,0
"228",1,"PPPCC","Normoxia",6.1e-17,1
"229",0.9683,"SLC3A2","Normoxia",6.1e-17,0
"230",0.427655976,"BMP2","Normoxia",6.1e-17,0
"231",0.598146162,"HFE","Normoxia",6.1e-17,0
"232",1,"PPPCC","Normoxia",6.1e-17,1
"233",0.9584,"SLC3A2","Normoxia",6.1e-17,0
"234",0.708114567,"BMP2","Normoxia",6.1e-17,0
"235",0.679402623,"HFE","Normoxia",6.1e-17,0
"236",0.9898,"PPPCC","Normoxia",6.1e-17,0
"237",0.9532,"SLC3A2","Normoxia",6.1e-17,0
"238",0.980738669,"BMP2","Hypoxia",6.25e-14,0
"239",0.934735655,"HFE","Hypoxia",6.25e-14,0
"240",0.0997,"PPPCC","Hypoxia",6.25e-14,0
"241",0.1808,"SLC3A2","Hypoxia",6.25e-14,0
"242",0.994124252,"BMP2","Hypoxia",6.25e-14,0
"243",1,"HFE","Hypoxia",6.25e-14,1
"244",0.0646,"PPPCC","Hypoxia",6.25e-14,0
"245",0.1573,"SLC3A2","Hypoxia",6.25e-14,0
"246",1,"BMP2","Hypoxia",6.25e-14,1
"247",0.999080723,"HFE","Hypoxia",6.25e-14,0
"248",0.0435,"PPPCC","Hypoxia",6.25e-14,0
"249",0.0775,"SLC3A2","Hypoxia",6.25e-14,0
"250",1,"BMP2","Normoxia",6.25e-14,1
"251",1,"HFE","Normoxia",6.25e-14,1
"252",0.1843,"PPPCC","Normoxia",6.25e-14,0
"253",0.1234,"SLC3A2","Normoxia",6.25e-14,0
"254",1,"BMP2","Normoxia",6.25e-14,1
"255",0.997739452,"HFE","Normoxia",6.25e-14,0
"256",0.0999,"PPPCC","Normoxia",6.25e-14,0
"257",0.086,"SLC3A2","Normoxia",6.25e-14,0
"258",1,"BMP2","Normoxia",6.25e-14,1
"259",0.99631992,"HFE","Normoxia",6.25e-14,0
"260",0.0941,"PPPCC","Normoxia",6.25e-14,0
"261",0,"SLC3A2","Normoxia",6.25e-14,1
"262",0.8934,"PPPCC","Hypoxia",4.88e-16,0
"263",0.962,"SLC3A2","Hypoxia",4.88e-16,0
"264",0.934121787,"BMP2","Hypoxia",4.88e-16,0
"265",0.851682617,"HFE","Hypoxia",4.88e-16,0
"266",0.8995,"PPPCC","Hypoxia",4.88e-16,0
"267",0.9505,"SLC3A2","Hypoxia",4.88e-16,0
"268",0.79296851,"HFE","Hypoxia",4.88e-16,0
"269",0.9066,"PPPCC","Hypoxia",4.88e-16,0
"270",0.9636,"SLC3A2","Hypoxia",4.88e-16,0
"271",0.902333151,"HFE","Normoxia",4.88e-16,0
"272",0.8774,"PPPCC","Normoxia",4.88e-16,0
"273",0.8895,"SLC3A2","Normoxia",4.88e-16,0
"274",0.9309,"PPPCC","Normoxia",4.88e-16,0
"275",0.9213,"SLC3A2","Normoxia",4.88e-16,0
"276",0.9353,"PPPCC","Normoxia",4.88e-16,0
"277",0.9213,"SLC3A2","Normoxia",4.88e-16,0
"278",1,"BMP2","Hypoxia",3.91e-15,1
"279",0.960375107,"HFE","Hypoxia",3.91e-15,0
"280",0.6274,"PPPCC","Hypoxia",3.91e-15,0
"281",0.7043,"SLC3A2","Hypoxia",3.91e-15,0
"282",0.978991025,"BMP2","Hypoxia",3.91e-15,0
"283",0.987518321,"HFE","Hypoxia",3.91e-15,0
"284",0.6181,"PPPCC","Hypoxia",3.91e-15,0
"285",0.7164,"SLC3A2","Hypoxia",3.91e-15,0
"286",0.973959394,"BMP2","Hypoxia",3.91e-15,0
"287",0.968966012,"HFE","Hypoxia",3.91e-15,0
"288",0.5697,"PPPCC","Hypoxia",3.91e-15,0
"289",0.6724,"SLC3A2","Hypoxia",3.91e-15,0
"290",0.984063205,"BMP2","Normoxia",3.91e-15,0
"291",0.984797591,"HFE","Normoxia",3.91e-15,0
"292",0.5752,"PPPCC","Normoxia",3.91e-15,0
"293",0.5836,"SLC3A2","Normoxia",3.91e-15,0
"294",0.960669285,"BMP2","Normoxia",3.91e-15,0
"295",0.980008489,"HFE","Normoxia",3.91e-15,0
"296",0.6652,"PPPCC","Normoxia",3.91e-15,0
"297",0.6397,"SLC3A2","Normoxia",3.91e-15,0
"298",0.968909833,"BMP2","Normoxia",3.91e-15,0
"299",0.982083209,"HFE","Normoxia",3.91e-15,0
"300",0.6506,"PPPCC","Normoxia",3.91e-15,0
"301",0.6052,"SLC3A2","Normoxia",3.91e-15,0
"302",0.987000749,"BMP2","Hypoxia",5e-13,0
"303",1,"HFE","Hypoxia",5e-13,1
"304",0.0323,"PPPCC","Hypoxia",5e-13,0
"305",0.0064,"SLC3A2","Hypoxia",5e-13,0
"306",0.989906576,"BMP2","Hypoxia",5e-13,0
"307",0.997735352,"HFE","Hypoxia",5e-13,0
"308",0.0399,"PPPCC","Hypoxia",5e-13,0
"309",0,"SLC3A2","Hypoxia",5e-13,1
"310",0.985766294,"BMP2","Hypoxia",5e-13,0
"311",1,"HFE","Hypoxia",5e-13,1
"312",0.0625,"PPPCC","Hypoxia",5e-13,0
"313",0,"SLC3A2","Hypoxia",5e-13,1
"314",0.991686053,"BMP2","Normoxia",5e-13,0
"315",1,"HFE","Normoxia",5e-13,1
"316",0.07,"PPPCC","Normoxia",5e-13,0
"317",0.1934,"SLC3A2","Normoxia",5e-13,0
"318",1,"BMP2","Normoxia",5e-13,1
"319",1,"HFE","Normoxia",5e-13,1
"320",0.0294,"PPPCC","Normoxia",5e-13,0
"321",0.0018,"SLC3A2","Normoxia",5e-13,0
"322",1,"BMP2","Normoxia",5e-13,1
"323",0.992332106,"HFE","Normoxia",5e-13,0
"324",0.0485,"PPPCC","Normoxia",5e-13,0
"325",0.001,"SLC3A2","Normoxia",5e-13,0
"326",1,"BMP2","Hypoxia",3.13e-14,1
"327",1,"HFE","Hypoxia",3.13e-14,1
"328",0.1188,"PPPCC","Hypoxia",3.13e-14,0
"329",0.264,"SLC3A2","Hypoxia",3.13e-14,0
"330",0.998462544,"BMP2","Hypoxia",3.13e-14,0
"331",0.996965441,"HFE","Hypoxia",3.13e-14,0
"332",0.1359,"PPPCC","Hypoxia",3.13e-14,0
"333",0.2439,"SLC3A2","Hypoxia",3.13e-14,0
"334",1,"BMP2","Hypoxia",3.13e-14,1
"335",1,"HFE","Hypoxia",3.13e-14,1
"336",0.1777,"PPPCC","Hypoxia",3.13e-14,0
"337",0.2586,"SLC3A2","Hypoxia",3.13e-14,0
"338",0.988828957,"BMP2","Normoxia",3.13e-14,0
"339",0.997882124,"HFE","Normoxia",3.13e-14,0
"340",0.2269,"PPPCC","Normoxia",3.13e-14,0
"341",0.1784,"SLC3A2","Normoxia",3.13e-14,0
"342",0.967294407,"BMP2","Normoxia",3.13e-14,0
"343",1,"HFE","Normoxia",3.13e-14,1
"344",0.1563,"PPPCC","Normoxia",3.13e-14,0
"345",0.1391,"SLC3A2","Normoxia",3.13e-14,0
"346",0.994045328,"BMP2","Normoxia",3.13e-14,0
"347",1,"HFE","Normoxia",3.13e-14,1
"348",0.2031,"PPPCC","Normoxia",3.13e-14,0
"349",0.1688,"SLC3A2","Normoxia",3.13e-14,0
"350",0.790330423,"BMP2","Hypoxia",2.44e-16,0
"351",0.744382955,"HFE","Hypoxia",2.44e-16,0
"352",0.9148,"PPPCC","Hypoxia",2.44e-16,0
"353",0.9676,"SLC3A2","Hypoxia",2.44e-16,0
"354",0.82700616,"BMP2","Hypoxia",2.44e-16,0
"355",0.718643221,"HFE","Hypoxia",2.44e-16,0
"356",0.948,"PPPCC","Hypoxia",2.44e-16,0
"357",0.9736,"SLC3A2","Hypoxia",2.44e-16,0
"358",0.733100958,"BMP2","Hypoxia",2.44e-16,0
"359",0.768036607,"HFE","Hypoxia",2.44e-16,0
"360",0.9366,"PPPCC","Hypoxia",2.44e-16,0
"361",0.9451,"SLC3A2","Hypoxia",2.44e-16,0
"362",0.779271207,"BMP2","Normoxia",2.44e-16,0
"363",0.847973178,"HFE","Normoxia",2.44e-16,0
"364",0.9528,"PPPCC","Normoxia",2.44e-16,0
"365",0.8839,"SLC3A2","Normoxia",2.44e-16,0
"366",0.790470288,"BMP2","Normoxia",2.44e-16,0
"367",0.768784364,"HFE","Normoxia",2.44e-16,0
"368",0.9358,"PPPCC","Normoxia",2.44e-16,0
"369",0.9298,"SLC3A2","Normoxia",2.44e-16,0
"370",0.798195084,"HFE","Normoxia",2.44e-16,0
"371",0.9464,"PPPCC","Normoxia",2.44e-16,0
"372",0.919,"SLC3A2","Normoxia",2.44e-16,0
"373",0.983939089,"BMP2","Hypoxia",2.5e-13,0
"374",1,"HFE","Hypoxia",2.5e-13,1
"375",0.0456,"PPPCC","Hypoxia",2.5e-13,0
"376",0.0363,"SLC3A2","Hypoxia",2.5e-13,0
"377",1,"BMP2","Hypoxia",2.5e-13,1
"378",1,"HFE","Hypoxia",2.5e-13,1
"379",0.0364,"PPPCC","Hypoxia",2.5e-13,0
"380",0,"SLC3A2","Hypoxia",2.5e-13,1
"381",0.995714339,"BMP2","Hypoxia",2.5e-13,0
"382",1,"HFE","Hypoxia",2.5e-13,1
"383",0.0199,"PPPCC","Hypoxia",2.5e-13,0
"384",0.0027,"SLC3A2","Hypoxia",2.5e-13,0
"385",0.992884869,"BMP2","Normoxia",2.5e-13,0
"386",0.996214648,"HFE","Normoxia",2.5e-13,0
"387",0.0529,"PPPCC","Normoxia",2.5e-13,0
"388",0,"SLC3A2","Normoxia",2.5e-13,1
"389",1,"BMP2","Normoxia",2.5e-13,1
"390",1,"HFE","Normoxia",2.5e-13,1
"391",0.0323,"PPPCC","Normoxia",2.5e-13,0
"392",0,"SLC3A2","Normoxia",2.5e-13,1
"393",0.997983775,"BMP2","Normoxia",2.5e-13,0
"394",1,"HFE","Normoxia",2.5e-13,1
"395",0.0636,"PPPCC","Normoxia",2.5e-13,0
"396",0,"SLC3A2","Normoxia",2.5e-13,1
"397",0.953089376,"BMP2","Hypoxia",1.95e-15,0
"398",0.966874623,"HFE","Hypoxia",1.95e-15,0
"399",0.6725,"PPPCC","Hypoxia",1.95e-15,0
"400",0.8275,"SLC3A2","Hypoxia",1.95e-15,0
"401",0.9642026,"BMP2","Hypoxia",1.95e-15,0
"402",0.930635764,"HFE","Hypoxia",1.95e-15,0
"403",0.7181,"PPPCC","Hypoxia",1.95e-15,0
"404",0.818,"SLC3A2","Hypoxia",1.95e-15,0
"405",0.961680273,"BMP2","Hypoxia",1.95e-15,0
"406",0.947406245,"HFE","Hypoxia",1.95e-15,0
"407",0.6808,"PPPCC","Hypoxia",1.95e-15,0
"408",0.8062,"SLC3A2","Hypoxia",1.95e-15,0
"409",0.959605088,"BMP2","Normoxia",1.95e-15,0
"410",0.969538381,"HFE","Normoxia",1.95e-15,0
"411",0.6819,"PPPCC","Normoxia",1.95e-15,0
"412",0.6577,"SLC3A2","Normoxia",1.95e-15,0
"413",0.912756506,"BMP2","Normoxia",1.95e-15,0
"414",0.968591666,"HFE","Normoxia",1.95e-15,0
"415",0.7614,"PPPCC","Normoxia",1.95e-15,0
"416",0.7487,"SLC3A2","Normoxia",1.95e-15,0
"417",0.94866565,"BMP2","Normoxia",1.95e-15,0
"418",0.979035198,"HFE","Normoxia",1.95e-15,0
"419",0.7471,"PPPCC","Normoxia",1.95e-15,0
"420",0.7537,"SLC3A2","Normoxia",1.95e-15,0
"421",0.997555606,"BMP2","Hypoxia",1.56e-14,0
"422",0.99218975,"HFE","Hypoxia",1.56e-14,0
"423",0.2577,"PPPCC","Hypoxia",1.56e-14,0
"424",0.3844,"SLC3A2","Hypoxia",1.56e-14,0
"425",1,"BMP2","Hypoxia",1.56e-14,1
"426",0.990151968,"HFE","Hypoxia",1.56e-14,0
"427",0.2562,"PPPCC","Hypoxia",1.56e-14,0
"428",0.4434,"SLC3A2","Hypoxia",1.56e-14,0
"429",0.999183102,"BMP2","Hypoxia",1.56e-14,0
"430",0.98969722,"HFE","Hypoxia",1.56e-14,0
"431",0.339,"PPPCC","Hypoxia",1.56e-14,0
"432",0.4758,"SLC3A2","Hypoxia",1.56e-14,0
"433",1,"BMP2","Normoxia",1.56e-14,1
"434",0.999999702,"HFE","Normoxia",1.56e-14,0
"435",0.4043,"PPPCC","Normoxia",1.56e-14,0
"436",0.3807,"SLC3A2","Normoxia",1.56e-14,0
"437",1,"BMP2","Normoxia",1.56e-14,1
"438",0.993996786,"HFE","Normoxia",1.56e-14,0
"439",0.4621,"PPPCC","Normoxia",1.56e-14,0
"440",0.3931,"SLC3A2","Normoxia",1.56e-14,0
"441",1,"BMP2","Normoxia",1.56e-14,1
"442",0.997699217,"HFE","Normoxia",1.56e-14,0
"443",0.4129,"PPPCC","Normoxia",1.56e-14,0
"444",0.3619,"SLC3A2","Normoxia",1.56e-14,0
"445",0.765964178,"BMP2","Hypoxia",1.22e-16,0
"446",0.656763336,"HFE","Hypoxia",1.22e-16,0
"447",0.9752,"PPPCC","Hypoxia",1.22e-16,0
"448",0.999,"SLC3A2","Hypoxia",1.22e-16,0
"449",0.66630727,"BMP2","Hypoxia",1.22e-16,0
"450",0.674504337,"HFE","Hypoxia",1.22e-16,0
"451",0.9786,"PPPCC","Hypoxia",1.22e-16,0
"452",0.9895,"SLC3A2","Hypoxia",1.22e-16,0
"453",0.631775965,"BMP2","Hypoxia",1.22e-16,0
"454",0.642243421,"HFE","Hypoxia",1.22e-16,0
"455",0.9773,"PPPCC","Hypoxia",1.22e-16,0
"456",0.9884,"SLC3A2","Hypoxia",1.22e-16,0
"457",0.747185455,"BMP2","Normoxia",1.22e-16,0
"458",0.818635242,"HFE","Normoxia",1.22e-16,0
"459",0.9828,"PPPCC","Normoxia",1.22e-16,0
"460",0.9676,"SLC3A2","Normoxia",1.22e-16,0
"461",0.678982923,"BMP2","Normoxia",1.22e-16,0
"462",0.757478944,"HFE","Normoxia",1.22e-16,0
