"","time","nondurables"
"390",1951.41666666667,25.132
"391",1951.5,23.31
"392",1951.58333333333,25.049
"393",1951.66666666667,25.422
"394",1951.75,25.297
"395",1951.83333333333,24.801
"396",1951.91666666667,23.931
"397",1952,24.428
"398",1952.08333333333,25.132
"399",1952.16666666667,25.09
"400",1952.25,24.262
"401",1952.33333333333,24.014
"402",1952.41666666667,25.297
"403",1952.5,23.807
"404",1952.58333333333,26.208
"405",1952.66666666667,26.871
"406",1952.75,27.45
"407",1952.83333333333,26.995
"408",1952.91666666667,25.836
"409",1953,25.836
"410",1953.08333333333,26.829
"411",1953.16666666667,27.078
"412",1953.25,26.498
"413",1953.33333333333,26.705
"414",1953.41666666667,26.995
"415",1953.5,25.297
"416",1953.58333333333,27.119
"417",1953.66666666667,27.285
"418",1953.75,27.45
"419",1953.83333333333,26.457
"420",1953.91666666667,24.718
"421",1954,25.38
"422",1954.08333333333,26.126
"423",1954.16666666667,26.415
"424",1954.25,26.043
"425",1954.33333333333,26.208
"426",1954.41666666667,26.664
"427",1954.5,25.215
"428",1954.58333333333,27.078
"429",1954.66666666667,27.989
"430",1954.75,28.403
"431",1954.83333333333,27.823
"432",1954.91666666667,27.036
"433",1955,27.699
"434",1955.08333333333,28.444
"435",1955.16666666667,29.231
"436",1955.25,29.024
"437",1955.33333333333,29.396
"438",1955.41666666667,29.893
"439",1955.5,28.071
"440",1955.58333333333,30.017
"441",1955.66666666667,30.97
"442",1955.75,31.674
"443",1955.83333333333,31.011
"444",1955.91666666667,29.976
"445",1956,30.39
"446",1956.08333333333,31.053
"447",1956.16666666667,31.053
"448",1956.25,30.97
"449",1956.33333333333,30.763
"450",1956.41666666667,30.97
"451",1956.5,29.272
"452",1956.58333333333,31.674
"453",1956.66666666667,32.46
"454",1956.75,32.791
"455",1956.83333333333,31.632
"456",1956.91666666667,30.431
"457",1957,30.846
"458",1957.08333333333,31.756
"459",1957.16666666667,32.005
"460",1957.25,31.26
"461",1957.33333333333,31.384
"462",1957.41666666667,31.839
"463",1957.5,30.266
"464",1957.58333333333,32.584
"465",1957.66666666667,33.205
"466",1957.75,32.998
"467",1957.83333333333,31.549
"468",1957.91666666667,30.017
"469",1958,30.266
"470",1958.08333333333,30.68
"471",1958.16666666667,30.638
"472",1958.25,30.39
"473",1958.33333333333,30.763
"474",1958.41666666667,31.963
"475",1958.5,30.556
"476",1958.58333333333,33.371
"477",1958.66666666667,33.951
"478",1958.75,34.448
"479",1958.83333333333,33.661
"480",1958.91666666667,31.963
"481",1959,32.998
"482",1959.08333333333,34.158
"483",1959.16666666667,34.365
"484",1959.25,34.862
"485",1959.33333333333,34.944
"486",1959.41666666667,35.441
"487",1959.5,33.951
"488",1959.58333333333,36.559
"489",1959.66666666667,36.973
"490",1959.75,36.766
"491",1959.83333333333,35.524
"492",1959.91666666667,34.158
"493",1960,35.151
"494",1960.08333333333,35.566
"495",1960.16666666667,35.938
"496",1960.25,36.145
"497",1960.33333333333,36.187
"498",1960.41666666667,36.642
"499",1960.5,34.572
"500",1960.58333333333,36.808
"501",1960.66666666667,37.139
"502",1960.75,37.346
"503",1960.83333333333,35.607
"504",1960.91666666667,33.62
"505",1961,34.158
"506",1961.08333333333,35.151
"507",1961.16666666667,35.731
"508",1961.25,36.352
"509",1961.33333333333,36.559
"510",1961.41666666667,37.553
"511",1961.5,35.566
"512",1961.58333333333,38.588
"513",1961.66666666667,38.795
"514",1961.75,39.747
"515",1961.83333333333,38.754
"516",1961.91666666667,36.973
"517",1962,36.973
"518",1962.08333333333,38.381
"519",1962.16666666667,39.002
"520",1962.25,39.168
"521",1962.33333333333,39.333
"522",1962.41666666667,39.996
"523",1962.5,37.801
"524",1962.58333333333,40.451
"525",1962.66666666667,41.155
"526",1962.75,41.114
"527",1962.83333333333,39.83
"528",1962.91666666667,37.925
"529",1963,38.588
"530",1963.08333333333,39.954
"531",1963.16666666667,40.658
"532",1963.25,41.155
"533",1963.33333333333,41.362
"534",1963.41666666667,42.356
"535",1963.5,39.54
"536",1963.58333333333,42.853
"537",1963.66666666667,43.598
"538",1963.75,44.136
"539",1963.83333333333,42.48
"540",1963.91666666667,40.161
"541",1964,41.362
"542",1964.08333333333,42.728
"543",1964.16666666667,42.521
"544",1964.25,43.805
"545",1964.33333333333,44.177
"546",1964.41666666667,45.047
"547",1964.5,42.48
"548",1964.58333333333,45.668
"549",1964.66666666667,46.165
"550",1964.75,46.827
"551",1964.83333333333,45.171
"552",1964.91666666667,43.06
"553",1965,44.509
"554",1965.08333333333,45.627
"555",1965.16666666667,46.248
"556",1965.25,46.289
"557",1965.33333333333,46.662
"558",1965.41666666667,47.945
"559",1965.5,45.088
"560",1965.58333333333,48.525
"561",1965.66666666667,49.394
"562",1965.75,50.057
"563",1965.83333333333,48.401
"564",1965.91666666667,46.041
"565",1966,47.076
"566",1966.08333333333,48.401
"567",1966.16666666667,49.311
"568",1966.25,49.27
"569",1966.33333333333,49.725
"570",1966.41666666667,51.257
"571",1966.5,48.194
"572",1966.58333333333,51.671
"573",1966.66666666667,52.748
"574",1966.75,53.038
"575",1966.83333333333,51.216
"576",1966.91666666667,48.483
"577",1967,49.436
"578",1967.08333333333,50.294
"579",1967.16666666667,50.321
"580",1967.25,51.184
"581",1967.33333333333,50.277
"582",1967.41666666667,52.199
"583",1967.5,48.646
"584",1967.58333333333,53.15
"585",1967.66666666667,54.591
"586",1967.75,54.964
"587",1967.83333333333,53.255
"588",1967.91666666667,50.804
"589",1968,51.185
"590",1968.08333333333,52.995
"591",1968.16666666667,53.666
"592",1968.25,53.83
"593",1968.33333333333,54.479
"594",1968.41666666667,56.41
"595",1968.5,52.797
"596",1968.58333333333,56.889
"597",1968.66666666667,58.427
"598",1968.75,58.372
"599",1968.83333333333,56.796
"600",1968.91666666667,53.275
"601",1969,54.2
"602",1969.08333333333,56.567
"603",1969.16666666667,57.285
"604",1969.25,57.13
"605",1969.33333333333,57.488
"606",1969.41666666667,59.457
"607",1969.5,56.388
"608",1969.58333333333,59.87
"609",1969.66666666667,60.864
"610",1969.75,60.605
"611",1969.83333333333,58.399
"612",1969.91666666667,55.418
"613",1970,55.515
"614",1970.08333333333,57.421
"615",1970.16666666667,57.2
"616",1970.25,57.56
"617",1970.33333333333,57.582
"618",1970.41666666667,59.425
"619",1970.5,56.261
"620",1970.58333333333,58.928
"621",1970.66666666667,60.511
"622",1970.75,60.3
"623",1970.83333333333,57.807
"624",1970.91666666667,55.157
"625",1971,55.989
"626",1971.08333333333,57.717
"627",1971.16666666667,57.967
"628",1971.25,58.809
"629",1971.33333333333,59.102
"630",1971.41666666667,61.564
"631",1971.5,58.452
"632",1971.58333333333,62.018
"633",1971.66666666667,63.963
"634",1971.75,64.403
"635",1971.83333333333,62.402
"636",1971.91666666667,59.485
"637",1972,60.812
"638",1972.08333333333,63.025
"639",1972.16666666667,63.925
"640",1972.25,64.832
"641",1972.33333333333,64.866
"642",1972.41666666667,67.503
"643",1972.5,63.029
"644",1972.58333333333,68.044
"645",1972.66666666667,69.525
"646",1972.75,69.546
"647",1972.83333333333,67.328
"648",1972.91666666667,63.995
"649",1973,64.19
"650",1973.08333333333,67.26
"651",1973.16666666667,68.006
"652",1973.25,68.164
"653",1973.33333333333,68.695
"654",1973.41666666667,70.929
"655",1973.5,66.872
"656",1973.58333333333,71.508
"657",1973.66666666667,72.624
"658",1973.75,72.64
"659",1973.83333333333,69.952
"660",1973.91666666667,64.652
"661",1974,65.474
"662",1974.08333333333,67.964
"663",1974.16666666667,69.091
"664",1974.25,68.551
"665",1974.33333333333,69.337
"666",1974.41666666667,71.66
"667",1974.5,67.205
"668",1974.58333333333,71.344
"669",1974.66666666667,72.278
"670",1974.75,70.671
"671",1974.83333333333,66.485
"672",1974.91666666667,59.976
"673",1975,59.039
"674",1975.08333333333,60.517
"675",1975.16666666667,59.296
"676",1975.25,60.687
"677",1975.33333333333,61.52
"678",1975.41666666667,65.756
"679",1975.5,62.763
"680",1975.58333333333,67.578
"681",1975.66666666667,69.535
"682",1975.75,69.438
"683",1975.83333333333,67.832
"684",1975.91666666667,64.257
"685",1976,65.364
"686",1976.08333333333,69.194
"687",1976.16666666667,69.189
"688",1976.25,69.324
"689",1976.33333333333,69.753
"690",1976.41666666667,72.226
"691",1976.5,68.415
"692",1976.58333333333,72.265
"693",1976.66666666667,74.932
"694",1976.75,74.649
"695",1976.83333333333,72.34
"696",1976.91666666667,68.746
"697",1977,70.219
"698",1977.08333333333,72.502
"699",1977.16666666667,74.228
"700",1977.25,74.612
"701",1977.33333333333,75.584
"702",1977.41666666667,78.408
"703",1977.5,74.629
"704",1977.58333333333,79.296
"705",1977.66666666667,79.469
"706",1977.75,78.686
"707",1977.83333333333,77.106
"708",1977.91666666667,73.548
"709",1978,73.442
"710",1978.08333333333,75.805
"711",1978.16666666667,76.513
"712",1978.25,78.15
"713",1978.33333333333,78.348
"714",1978.41666666667,81.796
"715",1978.5,78.075
"716",1978.58333333333,81.964
"717",1978.66666666667,83.147
"718",1978.75,82.097
"719",1978.83333333333,80.317
"720",1978.91666666667,77.204
"721",1979,75.886
"722",1979.08333333333,78.497
"723",1979.16666666667,79.379
"724",1979.25,79.172
"725",1979.33333333333,79.79
"726",1979.41666666667,81.862
"727",1979.5,78.59
"728",1979.58333333333,82.518
"729",1979.66666666667,82.826
"730",1979.75,82.763
"731",1979.83333333333,80.192
"732",1979.91666666667,77.019
"733",1980,76.973
"734",1980.08333333333,78.91
"735",1980.16666666667,78.939
"736",1980.25,77.627
"737",1980.33333333333,76.203
"738",1980.41666666667,77.949
"739",1980.5,74.95
"740",1980.58333333333,79.75
"741",1980.66666666667,81.873
"742",1980.75,80.942
"743",1980.83333333333,78.857
"744",1980.91666666667,76.385
"745",1981,75.954
"746",1981.08333333333,78.644
"747",1981.16666666667,78.995
"748",1981.25,78.84
"749",1981.33333333333,79.48
"750",1981.41666666667,81.868
"751",1981.5,79.76
"752",1981.58333333333,82.941
"753",1981.66666666667,83.615
"754",1981.75,81.378
"755",1981.83333333333,78.275
"756",1981.91666666667,74.117
"757",1982,73.252
"758",1982.08333333333,77.395
"759",1982.16666666667,77.249
"760",1982.25,76.262
"761",1982.33333333333,76.556
"762",1982.41666666667,79.48
"763",1982.5,76.55
"764",1982.58333333333,81.094
"765",1982.66666666667,82.026
"766",1982.75,80.72
"767",1982.83333333333,77.734
"768",1982.91666666667,73.595
"769",1983,75.04
"770",1983.08333333333,77.253
"771",1983.16666666667,78.353
"772",1983.25,78.837
"773",1983.33333333333,80.558
"774",1983.41666666667,84.065
"775",1983.5,81.968
"776",1983.58333333333,86.805
"777",1983.66666666667,88.949
"778",1983.75,87.28
"779",1983.83333333333,84.018
"780",1983.91666666667,79.652
"781",1984,80.398
"782",1984.08333333333,83.377
"783",1984.16666666667,84.003
"784",1984.25,84.021
"785",1984.33333333333,84.769
"786",1984.41666666667,88.423
"787",1984.5,85.665
"788",1984.58333333333,89.046
"789",1984.66666666667,89.83
"790",1984.75,88.432
"791",1984.83333333333,85.059
"792",1984.91666666667,81.056
"793",1985,80.456
"794",1985.08333333333,83.34
"795",1985.16666666667,84.009
"796",1985.25,84.092
"797",1985.33333333333,85.402
"798",1985.41666666667,88.567
"799",1985.5,85.47
"800",1985.58333333333,90.191
"801",1985.66666666667,91.766
"802",1985.75,89.391
"803",1985.83333333333,86.319
"804",1985.91666666667,82.868
"805",1986,83.868
"806",1986.08333333333,86.01
"807",1986.16666666667,85.185
"808",1986.25,86.969
"809",1986.33333333333,87.658
"810",1986.41666666667,91.702
"811",1986.5,89.079
"812",1986.58333333333,93.92
"813",1986.66666666667,93.704
"814",1986.75,93.308
"815",1986.83333333333,90.1
"816",1986.91666666667,87.756
"817",1987,86.583
"818",1987.08333333333,90.038
"819",1987.16666666667,90.602
"820",1987.25,91.072
"821",1987.33333333333,92.347
"822",1987.41666666667,97.021
"823",1987.5,95.477
"824",1987.58333333333,99.075
"825",1987.66666666667,99.128
"826",1987.75,97.567
"827",1987.83333333333,94.944
"828",1987.91666666667,92.175
"829",1988,91.565
"830",1988.08333333333,93.608
"831",1988.16666666667,93.931
"832",1988.25,94.659
"833",1988.33333333333,94.362
"834",1988.41666666667,97.866
"835",1988.5,96.189
"836",1988.58333333333,100.745
"837",1988.66666666667,100.296
"838",1988.75,99.136
"839",1988.83333333333,96.263
"840",1988.91666666667,93.76
"841",1989,94.224
"842",1989.08333333333,94.841
"843",1989.16666666667,95.831
"844",1989.25,97.044
"845",1989.33333333333,96.551
"846",1989.41666666667,100.079
"847",1989.5,96.676
"848",1989.58333333333,101.02
"849",1989.66666666667,100.913
"850",1989.75,100.18
"851",1989.83333333333,97.246
"852",1989.91666666667,93.224
"853",1990,94.734
"854",1990.08333333333,96.286
"855",1990.16666666667,96.395
"856",1990.25,95.995
"857",1990.33333333333,96.871
"858",1990.41666666667,100.262
"859",1990.5,98.018
"860",1990.58333333333,102.411
"861",1990.66666666667,102.576
"862",1990.75,100.845
"863",1990.83333333333,97.001
"864",1990.91666666667,93.69
"865",1991,93.571
"866",1991.08333333333,93.973
"867",1991.16666666667,92.571
"868",1991.25,94.047
"869",1991.33333333333,95.013
"870",1991.41666666667,99.559
"871",1991.5,97.639
"872",1991.58333333333,102.103
"873",1991.66666666667,102.866
"874",1991.75,101.148
"875",1991.83333333333,97
"876",1991.91666666667,93.953
"877",1992,94.944
"878",1992.08333333333,95.462
"879",1992.16666666667,96.962
"880",1992.25,97.806
"881",1992.33333333333,98.299
"882",1992.41666666667,102.642
"883",1992.5,101.649
"884",1992.58333333333,105.216
"885",1992.66666666667,105.737
"886",1992.75,103.912
"887",1992.83333333333,100.399
"888",1992.91666666667,96.974
"889",1993,98.006
"890",1993.08333333333,98.872
"891",1993.16666666667,99.107
"892",1993.25,100.085
"893",1993.33333333333,100.023
"894",1993.41666666667,104.118
"895",1993.5,103.144
"896",1993.58333333333,106.478
"897",1993.66666666667,106.997
"898",1993.75,104.742
"899",1993.83333333333,101.199
"900",1993.91666666667,98.709
"901",1994,98.83
"902",1994.08333333333,100.085
"903",1994.16666666667,101.863
"904",1994.25,102.876
"905",1994.33333333333,104.016
"906",1994.41666666667,108.207
"907",1994.5,106.283
"908",1994.58333333333,110.729
"909",1994.66666666667,110.824
"910",1994.75,109.485
"911",1994.83333333333,106.198
"912",1994.91666666667,103.424
"913",1995,104.095
"914",1995.08333333333,104.439
"915",1995.16666666667,105.07
"916",1995.25,105.082
"917",1995.33333333333,105.8
"918",1995.41666666667,110.178
"919",1995.5,108.272
"920",1995.58333333333,111.959
"921",1995.66666666667,112.121
"922",1995.75,110.172
"923",1995.83333333333,105.726
"924",1995.91666666667,102.425
"925",1996,102.022
"926",1996.08333333333,103.436
"927",1996.16666666667,104.429
"928",1996.25,104.917
"929",1996.33333333333,105.467
"930",1996.41666666667,110.144
"931",1996.5,109.307
"932",1996.58333333333,113.053
"933",1996.66666666667,114.104
"934",1996.75,112.127
"935",1996.83333333333,108.261
"936",1996.91666666667,105.828
"937",1997,106.099
"938",1997.08333333333,107.363
"939",1997.16666666667,107.505
"940",1997.25,109.781
"941",1997.33333333333,109.001
"942",1997.41666666667,113.384
"943",1997.5,112.832
"944",1997.58333333333,116.232
"945",1997.66666666667,116.974
"946",1997.75,116.127
"947",1997.83333333333,111.083
"948",1997.91666666667,108.32
"949",1998,109.204
"950",1998.08333333333,109.151
"951",1998.16666666667,109.312
"952",1998.25,110.702
"953",1998.33333333333,110.587
"954",1998.41666666667,114.216
"955",1998.5,113.428
"956",1998.58333333333,115.661
"957",1998.66666666667,115.056
"958",1998.75,114.464
"959",1998.83333333333,110.089
"960",1998.91666666667,106.856
"961",1999,107.452
"962",1999.08333333333,109.027
"963",1999.16666666667,108.916
"964",1999.25,110.176
"965",1999.33333333333,110.15
"966",1999.41666666667,113.938
"967",1999.5,112.381
"968",1999.58333333333,116.167
"969",1999.66666666667,116.313
"970",1999.75,116.017
"971",1999.83333333333,111.542
"972",1999.91666666667,107.452
"973",2000,109.027
