"","Freq","Incidence.Singleton","Incidence.Knockando","Incidence.White Horse","Incidence.Scoresby Rare","Incidence.Ushers","Incidence.Macallan","Incidence.Grant's","Incidence.Passport","Incidence.Black & White","Incidence.Clan MacGregor","Incidence.Ballantine","Incidence.Pinch (Haig)","Incidence.Other brands","Incidence.Cutty Sark","Incidence.Glenfiddich","Incidence.Glenlivet","Incidence.J&B","Incidence.Dewar's White Label","Incidence.Johnnie Walker Black Label","Incidence.Johnnie Walker Red Label","Incidence.Chivas Regal"
"55",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"56",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"57",7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"58",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"59",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"60",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"61",6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"62",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"63",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"64",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"65",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"66",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"67",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"68",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"69",1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"70",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"71",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"72",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"73",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"74",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"75",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"76",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"77",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"78",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"79",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"80",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"81",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"82",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"83",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"84",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"85",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"86",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"87",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"88",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"90",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"91",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"93",3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
"95",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"96",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"97",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"98",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"99",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"100",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"101",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"102",18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"103",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"104",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"105",2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"106",1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
"107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"108",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"109",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"110",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"112",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"113",2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"114",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"115",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"116",1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"117",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"118",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
"119",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"120",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"121",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"122",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"123",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"124",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"125",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"126",1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
"127",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"128",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"129",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"130",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
"131",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"132",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"133",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"134",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"135",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"136",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"137",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"138",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"139",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"140",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"141",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"142",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"143",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"144",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
"145",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"146",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"147",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"148",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"149",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"150",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"151",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"152",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"153",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"154",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"155",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"156",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"157",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"158",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"159",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"160",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"161",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"162",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"163",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"164",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"165",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"166",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"167",4,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
"168",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"169",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"170",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"171",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
"172",139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"173",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"174",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"175",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"176",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"177",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"178",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"179",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"180",8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"181",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"182",1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"183",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"184",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"185",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"186",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"187",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"188",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"189",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"190",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"191",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"192",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"193",11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"194",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"195",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"196",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"197",2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"198",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"199",2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"200",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"201",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"202",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"203",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"204",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"205",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"206",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"207",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"208",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"209",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"210",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"211",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
"212",2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0
"213",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"214",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"215",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"216",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"217",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"218",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"219",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"220",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"221",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"222",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"223",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"224",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
"225",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"226",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"227",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"228",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"229",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"230",1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0
"231",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"232",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"233",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
"234",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"235",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
"236",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
"237",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
"238",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"239",2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
"240",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
"241",4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
"242",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
"243",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"244",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"245",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
"246",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
"247",3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
"248",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"249",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
"250",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"252",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"253",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"254",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"255",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"256",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"257",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"258",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"259",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"260",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"261",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"262",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"263",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"264",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"265",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"266",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"267",28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"268",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"269",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"270",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"271",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"272",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"273",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"274",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"275",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"276",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"277",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"278",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"279",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"280",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"281",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"282",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
"283",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"284",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
"285",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"286",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
