"","gender","age","homework","desk","room","study","computer","software","internet","literature","poetry","art","textbook","dictionary","dishwasher","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1READ","PV2READ","PV3READ","PV4READ","PV5READ","PV1SCIE","PV2SCIE","PV3SCIE","PV4SCIE","PV5SCIE","SENWGT_STU","possessions"
"707","female","6",5,1,1,1,1,1,1,1,0,1,1,1,1,429.436,439.5622,441.1201,487.0774,416.973,521.2302,558.5628,530.762,562.5344,503.7554,479.3361,501.7158,478.4036,501.7158,462.5513,0.1243,11
"708","female","5",18,1,1,1,1,1,1,1,1,1,1,1,1,473.7576,481.547,483.1048,490.8942,457.3999,537.1164,568.0945,573.6547,535.5278,547.4425,470.6639,491.1787,499.5711,486.5162,499.5711,0.1243,12
"709","female","5",2,1,1,1,1,1,1,0,0,1,0,1,1,537.8642,516.0539,543.3167,549.5482,498.1383,619.963,608.0483,627.9061,608.8427,559.5954,558.3178,544.3305,554.5878,553.6554,532.2081,0.1243,9
"710","male","5",10,1,1,1,1,1,1,0,0,1,1,1,1,542.8494,574.0069,514.8076,554.5334,562.3228,539.6106,594.9448,555.6495,581.3117,548.432,554.5878,629.1869,559.2503,574.1701,601.2122,0.1245,10
"711","female","5",5,1,1,1,1,0,1,1,1,1,0,1,1,448.1305,405.289,402.1732,404.51,385.8155,519.8799,488.9018,498.4335,474.6042,473.8099,425.9045,389.5375,367.1578,402.5923,378.3476,0.1243,10
"712","female","6",22,1,1,1,1,1,1,1,1,1,1,1,1,430.8381,404.3543,473.6797,401.2385,431.6171,539.7377,529.4116,551.6523,494.462,519.0856,568.5752,533.1406,580.6975,505.166,504.2335,0.1245,12
"713","female","6",5,1,0,1,1,0,1,0,0,0,1,1,0,459.0357,454.3621,464.4882,468.3829,476.1723,500.0222,473.8099,451.5692,533.3832,520.6742,478.1238,437.0944,451.0817,478.1238,503.301,0.09,6
"714","female","4",3,1,0,0,1,1,1,0,0,1,0,1,0,478.587,477.8081,448.2084,469.2398,480.1449,597.3252,577.4674,574.2902,602.8853,610.8284,537.7098,502.2753,466.8407,538.6423,553.5621,0.021,6
"715","male","6",6,1,1,1,1,1,1,0,0,1,0,1,1,492.9974,490.6605,521.0391,531.1653,503.1235,543.6203,498.7114,537.2048,510.7406,546.0261,531.2756,454.8116,527.5457,519.1533,529.4107,0.0918,9
"716","male","5",5,1,0,1,1,1,1,1,0,1,1,1,1,562.2449,577.0447,587.9498,594.9603,610.539,578.9861,580.59,573.3725,570.1647,543.7005,561.4883,555.8933,570.8131,551.2309,557.7583,0.0918,10
"717","male","4",2,0,0,0,1,0,1,0,0,1,0,1,0,620.9768,698.8705,640.4502,670.0499,659.1447,635.9242,649.5573,610.262,630.3106,622.2911,617.0645,664.6214,615.1996,642.2417,630.1194,0.0918,4
"718","female","5",2,1,0,1,1,1,1,0,0,0,1,1,1,478.6649,450.6232,434.2655,413.2341,449.0653,511.9368,505.5823,507.9653,497.6392,527.823,416.5796,412.8497,401.6598,400.7273,427.7695,0.09,8
"719","female","5",4,1,1,1,1,1,1,0,0,0,1,1,1,585.9246,522.0517,529.0622,536.0726,556.325,584.6956,514.002,578.3411,580.7241,560.072,510.4812,495.5614,510.4812,533.7934,490.8989,0.09,9
"720","male","5",7,1,1,1,1,0,1,0,0,0,0,1,1,448.2863,421.8025,470.8755,375.8451,417.1288,468.5583,427.6591,472.568,377.1365,446.1038,459.4741,389.5375,450.1492,361.5628,398.8624,0.0918,7
"721","male","5",3,1,1,1,1,1,1,0,0,1,1,1,1,524.3885,504.1362,544.6409,464.4103,505.694,543.7005,504.4052,523.6519,468.3177,497.9896,535.7516,518.9668,536.6841,441.5703,513.3719,0.0918,10
"722","male","6",5,0,0,1,1,0,1,0,0,0,1,1,1,525.0896,623.2357,560.9207,599.8676,539.1105,586.4442,654.6095,563.1878,575.2169,554.3664,530.3432,619.862,525.6807,540.6005,494.9086,0.0918,6
"723","female","7",4,0,0,0,1,0,1,1,0,1,0,1,1,477.1849,495.1005,494.3215,516.1318,470.9534,543.3915,537.037,548.9517,546.5687,561.6606,526.7065,491.2719,501.5293,490.3394,523.909,0.0076,6
"724","male","6",3,1,1,1,1,0,1,0,1,1,1,1,0,480.768,494.01,508.8098,502.5783,476.8733,492.2958,514.7503,497.1075,507.5328,509.9386,483.439,496.4938,505.8187,523.536,500.2238,0.0076,9
"725","male","6",1,1,1,1,1,0,1,0,1,1,0,1,1,406.4574,391.6576,409.5731,397.1101,423.594,472.3274,441.8535,465.1099,464.3079,477.941,542.8385,499.0116,534.4461,511.1339,518.5938,0.0089,9
"726","female","6",1,0,1,1,1,0,1,0,0,1,0,0,0,401.628,418.7646,422.6593,397.7333,370.4705,447.28,447.28,414.7133,441.7198,470.315,491.2719,456.7699,442.7825,486.6095,505.2592,0.0076,5
"727","female","6",0,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,398.668,383.8682,415.8046,399.447,380.7525,410.8211,456.0968,450.5366,459.2741,460.8627,392.7079,430.0075,438.3999,444.9273,463.577,0.0076,4
"728","male","5",3,1,1,1,1,0,1,1,1,1,0,1,0,561.1544,614.9011,577.5121,564.2701,525.3233,620.4467,662.1478,598.7941,585.963,653.3264,683.4577,683.4577,630.3059,603.2637,657.348,0.0078,9
"729","male","6",2,1,1,1,1,0,1,0,0,1,0,1,0,450.5453,491.05,498.0604,436.5244,441.9769,526.6191,473.6907,475.2946,437.6032,473.6907,565.9642,536.1246,514.6774,483.9053,549.1794,0.0078,7
"730","male","6",0,1,1,1,1,1,1,1,1,1,1,1,1,463.6314,442.6001,469.084,463.6314,454.2842,562.1452,487.5644,516.4344,562.1452,503.6033,592.8198,537.8031,551.7904,592.8198,544.3305,0.0078,12
"731","female","6",5,1,1,1,1,NA,1,0,1,1,1,1,0,436.2907,458.8799,440.9643,450.3116,438.6275,500.0222,507.9653,465.8668,487.3132,517.497,473.4614,489.3137,438.9593,448.2842,476.2589,0.0105,9
"732","male","6",2,1,1,1,1,1,1,0,0,1,1,1,1,529.1401,520.5717,534.5926,572.7606,528.3611,473.9313,473.9313,524.4538,535.6811,512.4246,538.4558,533.7934,571.0929,592.5401,555.2406,0.0078,10
"733","female","6",3,1,1,1,1,1,1,1,1,1,1,1,1,368.6789,365.5632,392.826,418.5309,364.0053,449.7423,473.5716,558.5628,492.6351,507.727,408.467,409.3995,475.6061,449.4965,453.2264,0.1276,12
"734","female","4",1,0,1,0,1,0,1,0,0,1,1,1,1,536.0726,504.9151,534.5147,494.01,522.0517,563.3287,562.5344,575.2433,536.3221,572.0661,532.2081,504.2335,539.668,493.9761,554.5878,0.1276,7
"735","female","5",6,1,1,1,1,1,1,1,1,1,1,1,1,416.0383,414.4804,409.0279,428.5013,420.7119,543.7092,513.5254,568.3328,524.6458,521.4685,501.436,465.069,494.9086,490.2462,481.8538,0.1127,12
"736","female","4",7,1,1,0,1,1,1,1,0,1,1,1,0,479.4438,529.2958,498.9173,471.6545,501.2541,516.7027,561.184,533.3832,549.2694,600.8995,472.5289,506.0985,476.2589,463.204,488.3812,0.1276,9
"737","male","4",3,1,1,0,1,0,1,0,0,0,0,1,0,481.3133,468.0714,445.4822,486.7659,418.9983,533.195,470.6433,485.0783,537.2048,489.89,570.4401,444.5543,500.5035,513.5584,464.1365,0.1145,5
"738","female","5",1,1,1,1,1,1,1,0,0,1,1,1,0,440.3412,444.2359,430.215,466.8251,480.067,532.3506,525.2018,534.7335,537.9108,523.6132,496.4938,465.7217,491.8314,487.169,500.2238,0.1276,9
"739","female","6",1,1,1,1,1,1,1,1,1,1,1,1,0,369.38,383.4008,359.2538,371.7168,399.7585,459.9889,487.7898,476.6694,459.9889,491.7613,387.3928,411.6374,449.8695,403.2451,386.4603,0.1276,11
"740","male","5",1,1,1,0,1,1,1,0,0,1,1,1,1,452.1031,470.7976,458.3346,509.7445,468.4608,495.4234,480.1865,488.2059,537.9265,464.1476,482.693,463.1108,501.3428,494.8154,480.828,0.1145,9
"741","male","6",3,1,1,0,1,1,1,0,1,1,1,1,1,516.5992,530.62,549.3145,584.3667,578.1352,580.5098,569.2826,553.2437,599.7565,628.6265,588.8101,567.3629,534.7258,591.6076,613.9873,0.099,10
"742","male","5",10,1,1,1,1,1,1,0,0,1,1,1,1,504.1362,527.5043,519.7149,508.0308,531.399,479.5449,508.4149,476.3371,524.4538,562.1452,462.085,494.7221,483.5323,494.7221,506.8445,0.099,10
"743","female","4",8,1,1,1,1,1,1,1,1,1,1,1,1,526.8032,584.4446,535.3716,550.1714,542.382,588.9849,597.7223,613.6085,621.5516,604.0768,552.7229,556.4528,587.2249,549.9254,548.9929,0.0124,12
"744","female","5",7,1,1,1,1,0,1,0,0,0,0,1,1,557.5713,585.613,573.15,578.6026,624.5599,610.9873,636.4052,620.519,656.263,702.333,544.7035,622.1,560.5558,587.5979,651.9396,0.0923,7
"745","female","5",10,1,1,1,1,1,1,1,0,1,1,1,1,582.8867,592.234,604.697,594.5708,632.7387,659.4402,720.6021,649.1142,659.4402,702.333,604.6624,637.2995,589.7426,593.4726,636.367,0.0923,11
"746","female","6",3,1,1,1,1,1,1,1,0,0,1,1,1,464.644,475.5492,477.107,446.7285,492.6858,491.2848,478.5758,494.462,504.788,512.7311,461.3391,480.9213,452.9467,483.7188,466.0015,0.0923,10
"747","female","6",0,1,1,1,1,1,1,0,0,0,0,0,1,389.165,390.7229,366.5758,389.9439,407.0805,448.0743,471.9036,409.9474,385.3238,463.1662,329.019,389.6307,313.1667,322.4916,384.0358,0.0923,7
"748","female","5",2,1,1,1,1,1,1,1,1,1,1,1,1,485.3638,507.174,535.2158,500.1636,504.0583,632.672,634.2606,608.8427,583.4247,603.2825,517.2883,548.9929,492.1112,489.3137,495.8411,0.0923,12
"749","male","5",4,1,1,1,1,0,1,0,0,1,0,1,1,496.5026,453.661,480.1449,533.8916,476.2502,517.8779,477.7806,545.946,535.5207,519.4818,480.828,453.7859,495.7479,491.0854,444.461,0.1128,8
"750","male","5",1,1,1,1,1,1,1,1,1,1,1,1,1,372.5736,349.2055,400.6154,338.3004,347.6476,380.9057,284.6722,371.2823,310.3345,369.6784,373.4054,299.7389,380.8653,314.6587,365.0131,0.1128,12
"751","female","6",1,0,1,1,1,1,1,0,0,1,1,1,1,389.7102,403.7311,383.4787,339.0793,414.6362,460.0684,486.2806,491.8408,452.9196,510.9042,373.0325,405.6695,391.6822,358.1126,441.1041,0.0923,9
"752","male","5",3,1,1,1,1,1,1,1,0,1,1,1,1,603.217,563.4912,588.4172,577.5121,582.1857,655.7322,566.7163,631.6739,618.8428,630.07,630.3059,570.6266,624.7109,607.9261,621.9135,0.1128,11
"753","female","4",6,1,1,1,1,0,1,0,0,0,1,1,1,591.6108,648.4733,631.3367,607.9685,621.2105,603.2825,641.4094,646.1752,609.637,592.1621,652.4991,687.9336,651.5666,625.4569,663.6889,0.0352,8
"754","male","5",1,1,1,1,1,1,1,1,1,1,1,1,1,498.6836,552.4303,455.0631,517.3781,522.8307,498.7916,537.2849,448.269,486.7624,477.1391,557.1988,573.0511,520.8318,527.3592,514.3044,0.0328,12
"755","female","5",10,1,1,1,1,1,1,1,1,1,1,1,1,762.2761,765.3918,729.5607,704.6347,742.8026,792.8049,749.9121,745.9406,744.352,769.7699,785.9381,758.8959,767.2883,729.0563,758.8959,0.0929,12
"756","male","4",1,1,1,1,1,1,1,0,0,0,1,1,1,702.7652,655.25,656.029,691.8601,680.955,640.7359,574.1744,589.4114,626.3009,583.7978,730.828,664.6214,668.3514,688.8661,693.5285,0.0837,9
"757","female","5",5,1,1,1,1,0,1,0,0,1,1,1,1,591.5329,585.3014,580.6278,586.0804,577.5121,641.0122,621.9488,633.0691,605.2683,667.2244,662.6632,644.9459,653.3383,628.1611,670.1231,0.0929,9
"758","male","6",2,0,1,1,1,1,1,1,1,1,1,1,1,645.9028,677.8392,642.787,687.9654,663.0394,553.3238,598.2328,600.6386,629.5086,617.4795,617.8105,683.0847,685.8821,711.9918,682.1522,0.086,11
"759","female","5",16,1,1,1,1,1,1,1,1,0,1,1,0,577.6679,584.6783,565.2049,574.5521,556.6365,565.6322,573.5753,609.3192,583.9013,568.0151,615.2928,613.4278,614.3603,598.508,599.4405,0.0929,10
"760","female","5",10,1,1,1,1,1,1,1,1,1,1,1,1,544.4072,513.2497,545.9651,538.1757,563.8807,561.6606,544.9801,552.1289,595.0217,574.3696,586.2924,524.7482,592.8198,580.6975,581.63,0.0929,12
"761","male","5",3,1,1,1,1,1,1,1,1,1,1,1,1,597.5308,635.6987,587.4046,595.194,615.4463,567.9994,622.5317,592.8597,606.4928,609.7006,593.7523,665.5539,587.2249,661.8239,650.6341,0.0837,12
"762","male","5",12,1,1,1,1,1,1,1,1,1,1,1,1,570.8132,538.8768,526.4138,545.8872,548.224,554.1258,526.8597,477.941,504.4052,562.1452,617.4375,609.0451,568.9482,591.3279,651.9396,0.0837,12
"763","male","5",3,1,1,1,1,1,1,1,1,1,1,1,1,444.158,481.547,463.6314,515.8202,435.5897,461.8219,505.9289,499.5133,529.9872,465.0297,480.6416,517.0086,495.5614,541.2533,465.7217,0.0837,12
"764","female","5",1,1,1,1,1,1,1,0,0,1,1,1,1,455.141,510.4456,448.1305,451.2463,470.7197,509.3156,516.4644,498.1952,493.4294,491.8408,477.4711,513.8381,463.4838,469.0787,472.8087,0.0929,10
"765","female","5",20,1,1,1,1,1,1,1,1,1,1,1,1,627.3641,604.7749,665.532,644.5007,646.8375,682.2369,635.3726,671.1166,703.6833,632.9897,696.5125,626.5759,675.0653,687.1876,637.7658,0.0929,12
"766","female","6",1,1,1,1,1,1,1,0,0,0,1,1,1,552.5861,526.1022,549.4703,594.6487,581.4068,520.2771,568.73,587.7934,586.2048,571.9072,493.8829,512.5326,514.3976,566.6169,548.8997,0.075,9
"767","female","5",6,1,1,1,1,1,1,1,1,1,1,1,1,447.2737,473.7576,451.1684,466.7472,469.084,510.0305,529.0939,519.5622,500.4987,506.0589,535.6583,517.0086,538.4558,502.0888,466.6542,0.075,12
"768","male","6",1,1,1,1,1,1,1,0,0,1,1,1,1,523.298,586.392,511.614,527.1927,597.2971,530.8694,565.353,512.4246,560.5414,580.59,555.8933,609.0451,522.3238,575.4756,620.235,0.075,10
"769","male","5",1,1,1,1,1,1,1,0,0,1,1,1,1,514.3402,542.382,533.8137,480.067,513.5613,493.9799,530.8694,481.9507,479.5449,492.376,496.4938,536.5908,489.0339,456.3969,504.8862,0.075,10
"770","male","6",5,1,1,1,1,1,1,0,1,1,1,1,0,365.2516,407.3142,418.9983,415.8825,354.3465,375.2118,385.6371,380.8255,393.6566,388.043,447.3517,425.9045,405.3898,417.5121,427.7695,0.075,10
"771","female","6",8,1,1,1,1,1,1,0,1,1,1,1,1,463.6314,469.084,503.3572,497.1257,473.7576,515.6701,408.4382,511.6985,469.6001,504.5497,527.3592,376.2962,493.7896,470.4774,478.8698,0.0905,11
"772","male","4",6,1,1,1,1,1,1,0,0,1,1,1,1,708.4515,607.9685,667.1678,695.2095,654.7048,620.1259,578.4247,547.9508,592.8597,583.2364,652.4991,625.4569,624.5244,669.2838,627.3219,0.075,10
"773","female","4",14,1,1,1,1,1,1,1,1,0,1,1,1,574.2405,640.4502,622.5347,638.8924,601.5033,583.9013,636.3258,594.2273,599.7875,607.7306,547.7807,569.2279,571.0929,555.2406,576.6878,0.075,11
"774","female","6",8,1,1,1,1,1,1,1,1,1,1,1,1,738.129,736.5711,742.8026,691.3927,700.74,741.969,697.4877,696.6934,703.0478,656.1835,765.4233,703.8791,676.837,716.0015,676.837,0.0905,12
"775","male","4",6,1,1,1,1,0,1,0,0,1,1,1,1,571.2027,610.1496,578.2131,566.5291,593.0129,484.5972,550.3567,514.2691,479.7855,539.1294,547.1279,597.4823,562.9802,539.668,591.8874,0.0896,9
"776","male","5",2,1,1,1,1,1,1,1,1,1,1,1,1,465.9682,469.8629,450.3895,449.6105,434.0318,456.2885,493.9799,489.9702,492.376,431.4282,485.3972,487.2622,495.6546,494.7221,432.2454,0.0896,12
"777","female","5",20,1,1,1,1,1,1,1,0,1,1,1,1,577.5121,614.9011,573.6174,582.1857,560.3754,671.196,625.9203,633.0691,644.9838,611.6227,603.9164,602.984,597.389,616.9713,600.1865,0.075,11
"778","female","4",0,0,1,0,0,0,1,0,0,1,0,1,1,423.9835,440.3412,409.1837,448.9095,444.2359,424.5627,373.7269,397.5562,463.4839,419.7968,430.567,374.6177,400.7273,451.0817,443.6218,0.0212,5
"779","male","5",3,1,1,1,1,1,1,0,0,1,1,1,0,591.4551,647.5386,658.4437,648.3175,643.6439,543.1391,590.4539,621.7298,558.3761,579.2267,600.2797,644.1067,656.229,595.6173,642.2417,0.022,9
"780","female","5",1,1,1,0,1,1,0,0,0,1,1,1,1,275.9854,268.9749,306.3639,279.88,286.8905,263.3177,184.681,257.7576,257.7576,224.3965,274.8415,269.2465,299.0862,299.0862,261.7866,0.0061,8
"781","female","5",4,1,1,1,1,1,1,0,0,0,0,1,1,519.637,541.4473,477.5744,528.2053,501.7215,501.6108,498.4335,484.136,511.1425,484.136,546.1954,503.301,530.3432,572.3051,504.2335,0.0205,8
"782","male","4",0,0,1,1,1,0,1,0,0,0,0,1,0,515.0413,494.01,525.1675,522.8307,511.9255,491.4939,395.2605,458.6141,489.088,459.4161,510.4812,400.4476,503.0213,485.304,490.8989,0.0068,5
"783","female","5",2,1,1,1,1,1,1,0,0,1,1,1,1,483.1827,433.3307,454.3621,478.5091,426.3203,484.692,409.2325,418.7642,425.913,419.5585,471.3167,379.0004,392.0552,404.1775,377.1354,0.0205,10
"784","male","5",4,0,1,0,1,0,1,0,0,1,0,1,0,445.7158,470.6418,455.842,430.916,451.9473,377.6979,413.7854,403.3601,367.2726,362.4609,394.1999,430.567,409.1197,405.3898,383.9426,0.0197,5
"785","female","5",1,0,1,1,1,0,1,0,0,0,0,1,0,374.9104,441.899,385.8155,372.5736,385.8155,363.9568,402.0837,430.6789,405.261,354.4251,381.4248,417.7919,468.1462,428.9817,358.1126,0.0205,5
"786","male","5",10,1,1,1,1,1,1,0,0,0,0,1,0,676.3592,658.4437,712.9693,709.0746,734.0006,627.9047,584.5997,654.3689,611.8658,624.697,682.9914,592.5401,684.8564,636.367,694.1813,0.0197,7
"787","female","5",1,1,1,1,1,1,1,0,0,0,1,1,1,450.1558,410.43,446.2611,409.651,415.8825,444.897,439.3369,435.3653,390.884,396.4441,456.6766,418.4446,420.3096,381.1451,338.2507,0.0212,9
"788","female","4",0,1,1,1,1,1,1,0,1,1,1,1,0,529.5295,504.6035,493.6984,492.9195,506.9403,523.6132,476.7489,526.7904,492.6351,497.4009,550.2984,507.404,563.3532,544.7035,550.2984,0.0212,10
"789","female","5",2,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,443.379,444.9369,473.7576,446.4948,464.4103,419.5585,388.5805,410.8211,392.552,337.7446,477.1913,431.4994,470.6639,421.2421,352.238,0.0212,4
"790","female","5",0,0,1,1,1,0,1,1,1,1,0,0,0,361.5906,365.4853,331.991,327.3173,317.9701,371.8205,402.7986,387.7067,366.2603,358.3172,361.2831,423.7598,373.4054,357.5532,359.4181,0.0061,7
"791","male","4",0,1,1,1,1,1,1,1,1,1,1,1,0,601.5812,594.5708,573.5395,501.8772,552.5082,527.6616,502.8013,557.3336,470.7235,478.743,607.0869,602.4245,634.1291,582.8422,564.1925,0.022,11
"792","male","5",1,1,1,1,1,1,1,1,1,1,1,1,0,467.6819,462.2293,481.7028,515.976,507.4077,488.2059,492.2156,508.2545,537.1246,491.4137,487.3555,474.3006,541.4398,560.0895,504.1402,0.0813,11
"793","male","5",0,1,1,1,1,1,1,1,1,0,1,1,0,284.4758,366.2642,364.7063,339.0014,403.6532,270.2372,321.5617,343.2142,288.682,398.5484,274.8415,360.6304,382.0776,363.4278,451.0817,0.0813,10
"794","female","5",0,1,1,1,1,1,1,0,0,1,1,1,1,276.7643,369.4579,265.0802,313.3744,299.3535,302.0006,415.587,355.2194,310.7381,348.8649,332.003,454.1589,341.3279,354.3827,377.6949,0.0768,10
"795","female","5",1,1,1,1,1,0,1,0,0,1,1,1,1,506.5509,562.6344,508.1087,517.456,553.2871,497.4009,574.449,509.3156,543.4709,560.9457,516.0761,586.0127,522.6035,572.9579,586.9452,0.0768,9
"796","female","5",3,1,0,1,1,1,1,0,0,1,1,1,1,463.164,449.9221,504.4477,475.627,422.6593,530.6825,517.9736,529.8882,513.2077,511.6191,465.1623,472.6222,497.7993,468.8922,468.8922,0.0993,9
"797","female","5",3,1,1,1,1,1,1,0,0,1,1,1,1,473.2123,483.3385,443.6127,450.6232,477.107,544.5035,536.5604,508.7596,535.7661,532.5889,537.8031,547.1279,520.0858,547.1279,546.1954,0.0736,10
"798","female","5",4,1,1,1,1,1,1,0,0,1,1,1,0,573.4616,558.6618,580.472,600.7244,611.6295,584.7751,602.2499,592.7182,668.9719,576.0376,639.2577,613.1481,621.5405,694.2745,625.2704,0.0768,9
"799","male","5",1,1,1,1,1,0,1,0,0,0,1,1,1,413.4678,433.7202,422.0361,450.8568,439.1728,430.6262,497.9896,445.8632,474.7332,473.9313,451.4547,499.9441,467.307,491.5517,490.6192,0.0813,8
"800","male","5",4,1,1,1,1,1,1,0,0,0,1,1,1,452.0252,471.4987,495.6457,478.5091,493.3089,485.9605,478.743,548.5122,483.5546,525.2558,474.1141,508.6162,559.903,487.169,537.5233,0.0813,9
"801","male","6",2,1,1,1,1,1,1,0,1,0,1,1,1,330.4331,335.1067,326.5384,324.9805,397.4217,371.2823,353.6395,339.2045,347.224,357.6492,371.8202,383.0101,382.0776,354.1029,389.5375,0.0736,10
"802","male","5",1,1,1,1,1,1,1,1,1,1,0,1,1,603.1391,632.7387,603.9181,610.9285,587.5604,635.9242,623.895,632.7164,631.9145,596.6289,673.2935,665.8336,690.0783,646.2514,646.2514,0.0813,11
"803","female","5",3,NA,1,1,1,1,1,0,0,1,1,1,0,471.4208,504.1362,482.3259,485.4417,461.2946,560.072,573.5753,510.0305,565.6322,548.9517,488.1015,548.7132,482.5065,510.4812,517.9411,0.0768,8
"804","male","5",0,1,1,1,1,1,1,NA,NA,NA,NA,1,1,353.1002,355.437,341.4161,348.4265,351.5423,327.9773,317.552,381.7076,319.1559,335.9967,384.5953,355.6882,423.7598,347.2958,378.0679,0.0719,8
"805","female","6",10,1,1,1,1,1,1,1,NA,1,1,1,1,408.3268,419.232,383.4008,392.7481,389.6323,427.5016,460.0684,478.3375,458.4797,498.1952,404.4573,403.5248,437.0944,419.3771,442.6893,0.1062,11
"806","male","7",0,1,1,1,1,0,1,0,0,1,0,1,0,418.5309,359.3317,369.4579,363.2264,400.6154,463.506,385.7173,359.2531,414.5873,393.7368,473.7411,396.3446,401.9396,402.8721,442.969,0.0821,7
"807","female","5",1,0,1,1,1,1,1,0,0,0,0,0,0,488.3237,451.7137,439.2507,480.5344,497.671,492.5556,465.5491,509.2362,532.2712,490.1727,431.4994,451.0817,460.4066,478.1238,485.5837,0.0227,5
"808","female","5",1,0,1,1,1,1,1,0,0,1,1,0,0,332.0689,381.1419,383.4787,347.6476,292.343,430.6789,438.622,430.6789,413.9984,375.8715,356.2477,352.5177,403.8046,341.3279,284.4461,0.0838,7
"809","male","5",20,0,1,1,1,1,1,0,0,0,1,1,1,610.3053,627.442,582.2636,596.2845,613.4211,580.0286,610.5025,570.4053,617.72,576.8208,637.5793,659.959,598.4148,624.5244,616.132,0.0821,8
"810","male","6",8,1,1,1,1,0,1,0,1,1,1,1,0,506.7067,500.4752,483.3385,527.738,488.7911,504.6458,493.4185,511.0613,547.1489,539.9314,507.031,535.9381,529.4107,554.5878,548.9929,0.0821,9
"811","male","6",2,0,1,1,1,1,1,1,0,1,1,1,1,450.5453,444.3138,443.5348,472.3555,413.1563,454.5242,431.2678,446.5048,419.2386,424.8522,449.1235,419.2838,475.2331,471.5032,423.0138,0.0719,10
"812","female","5",3,1,1,1,1,NA,1,1,NA,NA,NA,1,0,482.8712,470.4082,487.5448,484.429,500.7867,537.037,547.363,557.6891,588.6672,528.2996,536.8706,530.3432,530.3432,551.7904,503.301,0.1063,7
"813","male","5",2,1,1,1,1,0,1,1,1,1,0,1,1,356.0601,363.8495,361.5127,393.4491,342.0393,393.9774,395.5812,354.682,408.4124,353.0782,402.5923,421.2421,393.2674,448.2842,371.8202,0.1032,10
"814","male","5",0,1,1,1,1,0,1,0,0,0,1,0,0,299.3535,310.2586,321.9427,356.9949,267.417,329.8217,324.2081,305.7634,352.2762,290.5264,370.8877,331.7232,339.1831,408.1872,323.3308,0.024,6
"815","female","5",14,1,1,1,1,1,1,0,0,1,1,1,0,559.4407,626.4294,592.935,611.6295,654.4711,602.2499,589.5409,596.6897,595.8954,686.4467,615.1996,587.2249,607.7396,607.7396,684.2037,0.1063,9
"816","female","5",1,0,1,1,1,1,1,0,0,0,0,0,0,381.9209,439.5622,411.5205,411.5205,388.9313,470.3944,492.6351,461.657,464.0399,448.948,472.8087,504.5132,442.969,429.9142,405.6695,0.1063,5
"817","female","4",5,1,1,1,1,1,1,0,0,1,1,1,1,413.0784,487.0774,447.3516,452.8042,469.9408,468.2498,511.1425,515.1141,535.7661,518.2913,448.2842,484.6512,507.031,502.3685,494.9086,0.1063,10
"818","female","5",7,1,1,1,1,0,1,0,0,0,1,1,1,563.2575,622.4568,563.2575,602.2044,564.0365,584.219,650.1468,584.219,643.7923,604.0768,607.7396,642.2417,607.7396,669.2838,608.6721,0.1063,8
"819","female","4",5,1,1,1,1,1,1,1,0,1,1,1,1,436.836,434.4991,417.3625,424.373,463.3198,486.2806,471.1887,499.7839,461.657,487.0749,442.1298,449.5897,466.3745,434.6699,448.6572,0.1063,11
"820","female","5",3,1,1,1,1,1,1,0,0,0,1,1,0,410.0405,424.0614,422.5035,390.5671,377.3251,411.3772,393.9023,391.5194,409.7885,363.7185,388.7915,366.4118,364.5468,395.3189,356.1544,0.024,8
"821","female","5",8,1,1,1,0,1,0,0,0,0,0,0,0,489.3363,500.2415,504.9151,479.9891,496.3468,564.0436,592.6387,576.7525,532.2712,557.6891,528.1984,539.3883,578.5528,526.3335,545.9157,0.1063,4
"822","male","5",2,1,1,1,1,1,1,0,0,0,0,1,1,636.6334,614.0442,649.0964,631.9598,562.6344,657.8173,650.5998,634.5609,655.4115,548.7528,726.1656,722.4357,734.558,690.7311,640.3767,0.09,8
"823","female","6",3,1,1,1,1,0,1,1,0,1,1,1,1,461.8399,478.1975,461.0609,500.0078,480.5344,499.7044,554.5118,495.7329,517.9736,544.9801,472.5289,533.1406,496.7736,538.7355,551.7904,0.0727,10
"824","female","6",4,1,1,1,1,1,1,1,0,1,1,1,1,470.9534,393.8386,405.5227,433.5644,438.238,530.6825,454.4288,495.7329,471.9036,521.9451,527.6389,446.5125,467.0272,468.8922,505.2592,0.0727,11
"825","female","5",7,1,1,1,1,1,1,1,1,1,1,1,0,513.4055,409.8068,489.2585,466.6693,468.2271,564.3613,479.3701,527.0287,507.9653,529.4116,561.1153,431.4994,497.7061,466.934,458.5416,0.0727,11
"826","female","5",3,1,1,1,1,0,1,1,0,0,1,1,1,546.9777,539.1883,560.2197,551.6513,539.1883,559.3571,568.8889,584.7751,609.3987,572.8604,542.4655,573.2376,585.3599,591.8874,565.7777,0.0727,9
"827","male","5",0,0,1,1,1,1,1,0,0,0,1,1,1,397.967,382.3882,406.5353,403.4195,365.2516,427.3383,448.9908,446.585,451.3966,386.4391,427.7695,435.2294,475.3264,477.1913,396.0649,0.09,8
"828","male","6",0,1,1,1,1,1,1,0,0,0,1,1,1,542.5378,524.6222,539.422,563.5691,574.4742,509.4575,519.0808,533.5158,503.8438,533.5158,558.3178,566.7102,573.2376,567.6427,593.7523,0.09,9
