"","time","dole"
"297",1980.66666666667,290386
"298",1980.75,283822
"299",1980.83333333333,284842
"300",1980.91666666667,299500
"301",1981,339700
"302",1981.08333333333,347400
"303",1981.16666666667,325500
"304",1981.25,315200
"305",1981.33333333333,314900
"306",1981.41666666667,314500
"307",1981.5,313700
"308",1981.58333333333,318500
"309",1981.66666666667,306000
"310",1981.75,299500
"311",1981.83333333333,289800
"312",1981.91666666667,304700
"313",1982,351425
"314",1982.08333333333,372288
"315",1982.16666666667,358536
"316",1982.25,356004
"317",1982.33333333333,375626
"318",1982.41666666667,390664
"319",1982.5,404840
"320",1982.58333333333,421856
"321",1982.66666666667,446341
"322",1982.75,465959
"323",1982.83333333333,493446
"324",1982.91666666667,562592
"325",1983,601931
"326",1983.08333333333,632837
"327",1983.16666666667,622819
"328",1983.25,622162
"329",1983.33333333333,633272
"330",1983.41666666667,635002
"331",1983.5,634020
"332",1983.58333333333,622103
"333",1983.66666666667,610379
"334",1983.75,599100
"335",1983.83333333333,591442
"336",1983.91666666667,629214
"337",1984,674424
"338",1984.08333333333,667059
"339",1984.16666666667,626653
"340",1984.25,602100
"341",1984.33333333333,600344
"342",1984.41666666667,584506
"343",1984.5,580347
"344",1984.58333333333,570553
"345",1984.66666666667,565348
"346",1984.75,555279
"347",1984.83333333333,552893
"348",1984.91666666667,576900
"349",1985,636841
"350",1985.08333333333,636342
"351",1985.16666666667,599092
"352",1985.25,580700
"353",1985.33333333333,568574
"354",1985.41666666667,561400
"355",1985.5,553644
"356",1985.58333333333,541022
"357",1985.66666666667,534700
"358",1985.75,522587
"359",1985.83333333333,520756
"360",1985.91666666667,552300
"361",1986,609987
"362",1986.08333333333,603156
"363",1986.16666666667,578700
"364",1986.25,568400
"365",1986.33333333333,569966
"366",1986.41666666667,569761
"367",1986.5,573989
"368",1986.58333333333,573735
"369",1986.66666666667,566245
"370",1986.75,556055
"371",1986.83333333333,540527
"372",1986.91666666667,560166
"373",1987,623079
"374",1987.08333333333,619978
"375",1987.16666666667,592892
"376",1987.25,582102
"377",1987.33333333333,561698
"378",1987.41666666667,550850
"379",1987.5,536522
"380",1987.58333333333,525650
"381",1987.66666666667,515893
"382",1987.75,492248
"383",1987.83333333333,481236
"384",1987.91666666667,495772
"385",1988,517127
"386",1988.08333333333,511023
"387",1988.16666666667,493993
"388",1988.25,483400
"389",1988.33333333333,481469
"390",1988.41666666667,475070
"391",1988.5,472806
"392",1988.58333333333,458767
"393",1988.66666666667,441201
"394",1988.75,428578
"395",1988.83333333333,419052
"396",1988.91666666667,420900
"397",1989,448572
"398",1989.08333333333,441100
"399",1989.16666666667,409708
"400",1989.25,393323
"401",1989.33333333333,391918
"402",1989.41666666667,390001
"403",1989.5,383839
"404",1989.58333333333,377968
"405",1989.66666666667,368060
"406",1989.75,360246
"407",1989.83333333333,357443
"408",1989.91666666667,374530
"409",1990,385727
"410",1990.08333333333,398961
"411",1990.16666666667,390149
"412",1990.25,391108
"413",1990.33333333333,411171
"414",1990.41666666667,427931
"415",1990.5,441335
"416",1990.58333333333,450824
"417",1990.66666666667,452304
"418",1990.75,457658
"419",1990.83333333333,480083
"420",1990.91666666667,523798
"421",1991,567249
"422",1991.08333333333,580777
"423",1991.16666666667,596890
"424",1991.25,616326
"425",1991.33333333333,647415
"426",1991.41666666667,676706
"427",1991.5,701677
"428",1991.58333333333,709801
"429",1991.66666666667,718748
"430",1991.75,720754
"431",1991.83333333333,730105
"432",1991.91666666667,751348
"433",1992,779868
"434",1992.08333333333,816124
"435",1992.16666666667,818102
"436",1992.25,826297
"437",1992.33333333333,838390
"438",1992.41666666667,851831
"439",1992.5,856505
