"","time","hsales"
"131",1983.83333333333,45
"132",1983.91666666667,48
"133",1984,52
"134",1984.08333333333,58
"135",1984.16666666667,63
"136",1984.25,61
"137",1984.33333333333,59
"138",1984.41666666667,58
"139",1984.5,52
"140",1984.58333333333,48
"141",1984.66666666667,53
"142",1984.75,55
"143",1984.83333333333,42
"144",1984.91666666667,38
"145",1985,48
"146",1985.08333333333,55
"147",1985.16666666667,67
"148",1985.25,60
"149",1985.33333333333,65
"150",1985.41666666667,65
"151",1985.5,63
"152",1985.58333333333,61
"153",1985.66666666667,54
"154",1985.75,52
"155",1985.83333333333,51
"156",1985.91666666667,47
"157",1986,55
"158",1986.08333333333,59
"159",1986.16666666667,89
"160",1986.25,84
"161",1986.33333333333,75
"162",1986.41666666667,66
"163",1986.5,57
"164",1986.58333333333,52
"165",1986.66666666667,60
"166",1986.75,54
"167",1986.83333333333,48
"168",1986.91666666667,49
"169",1987,53
"170",1987.08333333333,59
"171",1987.16666666667,73
"172",1987.25,72
"173",1987.33333333333,62
"174",1987.41666666667,58
"175",1987.5,55
"176",1987.58333333333,56
"177",1987.66666666667,52
"178",1987.75,52
"179",1987.83333333333,43
"180",1987.91666666667,37
"181",1988,43
"182",1988.08333333333,55
"183",1988.16666666667,68
"184",1988.25,68
"185",1988.33333333333,64
"186",1988.41666666667,65
"187",1988.5,57
"188",1988.58333333333,59
"189",1988.66666666667,54
"190",1988.75,57
"191",1988.83333333333,43
"192",1988.91666666667,42
"193",1989,52
"194",1989.08333333333,51
"195",1989.16666666667,58
"196",1989.25,60
"197",1989.33333333333,61
"198",1989.41666666667,58
"199",1989.5,62
"200",1989.58333333333,61
"201",1989.66666666667,49
"202",1989.75,51
"203",1989.83333333333,47
"204",1989.91666666667,40
"205",1990,45
"206",1990.08333333333,50
"207",1990.16666666667,58
"208",1990.25,52
"209",1990.33333333333,50
"210",1990.41666666667,50
"211",1990.5,46
"212",1990.58333333333,46
"213",1990.66666666667,38
"214",1990.75,37
"215",1990.83333333333,34
"216",1990.91666666667,29
"217",1991,30
"218",1991.08333333333,40
"219",1991.16666666667,46
"220",1991.25,46
"221",1991.33333333333,47
"222",1991.41666666667,47
"223",1991.5,43
"224",1991.58333333333,46
"225",1991.66666666667,37
"226",1991.75,41
"227",1991.83333333333,39
"228",1991.91666666667,36
"229",1992,48
"230",1992.08333333333,55
"231",1992.16666666667,56
"232",1992.25,53
"233",1992.33333333333,52
"234",1992.41666666667,53
"235",1992.5,52
"236",1992.58333333333,56
"237",1992.66666666667,51
"238",1992.75,48
"239",1992.83333333333,42
"240",1992.91666666667,42
"241",1993,44
"242",1993.08333333333,50
"243",1993.16666666667,60
"244",1993.25,66
"245",1993.33333333333,58
"246",1993.41666666667,59
"247",1993.5,55
"248",1993.58333333333,57
"249",1993.66666666667,57
"250",1993.75,56
"251",1993.83333333333,53
"252",1993.91666666667,51
"253",1994,45
"254",1994.08333333333,58
"255",1994.16666666667,74
"256",1994.25,65
"257",1994.33333333333,65
"258",1994.41666666667,55
"259",1994.5,52
"260",1994.58333333333,59
"261",1994.66666666667,54
"262",1994.75,57
"263",1994.83333333333,45
"264",1994.91666666667,40
"265",1995,47
"266",1995.08333333333,47
"267",1995.16666666667,60
"268",1995.25,58
"269",1995.33333333333,63
"270",1995.41666666667,64
"271",1995.5,64
"272",1995.58333333333,63
"273",1995.66666666667,55
"274",1995.75,54
"275",1995.83333333333,44
