"","group","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"28",1002,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"29",1002,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1
"30",1002,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"31",1002,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
"32",1002,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"33",1002,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"34",1002,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"35",1002,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
"36",1002,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"37",1002,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
"38",1002,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"39",1002,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"40",1002,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"41",1003,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
"42",1003,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0
"43",1003,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"44",1003,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"45",1003,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"46",1003,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"47",1003,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"48",1003,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"49",1003,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"50",1003,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"51",1003,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"52",1003,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"53",1003,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
"54",1003,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"55",1003,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
"56",1003,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"57",1003,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0
"58",1003,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"59",1003,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
"60",1003,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
"61",1004,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"62",1004,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0
"63",1004,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
"64",1004,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"65",1004,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"66",1004,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
"67",1004,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
"68",1004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"69",1004,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
"70",1004,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
"71",1004,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
"72",1004,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"73",1004,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"74",1004,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"75",1004,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
"76",1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1004,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"78",1004,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"79",1004,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"80",1004,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"81",1005,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"82",1005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"83",1005,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"84",1005,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"85",1005,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"86",1005,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"87",1005,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
"88",1005,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"89",1005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"90",1005,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0
"91",1005,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"92",1005,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"93",1005,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"94",1005,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"95",1005,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"96",1005,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"97",1005,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
"98",1005,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"99",1005,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"100",1005,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"101",1006,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"102",1006,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"103",1006,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"104",1006,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"105",1006,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"106",1006,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"107",1006,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
"108",1006,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"109",1006,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"110",1006,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"111",1006,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
"112",1006,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"113",1006,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"114",1006,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"115",1006,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"116",1006,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"117",1006,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"118",1006,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
"119",1006,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"120",1006,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"121",1007,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
"122",1007,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"123",1007,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"124",1007,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"125",1007,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"126",1007,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"127",1007,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"128",1007,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"129",1007,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"130",1007,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"131",1007,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
"132",1007,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"133",1007,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
"134",1007,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
"135",1007,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"136",1007,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"137",1007,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
"138",1007,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"139",1007,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"140",1007,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"141",1008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",1008,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"143",1008,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"144",1008,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"145",1008,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"146",1008,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"147",1008,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"148",1008,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
"149",1008,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"150",1008,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"151",1008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",1008,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"153",1008,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"154",1008,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"155",1008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",1008,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1
"157",1008,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
"158",1008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",1008,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"160",1008,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
"161",1009,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1
"162",1009,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"163",1009,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
"164",1009,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"165",1009,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"166",1009,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"167",1009,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
"168",1009,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"169",1009,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"170",1009,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"171",1009,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
"172",1009,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"173",1009,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"174",1009,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"175",1009,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"176",1009,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"177",1009,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"178",1009,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"179",1009,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0
"180",1009,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"181",1010,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"182",1010,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"183",1010,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"184",1010,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"185",1010,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"186",1010,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
"187",1010,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"188",1010,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"189",1010,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"190",1010,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"191",1010,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"192",1010,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"193",1010,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0
"194",1010,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"195",1010,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"196",1010,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"197",1010,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
"198",1010,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
"199",1010,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"200",1010,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"201",1011,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"202",1011,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"203",1011,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"204",1011,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"205",1011,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"206",1011,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"207",1011,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"208",1011,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
"209",1011,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"210",1011,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"211",1011,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"212",1011,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"213",1011,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"214",1011,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"215",1011,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"216",1011,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"217",1011,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"218",1011,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"219",1011,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"220",1011,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"221",1012,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"222",1012,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"223",1012,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"224",1012,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"225",1012,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"226",1012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"227",1012,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"228",1012,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"229",1012,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
"230",1012,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"231",1012,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
"232",1012,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"233",1012,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"234",1012,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"235",1012,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"236",1012,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"237",1012,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"238",1012,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"239",1012,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
"240",1012,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"241",1013,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"242",1013,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"243",1013,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
"244",1013,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"245",1013,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"246",1013,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"247",1013,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"248",1013,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
"249",1013,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"250",1013,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"251",1013,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"252",1013,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"253",1013,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"254",1013,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
"255",1013,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"256",1013,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"257",1013,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"258",1013,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"259",1013,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"260",1013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"261",1014,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"262",1014,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
"263",1014,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"264",1014,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"265",1014,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"266",1014,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"267",1014,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"268",1014,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"269",1014,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"270",1014,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"271",1014,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"272",1014,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"273",1014,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"274",1014,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0
"275",1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",1014,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"277",1014,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"278",1014,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0
"279",1014,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"280",1014,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"281",1015,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"282",1015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"283",1015,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"284",1015,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"285",1015,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"286",1015,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"287",1015,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"288",1015,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"289",1015,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"290",1015,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
"291",1015,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"292",1015,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"293",1015,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"294",1015,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"295",1015,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"296",1015,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"297",1015,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"298",1015,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"299",1015,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"300",1015,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"301",1016,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"302",1016,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"303",1016,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"304",1016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"305",1016,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
"306",1016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"307",1016,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"308",1016,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0
"309",1016,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"310",1016,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
"311",1016,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
"312",1016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",1016,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
"314",1016,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"315",1016,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"316",1016,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"317",1016,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"318",1016,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0
"319",1016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"320",1016,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"321",1017,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
"322",1017,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"323",1017,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"324",1017,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"325",1017,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"326",1017,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
"327",1017,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"328",1017,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"329",1017,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"330",1017,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
"331",1017,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"332",1017,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"333",1017,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0
"334",1017,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"335",1017,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"336",1017,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0
"337",1017,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"338",1017,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"339",1017,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"340",1017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",1018,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"342",1018,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
"343",1018,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
"344",1018,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1
"345",1018,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"346",1018,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
"347",1018,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"348",1018,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
"349",1018,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
"350",1018,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"351",1018,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0
"352",1018,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"353",1018,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0
"354",1018,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"355",1018,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"356",1018,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"357",1018,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"358",1018,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"359",1018,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"360",1018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",1019,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"362",1019,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"363",1019,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"364",1019,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
"365",1019,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
