"","idgroup","item1","item2"
"133",10,NA,4
"134",10,NA,4
"135",10,NA,4
"136",10,NA,4
"137",10,NA,4
"138",10,NA,4
"139",10,NA,4
"140",10,NA,4
"141",10,NA,4
"142",10,NA,4
"143",10,NA,4
"144",10,NA,4
"145",10,NA,4
"146",10,NA,3
"147",10,NA,3
"148",10,NA,3
"149",11,NA,4
"150",11,NA,4
"151",11,NA,4
"152",11,NA,4
"153",11,NA,4
"154",11,NA,2
"155",11,NA,4
"156",11,NA,2
"157",11,NA,4
"158",11,NA,4
"159",11,NA,4
"160",11,NA,4
"161",11,NA,4
"162",11,NA,4
"163",11,NA,4
"164",11,NA,3
"165",12,4,NA
"166",12,4,NA
"167",12,4,NA
"168",12,3,NA
"169",12,4,NA
"170",12,3,NA
"171",12,2,NA
"172",12,2,NA
"173",12,1,NA
"174",12,2,NA
"175",12,2,NA
"176",12,2,NA
"177",12,3,NA
"178",12,3,NA
"179",12,4,NA
"180",12,3,NA
"181",12,0,NA
"182",13,NA,4
"183",13,NA,4
"184",13,NA,4
"185",13,NA,3
"186",13,NA,3
"187",13,NA,4
"188",13,NA,4
"189",13,NA,4
"190",13,NA,4
"191",13,NA,4
"192",13,NA,4
"193",13,NA,4
"194",13,NA,4
"195",13,NA,4
"196",13,NA,4
"197",14,2,NA
"198",14,4,NA
"199",14,1,NA
"200",14,4,NA
"201",14,4,NA
"202",14,NA,4
"203",14,4,NA
"204",14,3,NA
"205",14,4,NA
"206",14,4,NA
"207",14,4,NA
"208",14,2,NA
"209",14,4,NA
"210",14,NA,4
"211",14,NA,3
"212",14,NA,4
"213",14,NA,4
"214",15,2,NA
"215",15,1,NA
"216",15,1,NA
"217",15,4,NA
"218",15,2,NA
"219",15,4,NA
"220",15,3,NA
"221",15,4,NA
"222",15,2,NA
"223",15,4,NA
"224",15,4,NA
"225",15,4,NA
"226",15,3,NA
"227",15,3,NA
"228",15,2,NA
"229",15,4,NA
"230",16,NA,4
"231",16,NA,4
"232",16,NA,4
"233",16,NA,4
"234",16,NA,3
"235",16,NA,3
"236",16,NA,4
"237",16,NA,4
"238",16,NA,4
"239",16,NA,2
"240",16,NA,2
"241",16,NA,4
"242",16,NA,4
"243",17,NA,4
"244",17,NA,2
"245",17,NA,3
"246",17,NA,3
"247",17,NA,4
"248",17,NA,4
"249",17,NA,4
"250",17,NA,1
"251",17,NA,3
"252",17,NA,4
"253",17,NA,4
"254",17,NA,1
"255",17,NA,4
"256",17,NA,4
"257",18,4,NA
"258",18,3,NA
"259",18,3,NA
"260",18,2,NA
"261",18,2,NA
"262",18,4,NA
"263",18,4,NA
"264",18,2,NA
"265",18,3,NA
"266",18,2,NA
"267",18,1,NA
"268",18,2,NA
"269",18,2,NA
"270",18,4,NA
"271",18,4,NA
"272",18,2,NA
"273",18,4,NA
"274",18,4,NA
"275",18,2,NA
"276",18,3,NA
"277",18,2,NA
"278",18,2,NA
"279",18,4,NA
"280",19,NA,4
"281",19,NA,4
"282",19,NA,3
"283",19,NA,4
"284",19,NA,4
"285",19,NA,4
"286",19,NA,4
"287",19,NA,4
"288",19,NA,4
"289",19,NA,3
"290",19,NA,4
"291",19,NA,4
"292",19,NA,4
"293",20,1,NA
"294",20,2,NA
"295",20,2,NA
"296",20,1,NA
"297",20,2,NA
"298",20,2,NA
"299",20,0,NA
"300",20,NA,3
"301",20,NA,4
"302",20,NA,4
"303",20,NA,1
"304",20,NA,3
"305",21,0,NA
"306",21,4,NA
"307",21,4,NA
"308",21,3,NA
"309",21,2,NA
"310",21,4,NA
"311",21,0,NA
"312",21,4,NA
"313",21,4,NA
"314",21,NA,3
"315",22,NA,4
"316",22,NA,4
"317",22,NA,4
"318",22,NA,4
"319",22,NA,4
"320",22,NA,4
"321",22,NA,4
"322",22,NA,4
"323",22,NA,4
"324",22,NA,4
"325",22,NA,4
"326",22,NA,4
"327",22,NA,4
"328",22,NA,4
"329",22,NA,4
"330",22,NA,4
"331",22,NA,4
"332",22,NA,4
"333",22,NA,4
"334",22,NA,4
"335",22,NA,4
"336",22,NA,4
"337",22,NA,4
"338",23,4,NA
"339",23,4,NA
"340",23,2,NA
"341",23,4,NA
"342",23,4,NA
"343",23,3,NA
"344",23,4,NA
"345",23,4,NA
"346",23,2,NA
"347",23,4,NA
"348",23,4,NA
"349",23,0,NA
"350",23,4,NA
"351",23,4,NA
"352",23,0,NA
"353",23,4,NA
"354",24,NA,4
"355",24,NA,4
"356",24,NA,4
"357",24,NA,4
"358",24,NA,4
"359",24,NA,4
"360",24,NA,4
"361",24,NA,4
"362",24,NA,4
"363",24,NA,4
"364",24,NA,4
"365",24,NA,4
"366",24,NA,4
"367",24,NA,4
"368",24,NA,4
"369",24,NA,4
"370",24,NA,4
"371",24,NA,4
"372",24,NA,4
"373",24,NA,4
"374",24,NA,4
"375",24,NA,4
"376",24,NA,4
"377",24,NA,4
"378",25,NA,4
"379",25,NA,4
"380",25,NA,4
"381",25,NA,4
"382",25,NA,4
"383",25,NA,4
"384",25,NA,4
"385",25,NA,4
"386",25,NA,3
"387",25,NA,4
"388",25,NA,4
"389",25,NA,4
"390",26,4,NA
"391",26,4,NA
"392",26,4,NA
"393",26,2,NA
"394",26,2,NA
"395",26,2,NA
"396",26,4,NA
"397",26,2,NA
"398",26,4,NA
"399",26,4,NA
"400",26,4,NA
"401",26,4,NA
"402",26,2,NA
"403",26,4,NA
"404",26,2,NA
"405",26,4,NA
"406",26,4,NA
"407",26,4,NA
"408",26,4,NA
"409",26,3,NA
"410",26,4,NA
"411",26,4,NA
"412",27,4,NA
"413",27,4,NA
"414",27,1,NA
"415",27,4,NA
"416",27,2,NA
"417",27,4,NA
"418",27,2,NA
"419",27,2,NA
"420",27,2,NA
"421",27,2,NA
"422",27,4,NA
"423",27,4,NA
"424",27,2,NA
"425",27,4,NA
"426",27,2,NA
"427",27,4,NA
"428",27,4,NA
"429",27,4,NA
"430",28,NA,4
"431",28,NA,4
"432",28,NA,4
"433",28,NA,4
"434",28,NA,4
"435",28,NA,4
"436",28,NA,4
"437",28,NA,4
"438",28,NA,4
"439",28,NA,4
"440",28,NA,3
"441",28,NA,4
"442",28,NA,4
"443",28,NA,2
"444",28,NA,3
"445",28,NA,4
"446",28,NA,4
"447",29,NA,4
"448",29,NA,3
"449",29,NA,4
"450",29,NA,4
"451",29,NA,4
"452",29,NA,4
"453",29,NA,4
"454",29,NA,4
"455",29,NA,4
"456",29,NA,4
"457",29,NA,4
"458",29,NA,4
"459",29,NA,3
"460",29,NA,3
"461",29,NA,3
"462",29,NA,4
"463",29,NA,4
"464",29,NA,4
"465",29,NA,4
"466",30,NA,4
"467",30,NA,4
"468",30,NA,0
"469",30,NA,3
"470",30,NA,4
"471",30,NA,3
"472",30,NA,3
"473",30,NA,4
"474",30,NA,4
"475",30,NA,4
"476",30,NA,3
"477",30,NA,3
"478",30,NA,4
"479",30,NA,4
"480",30,NA,3
"481",30,NA,4
"482",31,NA,4
"483",31,NA,3
"484",31,NA,4
"485",31,NA,4
"486",31,NA,4
"487",31,NA,4
"488",31,NA,4
"489",31,NA,4
"490",31,NA,4
"491",31,NA,4
"492",31,NA,4
"493",31,NA,4
"494",31,NA,4
"495",31,NA,4
"496",31,NA,4
"497",31,NA,4
"498",31,NA,1
"499",31,NA,4
"500",31,NA,3
"501",31,NA,4
"502",31,NA,4
"503",31,NA,4
"504",32,NA,4
"505",32,NA,4
"506",32,NA,4
"507",32,NA,4
"508",32,NA,4
"509",32,NA,4
"510",32,NA,4
"511",32,NA,4
"512",32,NA,4
"513",32,NA,4
"514",32,NA,4
"515",32,NA,4
"516",32,NA,4
"517",32,NA,4
"518",33,NA,4
"519",33,NA,3
"520",33,NA,4
"521",33,NA,4
"522",33,NA,4
"523",33,NA,4
"524",33,NA,4
"525",33,NA,4
"526",33,NA,4
"527",33,NA,4
"528",33,NA,4
"529",33,NA,4
"530",33,NA,4
"531",33,NA,4
"532",33,NA,4
"533",33,NA,4
"534",33,NA,4
"535",33,NA,4
"536",33,NA,4
"537",33,NA,4
"538",33,NA,4
"539",34,NA,4
"540",34,NA,4
"541",34,NA,4
"542",34,NA,4
"543",34,NA,4
"544",34,NA,4
"545",34,NA,4
"546",34,NA,4
"547",34,NA,4
"548",34,NA,4
"549",34,NA,4
"550",34,NA,4
"551",34,NA,4
"552",34,NA,4
"553",34,NA,3
"554",34,NA,4
"555",34,NA,4
"556",34,NA,4
"557",34,NA,4
"558",34,NA,3
"559",35,4,NA
"560",35,0,NA
"561",35,2,NA
"562",35,2,NA
"563",35,2,NA
"564",35,4,NA
"565",35,3,NA
"566",35,4,NA
"567",35,4,NA
"568",35,4,NA
"569",35,2,NA
"570",35,2,NA
"571",35,2,NA
"572",35,2,NA
"573",35,1,NA
"574",35,2,NA
"575",35,4,NA
"576",35,4,NA
"577",36,4,NA
"578",36,2,NA
"579",36,2,NA
"580",36,2,NA
"581",36,2,NA
"582",36,4,NA
"583",36,4,NA
"584",36,4,NA
"585",36,4,NA
"586",36,4,NA
"587",36,4,NA
"588",36,4,NA
"589",36,4,NA
"590",36,4,NA
"591",37,2,NA
"592",37,2,NA
"593",37,4,NA
"594",37,0,NA
"595",37,3,NA
"596",37,4,NA
"597",37,2,NA
"598",37,3,NA
"599",37,4,NA
"600",37,3,NA
"601",37,2,NA
"602",37,2,NA
"603",37,4,NA
"604",37,4,NA
"605",37,2,NA
"606",37,2,NA
"607",37,4,NA
"608",37,4,NA
"609",37,4,NA
"610",38,NA,4
"611",38,NA,4
"612",38,NA,4
"613",38,NA,4
"614",38,NA,4
"615",38,NA,4
"616",38,NA,4
"617",38,NA,4
"618",38,NA,4
"619",38,NA,4
"620",38,NA,4
"621",38,NA,4
"622",38,NA,4
"623",38,NA,4
"624",38,NA,4
"625",38,NA,3
"626",38,NA,4
"627",38,NA,4
"628",38,NA,4
"629",38,NA,4
"630",39,3,NA
"631",39,2,NA
"632",39,2,NA
"633",39,2,NA
"634",39,0,NA
"635",39,2,NA
"636",39,1,NA
"637",39,4,NA
"638",39,0,NA
"639",39,2,NA
"640",39,4,NA
"641",39,2,NA
"642",39,4,NA
"643",39,1,NA
"644",39,2,NA
"645",40,4,NA
"646",40,4,NA
"647",40,4,NA
"648",40,4,NA
"649",40,2,NA
"650",40,4,NA
"651",40,4,NA
"652",40,4,NA
"653",40,2,NA
"654",40,2,NA
"655",40,4,NA
"656",40,4,NA
"657",40,4,NA
"658",40,4,NA
"659",40,4,NA
"660",40,4,NA
"661",40,4,NA
"662",40,4,NA
"663",41,4,NA
"664",41,4,NA
"665",41,4,NA
"666",41,2,NA
"667",41,4,NA
"668",41,4,NA
"669",41,2,NA
"670",42,NA,4
"671",42,NA,4
"672",42,NA,4
"673",42,NA,4
"674",42,NA,4
"675",42,NA,4
"676",42,NA,4
"677",42,NA,4
"678",42,NA,4
"679",42,NA,4
"680",42,NA,4
"681",42,NA,4
"682",42,NA,4
"683",42,NA,4
"684",42,NA,4
"685",42,NA,4
"686",42,NA,4
"687",42,NA,4
"688",42,NA,4
"689",42,NA,4
"690",42,NA,4
"691",42,NA,4
"692",42,NA,4
"693",42,NA,4
"694",42,NA,4
"695",42,NA,4
"696",42,NA,4
"697",42,NA,3
"698",43,NA,3
"699",43,NA,4
"700",43,NA,4
"701",43,NA,2
"702",43,NA,4
"703",43,NA,4
"704",43,NA,3
"705",43,NA,4
"706",43,NA,4
"707",43,NA,4
"708",43,NA,4
"709",43,NA,3
"710",43,NA,3
"711",43,NA,4
"712",43,NA,4
"713",43,NA,3
"714",44,NA,4
"715",44,NA,4
"716",44,NA,3
"717",44,NA,4
"718",44,NA,4
"719",44,NA,4
"720",44,NA,4
"721",44,NA,4
"722",44,NA,4
"723",44,NA,4
"724",44,NA,4
"725",45,NA,3
"726",45,NA,4
"727",45,NA,3
"728",45,NA,4
"729",45,NA,4
"730",45,NA,4
"731",45,NA,4
"732",45,NA,4
"733",45,NA,4
"734",45,NA,4
"735",45,NA,4
"736",45,NA,4
"737",45,NA,4
"738",45,NA,4
"739",45,NA,4
"740",45,NA,3
"741",45,NA,3
"742",46,NA,4
"743",46,NA,4
"744",46,NA,3
"745",46,NA,3
"746",46,NA,4
"747",46,NA,3
"748",46,NA,4
"749",46,NA,4
"750",46,NA,4
"751",46,NA,2
"752",46,NA,4
"753",46,NA,4
"754",46,NA,4
"755",46,NA,4
"756",46,NA,4
"757",46,NA,4
"758",46,NA,4
"759",46,NA,4
"760",46,NA,4
"761",46,NA,4
"762",46,NA,4
"763",46,NA,3
"764",46,NA,4
"765",47,NA,3
"766",47,NA,4
"767",47,NA,4
"768",47,NA,4
"769",47,NA,4
"770",47,NA,4
"771",47,NA,4
"772",47,NA,4
"773",47,NA,4
"774",47,NA,4
"775",47,NA,4
"776",47,NA,4
"777",47,NA,4
"778",47,NA,4
"779",47,NA,4
"780",47,NA,4
"781",47,NA,4
"782",47,NA,4
"783",47,NA,4
"784",48,3,NA
"785",48,1,NA
"786",48,2,NA
"787",48,4,NA
"788",48,2,NA
"789",48,2,NA
"790",48,1,NA
"791",48,2,NA
"792",48,4,NA
"793",48,2,NA
"794",48,2,NA
"795",48,2,NA
"796",48,2,NA
"797",48,3,NA
"798",48,2,NA
"799",48,1,NA
"800",48,2,NA
"801",48,3,NA
"802",48,4,NA
"803",48,4,NA
"804",48,4,NA
"805",49,4,NA
"806",49,4,NA
"807",49,2,NA
"808",49,2,NA
"809",49,2,NA
"810",49,2,NA
"811",49,4,NA
"812",49,4,NA
"813",49,4,NA
"814",49,4,NA
"815",49,4,NA
"816",49,2,NA
"817",50,4,NA
"818",50,2,NA
"819",50,4,NA
"820",50,4,NA
"821",50,4,NA
"822",50,4,NA
"823",50,4,NA
"824",50,4,NA
"825",50,4,NA
"826",50,4,NA
"827",50,2,NA
"828",50,1,NA
"829",50,2,NA
"830",50,2,NA
"831",50,2,NA
"832",50,2,NA
"833",51,NA,4
"834",51,NA,4
"835",51,NA,4
"836",51,NA,4
"837",51,NA,4
"838",51,NA,4
"839",51,NA,4
"840",51,NA,4
"841",51,NA,4
"842",51,NA,3
"843",51,NA,4
"844",51,NA,2
"845",51,NA,4
"846",51,NA,4
"847",51,NA,4
"848",51,NA,4
"849",52,4,NA
"850",52,4,NA
"851",52,3,NA
"852",52,4,NA
"853",52,4,NA
"854",52,2,NA
"855",52,NA,4
"856",52,NA,4
"857",52,NA,3
"858",52,NA,4
"859",52,NA,4
"860",52,NA,4
"861",52,NA,4
"862",52,NA,4
"863",52,NA,4
"864",52,NA,4
"865",52,NA,4
"866",52,NA,4
"867",52,NA,4
"868",52,NA,4
"869",52,NA,4
"870",52,NA,4
"871",53,NA,4
"872",53,NA,4
"873",53,NA,4
"874",53,NA,4
"875",53,NA,4
"876",53,NA,3
"877",53,NA,4
"878",53,NA,4
"879",54,NA,3
"880",54,NA,4
"881",54,NA,4
"882",54,NA,3
"883",54,NA,4
"884",54,NA,4
"885",54,NA,4
"886",54,NA,4
"887",54,NA,4
"888",54,NA,4
"889",54,NA,4
"890",54,NA,4
"891",54,NA,4
"892",54,NA,4
"893",54,NA,4
"894",54,NA,4
"895",55,1,NA
"896",55,4,NA
"897",55,4,NA
"898",55,1,NA
"899",55,4,NA
"900",55,4,NA
"901",55,0,NA
"902",55,1,NA
"903",55,0,NA
"904",55,3,NA
"905",55,4,NA
"906",55,4,NA
"907",55,4,NA
"908",55,3,NA
"909",55,3,NA
"910",55,0,NA
"911",55,2,NA
"912",55,2,NA
"913",55,4,NA
"914",55,4,NA
"915",56,3,NA
"916",56,4,NA
"917",56,4,NA
"918",56,4,NA
"919",56,4,NA
"920",56,4,NA
"921",56,4,NA
"922",56,4,NA
"923",56,4,NA
"924",56,4,NA
"925",56,4,NA
"926",56,4,NA
"927",56,3,NA
"928",56,4,NA
"929",56,2,NA
"930",57,NA,3
"931",57,NA,4
"932",57,NA,4
"933",57,NA,4
"934",57,NA,3
"935",57,NA,3
"936",57,NA,4
"937",57,NA,4
"938",57,NA,4
"939",57,NA,4
"940",57,NA,4
"941",57,NA,4
"942",57,NA,4
"943",57,NA,4
"944",57,NA,4
"945",57,NA,4
"946",58,4,NA
"947",58,4,NA
"948",58,4,NA
"949",58,4,NA
"950",58,2,NA
"951",58,3,NA
"952",58,2,NA
"953",58,4,NA
"954",58,4,NA
"955",58,3,NA
"956",58,2,NA
"957",58,2,NA
"958",58,2,NA
"959",58,2,NA
"960",58,4,NA
"961",58,NA,4
"962",58,NA,3
"963",58,NA,4
"964",58,NA,4
"965",59,NA,4
"966",59,NA,4
"967",59,NA,4
"968",59,NA,4
"969",59,NA,4
"970",59,NA,4
"971",59,NA,4
"972",59,NA,4
"973",59,NA,3
"974",59,NA,4
"975",59,NA,2
"976",59,NA,2
"977",59,NA,4
"978",59,NA,2
"979",59,NA,4
"980",59,NA,4
"981",59,NA,4
"982",59,NA,4
"983",59,NA,4
"984",59,NA,3
"985",59,NA,4
"986",60,NA,3
"987",60,NA,2
"988",60,NA,4
"989",60,NA,4
"990",60,NA,4
"991",60,NA,4
"992",60,NA,3
"993",60,NA,4
"994",60,NA,2
"995",60,NA,4
"996",60,NA,4
"997",60,NA,4
"998",60,NA,4
"999",60,NA,4
"1000",60,NA,4
"1001",60,NA,4
"1002",61,NA,4
"1003",61,NA,4
"1004",61,NA,4
"1005",61,NA,4
"1006",61,NA,4
"1007",61,NA,4
"1008",61,NA,4
"1009",61,NA,4
"1010",61,NA,4
"1011",61,NA,3
"1012",61,NA,3
"1013",61,NA,4
"1014",61,NA,4
"1015",61,NA,4
"1016",61,NA,4
"1017",62,NA,4
"1018",62,NA,4
"1019",62,NA,4
"1020",62,NA,4
"1021",62,NA,4
"1022",62,NA,4
"1023",62,NA,4
"1024",62,NA,4
"1025",62,NA,4
"1026",62,NA,4
"1027",62,NA,4
"1028",62,NA,4
"1029",62,NA,4
"1030",62,NA,4
"1031",63,2,NA
"1032",63,4,NA
"1033",63,4,NA
"1034",63,2,NA
"1035",63,2,NA
"1036",63,4,NA
"1037",63,4,NA
"1038",63,4,NA
"1039",63,4,NA
"1040",63,2,NA
"1041",63,2,NA
"1042",63,2,NA
"1043",63,2,NA
"1044",63,4,NA
"1045",63,4,NA
"1046",63,4,NA
"1047",63,4,NA
"1048",63,4,NA
"1049",63,4,NA
"1050",64,NA,4
"1051",64,NA,4
"1052",64,NA,4
"1053",64,NA,4
"1054",64,NA,3
"1055",64,NA,4
"1056",64,NA,4
"1057",64,NA,4
"1058",64,NA,4
"1059",64,NA,4
"1060",64,NA,4
"1061",64,NA,4
"1062",64,NA,4
"1063",64,NA,3
"1064",64,NA,4
"1065",64,NA,3
"1066",64,NA,4
"1067",64,NA,4
"1068",64,NA,2
"1069",64,NA,2
"1070",65,NA,3
"1071",65,NA,4
"1072",65,NA,4
"1073",65,NA,4
"1074",65,NA,4
"1075",65,NA,4
"1076",65,NA,4
"1077",65,NA,4
"1078",65,NA,4
"1079",65,NA,4
"1080",65,NA,4
"1081",65,NA,4
"1082",65,NA,4
"1083",65,NA,4
"1084",66,NA,4
"1085",66,NA,4
"1086",66,NA,4
"1087",66,NA,4
"1088",66,NA,4
"1089",66,NA,3
"1090",66,NA,4
"1091",66,NA,4
"1092",66,NA,4
"1093",66,NA,4
"1094",66,NA,3
"1095",66,NA,4
"1096",66,NA,4
"1097",66,NA,4
"1098",66,NA,4
"1099",66,NA,4
"1100",66,NA,4
"1101",66,NA,4
"1102",66,NA,4
"1103",66,NA,3
"1104",66,NA,4
"1105",67,NA,4
"1106",67,NA,4
"1107",67,NA,4
"1108",67,NA,4
"1109",67,NA,4
"1110",67,NA,4
"1111",67,NA,4
"1112",67,NA,4
"1113",67,NA,4
"1114",67,NA,4
"1115",67,NA,4
"1116",67,NA,4
"1117",67,NA,4
"1118",67,NA,4
"1119",67,NA,4
"1120",67,NA,4
"1121",67,NA,4
"1122",67,NA,4
"1123",67,NA,4
"1124",67,NA,4
"1125",67,NA,4
"1126",67,NA,4
"1127",67,NA,4
"1128",67,NA,4
"1129",68,NA,4
"1130",68,NA,4
"1131",68,NA,3
"1132",68,NA,4
"1133",68,NA,4
"1134",68,NA,3
"1135",68,NA,4
"1136",68,NA,4
"1137",68,NA,4
"1138",68,NA,4
"1139",68,NA,4
"1140",68,NA,4
"1141",68,NA,4
"1142",68,NA,4
"1143",68,NA,4
"1144",68,NA,4
"1145",68,NA,4
"1146",68,NA,4
"1147",68,NA,4
"1148",69,NA,3
"1149",69,NA,4
"1150",69,NA,3
"1151",69,NA,4
"1152",69,NA,4
"1153",69,NA,4
"1154",69,NA,3
"1155",69,NA,3
"1156",69,NA,3
"1157",69,NA,3
"1158",69,NA,4
"1159",69,NA,4
"1160",69,NA,3
"1161",69,NA,4
"1162",69,NA,4
"1163",69,NA,4
"1164",69,NA,4
"1165",69,NA,4
"1166",69,NA,4
"1167",69,NA,0
"1168",70,0,NA
"1169",70,0,NA
"1170",70,2,NA
"1171",70,2,NA
"1172",70,2,NA
"1173",70,2,NA
"1174",70,2,NA
"1175",70,4,NA
"1176",70,0,NA
"1177",70,4,NA
"1178",70,2,NA
"1179",70,4,NA
"1180",70,2,NA
"1181",70,1,NA
"1182",70,4,NA
"1183",70,2,NA
"1184",70,2,NA
"1185",70,4,NA
"1186",70,2,NA
"1187",70,2,NA
"1188",70,0,NA
"1189",71,2,NA
"1190",71,2,NA
"1191",71,2,NA
"1192",71,2,NA
"1193",71,2,NA
"1194",71,2,NA
"1195",71,4,NA
"1196",71,4,NA
"1197",71,2,NA
"1198",71,4,NA
"1199",71,4,NA
"1200",71,4,NA
"1201",72,4,NA
"1202",72,4,NA
"1203",72,2,NA
"1204",72,2,NA
"1205",72,4,NA
"1206",72,4,NA
"1207",72,2,NA
"1208",72,4,NA
"1209",72,4,NA
"1210",72,4,NA
"1211",72,4,NA
"1212",72,4,NA
"1213",72,4,NA
"1214",72,1,NA
"1215",72,4,NA
"1216",72,2,NA
"1217",72,2,NA
"1218",72,2,NA
"1219",72,4,NA
"1220",72,4,NA
"1221",72,2,NA
"1222",72,4,NA
"1223",73,NA,4
"1224",73,NA,4
"1225",73,NA,4
"1226",73,NA,4
"1227",73,NA,4
"1228",73,NA,4
"1229",73,NA,3
"1230",73,NA,4
"1231",73,NA,4
"1232",73,NA,4
"1233",73,NA,4
"1234",73,NA,4
"1235",73,NA,4
"1236",73,NA,4
"1237",73,NA,4
"1238",73,NA,4
"1239",73,NA,4
"1240",73,NA,4
"1241",74,4,NA
"1242",74,4,NA
"1243",74,4,NA
"1244",74,4,NA
"1245",74,2,NA
"1246",74,4,NA
"1247",74,2,NA
"1248",74,3,NA
"1249",74,4,NA
"1250",74,4,NA
"1251",74,4,NA
"1252",74,4,NA
"1253",74,2,NA
"1254",75,4,NA
"1255",75,4,NA
"1256",75,2,NA
"1257",75,4,NA
"1258",75,4,NA
"1259",75,4,NA
"1260",75,2,NA
"1261",75,2,NA
"1262",75,2,NA
"1263",75,2,NA
"1264",75,2,NA
"1265",75,2,NA
"1266",75,4,NA
"1267",75,2,NA
"1268",75,4,NA
"1269",75,4,NA
"1270",75,4,NA
"1271",75,2,NA
"1272",75,1,NA
"1273",75,4,NA
"1274",75,4,NA
"1275",75,3,NA
"1276",76,NA,4
"1277",76,NA,4
"1278",76,NA,4
"1279",76,NA,4
"1280",76,NA,4
"1281",76,NA,2
"1282",76,NA,4
"1283",76,NA,4
"1284",76,NA,4
"1285",76,NA,4
"1286",76,NA,4
"1287",76,NA,3
"1288",76,NA,4
"1289",76,NA,4
"1290",76,NA,4
"1291",76,NA,4
"1292",77,NA,4
"1293",77,NA,3
"1294",77,NA,2
"1295",77,NA,3
"1296",77,NA,3
"1297",77,NA,3
"1298",77,NA,2
"1299",77,NA,4
"1300",77,NA,3
"1301",77,NA,4
"1302",77,NA,4
"1303",77,NA,4
"1304",77,NA,4
"1305",77,NA,4
"1306",78,NA,4
"1307",78,NA,4
"1308",78,NA,4
"1309",78,NA,4
"1310",78,NA,4
"1311",78,NA,4
"1312",78,NA,4
"1313",78,NA,4
"1314",78,NA,4
"1315",78,NA,4
"1316",78,NA,4
"1317",78,NA,4
"1318",78,NA,4
"1319",78,NA,4
"1320",78,NA,4
"1321",78,NA,4
"1322",78,NA,4
"1323",79,NA,4
"1324",79,NA,4
"1325",79,NA,4
"1326",79,NA,4
"1327",79,NA,4
"1328",79,NA,2
"1329",79,NA,4
"1330",79,NA,4
"1331",79,NA,4
"1332",79,NA,4
"1333",79,NA,4
"1334",79,NA,4
"1335",79,NA,4
"1336",79,NA,4
"1337",79,NA,4
"1338",80,NA,4
"1339",80,NA,4
"1340",80,NA,4
"1341",80,NA,4
"1342",80,NA,4
"1343",80,NA,4
"1344",80,NA,4
"1345",80,NA,3
"1346",80,NA,3
"1347",80,NA,4
"1348",80,NA,4
"1349",80,NA,4
"1350",80,NA,3
"1351",80,NA,4
"1352",80,NA,3
"1353",80,NA,4
"1354",80,NA,4
"1355",80,NA,4
"1356",80,NA,4
"1357",81,NA,4
"1358",81,NA,4
"1359",81,NA,3
"1360",81,NA,4
"1361",81,NA,1
