"","group","X1","X2","X3","X4","X5"
"244",13,5,5,4,4,3
"245",13,2,2,3,1,3
"246",13,2,2,4,0,1
"247",13,3,3,2,2,3
"248",13,2,0,3,-1,1
"249",13,3,2,5,2,1
"250",13,3,2,4,3,3
"251",13,4,3,3,3,3
"252",13,3,3,3,2,2
"253",13,3,2,4,2,1
"254",13,2,3,3,1,2
"255",13,2,3,1,1,1
"256",13,2,3,4,2,3
"257",13,3,2,4,2,3
"258",13,3,2,3,3,2
"259",13,2,3,3,1,2
"260",13,3,2,4,2,1
"261",14,4,4,3,2,3
"262",14,3,2,2,4,2
"263",14,2,1,2,1,1
"264",14,3,3,4,1,2
"265",14,3,3,2,3,2
"266",14,3,3,3,1,3
"267",14,3,3,3,2,3
"268",14,3,3,4,2,4
"269",14,3,3,3,1,2
"270",14,2,3,3,1,1
"271",14,3,3,3,3,2
"272",14,3,3,5,2,3
"273",14,3,1,4,2,2
"274",14,3,3,3,3,3
"275",14,2,3,3,1,3
"276",14,3,2,3,2,3
"277",14,3,3,4,2,1
"278",14,3,2,4,3,2
"279",14,3,4,4,4,4
"280",14,2,2,3,2,2
"281",15,2,2,3,1,1
"282",15,2,3,3,1,3
"283",15,3,2,3,3,1
"284",15,3,3,4,3,2
"285",15,2,3,2,1,1
"286",15,3,2,4,2,4
"287",15,3,3,4,1,2
"288",15,3,3,3,4,2
"289",15,2,4,3,1,2
"290",15,2,2,4,2,2
"291",15,2,2,3,2,2
"292",15,2,3,3,2,2
"293",15,2,2,2,2,2
"294",15,2,2,4,1,1
"295",15,3,2,1,1,2
"296",15,3,3,3,3,3
"297",15,3,2,3,3,3
"298",15,3,3,3,3,3
"299",15,3,2,3,2,2
"300",15,2,2,2,2,2
"301",16,4,5,4,2,4
"302",16,3,1,3,1,3
"303",16,3,4,3,5,3
"304",16,5,4,4,4,3
"305",16,3,3,3,4,2
"306",16,3,3,3,2,2
"307",16,3,4,2,4,3
"308",16,3,4,3,3,4
"309",16,4,4,4,3,3
"310",16,3,3,3,3,3
"311",16,4,4,3,3,3
"312",16,4,4,6,4,4
"313",16,2,2,3,1,2
"314",16,3,3,5,2,3
"315",16,4,3,2,3,3
"316",16,2,2,1,2,2
"317",16,4,3,4,3,3
"318",16,4,4,5,5,4
"319",16,3,3,2,3,2
"320",16,3,2,5,3,2
"321",17,3,3,3,3,3
"322",17,2,2,2,1,3
"323",17,3,3,3,2,2
"324",17,2,3,3,2,1
"325",17,3,3,3,3,2
"326",17,4,3,3,3,3
"327",17,2,2,2,2,2
"328",17,3,3,3,3,4
"329",17,4,3,3,3,3
"330",17,2,3,3,3,3
"331",17,2,2,3,2,2
"332",17,3,3,4,2,2
"333",17,4,4,3,3,4
"334",17,2,2,2,1,1
"335",17,2,3,3,2,2
"336",17,4,3,2,3,3
"337",17,3,4,3,3,4
"338",17,3,4,3,3,2
"339",17,3,3,4,1,2
"340",17,3,4,3,2,3
"341",18,2,2,3,3,2
"342",18,3,3,3,3,1
"343",18,4,3,3,3,3
"344",18,3,2,1,2,2
"345",18,4,3,4,2,3
"346",18,3,2,3,3,2
"347",18,3,2,4,2,2
"348",18,3,2,3,2,2
"349",18,3,2,3,2,1
"350",18,3,3,4,3,4
"351",18,3,2,3,3,2
"352",18,3,2,2,2,2
"353",18,2,1,4,3,2
"354",18,3,1,3,2,1
"355",18,3,3,4,3,4
"356",18,2,1,2,1,1
"357",18,4,2,2,3,3
"358",18,3,3,3,2,2
"359",18,2,2,2,2,1
"360",18,3,3,2,3,2
"361",19,2,1,5,2,2
"362",19,4,4,5,4,4
"363",19,5,5,3,4,4
"364",19,4,3,5,3,3
"365",19,3,4,3,2,4
"366",19,4,4,4,3,3
"367",19,2,1,4,0,2
"368",19,4,4,4,3,3
"369",19,3,2,3,2,2
"370",19,4,4,3,3,3
"371",19,3,2,3,1,3
"372",19,3,2,5,3,2
"373",19,3,3,1,2,3
"374",19,4,4,4,3,2
"375",19,4,2,3,3,4
"376",19,3,4,3,5,3
"377",19,4,3,3,3,3
"378",19,4,3,3,3,2
"379",19,3,3,4,1,3
"380",19,3,3,4,3,4
"381",20,3,3,4,3,2
"382",20,3,3,4,3,4
"383",20,4,4,4,3,4
"384",20,2,3,3,3,1
"385",20,3,3,2,2,2
"386",20,3,2,3,4,3
"387",20,4,3,3,2,3
"388",20,3,4,3,3,4
"389",20,3,3,2,3,3
"390",20,4,4,2,3,3
"391",20,3,3,3,3,3
"392",20,3,3,4,3,3
"393",20,3,3,3,2,3
"394",20,3,2,1,2,4
"395",20,3,1,2,3,2
"396",20,3,3,4,3,3
"397",20,4,4,3,3,2
"398",20,3,4,4,3,5
"399",20,2,1,3,2,1
"400",20,3,3,3,3,2
"401",21,4,3,4,3,3
"402",21,4,3,3,2,3
"403",21,4,4,4,3,3
"404",21,4,4,4,5,3
"405",21,4,4,3,2,2
"406",21,4,5,4,5,3
"407",21,4,4,4,3,3
"408",21,1,1,2,2,3
"409",21,3,3,2,2,2
"410",21,3,3,4,2,2
"411",21,4,4,4,4,3
"412",21,4,4,3,4,1
"413",21,4,3,5,2,3
"414",21,3,4,3,3,1
"415",21,3,3,3,3,3
"416",21,2,3,2,3,2
"417",21,4,4,4,4,3
"418",21,4,3,3,3,2
"419",21,3,3,4,2,2
"420",21,4,4,4,3,3
"421",22,3,3,2,1,2
"422",22,2,2,3,3,1
"423",22,3,3,3,2,2
"424",22,3,3,2,2,3
"425",22,3,4,4,3,3
"426",22,4,4,2,4,3
"427",22,4,4,4,4,3
"428",22,4,4,5,3,4
"429",22,3,3,5,3,1
"430",22,1,3,3,0,2
"431",22,4,4,4,3,3
"432",22,3,2,4,2,3
"433",22,3,2,2,2,3
"434",22,3,3,4,3,3
"435",22,4,4,3,2,3
"436",22,4,4,4,3,4
"437",22,2,2,3,2,4
"438",22,2,3,2,2,1
"439",22,3,3,4,3,4
"440",22,4,4,4,3,3
"441",23,4,3,3,2,3
"442",23,3,3,1,2,3
"443",23,5,5,3,4,4
"444",23,4,3,5,3,3
"445",23,4,3,3,2,3
"446",23,3,3,3,4,2
"447",23,4,3,4,3,3
"448",23,4,3,2,3,3
"449",23,4,3,3,4,3
"450",23,2,2,1,2,2
"451",23,2,1,5,2,3
"452",23,4,4,4,5,4
"453",23,3,3,5,3,4
"454",23,3,2,4,2,3
"455",23,4,4,4,4,1
"456",23,3,3,5,2,3
"457",23,3,3,3,2,3
"458",23,4,3,3,4,2
"459",23,4,3,3,3,3
"460",23,4,3,4,2,3
"461",24,3,2,3,2,2
"462",24,2,2,4,1,1
"463",24,2,2,2,3,1
"464",24,4,2,3,3,2
"465",24,3,3,3,2,2
"466",24,2,3,2,1,2
"467",24,3,2,2,2,3
"468",24,3,1,3,2,3
"469",24,3,2,2,1,2
"470",24,2,2,2,1,2
"471",24,1,1,1,1,3
"472",24,2,1,4,2,1
"473",24,3,1,2,2,2
"474",24,3,2,3,2,2
"475",24,3,2,3,4,3
"476",24,3,1,2,1,1
"477",24,3,2,2,3,3
"478",24,3,3,4,3,2
"479",24,2,2,3,2,2
"480",24,2,2,2,1,1
"481",25,4,3,3,3,3
"482",25,4,4,4,4,3
"483",25,2,1,2,2,2
"484",25,4,4,3,4,2
"485",25,3,1,2,2,2
"486",25,3,2,2,2,1
"487",25,2,0,2,2,2
"488",25,3,1,3,2,2
"489",25,3,2,3,2,3
"490",25,3,3,4,3,3
"491",25,3,3,5,3,4
"492",25,2,2,4,2,3
"493",25,3,2,3,3,2
"494",25,3,3,4,1,3
"495",25,3,2,4,3,2
"496",25,3,2,3,2,2
"497",25,3,2,4,2,2
"498",25,2,3,3,3,4
"499",25,3,2,3,2,2
"500",25,4,4,4,3,3
"501",26,3,3,5,1,2
"502",26,3,2,5,2,3
"503",26,3,2,2,1,1
"504",26,2,2,3,3,3
"505",26,3,2,3,3,2
"506",26,3,3,2,3,2
"507",26,4,3,2,2,3
"508",26,4,2,3,3,4
"509",26,3,3,3,3,1
"510",26,4,3,3,3,2
"511",26,3,4,2,3,2
"512",26,3,3,2,2,3
"513",26,3,2,4,2,3
"514",26,1,0,2,1,2
"515",26,3,1,3,1,2
"516",26,3,3,4,2,3
"517",26,3,2,3,3,2
"518",26,3,2,4,2,3
"519",26,3,2,2,3,1
"520",26,3,1,4,2,1
"521",27,2,3,3,1,3
"522",27,3,2,3,0,2
"523",27,2,2,3,2,2
"524",27,2,3,4,4,2
"525",27,3,2,4,1,2
"526",27,2,1,3,2,2
"527",27,0,1,3,0,-1
"528",27,2,2,2,2,2
"529",27,2,1,3,2,2
"530",27,2,1,5,3,2
"531",27,2,2,2,1,2
"532",27,3,3,4,3,3
"533",27,0,0,4,0,1
"534",27,2,3,2,2,2
"535",27,3,2,3,2,2
"536",27,2,1,4,1,2
"537",27,1,1,4,0,3
"538",27,2,3,3,3,2
"539",27,2,3,4,1,1
"540",27,3,2,3,4,3
"541",28,3,2,3,2,3
"542",28,3,3,3,1,2
"543",28,2,0,4,2,2
"544",28,3,3,3,3,2
"545",28,3,3,3,3,2
"546",28,3,4,3,3,2
"547",28,2,1,3,2,2
"548",28,3,3,3,3,3
"549",28,1,1,2,0,0
"550",28,3,2,4,2,3
"551",28,2,3,4,3,1
"552",28,3,2,2,3,2
"553",28,3,2,3,1,2
"554",28,2,1,2,1,2
"555",28,5,6,4,4,4
"556",28,2,1,4,1,1
"557",28,3,3,4,2,4
"558",28,3,3,3,3,2
"559",28,2,2,4,2,1
"560",28,2,1,3,1,1
"561",29,3,3,4,2,3
"562",29,3,4,3,3,3
"563",29,4,4,4,2,3
"564",29,2,3,3,3,1
"565",29,4,3,4,2,2
"566",29,4,2,4,3,3
"567",29,3,3,3,3,4
"568",29,3,3,3,2,2
"569",29,3,3,2,2,3
"570",29,3,2,3,1,2
"571",29,4,4,3,3,3
"572",29,2,3,3,1,0
"573",29,3,3,4,2,3
"574",29,3,3,4,3,4
"575",29,3,3,4,3,3
"576",29,4,3,2,2,3
"577",29,3,3,4,3,2
"578",29,4,3,3,3,3
"579",29,3,2,3,2,3
"580",29,3,1,3,3,2
"581",30,4,4,2,3,4
"582",30,3,3,3,3,2
"583",30,4,3,2,2,4
"584",30,3,2,5,3,3
"585",30,4,3,4,5,4
"586",30,3,1,2,3,3
"587",30,3,2,3,2,3
"588",30,3,2,4,3,3
"589",30,2,2,4,2,3
"590",30,2,2,3,2,3
"591",30,3,2,3,2,2
"592",30,4,2,3,3,3
"593",30,4,4,4,4,2
"594",30,3,2,3,2,3
"595",30,4,3,3,3,3
"596",30,4,3,4,3,3
"597",30,3,3,3,2,2
"598",30,4,4,2,4,3
"599",30,3,2,3,5,3
"600",30,3,2,2,2,2
"601",31,3,2,2,4,3
"602",31,4,4,4,3,4
"603",31,3,2,4,4,1
"604",31,2,2,4,1,1
"605",31,4,5,4,3,3
"606",31,5,3,4,3,3
"607",31,3,3,3,3,2
"608",31,3,4,3,3,2
"609",31,4,4,3,3,3
"610",31,3,3,2,2,2
"611",31,3,4,3,3,2
"612",31,3,3,3,2,3
"613",31,3,3,3,2,2
"614",31,2,1,4,2,3
"615",31,3,3,3,2,1
"616",31,3,3,4,2,1
"617",31,2,1,3,1,3
"618",31,4,4,5,3,5
"619",31,4,4,5,4,3
"620",31,3,4,2,3,4
"621",32,4,4,4,4,3
"622",32,4,3,4,2,3
"623",32,4,4,5,3,3
"624",32,4,3,5,2,3
"625",32,5,4,3,3,3
"626",32,5,3,4,3,3
"627",32,5,4,3,5,3
"628",32,4,4,5,3,4
"629",32,4,3,3,3,3
"630",32,3,3,4,3,2
"631",32,4,4,4,3,3
"632",32,3,2,3,3,2
"633",32,5,4,5,3,4
"634",32,3,3,4,2,2
"635",32,3,2,3,2,2
"636",32,5,5,4,3,4
"637",32,3,5,4,3,4
"638",32,5,4,5,3,3
"639",32,5,4,5,4,3
"640",32,5,5,7,5,3
"641",33,2,1,1,0,2
"642",33,3,4,5,2,1
"643",33,2,3,4,2,2
"644",33,3,2,4,3,2
"645",33,4,3,6,4,4
"646",33,3,4,2,3,1
"647",33,2,1,2,0,3
"648",33,3,3,1,3,3
"649",33,3,2,3,2,3
"650",33,2,2,3,1,1
"651",33,2,1,3,3,1
"652",33,4,3,4,3,3
"653",33,1,2,3,0,2
"654",33,2,2,2,1,2
"655",33,3,3,4,1,2
"656",33,3,3,3,1,2
"657",33,2,2,4,3,1
"658",33,3,2,3,2,3
"659",33,2,2,3,2,2
"660",33,4,3,3,4,4
"661",34,3,3,3,2,2
"662",34,3,3,3,3,2
"663",34,3,2,3,3,3
"664",34,2,2,4,1,2
"665",34,3,3,4,3,2
"666",34,3,2,3,2,2
"667",34,2,2,3,2,2
"668",34,3,3,2,2,2
"669",34,2,2,3,2,2
"670",34,4,3,3,3,4
"671",34,4,3,2,2,3
"672",34,4,2,2,2,2
"673",34,3,2,4,3,3
"674",34,3,1,2,1,3
"675",34,3,2,3,3,3
"676",34,3,3,3,3,2
"677",34,5,4,2,3,3
"678",34,4,3,4,3,2
"679",34,3,2,3,2,2
"680",34,3,2,6,3,3
"681",35,3,3,3,3,4
"682",35,3,4,2,3,3
"683",35,3,2,3,0,2
"684",35,2,2,3,1,1
"685",35,3,2,2,4,1
"686",35,3,2,3,3,2
"687",35,3,2,2,-1,2
"688",35,3,3,3,1,3
"689",35,4,2,3,2,1
"690",35,5,3,4,2,3
"691",35,2,3,3,2,2
"692",35,3,5,4,4,3
"693",35,4,4,2,3,3
"694",35,3,3,4,2,3
"695",35,3,3,3,2,4
"696",35,3,3,1,2,4
"697",35,3,4,5,3,3
"698",35,3,3,2,1,1
"699",35,4,4,5,4,4
"700",35,3,4,4,2,4
"701",36,3,3,3,2,2
"702",36,3,3,3,3,3
"703",36,4,4,4,4,4
"704",36,3,2,3,3,3
"705",36,4,4,5,5,3
"706",36,4,4,3,4,4
"707",36,3,3,3,3,1
"708",36,3,2,3,2,2
"709",36,4,4,5,5,3
"710",36,4,4,4,3,4
"711",36,3,2,3,2,2
"712",36,2,3,2,3,2
"713",36,4,4,1,3,3
"714",36,4,3,3,4,2
"715",36,3,3,3,2,2
"716",36,3,3,4,2,4
"717",36,4,3,2,3,3
"718",36,4,3,3,3,3
"719",36,4,3,2,3,2
"720",36,3,3,3,3,3
"721",37,3,2,2,2,3
"722",37,3,2,2,2,0
"723",37,3,4,4,2,2
"724",37,2,2,2,1,2
"725",37,3,4,3,2,3
"726",37,3,3,3,2,1
"727",37,2,2,3,1,1
"728",37,4,3,3,3,4
"729",37,2,2,2,0,2
"730",37,2,2,4,1,1
"731",37,2,2,3,3,2
"732",37,3,2,2,3,1
"733",37,2,2,3,2,2
"734",37,2,1,2,1,2
"735",37,2,2,1,1,2
"736",37,2,1,2,1,1
"737",37,2,2,3,1,1
"738",37,2,2,3,2,0
"739",37,2,2,2,3,1
"740",37,3,3,3,1,2
"741",38,4,3,4,3,3
"742",38,3,4,4,3,4
"743",38,3,4,3,5,4
"744",38,4,3,3,3,3
"745",38,4,3,4,4,3
"746",38,4,4,4,2,2
"747",38,5,3,7,4,5
"748",38,4,4,5,6,3
"749",38,3,4,3,3,2
"750",38,4,3,3,2,3
"751",38,3,3,4,4,3
"752",38,4,4,4,3,4
"753",38,4,2,4,1,2
"754",38,3,3,4,2,3
"755",38,3,2,2,1,2
"756",38,4,2,4,3,3
"757",38,3,2,3,2,3
"758",38,4,4,3,3,3
"759",38,4,2,4,3,3
"760",38,4,4,4,4,4
"761",39,1,1,4,2,2
"762",39,1,2,1,1,1
"763",39,2,3,2,1,1
"764",39,3,2,3,1,2
"765",39,2,2,3,3,3
"766",39,3,3,3,1,2
"767",39,2,1,3,2,0
"768",39,2,2,2,2,1
"769",39,3,3,3,3,3
"770",39,2,1,3,1,3
"771",39,1,1,3,2,3
"772",39,2,2,3,1,1
"773",39,0,0,3,3,1
"774",39,2,2,3,1,1
"775",39,2,2,3,0,2
"776",39,2,1,2,0,2
"777",39,2,1,2,0,1
"778",39,1,1,3,0,1
"779",39,2,0,2,1,2
"780",39,1,1,2,1,1
"781",40,3,4,1,3,5
"782",40,3,4,5,3,3
"783",40,2,2,4,2,1
"784",40,3,4,3,2,3
"785",40,3,5,3,4,3
"786",40,3,4,3,2,2
"787",40,3,3,4,1,2
"788",40,4,4,2,2,2
"789",40,3,2,5,2,2
"790",40,2,2,3,1,2
"791",40,3,2,5,2,2
"792",40,3,3,3,2,1
"793",40,3,2,4,2,3
"794",40,4,3,3,4,2
"795",40,2,0,5,1,0
"796",40,3,4,3,2,3
"797",40,3,4,3,3,2
"798",40,3,3,4,2,0
"799",40,2,1,4,2,2
"800",40,2,2,5,1,2
"801",41,2,1,3,1,2
"802",41,1,0,2,0,1
"803",41,3,2,3,1,3
"804",41,3,2,2,2,2
"805",41,4,4,4,4,3
"806",41,3,4,4,2,2
"807",41,3,3,2,4,3
"808",41,2,3,4,1,1
"809",41,3,3,2,1,3
"810",41,4,4,3,3,3
"811",41,3,3,3,2,3
"812",41,2,4,2,2,3
"813",41,4,3,3,3,3
"814",41,3,2,3,3,2
"815",41,2,2,2,1,3
"816",41,2,1,2,1,2
"817",41,3,3,3,4,2
"818",41,3,2,3,2,3
"819",41,3,2,3,2,2
"820",41,2,2,3,0,1
"821",42,3,3,2,2,3
"822",42,4,4,4,3,2
"823",42,4,4,4,4,4
"824",42,4,4,3,3,3
"825",42,3,1,2,1,2
"826",42,3,5,5,3,2
"827",42,4,3,4,3,3
"828",42,5,5,4,4,3
"829",42,4,4,4,3,2
"830",42,4,4,6,3,3
"831",42,4,3,5,3,3
"832",42,4,4,3,2,2
"833",42,4,4,3,4,4
"834",42,3,2,3,3,3
"835",42,3,4,3,4,3
"836",42,4,4,4,4,2
"837",42,3,4,4,3,2
"838",42,4,2,5,3,2
"839",42,4,5,3,3,3
"840",42,4,3,4,2,4
"841",43,1,0,2,1,1
"842",43,3,2,4,3,2
"843",43,3,2,3,3,2
"844",43,2,2,2,2,1
"845",43,2,2,2,0,0
"846",43,2,1,2,3,2
"847",43,1,1,2,0,1
"848",43,2,1,2,1,0
"849",43,3,3,4,2,2
"850",43,3,3,6,2,3
"851",43,1,-1,2,-1,2
"852",43,1,1,0,3,2
"853",43,2,2,2,2,3
"854",43,2,2,2,0,1
"855",43,3,2,3,2,2
"856",43,2,2,5,2,3
"857",43,2,2,2,2,2
"858",43,1,2,2,2,2
"859",43,2,2,2,1,2
"860",43,1,1,3,1,2
"861",44,2,1,2,2,2
"862",44,4,4,4,2,4
"863",44,2,3,3,2,3
"864",44,3,2,1,2,2
"865",44,4,4,2,2,3
"866",44,4,2,4,2,3
"867",44,5,4,4,3,2
"868",44,3,2,2,2,0
"869",44,3,2,4,2,1
"870",44,4,4,4,4,3
"871",44,3,3,3,2,2
"872",44,4,3,4,2,3
"873",44,2,2,2,2,2
"874",44,4,4,4,2,4
"875",44,3,3,2,2,3
"876",44,4,2,4,4,3
"877",44,1,1,2,1,1
"878",44,5,4,4,4,3
"879",44,2,2,3,2,3
"880",44,5,4,3,3,3
"881",45,2,3,3,3,2
"882",45,2,3,2,1,1
"883",45,3,3,4,3,3
"884",45,2,3,2,2,2
"885",45,3,3,2,3,1
"886",45,3,2,2,2,2
"887",45,3,3,3,1,1
"888",45,4,3,3,4,4
"889",45,3,3,4,3,3
"890",45,2,2,3,1,2
"891",45,2,2,1,1,2
"892",45,1,2,1,0,1
"893",45,2,2,3,2,3
"894",45,3,3,3,-1,3
"895",45,2,3,2,3,2
"896",45,2,3,1,1,0
"897",45,4,3,4,2,3
"898",45,3,3,3,1,2
"899",45,3,3,2,3,3
"900",45,2,2,2,1,2
"901",46,2,3,3,1,2
"902",46,3,2,2,1,3
"903",46,0,1,2,0,1
"904",46,3,2,4,2,4
"905",46,3,1,3,3,1
"906",46,2,2,4,1,3
"907",46,3,2,3,1,2
"908",46,3,2,4,2,2
"909",46,4,4,4,4,4
"910",46,2,3,3,2,1
"911",46,3,2,3,2,4
"912",46,1,2,1,1,0
"913",46,2,2,1,0,1
"914",46,2,3,3,1,2
"915",46,2,2,3,2,2
"916",46,2,1,3,1,1
"917",46,2,2,2,1,2
"918",46,2,1,2,1,2
"919",46,4,2,2,2,3
"920",46,3,3,3,4,3
"921",47,3,4,2,2,2
"922",47,3,2,3,3,2
"923",47,5,4,3,4,4
"924",47,3,2,3,3,1
"925",47,4,4,3,5,5
"926",47,4,3,5,2,4
"927",47,4,4,3,4,4
"928",47,3,2,4,2,2
"929",47,4,3,2,4,5
"930",47,2,1,3,1,1
