"","y1","y2","y3","y4","group"
"126",1,1,1,1,"1"
"127",1,1,1,1,"1"
"128",1,1,1,1,"1"
"129",1,1,1,1,"1"
"130",1,1,1,1,"1"
"131",1,1,1,1,"1"
"132",1,1,1,1,"1"
"133",1,1,1,1,"1"
"134",1,1,1,1,"1"
"135",1,1,1,1,"1"
"136",1,1,1,1,"1"
"137",1,1,1,1,"1"
"138",1,1,1,1,"1"
"139",1,1,1,1,"1"
"140",1,1,1,1,"1"
"141",1,1,1,1,"1"
"142",1,1,1,1,"1"
"143",1,1,1,1,"1"
"144",1,1,1,1,"1"
"145",1,1,1,1,"1"
"146",1,1,1,1,"1"
"147",1,1,1,1,"1"
"148",1,1,1,1,"1"
"149",1,1,1,1,"1"
"150",1,1,1,1,"1"
"151",1,1,1,1,"1"
"152",1,1,1,1,"1"
"153",1,1,1,1,"1"
"154",1,1,1,1,"1"
"155",1,1,1,1,"1"
"156",1,1,1,1,"1"
"157",1,1,1,1,"1"
"158",1,1,1,1,"1"
"159",1,1,1,1,"1"
"160",1,1,1,1,"1"
"161",1,1,1,1,"1"
"162",1,1,1,1,"1"
"163",1,1,1,1,"1"
"164",1,1,1,1,"1"
"165",1,1,1,1,"1"
"166",1,1,1,1,"1"
"167",1,1,1,1,"1"
"168",1,1,1,1,"1"
"169",1,1,1,1,"1"
"170",1,1,1,1,"1"
"171",1,1,1,1,"1"
"172",1,1,1,1,"1"
"173",1,1,1,1,"1"
"174",1,1,1,1,"1"
"175",1,1,1,1,"1"
"176",1,1,1,1,"1"
"177",1,1,1,1,"1"
"178",1,1,1,1,"1"
"179",1,1,1,1,"1"
"180",1,1,1,1,"1"
"181",1,1,1,1,"1"
"182",1,1,1,1,"1"
"183",1,1,1,1,"1"
"184",1,1,1,1,"1"
"185",1,1,1,0,"2"
"186",1,1,1,0,"2"
"187",1,1,1,0,"2"
"188",1,1,1,0,"2"
"189",1,1,1,0,"2"
"190",1,1,1,0,"2"
"191",1,1,1,0,"2"
"192",1,1,1,0,"2"
"193",1,1,1,0,"2"
"194",1,1,1,0,"2"
"195",1,1,1,0,"2"
"196",1,1,1,0,"2"
"197",1,1,1,0,"2"
"198",1,1,1,0,"2"
"199",1,1,1,0,"2"
"200",1,1,1,0,"2"
"201",1,1,1,0,"2"
"202",1,1,1,0,"2"
"203",1,1,1,0,"2"
"204",1,1,1,0,"2"
"205",1,1,1,0,"2"
"206",1,1,1,0,"2"
"207",1,1,1,0,"2"
"208",1,1,1,0,"2"
"209",1,1,1,0,"2"
"210",1,1,1,0,"2"
"211",1,1,1,0,"2"
"212",1,1,1,0,"2"
"213",1,1,1,0,"2"
"214",1,1,1,0,"2"
"215",1,1,1,0,"2"
"216",1,1,1,0,"2"
"217",1,1,1,0,"2"
"218",1,1,1,0,"2"
"219",1,1,1,0,"2"
"220",1,1,1,0,"2"
"221",1,1,1,0,"2"
"222",1,1,1,0,"2"
"223",1,1,1,0,"2"
"224",1,1,1,0,"2"
"225",1,1,1,0,"2"
"226",1,1,1,0,"2"
"227",1,1,1,0,"2"
"228",1,1,1,0,"2"
"229",1,1,1,0,"2"
"230",1,1,1,0,"2"
"231",1,1,1,0,"2"
"232",1,1,1,0,"2"
"233",1,1,1,0,"2"
"234",1,1,1,0,"2"
"235",1,1,1,0,"2"
"236",1,1,1,0,"2"
"237",1,1,1,0,"2"
"238",1,1,1,0,"2"
"239",1,1,1,0,"2"
"240",1,1,1,0,"2"
"241",1,1,1,0,"2"
"242",1,1,1,0,"2"
"243",1,1,1,0,"2"
"244",1,1,1,0,"2"
"245",1,1,1,0,"2"
"246",1,1,1,0,"2"
"247",1,1,1,0,"2"
"248",1,1,1,0,"2"
"249",1,1,1,0,"2"
"250",1,1,1,0,"2"
"251",1,1,1,0,"2"
"252",1,1,1,0,"2"
"253",1,1,1,0,"2"
"254",1,1,1,0,"2"
"255",1,1,1,0,"1"
"256",1,1,1,0,"1"
"257",1,1,1,0,"1"
"258",1,1,1,0,"1"
"259",1,1,1,0,"1"
"260",1,1,1,0,"1"
"261",1,1,1,0,"1"
"262",1,1,1,0,"1"
"263",1,1,1,0,"1"
"264",1,1,1,0,"1"
"265",1,1,1,0,"1"
"266",1,1,1,0,"1"
"267",1,1,1,0,"1"
"268",1,1,1,0,"1"
"269",1,1,1,0,"1"
"270",1,1,1,0,"1"
"271",1,1,1,0,"1"
"272",1,1,1,0,"1"
"273",1,1,1,0,"1"
"274",1,1,1,0,"1"
"275",1,1,1,0,"1"
"276",1,1,1,0,"1"
"277",1,1,1,0,"1"
"278",1,1,1,0,"1"
"279",1,1,1,0,"1"
"280",1,1,1,0,"1"
"281",1,1,1,0,"1"
"282",1,1,1,0,"1"
"283",1,1,1,0,"1"
"284",1,1,1,0,"1"
"285",1,1,1,0,"1"
"286",1,1,1,0,"1"
"287",1,1,1,0,"1"
"288",1,1,1,0,"1"
"289",1,1,1,0,"1"
"290",1,1,1,0,"1"
"291",1,1,1,0,"1"
"292",1,1,1,0,"1"
"293",1,1,1,0,"1"
"294",1,1,1,0,"1"
"295",1,1,1,0,"1"
"296",1,1,1,0,"1"
"297",1,1,1,0,"1"
"298",1,1,1,0,"1"
"299",1,1,1,0,"1"
"300",1,1,1,0,"1"
"301",1,1,1,0,"1"
"302",1,1,1,0,"1"
"303",1,1,1,0,"1"
"304",1,1,1,0,"1"
"305",1,1,1,0,"1"
"306",1,1,1,0,"1"
"307",1,1,1,0,"1"
"308",1,1,1,0,"1"
"309",1,1,1,0,"1"
"310",1,1,1,0,"1"
"311",1,1,1,0,"1"
"312",1,1,1,0,"1"
"313",1,1,1,0,"1"
"314",1,1,1,0,"1"
"315",1,1,1,0,"1"
"316",1,1,1,0,"1"
"317",1,1,1,0,"1"
"318",1,1,1,0,"1"
"319",1,1,1,0,"1"
"320",1,1,1,0,"1"
"321",1,1,1,0,"1"
"322",1,1,1,0,"1"
"323",1,1,0,1,"2"
"324",1,1,0,1,"2"
"325",1,1,0,1,"2"
"326",1,1,0,1,"2"
"327",1,1,0,1,"2"
"328",1,1,0,1,"2"
"329",1,1,0,1,"2"
"330",1,1,0,1,"2"
"331",1,1,0,1,"2"
"332",1,1,0,1,"2"
"333",1,1,0,1,"2"
"334",1,1,0,1,"2"
"335",1,1,0,1,"2"
"336",1,1,0,1,"2"
"337",1,1,0,1,"2"
"338",1,1,0,1,"2"
"339",1,1,0,1,"2"
"340",1,1,0,1,"2"
"341",1,1,0,1,"2"
"342",1,1,0,1,"2"
"343",1,1,0,1,"2"
"344",1,1,0,1,"2"
"345",1,1,0,1,"2"
"346",1,1,0,1,"2"
"347",1,1,0,1,"2"
"348",1,1,0,1,"2"
"349",1,1,0,1,"2"
"350",1,1,0,1,"2"
"351",1,1,0,1,"2"
"352",1,1,0,1,"2"
"353",1,1,0,1,"2"
"354",1,1,0,1,"1"
"355",1,1,0,1,"1"
"356",1,1,0,1,"1"
"357",1,1,0,1,"1"
"358",1,1,0,1,"1"
"359",1,1,0,1,"1"
"360",1,1,0,1,"1"
"361",1,1,0,1,"1"
"362",1,1,0,1,"1"
"363",1,1,0,1,"1"
"364",1,1,0,1,"1"
"365",1,1,0,1,"1"
"366",1,1,0,1,"1"
"367",1,1,0,1,"1"
"368",1,1,0,1,"1"
"369",1,1,0,1,"1"
"370",1,1,0,1,"1"
"371",1,1,0,1,"1"
"372",1,1,0,1,"1"
"373",1,1,0,1,"1"
"374",1,1,0,1,"1"
"375",1,1,0,1,"1"
"376",1,1,0,1,"1"
"377",1,1,0,1,"1"
"378",1,1,0,1,"1"
"379",1,1,0,1,"1"
"380",1,1,0,1,"1"
"381",1,1,0,1,"1"
"382",1,1,0,1,"1"
"383",1,1,0,1,"1"
"384",1,1,0,1,"1"
"385",1,1,0,1,"1"
"386",1,1,0,1,"1"
"387",1,1,0,0,"2"
"388",1,1,0,0,"2"
"389",1,1,0,0,"2"
"390",1,1,0,0,"2"
"391",1,1,0,0,"2"
"392",1,1,0,0,"2"
"393",1,1,0,0,"2"
"394",1,1,0,0,"2"
"395",1,1,0,0,"2"
"396",1,1,0,0,"2"
"397",1,1,0,0,"2"
"398",1,1,0,0,"2"
"399",1,1,0,0,"2"
"400",1,1,0,0,"2"
"401",1,1,0,0,"2"
"402",1,1,0,0,"2"
"403",1,1,0,0,"2"
"404",1,1,0,0,"2"
"405",1,1,0,0,"2"
"406",1,1,0,0,"2"
"407",1,1,0,0,"2"
"408",1,1,0,0,"2"
"409",1,1,0,0,"2"
"410",1,1,0,0,"2"
"411",1,1,0,0,"2"
"412",1,1,0,0,"2"
"413",1,1,0,0,"2"
"414",1,1,0,0,"2"
"415",1,1,0,0,"2"
"416",1,1,0,0,"2"
"417",1,1,0,0,"2"
"418",1,1,0,0,"2"
"419",1,1,0,0,"2"
"420",1,1,0,0,"2"
"421",1,1,0,0,"2"
"422",1,1,0,0,"2"
"423",1,1,0,0,"2"
"424",1,1,0,0,"2"
"425",1,1,0,0,"2"
"426",1,1,0,0,"2"
"427",1,1,0,0,"2"
"428",1,1,0,0,"1"
"429",1,1,0,0,"1"
"430",1,1,0,0,"1"
"431",1,1,0,0,"1"
"432",1,1,0,0,"1"
"433",1,1,0,0,"1"
"434",1,1,0,0,"1"
"435",1,1,0,0,"1"
"436",1,1,0,0,"1"
"437",1,1,0,0,"1"
"438",1,1,0,0,"1"
"439",1,1,0,0,"1"
"440",1,1,0,0,"1"
"441",1,1,0,0,"1"
"442",1,1,0,0,"1"
"443",1,1,0,0,"1"
"444",1,1,0,0,"1"
"445",1,1,0,0,"1"
"446",1,1,0,0,"1"
"447",1,1,0,0,"1"
"448",1,1,0,0,"1"
"449",1,1,0,0,"1"
"450",1,1,0,0,"1"
"451",1,1,0,0,"1"
"452",1,1,0,0,"1"
"453",1,0,1,1,"2"
"454",1,0,1,1,"2"
"455",1,0,1,1,"2"
"456",1,0,1,1,"2"
"457",1,0,1,1,"2"
"458",1,0,1,1,"2"
"459",1,0,1,1,"2"
"460",1,0,1,1,"2"
"461",1,0,1,1,"2"
"462",1,0,1,1,"2"
"463",1,0,1,1,"2"
"464",1,0,1,1,"2"
"465",1,0,1,1,"2"
"466",1,0,1,1,"2"
"467",1,0,1,1,"2"
"468",1,0,1,1,"2"
"469",1,0,1,1,"2"
"470",1,0,1,1,"2"
"471",1,0,1,1,"2"
"472",1,0,1,1,"2"
"473",1,0,1,1,"2"
"474",1,0,1,1,"2"
"475",1,0,1,1,"2"
"476",1,0,1,1,"2"
"477",1,0,1,1,"2"
"478",1,0,1,1,"2"
"479",1,0,1,1,"2"
"480",1,0,1,1,"2"
"481",1,0,1,1,"2"
"482",1,0,1,1,"2"
"483",1,0,1,1,"2"
"484",1,0,1,1,"2"
"485",1,0,1,1,"2"
"486",1,0,1,1,"2"
"487",1,0,1,1,"2"
"488",1,0,1,1,"2"
"489",1,0,1,1,"2"
"490",1,0,1,1,"2"
"491",1,0,1,1,"2"
"492",1,0,1,1,"2"
"493",1,0,1,1,"2"
"494",1,0,1,1,"2"
"495",1,0,1,1,"2"
"496",1,0,1,1,"2"
"497",1,0,1,1,"2"
"498",1,0,1,1,"2"
"499",1,0,1,1,"2"
"500",1,0,1,1,"2"
"501",1,0,1,1,"2"
"502",1,0,1,1,"2"
"503",1,0,1,1,"2"
"504",1,0,1,1,"2"
"505",1,0,1,1,"2"
"506",1,0,1,1,"2"
"507",1,0,1,1,"2"
"508",1,0,1,1,"2"
"509",1,0,1,1,"2"
"510",1,0,1,1,"2"
"511",1,0,1,1,"2"
"512",1,0,1,1,"2"
"513",1,0,1,1,"2"
"514",1,0,1,1,"2"
"515",1,0,1,1,"2"
"516",1,0,1,1,"2"
"517",1,0,1,1,"2"
"518",1,0,1,1,"2"
"519",1,0,1,1,"2"
"520",1,0,1,1,"2"
"521",1,0,1,1,"2"
"522",1,0,1,1,"2"
"523",1,0,1,1,"2"
"524",1,0,1,1,"2"
"525",1,0,1,1,"2"
"526",1,0,1,1,"2"
"527",1,0,1,1,"2"
"528",1,0,1,1,"2"
"529",1,0,1,1,"2"
"530",1,0,1,1,"2"
"531",1,0,1,1,"2"
"532",1,0,1,1,"2"
"533",1,0,1,1,"2"
"534",1,0,1,1,"2"
"535",1,0,1,1,"2"
"536",1,0,1,1,"2"
"537",1,0,1,1,"2"
"538",1,0,1,1,"2"
"539",1,0,1,1,"2"
"540",1,0,1,1,"2"
"541",1,0,1,1,"2"
"542",1,0,1,1,"2"
"543",1,0,1,1,"2"
"544",1,0,1,1,"2"
"545",1,0,1,1,"2"
"546",1,0,1,1,"2"
"547",1,0,1,1,"2"
"548",1,0,1,1,"2"
"549",1,0,1,1,"2"
"550",1,0,1,1,"2"
"551",1,0,1,1,"2"
"552",1,0,1,1,"2"
"553",1,0,1,1,"2"
"554",1,0,1,1,"2"
"555",1,0,1,1,"2"
"556",1,0,1,1,"2"
"557",1,0,1,1,"2"
"558",1,0,1,1,"2"
"559",1,0,1,1,"2"
"560",1,0,1,1,"2"
"561",1,0,1,1,"2"
"562",1,0,1,1,"2"
"563",1,0,1,1,"2"
"564",1,0,1,1,"2"
"565",1,0,1,1,"2"
"566",1,0,1,1,"2"
"567",1,0,1,1,"2"
"568",1,0,1,1,"2"
"569",1,0,1,1,"2"
"570",1,0,1,1,"2"
"571",1,0,1,1,"2"
"572",1,0,1,1,"2"
"573",1,0,1,1,"2"
"574",1,0,1,1,"2"
"575",1,0,1,1,"2"
"576",1,0,1,1,"2"
"577",1,0,1,1,"2"
"578",1,0,1,1,"2"
"579",1,0,1,1,"2"
"580",1,0,1,1,"2"
"581",1,0,1,1,"2"
"582",1,0,1,1,"2"
"583",1,0,1,1,"2"
"584",1,0,1,1,"2"
"585",1,0,1,1,"2"
"586",1,0,1,1,"2"
"587",1,0,1,1,"2"
"588",1,0,1,1,"2"
"589",1,0,1,1,"2"
"590",1,0,1,1,"2"
"591",1,0,1,1,"2"
"592",1,0,1,1,"2"
"593",1,0,1,1,"2"
"594",1,0,1,1,"2"
"595",1,0,1,1,"2"
"596",1,0,1,1,"2"
"597",1,0,1,1,"2"
"598",1,0,1,1,"2"
"599",1,0,1,1,"2"
"600",1,0,1,1,"2"
"601",1,0,1,1,"2"
"602",1,0,1,1,"2"
"603",1,0,1,1,"2"
"604",1,0,1,1,"2"
"605",1,0,1,1,"2"
"606",1,0,1,1,"2"
"607",1,0,1,1,"2"
"608",1,0,1,1,"2"
"609",1,0,1,1,"2"
"610",1,0,1,1,"2"
"611",1,0,1,1,"2"
"612",1,0,1,1,"2"
"613",1,0,1,1,"2"
"614",1,0,1,1,"2"
"615",1,0,1,1,"2"
"616",1,0,1,1,"2"
"617",1,0,1,1,"2"
"618",1,0,1,1,"2"
"619",1,0,1,1,"2"
"620",1,0,1,1,"2"
"621",1,0,1,1,"2"
"622",1,0,1,1,"2"
"623",1,0,1,1,"2"
"624",1,0,1,1,"2"
"625",1,0,1,1,"2"
"626",1,0,1,1,"2"
"627",1,0,1,1,"2"
"628",1,0,1,1,"2"
"629",1,0,1,1,"2"
"630",1,0,1,1,"2"
"631",1,0,1,1,"2"
"632",1,0,1,1,"2"
"633",1,0,1,1,"2"
"634",1,0,1,1,"2"
"635",1,0,1,1,"2"
"636",1,0,1,1,"2"
"637",1,0,1,1,"2"
"638",1,0,1,1,"2"
"639",1,0,1,1,"2"
"640",1,0,1,1,"2"
"641",1,0,1,1,"2"
"642",1,0,1,1,"2"
"643",1,0,1,1,"2"
"644",1,0,1,1,"2"
"645",1,0,1,1,"2"
"646",1,0,1,1,"2"
"647",1,0,1,1,"2"
"648",1,0,1,1,"2"
"649",1,0,1,1,"2"
"650",1,0,1,1,"2"
"651",1,0,1,1,"2"
"652",1,0,1,1,"2"
"653",1,0,1,1,"2"
"654",1,0,1,1,"2"
"655",1,0,1,1,"2"
"656",1,0,1,1,"2"
"657",1,0,1,1,"2"
"658",1,0,1,1,"2"
"659",1,0,1,1,"2"
"660",1,0,1,1,"2"
"661",1,0,1,1,"2"
"662",1,0,1,1,"2"
"663",1,0,1,1,"2"
"664",1,0,1,1,"2"
"665",1,0,1,1,"2"
"666",1,0,1,1,"2"
"667",1,0,1,1,"2"
"668",1,0,1,1,"2"
"669",1,0,1,1,"2"
"670",1,0,1,1,"2"
"671",1,0,1,1,"2"
"672",1,0,1,1,"2"
"673",1,0,1,1,"2"
"674",1,0,1,1,"2"
"675",1,0,1,1,"2"
"676",1,0,1,1,"2"
"677",1,0,1,1,"2"
"678",1,0,1,1,"2"
"679",1,0,1,1,"2"
"680",1,0,1,1,"2"
"681",1,0,1,1,"2"
"682",1,0,1,1,"2"
"683",1,0,1,1,"2"
"684",1,0,1,1,"2"
"685",1,0,1,1,"2"
"686",1,0,1,1,"2"
"687",1,0,1,1,"2"
"688",1,0,1,1,"2"
"689",1,0,1,1,"2"
"690",1,0,1,1,"2"
"691",1,0,1,1,"2"
"692",1,0,1,1,"2"
"693",1,0,1,1,"2"
"694",1,0,1,1,"2"
"695",1,0,1,1,"2"
"696",1,0,1,1,"2"
"697",1,0,1,1,"2"
"698",1,0,1,1,"2"
"699",1,0,1,1,"2"
"700",1,0,1,1,"2"
"701",1,0,1,1,"2"
"702",1,0,1,1,"2"
"703",1,0,1,1,"2"
"704",1,0,1,1,"2"
"705",1,0,1,1,"2"
"706",1,0,1,1,"2"
"707",1,0,1,1,"2"
"708",1,0,1,1,"2"
"709",1,0,1,1,"2"
"710",1,0,1,1,"2"
"711",1,0,1,1,"2"
"712",1,0,1,1,"2"
"713",1,0,1,1,"2"
"714",1,0,1,1,"2"
"715",1,0,1,1,"2"
"716",1,0,1,1,"2"
"717",1,0,1,1,"2"
"718",1,0,1,1,"2"
"719",1,0,1,1,"2"
"720",1,0,1,1,"2"
"721",1,0,1,1,"2"
"722",1,0,1,1,"2"
"723",1,0,1,1,"2"
"724",1,0,1,1,"2"
"725",1,0,1,1,"2"
"726",1,0,1,1,"2"
"727",1,0,1,1,"2"
"728",1,0,1,1,"2"
"729",1,0,1,1,"2"
"730",1,0,1,1,"2"
"731",1,0,1,1,"2"
"732",1,0,1,1,"2"
"733",1,0,1,1,"2"
"734",1,0,1,1,"2"
"735",1,0,1,1,"2"
"736",1,0,1,1,"1"
"737",1,0,1,1,"1"
"738",1,0,1,1,"1"
"739",1,0,1,1,"1"
"740",1,0,1,1,"1"
"741",1,0,1,1,"1"
"742",1,0,1,1,"1"
"743",1,0,1,1,"1"
"744",1,0,1,1,"1"
"745",1,0,1,1,"1"
"746",1,0,1,1,"1"
"747",1,0,1,1,"1"
"748",1,0,1,1,"1"
"749",1,0,1,1,"1"
"750",1,0,1,1,"1"
"751",1,0,1,1,"1"
"752",1,0,1,1,"1"
"753",1,0,1,1,"1"
"754",1,0,1,1,"1"
"755",1,0,1,1,"1"
"756",1,0,1,1,"1"
"757",1,0,1,1,"1"
"758",1,0,1,1,"1"
"759",1,0,1,1,"1"
"760",1,0,1,1,"1"
"761",1,0,1,1,"1"
"762",1,0,1,1,"1"
"763",1,0,1,1,"1"
"764",1,0,1,1,"1"
"765",1,0,1,1,"1"
"766",1,0,1,1,"1"
"767",1,0,1,1,"1"
"768",1,0,1,1,"1"
"769",1,0,1,1,"1"
"770",1,0,1,1,"1"
"771",1,0,1,1,"1"
"772",1,0,1,1,"1"
"773",1,0,1,1,"1"
"774",1,0,1,1,"1"
"775",1,0,1,1,"1"
"776",1,0,1,1,"1"
"777",1,0,1,1,"1"
"778",1,0,1,1,"1"
"779",1,0,1,1,"1"
"780",1,0,1,1,"1"
"781",1,0,1,1,"1"
"782",1,0,1,1,"1"
"783",1,0,1,1,"1"
"784",1,0,1,1,"1"
"785",1,0,1,1,"1"
"786",1,0,1,1,"1"
"787",1,0,1,1,"1"
"788",1,0,1,1,"1"
"789",1,0,1,1,"1"
"790",1,0,1,1,"1"
"791",1,0,1,1,"1"
"792",1,0,1,1,"1"
"793",1,0,1,1,"1"
"794",1,0,1,1,"1"
"795",1,0,1,1,"1"
"796",1,0,1,1,"1"
"797",1,0,1,1,"1"
"798",1,0,1,1,"1"
"799",1,0,1,1,"1"
"800",1,0,1,1,"1"
"801",1,0,1,1,"1"
"802",1,0,1,1,"1"
"803",1,0,1,1,"1"
"804",1,0,1,1,"1"
"805",1,0,1,1,"1"
"806",1,0,1,1,"1"
"807",1,0,1,1,"1"
"808",1,0,1,1,"1"
"809",1,0,1,1,"1"
"810",1,0,1,1,"1"
"811",1,0,1,1,"1"
"812",1,0,1,1,"1"
"813",1,0,1,1,"1"
"814",1,0,1,1,"1"
"815",1,0,1,1,"1"
"816",1,0,1,1,"1"
"817",1,0,1,1,"1"
"818",1,0,1,1,"1"
"819",1,0,1,1,"1"
"820",1,0,1,1,"1"
"821",1,0,1,1,"1"
"822",1,0,1,1,"1"
"823",1,0,1,1,"1"
"824",1,0,1,1,"1"
"825",1,0,1,1,"1"
"826",1,0,1,1,"1"
"827",1,0,1,1,"1"
"828",1,0,1,1,"1"
"829",1,0,1,1,"1"
"830",1,0,1,1,"1"
"831",1,0,1,1,"1"
"832",1,0,1,1,"1"
"833",1,0,1,1,"1"
"834",1,0,1,1,"1"
"835",1,0,1,1,"1"
"836",1,0,1,1,"1"
"837",1,0,1,1,"1"
"838",1,0,1,1,"1"
"839",1,0,1,1,"1"
"840",1,0,1,1,"1"
"841",1,0,1,1,"1"
"842",1,0,1,1,"1"
"843",1,0,1,1,"1"
"844",1,0,1,1,"1"
"845",1,0,1,1,"1"
"846",1,0,1,1,"1"
"847",1,0,1,1,"1"
"848",1,0,1,1,"1"
"849",1,0,1,1,"1"
"850",1,0,1,1,"1"
"851",1,0,1,1,"1"
"852",1,0,1,1,"1"
"853",1,0,1,1,"1"
"854",1,0,1,1,"1"
"855",1,0,1,1,"1"
"856",1,0,1,1,"1"
"857",1,0,1,1,"1"
"858",1,0,1,1,"1"
"859",1,0,1,1,"1"
"860",1,0,1,1,"1"
"861",1,0,1,1,"1"
"862",1,0,1,1,"1"
"863",1,0,1,1,"1"
"864",1,0,1,1,"1"
"865",1,0,1,1,"1"
"866",1,0,1,1,"1"
"867",1,0,1,1,"1"
"868",1,0,1,1,"1"
"869",1,0,1,1,"1"
"870",1,0,1,1,"1"
"871",1,0,1,1,"1"
"872",1,0,1,1,"1"
"873",1,0,1,1,"1"
"874",1,0,1,1,"1"
"875",1,0,1,1,"1"
"876",1,0,1,1,"1"
"877",1,0,1,1,"1"
"878",1,0,1,1,"1"
"879",1,0,1,1,"1"
"880",1,0,1,1,"1"
"881",1,0,1,1,"1"
"882",1,0,1,1,"1"
"883",1,0,1,1,"1"
"884",1,0,1,1,"1"
"885",1,0,1,1,"1"
"886",1,0,1,1,"1"
"887",1,0,1,1,"1"
"888",1,0,1,1,"1"
"889",1,0,1,1,"1"
"890",1,0,1,1,"1"
"891",1,0,1,1,"1"
"892",1,0,1,1,"1"
"893",1,0,1,1,"1"
"894",1,0,1,1,"1"
"895",1,0,1,1,"1"
"896",1,0,1,1,"1"
"897",1,0,1,1,"1"
"898",1,0,1,1,"1"
"899",1,0,1,1,"1"
"900",1,0,1,1,"1"
"901",1,0,1,1,"1"
"902",1,0,1,1,"1"
"903",1,0,1,1,"1"
"904",1,0,1,1,"1"
"905",1,0,1,1,"1"
"906",1,0,1,1,"1"
"907",1,0,1,1,"1"
"908",1,0,1,1,"1"
"909",1,0,1,1,"1"
"910",1,0,1,1,"1"
"911",1,0,1,1,"1"
"912",1,0,1,1,"1"
"913",1,0,1,1,"1"
"914",1,0,1,1,"1"
"915",1,0,1,1,"1"
"916",1,0,1,1,"1"
"917",1,0,1,1,"1"
"918",1,0,1,1,"1"
"919",1,0,1,1,"1"
"920",1,0,1,1,"1"
"921",1,0,1,1,"1"
"922",1,0,1,1,"1"
"923",1,0,1,1,"1"
"924",1,0,1,1,"1"
"925",1,0,1,1,"1"
"926",1,0,1,1,"1"
"927",1,0,1,1,"1"
"928",1,0,1,1,"1"
"929",1,0,1,1,"1"
"930",1,0,1,1,"1"
"931",1,0,1,1,"1"
