"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33"
"19","0",-1.60023063741026,"1","1",-0.427138309271428,"0",-3.69274076170145,-1.75242285242839,"0","1","0","0",0.601938769370009,-2.03791090680156,"0",0.0622749070441814,-1.26658494292767,"0","0","0","0",0.926750242176873,0.541141158071036,-1.71644657358001,-1.07438027581172,"0","1","1",0.400650328749849,-0.257566316149751,0.920126973983352,"0",-0.97296612472871
"20","0",0.0938717306400876,"1","1",-0.803069071857111,"0",-0.979162875083779,-0.620911412637168,"1","1","1","1",-5.90095269550465e-05,-1.30456448918618,"0",-0.0367023436345423,2.2045002364064,"1","1","1","1",0.0797417497455171,0.651139809302648,0.93591681760048,-0.369891978381501,"1","0","0",0.144060967252432,-1.41547543194111,-3.0486988868958,"0",-2.667229542483
"21","1",-0.130294241175619,"0","1",0.986475102007924,"1",-0.763854043771064,-0.903872301424076,"1","1","0","1",0.336891188297702,-1.86927185247747,"0",-0.526593391166354,-1.59181410380416,"0","0","0","1",0.758863491041589,-0.511088859024409,0.00471341300698547,-0.684625445263224,"0","1","0",0.779362345686302,-0.643080221402913,0.218707237827612,"0",-1.26591687731108
"22","1",-1.96134434877078,"1","0",1.03046420510757,"0",-4.90466558052035,-1.8964603661478,"0","1","1","1",-0.199722247614394,-1.23490385104352,"0",0.989762541934287,1.53052141476693,"1","1","0","0",-0.766451494969375,0.137751411361227,-2.25220646912622,0.0336621189464251,"0","1","0",-0.161760307893586,-1.32483891590705,-1.02673263594829,"1",-2.35569529027793
"23","0",0.392798604263434,"1","1",-0.955798619415102,"0",-0.695034726833173,-0.540987686740618,"0","1","0","0",-0.633426046953649,-3.08031432381364,"0",-0.555503912455245,-0.879600824279912,"1","0","1","1",1.89552958260548,-0.10470308276878,0.466903254389413,-0.759017607162242,"0","0","1",1.07987992469897,-0.501660700936527,-0.20979331341499,"1",-0.6586867550596
"24","1",0.744625131411864,"0","0",0.369566911033248,"0",0.388092215564257,0.672813530447638,"1","1","1","1",-0.509735948906658,-2.09561983303723,"0",1.14843476884414,0.494635750727989,"0","1","1","1",-0.514875831723966,-0.161826526459906,-1.46133172359793,0.47776167129301,"1","1","1",-2.18696750411411,-3.34947396912991,1.83248592814294,"0",1.77947273855011
"25","0",-0.99525969212433,"1","0",-2.67298797171966,"0",-3.43836228561263,-2.08375253890566,"0","1","1","0",0.53073651810285,1.02338267263572,"1",-0.258908626836341,-1.0911098087164,"0","1","1","0",0.386519510417633,-1.64379402416364,-1.92661096667331,-0.730603737325607,"1","0","0",-0.57558059826767,-2.26138741022146,1.26617641716352,"1",-0.528052886404491
"26","0",-0.606712145786133,"0","0",-0.533909271030524,"0",-2.44456374335275,-1.99016185612177,"0","0","0","1",0.0733630894019378,-0.537960459946898,"0",-0.175636343208087,0.451891797409872,"0","0","0","0",-3.02758175657138,-1.19066514621145,-1.28640963904281,-3.06524532923425,"0","1","1",2.33373228857113,1.63546407288744,2.00979327295856,"1",0.876719139160327
"27","0",-2.50050330739503,"1","0",-2.46281015689814,"0",0.0946913112752999,0.267913844440161,"0","0","0","0",-0.577513063055834,-1.20108652602972,"0",2.70432215298122,1.1818012590693,"0","0","0","1",-1.54584469874862,1.98205868097112,-0.516989716298847,1.62499087708491,"0","1","0",0.807224251731658,0.678750943276522,0.978851664675212,"1",-0.829563719326884
"28","0",-0.20961526226318,"1","0",-1.53027373304926,"0",-3.79211821517156,-1.34030958642954,"0","0","0","1",0.149759987204787,-0.731147963462957,"0",0.995763554793981,0.319420490221037,"0","0","0","1",0.322438354289718,-0.0551630050733278,-1.79089598982689,-1.94417939431961,"0","1","1",-0.540641060575236,-2.08250432936181,0.165890075564337,"0",-2.20866182866153
"29","1",0.123518419805012,"1","0",0.854422850018988,"0",-2.56457924288833,-2.76885355293753,"0","1","0","0",0.311444553990217,-1.4817433422711,"0",1.07077785527993,1.69993621634686,"0","1","1","0",-1.06978678015907,0.891108341709098,0.320319883818487,0.298046444062175,"0","0","0",-0.0699393500127901,-0.744477647781368,0.387848921281578,"0",-0.836732128269275
"30","1",1.10327953872856,"1","0",-0.903828825798164,"0",-2.82662501205727,-1.94232138771581,"0","0","0","0",-0.677892854190513,0.727489788323149,"0",-0.167342391447952,-0.139498333183789,"0","1","1","0",-1.39919602156524,-1.43582084276209,-3.08543354006703,-3.87645420069375,"0","1","1",0.974190282464287,0.0822099277738995,-0.601884908813577,"0",-1.69526857070311
"31","1",0.637412236483484,"1","1",-0.948188920329414,"0",-1.46527979887088,-2.35946104351447,"0","0","0","0",-0.409705787960407,-1.154053157394,"0",-1.09980400239568,-2.70032555018991,"0","1","0","1",-0.364367086344363,2.18572338383238,3.67207108525474,1.25616846820885,"0","1","1",0.268856855371161,-0.330218826188355,0.93396099606674,"0",-1.66309291069171
"32","0",-0.957388842599089,"1","0",-1.62295914465917,"0",-3.1044568516519,-2.92657657874365,"0","0","1","1",-0.520234958593327,-1.51429399439968,"0",-0.0354290591593347,0.0545742891218299,"1","1","1","1",0.225040143476249,0.066570140356056,0.0217771643830506,-0.153861955036281,"1","1","1",1.82833955210265,-0.649421374261078,1.2813368323192,"1",-1.01925113121056
"33","0",-1.88297381689972,"0","0",-2.88299794528772,"0",-2.15696996992205,-0.961836214354364,"0","0","0","0",0.870621902368867,-0.00888878522947531,"0",-1.69321178229423,-2.3271024028534,"0","0","1","1",0.577622105799943,-0.654941698760316,-1.93388817153883,-1.33332722498712,"0","0","0",-0.840137390756393,-3.21882021306926,0.572012535717184,"0",-2.06022572724359
"34","1",0.382094462596729,"0","1",-1.4724929939278,"0",-3.41959299934764,-2.38757628836081,"0","0","1","0",-0.359774379774789,-2.08685760999364,"0",-1.1334657702472,-0.388159638203865,"0","1","1","0",-2.17900128996242,-0.390263187270149,-1.16792595315975,-2.65497486396472,"0","1","1",0.467976203844011,-0.321145461208792,0.217282454857283,"1",-1.94666511390832
"35","0",0.609685440408688,"0","1",-0.328358217382614,"0",0.739943052277832,1.11465019561091,"0","0","1","1",-1.10853040785716,-2.49466947245406,"0",0.260643562381669,-0.877144302387678,"0","0","1","1",-0.913302227594363,-1.78850736478064,-2.54673821740864,-1.4914742803675,"1","0","0",0.415906731534056,-0.275945462586152,1.32178369468134,"0",0.711610497081522
"36","0",-0.591273940877218,"1","0",-0.216310529210134,"0",0.533465740128255,1.09046339657243,"1","1","1","0",-0.157848285164576,-0.740946000002815,"0",1.62071709329628,1.46394530094479,"1","0","0","0",0.164256023732465,-3.31234420070592,-3.72763691376584,-4.18074830300812,"0","1","0",0.475953050353985,0.747144627250381,-0.316804335451492,"0",-0.486278090851488
"37","1",0.505296709431152,"1","0",-1.02045151850904,"0",-4.36754732339616,-2.02991982056023,"0","1","1","1",-0.123826981533633,-1.52476202308543,"0",-1.30756597517385,-1.44812685601014,"1","0","0","0",-1.65809773408494,-1.40353457779156,-4.00172254110872,-3.53304171518396,"1","1","1",-0.269498300840962,-2.2159869327757,0.67760230861091,"0",-0.279673926098085
"38","1",-0.998254554563714,"1","0",1.23486058774054,"1",1.65489646705279,0.177172924408936,"1","1","1","1",0.309750739987424,-0.0507562821773808,"0",0.813964647889373,0.478721385433297,"0","0","0","0",0.603010851828478,-0.184679716416132,-2.25427483393268,-1.39368565877491,"0","0","1",0.775159538760452,-0.629350370914378,2.15034705365558,"1",2.34290463559166
"39","0",-2.75276067055506,"0","0",-2.46286950507149,"0",0.23607835583974,0.0212305996293973,"0","1","1","1",1.76605324016569,2.19319699255969,"1",0.120782471042867,0.0228220494000104,"0","0","0","1",-0.836126006960431,1.22564258856596,0.365227928361185,0.96427356815724,"1","1","1",-0.411147523745516,-4.39667838655865,0.216593628520787,"1",-0.439855173178523
"40","1",1.10472122552385,"0","0",-1.40693394933998,"0",-0.604144255338736,0.223045016416796,"0","1","1","1",1.43199844348806,1.61189105863032,"1",0.317173184067652,0.166655625307887,"1","0","0","0",-1.18368025517732,-1.06908131026147,-0.505148356236925,-2.65068402571858,"0","0","0",-0.810524624797968,-3.04856625431809,0.107749437033826,"0",0.394266885316475
"41","0",-0.162379985894599,"0","1",-1.73493521299485,"0",-2.36195737711703,0.0317089358572193,"1","1","0","0",-0.0993897160383937,-1.75389649488182,"0",-0.560615566400325,0.579878904594,"0","1","1","1",-0.670444913216441,-0.116404230510584,0.165713520020381,0.652750608952139,"1","0","0",0.354133152533523,0.588984827458134,-0.830609002724861,"0",-2.89903225164447
"42","0",-1.6956533369066,"0","0",-1.17717565673362,"0",-3.36957955082509,-1.34726060993901,"0","0","0","0",0.420243820570581,0.05355738190252,"1",0.951249374296639,-0.813992559752311,"0","0","0","0",-1.3656672737425,-0.376765530315698,-2.19438852947421,-2.61440461189126,"0","0","0",0.724445826494315,-0.348459419006685,0.0362971506939292,"0",-0.999151140228899
"43","1",-1.5177786312943,"0","0",0.186954695050828,"0",-4.26447089822055,-1.34465341456363,"0","0","0","0",-0.021167352564322,-1.63134952596548,"0",-0.365734749607206,-2.79192452114423,"0","0","0","1",0.856903418877627,-1.3652006813785,-4.03726972756184,-3.29814591697758,"0","1","1",0.0662233994589061,0.378012694392618,0.921700348600886,"1",-0.400595579786025
"44","0",0.585855899430493,"0","0",-0.055695549646811,"0",0.00672214693776252,-0.180426719520995,"0","0","1","0",-0.797838792186582,-0.801653184491867,"1",-1.17025956398784,-2.26949500840616,"0","0","0","1",0.955912079846357,0.833916086524947,-0.645477636732678,-0.337454377904269,"0","1","1",0.531711575181814,0.343777433046772,0.465062201352989,"0",-0.308493688852576
"45","0",0.104680536860959,"1","0",-3.11443310122581,"0",-1.54935268878317,-0.866922126516228,"0","0","0","0",-0.625289914216358,-3.00812927776888,"0",-0.637976530809077,0.175174182556531,"1","1","1","1",-0.558854817841427,-1.30805110822916,-2.53365020628769,-1.53302165639203,"0","0","0",-0.822923134320979,-2.39863889268908,-0.600140610469843,"0",-1.01824594203509
"46","0",-0.965331831091213,"0","0",-1.00139847053218,"0",-1.94808179147674,-0.109953632216595,"1","0","1","0",-0.165332470672781,-0.522362937280375,"0",-0.908957259732886,-0.7137999160396,"0","1","1","0",-0.610707310326077,-0.733007043295057,-0.854936769225062,2.43908569892546,"1","0","1",0.499061110968609,1.2785218556176,-0.382625709907898,"0",-2.53089378276209
"47","0",0.227809748277928,"1","1",-1.42071926927743,"0",-4.20753052992677,-2.20442587366629,"0","1","0","0",0.268390280406143,-1.29545273365774,"0",0.475116556941747,-1.08447019410517,"0","0","0","1",-0.117754814225915,-1.38231561957175,-0.763096456136459,-0.539434140507073,"0","0","1",0.611827731551572,-0.00293637172080607,1.5916871106665,"0",-0.216364221216396
"48","0",-0.598888370301212,"1","1",-1.89500180061063,"0",-1.70852804439704,-0.670565880747647,"1","1","1","0",0.943724578518814,-1.28988464405668,"0",0.0484954975666475,0.312850802687526,"0","0","0","0",-0.579951178554372,0.675329339043045,-0.293130749030187,3.72990484373001,"1","0","1",-0.0746740879488885,-1.22410307055858,-0.423390233209044,"0",-1.64302995154349
"49","0",-1.78827987636383,"0","0",-0.48161023352889,"0",-1.3153328096716,-0.265704039279232,"0","0","1","0",0.313569642762755,0.131309817690283,"0",-0.0390626190684944,-0.17302355947932,"1","0","1","0",-0.413472871774246,-0.768828067568629,-2.16708229570531,0.143892494149357,"1","0","0",-1.63547700338624,-2.46138979007837,-1.52836604665821,"0",-2.70226842735006
"50","0",-1.55447075174099,"1","1",-1.58166194096479,"1",-1.31439693602222,-1.12253152627672,"1","1","0","0",0.483666049188691,0.436376216394913,"0",1.24728692861358,1.11836315803584,"1","0","1","0",-1.62794588834861,-1.67752509899498,-1.2493339246216,-1.76167141362843,"1","0","1",1.47809909201484,0.160322186138305,-0.2477138722238,"0",-2.16964032160976
"51","0",-2.23492712241192,"0","0",-1.93602395767267,"0",-5.33987635224971,-2.95006367151282,"0","1","1","1",0.420765421919882,-0.949742291477335,"1",-0.653382518145937,0.44803635919871,"1","1","1","0",-2.0417550703757,0.118150501334353,-0.551836971307679,-0.122742583030598,"1","0","1",0.523166927947394,-1.50510076956777,-0.0301970490009142,"1",-1.92940042629017
"52","0",-2.29692366217625,"0","0",-2.31359210042241,"0",-2.11090053230539,0.340818266642607,"0","1","1","1",1.1047313174076,0.380746120135505,"1",0.509219936287278,3.05181411017334,"0","1","1","0",0.0241049689373904,-1.48771013223954,-0.738390133208517,-2.14862508059804,"0","0","0",-0.393526639361861,-1.34210271087832,-0.871185999352673,"0",-2.79353367990091
"53","0",-0.52100238542592,"1","1",0.639125961063213,"1",1.20542142132668,1.1452840305823,"1","1","0","0",0.985033685783044,0.767089587338924,"0",2.01692244670917,0.358133719929921,"0","1","0","0",-1.41436306077257,-0.596261278293967,-2.39952660310578,-2.89483956878593,"0","0","0",-0.00915706762608332,-2.56546045446772,1.15255361247831,"1",-0.862636834045091
"54","0",-0.960287899018009,"1","1",-1.15387513667185,"0",-2.19782678787502,-1.44535690665851,"0","0","1","0",0.0121242012339932,-0.480863140481183,"1",0.935654474160814,2.14852146543653,"1","1","0","0",-0.672737510066574,-0.0482720831500287,-0.284629778759099,-2.63605220775426,"0","0","0",-1.00956843049249,-2.33976483892018,0.647562234828345,"0",-0.498097236945098
"55","1",0.654113161579302,"1","1",-1.23189171746965,"0",-1.87666603562908,-0.243930268079021,"1","0","0","0",1.1564320015734,1.95212211750537,"0",-0.765369527859823,-1.09552771669659,"1","0","1","0",-1.6151408439476,0.659641646228067,0.933327872794713,-1.55911788609798,"1","1","0",0.101850662693875,-1.74890740078379,0.384110614583177,"0",-0.430036929957682
"56","0",-2.17466847360217,"0","0",-1.36651180564073,"1",-2.61809021911313,-0.913661487605571,"0","0","1","1",0.475280539718198,0.562605160392714,"1",0.270193597122993,1.10843029594437,"0","0","0","1",0.151079223798323,0.312512553539421,-0.639691432083291,0.0867395148568606,"0","0","1",0.461911876039585,-1.04384243511331,-1.19245153860306,"0",-3.43536418047152
"57","1",0.101771608447527,"1","0",-1.28462303572167,"0",-3.3455642027721,-2.83718527794506,"1","1","1","1",0.659231013830493,-0.0496753825835179,"0",0.801590925471871,1.28827136741641,"1","0","1","1",1.39977392832791,-0.57682183374924,-1.29496788825618,-0.575491753230018,"1","1","1",1.54787833487356,1.13533692876944,-0.486269038564483,"1",-1.32623833533968
"58","0",-1.1093812572863,"1","0",-0.501290008308454,"0",-2.6235293609694,-0.385347473499433,"1","1","0","1",-0.745194268475737,-2.62673102031465,"0",0.359502677371453,1.77888107677924,"1","1","1","0",0.868864691777991,-2.08427027384867,-0.830241397873348,-3.33826588398903,"1","0","0",-0.0451333236718835,-2.2876148135889,-0.570005196108496,"0",-1.35718120651397
"59","1",0.137782551795313,"1","0",1.47479658248482,"1",-1.47966038263882,0.952515394088967,"1","1","1","1",0.954473716055232,-0.118443653402289,"0",-0.139541670616115,-0.428892828125802,"1","1","1","1",0.955412600941746,-1.9193604316788,-2.46891040173508,-3.9824178888918,"0","1","1",3.06971248720902,0.656184185715824,1.50604058551172,"1",1.79845549994525
"60","1",-0.575391430355419,"0","0",-1.95034379322904,"0",-0.709998527497831,-0.0510600677240748,"0","0","0","1",1.1397077291542,0.985090455916199,"0",-2.0084069959658,-3.24721587298548,"0","1","1","0",-1.73473099587154,-1.72954963206189,-1.11584353402539,-1.64839115434631,"0","1","0",-1.43258948478139,-3.17018230286514,-0.922801001741252,"0",-1.98019108324714
"61","0",-1.16061967677985,"1","0",-0.532665684392875,"0",-3.65709785361072,-2.0294227633241,"0","1","1","1",-1.47132985488437,-3.17745565626777,"0",0.475073541858693,0.948743109721534,"0","1","0","1",1.88232529361124,1.65546568230799,1.82408036722834,3.66440520223923,"1","0","0",0.702195710456307,-0.0590763172883878,-0.998397986552127,"1",-0.641851395022454
"62","1",0.256842860287949,"1","1",1.61820421027843,"0",-2.15090186721303,-0.883455272667133,"1","1","1","0",-1.38437902587843,-1.97823040903694,"0",1.63280394325225,0.923813813080207,"1","1","1","0",-1.53778831469899,-0.467022917052845,-0.0245390718616794,-1.52330641268627,"0","0","0",-0.203392462321715,-0.690128366559504,1.2702151345253,"1",1.51851700298972
"63","1",0.658853490206819,"0","1",-1.29978886157389,"0",-3.72426359558264,-2.06408434555538,"0","0","1","1",-0.419465590377335,-2.18231570604128,"0",-0.131504719333559,1.58262612446661,"1","1","1","0",-1.48048452634659,-1.42503442037152,-3.52849207831169,-2.50971295810514,"0","0","0",-2.04577815667747,-3.13715541346794,-0.827065239067873,"0",-1.89128533424354
"64","0",-1.96244038991282,"1","1",0.764017862319566,"0",-2.85677487383409,-1.83478929959439,"0","1","1","1",-1.29234489303241,-1.29511385453884,"1",1.44695145041517,1.52505148999535,"0","0","0","1",0.235219436543955,-1.58469476919822,-2.66648736728324,-1.60169380737522,"0","0","1",0.76735225524015,-1.36150370801809,0.84433399224367,"1",-0.328518893057291
"65","1",-0.754024362685378,"0","0",2.02527422686797,"1",-1.5747950550026,-0.383012071564619,"0","1","1","0",0.957194179076058,-0.29213199313419,"0",0.566443563696597,2.02216079060124,"0","1","1","0",-0.104040643524483,-0.261485229903261,-0.862310788107972,-2.4678886872875,"0","1","0",-0.170047134073927,-2.35884220830916,0.136292151645302,"1",-0.624600763004197
"66","0",-1.3773640231903,"0","0",1.36847988176345,"1",0.202266686626739,0.112834362872888,"0","0","0","1",1.18189971430135,-0.15562886601775,"0",0.390683992241707,-0.35699790017678,"0","1","1","1",1.90440745623862,-0.15826256139597,-1.86851702260118,-1.92697231991173,"0","1","0",1.58516797096377,0.714847423334859,0.560936355959032,"1",-1.15458939618529
"67","1",0.659130189914123,"1","1",1.04667641133088,"1",-0.7210225751366,-1.16506509746291,"1","1","1","1",0.821179041192914,0.564971173053081,"0",0.520774178975236,1.36269407546471,"1","1","1","1",0.11802839704366,0.631290576767433,0.492747171114174,0.759838970676492,"1","1","0",-0.597049776845161,-1.67011517491949,-0.885000334474936,"0",-2.316367763462
"68","0",0.0924169289380812,"1","0",-1.61409936909742,"0",-0.729098624527624,-0.722657144573514,"0","1","1","1",0.687258233210116,1.92003809484652,"0",1.16402417049115,-0.0919935202706381,"0","1","1","0",-1.82928325856195,-0.00867621987016209,0.0866545182093916,-1.88733275050668,"1","1","0",-1.00907337406054,-2.14582625367182,-1.22371128417049,"0",-2.37520886680148
"69","1",0.588551454653818,"0","1",-0.691094349877498,"0",-2.96460349350248,-0.812819721363059,"1","0","1","1",0.606560605347964,-0.181625319649751,"0",-0.297746809431129,-0.0370214565965967,"0","0","1","0",-1.66831424998216,-2.23736179465514,-3.52201923668324,-2.87868350514754,"0","1","1",1.41371654515445,-1.19913438295681,0.734188467211372,"1",-1.8653378893917
"70","1",0.059617218902436,"0","0",1.51184135161188,"1",-1.6385922777429,0.0725215899440971,"1","1","0","0",0.224243997110405,-0.239672369230668,"0",1.47250982226839,1.45015478906808,"0","0","1","0",-0.656073265561043,-0.0713209559012065,-0.136441497155232,-2.54092366345724,"0","1","1",-0.206729770127604,1.0441282415797,0.777925334130918,"1",-0.265607134762001
"71","0",-1.67502508465885,"1","1",0.834200506699003,"0",1.63824784517479,1.67890029708864,"1","0","1","0",0.0212831445542568,-0.155874443040115,"1",-0.117626983209861,-1.85406169575899,"1","1","0","1",0.148286901864063,0.489280509978273,0.454067056248356,-0.382897479661743,"0","1","1",1.45329923776143,0.425693398774342,-0.814359254964499,"0",-3.08003451311346
"72","1",0.907584764997761,"0","0",0.0538528886810115,"0",-0.505683076164807,-0.570360569209853,"0","1","1","1",-1.09948540476338,-1.79470500577226,"0",-1.5610215398257,-2.41901875699562,"0","0","0","0",-1.34636793586341,-1.21442187025591,-4.39121782047223,-1.78788845118002,"1","0","0",0.979557218244396,-1.77151272751196,-0.710080784748399,"0",-1.2025781377944
"73","0",-2.01664084895752,"1","1",0.486200817992653,"0",-1.16213747226483,-1.05305988827619,"0","1","0","0",-0.565502782749286,-0.500325399482794,"0",-0.73625849066303,-1.26877870228164,"1","1","0","0",-0.763519641371855,-0.674501514958813,-3.10231917910772,2.04826693391446,"1","1","0",-1.06746987319906,-1.88074759490587,1.84416697855417,"1",1.66139337786467
"74","1",-1.01730985401114,"0","0",0.9389740070658,"0",-2.43833324905297,-1.35052650560707,"1","1","0","0",1.40075134011203,0.74297604546197,"0",-1.54923363757893,-2.05533725622652,"0","0","0","0",0.641514052317709,-1.84370096297784,-2.11392489601603,-1.84154923431771,"1","1","0",0.101371969411667,-0.216503786849878,-1.26234161406723,"1",-2.01398847392245
"75","1",-0.4985449804312,"0","0",-0.558390185251221,"0",-1.97534275913223,-1.05470434088421,"1","0","0","0",1.53082280914821,1.65498327865847,"1",0.562239271002873,-1.47019505880205,"1","0","0","0",-0.662369693549274,1.14996564233831,-1.15574904334235,0.654212801372427,"0","0","0",0.638676406872177,-0.0934808893336275,-1.50184570383287,"0",-3.02947683164053
