"","PC","PT","MS","HS","TAIL","Abscess","Pyaemia","EPcat","PDcat","plbinary","batch"
"63","0","0","0","0","0","0","0","0","0","0","678"
"64","0","0","0","0","0","0","0","1","0","0","678"
"65","0","0","0","0","0","0","0","0","0","0","678"
"66","0","0","0","0","0","0","0","0","0","0","678"
"67","0","0","0","0","0","0","0","1","0","1","678"
"68","0","0","0","0","0","0","0","1","0","0","678"
"69","0","0","0","0","0","0","0","1","0","1","678"
"70","0","0","0","0","0","0","0","0","0","0","678"
"71","0","0","0","0","0","0","0","0","0","0","678"
"72","1","0","0","0","0","0","0","0","0","0","678"
"73","0","0","0","0","0","0","0","0","0","0","678"
"74","0","0","0","0","0","0","0","1","0","1","678"
"75","0","0","0","0","0","0","0","0","0","0","678"
"76","0","0","0","0","0","0","0","0","0","1","678"
"77","0","0","0","0","0","0","0","1","0","0","678"
"78","0","0","0","0","0","0","0","0","0","0","678"
"79","0","0","0","0","0","0","0","1","0","0","678"
"80","0","0","0","0","0","0","0","1","0","1","678"
"81","0","0","0","0","0","0","0","1","0","0","678"
"82","0","0","0","0","0","0","0","0","0","0","678"
"83","0","0","0","0","0","0","0","0","0","1","678"
"84","0","0","0","0","0","0","0","0","0","0","678"
"85","1","0","0","1","0","0","0","1","0","1","678"
"86","0","0","0","1","0","0","0","0","0","0","678"
"87","0","0","0","0","0","0","0","0","0","0","678"
"88","0","0","0","0","0","0","0","1","0","0","678"
"89","0","0","0","0","0","0","0","1","0","0","678"
"90","0","0","0","0","0","0","0","0","0","0","678"
"91","0","0","0","0","0","0","0","1","0","1","678"
"92","0","0","0","0","0","0","0","0","0","0","678"
"93","0","0","0","0","0","0","0","0","0","0","678"
"94","0","0","0","0","0","0","0","0","0","0","678"
"95","0","0","0","0","0","0","0","0","0","0","678"
"96","0","0","0","0","0","0","0","0","0","0","678"
"97","0","0","0","0","0","0","0","1","0","1","678"
"98","0","0","0","1","0","0","0","1","0","1","678"
"99","0","0","0","0","0","0","0","1","0","0","678"
"100","0","0","0","0","0","0","0","1","0","0","678"
"101","0","0","0","0","0","0","0","0","1","0","374"
"102","0","0","0","0","0","0","0","0","1","0","374"
"103","0","0","0","0","0","0","0","1","1","0","374"
"104","0","0","0","0","0","0","0","0","1","1","374"
"105","0","0","0","0","0","0","0","1","1","1","374"
"106","0","0","0","0","0","0","0","1","1","1","374"
"107","0","0","0","0","0","0","0","0","1","0","374"
"108","0","0","0","0","0","0","0","1","1","0","374"
"109","0","0","0","0","0","0","0","1","1","0","374"
"110","0","0","0","0","0","0","0","0","1","0","374"
"111","0","0","0","0","0","0","0","1","1","1","374"
"112","0","0","0","0","0","0","0","0","1","1","374"
"113","1","0","0","0","0","0","0","0","1","1","374"
"114","0","0","0","0","0","0","0","1","0","1","374"
"115","0","0","0","0","0","0","0","1","0","0","374"
"116","0","0","0","0","0","0","0","0","0","1","374"
"117","0","0","0","0","0","0","0","1","0","0","374"
"118","0","0","0","0","0","0","0","1","0","1","374"
"119","0","0","0","0","0","0","0","1","0","0","374"
"120","0","0","0","0","0","0","0","0","0","0","374"
"121","0","0","0","0","0","0","0","0","0","1","374"
"122","0","0","0","0","0","0","0","0","0","0","374"
"123","0","0","0","0","0","0","0","1","0","0","374"
"124","0","0","0","0","0","0","0","0","0","1","374"
"125","0","0","0","0","0","0","0","1","0","1","374"
"126","0","0","0","0","0","0","0","1","0","0","374"
"127","0","0","0","0","0","0","0","0","0","0","374"
"128","0","0","1","0","0","0","0","0","0","0","374"
"129","0","0","0","0","0","0","0","0","0","1","374"
"130","0","0","0","0","0","0","0","1","0","1","374"
"131","0","0","0","0","0","0","0","0","0","0","374"
"132","0","0","0","0","0","0","0","1","0","0","374"
"133","0","0","0","0","0","0","0","0","0","0","374"
"134","0","0","0","0","0","0","0","1","0","0","374"
"135","0","0","0","0","0","0","0","1","0","0","374"
"136","0","0","0","0","0","0","0","1","0","0","374"
"137","0","0","0","0","0","0","0","1","0","0","374"
"138","0","0","0","0","0","0","0","0","0","1","374"
"139","0","0","0","0","0","0","0","1","0","0","374"
"140","0","0","0","0","0","0","0","1","0","0","374"
"141","0","0","0","0","0","0","0","0","0","0","374"
"142","0","0","0","0","0","0","0","0","0","1","374"
"143","0","0","0","0","0","0","0","0","0","0","374"
"144","0","0","0","0","0","0","0","0","0","0","374"
"145","0","0","0","0","0","0","0","0","0","1","374"
"146","0","0","0","0","0","0","0","1","0","1","374"
"147","0","0","0","0","0","0","0","0","0","0","374"
"148","0","0","0","0","0","0","0","0","0","0","374"
"149","0","0","0","0","0","0","0","0","0","0","374"
"150","0","0","0","0","0","0","0","1","0","0","374"
"501","0","0","0","0","0","0","0","1","0","0","95"
"502","0","0","0","0","0","0","0","0","0","0","95"
"503","0","0","0","1","0","0","0","0","0","0","95"
"504","0","0","0","0","0","0","0","0","0","0","95"
"505","0","0","0","0","0","0","0","1","0","0","95"
"506","0","0","0","0","0","0","0","0","0","0","95"
"507","0","0","0","0","0","0","0","0","0","0","95"
"508","0","0","0","0","0","0","0","0","0","0","95"
"509","0","0","0","0","0","0","0","0","0","0","95"
"510","0","0","0","0","0","0","0","1","0","0","95"
"511","0","0","0","0","0","0","0","0","0","0","95"
"512","0","0","0","0","0","0","0","0","0","0","95"
"513","0","0","0","0","0","0","0","0","0","0","95"
"514","0","0","0","0","0","0","0","0","0","0","95"
"515","0","0","0","0","0","0","0","0","0","0","95"
"516","0","0","0","0","0","0","0","0","0","0","95"
"517","0","0","0","0","0","0","0","0","0","0","95"
"518","0","0","0","0","0","0","0","0","0","0","95"
"519","0","0","0","0","0","0","0","0","0","0","95"
"520","0","0","0","0","0","0","0","0","0","0","95"
"521","0","0","0","0","0","0","0","0","0","0","95"
"522","0","0","0","0","0","0","0","1","0","0","95"
"523","0","0","0","0","0","0","0","0","0","0","95"
"524","0","0","0","0","0","0","0","0","0","0","95"
"525","0","0","0","0","0","0","0","0","0","0","95"
"526","0","0","0","0","0","0","0","0","0","0","95"
"527","0","0","0","0","0","0","0","1","0","0","95"
"528","0","0","0","0","0","0","0","1","0","0","95"
"529","0","0","0","0","0","0","0","1","0","0","95"
"530","0","0","0","0","0","0","0","1","0","0","95"
"531","0","0","0","0","0","0","0","1","0","0","95"
"532","0","0","0","0","0","0","0","1","0","1","95"
"533","0","0","0","0","0","0","0","1","0","0","95"
"534","0","0","0","0","0","0","0","0","0","0","95"
"535","0","0","0","0","0","0","0","0","0","0","95"
"536","0","0","0","0","0","0","0","0","0","0","95"
"537","0","0","0","0","0","0","0","1","0","0","95"
"538","0","0","0","0","0","0","0","0","0","0","95"
"539","0","0","0","0","0","0","0","0","0","0","95"
"540","0","0","0","0","0","0","0","0","0","0","95"
"541","0","0","0","0","0","0","0","0","0","0","95"
"542","0","0","0","0","0","0","0","1","0","0","95"
"543","0","0","0","0","0","0","0","1","0","0","95"
"544","0","0","0","0","0","0","0","0","0","0","95"
"545","0","0","0","0","0","0","0","1","0","0","95"
"546","0","0","0","0","0","0","0","0","0","0","95"
"547","0","0","0","0","0","0","0","0","0","0","95"
"548","0","0","0","0","0","0","0","0","0","0","95"
"549","1","0","0","0","0","0","0","1","0","1","95"
"550","0","0","0","0","0","0","0","1","0","1","95"
"801","0","0","0","0","0","0","0","1","0","0","575"
"802","0","0","0","0","0","0","0","1","0","1","575"
"803","0","0","0","0","0","0","0","1","0","0","575"
"804","0","0","0","0","0","0","0","1","0","0","575"
"805","0","0","0","0","0","0","0","1","0","0","575"
"806","0","0","0","0","0","0","0","1","0","0","575"
"807","0","0","0","0","0","0","0","0","0","0","575"
"808","0","0","0","0","0","0","0","1","0","0","575"
"809","0","0","0","0","0","0","0","1","0","1","575"
"810","0","0","0","0","0","0","0","1","0","0","575"
"811","0","0","0","0","0","0","0","1","0","0","575"
"812","0","0","0","0","0","0","0","0","0","0","575"
"813","0","0","0","0","0","0","0","0","0","0","575"
"814","0","0","0","0","0","0","0","0","0","0","575"
"815","0","0","0","0","0","0","0","0","0","0","575"
"816","0","0","0","0","0","0","0","0","0","1","575"
"817","0","0","0","0","0","0","0","1","0","0","575"
"818","0","0","0","0","0","0","0","1","0","0","575"
"819","0","0","0","0","0","0","0","0","0","0","575"
"820","0","0","0","0","0","0","0","1","0","0","575"
"821","0","0","0","0","0","0","0","0","0","0","575"
"822","0","0","0","0","0","0","0","1","0","0","575"
"823","0","0","0","0","0","0","0","1","0","0","575"
"824","0","0","0","0","0","0","0","0","0","0","575"
"825","0","0","0","0","0","0","0","0","0","0","575"
"826","0","0","0","0","0","0","0","0","0","0","575"
"827","0","0","0","0","0","0","0","1","0","0","575"
"828","0","0","0","0","0","0","0","1","0","0","575"
"829","0","0","0","0","0","0","0","1","0","0","575"
"830","0","0","0","0","0","0","0","1","0","0","575"
"831","0","0","0","0","0","0","0","0","0","0","575"
"832","0","0","0","0","0","0","0","1","0","0","575"
"833","0","0","0","0","0","0","0","1","0","0","575"
"834","0","0","0","0","0","0","0","1","0","0","575"
"835","0","0","0","0","0","0","0","0","0","0","575"
"836","0","0","0","0","0","0","0","1","0","0","575"
"837","0","0","0","0","0","0","0","1","0","1","575"
"838","0","0","0","0","0","0","0","1","0","0","575"
"839","0","0","0","0","0","0","0","1","0","0","575"
"840","0","0","0","0","0","0","0","1","0","0","575"
"841","0","0","0","0","0","0","0","1","0","0","575"
"842","0","0","0","1","0","0","0","1","0","0","575"
"843","0","0","0","0","0","0","0","1","0","0","575"
"844","0","0","0","0","0","0","0","0","0","0","575"
"845","0","0","0","0","0","0","0","1","0","0","575"
"846","0","0","0","0","0","0","0","0","0","0","575"
"847","0","0","0","0","0","0","0","1","0","0","575"
"848","0","0","0","0","0","0","0","1","0","0","575"
"849","0","0","0","0","0","0","0","1","0","0","575"
"850","0","0","0","0","0","0","0","1","0","0","575"
"851","0","0","0","0","0","0","0","0","0","1","1959"
"852","0","0","0","0","0","0","0","1","0","0","1959"
"853","0","0","0","0","0","0","0","0","0","1","1959"
"854","0","0","0","0","0","0","0","0","1","0","1959"
"855","0","0","0","0","0","0","0","0","1","0","1959"
"856","0","0","1","0","0","0","0","1","1","1","1959"
"857","0","0","0","0","0","0","0","0","0","0","1959"
"858","0","0","0","1","0","0","0","0","1","0","1959"
"859","0","0","0","0","0","0","0","1","0","0","1959"
"860","0","0","0","1","0","0","0","0","0","0","1959"
"861","0","0","0","0","0","0","0","1","1","0","1959"
"862","0","0","0","0","0","0","0","1","1","1","1959"
"863","0","0","0","0","0","1","0","0","0","0","1959"
"864","0","0","0","0","0","0","0","0","0","0","1959"
"865","0","0","0","1","0","0","0","0","1","0","1959"
"866","0","0","0","0","0","0","0","0","1","0","1959"
"867","0","0","0","1","0","0","0","0","0","1","1959"
"868","0","0","0","0","0","0","0","0","1","0","1959"
"869","0","0","0","0","0","0","0","0","1","1","1959"
"870","0","0","0","0","0","0","0","0","1","0","1959"
"871","0","0","0","0","0","1","0","0","0","1","1959"
"872","0","0","0","0","0","1","0","0","0","0","1959"
"873","0","0","0","0","0","0","0","0","1","0","1959"
"874","0","0","0","0","0","0","0","1","1","0","1959"
"875","1","0","0","0","0","0","0","0","0","1","1959"
"876","0","0","0","0","0","0","0","0","1","1","1959"
"877","0","0","0","0","0","0","0","0","0","0","1959"
"878","0","0","0","0","0","0","0","1","0","0","1959"
"879","0","0","0","0","0","0","0","0","0","0","1959"
"880","0","0","0","0","0","0","0","0","0","0","1959"
"881","0","0","0","0","0","0","0","1","1","0","1959"
"882","0","0","0","0","0","0","0","1","0","1","1959"
"883","0","0","0","0","0","1","0","0","0","1","1959"
"884","0","0","0","0","0","1","0","0","1","0","1959"
"885","0","0","0","0","0","0","0","0","0","0","1959"
"886","0","0","0","0","0","0","0","0","1","0","1959"
"887","0","0","0","0","0","1","0","0","0","0","1959"
"888","0","0","0","0","0","0","0","0","1","0","1959"
"889","0","0","0","0","0","0","0","0","1","0","1959"
"890","0","0","0","0","0","0","0","1","1","0","1959"
"891","0","0","0","0","0","0","0","0","0","0","1959"
"892","0","0","0","1","0","0","0","0","1","0","1959"
"893","0","0","0","0","0","0","0","1","1","0","1959"
"894","0","0","0","0","0","1","0","0","0","1","1959"
"895","0","0","0","0","0","0","0","1","1","0","1959"
"896","0","0","0","0","0","0","0","1","0","0","1959"
"897","0","0","0","0","0","0","0","1","1","0","1959"
"898","0","0","0","0","0","1","0","1","1","1","1959"
"899","0","0","0","0","0","1","0","0","1","0","1959"
"900","0","0","0","1","0","0","0","0","0","0","1959"
"901","0","0","0","0","0","0","0","0","0","0","122"
"902","0","0","0","0","0","0","0","1","0","0","122"
"903","0","0","0","0","0","0","0","1","0","0","122"
"904","0","0","0","0","0","0","0","1","0","0","122"
"905","0","0","0","0","0","0","0","0","0","0","122"
"906","0","0","0","0","0","0","0","1","0","0","122"
"907","0","0","0","0","0","0","0","1","0","0","122"
"908","0","0","0","0","0","0","0","1","0","1","122"
"909","0","0","0","0","0","0","0","1","0","0","122"
"910","0","0","0","0","0","0","0","1","0","0","122"
"911","0","0","0","0","0","0","0","0","0","0","122"
"912","0","0","0","0","0","0","0","0","0","0","122"
"913","0","0","0","0","0","0","0","0","0","1","122"
"914","0","0","0","0","0","0","0","1","0","0","122"
"915","0","0","0","0","0","0","0","1","0","0","122"
"916","0","0","0","0","0","0","0","1","0","0","122"
"917","0","0","0","0","0","0","0","1","0","0","122"
"918","0","0","0","0","0","0","0","1","0","0","122"
"919","0","0","0","0","0","0","0","0","0","0","122"
"920","0","0","0","0","0","0","0","1","0","0","122"
"921","0","0","0","0","0","0","0","0","0","1","122"
"922","0","0","0","0","0","0","0","0","0","0","122"
"923","0","0","0","0","0","0","0","1","0","1","122"
"924","0","0","0","0","0","0","0","0","0","0","122"
"925","0","0","0","0","0","0","0","1","0","0","122"
"926","0","0","0","0","0","0","0","0","0","0","122"
"927","0","0","0","0","0","0","0","0","0","0","122"
"928","0","0","0","0","0","0","0","1","0","0","122"
"929","0","0","0","0","0","0","0","0","0","1","122"
"930","0","0","0","0","0","0","0","0","0","1","122"
"931","0","0","0","0","0","0","0","1","0","0","122"
"932","0","0","0","0","0","0","0","1","0","0","122"
"933","0","0","0","0","0","0","0","0","0","0","122"
"934","0","0","0","0","0","0","0","0","0","0","122"
"935","0","0","0","0","0","0","0","1","0","0","122"
"936","0","0","0","0","0","0","0","0","0","0","122"
"937","0","0","0","0","0","0","0","1","0","1","122"
"938","0","0","0","0","0","0","0","1","0","0","122"
"939","0","0","0","0","0","0","0","1","0","1","122"
"940","0","0","0","0","0","0","0","1","0","0","122"
"941","0","0","0","0","0","0","0","0","0","0","122"
"942","0","0","0","0","0","0","0","0","0","0","122"
"943","0","0","0","0","0","0","0","0","0","0","122"
"944","0","0","0","0","0","0","0","1","0","1","122"
"945","0","0","0","0","0","0","0","0","0","1","122"
"946","0","0","0","0","0","0","0","1","0","0","122"
"947","0","0","0","0","0","0","0","1","0","1","122"
"948","0","0","0","0","0","0","0","1","0","0","122"
"949","0","0","0","0","0","0","0","0","0","0","122"
"950","0","0","0","0","0","0","0","0","0","0","122"
"1201","0","0","0","0","0","0","0","0","0","0","129"
"1202","1","0","0","0","0","0","0","1","0","1","129"
"1203","0","0","0","0","0","0","0","0","0","0","129"
"1204","0","0","0","0","1","0","0","1","0","0","129"
"1205","0","0","0","0","0","0","0","0","0","1","129"
"1206","0","0","0","0","0","1","0","0","0","1","129"
"1207","0","0","0","0","0","0","0","0","0","0","129"
"1208","0","0","0","0","0","0","0","0","0","1","129"
"1209","0","0","0","0","0","0","0","0","0","0","129"
"1210","0","0","0","0","0","0","0","0","0","0","129"
"1211","0","0","0","0","0","0","0","1","0","0","129"
"1212","0","0","0","0","0","0","0","0","0","1","129"
"1213","0","0","0","0","0","0","0","0","0","0","129"
"1214","0","0","0","0","0","0","0","0","0","1","129"
"1215","0","0","0","0","0","0","0","0","0","1","129"
"1216","0","0","0","0","1","0","0","0","0","0","129"
"1217","0","0","0","0","0","0","0","1","0","1","129"
"1218","0","0","0","0","0","0","0","0","0","0","129"
"1219","0","0","0","0","0","0","0","0","0","1","129"
"1220","0","0","0","0","0","0","0","0","0","1","129"
"1221","0","0","0","0","0","0","0","0","0","0","129"
"1222","0","0","0","0","0","0","0","0","0","1","129"
"1223","1","0","0","0","0","0","0","0","0","1","129"
"1224","0","0","0","0","0","0","0","0","0","1","129"
"1225","0","0","0","0","0","0","0","0","0","0","129"
"1226","0","0","0","0","1","0","0","0","0","0","129"
"1227","0","0","0","0","0","0","0","0","0","0","129"
"1228","0","0","0","0","0","0","0","0","0","0","129"
"1229","0","0","0","0","1","0","0","0","0","1","129"
"1230","0","0","0","0","0","0","0","0","0","1","129"
"1231","0","0","0","0","0","0","0","1","0","0","129"
"1232","0","0","0","0","0","0","0","0","0","1","129"
"1233","0","0","0","0","0","0","0","0","0","0","129"
"1234","0","0","0","0","0","0","0","0","0","0","129"
"1235","0","0","0","0","0","0","0","0","0","0","129"
"1236","0","0","0","0","0","0","0","0","0","1","129"
"1237","0","0","0","0","0","0","0","0","0","0","129"
"1238","0","0","0","0","0","0","0","0","0","0","129"
"1239","1","0","0","0","1","0","0","1","0","1","129"
"1240","0","0","0","0","0","0","0","0","0","1","129"
"1241","0","0","0","0","0","0","0","1","0","0","129"
"1242","0","0","0","0","0","0","0","1","0","1","129"
"1243","0","0","0","0","0","0","0","0","0","1","129"
"1244","0","0","0","0","0","0","0","0","0","0","129"
"1245","0","0","0","0","0","0","0","0","0","0","129"
"1246","0","0","0","0","0","0","0","0","0","1","129"
"1247","0","0","0","0","0","0","0","0","0","1","129"
"1248","0","0","0","0","0","0","0","0","0","0","129"
"1249","0","0","0","0","0","0","0","0","0","1","129"
"1250","0","0","0","0","0","0","0","0","0","0","129"
"1301","0","0","0","0","0","0","0","0","0","0","42"
"1302","0","0","0","0","0","0","0","1","0","0","42"
"1303","0","0","0","0","0","0","0","0","0","0","42"
"1304","0","0","0","0","0","0","0","1","0","0","42"
"1305","0","0","0","0","0","0","0","1","0","0","42"
"1306","1","1","0","0","0","0","0","1","0","0","42"
"1307","0","0","0","0","0","0","0","1","0","0","42"
"1308","0","0","0","0","0","0","0","1","0","0","42"
"1309","0","0","0","0","0","0","0","1","0","0","42"
"1310","0","0","0","0","0","0","0","1","0","0","42"
"1311","0","0","0","0","0","0","0","1","0","0","42"
"1312","0","0","0","0","0","0","0","0","0","0","42"
"1313","0","0","0","0","0","0","0","1","0","0","42"
"1314","0","0","0","0","0","1","0","0","0","1","42"
"1315","0","0","0","0","0","0","0","0","0","0","42"
"1316","0","0","0","0","0","0","0","1","0","0","42"
"1317","1","0","0","0","0","0","0","0","0","1","42"
"1318","0","0","0","0","0","0","0","0","0","0","42"
"1319","0","0","0","0","0","0","0","0","0","0","42"
"1320","0","0","0","0","0","0","0","1","0","0","42"
"1321","0","0","0","0","0","0","0","1","0","0","42"
"1322","0","0","0","0","0","0","0","1","0","0","42"
"1323","0","0","0","0","0","0","0","1","0","0","42"
"1324","0","0","0","0","0","0","0","0","0","0","42"
"1325","0","0","0","0","0","0","0","0","0","0","42"
"1326","0","0","0","0","0","0","0","0","0","0","42"
"1327","0","0","0","0","0","0","0","0","0","0","42"
"1328","0","0","0","0","0","0","0","0","0","0","42"
"1329","0","0","0","0","0","0","0","0","0","0","42"
"1330","0","0","0","0","0","0","0","1","0","0","42"
"1331","0","0","0","0","0","0","0","0","0","0","42"
"1332","0","0","0","0","0","0","0","1","0","0","42"
"1333","0","0","0","0","0","0","0","0","0","0","42"
"1334","0","0","0","0","0","0","0","1","0","0","42"
"1335","0","0","0","0","0","0","0","0","0","0","42"
"1336","0","0","0","0","0","0","0","1","0","0","42"
"1337","0","0","0","0","0","0","0","1","0","0","42"
"1338","0","0","0","0","0","0","0","1","0","0","42"
"1339","0","0","0","0","0","0","0","0","0","0","42"
"1340","0","0","0","0","0","0","0","1","0","0","42"
"1341","0","0","0","1","0","0","0","0","0","0","42"
"1342","0","0","0","0","0","0","0","0","0","0","42"
"1343","0","0","0","0","0","0","0","1","0","0","42"
"1344","0","0","0","0","0","0","0","0","0","0","42"
"1345","0","0","0","0","0","0","0","0","0","0","42"
"1346","0","0","0","0","0","0","0","0","0","0","42"
"1347","0","0","0","0","0","0","0","1","0","0","42"
"1348","0","0","0","0","0","0","0","0","0","0","42"
"1349","0","0","0","0","0","0","0","0","0","0","42"
"1350","1","0","0","0","0","0","0","1","0","1","42"
"1651","0","0","1","0","0","0","0","1","0","0","250"
"1652","0","0","1","0","0","0","0","1","1","0","250"
"1653","0","0","0","1","0","0","0","1","0","0","250"
"1654","0","0","0","0","0","0","0","1","0","0","250"
"1655","0","0","0","0","0","0","0","0","0","0","250"
"1656","0","0","0","1","0","0","0","1","0","1","250"
"1657","0","0","1","0","0","0","0","0","0","1","250"
"1658","0","0","0","0","0","0","0","1","0","0","250"
"1659","0","1","1","0","0","0","0","0","0","0","250"
"1660","0","0","0","0","0","0","0","1","0","0","250"
"1661","0","0","0","0","0","0","0","0","0","1","250"
"1662","0","0","0","0","0","0","0","0","0","0","250"
"1663","0","0","1","0","0","0","0","1","0","1","250"
"1664","0","1","0","0","0","0","0","1","0","1","250"
"1665","0","0","1","0","0","1","0","1","1","1","250"
"1666","0","0","0","0","0","0","0","1","1","1","250"
"1667","1","0","0","0","0","0","0","1","0","1","250"
"1668","0","0","0","0","0","0","0","1","0","1","250"
"1669","0","0","1","0","0","0","0","1","1","1","250"
"1670","0","0","0","0","0","0","0","1","0","0","250"
"1671","0","0","0","0","0","0","0","0","0","1","250"
"1672","0","0","0","0","0","0","0","1","0","1","250"
"1673","0","1","0","0","0","0","0","1","1","1","250"
"1674","0","0","0","0","0","0","0","1","0","1","250"
"1675","0","0","1","0","0","0","0","1","1","1","250"
"1676","1","0","0","0","0","0","0","0","0","0","250"
"1677","0","1","0","0","0","0","0","0","0","1","250"
"1678","0","1","0","0","0","0","0","1","0","1","250"
"1679","0","1","0","0","0","0","0","1","1","1","250"
"1680","0","0","0","0","0","0","0","1","0","0","250"
"1681","0","1","0","0","0","0","0","1","1","1","250"
"1682","0","0","1","0","0","0","0","1","1","1","250"
"1683","0","0","0","0","0","0","0","1","0","1","250"
"1684","0","0","1","0","0","0","0","0","1","0","250"
"1685","1","0","0","0","0","0","0","1","1","1","250"
"1686","0","0","1","0","0","0","0","1","1","0","250"
"1687","0","0","1","0","0","0","0","1","1","1","250"
"1688","0","0","0","0","0","0","0","0","0","0","250"
"1689","0","0","0","0","0","0","0","1","1","1","250"
"1690","0","0","1","0","0","0","0","1","1","0","250"
"1691","0","0","1","0","0","0","0","1","1","0","250"
"1692","0","0","1","0","0","0","0","1","1","0","250"
"1693","0","0","1","0","0","0","0","1","0","1","250"
"1694","0","0","0","0","0","0","0","1","0","0","250"
"1695","0","0","0","0","0","0","0","1","1","1","250"
"1696","0","0","0","0","0","0","0","1","1","1","250"
"1697","0","0","0","0","0","0","0","0","1","1","250"
"1698","0","0","1","0","0","0","0","1","1","1","250"
"1699","0","0","1","0","0","0","0","1","1","0","250"
"1700","0","0","1","0","0","0","0","1","1","0","250"
"1801","0","0","0","0","0","0","0","0","0","0","679"
"1802","0","0","0","0","0","0","0","1","0","0","679"
"1803","0","0","0","0","0","0","0","0","0","0","679"
"1804","1","0","0","0","0","1","0","1","0","1","679"
"1805","0","0","0","0","0","0","0","0","0","0","679"
"1806","0","0","0","0","0","0","0","0","0","0","679"
"1807","0","0","0","0","0","0","0","1","0","0","679"
"1808","0","0","0","0","0","0","0","0","0","0","679"
"1809","0","0","0","0","0","0","0","1","0","0","679"
"1810","0","0","0","0","0","0","0","0","0","0","679"
"1811","0","0","0","0","0","0","0","0","0","0","679"
"1812","0","0","0","0","0","0","0","0","0","0","679"
"1813","0","0","0","0","0","0","0","1","0","0","679"
"1814","0","0","0","0","0","0","0","0","0","0","679"
"1815","0","0","0","0","0","0","0","0","0","0","679"
"1816","0","0","0","1","0","0","0","0","0","0","679"
"1817","0","0","0","0","0","0","0","0","0","0","679"
"1818","0","0","0","0","0","0","0","0","0","0","679"
"1819","0","0","0","0","0","0","0","0","0","0","679"
"1820","0","0","0","0","0","0","0","0","0","0","679"
"1821","0","0","0","0","0","0","0","0","0","0","679"
"1822","0","0","0","0","0","0","0","1","0","1","679"
"1823","0","0","0","0","0","0","0","1","0","0","679"
"1824","0","0","0","0","0","0","0","0","0","0","679"
