"","Date","Open","High","Low","Close","Volume"
"33","2/19/2010",1105.49,1112.42,1100.8,1109.17,3944
"34","2/22/2010",1110,1112.29,1105.38,1108.01,3814
"35","2/23/2010",1107.49,1108.58,1092.18,1094.6,4521
"36","2/24/2010",1095.89,1106.42,1095.5,1105.24,4168
"37","2/25/2010",1101.24,1103.5,1086.02,1102.94,4521
"38","2/26/2010",1103.1,1107.24,1097.56,1104.49,3945
"39","3/1/2010",1105.36,1116.11,1105.36,1115.71,3848
"40","3/2/2010",1117.01,1123.46,1116.51,1118.31,4135
"41","3/3/2010",1119.36,1125.64,1116.58,1118.79,3951
"42","3/4/2010",1119.12,1123.73,1116.66,1122.97,3945
"43","3/5/2010",1125.12,1139.38,1125.12,1138.7,4133
"44","3/8/2010",1138.4,1141.05,1136.77,1138.5,3775
"45","3/9/2010",1137.56,1145.37,1134.9,1140.45,5186
"46","3/10/2010",1140.22,1148.26,1140.09,1145.61,5469
"47","3/11/2010",1143.96,1150.24,1138.99,1150.24,4669
"48","3/12/2010",1151.71,1153.41,1146.97,1149.99,4928
"49","3/15/2010",1148.53,1150.98,1141.45,1150.51,4164
"50","3/16/2010",1150.83,1160.28,1150.35,1159.46,4370
"51","3/17/2010",1159.94,1169.84,1159.94,1166.21,4963
"52","3/18/2010",1166.13,1167.77,1161.16,1165.83,4235
"53","3/19/2010",1166.68,1169.2,1155.33,1159.9,5212
"54","3/22/2010",1157.25,1167.82,1152.88,1165.81,4262
"55","3/23/2010",1166.47,1174.72,1163.83,1174.17,4412
"56","3/24/2010",1172.7,1173.04,1166.01,1167.72,4706
"57","3/25/2010",1170.03,1180.69,1165.09,1165.73,5669
"58","3/26/2010",1167.58,1173.93,1161.48,1166.59,4708
"59","3/29/2010",1167.71,1174.85,1167.71,1173.22,4376
"60","3/30/2010",1173.75,1177.83,1168.92,1173.27,4085
"61","3/31/2010",1171.75,1174.56,1165.77,1169.43,4484
"62","4/1/2010",1171.23,1181.43,1170.69,1178.1,4007
"63","4/5/2010",1178.71,1187.73,1178.71,1187.44,3882
"64","4/6/2010",1186.01,1191.8,1182.77,1189.44,4086
"65","4/7/2010",1188.23,1189.6,1177.25,1182.45,5101
"66","4/8/2010",1181.75,1188.55,1175.12,1186.44,4727
"67","4/9/2010",1187.47,1194.66,1187.15,1194.37,4512
"68","4/12/2010",1194.94,1199.2,1194.71,1196.48,4607
"69","4/13/2010",1195.94,1199.04,1188.82,1197.3,5404
"70","4/14/2010",1198.69,1210.65,1198.69,1210.65,5760
"71","4/15/2010",1210.77,1213.92,1208.5,1211.67,5995
"72","4/16/2010",1210.17,1210.17,1186.77,1192.13,8108
"73","4/19/2010",1192.06,1197.87,1183.68,1197.52,6598
"74","4/20/2010",1199.04,1208.58,1199.04,1207.17,5317
"75","4/21/2010",1207.16,1210.99,1198.85,1205.94,5724
"76","4/22/2010",1202.52,1210.27,1190.19,1208.67,6036
"77","4/23/2010",1207.87,1217.28,1205.1,1217.28,5326
"78","4/26/2010",1217.07,1219.8,1211.07,1212.05,5648
"79","4/27/2010",1209.92,1211.38,1181.62,1183.71,7455
"80","4/28/2010",1184.59,1195.05,1181.81,1191.36,6342
"81","4/29/2010",1193.3,1209.36,1193.3,1206.78,6059
"82","4/30/2010",1206.77,1207.99,1186.32,1186.69,6048
"83","5/3/2010",1188.58,1205.13,1188.58,1202.26,4938
"84","5/4/2010",1197.5,1197.5,1168.12,1173.6,6595
"85","5/5/2010",1169.24,1175.95,1158.15,1165.87,6796
"86","5/6/2010",1164.38,1167.58,1065.79,1128.15,10618
"87","5/7/2010",1127.04,1135.13,1094.15,1110.88,9473
"88","5/10/2010",1122.27,1163.85,1122.27,1159.73,6894
"89","5/11/2010",1156.39,1170.48,1147.71,1155.79,5843
"90","5/12/2010",1155.43,1172.87,1155.43,1171.67,5225
"91","5/13/2010",1170.04,1173.57,1156.14,1157.44,4871
"92","5/14/2010",1157.19,1157.19,1126.14,1135.68,6126
"93","5/17/2010",1136.52,1141.88,1114.96,1136.94,5923
"94","5/18/2010",1138.78,1148.66,1117.2,1120.8,6171
"95","5/19/2010",1119.57,1124.27,1100.66,1115.05,6766
"96","5/20/2010",1107.34,1107.34,1071.58,1071.59,8329
"97","5/21/2010",1067.26,1090.16,1055.9,1087.69,5452
"98","5/24/2010",1084.78,1089.95,1072.7,1073.65,5224
"99","5/25/2010",1067.42,1074.75,1040.78,1074.03,7330
"100","5/26/2010",1075.51,1090.75,1065.59,1067.95,4521
"101","5/27/2010",1074.27,1103.52,1074.27,1103.06,5698
"102","5/28/2010",1102.59,1102.59,1084.78,1089.41,4871
"103","6/1/2010",1087.3,1094.77,1069.89,1070.71,5271
"104","6/2/2010",1073.01,1098.56,1072.03,1098.38,5026
"105","6/3/2010",1098.82,1105.67,1091.81,1102.83,4996
"106","6/4/2010",1098.43,1098.43,1060.5,1064.88,6181
"107","6/7/2010",1065.84,1071.36,1049.86,1050.47,5468
"108","6/8/2010",1050.81,1063.15,1042.17,1062,6193
"109","6/9/2010",1062.75,1077.74,1052.25,1055.69,5983
"110","6/10/2010",1058.77,1087.85,1058.77,1086.84,5145
"111","6/11/2010",1082.65,1092.25,1077.12,1091.6,4059
"112","6/14/2010",1095,1105.91,1089.03,1089.63,4426
"113","6/15/2010",1091.21,1115.59,1091.21,1115.23,4644
"114","6/16/2010",1114.02,1118.74,1107.13,1114.61,5003
"115","6/17/2010",1115.98,1117.72,1105.87,1116.04,4558
"116","6/18/2010",1116.16,1121.01,1113.93,1117.51,4555
"117","6/21/2010",1122.79,1131.23,1108.24,1113.2,4514
"118","6/22/2010",1113.9,1118.5,1094.18,1095.31,4514
"119","6/23/2010",1095.57,1099.64,1085.31,1092.04,4526
"120","6/24/2010",1090.93,1090.93,1071.6,1073.69,4815
"121","6/25/2010",1075.1,1083.56,1067.89,1076.76,5129
"122","6/28/2010",1077.5,1082.6,1071.45,1074.57,3896
"123","6/29/2010",1071.1,1071.1,1035.18,1041.24,6137
"124","6/30/2010",1040.56,1048.08,1028.33,1030.71,5067
"125","7/1/2010",1031.1,1033.58,1010.91,1027.37,6436
"126","7/2/2010",1027.65,1032.95,1015.93,1022.58,3969
"127","7/6/2010",1028.09,1042.5,1018.35,1028.06,4691
"128","7/7/2010",1028.54,1060.89,1028.54,1060.27,4931
"129","7/8/2010",1062.92,1071.25,1058.24,1070.25,4548
"130","7/9/2010",1070.5,1078.16,1068.1,1077.96,3507
"131","7/12/2010",1077.23,1080.78,1070.45,1078.75,3427
"132","7/13/2010",1080.65,1099.46,1080.65,1095.34,4640
"133","7/14/2010",1095.61,1099.08,1087.68,1095.17,4521
"134","7/15/2010",1094.46,1098.66,1080.53,1096.48,4552
"135","7/16/2010",1093.85,1093.85,1063.32,1064.88,5297
"136","7/19/2010",1066.85,1074.7,1061.11,1071.25,4090
"137","7/20/2010",1064.53,1083.94,1056.88,1083.48,4713
"138","7/21/2010",1086.67,1088.96,1065.25,1069.59,4747
"139","7/22/2010",1072.14,1097.5,1072.14,1093.67,4827
"140","7/23/2010",1092.17,1103.73,1087.88,1102.66,4525
"141","7/26/2010",1102.89,1115.01,1101.3,1115.01,4010
"142","7/27/2010",1117.36,1120.95,1109.78,1113.84,4726
"143","7/28/2010",1112.84,1114.66,1103.11,1106.13,4002
"144","7/29/2010",1108.07,1115.9,1092.82,1101.53,4612
"145","7/30/2010",1098.44,1106.44,1088.01,1101.6,4006
"146","8/2/2010",1107.53,1127.3,1107.53,1125.86,4144
"147","8/3/2010",1125.34,1125.44,1116.76,1120.46,4072
"148","8/4/2010",1121.06,1128.75,1119.46,1127.24,4058
"149","8/5/2010",1125.78,1126.56,1118.81,1125.81,3686
"150","8/6/2010",1122.07,1123.06,1107.17,1121.64,3858
"151","8/9/2010",1122.8,1129.24,1120.91,1127.79,3192
"152","8/10/2010",1122.92,1127.16,1111.58,1121.06,3979
"153","8/11/2010",1116.89,1116.89,1088.55,1089.47,4512
"154","8/12/2010",1081.48,1086.72,1076.69,1083.61,4521
"155","8/13/2010",1082.22,1086.25,1079,1079.25,3329
"156","8/16/2010",1077.49,1082.62,1069.49,1079.38,3142
"157","8/17/2010",1081.16,1100.14,1081.16,1092.54,3968
"158","8/18/2010",1092.08,1099.77,1085.76,1094.16,3724
"159","8/19/2010",1092.44,1092.44,1070.66,1075.63,4291
"160","8/20/2010",1075.63,1075.63,1063.91,1071.69,3762
"161","8/23/2010",1073.36,1081.58,1067.08,1067.36,3211
"162","8/24/2010",1063.2,1063.2,1046.68,1051.87,4436
"163","8/25/2010",1048.98,1059.38,1039.83,1055.33,4360
"164","8/26/2010",1056.28,1061.45,1045.4,1047.22,3647
"165","8/27/2010",1049.27,1065.21,1039.7,1064.59,4102
"166","8/30/2010",1062.9,1064.4,1048.79,1048.92,2918
"167","8/31/2010",1046.88,1055.14,1040.88,1049.33,4039
"168","9/1/2010",1049.72,1081.3,1049.72,1080.29,4397
"169","9/2/2010",1080.66,1090.1,1080.39,1090.1,3704
"170","9/3/2010",1093.61,1105.1,1093.61,1104.51,3535
"171","9/7/2010",1102.6,1102.6,1091.15,1091.84,3107
"172","9/8/2010",1092.36,1103.26,1092.36,1098.87,3225
"173","9/9/2010",1101.15,1110.27,1101.15,1104.18,3388
"174","9/10/2010",1104.57,1110.88,1103.92,1109.55,3061
"175","9/13/2010",1113.38,1123.87,1113.38,1121.9,4521
"176","9/14/2010",1121.16,1127.36,1115.58,1121.1,4521
"177","9/15/2010",1119.43,1126.46,1114.63,1125.07,3370
"178","9/16/2010",1123.89,1125.44,1118.88,1124.66,3364
"179","9/17/2010",1126.39,1131.47,1122.43,1125.59,4086
"180","9/20/2010",1126.57,1144.86,1126.57,1142.71,3364
"181","9/21/2010",1142.82,1148.59,1136.22,1139.78,4176
"182","9/22/2010",1139.49,1144.38,1131.58,1134.28,3911
"183","9/23/2010",1131.1,1136.77,1122.79,1124.83,3848
"184","9/24/2010",1131.69,1148.9,1131.69,1148.67,4124
"185","9/27/2010",1148.64,1149.92,1142,1142.16,3588
"186","9/28/2010",1142.31,1150,1132.09,1147.7,4026
"187","9/29/2010",1146.75,1148.63,1140.26,1144.73,3990
"188","9/30/2010",1145.97,1157.16,1136.08,1141.2,4284
"189","10/1/2010",1143.49,1150.3,1139.42,1146.24,4299
"190","10/4/2010",1144.96,1148.16,1131.87,1137.03,3604
"191","10/5/2010",1140.68,1162.76,1140.68,1160.75,4069
"192","10/6/2010",1159.81,1162.33,1154.85,1159.97,4073
"193","10/7/2010",1161.57,1163.87,1151.41,1158.06,3911
"194","10/8/2010",1158.36,1167.73,1155.58,1165.15,3871
"195","10/11/2010",1165.32,1168.68,1162.02,1165.32,2506
"196","10/12/2010",1164.28,1172.58,1155.71,1169.77,4076
"197","10/13/2010",1171.32,1184.38,1171.32,1178.1,4969
"198","10/14/2010",1177.82,1178.89,1166.71,1173.81,4969
"199","10/15/2010",1177.47,1181.2,1167.12,1176.19,5725
"200","10/18/2010",1176.83,1185.53,1174.55,1184.71,4450
"201","10/19/2010",1178.64,1178.64,1159.71,1165.9,5600
"202","10/20/2010",1166.74,1182.94,1166.74,1178.17,5028
"203","10/21/2010",1179.82,1189.43,1171.17,1180.26,4625
"204","10/22/2010",1180.52,1183.93,1178.99,1183.08,3178
"205","10/25/2010",1184.74,1196.14,1184.74,1185.62,4221
"206","10/26/2010",1184.88,1187.11,1177.72,1185.64,4204
"207","10/27/2010",1183.84,1183.84,1171.7,1182.45,4336
"208","10/28/2010",1184.47,1189.53,1177.1,1183.78,4283
"209","10/29/2010",1183.87,1185.46,1179.7,1183.26,3538
"210","11/1/2010",1185.71,1195.81,1177.65,1184.38,4129
"211","11/2/2010",1187.86,1195.88,1187.86,1193.57,3866
"212","11/3/2010",1193.79,1198.3,1183.56,1197.96,4665
"213","11/4/2010",1198.34,1221.25,1198.34,1221.06,5695
"214","11/5/2010",1221.2,1227.08,1220.29,1225.85,5637
"215","11/8/2010",1223.24,1224.57,1217.55,1223.25,3937
"216","11/9/2010",1223.59,1226.84,1208.94,1213.4,4848
"217","11/10/2010",1213.14,1218.75,1204.33,1218.71,4561
"218","11/11/2010",1213.04,1215.45,1204.49,1213.54,3931
"219","11/12/2010",1209.07,1210.5,1194.08,1199.21,4214
"220","11/15/2010",1200.44,1207.43,1197.15,1197.75,3503
"221","11/16/2010",1194.79,1194.79,1173,1178.34,5116
"222","11/17/2010",1178.33,1183.56,1175.82,1178.59,3905
"223","11/18/2010",1183.75,1200.29,1183.75,1196.69,4687
"224","11/19/2010",1196.12,1199.97,1189.44,1199.73,3675
"225","11/22/2010",1198.07,1198.94,1184.58,1197.84,3690
"226","11/23/2010",1192.51,1192.51,1176.91,1180.73,4133
"227","11/24/2010",1183.7,1198.62,1183.7,1198.35,3384
"228","11/26/2010",1194.16,1194.16,1186.93,1189.4,1614
"229","11/29/2010",1189.08,1190.34,1173.64,1187.76,3673
"230","11/30/2010",1182.96,1187.4,1174.14,1180.55,4285
"231","12/1/2010",1186.6,1207.61,1186.6,1206.07,4548
"232","12/2/2010",1206.81,1221.89,1206.81,1221.53,4971
"233","12/3/2010",1219.93,1225.57,1216.82,1224.71,3736
"234","12/6/2010",1223.87,1225.8,1220.67,1223.12,3527
"235","12/7/2010",1227.25,1235.05,1223.25,1223.75,6971
"236","12/8/2010",1225.02,1228.93,1219.5,1228.28,4608
"237","12/9/2010",1230.14,1234.71,1226.85,1233,4523
"238","12/10/2010",1233.85,1240.4,1232.58,1240.4,4547
"239","12/13/2010",1242.52,1246.73,1240.34,1240.46,4361
"240","12/14/2010",1241.84,1246.59,1238.17,1241.59,4132
"241","12/15/2010",1241.58,1244.25,1234.01,1235.23,4407
"242","12/16/2010",1236.34,1243.75,1232.85,1242.87,4737
"243","12/17/2010",1243.63,1245.81,1239.87,1243.91,4632
"244","12/20/2010",1245.76,1250.2,1241.51,1247.08,3548
"245","12/21/2010",1249.43,1255.82,1249.43,1254.6,3480
"246","12/22/2010",1254.94,1259.39,1254.94,1258.84,1286
"247","12/23/2010",1257.53,1258.59,1254.05,1256.77,2515
"248","12/27/2010",1254.66,1258.43,1251.48,1257.54,1992
"249","12/28/2010",1259.1,1259.9,1256.22,1258.51,2478
"250","12/29/2010",1258.78,1262.6,1258.78,1259.78,2214
"251","12/30/2010",1259.44,1261.09,1256.32,1257.88,1971
"252","12/31/2010",1256.76,1259.34,1254.19,1257.64,1800
