"","id","time1","time2","time3","time4","time5","time6","time7","time8","time9","time10","time11"
"103",103,1,1,1,1,1,1,1,1,1,1,1
"104",104,1,1,1,1,1,1,1,1,1,1,1
"105",105,1,1,1,1,1,1,1,1,1,1,1
"106",106,1,1,1,1,1,1,1,1,1,1,1
"107",107,1,1,1,1,1,1,1,1,1,1,1
"108",108,1,1,1,1,1,2,2,2,2,2,2
"109",109,1,1,1,1,2,1,1,1,2,2,2
"110",110,1,1,1,1,1,1,1,1,1,2,2
"111",111,3,3,3,3,3,3,3,3,3,3,3
"112",112,1,1,1,1,1,1,1,1,2,2,2
"113",113,3,2,2,2,2,2,2,2,2,2,2
"114",114,1,1,1,2,1,1,1,1,2,2,1
"115",115,1,1,1,1,1,1,1,1,1,1,1
"116",116,1,1,1,1,1,1,1,2,2,2,1
"117",117,3,3,3,3,3,3,3,3,3,3,3
"118",118,1,1,1,1,1,1,1,1,1,1,1
"119",119,2,2,2,3,3,3,3,3,3,2,2
"120",120,1,2,1,2,2,2,2,1,1,1,1
"121",121,1,1,1,1,1,1,1,1,1,1,1
"122",122,2,2,2,2,2,2,2,2,2,2,2
"123",123,2,2,2,2,2,2,1,2,2,1,1
"124",124,1,1,1,1,1,1,1,1,1,1,1
"125",125,1,1,1,1,1,1,1,1,1,1,1
"126",126,1,1,1,2,1,1,1,2,1,1,1
"127",127,1,1,1,1,1,1,1,1,1,1,1
"128",128,1,1,1,1,1,1,1,1,1,1,1
"129",129,1,1,1,1,1,1,1,1,1,1,1
"130",130,1,1,1,1,1,1,1,1,1,1,1
"131",131,1,2,2,2,1,1,1,1,1,2,2
"132",132,1,1,1,1,1,1,1,1,1,1,1
"133",133,3,1,1,1,1,1,1,1,1,1,1
"134",134,1,1,1,1,2,2,2,2,2,2,2
"135",135,1,1,1,1,1,1,1,1,1,1,1
"136",136,1,1,1,1,1,1,1,1,1,1,1
"137",137,1,1,1,1,1,1,1,1,1,1,1
"138",138,1,1,2,1,2,1,2,1,2,2,2
"139",139,1,2,2,2,3,3,3,3,3,2,2
"140",140,3,3,3,3,3,3,3,3,3,3,3
"141",141,1,1,2,1,2,3,3,3,3,2,2
"142",142,1,1,1,1,1,1,1,1,1,1,1
"143",143,1,1,1,1,1,1,1,1,1,1,1
"144",144,3,3,3,3,3,2,2,2,2,2,2
"145",145,1,1,1,1,1,1,1,1,1,1,1
"146",146,3,3,2,2,2,2,2,2,2,2,2
"147",147,1,1,1,1,1,1,2,2,2,2,3
"148",148,3,3,3,3,3,3,3,3,3,3,3
"149",149,1,1,1,1,1,1,1,1,1,1,1
"150",150,3,3,3,3,3,3,3,3,3,3,3
"151",151,3,2,3,2,1,1,1,1,1,1,2
"152",152,1,1,1,1,1,1,1,1,1,1,1
"153",153,1,1,1,1,1,1,1,1,1,1,1
"154",154,3,3,3,3,3,3,3,3,3,3,3
"155",155,3,3,3,3,3,3,3,3,3,3,3
"156",156,1,1,2,1,2,2,2,1,1,1,1
"157",157,3,3,3,3,3,3,3,3,3,3,3
"158",158,1,1,1,1,1,1,1,1,1,1,1
"159",159,1,1,1,1,1,1,1,1,1,1,1
"160",160,1,1,1,1,1,1,1,1,1,1,1
"161",161,1,1,1,1,1,1,1,1,1,1,1
"162",162,3,3,3,3,3,3,3,3,3,3,3
"163",163,1,1,1,1,1,2,1,1,2,2,2
"164",164,1,1,1,1,1,1,1,1,1,1,1
"165",165,1,1,1,1,1,1,2,2,3,3,2
"166",166,3,3,3,3,3,3,3,3,3,3,3
"167",167,1,1,1,1,1,1,1,1,1,1,1
"168",168,2,2,3,3,3,2,3,1,2,2,2
"169",169,1,1,1,1,1,1,1,1,1,1,1
"170",170,1,1,1,1,1,1,1,1,1,1,1
"171",171,1,1,1,1,1,1,1,1,1,1,1
"172",172,1,1,1,1,1,1,1,1,1,2,2
"173",173,1,1,1,1,1,1,1,1,1,1,1
"174",174,3,3,3,3,3,3,3,3,3,3,3
"175",175,1,1,1,1,1,1,1,1,1,1,1
"176",176,3,3,3,3,3,3,3,3,3,3,3
"177",177,1,1,1,1,1,1,1,1,1,1,1
"178",178,3,3,3,3,3,3,3,3,3,3,3
"179",179,3,3,3,3,3,3,3,3,3,3,3
"180",180,1,1,1,1,1,1,1,1,1,1,1
"181",181,1,1,1,1,1,1,1,1,1,1,1
"182",182,1,2,2,2,2,2,2,2,2,1,1
"183",183,1,1,1,1,1,1,1,1,1,1,1
"184",184,3,3,3,3,3,2,3,3,3,3,3
"185",185,3,3,3,2,3,3,3,3,3,3,3
"186",186,2,2,2,3,3,3,3,3,3,3,3
"187",187,3,3,3,3,3,3,3,3,3,3,3
"188",188,1,1,1,1,1,1,1,1,1,1,1
"189",189,1,1,1,1,1,1,1,1,1,1,1
"190",190,3,3,3,3,3,3,3,3,3,3,3
"191",191,2,3,3,3,3,3,3,3,3,3,3
"192",192,3,3,3,3,3,3,3,3,3,3,3
"193",193,1,1,1,1,1,1,2,2,2,2,2
"194",194,3,3,3,3,3,3,3,3,3,3,3
"195",195,1,1,1,1,1,1,1,1,1,1,1
"196",196,1,1,1,1,1,1,1,1,1,1,1
"197",197,1,1,1,1,1,1,1,2,2,2,2
"198",198,1,1,1,1,1,1,1,1,1,1,1
"199",199,2,2,2,2,2,2,2,2,2,2,2
"200",200,1,1,1,1,1,1,1,1,2,1,2
"201",201,1,1,1,1,1,1,1,1,1,1,1
"202",202,2,1,1,2,1,1,2,2,2,2,2
"203",203,1,1,1,1,1,1,1,1,1,1,1
"204",204,1,1,1,1,1,1,1,1,1,1,1
"205",205,1,1,1,1,1,1,1,1,1,1,1
"206",206,1,1,1,1,1,1,1,1,1,1,1
"207",207,1,1,1,1,1,1,1,1,1,1,1
"208",208,1,1,1,2,1,1,1,1,1,1,1
"209",209,2,1,1,1,1,2,2,2,2,2,2
"210",210,1,1,1,1,1,1,1,1,1,1,1
"211",211,1,1,1,1,1,1,1,1,1,1,1
"212",212,1,1,1,1,1,1,1,1,1,1,1
"213",213,1,1,1,1,1,1,1,1,1,1,1
"214",214,1,1,1,1,1,1,1,1,1,1,1
"215",215,1,1,1,1,1,1,1,1,2,2,2
"216",216,1,1,1,1,1,1,1,1,1,1,1
"217",217,1,1,1,1,1,1,1,1,1,1,1
"218",218,1,1,1,1,1,1,1,2,1,2,1
"219",219,1,1,1,1,1,1,1,1,1,1,1
"220",220,1,1,1,1,1,1,1,1,1,1,1
"221",221,2,1,2,1,1,1,1,1,2,2,1
"222",222,1,1,1,1,1,1,1,1,1,1,1
"223",223,2,2,2,2,1,1,1,1,2,1,1
"224",224,1,1,1,1,1,1,1,1,1,1,1
"225",225,1,1,1,1,1,1,1,1,1,1,1
"226",226,1,1,1,1,1,1,1,1,1,1,1
"227",227,1,1,1,1,1,1,1,1,1,1,1
"228",228,1,1,1,1,1,1,1,1,1,1,1
"229",229,1,1,1,1,1,1,2,1,2,1,1
"230",230,1,1,1,1,1,1,1,1,1,1,1
"231",231,1,1,1,1,1,1,1,1,1,1,1
"232",232,3,3,3,3,3,2,3,3,3,3,3
"233",233,1,1,1,1,1,1,1,1,1,1,1
"234",234,2,3,3,3,3,3,3,3,3,3,3
"235",235,1,1,1,1,1,1,1,1,1,1,1
"236",236,1,1,1,1,1,1,1,1,1,1,1
"237",237,1,1,1,1,1,1,1,1,1,1,2
"238",238,1,2,3,3,3,3,3,3,3,3,3
"239",239,1,1,1,1,1,1,1,1,1,1,1
"240",240,1,1,1,2,2,2,2,2,2,1,1
"241",241,1,1,1,1,1,1,1,1,1,1,1
"242",242,1,1,1,1,1,1,1,1,1,1,1
"243",243,1,1,1,1,1,1,1,1,1,1,1
"244",244,1,2,2,1,1,1,1,1,1,1,1
"245",245,1,1,1,1,1,1,1,1,1,1,1
"246",246,3,3,3,3,3,3,3,3,3,3,3
"247",247,3,3,3,3,3,3,3,3,3,3,3
"248",248,1,1,1,1,1,1,1,1,1,1,1
"249",249,1,1,1,1,1,1,1,1,1,1,1
"250",250,1,1,1,1,1,1,1,1,1,1,1
"251",251,1,1,1,1,1,1,1,1,1,1,1
"252",252,1,2,1,1,1,1,1,1,1,1,1
"253",253,1,2,2,1,2,2,2,2,2,2,2
"254",254,3,3,3,3,3,3,3,3,3,3,3
"255",255,1,1,1,1,1,1,1,1,1,1,2
"256",256,1,1,1,1,1,1,1,1,1,1,1
"257",257,3,1,2,2,2,2,1,2,2,2,3
"258",258,1,1,1,1,1,1,1,1,1,1,1
"259",259,3,1,2,2,3,3,3,3,3,2,3
"260",260,1,1,1,1,1,1,2,1,1,1,1
"261",261,1,1,1,1,1,1,1,1,1,1,1
"262",262,3,3,3,2,2,2,2,3,3,2,3
"263",263,1,1,1,1,1,1,1,1,1,1,1
"264",264,1,2,1,1,2,2,2,2,2,2,2
"265",265,3,3,3,3,3,3,3,3,3,3,3
"266",266,2,1,1,1,1,1,1,1,1,1,1
"267",267,1,1,1,1,1,1,1,2,2,1,1
"268",268,1,2,1,1,2,2,2,3,2,2,2
"269",269,1,1,2,1,2,2,3,3,3,3,2
"270",270,1,1,1,1,1,2,1,1,1,1,1
"271",271,1,1,1,1,2,2,1,3,2,3,2
"272",272,1,1,1,1,1,1,1,1,1,1,1
"273",273,1,1,1,1,1,1,1,1,1,1,1
"274",274,1,1,1,1,1,1,1,1,1,1,1
"275",275,2,1,1,1,1,1,1,1,1,1,1
"276",276,3,2,2,2,3,3,3,3,3,3,3
"277",277,1,1,1,1,1,1,1,1,1,1,1
"278",278,2,2,2,2,2,2,2,1,2,1,1
"279",279,3,3,3,3,3,3,3,3,3,3,3
"280",280,1,1,1,1,1,1,1,1,1,1,1
"281",281,3,2,2,2,3,3,3,3,3,3,3
"282",282,1,1,1,1,1,1,1,1,1,1,1
"283",283,3,2,3,3,3,3,3,3,3,3,3
"284",284,1,1,1,1,1,1,1,1,1,1,1
"285",285,1,1,1,1,1,1,1,1,1,1,1
"286",286,2,2,2,3,3,3,3,3,3,3,3
"287",287,2,2,1,2,2,2,1,1,1,1,1
"288",288,1,1,1,1,1,1,1,1,1,1,1
"289",289,1,1,1,1,1,2,2,3,3,2,2
"290",290,1,1,1,1,1,1,1,1,1,1,1
"291",291,1,1,1,1,1,1,1,1,1,1,1
"292",292,1,1,2,1,2,1,1,1,1,1,1
"293",293,2,2,2,2,2,2,1,1,1,1,1
"294",294,1,1,1,1,1,1,1,1,1,1,1
"295",295,2,1,2,2,2,2,3,2,2,2,2
"296",296,3,2,3,3,3,3,3,3,3,3,2
"297",297,2,2,2,2,3,3,2,2,2,2,2
"298",298,1,1,1,1,1,1,1,1,1,1,1
"299",299,1,1,1,2,2,2,2,2,2,1,2
"300",300,1,1,1,1,1,1,1,1,1,2,2
"301",301,1,1,1,1,1,1,2,2,2,2,1
"302",302,1,1,1,1,1,1,1,1,1,1,1
"303",303,1,2,2,2,1,1,1,1,1,1,1
"304",304,1,1,1,1,1,1,1,1,1,1,1
"305",305,1,1,1,1,1,1,1,1,1,1,1
"306",306,1,1,1,1,1,1,1,1,1,1,1
"307",307,1,1,1,1,1,1,1,1,1,1,1
"308",308,1,1,1,1,2,1,1,2,2,2,2
"309",309,2,1,2,2,3,3,3,3,3,3,3
"310",310,1,1,1,1,1,1,1,1,1,1,2
"311",311,1,1,1,1,1,1,1,1,1,1,1
"312",312,1,1,1,1,1,1,1,1,1,1,1
"313",313,3,2,2,2,2,3,3,3,3,3,3
"314",314,3,3,3,3,3,3,3,3,3,3,3
"315",315,2,2,2,3,3,3,3,3,3,3,3
"316",316,1,1,1,1,1,1,1,1,1,1,1
"317",317,1,1,1,1,1,1,1,1,1,1,1
"318",318,1,1,1,1,1,1,1,1,1,1,1
"319",319,1,1,1,1,1,1,1,1,1,1,1
"320",320,1,1,1,1,1,1,1,1,1,1,1
"321",321,2,1,1,1,2,2,3,3,3,3,3
"322",322,3,3,3,3,3,3,3,3,3,3,3
"323",323,1,1,1,1,1,1,2,2,3,2,2
"324",324,3,2,2,2,3,2,2,2,2,2,2
"325",325,3,3,3,3,3,3,3,3,3,3,3
"326",326,3,3,3,3,3,3,3,2,3,2,2
"327",327,3,3,3,3,3,3,3,3,3,3,3
"328",328,3,3,3,3,3,3,3,3,3,3,3
"329",329,1,1,1,1,1,1,1,1,1,1,1
"330",330,1,1,1,1,1,1,1,1,1,1,1
"331",331,1,1,1,1,1,1,1,1,1,1,1
"332",332,1,1,1,1,1,1,1,1,1,1,1
"333",333,1,1,1,1,1,1,1,1,1,1,1
"334",334,1,1,1,1,1,1,1,1,1,1,1
"335",335,1,2,2,2,2,2,1,1,2,2,2
"336",336,2,1,1,1,1,1,2,2,2,2,1
"337",337,2,3,3,2,3,2,2,2,2,3,3
"338",338,1,2,2,2,3,2,1,1,1,1,1
"339",339,2,1,2,1,1,2,1,1,2,1,1
"340",340,1,1,1,1,1,1,1,1,1,1,1
"341",341,1,1,1,1,1,1,1,1,1,1,1
"342",342,3,3,3,3,3,3,3,3,3,3,3
"343",343,1,1,1,1,1,1,1,2,2,1,1
"344",344,1,1,1,1,1,1,1,1,1,1,1
"345",345,1,1,1,1,1,1,1,1,1,1,1
"346",346,1,1,1,1,1,1,1,1,1,1,1
"347",347,1,1,1,1,1,1,1,1,1,1,1
"348",348,2,2,3,3,3,3,3,3,2,2,3
"349",349,3,3,3,3,3,3,3,3,3,3,3
"350",350,1,1,1,1,1,1,1,1,1,1,1
"351",351,1,1,1,1,1,1,1,1,1,1,1
"352",352,1,1,1,1,1,1,1,1,2,2,1
"353",353,2,1,1,2,2,2,2,2,2,2,3
"354",354,2,2,2,2,2,2,3,2,3,3,3
"355",355,2,2,1,1,2,2,1,1,1,1,1
"356",356,3,3,2,2,3,2,2,2,3,3,3
"357",357,3,2,2,2,2,2,3,2,3,2,2
"358",358,1,1,2,2,2,2,3,2,3,2,3
"359",359,1,1,1,1,1,1,1,1,1,1,1
"360",360,3,3,3,3,3,3,3,3,3,3,3
"361",361,3,3,3,3,3,3,3,3,3,3,3
"362",362,2,3,3,3,3,3,3,3,3,3,3
"363",363,1,2,1,2,2,2,2,3,3,3,3
"364",364,1,1,1,1,2,2,2,2,2,2,2
"365",365,1,1,1,1,1,1,1,2,2,1,2
"366",366,1,1,1,1,1,1,1,1,1,1,1
"367",367,3,3,3,3,3,3,3,3,3,3,3
"368",368,2,2,2,2,2,3,3,3,3,3,3
"369",369,1,1,1,1,1,1,1,1,1,1,1
"370",370,1,1,1,1,1,1,1,1,1,2,2
"371",371,1,1,1,1,1,1,1,1,1,1,1
"372",372,1,1,1,1,1,1,1,1,1,1,1
"373",373,3,2,2,1,1,2,1,1,2,2,2
"374",374,1,1,1,1,2,2,2,2,2,2,2
"375",375,1,2,2,2,2,2,2,3,3,2,2
"376",376,2,2,1,1,1,2,1,1,1,1,1
"377",377,1,2,2,3,3,3,2,2,3,3,3
"378",378,1,1,1,1,1,1,1,1,1,1,1
"379",379,3,3,3,3,3,3,3,3,3,3,3
"380",380,1,2,1,3,2,2,2,3,3,3,3
"381",381,1,1,1,1,1,1,1,2,2,2,2
"382",382,2,3,3,3,3,3,3,3,3,3,3
"383",383,1,1,1,1,1,1,1,1,1,1,1
"384",384,1,1,1,1,1,1,1,1,1,1,1
"385",385,1,1,1,1,1,1,1,1,1,1,1
"386",386,1,1,2,1,1,1,1,1,2,2,1
"387",387,1,1,1,1,1,1,1,1,1,1,1
"388",388,1,1,1,1,1,1,1,1,1,1,1
"389",389,1,2,1,1,1,1,2,2,2,1,1
"390",390,1,1,1,1,1,1,1,1,1,1,1
"391",391,3,3,3,3,3,3,3,3,3,3,3
"392",392,2,3,3,3,3,3,3,3,3,3,3
"393",393,1,1,1,1,1,1,1,1,1,1,1
"394",394,1,1,1,1,1,1,1,1,1,1,1
"395",395,1,1,1,1,1,1,1,1,1,1,1
"396",396,1,1,1,1,1,1,1,1,1,1,1
"397",397,2,2,1,2,2,1,1,1,1,1,1
"398",398,1,1,1,1,1,1,1,1,1,1,1
"399",399,1,1,1,1,1,1,1,1,2,1,1
"400",400,2,2,2,2,2,3,2,3,2,2,3
"401",401,2,2,2,2,2,2,2,2,2,2,2
"402",402,1,1,1,1,1,1,1,1,1,1,1
"403",403,2,2,3,2,2,3,3,3,3,3,3
"404",404,1,1,1,1,1,1,1,1,1,1,1
"405",405,2,1,1,1,1,1,1,1,1,1,1
"406",406,3,3,3,3,3,3,3,3,3,3,3
"407",407,1,1,1,1,1,1,1,1,2,2,1
"408",408,1,1,1,1,2,2,2,3,3,3,3
"409",409,2,1,1,2,2,2,2,2,3,2,2
"410",410,1,2,3,2,3,3,3,3,3,3,3
"411",411,1,2,3,2,2,1,1,1,1,1,2
"412",412,1,1,1,1,1,1,1,1,1,1,1
"413",413,1,1,1,1,1,1,1,1,1,1,1
"414",414,1,1,1,1,1,1,1,1,1,1,1
"415",415,2,1,2,2,3,3,3,3,3,3,2
"416",416,2,2,2,2,3,2,3,2,2,2,2
"417",417,2,2,2,2,2,2,2,1,2,1,1
"418",418,2,3,3,3,3,3,3,3,3,3,3
"419",419,1,1,1,1,1,1,1,1,1,1,1
"420",420,1,1,2,1,1,1,1,1,2,2,2
"421",421,1,1,1,1,1,1,1,1,1,1,1
"422",422,1,1,1,1,1,1,1,1,1,1,1
"423",423,1,1,1,1,2,2,3,2,2,2,2
"424",424,1,1,2,1,2,2,2,1,2,2,2
"425",425,2,2,1,2,2,3,2,2,3,2,2
"426",426,2,2,3,3,3,3,3,3,3,3,3
"427",427,1,1,1,1,1,1,1,1,1,1,1
"428",428,1,1,1,1,1,1,1,1,1,1,1
"429",429,1,1,1,1,1,2,2,2,2,1,1
"430",430,2,1,1,1,2,2,2,2,2,2,2
"431",431,1,1,1,1,1,1,1,1,1,1,1
"432",432,1,1,1,1,1,1,1,1,1,1,1
"433",433,1,1,1,1,1,1,1,1,1,1,1
"434",434,2,2,3,2,2,3,3,3,3,3,3
"435",435,1,1,1,1,1,1,1,1,1,1,1
"436",436,1,1,1,1,1,1,1,1,1,1,1
"437",437,1,1,1,1,1,1,1,1,1,1,1
"438",438,2,1,2,1,1,1,1,1,1,1,1
"439",439,1,1,1,1,1,1,1,1,1,1,1
"440",440,1,1,1,1,1,1,1,1,1,1,1
"441",441,1,1,1,1,1,1,1,1,1,1,1
"442",442,1,1,1,1,1,1,1,1,1,1,1
"443",443,1,1,1,1,1,1,1,1,1,1,1
"444",444,1,1,1,1,1,1,1,1,1,1,1
"445",445,1,1,1,1,1,1,1,1,1,1,1
"446",446,1,1,1,1,1,1,1,1,1,1,1
"447",447,1,1,2,2,2,1,1,1,1,1,1
"448",448,1,1,1,1,1,1,1,1,1,1,1
"449",449,1,1,1,1,1,1,1,1,1,1,1
"450",450,1,1,1,1,1,1,1,1,1,1,1
"451",451,1,1,1,1,1,1,1,1,1,1,1
"452",452,1,2,2,2,2,2,2,2,2,1,1
"453",453,1,1,1,1,1,1,1,1,1,1,1
"454",454,1,1,1,1,1,1,1,1,1,1,1
"455",455,1,1,1,1,1,1,1,1,1,1,1
"456",456,2,2,2,1,2,1,2,2,3,2,2
"457",457,1,1,1,1,1,1,1,1,1,1,1
"458",458,1,2,1,2,2,2,2,2,3,3,3
"459",459,2,3,3,3,3,3,3,3,3,3,3
"460",460,1,1,1,1,1,1,1,1,1,1,1
"461",461,1,1,1,1,1,1,1,2,2,2,2
"462",462,1,1,1,1,1,1,1,1,1,1,1
"463",463,1,1,1,1,1,1,1,1,1,1,1
"464",464,2,1,1,1,1,1,1,1,1,1,1
"465",465,1,1,1,1,1,1,1,1,1,1,1
"466",466,1,1,1,1,1,1,1,2,2,1,1
"467",467,1,2,2,1,1,1,2,2,2,2,2
"468",468,1,1,1,1,2,2,2,1,2,1,1
"469",469,1,1,1,1,2,1,2,1,2,2,2
"470",470,1,1,1,1,1,1,1,1,1,1,1
"471",471,1,1,1,1,1,1,1,1,1,1,1
"472",472,1,1,1,1,1,1,1,1,1,1,1
"473",473,1,1,1,1,1,1,1,1,1,1,1
"474",474,2,1,1,1,1,1,1,1,1,1,1
"475",475,2,2,1,3,2,2,3,3,3,3,3
"476",476,1,1,1,1,1,1,1,1,1,1,1
"477",477,1,1,1,1,1,1,1,1,1,1,1
"478",478,1,1,1,1,1,1,1,1,1,1,1
"479",479,3,3,3,3,3,3,3,3,3,3,3
"480",480,1,1,1,1,1,1,1,1,1,1,1
"481",481,1,1,1,1,1,1,1,1,1,1,1
"482",482,1,1,1,1,1,1,1,1,1,1,1
"483",483,1,1,1,1,1,1,1,1,1,1,2
"484",484,1,1,1,1,1,1,1,1,1,1,1
"485",485,1,1,1,1,1,1,1,1,1,1,1
"486",486,2,1,2,2,2,2,2,1,1,2,1
"487",487,1,2,2,2,2,2,2,1,2,1,1
"488",488,2,2,2,3,3,3,3,3,3,2,3
"489",489,1,1,1,1,1,1,1,1,1,1,1
"490",490,1,1,1,1,1,1,1,1,1,1,1
"491",491,2,2,1,2,1,1,2,1,1,1,1
"492",492,1,1,1,1,1,1,1,2,2,2,1
"493",493,1,1,2,1,1,1,2,1,2,2,2
"494",494,1,1,1,1,1,1,1,1,1,1,1
"495",495,1,1,1,1,1,1,1,1,1,1,1
"496",496,1,1,1,2,3,2,2,3,3,3,3
"497",497,2,2,3,3,3,3,3,3,3,3,3
"498",498,1,1,1,1,1,1,1,1,1,1,1
"499",499,1,1,2,2,2,2,2,2,2,2,2
"500",500,3,2,3,3,3,2,2,2,3,2,2
"501",501,1,1,1,1,1,1,1,1,1,1,1
"502",502,1,1,1,1,1,1,1,1,1,1,1
"503",503,1,1,1,1,1,1,1,1,1,1,1
"504",504,1,1,1,1,1,1,1,1,1,1,1
"505",505,1,1,1,1,2,2,2,2,2,2,3
"506",506,1,1,1,1,1,1,1,1,1,1,1
"507",507,1,1,1,1,1,1,1,1,1,1,1
"508",508,1,1,2,1,3,2,2,3,3,3,3
"509",509,1,1,1,1,1,1,1,1,1,1,1
"510",510,1,1,1,1,1,1,1,1,1,1,1
"511",511,1,1,1,1,1,1,1,1,1,1,1
"512",512,1,1,1,1,1,1,1,1,1,1,1
"513",513,1,1,1,1,2,1,1,1,1,1,1
"514",514,1,1,1,1,1,1,1,1,1,1,1
"515",515,1,1,1,1,1,1,1,1,1,1,1
