"","id","y","sex","age"
"96",20,1,"male","13"
"97",20,1,"male","14"
"98",20,1,"male","15"
"99",20,1,"male","16"
"100",20,1,"male","17"
"101",21,1,"male","13"
"102",21,1,"male","14"
"103",21,1,"male","15"
"104",21,1,"male","16"
"105",21,1,"male","17"
"106",22,1,"male","13"
"107",22,1,"male","14"
"108",22,1,"male","15"
"109",22,1,"male","16"
"110",22,1,"male","17"
"111",23,1,"male","13"
"112",23,1,"male","14"
"113",23,1,"male","15"
"114",23,1,"male","16"
"115",23,1,"male","17"
"116",24,1,"male","13"
"117",24,1,"male","14"
"118",24,1,"male","15"
"119",24,1,"male","16"
"120",24,1,"male","17"
"121",25,1,"male","13"
"122",25,1,"male","14"
"123",25,1,"male","15"
"124",25,1,"male","16"
"125",25,1,"male","17"
"126",26,1,"male","13"
"127",26,1,"male","14"
"128",26,1,"male","15"
"129",26,1,"male","16"
"130",26,1,"male","17"
"131",27,1,"male","13"
"132",27,1,"male","14"
"133",27,1,"male","15"
"134",27,1,"male","16"
"135",27,1,"male","17"
"136",28,1,"male","13"
"137",28,1,"male","14"
"138",28,1,"male","15"
"139",28,1,"male","16"
"140",28,1,"male","17"
"141",29,1,"male","13"
"142",29,1,"male","14"
"143",29,1,"male","15"
"144",29,1,"male","16"
"145",29,1,"male","17"
"146",30,1,"male","13"
"147",30,1,"male","14"
"148",30,1,"male","15"
"149",30,1,"male","16"
"150",30,1,"male","17"
"151",31,1,"male","13"
"152",31,1,"male","14"
"153",31,1,"male","15"
"154",31,1,"male","16"
"155",31,1,"male","17"
"156",32,1,"male","13"
"157",32,1,"male","14"
"158",32,1,"male","15"
"159",32,1,"male","16"
"160",32,1,"male","17"
"161",33,1,"male","13"
"162",33,1,"male","14"
"163",33,1,"male","15"
"164",33,1,"male","16"
"165",33,1,"male","17"
"166",34,1,"male","13"
"167",34,1,"male","14"
"168",34,1,"male","15"
"169",34,1,"male","16"
"170",34,1,"male","17"
"171",35,1,"male","13"
"172",35,1,"male","14"
"173",35,1,"male","15"
"174",35,1,"male","16"
"175",35,1,"male","17"
"176",36,1,"male","13"
"177",36,1,"male","14"
"178",36,1,"male","15"
"179",36,1,"male","16"
"180",36,1,"male","17"
"181",37,1,"male","13"
"182",37,1,"male","14"
"183",37,1,"male","15"
"184",37,1,"male","16"
"185",37,1,"male","17"
"186",38,1,"male","13"
"187",38,1,"male","14"
"188",38,1,"male","15"
"189",38,1,"male","16"
"190",38,1,"male","17"
"191",39,1,"male","13"
"192",39,1,"male","14"
"193",39,1,"male","15"
"194",39,1,"male","16"
"195",39,1,"male","17"
"196",40,1,"male","13"
"197",40,1,"male","14"
"198",40,1,"male","15"
"199",40,1,"male","16"
"200",40,1,"male","17"
"201",41,1,"male","13"
"202",41,1,"male","14"
"203",41,1,"male","15"
"204",41,1,"male","16"
"205",41,1,"male","17"
"206",42,1,"male","13"
"207",42,1,"male","14"
"208",42,1,"male","15"
"209",42,1,"male","16"
"210",42,1,"male","17"
"211",43,1,"male","13"
"212",43,1,"male","14"
"213",43,1,"male","15"
"214",43,1,"male","16"
"215",43,1,"male","17"
"216",44,1,"male","13"
"217",44,1,"male","14"
"218",44,1,"male","15"
"219",44,1,"male","16"
"220",44,1,"male","17"
"221",45,1,"male","13"
"222",45,1,"male","14"
"223",45,1,"male","15"
"224",45,1,"male","16"
"225",45,1,"male","17"
"226",46,1,"male","13"
"227",46,1,"male","14"
"228",46,1,"male","15"
"229",46,1,"male","16"
"230",46,1,"male","17"
"231",47,1,"male","13"
"232",47,1,"male","14"
"233",47,1,"male","15"
"234",47,1,"male","16"
"235",47,1,"male","17"
"236",48,1,"male","13"
"237",48,1,"male","14"
"238",48,1,"male","15"
"239",48,1,"male","16"
"240",48,1,"male","17"
"241",49,1,"male","13"
"242",49,1,"male","14"
"243",49,1,"male","15"
"244",49,1,"male","16"
"245",49,2,"male","17"
"246",50,1,"male","13"
"247",50,1,"male","14"
"248",50,1,"male","15"
"249",50,1,"male","16"
"250",50,2,"male","17"
"251",51,1,"male","13"
"252",51,1,"male","14"
"253",51,1,"male","15"
"254",51,1,"male","16"
"255",51,2,"male","17"
"256",52,1,"male","13"
"257",52,1,"male","14"
"258",52,1,"male","15"
"259",52,1,"male","16"
"260",52,2,"male","17"
"261",53,1,"male","13"
"262",53,1,"male","14"
"263",53,1,"male","15"
"264",53,1,"male","16"
"265",53,2,"male","17"
"266",54,1,"male","13"
"267",54,1,"male","14"
"268",54,1,"male","15"
"269",54,1,"male","16"
"270",54,2,"male","17"
"271",55,1,"male","13"
"272",55,1,"male","14"
"273",55,1,"male","15"
"274",55,1,"male","16"
"275",55,2,"male","17"
"276",56,1,"male","13"
"277",56,1,"male","14"
"278",56,1,"male","15"
"279",56,1,"male","16"
"280",56,2,"male","17"
"281",57,1,"male","13"
"282",57,1,"male","14"
"283",57,1,"male","15"
"284",57,1,"male","16"
"285",57,3,"male","17"
"286",58,1,"male","13"
"287",58,1,"male","14"
"288",58,1,"male","15"
"289",58,1,"male","16"
"290",58,3,"male","17"
"291",59,1,"male","13"
"292",59,1,"male","14"
"293",59,1,"male","15"
"294",59,1,"male","16"
"295",59,3,"male","17"
"296",60,1,"male","13"
"297",60,1,"male","14"
"298",60,1,"male","15"
"299",60,1,"male","16"
"300",60,3,"male","17"
"301",61,1,"male","13"
"302",61,1,"male","14"
"303",61,1,"male","15"
"304",61,2,"male","16"
"305",61,1,"male","17"
"306",62,1,"male","13"
"307",62,1,"male","14"
"308",62,1,"male","15"
"309",62,2,"male","16"
"310",62,1,"male","17"
"311",63,1,"male","13"
"312",63,1,"male","14"
"313",63,1,"male","15"
"314",63,2,"male","16"
"315",63,2,"male","17"
"316",64,1,"male","13"
"317",64,1,"male","14"
"318",64,1,"male","15"
"319",64,2,"male","16"
"320",64,2,"male","17"
"321",65,1,"male","13"
"322",65,1,"male","14"
"323",65,1,"male","15"
"324",65,2,"male","16"
"325",65,2,"male","17"
"326",66,1,"male","13"
"327",66,1,"male","14"
"328",66,1,"male","15"
"329",66,2,"male","16"
"330",66,2,"male","17"
"331",67,1,"male","13"
"332",67,1,"male","14"
"333",67,1,"male","15"
"334",67,2,"male","16"
"335",67,3,"male","17"
"336",68,1,"male","13"
"337",68,1,"male","14"
"338",68,1,"male","15"
"339",68,3,"male","16"
"340",68,1,"male","17"
"341",69,1,"male","13"
"342",69,1,"male","14"
"343",69,1,"male","15"
"344",69,3,"male","16"
"345",69,3,"male","17"
"346",70,1,"male","13"
"347",70,1,"male","14"
"348",70,2,"male","15"
"349",70,1,"male","16"
"350",70,3,"male","17"
"351",71,1,"male","13"
"352",71,1,"male","14"
"353",71,2,"male","15"
"354",71,2,"male","16"
"355",71,1,"male","17"
"356",72,1,"male","13"
"357",72,1,"male","14"
"358",72,2,"male","15"
"359",72,2,"male","16"
"360",72,1,"male","17"
"361",73,1,"male","13"
"362",73,1,"male","14"
"363",73,2,"male","15"
"364",73,2,"male","16"
"365",73,2,"male","17"
"366",74,1,"male","13"
"367",74,1,"male","14"
"368",74,2,"male","15"
"369",74,2,"male","16"
"370",74,2,"male","17"
"371",75,1,"male","13"
"372",75,1,"male","14"
"373",75,2,"male","15"
"374",75,2,"male","16"
"375",75,3,"male","17"
"376",76,1,"male","13"
"377",76,1,"male","14"
"378",76,2,"male","15"
"379",76,3,"male","16"
"380",76,3,"male","17"
"381",77,1,"male","13"
"382",77,1,"male","14"
"383",77,2,"male","15"
"384",77,3,"male","16"
"385",77,3,"male","17"
"386",78,1,"male","13"
"387",78,1,"male","14"
"388",78,2,"male","15"
"389",78,3,"male","16"
"390",78,3,"male","17"
"391",79,1,"male","13"
"392",79,1,"male","14"
"393",79,2,"male","15"
"394",79,3,"male","16"
"395",79,3,"male","17"
"396",80,1,"male","13"
"397",80,1,"male","14"
"398",80,2,"male","15"
"399",80,3,"male","16"
"400",80,3,"male","17"
"401",81,1,"male","13"
"402",81,1,"male","14"
"403",81,3,"male","15"
"404",81,1,"male","16"
"405",81,2,"male","17"
"406",82,1,"male","13"
"407",82,1,"male","14"
"408",82,3,"male","15"
"409",82,2,"male","16"
"410",82,2,"male","17"
"411",83,1,"male","13"
"412",83,1,"male","14"
"413",83,3,"male","15"
"414",83,3,"male","16"
"415",83,3,"male","17"
"416",84,1,"male","13"
"417",84,1,"male","14"
"418",84,3,"male","15"
"419",84,3,"male","16"
"420",84,3,"male","17"
"421",85,1,"male","13"
"422",85,1,"male","14"
"423",85,3,"male","15"
"424",85,3,"male","16"
"425",85,3,"male","17"
"426",86,1,"male","13"
"427",86,2,"male","14"
"428",86,1,"male","15"
"429",86,1,"male","16"
"430",86,2,"male","17"
"431",87,1,"male","13"
"432",87,2,"male","14"
"433",87,1,"male","15"
"434",87,2,"male","16"
"435",87,1,"male","17"
"436",88,1,"male","13"
"437",88,2,"male","14"
"438",88,2,"male","15"
"439",88,1,"male","16"
"440",88,1,"male","17"
"441",89,1,"male","13"
"442",89,2,"male","14"
"443",89,2,"male","15"
"444",89,1,"male","16"
"445",89,1,"male","17"
"446",90,1,"male","13"
"447",90,2,"male","14"
"448",90,2,"male","15"
"449",90,2,"male","16"
"450",90,1,"male","17"
"451",91,1,"male","13"
"452",91,2,"male","14"
"453",91,2,"male","15"
"454",91,1,"male","16"
"455",91,3,"male","17"
"456",92,1,"male","13"
"457",92,2,"male","14"
"458",92,2,"male","15"
"459",92,3,"male","16"
"460",92,3,"male","17"
"461",93,1,"male","13"
"462",93,2,"male","14"
"463",93,3,"male","15"
"464",93,2,"male","16"
"465",93,2,"male","17"
"466",94,1,"male","13"
"467",94,2,"male","14"
"468",94,3,"male","15"
"469",94,2,"male","16"
"470",94,3,"male","17"
"471",95,1,"male","13"
"472",95,2,"male","14"
"473",95,3,"male","15"
"474",95,3,"male","16"
"475",95,2,"male","17"
"476",96,1,"male","13"
"477",96,2,"male","14"
"478",96,3,"male","15"
"479",96,3,"male","16"
"480",96,3,"male","17"
"481",97,1,"male","13"
"482",97,2,"male","14"
"483",97,3,"male","15"
"484",97,3,"male","16"
"485",97,3,"male","17"
"486",98,1,"male","13"
"487",98,2,"male","14"
"488",98,3,"male","15"
"489",98,3,"male","16"
"490",98,3,"male","17"
"491",99,1,"male","13"
"492",99,2,"male","14"
"493",99,3,"male","15"
"494",99,3,"male","16"
"495",99,3,"male","17"
"496",100,1,"male","13"
"497",100,3,"male","14"
"498",100,1,"male","15"
"499",100,3,"male","16"
"500",100,3,"male","17"
"501",101,1,"male","13"
"502",101,3,"male","14"
"503",101,2,"male","15"
"504",101,2,"male","16"
"505",101,2,"male","17"
"506",102,1,"male","13"
"507",102,3,"male","14"
"508",102,3,"male","15"
"509",102,3,"male","16"
"510",102,3,"male","17"
"511",103,1,"male","13"
"512",103,3,"male","14"
"513",103,3,"male","15"
"514",103,3,"male","16"
"515",103,3,"male","17"
"516",104,1,"male","13"
"517",104,3,"male","14"
"518",104,3,"male","15"
"519",104,2,"male","16"
"520",104,2,"male","17"
"521",105,2,"male","13"
"522",105,1,"male","14"
"523",105,1,"male","15"
"524",105,1,"male","16"
"525",105,1,"male","17"
"526",106,2,"male","13"
"527",106,1,"male","14"
"528",106,1,"male","15"
"529",106,1,"male","16"
"530",106,1,"male","17"
"531",107,2,"male","13"
"532",107,1,"male","14"
"533",107,1,"male","15"
"534",107,1,"male","16"
"535",107,1,"male","17"
"536",108,3,"male","13"
"537",108,1,"male","14"
"538",108,1,"male","15"
"539",108,1,"male","16"
"540",108,1,"male","17"
"541",109,2,"male","13"
"542",109,2,"male","14"
"543",109,2,"male","15"
"544",109,2,"male","16"
"545",109,2,"male","17"
"546",110,2,"male","13"
"547",110,2,"male","14"
"548",110,3,"male","15"
"549",110,3,"male","16"
"550",110,3,"male","17"
"551",111,2,"male","13"
"552",111,3,"male","14"
"553",111,2,"male","15"
"554",111,1,"male","16"
"555",111,1,"male","17"
"556",112,2,"male","13"
"557",112,3,"male","14"
"558",112,2,"male","15"
"559",112,3,"male","16"
"560",112,3,"male","17"
"561",113,2,"male","13"
"562",113,3,"male","14"
"563",113,3,"male","15"
"564",113,3,"male","16"
"565",113,3,"male","17"
"566",114,2,"male","13"
"567",114,3,"male","14"
"568",114,3,"male","15"
"569",114,3,"male","16"
"570",114,3,"male","17"
"571",115,3,"male","13"
"572",115,2,"male","14"
"573",115,3,"male","15"
"574",115,3,"male","16"
"575",115,3,"male","17"
"576",116,3,"male","13"
"577",116,3,"male","14"
"578",116,3,"male","15"
"579",116,3,"male","16"
"580",116,1,"male","17"
"581",117,3,"male","13"
"582",117,3,"male","14"
"583",117,3,"male","15"
"584",117,3,"male","16"
"585",117,3,"male","17"
"586",118,1,"female","13"
"587",118,1,"female","14"
"588",118,1,"female","15"
"589",118,1,"female","16"
"590",118,1,"female","17"
"591",119,1,"female","13"
"592",119,1,"female","14"
"593",119,1,"female","15"
"594",119,1,"female","16"
"595",119,1,"female","17"
"596",120,1,"female","13"
"597",120,1,"female","14"
"598",120,1,"female","15"
"599",120,1,"female","16"
"600",120,1,"female","17"
"601",121,1,"female","13"
"602",121,1,"female","14"
"603",121,1,"female","15"
"604",121,1,"female","16"
"605",121,1,"female","17"
"606",122,1,"female","13"
"607",122,1,"female","14"
"608",122,1,"female","15"
"609",122,1,"female","16"
"610",122,1,"female","17"
"611",123,1,"female","13"
"612",123,1,"female","14"
"613",123,1,"female","15"
"614",123,1,"female","16"
"615",123,1,"female","17"
"616",124,1,"female","13"
"617",124,1,"female","14"
"618",124,1,"female","15"
"619",124,1,"female","16"
"620",124,1,"female","17"
"621",125,1,"female","13"
"622",125,1,"female","14"
"623",125,1,"female","15"
"624",125,1,"female","16"
"625",125,1,"female","17"
"626",126,1,"female","13"
"627",126,1,"female","14"
"628",126,1,"female","15"
"629",126,1,"female","16"
"630",126,1,"female","17"
"631",127,1,"female","13"
"632",127,1,"female","14"
"633",127,1,"female","15"
"634",127,1,"female","16"
"635",127,1,"female","17"
"636",128,1,"female","13"
"637",128,1,"female","14"
"638",128,1,"female","15"
"639",128,1,"female","16"
"640",128,1,"female","17"
"641",129,1,"female","13"
"642",129,1,"female","14"
"643",129,1,"female","15"
"644",129,1,"female","16"
"645",129,1,"female","17"
"646",130,1,"female","13"
"647",130,1,"female","14"
"648",130,1,"female","15"
"649",130,1,"female","16"
"650",130,1,"female","17"
"651",131,1,"female","13"
"652",131,1,"female","14"
"653",131,1,"female","15"
"654",131,1,"female","16"
"655",131,1,"female","17"
"656",132,1,"female","13"
"657",132,1,"female","14"
"658",132,1,"female","15"
"659",132,1,"female","16"
"660",132,1,"female","17"
"661",133,1,"female","13"
"662",133,1,"female","14"
"663",133,1,"female","15"
"664",133,1,"female","16"
"665",133,1,"female","17"
"666",134,1,"female","13"
"667",134,1,"female","14"
"668",134,1,"female","15"
"669",134,1,"female","16"
"670",134,1,"female","17"
"671",135,1,"female","13"
"672",135,1,"female","14"
"673",135,1,"female","15"
"674",135,1,"female","16"
"675",135,1,"female","17"
"676",136,1,"female","13"
"677",136,1,"female","14"
"678",136,1,"female","15"
"679",136,1,"female","16"
"680",136,1,"female","17"
"681",137,1,"female","13"
"682",137,1,"female","14"
"683",137,1,"female","15"
"684",137,1,"female","16"
"685",137,1,"female","17"
"686",138,1,"female","13"
"687",138,1,"female","14"
"688",138,1,"female","15"
"689",138,1,"female","16"
"690",138,1,"female","17"
"691",139,1,"female","13"
"692",139,1,"female","14"
"693",139,1,"female","15"
"694",139,1,"female","16"
"695",139,1,"female","17"
"696",140,1,"female","13"
"697",140,1,"female","14"
"698",140,1,"female","15"
"699",140,1,"female","16"
"700",140,1,"female","17"
"701",141,1,"female","13"
"702",141,1,"female","14"
"703",141,1,"female","15"
"704",141,1,"female","16"
"705",141,1,"female","17"
"706",142,1,"female","13"
"707",142,1,"female","14"
"708",142,1,"female","15"
"709",142,1,"female","16"
"710",142,1,"female","17"
"711",143,1,"female","13"
"712",143,1,"female","14"
"713",143,1,"female","15"
"714",143,1,"female","16"
"715",143,1,"female","17"
"716",144,1,"female","13"
"717",144,1,"female","14"
"718",144,1,"female","15"
"719",144,1,"female","16"
"720",144,1,"female","17"
"721",145,1,"female","13"
"722",145,1,"female","14"
"723",145,1,"female","15"
"724",145,1,"female","16"
"725",145,1,"female","17"
"726",146,1,"female","13"
"727",146,1,"female","14"
"728",146,1,"female","15"
"729",146,1,"female","16"
"730",146,1,"female","17"
"731",147,1,"female","13"
"732",147,1,"female","14"
"733",147,1,"female","15"
"734",147,1,"female","16"
"735",147,1,"female","17"
"736",148,1,"female","13"
"737",148,1,"female","14"
"738",148,1,"female","15"
"739",148,1,"female","16"
"740",148,1,"female","17"
"741",149,1,"female","13"
"742",149,1,"female","14"
"743",149,1,"female","15"
"744",149,1,"female","16"
"745",149,1,"female","17"
"746",150,1,"female","13"
"747",150,1,"female","14"
"748",150,1,"female","15"
"749",150,1,"female","16"
"750",150,1,"female","17"
"751",151,1,"female","13"
"752",151,1,"female","14"
"753",151,1,"female","15"
"754",151,1,"female","16"
"755",151,1,"female","17"
"756",152,1,"female","13"
"757",152,1,"female","14"
"758",152,1,"female","15"
"759",152,1,"female","16"
"760",152,1,"female","17"
"761",153,1,"female","13"
"762",153,1,"female","14"
"763",153,1,"female","15"
"764",153,1,"female","16"
"765",153,1,"female","17"
"766",154,1,"female","13"
"767",154,1,"female","14"
"768",154,1,"female","15"
"769",154,1,"female","16"
"770",154,1,"female","17"
"771",155,1,"female","13"
"772",155,1,"female","14"
"773",155,1,"female","15"
"774",155,1,"female","16"
"775",155,1,"female","17"
"776",156,1,"female","13"
"777",156,1,"female","14"
"778",156,1,"female","15"
"779",156,1,"female","16"
"780",156,1,"female","17"
"781",157,1,"female","13"
"782",157,1,"female","14"
"783",157,1,"female","15"
"784",157,1,"female","16"
"785",157,1,"female","17"
"786",158,1,"female","13"
"787",158,1,"female","14"
"788",158,1,"female","15"
"789",158,1,"female","16"
"790",158,1,"female","17"
"791",159,1,"female","13"
"792",159,1,"female","14"
"793",159,1,"female","15"
"794",159,1,"female","16"
"795",159,1,"female","17"
"796",160,1,"female","13"
"797",160,1,"female","14"
"798",160,1,"female","15"
"799",160,1,"female","16"
"800",160,1,"female","17"
"801",161,1,"female","13"
"802",161,1,"female","14"
"803",161,1,"female","15"
"804",161,1,"female","16"
"805",161,1,"female","17"
"806",162,1,"female","13"
"807",162,1,"female","14"
"808",162,1,"female","15"
"809",162,1,"female","16"
"810",162,1,"female","17"
"811",163,1,"female","13"
"812",163,1,"female","14"
"813",163,1,"female","15"
"814",163,1,"female","16"
"815",163,1,"female","17"
"816",164,1,"female","13"
"817",164,1,"female","14"
"818",164,1,"female","15"
"819",164,1,"female","16"
"820",164,1,"female","17"
"821",165,1,"female","13"
"822",165,1,"female","14"
"823",165,1,"female","15"
"824",165,1,"female","16"
"825",165,1,"female","17"
"826",166,1,"female","13"
"827",166,1,"female","14"
"828",166,1,"female","15"
"829",166,1,"female","16"
"830",166,1,"female","17"
"831",167,1,"female","13"
"832",167,1,"female","14"
"833",167,1,"female","15"
"834",167,1,"female","16"
"835",167,1,"female","17"
"836",168,1,"female","13"
"837",168,1,"female","14"
"838",168,1,"female","15"
"839",168,1,"female","16"
"840",168,1,"female","17"
"841",169,1,"female","13"
"842",169,1,"female","14"
"843",169,1,"female","15"
"844",169,1,"female","16"
"845",169,1,"female","17"
"846",170,1,"female","13"
"847",170,1,"female","14"
"848",170,1,"female","15"
"849",170,1,"female","16"
"850",170,1,"female","17"
"851",171,1,"female","13"
"852",171,1,"female","14"
"853",171,1,"female","15"
"854",171,1,"female","16"
"855",171,1,"female","17"
"856",172,1,"female","13"
"857",172,1,"female","14"
"858",172,1,"female","15"
"859",172,1,"female","16"
"860",172,1,"female","17"
"861",173,1,"female","13"
"862",173,1,"female","14"
"863",173,1,"female","15"
"864",173,1,"female","16"
"865",173,1,"female","17"
"866",174,1,"female","13"
"867",174,1,"female","14"
"868",174,1,"female","15"
"869",174,1,"female","16"
"870",174,1,"female","17"
"871",175,1,"female","13"
"872",175,1,"female","14"
"873",175,1,"female","15"
"874",175,1,"female","16"
"875",175,1,"female","17"
"876",176,1,"female","13"
"877",176,1,"female","14"
"878",176,1,"female","15"
"879",176,1,"female","16"
"880",176,1,"female","17"
"881",177,1,"female","13"
"882",177,1,"female","14"
"883",177,1,"female","15"
"884",177,1,"female","16"
"885",177,1,"female","17"
"886",178,1,"female","13"
"887",178,1,"female","14"
"888",178,1,"female","15"
"889",178,1,"female","16"
"890",178,1,"female","17"
"891",179,1,"female","13"
"892",179,1,"female","14"
"893",179,1,"female","15"
"894",179,1,"female","16"
"895",179,1,"female","17"
"896",180,1,"female","13"
"897",180,1,"female","14"
"898",180,1,"female","15"
"899",180,1,"female","16"
"900",180,1,"female","17"
"901",181,1,"female","13"
"902",181,1,"female","14"
"903",181,1,"female","15"
"904",181,1,"female","16"
"905",181,2,"female","17"
"906",182,1,"female","13"
"907",182,1,"female","14"
"908",182,1,"female","15"
"909",182,1,"female","16"
"910",182,2,"female","17"
"911",183,1,"female","13"
"912",183,1,"female","14"
"913",183,1,"female","15"
"914",183,1,"female","16"
"915",183,2,"female","17"
"916",184,1,"female","13"
"917",184,1,"female","14"
"918",184,1,"female","15"
"919",184,1,"female","16"
"920",184,2,"female","17"
"921",185,1,"female","13"
"922",185,1,"female","14"
"923",185,1,"female","15"
"924",185,1,"female","16"
"925",185,2,"female","17"
"926",186,1,"female","13"
"927",186,1,"female","14"
"928",186,1,"female","15"
"929",186,1,"female","16"
"930",186,2,"female","17"
"931",187,1,"female","13"
"932",187,1,"female","14"
"933",187,1,"female","15"
"934",187,1,"female","16"
"935",187,2,"female","17"
"936",188,1,"female","13"
"937",188,1,"female","14"
"938",188,1,"female","15"
"939",188,1,"female","16"
"940",188,2,"female","17"
"941",189,1,"female","13"
"942",189,1,"female","14"
"943",189,1,"female","15"
"944",189,1,"female","16"
"945",189,2,"female","17"
"946",190,1,"female","13"
"947",190,1,"female","14"
"948",190,1,"female","15"
"949",190,1,"female","16"
"950",190,2,"female","17"
"951",191,1,"female","13"
"952",191,1,"female","14"
"953",191,1,"female","15"
"954",191,1,"female","16"
"955",191,3,"female","17"
"956",192,1,"female","13"
"957",192,1,"female","14"
"958",192,1,"female","15"
"959",192,1,"female","16"
"960",192,3,"female","17"
"961",193,1,"female","13"
"962",193,1,"female","14"
"963",193,1,"female","15"
"964",193,1,"female","16"
"965",193,3,"female","17"
"966",194,1,"female","13"
"967",194,1,"female","14"
"968",194,1,"female","15"
"969",194,2,"female","16"
"970",194,1,"female","17"
"971",195,1,"female","13"
"972",195,1,"female","14"
"973",195,1,"female","15"
"974",195,2,"female","16"
"975",195,1,"female","17"
"976",196,1,"female","13"
"977",196,1,"female","14"
"978",196,1,"female","15"
"979",196,2,"female","16"
"980",196,1,"female","17"
"981",197,1,"female","13"
"982",197,1,"female","14"
"983",197,1,"female","15"
"984",197,2,"female","16"
"985",197,1,"female","17"
"986",198,1,"female","13"
"987",198,1,"female","14"
"988",198,1,"female","15"
"989",198,2,"female","16"
"990",198,2,"female","17"
"991",199,1,"female","13"
"992",199,1,"female","14"
"993",199,1,"female","15"
"994",199,2,"female","16"
"995",199,2,"female","17"
"996",200,1,"female","13"
"997",200,1,"female","14"
"998",200,1,"female","15"
"999",200,3,"female","16"
"1000",200,1,"female","17"
"1001",201,1,"female","13"
"1002",201,1,"female","14"
"1003",201,1,"female","15"
"1004",201,3,"female","16"
"1005",201,2,"female","17"
"1006",202,1,"female","13"
"1007",202,1,"female","14"
"1008",202,1,"female","15"
"1009",202,3,"female","16"
"1010",202,3,"female","17"
"1011",203,1,"female","13"
"1012",203,1,"female","14"
"1013",203,1,"female","15"
"1014",203,3,"female","16"
"1015",203,3,"female","17"
"1016",204,1,"female","13"
"1017",204,1,"female","14"
"1018",204,1,"female","15"
"1019",204,3,"female","16"
"1020",204,3,"female","17"
"1021",205,1,"female","13"
"1022",205,1,"female","14"
"1023",205,2,"female","15"
"1024",205,1,"female","16"
"1025",205,1,"female","17"
"1026",206,1,"female","13"
"1027",206,1,"female","14"
"1028",206,2,"female","15"
"1029",206,1,"female","16"
"1030",206,1,"female","17"
"1031",207,1,"female","13"
"1032",207,1,"female","14"
"1033",207,2,"female","15"
"1034",207,1,"female","16"
"1035",207,2,"female","17"
"1036",208,1,"female","13"
"1037",208,1,"female","14"
"1038",208,2,"female","15"
"1039",208,1,"female","16"
"1040",208,2,"female","17"
"1041",209,1,"female","13"
"1042",209,1,"female","14"
"1043",209,2,"female","15"
"1044",209,2,"female","16"
"1045",209,1,"female","17"
"1046",210,1,"female","13"
"1047",210,1,"female","14"
"1048",210,2,"female","15"
"1049",210,2,"female","16"
"1050",210,1,"female","17"
"1051",211,1,"female","13"
"1052",211,1,"female","14"
"1053",211,2,"female","15"
"1054",211,2,"female","16"
"1055",211,1,"female","17"
"1056",212,1,"female","13"
"1057",212,1,"female","14"
"1058",212,2,"female","15"
"1059",212,2,"female","16"
"1060",212,2,"female","17"
"1061",213,1,"female","13"
"1062",213,1,"female","14"
"1063",213,2,"female","15"
"1064",213,2,"female","16"
"1065",213,2,"female","17"
"1066",214,1,"female","13"
"1067",214,1,"female","14"
"1068",214,2,"female","15"
"1069",214,2,"female","16"
